precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA AUR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL PATRIOȚILOR-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","GHEORGHE VLAD-DAN-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi"
39,VASLUI,"ŞCOALA FUNDU VĂII",418,POIENEŞTI,165336,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:19:06",55,55,0,46,36,0,10,100,54,45,1,0,6,0,0,0,0,0,0,33,1,0,2,2,0,1,0
39,VASLUI,"ȘCOALA GENERALĂ GHERGHELEU",243,CODĂEŞTI,163002,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:06",306,306,0,144,136,0,8,400,256,128,16,2,25,0,0,1,1,0,4,81,7,0,2,2,0,0,3
39,VASLUI,"ŞCOALA GENERALA NR. 7 ”CĂPITAN GRIGORE IGNAT”",91,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:49:46",815,815,0,272,264,0,8,900,628,264,8,1,50,7,5,3,3,3,4,110,34,1,8,19,2,7,7
39,VASLUI,"ŞCOALA GENERALA NR. 7 ”CĂPITAN GRIGORE IGNAT”",92,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:36:46",860,860,0,333,326,0,7,900,567,313,20,2,46,13,3,0,6,5,16,152,33,3,11,9,1,5,8
39,VASLUI,"ŞCOALA GHIREASCA",374,MĂLUŞTENI,164829,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:29:46",129,129,0,84,69,0,15,200,116,72,12,2,5,0,0,0,0,2,1,23,34,0,0,5,0,0,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ",70,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:25:23",1411,1411,0,523,518,0,5,1600,1077,502,21,6,117,4,3,3,2,9,9,212,60,2,8,40,1,17,9
39,VASLUI,"ŞCOALA GIMNAZIALĂ",71,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:32",1009,1009,0,375,364,0,11,1000,625,345,30,2,54,3,1,0,1,5,4,182,50,0,7,20,4,7,5
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRA NECHITA”",56,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:11:10",1653,1653,0,357,347,0,10,1700,1343,346,11,3,67,15,0,0,6,0,15,115,69,3,4,18,6,15,10
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRA NECHITA”",57,"MUNICIPIUL VASLUI",161945,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:53:17",1813,1813,0,411,409,0,2,2000,1589,398,13,4,83,10,1,1,3,3,14,158,67,0,12,20,5,9,8
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRA NICHITA”",58,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:39:42",1461,1461,0,4,1,0,3,1600,1596,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRA NICHITA”",59,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:27:06",1638,1638,0,476,472,0,4,1700,1224,456,20,3,88,10,1,2,4,2,22,181,82,2,4,22,4,14,15
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”",64,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:56:55",1677,1676,1,423,400,0,23,1700,1277,388,35,7,79,22,3,1,4,5,6,155,49,1,8,32,2,7,7
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”",66,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:47:27",1304,1304,0,51,38,0,13,1304,1253,48,3,1,6,0,0,0,0,0,1,21,15,0,1,1,1,1,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”",65,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:43:45",1658,1658,0,518,509,0,9,1700,1182,506,12,8,68,7,2,1,3,3,37,181,102,4,21,23,5,22,19
39,VASLUI,"ŞCOALA GIMNAZIALA, ALEXANDRU VLAHUŢĂ",176,"ALEXANDRU VLAHUŢĂ",162069,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:42:34",639,639,0,371,360,0,11,700,329,361,10,4,94,3,0,5,0,5,2,208,3,1,1,23,2,3,7
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ANASTASIE FĂTU” BEREZENI- CORP 1",208,BEREZENI,162498,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:47:47",1043,1043,0,563,541,0,22,1100,537,541,22,5,193,3,2,2,1,3,5,291,5,0,1,21,2,4,3
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ANASTASIE FĂTU” BEREZENI-CORP 2 SATU NOU",212,BEREZENI,162498,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:31:10",1140,1140,0,617,588,0,29,1300,683,589,28,6,267,2,1,1,1,4,1,254,3,0,2,42,1,1,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ANASTASIE FĂTU” BEREZENI- CORP 3",209,BEREZENI,162498,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:17:31",694,694,0,369,358,0,11,800,431,346,23,1,99,1,0,0,0,1,1,216,3,0,3,12,0,5,4
39,VASLUI,"SCOALA GIMNAZIALĂ ”ANASTASIE PANU”",142,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:23:23",1595,1595,0,583,568,0,15,1800,1217,552,31,4,122,6,2,5,1,5,10,290,37,3,8,32,1,15,11
39,VASLUI,"SCOALA GIMNAZIALĂ ”ANASTASIE PANU”",141,"MUNICIPIUL HUŞI",161829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:14:12",1221,1221,0,316,306,0,10,1300,984,291,25,3,66,0,0,3,1,6,6,158,20,0,2,10,3,6,7
39,VASLUI,"SCOALA GIMNAZIALĂ ”ANASTASIE PANU”",140,"MUNICIPIUL HUŞI",161829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:54:54",1341,1341,0,360,349,0,11,1500,1140,342,18,3,71,1,1,2,4,2,4,171,32,3,4,22,1,8,13
39,VASLUI,"ŞCOALA GIMNAZIALA BADEANA",503,TUTOVA,166529,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:56:21",1180,1180,0,596,581,0,15,1300,704,554,42,0,106,5,2,1,0,9,3,351,22,0,5,33,3,2,12
39,VASLUI,"ŞCOALA GIMNAZIALĂ BANCA",186,BANCA,162194,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:35:20",797,797,0,482,456,0,26,900,418,437,45,5,32,2,3,2,0,5,7,308,34,2,2,19,5,4,7
39,VASLUI,"ŞCOALA GIMNAZIALÃ ” CEZAR BOTEZ ” FÂSTÂCI",258,COZMEŞTI,167277,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:05:04",264,264,0,146,131,0,15,300,154,128,18,1,21,0,0,1,0,0,1,83,7,0,1,10,0,2,1
39,VASLUI,"ŞCOALA GIMNAZIALĂ CHIRCEŞTI-DEAL",380,MICLEŞTI,164892,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:38:02",506,496,10,244,234,0,10,500,256,210,34,1,37,1,3,2,3,2,2,140,6,0,0,7,0,2,4
39,VASLUI,"ȘCOALA GIMNAZIALĂ CODĂEȘTI",241,CODĂEŞTI,163002,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:34:00",865,865,0,414,409,0,5,1000,586,393,21,4,68,19,2,3,1,4,7,240,9,0,2,19,1,6,8
39,VASLUI,"ȘCOALA GIMNAZIALĂ CODĂEȘTI",242,CODĂEŞTI,163002,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:46:30",766,766,0,391,378,0,13,800,409,365,26,0,75,11,2,0,6,2,9,197,16,0,4,20,3,7,13
39,VASLUI,"ŞCOALA GIMNAZIALA CONSTANTIN ASIMINEI",295,DUDA-EPURENI,163681,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:02:48",1104,1104,0,591,586,0,5,1200,609,551,40,5,94,7,4,3,0,3,7,261,101,2,6,28,2,15,13
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN MOTAȘ”",44,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:58:25",1049,1049,0,391,384,0,7,1200,808,372,19,3,61,8,5,2,6,3,13,157,52,3,8,23,2,11,15
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN MOTAȘ”",43,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:20:15",867,867,0,315,310,0,5,900,585,304,11,2,51,9,3,0,0,2,11,119,63,1,11,8,1,12,11
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",13,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:11:50",1817,1817,0,107,97,0,10,2000,1893,99,8,1,10,1,3,2,0,0,4,43,16,1,5,4,4,3,2
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",17,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:54:42",1889,1889,0,181,169,0,12,2000,1819,169,12,1,36,4,1,0,2,1,2,64,30,0,5,8,2,5,8
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",14,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:57:25",1752,1752,0,166,155,0,11,2000,1834,161,5,3,18,6,0,1,1,0,3,67,29,1,7,14,1,1,9
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",16,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:48:08",1888,1888,0,399,382,0,17,2000,1601,371,28,6,90,11,2,1,3,9,21,108,58,0,7,26,5,15,9
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",15,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:08:51",1682,1682,0,90,83,0,7,1800,1710,89,1,1,15,1,1,0,0,1,4,35,13,1,3,6,1,4,3
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",19,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:05",1765,1765,0,12,0,0,12,2000,1988,12,0,1,1,0,0,0,0,0,3,4,2,0,0,0,0,0,1
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN PARFENE”",18,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:24:07",1803,1803,0,36,28,0,8,2000,1964,34,2,1,8,1,0,0,0,1,0,16,2,0,0,4,0,1,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ CONSTANTIN ROTARU TÎRZII",392,OLTENEŞTI,165069,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:38:26",870,869,1,420,408,0,12,1000,580,385,35,13,73,1,6,1,0,10,3,219,12,0,3,27,3,13,1
39,VASLUI,"ŞCOALA GIMNAZIALA CORNI-ALBESTI",173,ALBEŞTI,162014,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:45:14",932,931,1,487,472,1,14,1000,513,453,34,6,96,4,2,2,4,5,4,239,33,1,2,38,8,5,4
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",32,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:49:25",1814,1814,0,53,45,0,8,2000,1947,51,2,2,7,3,0,0,0,0,2,21,11,0,1,1,0,1,2
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",31,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:57:24",1726,1726,0,591,578,0,13,1800,1209,575,16,2,91,12,4,9,6,8,14,258,69,2,16,46,8,7,23
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",33,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:52:14",1700,1700,0,200,193,0,7,1700,1500,189,11,3,39,3,2,2,1,3,4,65,36,1,2,8,2,5,13
39,VASLUI,"SCOALA GIMNAZIALA ”DIMITRIE NEGRUTIU”",413,POGONEŞTI,167259,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:10:53",1224,1212,12,706,672,12,22,1300,594,658,48,9,41,7,0,3,1,12,3,485,36,4,6,26,4,10,11
39,VASLUI,"ŞCOALA GIMNAZIALĂ DOAGELE",286,DRAGOMIREŞTI,163486,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:01:04",855,855,0,404,396,0,8,900,496,344,60,2,36,2,0,6,1,2,5,252,28,0,1,5,3,1,0
39,VASLUI,"ŞCOALA GIMNAZIALA, DOCANI",520,VINDEREI,166770,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:22:56",463,463,0,228,196,0,32,500,272,212,16,2,10,0,0,0,0,1,0,172,4,0,1,16,1,5,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ELENA CUZA”",62,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:14:22",965,965,0,356,342,0,14,1000,644,345,11,3,54,8,1,1,4,2,23,133,69,1,11,9,5,9,12
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ELENA CUZA”",63,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:06:47",888,887,1,364,350,0,14,900,536,353,11,3,53,8,3,3,5,1,15,142,58,0,10,19,2,16,15
39,VASLUI,"ȘCOALA GIMNAZIALĂ EMIL JUVARA SAT SĂRĂȚENI",160,"ORAŞ MURGENI",164981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:21:34",278,278,0,146,138,0,8,300,154,141,5,3,20,1,0,1,0,1,4,92,5,1,0,8,0,3,2
39,VASLUI,"ŞCOALA GIMNAZIALA EMIL RACOVIŢĂ",266,DĂNEŞTI,163253,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:23:11",639,639,0,345,339,0,6,700,355,300,45,7,33,2,2,1,0,8,2,190,43,0,2,4,4,1,1
39,VASLUI,"ŞCOALA GIMNAZIALA, FLOREŞTI",416,POIENEŞTI,165336,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:15:52",382,382,0,243,220,0,23,400,157,228,15,2,25,3,0,2,1,0,4,178,6,0,1,5,0,1,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ FOCŞEAŞCA",486,TĂCUTA,166235,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:08:30",629,629,0,383,373,0,10,700,319,349,32,1,119,1,0,0,0,2,0,187,15,1,1,19,0,1,2
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”GENERAL AVIATOR INGINER GHEORGHE NEGRESCU” FRUNTIŞENI",316,FRUNTIŞENI,167231,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:24:48",778,767,11,513,491,11,11,800,287,433,80,2,26,0,1,0,2,2,0,350,21,0,0,27,0,2,0
39,VASLUI,"SCOALA GIMNAZIALA GEORGE C DRAGU SAT COROIESTI",246,COROIEŞTI,163057,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:08:32",657,657,0,204,192,0,12,700,496,189,15,1,32,3,0,1,0,6,0,129,8,0,1,6,1,1,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”GEORGE TUTOVEANU”",126,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:43:19",1300,1300,0,511,499,0,12,1400,889,489,22,2,70,29,4,4,8,9,16,203,62,3,15,25,3,11,25
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”GEORGE TUTOVEANU”",124,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:56:34",1375,1373,2,461,457,0,4,1400,939,445,16,4,60,33,1,2,1,3,11,195,67,3,13,33,2,12,5
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”GEORGE TUTOVEANU”",125,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:39:02",1487,1487,0,519,508,0,11,1600,1081,489,30,0,68,33,3,1,2,9,18,218,50,0,17,42,6,10,12
39,VASLUI,"ŞCOALA GIMNAZIALA ”GH.CIOATĂ” TODIREŞTI",493,TODIREŞTI,166413,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:08:47",741,733,8,376,368,0,8,800,424,362,14,3,65,3,2,1,1,10,8,226,8,0,1,13,2,12,7
39,VASLUI,"ȘCOALA GIMNAZIALĂ GÎRDEȘTI",527,VOINEŞTI,166869,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:32:05",558,558,0,293,290,0,3,592,299,257,36,4,16,0,0,0,0,1,1,180,50,0,0,5,0,0,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ GRĂJDENI",317,FRUNTIŞENI,167231,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:28:47",618,618,0,251,217,0,34,700,449,251,0,1,27,5,0,1,0,2,1,134,57,0,1,12,0,7,3
39,VASLUI,"ŞCOALA GIMNAZIALA GRIGORE ŞT. RĂILEANU VINEŢEŞTI",393,OLTENEŞTI,165069,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:03:57",525,525,0,295,285,0,10,600,305,261,34,1,44,1,1,0,1,2,1,184,6,0,1,9,2,6,2
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”GRIGORE T POPA” DĂNEȘTI",264,DĂNEŞTI,163253,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:07:19",437,437,0,264,252,0,12,500,236,243,21,2,24,2,0,1,0,6,7,139,42,0,0,13,1,3,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ I-IV BUNEŞTI",236,BUNEŞTI-AVEREŞTI,162924,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:25:17",923,923,0,542,493,0,49,1000,458,515,27,3,58,1,2,2,0,8,6,327,52,1,2,31,4,5,13
39,VASLUI,"ŞCOALA GIMNAZIALA IOAN GHE. PRICOP",297,DUDA-EPURENI,163681,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:39:38",912,912,0,568,543,0,25,1000,432,525,43,10,102,6,2,2,1,8,3,147,196,0,5,21,11,5,6
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ION ANGHELUȚĂ” ( ȘCOALA NOUĂ)",490,TĂTĂRĂNI,166315,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:33:59",458,458,0,246,234,0,12,500,254,211,35,1,16,0,0,0,1,2,0,154,1,0,0,16,12,2,6
39,VASLUI,"ŞCOALA GIMNAZIALA ”ION ARTENE” GĂGEŞTI",318,GĂGEŞTI,163903,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:17:08",364,362,2,228,208,0,20,400,172,191,37,4,29,3,0,3,1,2,3,125,2,1,1,9,3,4,1
39,VASLUI,"SCOALA GIMNAZIALA”ION CREANGA”",147,"MUNICIPIUL HUŞI",161829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:45:45",1716,1716,0,379,370,0,9,1900,1521,361,18,1,81,2,1,1,1,3,20,189,18,1,10,16,0,9,8
39,VASLUI,"SCOALA GIMNAZIALĂ ”ION CREANGA”",148,"MUNICIPIUL HUŞI",161829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:25:49",1277,1277,0,488,477,0,11,1397,909,457,31,3,108,2,5,5,2,6,6,247,25,1,4,27,0,12,4
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",146,"MUNICIPIUL HUŞI",161829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:22:56",1398,1398,0,593,581,0,12,1500,907,552,41,6,105,6,1,6,1,4,20,296,36,4,4,21,4,13,25
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”IONEL MIRON” IVĂNEȘTI",350,IVĂNEŞTI,164393,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:27:05",919,919,0,414,398,0,16,1000,586,384,30,10,62,3,4,4,2,2,2,237,16,0,0,14,8,9,11
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”IORGU RADU”",116,"MUNICIPIUL BÂRLAD",161794,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:45:46",1277,1277,0,446,435,0,11,1300,854,428,18,3,54,17,1,3,5,6,20,200,65,2,12,20,2,9,9
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”IORGU RADU”",117,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:42:06",1426,1426,0,493,485,0,8,1600,1107,456,37,0,53,13,3,4,4,1,31,210,71,2,14,16,3,9,22
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”LUIZA ZAVLOSCHI” SAT BUDA",396,OŞEŞTI,165130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:48:26",1093,1093,0,594,582,0,12,1200,606,513,81,2,50,1,3,3,2,14,4,366,7,3,2,44,2,3,7
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”MANOLACHE COSTACHE EPUREANU”",102,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:39:19",1262,1261,1,479,457,0,22,1300,821,463,16,3,76,34,9,2,3,5,12,199,50,0,3,30,6,12,19
39,VASLUI,"SCOALA GIMNAZIALA ” MANOLACHE COSTACHE EPUREANU” SAT EPURENI",303,EPURENI,163789,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:06:12",726,726,0,359,338,0,21,800,441,334,25,1,36,1,1,0,1,4,4,217,17,1,3,36,2,8,2
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”MAREȘAL C-TIN PREZAN” DUMEŞTI",299,DUMEŞTI,163734,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:05:00",995,995,0,471,426,0,45,1100,629,423,48,5,55,0,2,4,2,6,2,214,68,1,6,47,1,7,3
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",51,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:15:38",1649,1646,3,544,523,0,21,1701,1157,517,27,2,92,11,3,1,5,3,34,211,85,4,8,24,4,17,13
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” LAZA",360,LAZA,164598,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:18:38",1463,1463,0,686,680,0,6,1600,914,633,53,6,90,4,3,1,2,6,9,392,43,1,0,27,3,17,29
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” SAT OŞEŞTI",395,OŞEŞTI,165130,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:05:33",991,991,0,512,462,0,50,1100,588,443,69,6,61,3,0,3,0,1,1,324,12,3,3,14,7,4,1
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”MIHAI IOAN BOTEZ” GIURCANI",319,GĂGEŞTI,163903,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:40:27",441,441,0,281,244,0,37,500,219,253,28,5,21,1,1,1,2,2,16,166,8,1,2,17,3,7,0
39,VASLUI,"SCOALA GIMNAZIALĂ „MIHAIL SADOVEANU”",145,"MUNICIPIUL HUŞI",161829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:16:59",1090,1090,0,464,439,0,25,1200,736,440,24,0,80,3,6,4,6,1,16,259,23,3,3,14,4,10,8
39,VASLUI,"SCOALA GIMNAZIALĂ „MIHAIL SADOVEANU”",144,"MUNICIPIUL HUŞI",161829,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:17:32",1606,1606,0,615,602,0,13,1801,1186,597,18,12,116,6,5,8,4,6,14,331,35,2,9,24,5,0,20
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU”",30,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:35:35",1614,1613,1,470,458,0,12,1700,1230,456,14,4,68,11,4,4,6,2,22,188,66,5,15,21,5,18,17
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU”",29,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:31:23",1542,1542,0,301,297,0,4,1600,1299,292,9,3,54,4,2,4,2,0,10,111,41,2,6,22,1,9,21
39,VASLUI,"ŞCOALA GIMNAZIALA NICOLAE POPA",298,DUDA-EPURENI,163681,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:13:03",1304,1304,0,620,594,0,26,1400,780,564,56,2,111,2,3,2,0,10,1,303,87,1,3,25,1,8,5
39,VASLUI,"ȘCOALA GIMNAZIALĂ NR.1",489,TĂTĂRĂNI,166315,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:25:19",559,559,0,302,280,0,22,600,298,268,34,1,40,3,8,1,2,6,3,147,15,4,1,15,9,6,7
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 10",89,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:55:03",1892,1892,0,808,803,0,5,2000,1192,774,34,3,115,34,9,3,5,8,27,381,74,0,7,55,8,17,28
