precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA AUR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","GHEORGHE VLAD-DAN-voturi"
1,ALBA,"ŞCOALA GIMNAZIALĂ IOAN MAIORESCU BUCERDEA GRANOASĂ",213,"BUCERDEA GRÂNOASĂ",9026,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:19:01",749,749,0,488,472,0,16,800,312,450,38,150,2,3,5,5,15,4,2,214,26,6,0,2,14,1,1
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IOAN MIHU” VINEREA",154,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:14:15",905,905,0,506,497,0,9,1000,494,492,14,307,2,3,3,4,26,7,14,78,6,3,1,3,19,5,11
1,ALBA,"ȘCOALA GIMNAZIALĂ IOAN MIHU - VINEREA",153,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:26:37",1056,1055,1,547,544,0,3,1160,613,522,25,352,4,6,3,4,30,10,12,61,2,3,0,4,16,3,12
1,ALBA,"ŞCOALA GIMNAZIALĂ „ION AGÂRBICEANU”",18,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:59:40",811,810,1,375,359,0,16,900,525,359,16,164,5,0,5,0,24,16,11,76,13,3,1,19,12,1,9
1,ALBA,"ŞCOALA GIMNAZIALĂ „ION AGÂRBICEANU”",17,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:51:27",834,831,3,365,342,0,23,900,535,359,6,146,2,5,5,1,26,10,14,71,11,5,1,18,23,3,18
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION BREAZU” MIHALŢ",316,MIHALŢ,5700,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:48:40",802,802,0,527,508,0,19,886,359,500,27,364,2,3,2,4,20,3,5,70,5,0,2,3,12,2,3
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION BREAZU” MIHALŢ",315,MIHALŢ,5700,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:32:37",973,973,0,641,571,0,70,1088,447,615,26,390,1,7,6,4,41,10,10,87,7,3,1,8,33,0,7
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION MICU MOLDOVAN” BLAJ",88,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:29:18",1569,1569,0,636,617,0,19,1600,964,501,135,349,1,5,1,3,8,1,1,90,8,0,0,4,24,0,6
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IOSIF PERVAIN” CUGIR",148,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:08",1103,1103,0,539,530,0,9,1200,661,523,16,288,6,5,0,2,49,17,14,77,14,5,0,9,14,4,19
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IOSIF PERVAIN” CUGIR",147,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:01:27",1002,1002,0,450,435,0,15,1103,653,433,17,275,1,6,0,0,44,10,7,61,2,2,1,7,12,4,1
1,ALBA,"ȘCOALA GIMNAZIALĂ IOSIF PERVAIN CUGIR",149,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:38:25",1110,1110,0,469,462,0,7,1200,731,442,27,255,3,4,2,3,54,12,11,57,4,5,0,6,17,0,9
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IULIU MANIU” VINŢU DE JOS",435,"VINŢU DE JOS",8826,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:08:43",1342,1342,0,759,748,0,11,1559,800,700,59,321,10,6,4,1,42,11,20,188,9,3,3,15,45,5,17
1,ALBA,"ŞCOALA GIMNAZIALĂ LANCRĂM",108,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:16:44",1415,1415,0,751,725,0,26,1600,849,727,24,408,3,5,8,2,41,13,21,133,4,4,0,17,47,6,15
1,ALBA,"ŞCOALA GIMNAZIALĂ LĂZEȘTI",389,SCĂRIŞOARA,7197,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:53:45",189,189,0,139,119,0,20,210,71,133,6,58,1,2,0,0,4,3,0,55,0,0,0,1,5,0,4
1,ALBA,"ȘCOALA GIMNAZIALĂ LIVEZILE",292,LIVEZILE,5167,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:38:29",541,541,0,403,365,0,38,580,177,388,15,249,5,3,2,4,6,5,7,72,4,1,1,3,17,1,8
1,ALBA,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” AIUDUL DE SUS",66,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:22:04",872,872,0,373,369,0,4,960,587,358,15,164,7,5,1,1,11,1,12,76,43,2,0,4,20,1,10
1,ALBA,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” AIUDUL DE SUS",67,"MUNICIPIUL AIUD",1213,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:42:44",1107,1107,0,437,428,0,9,1217,780,402,35,192,10,4,2,2,18,4,8,55,81,1,1,2,16,0,6
1,ALBA,"ȘCOALA GIMNAZIALĂ LOMAN",376,SĂSCIORI,7099,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:37:17",689,689,0,351,345,0,6,746,395,322,29,245,0,5,2,0,9,2,1,29,0,1,0,4,12,2,10
1,ALBA,"ȘCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",156,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:54:34",1105,1105,0,543,528,0,15,1200,657,528,15,301,3,3,2,3,36,15,8,68,33,3,2,13,27,4,7
1,ALBA,"ŞCOALA GIMNAZIALĂ METEŞ",309,METEŞ,5577,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:19:05",465,461,4,273,251,4,18,512,239,250,23,157,3,1,0,1,5,4,1,60,1,1,0,1,11,1,3
1,ALBA,"ŞCOALA GIMNAZIALĂ MICEŞTI",48,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:59:23",1460,1459,1,785,765,0,20,1600,815,766,19,369,6,2,9,7,85,25,20,138,9,5,5,31,29,4,22
1,ALBA,"ŞCOALA GIMNAZIALĂ MICEŞTI - SALA DE SPORT",47,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:11:33",1223,1223,0,659,642,0,17,1400,741,637,22,287,3,3,3,3,81,31,18,111,12,3,8,20,26,4,24
1,ALBA,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU”",22,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:37:15",1153,1153,0,553,518,0,35,1202,649,536,17,239,7,1,5,3,47,28,14,114,7,1,3,27,26,4,10
1,ALBA,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU”",23,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:00:23",1641,1632,9,745,736,0,9,1800,1055,720,25,311,6,9,13,6,52,30,25,149,16,8,3,42,21,5,24
1,ALBA,"ŞCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” SEBEŞ",106,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:51:14",1071,1071,0,425,416,0,9,1200,775,405,20,169,3,2,3,4,10,15,11,139,7,3,0,4,22,2,11
1,ALBA,"ŞCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” SEBEŞ",104,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:36",1014,1011,3,446,428,1,17,1100,654,435,11,194,5,2,5,5,31,11,10,117,0,4,5,14,14,1,17
1,ALBA,"ŞCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” SEBEŞ",105,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:51:37",953,953,0,399,386,0,13,1200,801,391,8,145,1,2,0,0,17,9,9,145,5,10,1,9,30,0,8
1,ALBA,"ŞCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” SEBEŞ",107,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:28:50",1035,1035,0,406,392,0,14,1100,694,386,20,173,1,19,1,4,10,13,10,131,1,0,1,9,0,3,10
1,ALBA,"ŞCOALA GIMNAZIALĂ MUŞCA",307,LUPŞA,5336,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:32:13",849,849,0,595,563,0,32,905,310,563,32,360,6,5,0,4,15,8,5,104,1,2,1,11,35,0,6
1,ALBA,"ŞCOALA GIMNAZIALĂ ” NICODIM GANEA” BISTRA",204,BISTRA,3039,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:05",800,800,0,503,493,0,10,875,372,472,31,294,1,7,6,5,14,5,10,83,1,4,1,4,26,1,10
1,ALBA,"ŞCOALA GIMNAZIALĂ ”NICODIM GANEA” BISTRA",206,BISTRA,3039,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:27:22",758,758,0,406,394,0,12,830,424,383,23,212,1,9,5,6,14,7,5,76,1,3,1,1,33,1,8
1,ALBA,"ŞCOALA GIMNAZIALĂ ”NICODIM GANEA” BISTRA",205,BISTRA,3039,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:03:20",1046,1046,0,689,676,0,13,1144,455,662,27,376,6,17,17,0,0,11,12,142,12,5,11,4,48,1,0
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 2 SEBEŞ",101,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:01:11",1448,1448,0,810,775,0,35,1600,790,790,20,394,2,6,5,6,55,27,30,146,11,6,2,52,16,2,30
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 3 - CUGIR",133,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:20:57",974,974,0,427,418,0,9,1000,573,403,24,227,4,3,2,3,46,12,13,52,8,3,2,4,12,1,11
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 3 - CUGIR",134,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:43:40",1340,1340,0,564,549,0,15,1400,836,542,22,298,7,4,2,2,53,11,20,74,2,8,0,14,33,5,9
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 3 - CUGIR",136,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:43:41",1048,1048,0,440,428,0,12,1100,660,422,18,249,1,3,0,4,43,11,6,61,6,4,2,15,11,2,4
1,ALBA,"ŞCOALA GIMNAZIALĂ NR. 3 - CUGIR",135,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:02:12",1195,1195,0,485,476,0,9,1200,715,462,23,263,3,4,2,2,61,6,19,55,4,1,1,9,22,0,10
1,ALBA,"ȘCOALA GIMNAZIALĂ NR.3 CUGIR",137,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:13",974,974,0,466,456,0,10,1100,634,454,12,259,5,4,2,5,52,14,13,49,7,4,1,11,14,3,11
1,ALBA,"ȘCOALA GIMNAZIALĂ OHABA",334,OHABA,6164,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:56:07",316,316,0,252,222,0,30,389,137,223,29,161,2,0,0,2,2,2,1,39,0,4,1,0,4,0,5
1,ALBA,"ŞCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",54,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:02:29",961,961,0,433,417,0,16,1057,624,411,22,167,8,3,0,3,19,8,10,70,71,2,0,20,18,2,10
1,ALBA,"ŞCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",55,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:31:32",1128,1128,0,511,494,0,17,1241,730,498,13,203,10,1,1,7,25,12,6,74,95,0,0,30,15,3,16
1,ALBA,"ȘCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",53,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:04:03",1456,1456,0,666,650,0,16,1601,935,652,14,291,19,7,3,3,50,12,8,96,96,0,2,22,19,2,22
1,ALBA,"ȘCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",52,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:31",1317,1317,0,630,607,0,23,1435,805,618,12,282,9,5,4,2,38,13,17,88,101,2,1,20,16,2,18
1,ALBA,"ŞCOALA GIMNAZIALĂ PETREŞTI",110,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:56:54",1467,1458,9,635,630,0,5,1600,965,607,28,283,5,6,3,3,17,14,12,170,10,5,1,20,33,2,23
1,ALBA,"ŞCOALA GIMNAZIALĂ PETREŞTI",111,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:31",1536,1536,0,697,676,0,21,1700,1003,672,25,293,4,5,4,2,35,14,19,200,6,2,1,25,45,1,16
1,ALBA,"ŞCOALA GIMNAZIALĂ PETREŞTI",109,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:11:58",1509,1509,0,692,682,0,10,1700,1008,653,39,289,2,9,6,3,35,7,21,189,2,3,1,26,34,1,25
1,ALBA,"ŞCOALA GIMNAZIALĂ ”PETRU PAVEL ARON” BLAJ",87,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:23:07",1684,1657,27,825,798,27,0,1700,875,777,48,409,4,16,1,5,85,20,20,127,7,5,5,19,34,4,16
1,ALBA,"ŞCOALA GIMNAZIALĂ PIANU DE SUS",337,PIANU,6217,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:01:17",1363,1363,0,926,916,0,10,1471,545,869,57,506,4,9,4,7,64,14,10,138,3,8,1,14,62,3,22
1,ALBA,"ȘCOALA GIMNAZIALĂ RĂCHITA",377,SĂSCIORI,7099,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:06:25",778,778,0,490,485,0,5,856,366,446,44,285,2,1,0,3,4,2,2,110,4,3,1,2,21,0,6
1,ALBA,"ŞCOALA GIMNAZIALĂ RĂHĂU",112,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:54:48",855,851,4,460,447,4,9,902,442,437,23,272,4,5,3,0,11,7,7,89,0,6,1,6,17,0,9
1,ALBA,"ŞCOALA GIMNAZIALĂ ŞARD",280,IGHIU,4927,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:31:28",959,959,0,524,509,0,15,1050,526,492,32,289,3,14,2,5,29,14,2,71,14,7,2,6,25,3,6
1,ALBA,"ŞCOALA GIMNAZIALĂ ŞARD",281,IGHIU,4927,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:42:07",1184,1166,18,597,579,1,17,1300,703,565,32,326,0,5,1,6,35,20,16,94,3,5,0,10,28,2,14
1,ALBA,"ȘCOALA GIMNAZIALĂ SĂSCIORI",373,SĂSCIORI,7099,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:38",1322,1322,0,757,738,0,19,1455,698,725,32,479,6,7,6,5,22,12,10,93,4,2,2,17,29,2,29
1,ALBA,"ŞCOALA GIMNAZIALĂ ” SAVA ALBESCU ” SAT FENEŞ",176,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:06:15",726,726,0,550,536,0,14,799,249,525,25,413,0,1,1,1,8,8,3,57,0,2,0,9,12,0,10
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SEPTIMIU ALBINI”",243,CUT,9019,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:27:42",1056,1055,1,736,694,1,41,1200,464,694,42,507,3,0,5,1,16,8,22,66,2,1,0,10,35,1,17
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SIMION BĂRNUŢIU” TIUR",91,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:07:26",1265,1265,0,662,633,0,29,1444,782,641,21,363,5,2,1,3,39,5,23,85,50,0,0,16,39,2,8
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SIMION LAZĂR” LUNCA MUREŞULUI, STRADA GĂRII NR. 241 A",302,"LUNCA MUREŞULUI",5309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:29",764,764,0,463,446,0,17,830,367,420,43,170,3,4,1,2,13,10,3,55,127,1,0,0,24,2,5
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SIMION LAZĂR” LUNCA MUREȘULUI, STRADA GĂRII NR. 241 A",303,"LUNCA MUREŞULUI",5309,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:02:54",882,882,0,604,582,0,22,1000,396,551,53,169,2,6,0,1,12,3,4,36,283,3,0,3,25,1,3
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SIMION PANTEA” SĂLCIUA",368,SĂLCIUA,6976,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:01:38",531,531,0,371,354,0,17,600,229,357,14,213,6,6,1,1,10,14,1,85,1,2,1,6,5,0,5
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SINGIDAVA” CUGIR",142,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:31:28",1160,1160,0,420,411,0,9,1200,780,380,40,231,2,8,0,3,31,4,3,52,3,1,1,1,35,2,3
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SINGIDAVA” CUGIR",140,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:29:57",1050,1050,0,432,422,0,10,1200,768,419,13,228,3,8,1,0,60,8,11,54,2,1,0,10,25,2,6
1,ALBA,"ŞCOALA GIMNAZIALĂ ”SINGIDAVA” CUGIR",141,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:30:05",1289,1289,0,572,559,0,13,1400,828,550,22,294,5,2,0,6,70,12,10,89,9,4,2,15,21,1,10
1,ALBA,"ȘCOALA GIMNAZIALĂ ”SINGIDAVA” CUGIR",143,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:13",1172,1172,0,561,550,0,11,1300,739,547,14,296,4,5,3,3,72,12,19,77,5,3,1,12,19,3,13
1,ALBA,"ȘCOALA GIMNAZIALĂ SÎNMICLĂUŞ",409,ŞONA,7865,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:22",1149,1149,0,662,653,0,9,1263,601,602,60,154,0,4,1,2,7,4,5,60,350,3,0,2,6,3,1
1,ALBA,"ŞCOALA GIMNAZIALĂ ŞONA",405,ŞONA,7865,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:53:47",1061,1061,0,532,521,0,11,1167,635,497,35,317,2,2,2,2,22,2,10,78,25,1,0,0,31,1,2
1,ALBA,"ȘCOALA GIMNAZIALĂ ȘPRING",410,ŞPRING,7945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:31:16",569,569,0,437,371,0,66,599,162,422,15,285,4,4,0,0,39,7,5,26,10,2,5,6,17,0,12
1,ALBA,"ŞCOALA GIMNAZIALĂ STRUNGARI",341,PIANU,6217,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:53:43",216,216,0,159,150,0,9,237,78,156,3,104,0,0,0,0,4,0,1,27,2,1,0,1,7,0,9
1,ALBA,"ȘCOALA GIMNAZIALĂ TĂTÂRLAUA",229,"CETATEA DE BALTĂ",3958,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:33:27",637,637,0,233,222,0,11,700,467,209,24,160,1,2,0,0,3,1,2,31,2,2,0,0,3,1,1
1,ALBA,"ŞCOALA GIMNAZIALĂ TEIUŞ",167,"ORAŞ TEIUŞ",8096,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:19:19",1281,1281,0,630,615,0,15,1675,1045,594,36,310,2,4,6,1,24,5,13,151,14,4,4,11,31,3,11
1,ALBA,"ȘCOALĂ GIMNAZIALĂ ȚELNA",282,IGHIU,4927,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:54:51",892,879,13,480,467,13,0,950,470,464,16,311,1,7,5,1,27,0,14,59,1,3,2,6,21,2,4
1,ALBA,"ȘCOALA GIMNAZIALĂ „TIMOTEI OVIDIU TARNU” STREMȚ",398,STREMŢ,7767,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:31:47",1152,1152,0,836,771,0,65,1260,424,796,40,505,4,4,2,4,15,17,15,148,4,5,4,14,42,3,10
1,ALBA,"ŞCOALA GIMNAZIALĂ ”TOMA COCIŞIU” BLAJ",80,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:01:00",1124,1124,0,526,510,0,16,1300,774,511,15,282,2,1,7,4,47,16,9,65,25,5,0,16,20,4,8
1,ALBA,"ȘCOALA GIMNAZIALĂ „VASILE BOLOGA” GEOAGIU DE SUS",399,STREMŢ,7767,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:19:04",627,627,0,438,404,0,34,690,252,428,10,276,0,7,3,2,8,8,10,81,6,3,0,3,9,2,10
1,ALBA,"ŞCOALA GIMNAZIALĂ „VASILE GOLDIŞ”",2,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:39:53",995,995,0,446,424,0,22,1100,654,430,16,210,2,4,2,0,44,9,13,70,20,1,3,25,12,2,13
1,ALBA,"ŞCOALA GIMNAZIALĂ „VASILE GOLDIŞ”",3,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:35:56",1301,1301,0,605,595,0,10,1600,995,591,14,258,5,3,4,4,47,19,37,98,9,7,5,41,33,1,20
1,ALBA,"ŞCOALA PRIMARĂ ACMARIU",210,BLANDIANA,3397,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:39:15",274,246,28,245,194,28,23,300,55,228,17,175,1,0,1,0,7,2,3,26,2,2,1,4,3,0,1
1,ALBA,"ŞCOALA PRIMARĂ ALMAŞU DE MIJLOC",191,"ALMAŞU MARE",2309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:14:31",114,114,0,83,75,0,8,125,42,79,4,43,2,0,0,0,8,1,2,16,1,1,0,1,2,0,2
1,ALBA,"ŞCOALA PRIMARĂ BĂCĂINŢI",403,ŞIBOT,7810,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:44",211,205,6,140,123,6,11,230,90,133,7,88,0,0,0,0,2,2,4,22,1,0,0,4,4,0,6
1,ALBA,"ŞCOALA PRIMARĂ BELDIU",170,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:42:19",201,201,0,128,119,0,9,227,99,120,8,74,0,1,1,0,5,0,4,27,2,2,0,1,3,0,0
1,ALBA,"ȘCOALA PRIMARĂ BEȚA",299,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:28:41",300,300,0,219,209,0,10,339,120,209,10,77,0,0,0,1,1,0,0,1,127,0,0,0,0,0,2
1,ALBA,"ŞCOALA PRIMARĂ BIHARIA",264,"GÂRDA DE SUS",4525,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:46:51",103,103,0,65,59,0,6,115,50,61,4,30,0,0,0,0,3,4,1,13,0,4,0,0,4,1,1
1,ALBA,"ŞCOALA PRIMARĂ BRĂZEŞTI",120,"ORAŞ BAIA DE ARIEŞ",2915,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:03:45",198,198,0,111,99,0,12,220,109,109,2,50,3,2,0,0,3,5,2,34,1,0,1,2,1,0,5
1,ALBA,"ȘCOALA PRIMARĂ BUCERDEA VINOASĂ",278,IGHIU,4927,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:34:55",779,757,22,535,492,21,22,850,315,522,13,347,2,0,2,0,31,14,4,68,4,7,4,10,24,0,5
1,ALBA,"ŞCOALA PRIMARĂ BUCIUM-SAT",214,BUCIUM,3459,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:05:10",367,367,0,261,241,0,20,400,139,251,10,180,0,3,0,1,3,3,4,38,1,0,0,2,9,0,7
1,ALBA,"ŞCOALA PRIMARĂ - BUCURU",150,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:21:38",84,84,0,47,36,0,11,100,53,45,2,36,0,0,0,0,3,0,0,3,1,1,0,1,0,0,0
1,ALBA,"ŞCOALA PRIMARĂ BUNINGINEA",237,CIURULEASA,4008,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:31:39",356,356,0,265,248,0,17,389,124,233,32,139,1,4,3,2,0,0,1,57,0,3,1,4,18,0,0
1,ALBA,"ŞCOALA PRIMARĂ - CĂLENE",151,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:02:33",45,45,0,25,17,0,8,52,27,25,0,13,0,0,0,0,2,0,0,6,1,0,0,1,2,0,0
1,ALBA,"ȘCOALA PRIMARĂ CĂPÎLNA",374,SĂSCIORI,7099,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:06:04",670,670,0,348,337,0,11,735,387,322,26,221,0,1,3,1,9,3,7,40,0,3,2,10,13,1,8
