precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ALIANȚA AUR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL ROMÂNIA MARE-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL PATRIOȚILOR-voturi"
15,COVASNA,"ARENA SEPSI",47,"MUNICIPIUL SFÂNTU GHEORGHE",63394,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:56:01",115,115,0,93,80,0,13,200,107,92,1,2,5,77,0,1,0,0,2,0,0,3,1,1,0,0,0
15,COVASNA,"BIROUL INFOTURISM",183,SÂNZIENI,64826,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:17:59",1189,1189,0,709,618,0,91,1228,519,689,20,3,3,677,2,0,0,1,0,0,2,0,1,0,0,0,0
15,COVASNA,"CĂMIN CULTURAL",50,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:40:50",390,390,0,194,187,0,7,500,306,189,5,3,2,172,0,1,1,0,0,1,1,4,0,1,0,2,1
15,COVASNA,"CĂMIN CULTURAL",49,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:31:22",710,710,0,308,296,0,12,800,492,300,8,0,10,270,2,1,0,0,0,0,0,13,2,2,0,0,0
15,COVASNA,"CĂMIN CULTURAL FLOROAIA",89,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:44",1181,1181,0,635,623,0,12,1300,665,607,28,170,195,4,6,23,3,3,3,0,3,138,10,18,3,21,7
15,COVASNA,"CĂMIN CULTURAL RACOŞUL DE SUS",74,"ORAŞ BARAOLT",63447,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:27:16",733,733,0,367,347,0,20,800,433,336,31,8,0,316,1,1,2,0,0,1,1,0,2,4,0,0,0
15,COVASNA,"CĂMIN CULTURAL ZĂLAN",106,BODOC,63893,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:14:16",532,532,0,308,296,0,12,600,292,296,12,3,0,285,0,1,2,0,0,0,0,2,1,1,1,0,0
15,COVASNA,"CĂMINUL CULTURAL BAŢANII MICI",99,BĂŢANI,63802,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:42:28",436,436,0,247,234,0,13,500,253,230,17,2,1,218,0,0,2,0,0,0,2,2,2,0,0,1,0
15,COVASNA,"CĂMINUL CULTURAL BIBORŢENI",70,"ORAŞ BARAOLT",63447,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:47:11",564,564,0,350,334,0,16,602,252,338,12,1,3,325,0,0,1,0,0,1,3,2,1,0,0,1,0
15,COVASNA,"CĂMINUL CULTURAL BIXAD",103,BIXAD,65121,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:29:22",1383,1383,0,665,641,0,24,1500,835,639,26,7,14,590,1,2,4,2,0,0,3,14,0,1,0,0,1
15,COVASNA,"CĂMINUL CULTURAL BRĂDET",88,"ORAŞ ÎNTORSURA BUZĂULUI",63580,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:04:11",981,981,0,458,452,0,6,1099,642,429,28,99,146,7,10,27,3,2,2,1,2,87,10,17,3,12,1
15,COVASNA,"CĂMINUL CULTURAL CĂPENI",72,"ORAŞ BARAOLT",63447,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:53:11",806,806,0,410,399,0,11,900,490,401,9,0,7,381,2,0,0,1,0,2,1,0,0,2,3,1,1
15,COVASNA,"CĂMINUL CULTURAL CATALINA",123,CATALINA,64130,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:01:59",1082,1082,0,623,618,0,5,1198,574,583,40,11,14,529,1,3,0,2,4,1,2,9,2,1,0,1,3
15,COVASNA,"CĂMINUL CULTURAL CHICHIŞ",133,CHICHIŞ,64238,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:50:51",849,849,0,597,537,0,60,900,303,573,24,27,30,486,2,5,2,1,0,0,1,9,2,2,1,5,0
15,COVASNA,"CĂMINUL CULTURAL DALNIC",136,DALNIC,65147,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:36:33",754,754,0,418,405,0,13,800,382,342,76,7,13,310,0,0,0,2,1,0,0,2,0,3,1,2,1
15,COVASNA,"CĂMINUL CULTURAL DIN BODOC",104,BODOC,63893,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:45:01",931,931,0,646,627,0,19,1000,354,621,25,6,6,600,1,1,0,2,0,0,1,3,0,0,0,0,1
15,COVASNA,"CĂMINUL CULTURAL DIN SATUL FOTOŞ",149,GHIDFALĂU,64345,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:22:30",297,297,0,229,207,0,22,300,71,226,3,0,3,219,0,1,0,0,0,0,0,1,1,1,0,0,0
15,COVASNA,"CĂMINUL CULTURAL DIN SATUL GHIDFALĂU",147,GHIDFALĂU,64345,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:23:24",927,927,0,436,409,0,27,1000,564,416,20,2,7,399,1,0,0,0,0,0,1,2,1,2,1,0,0
15,COVASNA,"CĂMINUL CULTURAL ESTELNIC",141,ESTELNIC,65154,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:12:48",687,687,0,409,375,0,34,800,391,389,20,4,4,377,0,0,0,0,0,0,0,2,1,0,1,0,0
15,COVASNA,"CĂMINUL CULTURAL HĂGHIG",151,HĂGHIG,64390,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:18:31",1441,1441,0,749,689,0,60,1594,845,630,119,134,225,146,3,50,13,6,0,5,1,3,1,19,3,16,5
15,COVASNA,"CĂMINUL CULTURAL HĂTIUCA",124,CATALINA,64130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:27:30",366,366,0,261,258,0,3,400,139,251,10,1,5,237,0,0,2,0,0,0,4,2,0,0,0,0,0
15,COVASNA,"CĂMINUL CULTURAL HILIB",169,OJDULA,64602,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:08:13",204,204,0,133,125,0,8,300,167,124,9,1,2,118,0,0,0,0,0,0,1,1,0,0,0,1,0
15,COVASNA,"CĂMINUL CULTURAL ILIENI",153,ILIENI,64425,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:58:51",876,876,0,644,611,0,33,1000,356,611,33,8,15,561,2,1,3,1,1,3,1,4,2,3,2,2,2
15,COVASNA,"CĂMINUL CULTURAL LISNĂU",173,OZUN,64639,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:29:55",436,436,0,208,194,0,14,500,292,200,8,10,10,161,2,3,0,0,1,0,0,2,1,6,0,1,3
15,COVASNA,"CĂMINUL CULTURAL LUNGA",65,"MUNICIPIUL TÂRGU SECUIESC",63740,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:52:53",982,982,0,424,416,0,8,1100,676,409,15,6,9,379,1,1,0,1,1,0,0,3,3,3,1,1,0
15,COVASNA,"CĂMINUL CULTURAL LUTOASA",162,MERENI,65105,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:51:49",332,332,0,204,186,0,18,400,196,197,7,0,0,194,0,1,0,0,0,0,0,1,1,0,0,0,0
15,COVASNA,"CĂMINUL CULTURAL MĂRCUŞA",126,CATALINA,64130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:09:39",505,505,0,267,267,0,0,600,333,237,30,4,6,216,1,2,1,1,0,0,2,3,0,0,0,1,0
15,COVASNA,"CĂMINUL CULTURAL MERENI",161,MERENI,65105,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:43:44",685,685,0,404,390,0,14,724,320,392,12,0,1,387,0,0,0,0,0,0,0,1,2,0,0,1,0
15,COVASNA,"CĂMINUL CULTURAL NR.1 ZAGON",206,ZAGON,65011,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:19:09",1623,1623,0,1132,1036,0,96,1800,668,1076,56,13,57,986,1,7,0,1,0,2,1,1,1,1,0,1,4
15,COVASNA,"CĂMINUL CULTURAL OZUN",170,OZUN,64639,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:34:09",938,938,0,425,402,0,23,1000,575,397,28,15,23,339,3,1,1,2,1,0,1,5,2,1,0,3,0
15,COVASNA,"CĂMINUL CULTURAL PĂPĂUŢI",208,ZAGON,65011,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:27:24",984,984,0,604,574,0,30,1100,496,580,24,64,138,308,3,12,4,3,0,0,1,36,0,4,2,4,1
15,COVASNA,"CĂMINUL CULTURAL PETENI",212,ZĂBALA,65048,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:49:35",133,133,0,69,51,0,18,200,131,64,5,2,5,53,1,0,0,0,0,0,0,3,0,0,0,0,0
15,COVASNA,"CĂMINUL CULTURAL PETRICENI",186,SÂNZIENI,64826,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:00:46",694,694,0,332,300,0,32,800,468,321,11,1,2,312,0,0,1,2,0,0,0,2,0,0,0,1,0
15,COVASNA,"CĂMINUL CULTURAL RECI",179,RECI,64773,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:21:38",1198,1198,0,677,677,0,0,1300,623,651,26,3,12,620,0,1,1,2,1,1,1,3,1,1,2,2,0
15,COVASNA,"CĂMINUL CULTURAL SACIOVA",182,RECI,64773,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:13:49",104,104,0,88,69,0,19,100,12,84,4,1,1,75,0,0,0,0,0,0,0,2,2,1,0,2,0
15,COVASNA,"CĂMINUL CULTURAL SURCEA",213,ZĂBALA,65048,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:30:49",484,484,0,278,264,0,14,500,222,270,8,3,5,255,1,0,0,2,0,0,1,1,1,1,0,0,0
15,COVASNA,"CĂMINUL CULTURAL TĂLIŞOARA",118,BRĂDUŢ,64041,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:55:00",605,605,0,401,390,0,11,700,299,391,10,3,6,379,1,1,0,0,0,0,0,1,0,0,0,0,0
15,COVASNA,"CĂMINUL CULTURAL TAMAŞFALĂU",214,ZĂBALA,65048,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:22:56",375,375,0,193,179,0,14,400,207,183,10,2,2,177,0,0,0,0,0,0,0,1,0,0,0,1,0
15,COVASNA,"CĂMINUL CULTURAL TINOASA",64,"MUNICIPIUL TÂRGU SECUIESC",63740,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:14:00",346,346,0,160,160,0,0,400,240,154,6,2,10,137,0,2,0,0,0,0,0,2,0,0,0,1,0
15,COVASNA,"CĂMINUL CULTURAL ŢUFALAU",111,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:48:34",183,183,0,133,100,0,33,200,67,129,4,0,22,100,0,0,0,0,1,0,0,5,1,0,0,0,0
15,COVASNA,"CĂMINUL CULTURAL TURIA",193,TURIA,64871,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:50:57",966,966,0,474,438,0,36,1100,626,461,13,4,6,447,1,0,0,0,0,0,1,0,1,0,0,1,0
15,COVASNA,"CĂMINUL CULTURAL VALEA SCURTĂ",142,ESTELNIC,65154,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:58:39",211,211,0,145,128,0,17,200,55,141,4,1,2,132,0,0,0,0,0,0,0,3,0,0,0,3,0
15,COVASNA,"CĂMINUL CULTURAL VÎRGHIŞ",205,VÂRGHIŞ,64997,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:28:13",1443,1443,0,828,740,0,88,1600,772,791,37,8,14,756,0,2,0,1,1,0,0,4,1,1,0,1,2
15,COVASNA,"CĂMINUL CULTURAL ZĂBALA",209,ZĂBALA,65048,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:37:31",1229,1229,0,613,560,0,53,1300,687,565,48,14,31,496,3,3,0,1,0,0,0,1,3,1,1,7,4
15,COVASNA,"CĂMINUL CULTURAL ZĂBALA (PAVA)",211,ZĂBALA,65048,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:52:01",688,688,0,244,231,0,13,800,556,216,28,7,10,192,1,2,1,0,0,0,0,1,0,2,0,0,0
15,COVASNA,"CĂMINUL CULTURAL ”ZSÖGÖN ZOLTÁN” OJDULA CLUBUL TINERETULUI",167,OJDULA,64602,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:02:13",1417,1417,0,561,544,0,17,1500,939,417,144,11,15,370,2,7,1,0,2,0,2,2,0,0,0,2,3
15,COVASNA,"CĂMINUL CULTURAL ”ZSÖGÖN ZOLTÁN” OJDULA SALA MARE",168,OJDULA,64602,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:15:08",1356,1356,0,719,675,0,44,1500,781,661,58,20,16,600,3,3,2,0,0,0,1,7,2,3,1,2,1
15,COVASNA,"CASA CANTORIALĂ AITA MEDIE",91,"AITA MARE",63777,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:42:19",630,630,0,317,297,0,20,700,383,287,30,2,51,228,0,0,0,0,0,2,0,0,0,3,0,1,0
15,COVASNA,"CASA COMUNALA MĂRTINENI",127,CATALINA,64130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:49:56",483,483,0,294,291,0,3,498,204,247,47,4,8,223,1,0,1,1,0,0,2,1,1,1,1,1,2
15,COVASNA,"CASA COMUNITARĂ - PARTER",185,SÂNZIENI,64826,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:59:25",216,216,0,129,121,0,8,300,171,114,15,2,4,105,0,1,0,0,0,0,0,2,0,0,0,0,0
15,COVASNA,"CASA DE CULTURĂ BARAOLT",67,"ORAŞ BARAOLT",63447,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:09:21",1190,1190,0,615,574,0,41,1300,685,590,25,11,17,533,4,4,2,0,3,0,2,2,2,1,0,2,7
15,COVASNA,"CASA DE CULTURĂ-CHIURUŞ",82,"ORAŞ COVASNA",63526,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:47:37",407,407,0,245,232,0,13,498,253,222,23,3,18,196,0,2,0,0,0,0,0,2,1,0,0,0,0
15,COVASNA,"CASA DE CULTURĂ ÎNTORSURA BUZĂULUI",86,"ORAŞ ÎNTORSURA BUZĂULUI",63580,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:01:55",1201,1201,0,589,568,0,21,1303,714,563,26,102,186,2,13,41,4,8,1,3,3,143,9,25,2,17,4
15,COVASNA,"CASA DE CULTURĂ ”KÓNYA ÁDÁM”",1,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:27:08",1357,1357,0,680,652,0,28,1491,811,663,17,11,25,593,7,6,0,2,0,0,2,11,2,2,1,1,0
15,COVASNA,"CASA MULTIFUNCȚIONALĂ ”CONACUL FARKAS”",128,CERNAT,64194,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:10:19",660,660,0,382,377,0,5,700,318,363,19,5,6,345,0,1,0,0,1,0,0,2,0,0,0,0,3
15,COVASNA,"CASA MULTIFUNCȚIONALĂ ICAFĂLĂU",132,CERNAT,64194,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:56:41",221,221,0,130,116,0,14,300,170,127,3,3,1,121,1,0,0,0,0,0,0,0,0,0,0,0,1
15,COVASNA,"CASA MUNICIPALĂ DE CULTURĂ ”VIGADÓ” TÂRGU SECUIESC",51,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:54:23",1287,1287,0,551,534,0,17,1400,849,529,22,3,8,498,0,4,2,0,0,0,2,5,2,2,1,0,2
15,COVASNA,"CASA PAROHIALĂ-ANINOASA",180,RECI,64773,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:45:08",336,336,0,169,153,0,16,400,231,158,11,3,7,140,1,1,0,0,1,0,0,1,0,1,0,2,1
