precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"GHEORGHE VLAD-DAN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA AUR-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",89,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:04:48",1007,1007,0,431,368,0,63,1100,669,413,18,25,7,5,8,30,0,126,1,29,3,13,5,55,36,2,68
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",90,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:53:40",1323,1323,0,549,521,0,28,1400,851,530,19,28,8,5,3,34,1,175,1,59,2,19,4,60,37,6,88
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",92,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:37:31",1246,1246,0,450,442,0,8,1400,950,435,15,19,5,2,8,31,2,180,3,31,3,9,3,54,19,8,58
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",49,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:40:40",1053,1053,0,577,477,0,100,1200,623,556,21,31,9,6,3,14,5,176,1,74,3,14,4,86,57,2,71
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",51,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:53:24",1083,1083,0,543,481,0,62,1200,657,534,9,19,12,5,2,21,7,169,1,67,0,8,3,69,53,5,93
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",50,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:23:26",530,530,0,317,240,0,77,600,283,306,11,24,2,2,0,16,3,82,4,35,3,6,2,48,35,2,42
24,IAŞI,"PRIMARIA COMUNEI TOMESTI",704,TOMEŞTI,95293,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:15:03",1379,1379,0,586,570,0,16,1500,914,568,18,29,5,4,7,40,5,214,2,50,5,25,5,69,22,1,85
24,IAŞI,"PT 27 - TATARASI",259,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:52:28",1644,1644,0,58,7,0,51,1800,1742,58,0,7,2,0,0,0,0,7,1,12,1,2,0,6,13,3,4
24,IAŞI,"PT MIRCEA CEL BĂTRÂN",117,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:13:53",1085,1085,0,320,303,0,17,1200,880,311,9,9,6,2,3,20,2,107,1,22,3,14,3,41,25,0,53
24,IAŞI,"PT MIRCEA CEL BĂTRÂN",116,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:33",1347,1347,0,434,411,0,23,1500,1067,398,35,7,5,8,2,35,2,145,6,14,5,6,2,72,17,4,68
24,IAŞI,"SALA DE CONFERINȚĂ",624,REDIU,95239,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:32:08",965,965,0,560,549,0,11,1100,540,545,15,19,35,1,2,20,1,191,6,53,4,8,4,76,33,4,88
24,IAŞI,"SALA DE CONFERINȚĂ",623,REDIU,95239,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:21:57",1447,1447,0,837,809,0,28,1600,763,811,26,36,45,13,5,40,4,305,9,99,3,15,11,71,35,7,113
24,IAŞI,"SALĂ DE EDUCAȚIE FIZICĂ ȘCOLARĂ",368,CIOHORĂNI,100362,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:50:15",1451,1451,0,681,668,0,13,1600,917,591,90,8,1,3,0,22,3,375,3,5,4,6,5,94,4,0,58
24,IAŞI,"SALA DE SPORT -MIROSLAVA",546,MIROSLAVA,97919,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:12:27",1987,1987,0,1074,1035,0,39,2200,1126,1048,26,64,8,9,9,44,2,258,4,140,8,25,7,205,45,6,214
24,IAŞI,"SALA DE SPORT SINEŞTI",663,SINEŞTI,99058,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:24:36",1290,1290,0,647,640,0,7,1400,753,589,58,3,2,1,1,23,4,465,1,2,4,3,10,36,3,0,31
24,IAŞI,"SAT BADENI, SEDIU SCOALA BADENI",658,SCOBINŢI,98998,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:39:55",1021,1021,0,512,500,0,12,1100,588,449,51,15,3,5,2,22,1,287,1,7,4,3,12,63,7,2,15
24,IAŞI,"SAT FETESTI, SEDIU SCOALA COORD.",659,SCOBINŢI,98998,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:43:02",1091,1091,0,475,464,0,11,1200,725,442,33,11,1,3,1,29,0,241,1,5,6,3,7,98,8,0,28
24,IAŞI,"SAT SCOBINTI, SEDIU SCOALA VECHE SCOBINTI",656,SCOBINŢI,98998,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:36:35",1338,1338,0,561,551,0,10,1400,839,512,49,12,1,3,1,32,4,292,1,5,5,4,1,133,5,0,13
24,IAŞI,"SAT SCOBINTI, SEDIU SCOALA ZVARICI- SCOBINTI",657,SCOBINŢI,98998,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:33:07",247,247,0,120,111,0,9,300,180,114,6,3,3,3,0,9,0,78,0,0,1,0,1,13,1,0,2
24,IAŞI,"SAT STICLARIA, SEDIU SCOALA REDIU",661,SCOBINŢI,98998,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:08:06",285,285,0,112,110,0,2,300,188,102,10,3,0,1,0,5,1,59,2,1,0,0,1,27,0,0,2
24,IAŞI,"SAT STICLARIA, SEDIU SCOALA STICLARIA",660,SCOBINŢI,98998,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 16:53:08",1268,1268,0,609,600,0,9,1400,791,553,56,13,7,5,2,32,3,339,7,3,2,6,3,103,10,3,15
24,IAŞI,"SAT .ZAGAVIA ,CU SEDIUL LA SCOALA ZAGAVIA",662,SCOBINŢI,98998,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:14:59",942,942,0,449,432,0,17,1000,551,409,40,1,7,2,1,20,0,247,2,4,5,6,14,74,10,1,15
24,IAŞI,"SCAOALA VALEA LUNGA",506,HOLBOCA,95159,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:17:14",288,288,0,141,125,0,16,400,259,136,5,1,1,1,0,5,0,86,0,4,2,0,2,27,2,1,4
24,IAŞI,"SC. GIMNAZIALA GROZESTI",483,GROZEŞTI,97394,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:29:21",886,886,0,517,441,0,76,1000,483,487,30,8,2,1,1,25,3,339,2,3,3,6,5,77,3,1,8
24,IAŞI,"SCOALA BELCEŞTI",344,BELCEŞTI,95872,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:26",983,983,0,437,429,0,8,1100,663,394,26,9,8,1,0,19,7,237,3,0,0,2,3,54,7,4,40
24,IAŞI,"SCOALA BELCEŞTI",345,BELCEŞTI,95872,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:02:17",1279,1279,0,530,524,0,6,1400,870,497,33,14,10,3,0,20,0,336,1,6,1,3,1,61,14,1,26
24,IAŞI,"SCOALA BLAGESTI",284,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:42:10",1107,1107,0,512,497,0,15,1200,688,480,32,13,4,7,1,30,2,291,1,7,4,7,6,67,16,0,24
24,IAŞI,"SCOALA BOSTENI",285,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:53:25",1260,1260,0,591,587,0,4,1400,765,547,44,15,6,22,1,37,5,302,5,9,6,12,11,75,15,1,25
24,IAŞI,"ŞCOALA BRĂDICEŞTI",440,DOLHEŞTI,96904,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:22:54",724,724,0,406,375,0,31,800,394,356,50,9,5,1,0,3,4,282,0,0,8,0,2,21,16,1,4
24,IAŞI,"SCOALA CIRJOAIA",407,COTNARI,96478,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:47:04",1304,1304,0,510,497,0,13,1400,890,474,36,9,3,1,1,16,3,293,0,11,0,4,10,100,10,0,13
24,IAŞI,"SCOALA CLASELE I-IV COMARNA II",393,COMARNA,96370,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:59:43",1023,1023,0,368,330,0,38,1100,731,350,18,5,2,0,1,6,0,286,1,1,2,0,4,32,2,0,8
24,IAŞI,"SCOALA CLASELE I-VII COMARNA I-CORP C2",392,COMARNA,96370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:10:06",780,780,0,161,148,0,13,900,739,148,13,1,2,0,1,9,0,107,0,3,0,2,2,13,3,0,5
24,IAŞI,"ŞCOALA COSIŢENI",307,"ORAŞ PODU ILOAIEI",98373,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:01:56",271,271,0,132,126,0,6,300,168,119,13,2,0,1,0,5,0,77,0,1,0,0,3,22,2,0,6
24,IAŞI,"SCOALA CU CLASELE I-IV",358,BRĂEŞTI,96058,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:20:57",205,205,0,119,112,0,7,212,93,105,7,0,0,0,0,1,0,89,0,0,0,0,1,7,1,0,6
24,IAŞI,"SCOALA CU CLASELE I-IV",504,HOLBOCA,95159,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:36:47",344,344,0,176,167,0,9,400,224,166,10,2,1,2,4,12,0,77,0,1,1,1,3,49,6,1,6
24,IAŞI,"SCOALA CU CLASELE I-IV ALEXANDRU CEL BUN",771,VLĂDENI,100148,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:05:26",389,389,0,222,205,0,17,400,178,197,25,5,0,2,0,10,2,142,1,5,0,1,4,20,2,0,3
24,IAŞI,"SCOALA CU CLASELE I-IV BRĂTULENI",547,MIROSLAVA,97919,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:18:29",335,335,0,176,166,0,10,400,224,166,10,5,1,0,2,8,0,82,0,4,1,4,2,38,10,1,8
24,IAŞI,"SCOALA CU CLASELE I-IV BROSTENI",773,VLĂDENI,100148,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:06:00",300,300,0,168,160,0,8,400,232,154,14,0,0,0,1,5,6,118,0,1,0,0,2,21,0,0,0
24,IAŞI,"SCOALA CU CLASELE I-IV GURA-BIDILITEI",760,VÂNĂTORI,100086,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:45:29",483,483,0,254,240,0,14,500,246,234,20,5,0,5,0,21,0,158,0,2,2,0,2,26,5,1,7
24,IAŞI,"SCOALA CU CLASELE I-IV IACOBENI",774,VLĂDENI,100148,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:03:27",170,170,0,93,81,0,12,200,107,83,10,1,0,0,0,4,0,62,0,2,0,0,1,9,0,0,4
24,IAŞI,"SCOALA CU CLASELE I-IV SALA 1",672,STOLNICENI-PRĂJESCU,99165,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:44:25",778,778,0,460,442,0,18,800,340,426,34,4,2,0,3,25,6,303,1,3,3,2,1,63,6,0,4
24,IAŞI,"ŞCOALA CU CLASELE I - IV SOLONEŢ",354,BIVOLARI,95943,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:23:44",434,434,0,194,186,0,8,500,306,189,5,3,4,0,1,8,0,133,0,7,0,2,1,17,4,0,9
24,IAŞI,"SCOALA CU CLASELE I-VIII BORSA",772,VLĂDENI,100148,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:31:05",655,655,0,327,314,0,13,706,379,301,26,3,1,0,0,11,1,214,1,6,1,2,3,37,5,1,15
24,IAŞI,"ȘCOALA CU CLASELE I-VIII CRIVEȘTI",759,VÂNĂTORI,100086,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:14:28",1185,1185,0,665,631,0,34,1300,635,621,44,10,4,7,0,44,1,412,1,4,2,1,9,110,6,1,9
24,IAŞI,"SCOALA CU CLASELE I-VIII NR.1 TODIRESTI CORP A",699,TODIREŞTI,99539,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:45:07",990,990,0,474,470,0,4,1100,629,407,64,6,1,1,3,30,3,267,0,4,3,3,2,55,0,1,28
24,IAŞI,"ȘCOALA CU CLASELE I-VIII NR.1 TODIREȘTI CORP A",701,TODIREŞTI,99539,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:59:54",1202,1202,0,586,580,0,6,1300,714,507,79,7,3,1,4,28,1,333,2,2,3,8,8,63,4,0,40
24,IAŞI,"SCOALA CU CLASELE I-VIII SALA NR.1",673,STOLNICENI-PRĂJESCU,99165,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:48:23",512,512,0,301,290,0,11,600,299,283,18,5,0,1,0,8,2,181,0,2,1,4,4,62,0,1,12
24,IAŞI,"SCOALA CUCOVA",679,STRUNGA,99209,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:03:55",130,130,0,78,65,0,13,200,122,72,6,2,0,1,0,3,2,55,0,1,1,0,0,5,0,0,2
24,IAŞI,"ŞCOALA CURAGĂU",395,COMARNA,96370,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:00:58",124,124,0,84,77,0,7,200,116,79,5,0,1,0,0,1,1,68,0,1,0,0,0,3,0,1,3
24,IAŞI,"ŞCOALA FRĂSULENI",765,VICTORIA,100004,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:18:00",313,313,0,189,174,0,15,400,211,174,15,5,1,3,0,13,2,100,1,1,0,0,2,32,4,0,10
24,IAŞI,"ŞCOALA FRĂSULENI",766,VICTORIA,100004,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:06:29",245,245,0,130,117,0,13,300,170,116,14,3,1,2,0,11,2,81,0,0,1,0,4,10,0,0,1
24,IAŞI,"ŞCOALA FRENCIUGI",443,DRĂGUŞENI,100308,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:29:05",419,419,0,230,222,0,8,500,270,210,20,3,1,0,2,18,0,139,0,5,1,2,2,31,4,0,2
24,IAŞI,"SCOALA GĂNEŞTI",513,"ION NECULCE",95499,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 16:50:55",619,619,0,306,299,0,7,700,394,275,31,4,2,5,0,31,2,163,2,9,1,3,8,34,4,0,7
24,IAŞI,"ŞCOALA GENERALĂ",668,SIREŢEL,99101,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:18:14",1087,1087,0,561,556,0,5,1200,639,508,53,8,2,1,0,34,0,336,0,1,4,5,4,97,3,2,11
24,IAŞI,"ŞCOALA GENERALĂ",667,SIREŢEL,99101,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:02:50",992,992,0,499,494,0,5,1100,601,477,22,14,6,2,2,27,4,301,1,2,1,4,0,98,6,0,9
24,IAŞI,"SCOALA GENERALA BIRLESTI",451,ERBICENI,97009,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:38:55",620,620,0,350,339,0,11,700,350,326,24,5,5,3,1,12,4,244,0,4,2,1,3,34,3,0,5
24,IAŞI,"SCOALA GENERALA BOHOTIN",617,RĂDUCĂNENI,98685,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:40:10",1257,1257,0,510,504,0,6,1400,890,465,45,11,2,0,2,30,2,253,1,4,1,1,2,116,10,1,29
24,IAŞI,"SCOALA GENERALĂ CĂUESTI",684,ŞCHEIA,99290,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:45:45",414,414,0,223,212,0,11,500,277,209,14,3,0,4,0,6,1,123,0,2,3,3,2,34,3,0,25
24,IAŞI,"SCOALA GENERALĂ CIOCA-BOCA",685,ŞCHEIA,99290,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:16:17",428,428,0,235,223,0,12,500,265,191,44,1,1,1,1,0,2,159,2,0,2,0,0,15,1,0,6
24,IAŞI,"SCOALA GENERALA CIRNICENI",737,ŢIGĂNAŞI,99879,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:51:05",1275,1275,0,651,636,0,15,1400,749,620,31,13,1,0,5,37,3,460,4,2,3,1,12,47,12,0,20
24,IAŞI,"ŞCOALA GENERALĂ CRISTEŞTI",359,BRĂEŞTI,96058,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:02:16",780,780,0,456,440,0,16,900,444,432,24,5,3,4,1,17,5,306,0,4,6,0,2,29,6,0,44
24,IAŞI,"SCOALA GENERALA ” DIMITRIE STURDZA ”POPESTI",588,POPEŞTI,98435,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:28:05",911,911,0,494,466,0,28,1000,506,481,13,9,2,2,0,35,3,211,3,7,4,1,8,167,12,1,16
24,IAŞI,"SCOALA GENERALA ”DIMITRIE STURDZA”POPESTI",589,POPEŞTI,98435,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:19:51",895,895,0,515,504,0,11,1000,485,477,38,2,3,1,5,37,2,199,0,3,5,4,4,184,12,0,16
24,IAŞI,"SCOALA GENERALA ERBICENI CORP CLADIRE",449,ERBICENI,97009,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:34:26",930,930,0,508,489,0,19,1000,492,466,40,12,0,0,5,24,2,327,3,19,3,5,9,42,5,0,10
24,IAŞI,"SCOALA GENERALA ERBICENI CORP CLADIRE",450,ERBICENI,97009,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:23:06",1045,1045,0,559,548,0,11,1100,541,503,56,4,2,1,1,30,0,370,4,5,5,5,4,56,9,1,6
24,IAŞI,"SCOALA GENERALA GARABET IBRAILEANU",312,"ORAŞ TÂRGU FRUMOS",95471,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:49:29",1231,1231,0,498,470,0,28,1400,902,467,31,7,3,3,0,33,2,255,2,8,0,13,12,89,15,4,21
24,IAŞI,"SCOALA GENERALA GARABET IBRAILEANU",313,"ORAŞ TÂRGU FRUMOS",95471,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:54",1043,1043,0,484,476,0,8,1100,616,467,17,9,4,4,2,26,5,283,2,8,6,5,17,63,12,3,18
24,IAŞI,"ŞCOALA GENERALĂ HUMOSU",669,SIREŢEL,99101,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:37:56",645,645,0,382,373,0,9,700,318,336,46,2,0,0,0,6,4,299,1,1,2,1,0,17,0,0,3
24,IAŞI,"SCOALA GENERALA ION CREANGA",311,"ORAŞ TÂRGU FRUMOS",95471,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:02:50",840,840,0,339,326,0,13,900,561,319,20,14,0,2,3,20,2,213,2,6,0,5,0,31,9,0,12
24,IAŞI,"SCOALA GENERALA ION CREANGA",310,"ORAŞ TÂRGU FRUMOS",95471,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:59:02",1551,1551,0,759,742,0,17,1700,941,714,45,17,10,5,3,48,2,418,7,14,3,14,9,121,17,0,26
24,IAŞI,"ŞCOALA GENERALĂ ISAIIA",618,RĂDUCĂNENI,98685,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:06:37",229,229,0,104,94,0,10,300,196,96,8,1,3,0,1,5,0,56,2,1,0,0,1,19,6,1,0
24,IAŞI,"SCOALA GENERALA LUNCASI",488,HĂLĂUCEŞTI,97438,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:24:53",751,751,0,315,294,0,21,800,485,290,25,5,0,1,0,31,5,137,1,5,3,5,7,66,7,0,17
24,IAŞI,"SCOALA GENERALĂ MĂNĂSTIREA",426,DAGÂŢA,96717,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:15:53",843,843,0,402,388,0,14,900,498,366,36,2,0,3,0,38,1,249,0,1,1,1,9,52,0,0,9
24,IAŞI,"SCOALA GENERALA MIHAIL KOGALNICEANU",738,ŢIGĂNAŞI,99879,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:08:45",1150,1150,0,513,504,0,9,1300,787,486,27,6,3,1,0,26,3,345,1,4,6,0,7,77,4,0,3
24,IAŞI,"ŞCOALA GENERALĂ NR.1 MOLDOVENI",437,DOBROVĂŢ,96888,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:36",1052,1052,0,579,555,0,24,1200,621,525,54,8,2,6,3,35,1,341,1,10,11,3,2,74,6,1,21
24,IAŞI,"SCOALA GENERALA NR. 1. SAT.COARNELE CAPREI",388,"COARNELE CAPREI",96334,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:01:40",768,768,0,521,507,0,14,800,279,477,44,5,1,0,1,13,1,419,3,0,2,1,1,23,4,0,3
24,IAŞI,"SCOALA GENERALA NR.1. SAT.COARNELE CAPREI",387,"COARNELE CAPREI",96334,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:32:47",943,943,0,677,647,0,30,1000,323,600,77,6,2,1,1,17,2,511,0,5,2,1,3,38,5,1,5
24,IAŞI,"ŞCOALA GENERALA RADUCANENI",615,RĂDUCĂNENI,98685,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:05",1297,1297,0,513,508,0,5,1400,887,482,31,8,0,2,3,15,5,345,0,11,4,8,8,39,6,1,27
24,IAŞI,"ȘCOALA GENERALĂ RĂDUCĂNENI",614,RĂDUCĂNENI,98685,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:24",1524,1524,0,566,516,0,50,1600,1034,510,56,5,0,5,12,10,1,363,3,11,5,3,3,41,7,1,40
24,IAŞI,"ȘCOALA GENERALĂ RĂDUCĂNENI",613,RĂDUCĂNENI,98685,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:55:40",1241,1241,0,497,485,0,12,1400,903,453,32,10,3,2,2,15,2,303,0,13,4,3,2,57,6,0,31
24,IAŞI,"ŞCOALA GENERALA SAT. ARAMA",389,"COARNELE CAPREI",96334,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:45:03",501,501,0,372,353,0,19,500,128,307,65,2,0,3,0,10,1,252,0,7,2,0,0,16,6,0,8
24,IAŞI,"ŞCOALA GENERALA SAT. PETROSICA",390,"COARNELE CAPREI",96334,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:36:47",58,58,0,44,36,0,8,100,56,38,6,0,0,0,0,1,0,34,0,0,1,0,0,1,0,0,1
24,IAŞI,"SCOALA GENERALĂ SATU-NOU",687,ŞCHEIA,99290,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:51:45",283,283,0,143,136,0,7,300,157,123,20,1,0,2,0,3,0,94,0,1,0,0,0,16,1,0,5
24,IAŞI,"ŞCOALA GENERALĂ SLOBOZIA",670,SIREŢEL,99101,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:37:52",685,685,0,429,421,0,8,700,271,405,24,6,0,1,0,13,0,301,1,4,3,2,4,65,1,0,4
24,IAŞI,"SCOALA GENERALA TOTOESTI",454,ERBICENI,97009,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:36:25",1339,1339,0,689,683,0,6,1506,817,619,70,8,14,3,5,46,3,407,1,6,3,3,11,81,17,0,11
24,IAŞI,"SCOALA GIMNAZIALA",464,GORBAN,97189,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:32",624,624,0,323,305,0,18,700,377,292,31,6,3,0,0,13,1,196,0,5,5,2,3,44,0,0,14
24,IAŞI,"ŞCOALA GIMNAZIALĂ ” ALECU RUSSO”",215,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:15",960,960,0,458,434,0,24,1000,542,443,15,17,6,4,7,28,0,148,5,46,5,12,2,60,26,4,73
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",214,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:08:59",1121,1121,0,320,289,0,31,1200,880,313,7,17,3,2,4,11,1,107,2,31,1,7,3,41,23,4,56
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",213,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:38:10",1188,1188,0,535,498,0,37,1300,765,524,11,27,8,1,3,24,1,174,3,62,3,17,4,76,37,4,80
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",210,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:45:13",1051,1051,0,439,423,0,16,1200,761,425,14,9,12,6,5,25,8,117,3,52,1,13,4,65,21,1,83
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",211,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:32:30",1143,1143,0,506,498,0,8,1300,794,489,17,14,7,4,10,20,3,181,6,43,3,22,2,81,20,2,71
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",212,"MUNICIPIUL IAŞI",95060,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:59:29",1273,1273,0,472,450,0,22,1400,928,458,14,20,5,14,8,30,4,133,3,57,5,17,0,54,23,4,81
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CEL BUN”",87,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:11:56",1209,1209,0,562,541,0,21,1300,738,551,11,11,13,10,5,32,4,209,4,55,13,11,6,64,40,2,72
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CEL BUN”",85,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:30",995,995,0,440,377,0,63,1100,669,412,19,16,6,6,7,16,1,129,2,40,3,18,2,70,31,3,62
