precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA AUR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ROMÂNIA SOCIALISTĂ-voturi"
17,DOLJ,"SCOALA CU CLASELE I-IV SOPOT",490,SOPOT,74242,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:37:24",352,352,0,205,194,0,11,300,95,197,8,0,0,0,0,28,15,1,1,7,140,1,1,2,0,1,0
17,DOLJ,"ŞCOALA CU CLASELE I-IV STIUBEI",531,VELA,74616,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:22:29",69,69,0,58,37,0,21,100,42,57,1,1,0,0,0,3,6,0,0,0,40,0,0,7,0,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-IV SUHARU",530,VELA,74616,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:56:20",201,201,0,171,128,0,43,200,29,163,8,0,1,2,0,18,5,0,0,6,123,1,1,6,0,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-IV VELEŞTI",421,MURGAŞI,73371,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:06:19",344,344,0,280,228,0,52,300,20,264,16,1,2,1,0,23,8,0,0,9,217,1,1,1,0,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-IV VÎRVOR",526,"VÂRVORU DE JOS",74750,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:24:22",517,517,0,338,324,0,14,600,262,314,24,3,1,2,0,34,8,1,2,7,244,1,2,7,1,1,0
17,DOLJ,"SCOALA CU CLASELE I-VIII",222,"ORAŞ ŞEGARCEA",70502,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:16:35",1457,1457,0,668,656,0,12,1700,1032,608,60,3,0,8,4,59,2,3,5,13,484,6,1,16,1,1,2
17,DOLJ,"SCOALA CU CLASELE I-VIII",521,"VALEA STANCIULUI",74581,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:52:30",1309,1309,0,716,681,0,35,1500,784,602,114,2,0,2,4,81,5,1,2,12,401,3,7,80,0,2,0
17,DOLJ,"SCOALA CU CLASELE I-VIII BELOŢ",492,SOPOT,74242,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:48:22",232,232,0,163,151,0,12,200,37,150,13,0,0,0,0,20,2,0,0,3,123,0,0,2,0,0,0
17,DOLJ,"ȘCOALA CU CLASELE I-VIII CIOROIAȘI",309,CIOROIAŞI,71812,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:16:38",758,758,0,560,486,0,74,800,240,533,27,4,2,0,1,52,9,0,2,24,427,2,1,2,7,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-VIII COȚOFENII DIN FAŢĂ",320,"COŢOFENII DIN FAŢĂ",74875,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:20",1329,1329,0,860,846,0,14,1490,630,784,76,2,2,3,5,80,6,2,0,19,637,11,5,12,0,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-VIII GUBAUCEA",529,VELA,74616,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:25:01",518,518,0,298,286,0,12,500,202,283,15,0,1,0,2,17,1,0,3,7,248,0,2,2,0,0,0
17,DOLJ,"SCOALA CU CLASELE I-VIII MAGLAVIT",392,MAGLAVIT,73031,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:40:57",1731,1731,0,1016,996,0,20,2000,984,996,20,6,2,6,3,84,18,2,6,28,778,9,4,42,5,1,2
17,DOLJ,"ŞCOALA CU CLASELE I-VIII MURGAŞI",420,MURGAŞI,73371,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:01:28",867,867,0,632,566,0,66,900,268,595,37,0,2,7,1,80,7,0,4,20,450,6,5,13,0,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-VIII VELA",527,VELA,74616,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:49:41",365,365,0,326,247,0,79,340,14,309,17,0,0,0,0,22,8,0,0,8,263,0,0,5,3,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-VIII VÎRVORU DE JOS",524,"VÂRVORU DE JOS",74750,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:35:07",940,940,0,620,559,0,61,1100,480,557,63,7,1,6,0,71,4,0,1,12,433,9,3,4,0,6,0
17,DOLJ,"ŞCOALA CU CLS.I-IV",470,ROJIŞTE,74949,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:17:58",514,514,0,397,379,0,18,500,103,376,21,4,3,0,3,28,2,0,2,11,318,3,0,1,0,1,0
17,DOLJ,"SCOALA CU CLS. I - IV BENEŞTI",339,DRĂGOTEŞTI,72150,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:59",334,334,0,241,218,0,23,270,29,200,41,1,0,0,1,24,2,0,0,11,146,0,0,13,2,0,0
17,DOLJ,"SCOALA CU CLS. I - IV BUZDUC",340,DRĂGOTEŞTI,72150,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:03:18",93,93,0,116,69,0,47,150,34,104,12,2,0,0,0,6,1,0,0,9,78,2,0,5,1,0,0
17,DOLJ,"SCOALA CU CLS. I-IV CETATE",305,CETATE,71787,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:37:37",1631,1631,0,785,763,0,22,1800,1015,785,0,0,0,0,0,8,0,0,0,0,777,0,0,0,0,0,0
17,DOLJ,"SCOALA CU CLS I-IV MALAESTI SALA",374,GOIEŞTI,72677,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:07:27",298,298,0,200,193,0,7,300,100,178,22,0,0,3,2,12,2,1,1,5,141,2,2,6,0,0,1
17,DOLJ,"SCOALA CU CLS. I-IV MORENI",308,CETATE,71787,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:04:14",395,395,0,261,249,0,12,400,139,258,3,0,0,0,0,47,0,0,0,0,211,0,0,0,0,0,0
17,DOLJ,"ȘCOALA CU CLS I-IV PANAGHIA",280,CALOPĂR,71457,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:38:28",573,573,0,476,391,0,85,600,124,447,29,4,0,7,3,29,1,1,0,14,379,4,0,3,0,0,2
17,DOLJ,"SCOALA CU CLS. I - IV VIIŞOARA",342,DRĂGOTEŞTI,72150,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:55:03",395,395,0,290,267,0,23,400,110,266,24,7,0,0,0,31,9,0,1,12,198,0,0,7,0,0,1
17,DOLJ,"SCOALA CU CLS. I-VIII BARBU IONESCU URZICUTA",516,URZICUŢA,74554,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:13:06",1845,1845,0,1017,960,0,57,2100,1083,934,83,2,0,5,0,60,3,1,0,23,812,6,4,13,2,2,1
17,DOLJ,"ȘCOALA CU CLS I-VIII BELCINU",279,CALOPĂR,71457,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:17:57",412,412,0,296,261,0,35,500,204,276,20,2,4,2,1,24,1,0,2,7,224,4,0,5,0,0,0
17,DOLJ,"ȘCOALA CU CLS.I-VIII CALOPĂR",278,CALOPĂR,71457,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:16:26",1114,1114,0,766,650,0,116,1300,534,707,59,4,3,18,2,60,10,2,1,25,564,5,2,10,0,1,0
17,DOLJ,"SCOALA CU CLS. I-VIII CÂRNA",294,CÂRNA,74867,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:14:59",1044,1044,0,810,688,0,122,1200,390,742,68,2,2,3,0,44,9,4,2,8,657,0,1,10,0,0,0
17,DOLJ,"SCOALA CU CLS. I-VIII F-B",307,CETATE,71787,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:32:11",702,702,0,415,394,0,21,700,285,402,13,1,3,0,3,76,2,1,0,5,298,1,1,5,2,2,2
17,DOLJ,"SCOALA CU CLS I-VIII TANDARA SALA",376,GOIEŞTI,72677,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:21:47",550,550,0,390,371,0,19,600,210,370,20,1,0,3,2,30,1,2,1,24,278,4,0,22,1,1,0
17,DOLJ,"ŞCOALA DIN SATUL CIOCANE",254,BRALOŞTIŢA,71126,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:54:43",677,677,0,449,443,0,6,700,251,409,40,6,0,3,5,37,10,0,1,12,312,4,2,14,2,1,0
17,DOLJ,"ŞCOALA DIN SATUL SCHITU",255,BRALOŞTIŢA,71126,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:21:39",396,396,0,317,309,0,8,400,83,286,31,2,6,1,0,55,5,0,0,7,193,5,1,7,1,2,1
17,DOLJ,"SCOALA DIN SATUL SFIRCEA",256,BRALOŞTIŢA,71126,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:38:18",801,801,0,516,504,0,12,800,284,478,38,2,1,7,0,117,7,0,3,14,313,6,0,7,0,1,0
17,DOLJ,"ŞCOALA DIN SATUL VALEA FÎNTÎNILOR",257,BRALOŞTIŢA,71126,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:42:36",538,538,0,371,356,0,15,500,129,312,59,5,1,3,3,43,6,1,0,7,229,8,1,3,2,0,0
17,DOLJ,"SCOALA DIN VALE NR.1",514,UNIREA,74536,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:44:51",1614,1614,0,1012,959,0,53,1800,788,943,69,0,0,0,17,161,9,0,4,33,695,0,2,19,1,0,2
17,DOLJ,"ȘCOALA DOBREȘTI",333,DOBREŞTI,72098,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:45:13",316,316,0,207,177,0,30,300,93,193,14,0,0,2,0,50,9,0,0,4,110,0,6,12,0,0,0
17,DOLJ,"ȘCOALA GEN.CLASELE I-IV SECU",487,SECU,74171,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:29",615,615,0,530,453,0,77,550,20,506,24,4,1,1,1,39,12,0,1,11,430,0,1,1,2,2,0
17,DOLJ,"ŞCOALA GENERALĂ",303,CERNĂTEŞTI,71723,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:18:42",392,392,0,272,264,0,8,400,128,229,43,1,1,1,0,24,4,0,2,8,176,3,1,8,0,0,0
17,DOLJ,"ŞCOALA GENERALĂ",302,CERNĂTEŞTI,71723,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:43:54",232,232,0,160,140,0,20,200,40,150,10,0,0,0,0,23,4,0,0,4,111,0,0,6,2,0,0
17,DOLJ,"ŞCOALA GENERALĂ 3 CENTRU",454,"POIANA MARE",73736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:03:29",1318,1318,0,760,662,0,98,1500,740,672,88,11,0,13,0,78,12,0,3,0,529,0,7,7,10,0,2
17,DOLJ,"ŞCOALA GENERALĂ BALTA VERDE",448,PODARI,70110,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:34:56",447,447,0,244,234,0,10,400,156,236,8,2,3,1,0,51,1,1,2,15,142,1,3,10,3,0,1
17,DOLJ,"ŞCOALA GENERALĂ BODĂIEŞTII DE SUS",407,MELINEŞTI,73102,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:06:08",233,233,0,147,138,0,9,200,53,134,13,3,1,0,0,21,1,1,0,7,88,3,2,6,1,0,0
17,DOLJ,"ŞCOALA GENERALĂ BRANIŞTE",449,PODARI,70110,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:01:00",791,791,0,419,407,0,12,800,381,398,21,2,2,1,6,45,2,2,1,11,284,9,8,19,2,1,3
17,DOLJ,"ŞCOALA GENERALĂ CĂLINEŞTI",411,MISCHII,73246,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:27:12",99,99,0,111,68,0,43,130,19,106,5,0,0,0,0,14,2,1,0,8,78,0,0,1,1,0,1
17,DOLJ,"ŞCOALA GENERALĂ CĂLUGĂREI",425,ORODEL,73503,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:29:15",472,472,0,370,339,0,31,500,130,342,28,0,1,0,1,205,8,0,0,4,119,0,0,2,1,1,0
17,DOLJ,"SCOALA GENERALA CIUPERCENII NOI",312,"CIUPERCENII NOI",71858,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:13:11",1756,1756,0,923,882,0,41,2000,1077,893,30,0,4,5,0,140,0,0,3,35,601,13,7,78,3,0,4
17,DOLJ,"ȘCOALA GENERALĂ CLASELE V-VIII PREAJBA DE PĂDURE",508,TESLUI,74411,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:34:06",582,582,0,398,392,0,6,600,202,357,41,3,0,3,0,31,5,0,3,12,279,5,1,9,4,0,2
17,DOLJ,"ȘCOALA GENERALĂ COMOȘTENI",354,GÂNGIOVA,72579,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:22:26",816,816,0,486,462,0,24,1000,514,421,65,0,0,0,0,53,0,0,0,34,309,0,6,17,2,0,0
17,DOLJ,"ŞCOALA GENERALĂ CONSTANTIN GEROTĂ (NR. 2)-LOCAL NOU",195,"MUNICIPIUL CALAFAT",70352,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:24:45",1529,1529,0,746,722,0,24,1700,954,719,27,3,3,9,6,121,2,2,3,20,487,9,11,32,8,3,0
17,DOLJ,"ŞCOALA GENERALĂ CONSTANTIN GEROTĂ(NR. 2)-LOCAL NOU",196,"MUNICIPIUL CALAFAT",70352,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:57:41",1613,1613,0,863,843,0,20,1800,937,839,24,6,8,14,1,124,57,5,0,26,521,12,12,31,16,3,3
17,DOLJ,"ŞCOALA GENERALĂ CONSTANTIN GEROTĂ (NR.2)-LOCAL VECHI",194,"MUNICIPIUL CALAFAT",70352,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:14:19",1573,1573,0,758,725,0,33,1800,1042,726,32,5,7,13,1,142,3,1,0,19,477,16,0,31,6,2,3
17,DOLJ,"ŞCOALA GENERALĂ CONSTANTIN GEROTĂ (NR.2)-LOCAL VECHI",193,"MUNICIPIUL CALAFAT",70352,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:43:17",1737,1737,0,797,776,0,21,2000,1203,753,44,7,3,13,7,92,6,1,2,13,529,15,9,37,11,4,4
17,DOLJ,"ŞCOALA GENERALĂ CORNU",426,ORODEL,73503,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:06:57",388,388,0,285,260,0,25,400,115,256,29,0,2,5,2,43,2,1,2,3,182,1,1,7,0,3,2
17,DOLJ,"ŞCOALA GENERALĂ CU CLASELE I-IV LOCUSTENI",326,DANEŢI,71956,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:14:12",447,447,0,278,266,0,12,400,122,254,24,2,1,1,1,18,3,0,1,15,198,0,2,9,2,0,1
17,DOLJ,"SCOALA GENERALA CU CLASELE I-IV RADOMIR",332,DIOŞTI,72052,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:26:34",850,850,0,527,515,0,12,900,373,417,110,20,9,3,5,75,5,1,5,54,224,0,0,11,1,2,2
17,DOLJ,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRABEŢI",324,DANEŢI,71956,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:01:51",810,810,0,463,440,0,23,800,337,436,27,0,0,0,0,52,9,0,0,23,352,0,0,0,0,0,0
17,DOLJ,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRANIŞTE",325,DANEŢI,71956,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:12:28",485,485,0,264,248,0,16,600,336,250,14,1,0,3,0,36,2,0,0,7,197,0,1,0,2,1,0
17,DOLJ,"SCOALA GENERALA CU CLASELE I-VIII CIOCANESTI",331,DIOŞTI,72052,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:34:31",525,525,0,347,335,0,12,550,203,316,31,9,4,1,4,89,3,0,0,0,176,1,7,14,0,8,0
17,DOLJ,"SCOALA GENERALA CU CLASELE L-LV LEAMNA DE JOS",272,BUCOVĂŢ,69964,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:48:11",339,339,0,252,230,0,22,300,48,238,14,3,4,9,2,36,1,0,0,6,143,7,11,12,0,3,1
17,DOLJ,"SCOALA GENERALA CU CLASELE L-LV LEAMNA DE SUS",273,BUCOVĂŢ,69964,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:48:48",344,344,0,235,214,0,21,400,165,220,15,0,1,5,1,23,0,1,1,10,156,5,4,11,0,1,1
17,DOLJ,"SCOALA GENERALA CU CLASELE L-VLLL BUCOVAT",271,BUCOVĂŢ,69964,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:42:48",1654,1654,0,1019,969,0,50,1900,881,967,52,10,3,26,5,157,4,3,1,44,621,19,10,47,12,3,2
17,DOLJ,"SCOALA GENERALA CU CLASELE L-VLLL PALILULA",274,BUCOVĂŢ,69964,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:53:40",613,613,0,358,339,0,19,600,242,316,42,5,1,1,1,63,3,0,0,19,210,4,1,7,1,0,0
17,DOLJ,"SCOALA GENERALA CU CLASELE L-VLLL SARBATOAREA",275,BUCOVĂŢ,69964,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:04:08",627,627,0,438,412,0,26,600,162,399,39,3,2,5,2,52,0,1,2,24,285,6,4,10,3,0,0
17,DOLJ,"ŞCOALA GENERALĂ CU CLS. I-IV SMADOVICIOARA",488,SECU,74171,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:11",167,167,0,137,119,0,18,150,13,130,7,0,0,0,0,4,13,0,0,0,109,0,3,1,0,0,0
17,DOLJ,"ŞCOALA GENERALĂ DRAGU",453,"POIANA MARE",73736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:01:17",1480,1480,0,823,809,0,14,1700,877,768,55,4,0,3,5,72,1,4,4,24,633,7,1,7,0,1,2
17,DOLJ,"ŞCOALA GENERALĂ GÂRLEŞTI",356,GHERCEŞTI,72409,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:05:18",389,389,0,345,306,0,39,400,55,330,15,5,0,2,0,37,3,1,1,15,193,16,7,45,3,1,1
17,DOLJ,"SCOALA GENERALA GOLUMBU",348,FĂRCAŞ,72276,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:40:00",656,656,0,461,440,0,21,700,239,404,57,5,0,7,10,125,2,0,1,15,227,3,1,6,1,1,0
17,DOLJ,"ŞCOALA GENERALĂ GURA VĂII",450,PODARI,70110,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:39:41",370,370,0,225,218,0,7,500,275,218,7,0,0,5,0,22,0,0,0,2,181,2,0,4,1,1,0
17,DOLJ,"ȘCOALA GENERALĂ HUNIA",394,MAGLAVIT,73031,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:06:18",976,976,0,604,561,0,43,1000,396,562,42,0,1,0,2,65,11,0,3,20,434,14,2,5,3,2,0
17,DOLJ,"ŞCOALA GENERALĂ LIVEZI",451,PODARI,70110,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:31:26",740,740,0,376,374,0,2,900,524,356,20,0,4,7,0,49,7,0,1,23,242,3,4,10,6,0,0
17,DOLJ,"ŞCOALA GENERALĂ MISCHII",410,MISCHII,73246,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:53:42",524,524,0,506,423,0,83,600,94,488,18,1,5,7,2,96,0,3,1,19,309,10,8,19,4,1,3
17,DOLJ,"ŞCOALA GENERALĂ MLECĂNEŞTI",412,MISCHII,73246,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:49:11",443,443,0,369,329,0,40,406,37,354,15,1,1,2,8,57,1,4,0,8,235,10,3,8,9,4,3
17,DOLJ,"ŞCOALA GENERALĂ NEGOIEŞTI",408,MELINEŞTI,73102,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:40:31",1136,1136,0,780,728,0,52,1300,520,710,70,8,0,4,1,99,9,0,2,34,526,7,2,10,1,5,2
17,DOLJ,"ȘCOALA GENERALĂ NR. 2 MÎRȘANI",402,MÂRŞANI,73317,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:48",1356,1356,0,921,842,0,79,1400,479,905,16,6,0,7,1,63,13,1,0,12,740,6,1,54,1,0,0
17,DOLJ,"ȘCOALA GENERALĂ NR. 3 MÎRȘANI",404,MÂRŞANI,73317,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:22:16",1074,1074,0,742,714,0,28,1100,358,688,54,3,2,3,5,68,12,1,1,9,549,6,4,20,2,2,1
17,DOLJ,"ŞCOALA GENERALĂ ORODEL",424,ORODEL,73503,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:43:36",893,893,0,622,611,0,11,900,278,550,72,7,1,1,2,186,5,0,1,7,320,1,2,7,1,2,7
17,DOLJ,"SCOALA GENERALA PISCANI",264,BRĂDEŞTI,71055,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:41",62,62,0,54,43,0,11,102,48,53,1,0,0,1,1,4,5,0,0,3,37,0,0,2,0,0,0
17,DOLJ,"ŞCOALA GENERALĂ PODARI",447,PODARI,70110,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:34",1970,1970,0,959,953,0,6,2200,1241,888,71,3,2,10,10,106,7,1,0,49,656,16,14,0,9,1,4
17,DOLJ,"ŞCOALA GENERALĂ SCAEŞTI",480,SCĂEŞTI,74073,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:22:02",886,886,0,677,602,0,75,900,223,619,58,7,1,2,2,114,10,1,4,26,406,2,1,41,0,0,2
17,DOLJ,"SCOALA GENERALA SMÎRDAN",313,"CIUPERCENII NOI",71858,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:43:40",979,979,0,487,478,0,9,1000,513,471,16,1,1,0,0,79,1,0,0,10,347,3,1,23,5,0,0
17,DOLJ,"ŞCOALA GENERALĂ SPINENI",409,MELINEŞTI,73102,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:23:18",258,258,0,198,183,0,15,200,2,172,26,2,1,4,2,28,5,1,0,8,112,2,1,6,0,0,0
17,DOLJ,"ŞCOALA GENERALĂ TEIU",427,ORODEL,73503,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:07:22",162,162,0,67,59,0,8,100,33,64,3,1,1,0,0,11,4,0,0,3,41,2,1,0,0,0,0
17,DOLJ,"ŞCOALA GENERALĂ TERPEZIŢA",504,TERPEZIŢA,74359,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:18:07",710,710,0,643,536,0,107,665,22,605,38,3,1,2,0,51,10,1,0,20,500,2,4,9,2,0,0
17,DOLJ,"ŞCOALA GENERALĂ TRAISTARU",456,"POIANA MARE",73736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:05:23",1531,1531,0,916,905,0,11,1700,784,857,59,4,0,1,13,131,8,2,0,23,653,0,4,13,5,0,0
17,DOLJ,"ŞCOALA GENERALĂ TUNARII NOI",457,"POIANA MARE",73736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:42:34",386,386,0,216,210,0,6,400,184,195,21,0,1,0,1,20,2,0,0,6,161,1,1,2,0,0,0
17,DOLJ,"ŞCOALA GENERALĂ TUNARII VECHI",458,"POIANA MARE",73736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:59:00",1012,1012,0,562,552,0,10,1200,638,532,30,0,0,2,2,74,1,0,0,15,417,8,4,7,2,0,0
17,DOLJ,"ŞCOALA GENERALĂ UNGURENI",357,GHERCEŞTI,72409,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:36:29",257,257,0,220,178,0,42,300,80,202,18,0,0,3,1,22,10,0,0,14,126,0,1,23,1,0,1
17,DOLJ,"ŞCOALA GENERALĂ URECHEŞTI",413,MISCHII,73246,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:02:18",484,484,0,452,350,0,102,500,48,425,27,4,4,4,9,78,9,3,1,27,263,3,4,9,6,1,0
17,DOLJ,"ŞCOALA GIMNAZIALĂ",532,VERBIŢA,74705,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:35:54",639,639,0,384,356,0,28,800,416,344,40,2,1,0,2,60,5,1,0,6,255,3,2,6,1,0,0
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",89,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:17:10",1561,1561,0,581,564,0,17,1800,1219,560,21,3,5,10,7,102,15,1,3,27,258,21,24,63,9,5,7
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",90,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:18:33",1685,1685,0,515,509,0,6,1900,1385,492,23,2,8,27,4,116,11,7,0,19,235,19,24,7,9,2,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",91,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:59:10",1541,1541,0,624,614,0,10,1800,1176,605,19,1,5,14,11,116,7,3,2,25,303,19,20,59,15,3,2
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU MACEDONSKI” (FOSTA NR.32)",88,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:41:48",1490,1490,0,552,532,0,20,1700,1148,541,11,4,6,30,3,94,15,1,4,16,270,15,13,59,5,3,3
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”AMZA PELLEA ” BĂILEȘTI",184,"MUNICIPIUL BĂILEŞTI",70316,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:35:44",727,727,0,281,263,0,18,700,419,273,8,3,1,2,2,38,3,0,1,12,188,3,2,14,4,0,0
