precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA AUR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi"
23,IALOMIŢA,"AGENȚIA NAȚIONALĂ DE ÎMBUNĂTĂȚIRI FUNCIARE – FILIALA IALOMIȚA",18,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:22:33",1338,1338,0,604,585,0,19,1500,896,586,18,32,13,21,3,8,5,22,67,10,7,1,67,290,13,8,19
23,IALOMIŢA,"CĂMIN CULTURAL",218,"VALEA MĂCRIŞULUI",105794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:55:23",356,356,0,254,224,0,30,400,146,233,21,5,1,2,4,1,3,2,21,0,0,0,39,154,1,0,0
23,IALOMIŢA,"CĂMIN CULTURAL",102,BALACIU,92907,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:31:31",375,375,0,257,193,0,64,400,143,233,24,19,6,1,1,3,3,1,27,2,2,0,13,154,1,0,0
23,IALOMIŢA,"CĂMIN CULTURAL",217,"VALEA MĂCRIŞULUI",105794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:07:16",884,884,0,674,640,0,34,950,276,627,47,26,8,3,4,5,5,20,47,7,2,2,87,409,0,0,2
23,IALOMIŢA,"CĂMIN CULTURAL FRĂȚILEȘTI",203,SĂVENI,94376,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:28:32",344,344,0,173,169,0,4,350,177,159,14,4,3,0,0,0,2,4,21,0,0,0,41,84,0,0,0
23,IALOMIŢA,"CĂMIN CULTURAL GHIMPAŢI",128,CIULNIŢA,93156,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:48:24",196,196,0,139,132,0,7,200,61,135,4,5,0,0,0,0,0,2,16,1,1,0,7,100,2,1,0
23,IALOMIŢA,"CĂMIN CULTURAL ION GHICA",126,CIULNIŢA,93156,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:19:01",460,460,0,296,280,0,16,500,204,284,12,12,5,1,0,3,7,1,30,1,3,1,6,211,0,0,3
23,IALOMIŢA,"CĂMIN CULTURAL MIHAIL KOGĂLNICEANU",172,"MIHAIL KOGĂLNICEANU",93995,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:17:07",1340,1340,0,899,855,0,44,1500,601,852,47,49,11,9,13,56,13,3,123,8,6,6,71,467,4,6,7
23,IALOMIŢA,"CAMIN CULTURAL PLATONEŞTI",189,PLATONEŞTI,180000,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:05:54",726,726,0,487,459,0,28,800,313,466,21,19,5,3,2,1,2,3,70,1,0,2,84,263,4,3,4
23,IALOMIŢA,"CĂMIN CULTURAL POIANA - SALA DE FESTIVITĂȚI",127,CIULNIŢA,93156,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:55:37",350,350,0,222,216,0,6,400,178,212,10,19,3,0,0,1,2,0,22,1,3,1,11,149,0,0,0
23,IALOMIŢA,"CĂMIN CULTURAL, SAT SINTEŞTI",114,BORĂNEŞTI,179784,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:08",313,313,0,229,220,0,9,347,118,216,13,9,1,0,3,5,6,9,21,1,1,0,34,123,1,0,2
23,IALOMIŢA,"CĂMINUL CULTURAL",220,VLĂDENI,94795,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:04:38",733,733,0,482,460,0,22,800,318,462,20,37,7,0,2,6,7,3,32,1,1,2,3,356,1,0,4
23,IALOMIŢA,"CĂMINUL CULTURAL",118,BUCU,93021,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:01:14",1012,1012,0,556,540,0,16,1100,544,533,23,36,9,6,4,2,9,16,81,4,0,7,64,277,2,0,16
23,IALOMIŢA,"CĂMINUL CULTURAL",154,GRINDU,93717,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:40:14",729,729,0,499,473,0,26,800,301,471,28,18,1,4,3,11,0,4,60,0,2,0,0,363,2,0,3
23,IALOMIŢA,"CĂMINUL CULTURAL",155,GRINDU,93717,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:38:55",711,711,0,523,485,0,38,750,227,487,36,14,7,4,4,1,7,3,49,1,2,0,16,376,1,2,0
23,IALOMIŢA,"CĂMINUL CULTURAL",119,BUCU,93021,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:18:05",991,991,0,556,532,0,24,1100,544,524,32,45,8,9,5,5,6,10,64,2,9,1,32,314,4,0,10
23,IALOMIŢA,"CĂMINUL CULTURAL",219,VLĂDENI,94795,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:46:33",848,848,0,539,529,0,10,950,411,511,28,32,7,1,3,11,4,3,52,2,1,0,7,383,1,0,4
23,IALOMIŢA,"CĂMINUL CULTURAL COSÂMBEŞTI",132,COSÂMBEŞTI,93236,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:30:22",800,800,0,530,507,0,23,900,370,492,38,42,21,10,6,4,3,0,63,2,6,3,14,308,0,1,9
23,IALOMIŢA,"CAMINUL CULTURAL COSERENI",134,COŞERENI,102240,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:49:47",1233,1233,0,813,782,0,31,1350,537,778,35,58,22,8,5,85,7,31,101,3,3,2,30,412,4,3,4
23,IALOMIŢA,"CĂMINUL CULTURAL DRĂGOEŞTI",137,DRĂGOEŞTI,102641,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:27",719,719,0,588,503,0,85,800,212,551,37,27,3,3,2,4,5,3,89,0,0,2,37,366,3,3,4
23,IALOMIŢA,"CĂMINUL CULTURAL MALU,SALONUL DE NUNŢI SITUATĂ ÎN MALU",208,"SFÂNTU GHEORGHE",94456,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:31:29",840,840,0,583,569,0,14,904,321,536,47,26,5,6,15,2,11,6,58,1,2,0,48,349,2,2,3
23,IALOMIŢA,"CĂMINUL CULTURAL SAT LILIECI",210,SINEŞTI,105026,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:55:38",875,875,0,484,461,0,23,950,466,457,27,51,3,5,2,5,6,7,102,1,2,2,15,250,3,2,1
23,IALOMIŢA,"CĂMINUL CULTURAL SITUATĂ ÎN SATUL SINEŞTI, SINEŞTI",209,SINEŞTI,105026,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:46:42",1273,1273,0,833,787,0,46,1400,567,759,74,61,5,7,3,0,9,3,99,3,4,0,40,519,4,0,2
23,IALOMIŢA,"CASA DE CULTURĂ",62,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:38:42",1127,1127,0,563,552,0,11,1250,687,542,21,48,9,13,5,6,5,21,53,3,9,5,66,280,3,4,12
23,IALOMIŢA,"CASA MUNICIPALĂ DE CULTURĂ „NICOLAE ROTARU”",13,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:46:05",1287,1287,0,493,483,0,10,1446,953,477,16,48,8,16,2,9,6,11,89,3,2,2,36,227,0,3,15
23,IALOMIŢA,"CENTRUL COMUNITAR MULTIFUNCȚIONAL VALEA CIORII",216,"VALEA CIORII",94688,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:36:53",1403,1403,0,1020,1000,0,20,1550,530,960,60,39,20,7,7,8,5,7,70,2,0,1,75,714,1,2,2
23,IALOMIŢA,"CENTRUL DE EDUCAȚIE NON-FORMALĂ",10,"MUNICIPIUL SLOBOZIA",92658,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:21:17",1365,1365,0,616,610,0,6,1550,934,590,26,26,7,12,4,14,7,14,90,3,5,8,43,327,12,7,11
23,IALOMIŢA,"CENTRUL SOCIAL AL PAROHIEI FETEȘTI GARĂ II",55,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:25:40",1268,1268,0,429,422,0,7,1400,971,399,30,29,9,10,2,14,6,1,52,1,3,1,14,252,0,2,3
23,IALOMIŢA,"CENTRU SOCIAL DE ZI VIITORUL",207,"SFÂNTU GHEORGHE",94456,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:55:04",597,597,0,434,405,0,29,660,226,410,24,31,1,3,2,3,1,6,67,0,1,3,19,261,2,2,8
23,IALOMIŢA,"CLUBUL SINDICATELOR",65,"MUNICIPIUL URZICENI",100683,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:38:22",1541,1541,0,755,735,0,20,1700,945,715,40,71,25,17,2,9,5,19,81,4,3,1,75,377,5,4,17
23,IALOMIŢA,"COLEGIUL NAȚIONAL „MIHAI VITEAZUL” (FOST LICEU DE MATEMATICĂ-FIZICĂ)",5,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:42:26",1125,1125,0,503,493,0,10,1268,765,481,22,23,13,18,4,18,5,25,66,4,3,3,29,258,1,2,9
23,IALOMIŢA,"CONTAINER MODULAR(TEREN FOSTA GRĂDINIŢĂ COPUZU)",104,BALACIU,92907,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:31",222,222,0,125,122,0,3,250,125,110,15,11,0,0,1,2,0,0,22,0,3,0,19,52,0,0,0
23,IALOMIŢA,"CONTAINER(SITUAT IN CURTEA GRĂDINIȚEI CU PROGRAM NORMAL MARSILIENI)",92,ALBEŞTI,92783,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:14:42",405,405,0,288,259,0,29,450,162,264,24,13,0,2,0,1,1,4,33,0,0,0,4,204,1,1,0
23,IALOMIŢA,"DIRECȚIA PENTRU AGRICULTURĂ JUDEȚEANĂ IALOMIȚA",11,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:47:17",927,927,0,377,357,0,20,1022,646,348,27,20,4,1,5,6,4,6,44,2,2,2,9,231,4,2,6
23,IALOMIŢA,"FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL FUNDATA",186,PERIEŢI,94161,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:37:31",393,393,0,224,206,0,18,450,226,215,9,12,7,1,8,2,3,5,51,1,5,0,6,109,1,1,3
23,IALOMIŢA,"FOSTĂ ȘCOALA GIMNAZIALĂ”MIHAI VITEAZUL” - LOCAL BULIGA",34,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:15:44",867,867,0,370,364,0,6,950,580,355,15,35,8,3,3,3,7,4,40,1,4,3,8,234,1,0,1
23,IALOMIŢA,"FOSTA ŞCOALA NR. 1",88,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:40:14",1095,1095,0,270,267,0,3,1200,930,240,30,7,4,1,4,3,0,2,14,0,1,2,10,189,1,2,0
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL BORDUȘELU",123,CIOCHINA,93101,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:05:43",558,558,0,492,430,0,62,600,108,444,48,5,0,2,9,11,3,4,34,2,3,3,12,354,0,2,0
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL FRUMUȘICA",100,AXINTELE,100923,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:45",755,755,0,442,430,0,12,850,408,383,59,13,4,3,3,2,4,3,96,4,4,0,0,246,0,1,0
23,IALOMIŢA,"GRADINIȚA CU PROGRAM NORMAL GIMBĂŞANI",133,COSÂMBEŞTI,93236,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:39:54",724,724,0,502,488,0,14,800,298,481,21,27,7,1,7,6,3,8,63,0,2,4,77,265,2,2,7
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL IAZU",206,SCÂNTEIA,94429,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:22",787,787,0,390,380,0,10,850,460,370,20,14,1,2,8,20,2,6,55,1,2,0,41,213,1,1,3
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL OREZU",124,CIOCHINA,93101,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:10:31",587,587,0,400,387,0,13,652,252,368,32,20,1,2,13,13,3,4,38,2,3,0,3,262,3,1,0
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL PROGRESU",145,FĂCĂENI,93575,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:48:30",493,493,0,234,222,0,12,500,266,215,19,17,2,3,0,1,0,2,92,0,1,0,12,79,3,0,3
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL SMIRNA",158,GRIVIŢA,93735,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:14:15",717,717,0,470,420,0,50,800,330,433,37,31,6,5,0,5,7,6,38,3,2,0,17,309,1,1,2
23,IALOMIŢA,"GRĂDINIŢA CU PROGRAM NORMAL TRAIAN",214,TRAIAN,179702,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:58:14",1151,1151,0,837,784,0,53,1250,413,751,86,29,8,2,6,3,2,9,46,4,2,1,5,632,1,0,1
23,IALOMIŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT",59,"MUNICIPIUL URZICENI",100683,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:52:03",659,659,0,330,319,0,11,750,420,315,15,18,8,5,0,5,3,5,41,4,2,0,44,168,0,1,11
23,IALOMIŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ALBĂ CA ZĂPADA”",47,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:55",1011,1011,0,410,396,0,14,1100,690,395,15,35,6,5,5,9,2,8,56,6,5,1,19,233,0,2,3
23,IALOMIŢA,"GRÃDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",28,"MUNICIPIUL SLOBOZIA",92658,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:48:37",1302,1302,0,642,623,0,19,1447,805,619,23,35,10,39,5,15,3,26,84,3,5,8,61,287,7,7,24
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „ PITICOT”",17,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:57:15",1458,1458,0,698,682,0,16,1600,902,682,16,18,19,23,4,16,1,41,76,7,3,7,80,361,8,3,15
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”PRICHINDEL ”",71,"ORAŞ AMARA",92836,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:17:09",1041,1041,0,533,524,0,9,1150,617,498,35,24,9,5,4,4,1,18,136,2,4,2,39,239,3,0,8
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”PRICHINDEL”",70,"ORAŞ AMARA",92836,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 18:51:54",1287,1287,0,649,637,0,12,1450,801,627,22,35,3,5,3,4,12,22,186,5,9,7,31,281,10,2,12
23,IALOMIŢA,"GRĂDINIŢA DE COPII",61,"MUNICIPIUL URZICENI",100683,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:54:26",931,931,0,473,461,0,12,1000,527,451,22,31,16,8,0,11,2,20,61,3,5,0,68,216,3,4,3
23,IALOMIŢA,"GRĂDINIŢA DRIDU – MOARĂ",139,DRIDU,102703,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:28",802,802,0,518,492,0,26,900,382,478,40,39,3,5,1,2,4,13,67,3,1,1,15,316,0,1,7
23,IALOMIŢA,"GRĂDINIŢA DRIDU – MOVILA",140,DRIDU,102703,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:54:08",504,504,0,288,257,0,31,550,262,261,27,17,5,2,1,0,3,5,27,2,2,0,9,182,0,1,5
23,IALOMIŢA,"GRĂDINIŢA DRIDU –SNAGOV",141,DRIDU,102703,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:43:47",298,298,0,221,205,0,16,350,129,207,14,15,5,1,0,0,5,1,20,0,1,1,2,152,1,0,3
23,IALOMIŢA,"GRADINITA ION ROATA (LOCALUL VECHI COLINELE)",162,"ION ROATĂ",103862,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:56:12",747,747,0,446,432,0,14,800,354,407,39,39,2,5,10,9,12,17,87,5,20,4,37,141,12,0,7
23,IALOMIŢA,"GRADINIŢA PĂTRIME",136,COŞERENI,102240,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:14:17",1016,1016,0,731,720,0,11,1100,369,685,46,62,8,2,5,115,7,7,67,3,5,1,25,373,1,2,2
23,IALOMIŢA,"GRĂDINIŢA SĂVENI",202,SĂVENI,94376,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:45:03",1184,1184,0,548,541,0,7,1300,752,527,21,27,8,5,2,5,3,11,72,2,2,3,19,359,2,1,6
23,IALOMIŢA,"GRĂDINIȚA SCÂNTEIA",204,SCÂNTEIA,94429,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 18:53:12",1120,1120,0,630,611,0,19,1250,620,600,30,29,0,0,1,5,7,5,96,2,5,1,5,441,1,2,0
23,IALOMIŢA,"GRĂDINIŢA ȘCOLII GIMNAZIALE ”DIMITRIE CANTEMIR”",51,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:08:17",1106,1106,0,553,542,0,11,1200,647,530,23,29,8,21,3,12,4,8,81,4,0,4,30,311,6,1,8
23,IALOMIŢA,"GRUPUL ŞCOLAR ’’SF. ECATERINA’’",63,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:39:44",1255,1255,0,622,611,0,11,1400,778,604,18,43,21,14,4,9,4,23,62,5,3,3,67,320,3,4,19
23,IALOMIŢA,"INTERNATUL COLEGIULUI NATIONAL GRIGORE MOISIL",68,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:20:44",1054,1054,0,502,491,0,11,1150,648,490,12,37,11,12,2,7,4,19,46,3,4,7,56,258,4,11,9
23,IALOMIŢA,"LICEUL DE ARTE ”IONEL PERLEA”",27,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:07:13",1385,1385,0,647,637,0,10,1559,912,637,10,30,23,19,3,11,2,32,81,5,8,7,68,315,7,5,21
23,IALOMIŢA,"LICEUL DE ARTE ”IONEL PERLEA”",26,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:17:17",1122,1122,0,468,457,0,11,1250,782,453,15,17,18,13,2,11,3,20,60,1,4,2,43,239,3,3,14
23,IALOMIŢA,"LICEUL DE ARTE „IONEL PERLEA” - ATELIERELE DE CREAȚIE",29,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:15:11",1782,1782,0,897,883,0,14,1924,1027,875,22,51,18,33,6,15,8,41,108,9,8,3,74,468,3,0,30
23,IALOMIŢA,"LICEUL DE ARTE „IONEL PERLEA” (FOSTA ȘCOALA GENERALĂ NR. 1)",24,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:06:39",1044,1044,0,530,516,0,14,1151,621,509,21,23,18,21,5,6,2,13,47,3,4,2,56,283,8,3,15
23,IALOMIŢA,"LICEUL DE ARTE „IONEL PERLEA” (FOSTA ȘCOALA GENERALĂ NR. 1)",25,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:51:41",957,957,0,494,483,0,11,1050,556,467,27,17,14,17,2,17,2,12,62,7,4,5,58,234,2,4,10
