precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",129,"1 DECEMBRIE",102543,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:37:21",1650,1650,0,935,908,0,27,1800,865,893,42,19,12,9,11,7,4,7,2,251,26,383,2,30,51,5,74
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1 MOARA VLASIEI",248,"MOARA VLĂSIEI",104243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:40:44",1862,1862,0,1008,980,0,28,1997,989,963,45,18,10,4,4,8,0,11,4,97,23,662,3,26,34,3,56
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",251,MOGOŞOAIA,179463,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:18:31",1491,1491,0,825,772,0,53,1600,775,805,20,21,6,13,6,4,4,14,4,103,49,375,8,18,127,8,45
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",250,MOGOŞOAIA,179463,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 03:40:44",1329,1329,0,860,783,0,77,1450,590,833,27,25,4,9,12,11,2,2,4,89,70,394,2,28,160,4,17
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -",252,MOGOŞOAIA,179463,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:45:08",1376,1375,1,865,822,1,42,1500,635,834,31,24,8,6,10,9,3,10,3,93,41,468,6,17,90,4,42
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -CORP B",253,MOGOŞOAIA,179463,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:38:18",1677,1677,0,1034,1006,0,28,1800,766,986,48,12,10,6,5,3,1,7,2,89,16,719,8,10,54,2,42
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -CORP B",254,MOGOŞOAIA,179463,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 03:32:05",1734,1734,0,1010,949,0,61,1900,890,991,19,56,4,4,3,15,2,9,11,89,150,309,6,29,277,7,20
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",64,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:46:30",1687,1687,0,684,669,0,15,1850,1166,653,29,22,5,6,1,14,2,9,0,104,15,366,4,20,40,6,39
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",66,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:42:04",1856,1856,0,774,743,0,31,2000,1226,735,39,25,16,9,5,15,11,14,2,127,24,345,3,16,49,4,70
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",71,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:57:32",1516,1516,0,617,595,0,22,1700,1085,594,21,26,2,20,2,23,6,8,1,99,27,239,2,22,72,4,41
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",67,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:52:21",1875,1875,0,844,824,0,20,2050,1206,811,33,15,7,17,4,16,6,11,1,135,16,422,12,27,61,7,54
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",69,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:03:32",1502,1502,0,716,698,0,18,1600,884,689,27,22,4,5,3,7,1,4,3,92,21,370,3,31,58,6,59
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",65,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:08:19",1762,1762,0,778,747,0,31,1900,1122,747,31,35,6,9,6,17,4,11,7,121,42,329,5,23,92,6,34
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",72,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:25:03",1069,1069,0,500,469,0,31,1150,650,482,18,15,4,12,3,8,4,12,1,104,9,209,5,17,43,4,32
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",74,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:11:06",1740,1740,0,650,630,0,20,1900,1250,636,14,23,2,15,3,15,4,10,5,95,50,220,4,35,124,3,28
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",73,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:23:45",1503,1503,0,557,538,0,19,1597,1040,546,11,23,8,9,3,25,4,0,4,70,45,170,6,30,120,7,22
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",63,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:57:34",1559,1559,0,628,612,0,16,1700,1072,600,28,21,5,9,6,13,3,19,1,84,27,304,1,15,54,1,37
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",70,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:57:37",1566,1566,0,750,733,0,17,1700,950,707,43,33,4,10,5,12,2,10,0,127,18,393,2,7,22,5,57
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",68,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:32",1245,1245,0,537,521,0,16,1350,813,504,33,22,4,4,3,8,2,4,2,79,13,269,4,13,38,6,33
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",273,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:03:58",1135,1135,0,887,838,0,49,1250,363,803,84,8,3,7,4,1,3,11,2,70,5,551,5,5,8,1,119
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",276,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:14:25",1275,1275,0,1011,967,0,44,1349,338,868,143,2,11,3,0,1,3,6,0,102,7,635,4,7,14,3,70
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",274,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:21:28",1253,1253,0,984,950,0,34,1400,416,821,163,0,2,8,8,0,0,20,0,67,0,569,25,0,6,0,116
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP A",280,TUNARI,105570,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:14:34",1761,1761,0,1260,1103,0,157,1900,640,1230,30,41,10,13,8,15,2,8,8,116,51,748,9,45,115,6,35
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP B",282,TUNARI,105570,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 07:36:37",1786,1786,0,1045,947,0,98,1950,905,1024,21,48,10,6,6,14,5,11,6,121,0,510,4,53,203,7,20
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP C",281,TUNARI,105570,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:10:39",1523,1523,0,1022,933,0,89,1649,627,990,32,31,6,6,4,8,1,10,5,98,63,561,4,30,108,10,45
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - SALA DE SPORT",279,TUNARI,105570,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:31:56",1949,1949,0,1280,1149,0,131,2150,870,1231,49,38,4,3,5,12,1,10,1,117,61,762,2,44,124,4,43
25,ILFOV,"SCOALA GIMNAZIALA NR.2",197,CORBEANCA,102160,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:13:41",1232,1232,0,820,745,0,75,1350,530,784,32,27,11,4,7,27,3,32,2,155,61,201,5,24,170,6,49
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",233,GLINA,179347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:42:22",1194,1194,0,572,556,0,16,1300,728,537,35,9,4,3,2,10,3,5,1,92,6,326,2,16,23,4,31
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",122,"ORAŞ VOLUNTARI",179551,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:45:54",1885,1885,0,996,955,0,41,2100,1104,955,41,29,13,21,8,23,8,7,11,102,23,533,11,28,55,10,73
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",123,"ORAŞ VOLUNTARI",179551,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:29:23",1868,1868,0,1029,1022,0,7,2050,1021,993,36,23,0,16,12,23,5,3,8,125,17,577,6,41,78,12,47
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",234,GLINA,179347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:19:19",936,936,0,548,496,0,52,1000,452,528,20,39,6,1,4,12,1,5,2,66,17,296,2,12,41,2,22
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",124,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:13:53",1770,1770,0,1004,980,0,24,1950,946,960,44,28,12,7,7,26,9,12,2,131,29,491,2,54,67,6,77
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",160,CERNICA,101742,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:57:14",1319,1319,0,781,753,0,28,1450,669,748,33,3,4,4,0,5,1,4,3,62,2,563,3,18,12,2,62
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",161,CERNICA,101742,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:04:31",1335,1335,0,773,751,0,22,1500,727,734,39,7,6,6,1,1,1,4,0,52,3,607,0,11,3,2,30
25,ILFOV,"ȘCOALA GIMNAZIALA NR.2",198,CORBEANCA,102160,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:03:30",1380,1380,0,877,831,0,46,1496,619,844,33,27,8,7,4,7,3,24,3,117,111,196,3,27,254,10,43
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",245,JILAVA,179383,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 02:16:37",821,821,0,1670,556,0,1114,1953,283,1405,265,12,25,19,13,5,7,21,2,276,12,886,16,12,19,24,56
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",244,JILAVA,179383,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 02:43:58",1291,1291,0,738,724,0,14,1400,662,706,32,12,7,5,3,5,6,8,1,122,13,420,7,24,36,2,35
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",26,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:56:48",1443,1443,0,905,872,0,33,1600,695,851,54,20,2,4,12,14,3,15,2,139,22,455,14,33,77,4,35
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",25,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:21:43",1246,1246,0,751,721,0,30,1300,549,730,21,37,10,5,17,18,4,18,4,131,26,321,2,19,66,7,45
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",27,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:32:55",1671,1671,0,1187,1180,0,7,1850,663,1162,25,32,10,10,23,16,8,12,3,209,28,578,10,37,89,10,87
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",28,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:12:57",1577,1577,0,998,966,0,32,1700,702,958,40,25,13,2,18,21,5,8,0,148,20,492,7,49,78,5,67
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",211,DOBROEŞTI,179310,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:31:43",1772,1772,0,834,789,0,45,1916,1082,759,34,24,5,10,10,23,9,35,6,91,50,267,7,43,151,5,23
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",213,DOBROEŞTI,179310,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:16:46",1895,1895,0,623,571,0,52,2100,1477,609,14,47,13,5,2,17,3,31,2,104,38,117,9,42,141,4,34
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",212,DOBROEŞTI,179310,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:35:58",1653,1653,0,735,703,0,32,1800,1065,726,9,28,10,4,8,14,6,26,3,88,60,255,3,41,138,5,37
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 CREŢEŞTI",287,VIDRA,105936,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:25:49",1135,1135,0,584,574,0,10,1250,666,560,24,7,9,0,2,6,1,5,1,95,8,355,5,11,14,1,40
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 CREŢEŞTI",288,VIDRA,105936,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:23:17",1007,1007,0,464,459,0,5,1100,636,434,30,5,2,1,2,9,2,1,0,101,9,242,3,9,20,3,25
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2 DÂRVARI",185,CIOROGÂRLA,101957,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:45:14",1842,1842,0,1159,1130,0,29,2000,841,1079,80,10,12,12,3,13,0,4,1,106,13,782,5,9,32,2,75
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 MOARA VLASIEI",247,"MOARA VLĂSIEI",104243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 02:59:23",1898,1898,0,1033,1000,0,33,2100,1067,987,46,29,10,5,5,20,2,6,3,131,18,584,6,34,52,9,73
25,ILFOV,"SCOALA GIMNAZIALA NR.2 PERIS",257,PERIŞ,104546,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:30:18",1054,1054,0,671,654,0,17,1150,479,624,47,15,7,2,7,8,3,8,0,154,11,211,1,26,119,5,47
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2 PERIȘ",259,PERIŞ,104546,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:17:00",1012,1012,0,618,598,0,20,1100,482,583,35,15,11,6,10,4,4,10,3,123,10,227,10,12,77,9,52
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",109,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:51",1660,1660,0,744,715,0,29,1850,1106,727,17,41,0,5,1,21,2,10,7,83,101,198,3,29,190,17,19
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",106,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:01:03",1860,1860,0,681,648,0,33,2050,1369,675,6,38,2,3,0,9,0,6,1,78,97,187,6,31,203,7,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",107,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:00:28",1676,1676,0,653,601,0,52,1797,1144,641,12,48,3,8,3,16,2,12,8,66,83,190,5,22,152,7,16
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",99,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:36:43",1599,1599,0,1081,1046,0,35,1700,619,1052,29,22,5,7,8,16,3,2,2,206,23,655,1,15,39,3,45
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",232,GLINA,179347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:01:32",1547,1547,0,825,812,0,13,1702,877,752,73,1,4,4,0,4,1,2,0,197,8,481,6,10,2,0,32
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",108,"ORAŞ VOLUNTARI",179551,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 18:47:54",1769,1769,0,794,755,0,39,1950,1156,768,26,41,6,12,6,22,9,7,7,109,55,309,0,31,95,16,43
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",98,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:32:22",1824,1824,0,1349,1283,0,66,2000,651,1310,39,27,7,10,9,19,3,5,13,302,40,656,13,27,123,7,49
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",158,CERNICA,101742,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:17:29",1544,1544,0,893,846,0,47,1700,807,835,58,6,4,9,0,7,3,2,3,78,11,601,4,17,16,2,72
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",157,CERNICA,101742,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:44:41",1258,1258,0,759,710,0,49,1400,641,726,33,14,1,5,6,8,2,5,0,64,7,520,9,6,9,0,70
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3",111,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:30:40",1896,1896,0,795,716,0,79,2100,1305,781,14,61,0,5,2,17,2,11,6,97,101,199,14,38,193,15,20
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3",110,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:06:07",1854,1854,0,803,725,0,78,2050,1247,789,14,49,3,10,9,24,2,19,3,89,135,180,13,28,201,3,21
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 ”AL. DIMITRIE GHICA ”",249,"MOARA VLĂSIEI",104243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 02:33:40",1606,1606,0,957,931,0,26,1800,843,927,30,15,10,3,8,17,5,6,2,91,32,608,1,35,41,5,48
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3 BUFTEA",32,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:03:14",613,613,0,422,383,0,39,700,278,404,18,10,7,6,7,10,3,5,0,54,11,210,0,15,44,3,19
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3 BUFTEA",31,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:38:16",1750,1750,0,1188,1155,0,33,1900,712,1149,39,47,14,12,25,24,16,10,1,179,52,543,13,25,96,9,83
25,ILFOV,"SCOALA GIMNAZIALA NR.3, ŞINDRILIŢA",229,GĂNEASA,103130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:36:40",1157,1157,0,926,914,0,12,1300,374,856,70,6,7,4,1,1,2,4,0,93,1,688,8,9,5,4,23
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 SINTEŞTI",290,VIDRA,105936,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:29:51",1137,1137,0,421,417,0,4,1250,829,249,172,0,0,0,0,0,0,0,0,28,0,207,0,0,0,0,14
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 SINTEŞTI",289,VIDRA,105936,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:34:37",840,840,0,397,383,0,14,900,503,380,17,7,5,2,0,5,0,3,0,60,4,250,2,10,10,4,18
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 4 BUFTEA",29,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:41:24",1108,1108,0,772,753,0,19,1200,428,709,63,14,5,1,12,7,0,2,2,102,9,441,5,9,46,7,47
25,ILFOV,"SCOALA GIMNAZIALA ” PETRU RARES”",167,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:03:21",1921,1921,0,1022,816,0,206,2100,1078,1009,13,112,3,4,11,22,8,12,3,84,116,327,6,60,174,10,57
25,ILFOV,"SCOALA GIMNAZIALA ”PETRU RARES”",170,CHIAJNA,179249,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:27:34",1946,1946,0,785,608,0,177,2100,1315,772,13,102,7,3,8,25,5,8,4,70,101,174,6,62,144,13,40
25,ILFOV,"SCOALA GIMNAZIALA ”PETRU RARES””",168,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:01:41",1926,1926,0,761,592,0,169,2100,1339,748,13,86,8,6,6,31,1,7,4,59,100,149,4,59,173,15,40
25,ILFOV,"SCOALA GIMNAZIALA” PETRU RARES”",169,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:02:47",1956,1956,0,826,668,0,158,2150,1324,813,13,90,3,3,4,15,2,7,2,73,90,190,2,58,221,8,45
25,ILFOV,"ȘCOALA GIMNAZIALĂ ”PROF.ION IONIȚĂ ” BURIAȘ",262,PERIŞ,104546,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:03:08",1055,1055,0,778,746,0,32,1150,372,729,49,6,19,9,74,14,9,23,1,107,12,284,6,24,63,11,67
25,ILFOV,"ŞCOALA MOARA DOMNEASCĂ",227,GĂNEASA,103130,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 01:16:05",559,559,0,411,385,0,26,600,189,401,10,6,7,5,2,6,0,0,3,60,7,256,11,8,8,2,20
25,ILFOV,"ŞCOALA PITEASCA",228,GĂNEASA,103130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:16:51",1141,1141,0,897,878,0,19,1250,353,817,80,3,3,6,0,1,0,2,1,87,3,675,4,3,0,1,28
25,ILFOV,"ȘCOALA PRIMARĂ NR. 1",224,DRAGOMIREŞTI-VALE,102605,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:52:52",909,909,0,778,636,0,142,1000,222,766,12,20,2,2,1,6,2,9,4,62,8,565,6,10,41,2,26
25,ILFOV,"ŞCOALĂ PRIMARĂ NR.1 CLINCENI",186,CLINCENI,102035,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:09:01",1626,1626,0,1027,991,0,36,1800,773,988,39,13,11,9,7,3,3,14,2,149,21,589,6,20,55,0,86
25,ILFOV,"ŞCOALA PRIMARĂ NR. 1 SĂFTICA",142,BALOTEŞTI,100969,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:30:30",1296,1296,0,710,680,0,30,1400,690,680,25,16,3,6,5,8,2,9,2,102,28,336,3,34,76,2,48
25,ILFOV,"ŞCOALA PRIMARĂ NR. 1 SITARU",236,GRĂDIŞTEA,103443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:03:28",877,877,0,559,544,0,15,999,440,557,2,7,6,3,2,2,0,4,0,68,0,352,4,10,70,0,29
25,ILFOV,"SCOALA PRIMARA NR 1 VARTEJU",49,"ORAŞ MĂGURELE",179409,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:26:52",1099,1099,0,613,583,0,30,1200,587,587,26,11,8,2,7,8,3,11,2,76,16,328,3,22,60,3,27
25,ILFOV,"ŞCOALA PRIMARA NR. 1 VIDRA",285,VIDRA,105936,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:25:55",1404,1404,0,617,603,0,14,1550,933,588,29,13,7,13,7,9,3,2,6,77,0,391,7,14,0,2,37
25,ILFOV,"ŞCOALA PRIMARA NR. 1 VIDRA",284,VIDRA,105936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:22",632,632,0,340,325,0,15,700,360,323,17,10,5,1,0,8,0,1,0,60,7,192,1,15,12,0,11
25,ILFOV,"SCOALA PRIMARA NR. 2",144,BERCENI,101145,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:29:52",1711,1711,0,1226,1037,0,189,1850,624,1186,40,42,12,22,12,27,3,18,7,127,150,480,14,74,143,14,41
25,ILFOV,"SCOALA PRIMARA NR. 2",145,BERCENI,101145,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:37:32",1719,1719,0,1402,1227,0,175,1850,448,1356,46,42,9,15,11,27,5,8,0,155,60,837,1,46,77,8,55
25,ILFOV,"ŞCOALA PRIMARĂ NR. 2 BALOTEŞTI",139,BALOTEŞTI,100969,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:50:12",1564,1564,0,932,881,0,51,1700,770,901,29,40,4,5,4,6,7,13,5,101,100,349,4,49,172,7,35
25,ILFOV,"ŞCOALA PRIMARĂ NR.2 BALOTEŞTI",140,BALOTEŞTI,100969,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:30:33",1038,1038,0,566,566,0,0,1100,534,548,18,19,5,5,5,17,2,3,1,107,15,282,3,17,39,2,26
25,ILFOV,"SCOALA PRIMARA NR 2 DUMITRANA",48,"ORAŞ MĂGURELE",179409,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:25:47",991,991,0,627,608,0,19,1050,423,593,33,5,9,2,9,7,1,8,3,76,12,360,2,13,47,1,38
25,ILFOV,"SCOALA PRIMARA NR 2 OLTENI",189,CLINCENI,102035,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:31:42",1120,1120,0,601,570,0,31,1250,649,578,23,7,2,1,5,16,1,4,2,75,18,328,1,21,56,5,36
25,ILFOV,"ŞCOALA PRIMARĂ NR.2 OLTENI CLINCENI",190,CLINCENI,102035,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:57:18",1096,1096,0,584,558,0,26,1195,611,563,21,20,3,4,3,13,3,8,0,100,28,257,2,20,71,2,29
