precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","OLĂRAŞU COSMIN-ALIN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ TEODORA LUCACIU",181,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:22",941,935,0,6,0,397,391,0,6,0,373,24,1000,603,175,15,1,29,82,2,56,2,11
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ TEODORA LUCACIU",180,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:58",1118,1111,1,6,0,411,405,0,6,0,391,20,1200,789,179,5,3,17,69,5,87,5,21
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ VAȚA DE JOS",500,"VAŢA DE JOS",91795,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:17",805,788,0,7,10,504,487,0,7,10,488,16,850,346,212,1,0,15,164,0,88,1,7
22,HUNEDOARA,"ȘCOALA NR. 2",183,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:19",795,789,0,6,0,368,362,0,6,0,342,26,900,532,137,6,3,7,89,2,81,6,11
22,HUNEDOARA,"ŞCOALA PRIMARĂ",194,"ORAŞ CĂLAN",87424,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:48:18",483,476,0,5,2,215,208,0,5,2,208,7,500,285,67,3,1,7,82,4,33,4,7
22,HUNEDOARA,"ŞCOALA PRIMARĂ",195,"ORAŞ CĂLAN",87424,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:03:57",202,192,0,8,2,148,138,0,8,2,136,12,250,102,50,1,0,4,67,1,8,2,3
22,HUNEDOARA,"ŞCOALA PRIMARĂ BĂRĂŞTII-HAŢEGULUI",468,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:00",285,272,1,3,9,182,169,1,3,9,171,11,310,128,68,0,1,8,47,1,39,0,7
22,HUNEDOARA,"SCOALA PRIMARĂ BARU",267,BARU,87996,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:17:01",1641,1581,3,16,41,1047,989,1,16,41,984,63,1708,661,255,7,1,19,490,4,142,4,62
22,HUNEDOARA,"ȘCOALA PRIMARĂ BĂȚĂLAR",304,"BRETEA ROMÂNĂ",88644,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:36:58",206,194,0,7,5,145,133,0,7,5,133,12,223,78,82,1,0,6,17,1,21,3,2
22,HUNEDOARA,"ȘCOALA PRIMARĂ BIRTIN",501,"VAŢA DE JOS",91795,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:09",244,234,0,8,2,159,149,0,8,2,150,9,250,91,82,0,0,5,26,0,35,1,1
22,HUNEDOARA,"ȘCOALA PRIMARĂ BLĂJENI-VULCAN",288,BLĂJENI,88350,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:11:01",82,62,0,16,4,77,57,0,16,4,72,5,80,3,29,1,1,2,26,0,8,1,4
22,HUNEDOARA,"ŞCOALA PRIMARĂ BRĂDĂŢEL",331,BURJUC,89080,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:57",112,103,0,9,0,75,66,0,9,0,69,6,108,33,40,1,0,8,12,0,6,0,2
22,HUNEDOARA,"SCOALA PRIMARA BREAZOVA",452,SARMIZEGETUSA,91054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:17",146,142,0,3,1,118,114,0,3,1,113,5,140,22,44,1,0,5,38,0,11,1,13
22,HUNEDOARA,"ȘCOALA PRIMARĂ BUCEȘ-VULCAN",315,BUCEŞ,88788,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:50",162,155,0,2,5,128,121,0,2,5,124,4,180,52,34,0,0,1,61,1,22,1,4
22,HUNEDOARA,"ŞCOALA PRIMARĂ CÂMPU LUI NEAG",252,"ORAŞ URICANI",87139,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:39",423,408,0,8,7,227,212,0,8,7,212,15,500,273,104,1,0,10,42,5,39,0,11
22,HUNEDOARA,"ȘCOALA PRIMARĂ CĂZĂNEȘTI",502,"VAŢA DE JOS",91795,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:03:00",169,162,0,7,0,115,108,0,7,0,108,7,175,60,34,0,1,2,47,0,19,2,3
22,HUNEDOARA,"ŞCOALA PRIMARĂ CIGMAU",208,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:51",89,75,3,10,1,56,45,0,10,1,54,2,100,44,21,0,1,0,22,0,10,0,0
22,HUNEDOARA,"ŞCOALA PRIMARĂ CIOPEIA",470,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:24",350,337,0,7,6,214,201,0,7,6,193,21,380,166,116,2,0,10,34,0,27,1,3
22,HUNEDOARA,"ŞCOALA PRIMARĂ CIUNGANI",503,"VAŢA DE JOS",91795,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:02",186,175,1,8,2,141,130,1,8,2,130,10,185,45,47,0,0,4,37,0,36,1,5
22,HUNEDOARA,"ȘCOALA PRIMARĂ CLOPOTIVA",437,"RÂU DE MORI",90878,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:43",690,671,3,7,9,502,486,0,7,9,490,12,750,248,281,5,0,40,104,5,48,4,3
22,HUNEDOARA,"ȘCOALA PRIMARĂ CRIȘ",289,BLĂJENI,88350,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:17:25",253,222,1,24,6,205,175,0,24,6,194,11,250,45,101,1,0,4,57,0,28,2,1
22,HUNEDOARA,"ȘCOALA PRIMARĂ CRISTUR",45,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:16:08",1413,1403,0,8,2,673,663,0,8,2,646,17,1500,837,140,12,7,24,96,6,82,5,274
22,HUNEDOARA,"ȘCOALA PRIMARĂ CUCUIȘ",283,BERIU,88261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:14",117,108,0,7,2,72,63,0,7,2,67,5,120,48,12,0,1,3,43,1,5,1,1
22,HUNEDOARA,"ŞCOALA PRIMARĂ DUMBRAVA DE SUS",445,RIBIŢA,90805,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:11:26",66,50,1,11,4,42,26,1,11,4,41,1,58,16,24,0,0,1,8,0,8,0,0
22,HUNEDOARA,"ȘCOALA PRIMARĂ DUPĂPIATRĂ",316,BUCEŞ,88788,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:55:33",372,356,3,6,7,258,243,2,6,7,238,20,400,142,57,5,2,7,126,4,34,0,3
22,HUNEDOARA,"ŞCOALA PRIMARĂ FEDERI",418,PUI,90538,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:25:02",195,184,0,6,5,134,123,0,6,5,125,9,210,76,54,1,0,3,45,0,15,2,5
22,HUNEDOARA,"ŞCOALA PRIMARĂ FEREGI",341,CERBĂL,89151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:30:09",104,96,0,8,0,78,70,0,8,0,75,3,99,21,62,1,0,1,4,0,7,0,0
22,HUNEDOARA,"ŞCOALA PRIMARĂ GALAŢI",420,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:03",398,382,0,4,12,246,230,0,4,12,234,12,420,174,112,3,0,5,81,1,23,1,8
22,HUNEDOARA,"ȘCOALA PRIMARĂ GÂNȚAGA",307,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:38",228,223,0,5,0,156,151,0,5,0,149,7,243,87,82,2,0,6,10,0,45,1,3
22,HUNEDOARA,"ŞCOALA PRIMARĂ GELMAR",209,"ORAŞ GEOAGIU",89561,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:17:39",381,361,3,8,9,268,250,1,8,9,257,11,400,132,133,3,0,9,78,3,23,1,7
22,HUNEDOARA,"SCOALA PRIMARA GEOAGIU BAI",210,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:27",375,356,1,11,7,243,225,0,11,7,235,8,400,157,70,3,0,10,110,2,33,2,5
22,HUNEDOARA,"ŞCOALA PRIMARĂ GLODGHILEŞTI",332,BURJUC,89080,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:46",181,171,0,7,3,122,112,0,7,3,116,6,189,67,81,1,0,11,11,0,12,0,0
22,HUNEDOARA,"ȘCOALA PRIMARĂ GROHOȚELE",317,BUCEŞ,88788,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:07",169,157,2,8,2,137,125,2,8,2,129,8,180,43,32,2,1,1,78,0,10,2,3
22,HUNEDOARA,"ȘCOALA PRIMARĂ HĂȘDĂU",491,TOPLIŢA,91535,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:05",329,279,0,45,5,284,234,0,45,5,270,14,341,57,135,1,0,15,68,0,43,1,7
22,HUNEDOARA,"ŞCOALA PRIMARĂ HOBIŢA",421,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:24",160,151,0,6,3,123,114,0,6,3,118,5,170,47,35,1,0,4,57,0,17,0,4
22,HUNEDOARA,"SCOALA PRIMARA HOBITA-GRADISTE",453,SARMIZEGETUSA,91054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:09",108,98,1,6,3,80,71,0,6,3,73,7,90,10,21,1,0,3,42,1,4,0,1
22,HUNEDOARA,"ȘCOALA PRIMARĂ JOSANI",412,"PESTIŞU MIC",90431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:34:35",203,179,0,23,1,168,144,0,23,1,166,2,190,22,55,0,1,8,62,0,38,1,1
22,HUNEDOARA,"SCOALA PRIMARĂ LIVADIA",268,BARU,87996,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:24:59",556,520,1,5,30,351,316,1,5,29,336,15,600,249,55,0,1,10,180,0,60,1,29
22,HUNEDOARA,"ȘCOALA PRIMARĂ MĂCEU",308,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:24",267,263,0,4,0,169,165,0,4,0,155,14,283,114,98,1,1,6,20,0,24,3,2
22,HUNEDOARA,"ȘCOALA PRIMARĂ MĂNERĂU",413,"PESTIŞU MIC",90431,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:22:50",242,234,0,3,5,138,130,0,3,5,132,6,240,102,56,1,3,4,45,2,16,4,1
22,HUNEDOARA,"ȘCOALA PRIMARĂ MĂRTINEŞTI",398,MĂRTINEŞTI,90262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:20",227,210,0,11,6,151,134,0,11,6,138,13,229,78,61,1,2,14,24,1,29,1,5
22,HUNEDOARA,"ŞCOALA PRIMARĂ MUNCELU MIC",515,VEŢEL,91982,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:14:39",96,88,0,8,0,65,57,0,8,0,58,7,100,35,25,1,0,1,16,1,9,1,4
22,HUNEDOARA,"ŞCOALA PRIMARĂ NĂLAŢVAD",219,"ORAŞ HAŢEG",87576,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:27:45",352,336,0,11,5,231,215,0,11,5,222,9,393,162,80,3,0,14,73,3,44,2,3
22,HUNEDOARA,"ȘCOALA PRIMARĂ NANDRU",414,"PESTIŞU MIC",90431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:49:13",151,134,0,14,3,111,94,0,14,3,105,6,151,40,32,2,0,6,51,1,10,2,1
22,HUNEDOARA,"ŞCOALA PRIMARĂ NR. 1 FIZEŞTI",419,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:06",255,239,0,8,8,171,155,0,8,8,157,14,260,89,77,1,0,5,50,2,20,0,2
22,HUNEDOARA,"ȘCOALA PRIMARĂ NR. 3 PETRILA",236,"ORAŞ PETRILA",87077,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 08:54:03",1335,1322,1,12,0,806,794,0,12,0,760,46,1400,594,531,6,0,14,40,12,135,7,15
22,HUNEDOARA,"ȘCOALA PRIMARĂ NR. 4 PETRILA",237,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:51",552,545,0,7,0,342,335,0,7,0,333,9,800,458,231,4,1,13,25,4,47,6,2
22,HUNEDOARA,"ŞCOALA PRIMARĂ OCIU",504,"VAŢA DE JOS",91795,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:24",373,365,0,8,0,196,188,0,8,0,190,6,420,224,83,4,0,7,57,1,36,0,2
22,HUNEDOARA,"ŞCOALA PRIMARĂ OHABA PONOR",422,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:24:18",201,194,0,4,3,141,134,0,4,3,130,11,210,69,53,0,0,17,32,1,22,0,5
22,HUNEDOARA,"ȘCOALA PRIMARĂ ORĂȘTIOARA DE JOS",284,BERIU,88261,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:24",300,290,0,4,6,181,171,0,4,6,176,5,320,139,60,0,0,5,71,2,34,0,4
22,HUNEDOARA,"ȘCOALA PRIMARĂ PĂCLIȘA",495,TOTEŞTI,91624,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:43",545,491,0,33,21,383,329,0,33,21,366,15,525,144,275,2,1,13,24,0,35,2,14
22,HUNEDOARA,"ŞCOALA PRIMARĂ PEŞTIŞUL MARE",108,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:12:30",1007,1002,1,3,1,475,471,0,3,1,459,11,1100,625,236,7,1,33,45,8,76,9,44
22,HUNEDOARA,"ȘCOALA PRIMARĂ PIȘCHINȚI",448,ROMOS,90994,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:41:18",180,171,2,7,0,117,110,0,7,0,111,6,190,73,32,0,0,7,53,1,14,1,3
22,HUNEDOARA,"ȘCOALA PRIMARĂ PLOPI",310,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:08:41",218,213,0,1,4,151,146,0,1,4,146,5,237,86,81,1,0,3,17,16,23,0,5
22,HUNEDOARA,"ŞCOALA PRIMARĂ POIANA RĂCHIŢELII",342,CERBĂL,89151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:04:36",121,88,0,33,0,108,75,0,33,0,101,7,125,17,85,0,0,1,4,1,7,0,3
22,HUNEDOARA,"ŞCOALA PRIMARĂ PONOR",423,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:39",390,360,0,8,22,266,236,0,8,22,255,11,360,94,98,4,0,4,103,0,42,2,2
22,HUNEDOARA,"ŞCOALA PRIMARĂ PRĂVĂLENI",505,"VAŢA DE JOS",91795,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:23",232,221,1,8,2,171,161,0,8,2,167,4,245,74,90,0,0,2,45,0,27,1,2
22,HUNEDOARA,"ŞCOALA PRIMARĂ PRIHODIȘTE",506,"VAŢA DE JOS",91795,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:27",287,277,0,10,0,203,193,0,10,0,186,17,320,117,84,1,1,8,57,0,30,2,3
22,HUNEDOARA,"ŞCOALA PRIMARĂ RĂCĂŞTIA",109,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:52:46",528,521,1,5,1,233,227,0,5,1,210,9,600,381,75,5,1,3,21,2,35,11,57
22,HUNEDOARA,"ȘCOALA PRIMARĂ REEA",496,TOTEŞTI,91624,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:32",368,353,0,8,7,245,230,0,8,7,240,5,400,155,53,0,0,0,125,0,54,0,8
22,HUNEDOARA,"ȘCOALA PRIMARĂ REȚ",290,BLĂJENI,88350,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:50:43",85,69,1,12,3,75,60,0,12,3,72,3,80,5,35,2,0,4,20,1,8,0,2
22,HUNEDOARA,"ȘCOALA PRIMARĂ RIȘCULIȚA",257,"BAIA DE CRIŞ",87745,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:30:33",378,347,3,9,19,248,221,0,8,19,228,20,405,157,118,0,0,7,71,0,23,0,9
22,HUNEDOARA,"ȘCOALA PRIMARĂ ROMOȘEL",449,ROMOS,90994,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:00:05",596,572,9,9,6,396,379,2,9,6,368,28,647,251,101,1,0,18,174,6,57,3,8
22,HUNEDOARA,"ŞCOALA PRIMARĂ RUŞOR",425,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:14",262,255,0,4,3,200,193,0,4,3,189,11,300,100,82,0,0,2,76,0,26,1,2
22,HUNEDOARA,"ŞCOALA PRIMARĂ ŞEREL",426,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:03",348,344,0,1,3,238,234,0,1,3,227,11,390,152,100,1,0,11,64,0,47,1,3
22,HUNEDOARA,"ȘCOALA PRIMARĂ SIBIȘEL",286,BERIU,88261,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:20",608,592,0,6,10,370,354,0,6,10,358,12,622,252,45,7,2,30,184,2,69,5,14
22,HUNEDOARA,"ȘCOALA PRIMARĂ SIBIȘEL",439,"RÂU DE MORI",90878,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:30",324,313,0,5,6,243,232,0,5,6,232,11,350,107,130,0,1,4,43,4,37,12,1
22,HUNEDOARA,"ŞCOALA PRIMARĂ SÎNCRAI",198,"ORAŞ CĂLAN",87424,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:55",255,247,0,5,3,142,134,0,5,3,135,7,300,158,47,1,1,5,61,1,16,0,3
22,HUNEDOARA,"ŞCOALA PRIMARĂ SPINI",499,TURDAŞ,91688,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:15",251,237,0,9,5,143,129,0,9,5,130,13,246,103,54,3,0,3,46,1,19,0,4
22,HUNEDOARA,"ȘCOALA PRIMARĂ STĂNIJA",319,BUCEŞ,88788,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:03:48",328,308,2,9,9,233,215,0,9,9,228,5,339,106,32,3,0,11,152,0,25,2,3
22,HUNEDOARA,"ŞCOALA PRIMARĂ SUBCETATE",473,SÂNTĂMĂRIA-ORLEA,91232,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:52:28",478,458,1,10,9,348,328,1,10,9,335,13,511,163,135,3,0,50,33,2,108,0,4
22,HUNEDOARA,"ŞCOALA PRIMARĂ TÂMPA",271,BĂCIA,88047,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:52",659,652,0,7,0,432,425,0,7,0,416,16,715,283,233,14,5,16,46,3,80,5,14
22,HUNEDOARA,"ŞCOALA PRIMARĂ TÂRNAVA DE CRIȘ",507,"VAŢA DE JOS",91795,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:16",675,655,1,11,8,459,440,0,11,8,441,17,736,278,261,2,0,12,102,2,58,1,3
22,HUNEDOARA,"ȘCOALA PRIMARĂ ȚEBEA",258,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:14",554,535,0,8,11,335,316,0,8,11,322,13,588,253,87,2,3,6,161,0,28,1,34
22,HUNEDOARA,"ŞCOALA PRIMARĂ TOTIA",272,BĂCIA,88047,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:38:36",96,89,0,7,0,55,48,0,7,0,50,4,100,46,27,0,0,4,3,1,11,0,4
22,HUNEDOARA,"ȘCOALA PRIMARĂ TUȘTEA",366,"GENERAL BERTHELOT",91731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:42",208,202,0,5,1,160,154,0,5,1,147,13,230,70,30,0,0,4,76,0,27,0,10
22,HUNEDOARA,"ȘCOALA PRIMARĂ UNCIUC",440,"RÂU DE MORI",90878,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:09:09",177,167,0,4,6,142,132,0,4,6,136,6,200,58,98,1,0,1,22,0,13,1,0
22,HUNEDOARA,"ŞCOALA PRIMARĂ URIC",427,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:01",261,242,0,4,15,193,174,0,4,15,185,8,260,67,76,0,1,7,75,0,20,0,6
22,HUNEDOARA,"ȘCOALA PRIMARĂ VAIDEI",450,ROMOS,90994,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:29",555,535,4,11,5,317,301,0,11,5,296,21,592,275,53,2,3,34,116,5,72,2,9
22,HUNEDOARA,"ȘCOALA PRIMARĂ VÂLCELE",312,"BRETEA ROMÂNĂ",88644,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:44:56",220,202,0,8,10,177,159,0,8,10,171,6,234,57,130,0,0,0,10,0,29,0,2
22,HUNEDOARA,"ȘCOALA PRIMARĂ VÂLCELELE BUNE",313,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:24",313,296,3,6,8,239,223,2,6,8,232,7,345,106,125,1,3,7,49,0,42,2,3
22,HUNEDOARA,"SCOALA PRIMARĂ VALEA LUPULUI",269,BARU,87996,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:07:47",174,158,0,11,5,121,105,0,11,5,114,7,180,59,11,0,0,3,78,0,12,0,10
22,HUNEDOARA,"ȘCOALA PRIMARĂ VALEA NANDRULUI",415,"PESTIŞU MIC",90431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:43:37",152,122,0,22,8,125,95,0,22,8,121,4,150,25,36,1,0,5,63,0,12,0,4
22,HUNEDOARA,"ŞCOALA PRIMARĂ VĂLENI",213,"ORAŞ GEOAGIU",89561,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:04:24",51,40,0,8,3,33,22,0,8,3,32,1,73,40,16,0,0,1,9,0,5,0,1
22,HUNEDOARA,"SCOALA PRIMARA VĂLIOARA",435,RĂCHITOVA,90725,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:05",203,192,0,7,4,147,136,0,7,4,143,4,217,70,39,0,0,6,26,1,69,0,2
22,HUNEDOARA,"ŞCOALĂ PRIMARĂ VIILE NOI",20,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:09:23",817,806,2,9,0,372,363,0,9,0,361,11,1000,628,131,9,3,38,85,9,64,3,19
22,HUNEDOARA,"ŞCOALĂ PRIMARĂ VIILE NOI",19,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:01",860,844,6,10,0,386,376,0,10,0,330,56,1000,614,114,11,2,22,94,7,63,5,12
22,HUNEDOARA,"ŞCOALA SĂCEL",471,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:21",242,234,0,1,7,163,155,0,1,7,154,9,260,97,84,1,1,10,33,2,22,0,1
22,HUNEDOARA,"SC UNIVERSAL EDIL SA",127,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:31",817,806,0,11,0,311,300,0,11,0,298,13,900,589,181,8,2,8,41,1,48,0,9
22,HUNEDOARA,"SEDIUL PRIMARIEI GEOAGIU",204,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:19",1234,1185,5,12,32,780,736,0,12,32,753,27,1300,520,340,8,3,18,285,5,74,7,13
22,HUNEDOARA,"SEDIUL PRIMĂRIEI MUNICIPIULUI HUNEDOARA (FOSTA B.R.D.)",105,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:34",1565,1549,6,10,0,628,617,1,10,0,593,35,1700,1072,269,25,13,49,87,3,72,18,57
22,HUNEDOARA,"SERVICIUL PUBLIC DE ASISTENŢĂ SOCIALĂ",139,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:20:44",1579,1566,3,9,1,575,565,0,9,1,559,16,1750,1175,228,18,3,68,114,10,98,9,11
22,HUNEDOARA,"SPAȚIU ADMINISTRATIV BANPOTOC",377,HĂRĂU,89801,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:26",396,376,2,5,13,273,255,0,5,13,257,16,408,135,167,3,1,7,20,6,44,2,7
22,HUNEDOARA,"SPAȚIU ADMINISTRATIV BOCȘA MICĂ",344,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:36:28",92,85,0,7,0,74,67,0,7,0,70,4,100,26,16,0,2,4,34,0,11,3,0
22,HUNEDOARA,"SPAŢIUL ADMINISTRATIV AL PRIMĂRIEI MUNICIPIULUI DEVA",23,"MUNICIPIUL DEVA",86687,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:49:51",1265,1254,0,11,0,548,537,0,11,0,537,11,1398,850,182,15,7,88,140,12,60,7,26
22,HUNEDOARA,"SPCLEP LUPENI",114,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:40",1533,1524,1,8,0,606,598,0,8,0,563,43,1798,1192,307,15,7,33,69,6,83,8,35
22,HUNEDOARA,"STADIONUL CENTRAL",174,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:00",1198,1187,2,6,3,497,488,0,6,3,474,23,1300,803,198,14,15,21,110,2,91,5,18
22,HUNEDOARA,"STADIONUL ”MINERUL ANINOASA”",186,"ORAŞ ANINOASA",87219,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:40:00",844,840,1,2,1,405,401,1,2,1,371,34,1000,595,180,3,4,38,61,3,69,3,10
