county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","CHELEŞ NELU-DUMITRU-voturi","CHELEŞ NELU-DUMITRU-mandate-faza-1","CHELEŞ NELU-DUMITRU-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-mandate-g9","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","PARTIDUL VERDE-mandate-g9","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","GRIGORE GELU-voturi","GRIGORE GELU-mandate-faza-1","GRIGORE GELU-mandate-faza-2","PETRE-MARDALE IONUŢ-voturi","PETRE-MARDALE IONUŢ-mandate-faza-1","PETRE-MARDALE IONUŢ-mandate-faza-2","IVAN VALENTIN-MĂDĂLIN-voturi","IVAN VALENTIN-MĂDĂLIN-mandate-faza-1","IVAN VALENTIN-MĂDĂLIN-mandate-faza-2","SARIVAN MARIAN-CIPRIAN-voturi","SARIVAN MARIAN-CIPRIAN-mandate-faza-1","SARIVAN MARIAN-CIPRIAN-mandate-faza-2","STRÎMBIANU SORINA-voturi","STRÎMBIANU SORINA-mandate-faza-1","STRÎMBIANU SORINA-mandate-faza-2","RĂILEANU VALENTIN-SORIN-voturi","RĂILEANU VALENTIN-SORIN-mandate-faza-1","RĂILEANU VALENTIN-SORIN-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-1","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-2","PARTIDUL SOCIALIST ROMÂN-voturi","PARTIDUL SOCIALIST ROMÂN-mandate-faza-1","PARTIDUL SOCIALIST ROMÂN-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-mandate-faza-1","PARTIDUL ROMÂNIA PUTERNICĂ-mandate-faza-2","GĂLBINAŞ SORIN-voturi","GĂLBINAŞ SORIN-mandate-faza-1","GĂLBINAŞ SORIN-mandate-faza-2","LUNGU DĂNUŢ-IONUŢ-voturi","LUNGU DĂNUŢ-IONUŢ-mandate-faza-1","LUNGU DĂNUŢ-IONUŢ-mandate-faza-2","BRESCANU PETRICĂ-voturi","BRESCANU PETRICĂ-mandate-faza-1","BRESCANU PETRICĂ-mandate-faza-2","PÎRLEA SILVIU-voturi","PÎRLEA SILVIU-mandate-faza-1","PÎRLEA SILVIU-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","LINTAS NICOLAE-voturi","LINTAS NICOLAE-mandate-faza-1","LINTAS NICOLAE-mandate-faza-2","MATEESCU IOANA-voturi","MATEESCU IOANA-mandate-faza-1","MATEESCU IOANA-mandate-faza-2","MĂCRINEANU DAVID-voturi","MĂCRINEANU DAVID-mandate-faza-1","MĂCRINEANU DAVID-mandate-faza-2"
9,BRĂILA,GEMENELE,43242,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:40:14",1342,1319,0,0,23,834,811,0,0,23,808,26,1477,643,40,56,64,73,76,1,0,604,8,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,GRĂDIŞTEA,43279,2,FINAL,UAT,CL,CL_CE,"2024-06-12 19:04:28",1740,1619,0,51,70,1150,1029,0,51,70,1122,26,1982,832,56,78,89,102,963,9,0,85,0,1,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,GROPENI,43313,1,FINAL,UAT,CL,CL_CE,"2024-06-10 20:53:15",2681,2656,0,14,11,1770,1745,0,14,11,1670,78,2943,1195,83,116,133,118,947,8,0,587,4,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,JIRLĂU,43466,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:57:57",2442,2383,0,14,45,1337,1278,0,14,45,1302,35,2653,1316,65,91,104,116,68,0,0,1139,9,1,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,MĂRAŞU,43493,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:07:17",2068,2037,0,16,15,1359,1328,0,16,15,1288,71,2283,924,64,90,103,117,349,2,1,770,6,0,71,0,1,0,0,0,0,0,0,0,0,0,0,0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,MĂXINENI,43563,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:28:30",2612,2562,3,18,29,1543,1496,0,18,29,1482,61,2733,1190,74,103,118,109,160,1,1,1124,10,0,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,"MIRCEA VODĂ",43625,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:12:09",2570,2434,9,33,94,1666,1539,0,33,94,1603,59,2734,1068,80,112,128,139,994,7,0,536,3,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,"MOVILA MIRESII",43652,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:37:59",3209,3171,0,22,16,1918,1880,0,22,16,1836,79,3571,1655,91,128,146,139,636,4,0,1060,7,1,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,"MUNICIPIUL BRĂILA",42682,1,FINAL,UAT,CL,CL_CE,"2024-06-12 19:35:41",161256,159989,166,905,196,63114,62001,12,905,196,60870,2108,177614,114511,3043,4260,4869,2235,6187,2,1,34613,15,1,7380,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0,3242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699,0,0,370,0,0,4701,0,0,208,0,0,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,"ORAŞ FĂUREI",42753,2,FINAL,UAT,CL,CL_CE,"2024-06-11 21:11:46",3095,3026,1,28,40,2021,1953,0,28,40,1937,84,3372,1351,96,135,154,149,1039,6,1,736,4,1,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,"ORAŞ IANCA",43331,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:14:31",8637,8487,9,74,67,4839,4707,0,65,67,4688,151,9421,4582,234,328,375,267,1891,7,0,2390,8,1,273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,"ORAŞ ÎNSURĂŢEI",43411,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:17:26",5547,5503,0,34,10,2777,2733,0,34,10,2633,143,6042,3265,131,184,210,161,303,1,1,1481,9,0,249,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,2,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,RACOVIŢA,43698,2,FINAL,UAT,CL,CL_CE,"2024-06-13 12:59:28",827,788,0,26,13,586,547,0,26,13,514,43,849,292,25,35,41,57,171,3,0,71,1,0,113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,RÂMNICELU,43732,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:12:05",1522,1515,1,6,0,815,808,1,6,0,771,44,1736,921,38,53,61,67,77,1,0,600,8,1,60,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,ROMANU,43787,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:06:05",1466,1442,4,16,4,913,891,2,16,4,868,45,1545,632,43,60,69,76,483,6,0,301,3,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,ROŞIORI,43812,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:56:09",1941,1936,0,5,0,1021,1016,0,5,0,964,49,2131,1091,48,67,77,83,481,5,1,334,4,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,"SALCIA TUDOR",43867,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:13:51",1921,1892,0,27,2,1195,1166,0,27,2,1139,56,2106,911,56,79,91,91,227,2,0,462,5,0,321,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,"SCORŢARU NOU",43929,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:37:51",1010,994,4,5,7,628,616,0,5,7,584,41,1070,445,29,40,46,62,350,5,1,138,2,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,SILIŞTEA,43992,1,FINAL,UAT,CL,CL_CE,"2024-06-10 18:53:36",1493,1473,1,17,2,920,901,0,17,2,899,21,1611,691,44,62,71,81,186,2,0,650,8,0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,STĂNCUŢA,44060,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:00:48",2721,2645,3,34,39,1848,1775,0,34,39,1778,62,2923,1081,88,124,142,130,624,4,1,723,5,0,354,2,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,BRĂILA,SURDILA-GĂISEANCA,44113,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:04:40",1910,1847,1,16,46,1325,1262,1,16,46,1290,35,2045,720,64,90,103,117,1011,8,1,178,1,0,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
