precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"SCOALA PRIMARA BUDA",144,CORBIŢA,175787,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:36",389,384,0,5,0,259,254,0,5,0,242,17,423,164,149,3,4,74,11,1
41,VRANCEA,"SCOALĂ PRIMARA BURCIOAIA",71,"MUNICIPIUL ADJUD",174860,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 16:37:18",437,433,0,3,1,169,165,0,3,1,157,12,480,311,42,11,12,68,20,4
41,VRANCEA,"ȘCOALA PRIMARĂ CĂIATA",275,SIHLEA,177600,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:57:33",607,593,1,8,5,291,278,0,8,5,273,18,663,372,132,1,18,85,32,5
41,VRANCEA,"ŞCOALA PRIMARĂ CĂLIMĂNEŞTI",82,"ORAŞ MĂRĂŞEŞTI",174922,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:25",466,460,0,6,0,244,238,0,6,0,223,21,504,260,27,17,9,95,64,11
41,VRANCEA,"ȘCOALA PRIMARĂ CĂTĂUȚI",133,CHIOJDENI,175509,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 07:59:05",247,227,0,11,9,165,145,0,11,9,152,13,258,93,77,0,3,71,1,0
41,VRANCEA,"ȘCOALA PRIMARĂ CERBU",201,JITIA,176551,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:59",182,173,0,4,5,125,116,0,4,5,120,5,198,73,22,0,3,86,5,4
41,VRANCEA,"SCOALA PRIMARA CÎMPURI",124,CÂMPURI,175670,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 20:44:01",786,755,1,4,26,487,457,1,4,25,448,39,859,372,173,7,11,215,35,7
41,VRANCEA,"ŞCOALA PRIMARĂ CORNETU SALA A",280,"SLOBOZIA BRADULUI",177655,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:09:49",561,551,0,9,1,414,404,0,9,1,397,17,607,193,301,0,1,89,4,2
41,VRANCEA,"ŞCOALA PRIMARĂ CORNETU SALA B",281,"SLOBOZIA BRADULUI",177655,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:17:54",608,602,0,6,0,426,420,0,6,0,399,27,662,236,304,3,1,83,6,2
41,VRANCEA,"ȘCOALA PRIMARĂ COSTIȘA",297,TĂNĂSOAIA,177879,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:55",186,154,0,13,19,142,111,0,13,18,131,11,193,51,6,5,4,33,16,67
41,VRANCEA,"SCOALA PRIMARA COTESTI",148,COTEŞTI,175885,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:37",466,453,0,8,5,268,255,0,8,5,254,14,497,229,24,6,5,95,21,103
41,VRANCEA,"ȘCOALA PRIMARĂ DEALU LUNG",186,"GURA CALIŢEI",176338,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:07",310,299,0,6,5,201,190,0,6,5,181,20,335,134,120,3,0,50,7,1
41,VRANCEA,"SCOALA PRIMARA DIOCHETI-REDIU",219,MOVILIŢA,176793,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:44",561,550,0,9,2,302,291,0,9,2,257,45,611,309,37,6,28,97,29,60
41,VRANCEA,"ȘCOALA PRIMARĂ DUMITREȘTII DE SUS",158,DUMITREŞTI,175983,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:03:47",215,206,0,6,3,158,149,0,6,3,149,9,231,73,22,4,0,108,10,5
41,VRANCEA,"ȘCOALA PRIMARĂ DUMITREȘTII - FAȚĂ",159,DUMITREŞTI,175983,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:59:27",165,149,0,9,7,124,108,0,9,7,112,12,171,47,24,0,3,78,6,1
41,VRANCEA,"SCOALA PRIMARA FETESTI",126,CÂMPURI,175670,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:17",738,719,1,7,11,353,335,0,7,11,321,32,804,451,109,5,8,182,11,6
41,VRANCEA,"SCOALA PRIMARA FRECATEI",220,MOVILIŢA,176793,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:08",411,403,0,8,0,178,170,0,8,0,153,25,445,267,32,3,6,67,14,31
41,VRANCEA,"ȘCOALA PRIMARĂ GĂLOIEȘTI",160,DUMITREŞTI,175983,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:34:50",467,449,1,12,5,324,307,0,12,5,305,19,495,171,39,3,6,240,15,2
41,VRANCEA,"ŞCOALA PRIMARĂ HARET",83,"ORAŞ MĂRĂŞEŞTI",174922,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:33:24",537,530,0,5,2,304,297,0,5,2,276,28,585,281,94,31,5,55,57,34
41,VRANCEA,"ŞCOALA PRIMARĂ IVĂNCEŞTI",114,BOLOTEŞTI,175368,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:51:25",375,353,0,9,13,212,190,0,9,13,198,14,401,189,141,3,2,28,4,20
41,VRANCEA,"ȘCOALA PRIMARĂ LUNCILE",134,CHIOJDENI,175509,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:53",763,754,1,8,0,496,488,0,8,0,449,47,834,338,230,2,9,201,4,3
41,VRANCEA,"ȘCOALA PRIMARĂ MĂNASTIOARA",170,FITIONEŞTI,176150,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:22",481,472,0,9,0,256,247,0,9,0,242,14,519,263,72,3,13,94,29,31
41,VRANCEA,"ȘCOALA PRIMARĂ MOTNĂU",162,DUMITREŞTI,175983,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:55:51",235,217,0,7,11,188,170,0,7,11,177,11,258,70,40,1,0,115,16,5
41,VRANCEA,"ȘCOALA PRIMARĂ ”NICOLAE V. BĂLAN” LACU LUI BABAN",187,"GURA CALIŢEI",176338,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 09:03:04",346,326,0,6,14,211,191,0,6,14,180,31,374,163,94,3,17,41,6,19
41,VRANCEA,"SCOALA PRIMARA NOVACESTI",240,PĂUNEŞTI,177236,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:03:22",1467,1465,0,2,0,683,681,0,2,0,621,61,1611,929,277,113,29,104,75,23
41,VRANCEA,"ȘCOALA PRIMARĂ NR.1 RĂCHITAȘU",102,"ANDREIAŞU DE JOS",175126,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:57:46",528,509,0,15,4,298,279,0,15,4,279,14,561,263,57,0,0,199,16,7
41,VRANCEA,"SCOALA PRIMARA NR 2 MARGINEA",196,JARIŞTEA,176506,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:25",745,737,0,5,3,416,408,0,5,3,398,18,815,399,253,7,14,76,22,26
41,VRANCEA,"SCOALA PRIMARA PADURENI",197,JARIŞTEA,176506,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:01",394,381,0,10,3,213,200,0,10,3,205,8,421,208,159,0,5,32,9,0
41,VRANCEA,"ȘCOALA PRIMARĂ PĂVĂLARI",288,SPULBER,178965,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:13",102,96,0,6,0,70,64,0,6,0,68,2,105,35,40,1,1,19,6,1
41,VRANCEA,"ȘCOALA PRIMARĂ PLOPU",188,"GURA CALIŢEI",176338,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:38",270,265,0,5,0,162,157,0,5,0,154,8,292,130,109,0,1,32,10,2
41,VRANCEA,"ŞCOALA PRIMARĂ POIANA - SALA GRĂDINIȚEI",356,VRÂNCIOAIA,178750,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 08:32:35",648,516,0,108,24,474,342,0,108,24,440,34,595,121,298,3,10,100,20,9
41,VRANCEA,"ȘCOALA PRIMARĂ POIENIȚA",163,DUMITREŞTI,175983,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:10",176,159,0,6,11,148,132,0,6,10,146,2,185,37,14,1,0,126,4,1
41,VRANCEA,"ȘCOALA PRIMARĂ RĂIUȚI",265,REGHIU,177469,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:13:43",241,238,0,3,0,150,147,0,3,0,143,7,261,111,31,2,1,87,12,10
41,VRANCEA,"SCOALA PRIMARA RIMNICEANCA",334,VÂRTEŞCOIU,178689,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:11",259,252,1,6,0,149,143,0,6,0,147,2,278,129,35,1,8,85,9,9
41,VRANCEA,"SCOALA PRIMARA SAT ARGEA",246,PLOSCUŢENI,178894,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:05",390,381,0,4,5,220,211,0,4,5,202,18,418,198,63,4,4,124,2,5
41,VRANCEA,"SCOALA PRIMARA SCINTEIA",198,JARIŞTEA,176506,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:49",180,170,0,8,2,112,102,0,8,2,109,3,186,74,70,0,1,36,1,1
41,VRANCEA,"ŞCOALA PRIMARĂ ”SIRETU”",76,"ORAŞ MĂRĂŞEŞTI",174922,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:30:01",1911,1902,0,7,2,722,713,0,7,2,559,163,2099,1377,57,76,7,220,194,5
41,VRANCEA,"SCOALĂ PRIMARA SISCANI",73,"MUNICIPIUL ADJUD",174860,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:25:36",711,704,0,7,0,336,329,0,7,0,323,13,765,429,95,22,13,166,22,5
41,VRANCEA,"SCOALA PRIMARA SURLEA",239,PĂUNEŞTI,177236,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 08:40:34",1070,1060,0,9,1,470,460,0,9,1,423,38,1171,710,209,65,1,78,42,28
41,VRANCEA,"SCOALA PRIMARA TERCHESTI",254,POPEŞTI,178901,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:16:41",454,444,0,6,4,251,241,0,6,4,232,19,494,243,141,3,3,63,22,0
41,VRANCEA,"ȘCOALA PRIMARĂ TINOASA",164,DUMITREŞTI,175983,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:22:11",122,102,0,13,7,103,83,0,13,7,101,2,118,15,11,0,2,87,1,0
41,VRANCEA,"ȘCOALA PRIMARĂ TRESTIA",165,DUMITREŞTI,175983,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:45:00",115,105,0,5,5,90,80,0,5,5,88,2,122,32,19,1,1,58,8,1
41,VRANCEA,"SCOALA PRIMARA TROTUSANU",221,MOVILIŢA,176793,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:24:29",379,365,1,9,4,227,214,0,9,4,217,10,405,178,95,3,12,76,12,19
41,VRANCEA,"ȘCOALA PRIMARĂ TULBUREA",135,CHIOJDENI,175509,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 20:22:27",253,243,0,3,7,183,173,0,3,7,179,4,275,92,105,1,2,60,11,0
41,VRANCEA,"ŞCOALA PRIMARĂ URECHEŞTI",319,URECHEŞTI,178279,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:26",465,462,1,2,0,251,249,0,2,0,238,13,505,254,158,5,3,50,12,10
41,VRANCEA,"SCOALA PRIMARA VARSATURA",199,JARIŞTEA,176506,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:04",493,472,0,15,6,227,206,0,15,6,216,11,524,297,153,1,3,37,14,8
41,VRANCEA,"ȘCOALA PRIMARĂ VLADNICU DE SUS",299,TĂNĂSOAIA,177879,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:21:41",201,170,0,12,19,129,100,0,12,17,126,3,208,79,13,3,3,51,37,19
41,VRANCEA,"SCOALA RADACINESTI",146,CORBIŢA,175787,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:49",349,340,1,8,0,233,225,0,8,0,219,14,372,139,111,1,9,73,16,9
41,VRANCEA,"SCOALA SALCIA VECHE",141,CIORĂŞTI,175590,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:33",236,229,0,6,1,139,132,0,6,1,132,7,252,113,98,1,8,18,6,1
41,VRANCEA,"SCOALA SATU NOU",142,CIORĂŞTI,175590,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:30:40",192,182,0,10,0,107,97,0,10,0,99,8,200,93,69,2,5,14,9,0
41,VRANCEA,"SCOALA SLIMNIC",307,TÂMBOEŞTI,178046,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:06:26",1038,936,1,38,63,645,544,0,38,63,607,37,1111,467,466,4,8,95,21,13
41,VRANCEA,"SCOALA TRESTIENI",308,TÂMBOEŞTI,178046,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:05:10",153,120,0,21,12,108,75,0,21,12,105,3,146,38,96,0,1,8,0,0
41,VRANCEA,"SCOALA VADU ROSCA",364,VULTURU,178821,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:53:45",527,519,0,6,2,191,183,0,6,2,181,10,575,384,54,4,0,73,20,30
41,VRANCEA,"SCOALA VALEA COTESTI",151,COTEŞTI,175885,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:30:00",631,613,1,10,7,389,372,0,10,7,359,30,682,293,47,3,12,134,50,113
41,VRANCEA,"ȘCOALA VECHE SAT COSTIȘA",193,HOMOCEA,176445,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:10",300,293,0,7,0,150,143,0,7,0,141,9,324,174,112,5,5,16,3,0
41,VRANCEA,"SOALA DIN PIISCU-RADULUI",351,VIZANTEA-LIVEZI,178545,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:24",335,322,0,5,8,185,172,0,5,8,178,7,364,179,151,3,1,18,5,0
41,VRANCEA,"ȘOALA GIMNAZIALĂ PETRE MIRONESCU -MERA",211,MERA,176686,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:48:45",538,511,1,14,12,343,317,0,14,12,337,6,774,431,205,4,1,119,5,3
41,VRANCEA,"SPAȚII BIROURI JANDARMI",94,"ORAŞ PANCIU",175055,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:28:39",960,943,4,10,3,433,420,0,10,3,419,14,1037,604,157,6,24,108,51,73
41,VRANCEA,"STAȚIE DE AȘTEPTARE MICROBUZ",348,VINTILEASCA,178475,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:47:57",64,53,0,9,2,41,30,0,9,2,38,3,60,19,8,0,0,26,2,2
41,VRANCEA,"TEATRUL MUNICIPAL „MAIOR GHEORGHE PASTIA” FOCŞANI",2,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:11:35",1511,1501,4,6,0,700,694,0,6,0,672,27,1656,956,225,13,29,242,56,107
