county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","ANGHEL DĂNUŢ-voturi","ANGHEL DĂNUŢ-mandate-faza-1","ANGHEL DĂNUŢ-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","CĂLUGĂRESCU ROBERT-CONSTANTIN-voturi","CĂLUGĂRESCU ROBERT-CONSTANTIN-mandate-faza-1","CĂLUGĂRESCU ROBERT-CONSTANTIN-mandate-faza-2","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-voturi","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-mandate-faza-2","CIOBANU ILIE-voturi","CIOBANU ILIE-mandate-faza-1","CIOBANU ILIE-mandate-faza-2","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-mandate-faza-1","PARTIDUL ROMÂNIA ÎN ACȚIUNE-mandate-faza-2","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-1","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-2","VASILE SORIN-voturi","VASILE SORIN-mandate-faza-1","VASILE SORIN-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","RADU IOANA-voturi","RADU IOANA-mandate-faza-1","RADU IOANA-mandate-faza-2","CIOBOTARU MIHAI-GABRIEL-voturi","CIOBOTARU MIHAI-GABRIEL-mandate-faza-1","CIOBOTARU MIHAI-GABRIEL-mandate-faza-2","BĂDESCU GHEORGHE-voturi","BĂDESCU GHEORGHE-mandate-faza-1","BĂDESCU GHEORGHE-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PETRUŞ ELENA-SORINA-voturi","PETRUŞ ELENA-SORINA-mandate-faza-1","PETRUŞ ELENA-SORINA-mandate-faza-2","NIŢU MARGARETA-voturi","NIŢU MARGARETA-mandate-faza-1","NIŢU MARGARETA-mandate-faza-2","ONCESCU ARISTOTEL-MARIUS-voturi","ONCESCU ARISTOTEL-MARIUS-mandate-faza-1","ONCESCU ARISTOTEL-MARIUS-mandate-faza-2"
16,DÂMBOVIŢA,BUTIMANU,101564,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:56:56",1923,1799,1,105,18,1503,1379,1,105,18,1474,29,1995,492,73,103,117,134,119,0,1,1243,9,0,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,CÂNDEŞTI,66526,2,FINAL,UAT,CL,CL_CE,"2024-06-26 13:14:20",2304,2214,1,47,42,1658,1569,0,47,42,1615,32,2426,779,80,113,129,141,696,4,1,555,3,1,306,2,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,CIOCĂNEŞTI,101840,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:07:06",4155,4116,3,32,4,2961,2924,1,32,4,2864,97,4520,1559,143,200,229,184,94,0,0,1993,10,1,777,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,COBIA,66580,2,FINAL,UAT,CL,CL_CE,"2024-06-12 21:17:40",2551,2435,0,31,85,1730,1614,0,31,85,1705,25,2680,950,85,119,136,152,132,0,1,1275,8,0,273,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,COJASCA,66697,2,FINAL,UAT,CL,CL_CE,"2024-06-11 18:15:52",6021,5896,2,74,49,4023,3901,0,74,48,3804,204,6536,2513,190,266,304,244,2506,10,0,1162,4,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,COMIŞANI,66731,1,FINAL,UAT,CL,CL_CE,"2024-06-10 16:26:16",4285,4231,5,11,38,2586,2537,0,11,38,2517,69,4659,2073,125,176,201,167,249,1,0,1759,10,1,180,1,0,329,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,CONŢEŞTI,66768,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:26:45",3368,3329,2,22,15,1667,1630,0,22,15,1596,71,3677,2000,79,111,127,122,99,0,1,1275,10,0,222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"CORBII MARI",66857,2,FINAL,UAT,CL,CL_CE,"2024-06-27 10:19:30",6256,6212,5,39,0,3934,3895,0,39,0,3778,156,6862,2928,188,264,302,251,381,1,0,3181,12,1,216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,CORNĂŢELU,66955,2,FINAL,UAT,CL,CL_CE,"2024-06-12 16:47:29",1210,1085,0,93,32,886,761,0,93,32,854,32,1169,283,42,59,68,94,289,3,0,565,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,CORNEŞTI,67014,1,FINAL,UAT,CL,CL_CE,"2024-06-10 17:12:19",5023,4853,5,141,24,3150,2985,0,141,24,3045,104,5366,2217,152,213,243,203,277,1,1,1222,6,0,271,1,0,1275,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"COSTEŞTII DIN VALE",67121,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:19:25",2640,2598,0,12,30,1778,1736,0,12,30,1714,64,2896,1118,85,119,137,131,692,5,0,1022,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,CRÂNGURILE,67167,2,FINAL,UAT,CL,CL_CE,"2024-06-12 11:01:44",2705,2688,1,16,0,1810,1793,1,16,0,1689,120,2952,1143,84,118,135,121,557,4,1,918,7,1,82,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,CREVEDIA,102286,2,FINAL,UAT,CL,CL_CE,"2024-06-12 18:24:56",5590,5216,17,325,32,3847,3489,1,325,32,3682,163,5727,1880,184,257,294,245,1193,4,1,1638,6,1,251,1,0,600,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,DĂRMĂNEŞTI,67256,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:42:54",3762,3733,6,6,17,2182,2159,0,6,17,2095,87,4144,1962,104,146,167,161,1206,7,1,344,2,0,234,1,0,311,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,DOBRA,67292,3,FINAL,UAT,CL,CL_CE,"2024-06-26 13:29:49",2922,2865,0,24,33,1909,1852,0,24,33,1863,46,3188,1279,93,130,149,143,471,3,0,1392,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,DOICEŞTI,65413,2,FINAL,UAT,CL,CL_CE,"2024-06-13 13:48:56",3889,3832,5,18,34,2230,2178,0,18,34,2169,56,4256,2026,108,151,173,166,487,2,1,1682,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,DRAGODANA,67327,2,FINAL,UAT,CL,CL_CE,"2024-06-12 15:31:23",5519,5390,3,78,48,3440,3314,0,78,48,3328,112,5981,2541,166,232,266,221,1042,4,1,1845,8,0,441,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,DRAGOMIREŞTI,67407,2,FINAL,UAT,CL,CL_CE,"2024-06-25 10:51:32",7352,7312,7,33,0,3978,3943,2,33,0,3831,147,8039,4061,191,268,306,235,366,1,1,2701,11,0,460,1,1,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,FINTA,67470,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:39:58",3282,3223,0,35,24,2141,2082,0,35,24,2071,70,3542,1401,103,144,165,159,1018,6,1,378,2,0,0,0,0,675,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,GLODENI,67522,2,FINAL,UAT,CL,CL_CE,"2024-06-12 18:50:17",3327,3315,1,3,8,1999,1988,0,3,8,1940,59,3657,1658,97,135,155,133,992,7,0,744,5,1,60,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"GURA FOII",65707,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:56:51",1873,1805,2,31,35,1433,1365,2,31,35,1388,43,1983,552,69,97,111,126,584,4,1,804,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"GURA OCNIŢEI",67595,2,FINAL,UAT,CL,CL_CE,"2024-06-25 13:21:03",5908,5876,5,17,10,3127,3099,1,17,10,3007,120,6481,3354,150,210,240,188,811,4,0,1128,6,0,887,4,1,137,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"GURA ŞUŢII",67648,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:18:28",4194,4075,2,4,113,2422,2306,1,4,111,2326,96,4618,2196,116,162,186,150,71,0,0,2011,13,0,244,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,HULUBEŞTI,67675,2,FINAL,UAT,CL,CL_CE,"2024-06-13 11:18:46",2587,2569,0,16,2,1668,1650,0,16,2,1623,43,2815,1147,81,113,129,124,502,4,0,696,5,0,210,1,1,215,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,IEDERA,65869,1,FINAL,UAT,CL,CL_CE,"2024-06-11 19:27:12",3130,3099,2,26,3,1821,1791,1,26,3,1755,66,3416,1595,87,122,140,130,634,4,1,699,5,0,190,1,1,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,"I. L. CARAGIALE",67737,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:00:54",5404,5348,2,19,35,2986,2934,0,19,33,2849,129,5889,2911,142,199,227,189,1195,6,0,1412,7,1,242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,LUCIENI,67773,2,FINAL,UAT,CL,CL_CE,"2024-06-12 20:11:32",2534,2504,1,29,0,1574,1545,0,29,0,1523,49,2749,1175,76,106,121,129,209,1,0,1119,8,1,99,0,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DÂMBOVIŢA,LUDEŞTI,67835,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:25:30",3915,3898,2,14,1,2127,2112,0,14,1,1998,129,4285,2158,99,139,159,133,326,2,0,1293,9,1,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
