precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GIUBEGA GHEORGHE-FLORIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","FODOR ASTRID-CORA-FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","BIBU ADRIAN-COSMIN-PARTIDUL NAȚIONAL LIBERAL-voturi","SUCIU SEBASTIAN-ILIE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ZARĂ IOAN-ŞTEFAN-PARTIDUL ECOLOGIST ROMÂN-voturi","FARAON CIPRIAN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","MARINESCU CRISTIAN-MIHAI-PARTIDUL PATRIOȚILOR-voturi","CIBU DEACONU RUXANDRA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","GĂVOZDEA LUCIAN-ALEXANDRU-voturi"
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 43",104,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:00:39",1353,1344,3,6,0,497,491,0,6,0,485,12,1494,997,48,193,39,30,12,9,13,49,92
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 43",103,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:49:37",1540,1522,4,14,0,672,658,0,14,0,654,18,1684,1012,58,254,82,47,17,10,14,73,99
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",105,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:27:46",1582,1566,4,12,0,628,616,0,12,0,620,8,1725,1091,48,213,88,50,13,10,13,64,121
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",106,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:44:06",1545,1535,6,4,0,634,630,0,4,0,621,13,1698,1064,47,231,65,47,13,11,5,72,130
34,SIBIU,"LICEUL DE ARTĂ SIBIU",40,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:18:46",752,698,20,5,29,274,238,2,5,29,268,6,794,520,34,90,31,24,3,3,1,22,60
34,SIBIU,"LICEUL DE ARTĂ SIBIU",41,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:15:51",862,831,9,15,7,295,269,4,15,7,285,8,941,648,23,100,36,23,6,4,8,14,71
34,SIBIU,"LICEUL TEHNOLOGIC CONSTRUCȚII ŞI ARHITECTURĂ CAROL I SIBIU",10,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:16:24",1029,919,38,30,42,506,436,0,28,42,429,7,1055,619,43,177,42,21,6,9,8,33,90
34,SIBIU,"LICEUL TEHNOLOGIC CONSTRUCȚII ȘI ARHITECTURĂ CAROL I SIBIU",11,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:08:34",1608,1594,9,5,0,600,595,0,5,0,598,2,1765,1165,35,211,94,44,6,5,24,82,97
34,SIBIU,"LICEUL TEHNOLOGIC HENRI COANDĂ",28,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:32:09",963,952,3,6,2,429,421,0,6,2,420,9,1049,620,21,180,45,50,10,9,9,36,60
34,SIBIU,"LICEUL TEHNOLOGIC HENRI COANDĂ",29,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:58:00",1595,1584,3,8,0,532,524,0,8,0,523,9,1748,1216,53,201,51,58,10,15,17,46,72
34,SIBIU,"LICEUL TEHNOLOGIC HENRI COANDĂ",27,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:58:41",1009,1000,3,6,0,372,366,0,6,0,367,5,1107,735,35,150,37,29,10,5,10,39,52
34,SIBIU,"LICEUL TEORETIC CONSTANTIN NOICA",97,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:12",1223,1219,1,3,0,480,477,0,3,0,460,20,1355,875,45,179,39,25,6,7,10,58,91
34,SIBIU,"LICEUL TEORETIC CONSTANTIN NOICA",96,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:19",1177,1170,1,6,0,459,453,0,6,0,448,11,1288,829,47,179,47,23,11,6,11,62,62
34,SIBIU,"LICEUL TEORETIC CONSTANTIN NOICA",98,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:13",1292,1284,5,3,0,517,514,0,3,0,499,18,1443,926,37,204,53,19,3,6,11,38,128
34,SIBIU,"LICEUL TEORETIC ONISIFOR GHIBU",49,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:27",1152,1137,9,6,0,507,500,1,6,0,498,9,1263,756,55,201,47,28,5,6,8,41,107
34,SIBIU,PĂLTINIŞ,107,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:47:43",33,19,0,14,0,15,1,0,14,0,15,0,71,56,3,2,3,1,0,0,0,1,5
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI",25,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:32:13",1655,1643,4,8,0,799,791,0,8,0,789,10,1820,1021,62,309,87,52,19,27,10,83,140
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI",26,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:58:16",1492,1480,6,6,0,728,722,0,6,0,716,12,1638,903,54,281,64,55,13,32,19,49,149
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI CU STRUCTURA ŞCOALA GIMNAZIALĂ NR. 11",23,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:46:21",1577,1564,9,4,0,540,535,1,4,0,527,13,1738,1198,45,218,52,47,10,15,13,37,90
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI CU STRUCTURA ŞCOALA GIMNAZIALĂ NR. 11",24,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:38",1738,1718,15,5,0,668,659,4,5,0,660,8,1906,1238,61,266,85,56,7,21,12,51,101
34,SIBIU,"ŞCOALA GIMNAZIALĂ ION LUCA CARAGIALE",62,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:49",1422,1377,33,12,0,724,710,2,12,0,716,8,1560,836,21,259,102,30,10,8,17,75,194
34,SIBIU,"ŞCOALA GIMNAZIALĂ ION LUCA CARAGIALE",63,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:46:07",1195,1170,15,9,1,566,553,3,9,1,553,13,1309,743,20,213,96,17,13,11,11,53,119
34,SIBIU,"ŞCOALA GIMNAZIALĂ ION LUCA CARAGIALE",64,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:41:49",1190,1141,43,6,0,602,594,2,6,0,594,8,1308,702,29,244,60,16,6,12,8,66,153
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",95,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:28",963,951,5,7,0,367,360,0,7,0,365,2,1061,694,36,145,34,25,6,3,9,34,73
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",94,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:20",1231,1221,5,5,0,521,516,0,5,0,513,8,1351,830,35,200,60,21,13,6,8,51,119
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",93,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:29:31",1286,1282,0,4,0,541,537,0,4,0,539,2,1420,879,67,210,63,33,7,2,10,45,102
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",92,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:34:42",1274,1263,2,9,0,522,513,0,9,0,512,10,1410,888,48,204,45,22,10,9,10,42,122
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",52,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:28:06",1475,1464,4,7,0,624,616,1,7,0,612,12,1620,995,41,253,56,26,15,15,10,72,124
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",53,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:15:04",1668,1641,14,13,0,834,820,1,13,0,820,14,1835,1001,44,311,103,29,7,24,10,77,215
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",51,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:19:07",1400,1395,1,4,0,633,629,0,4,0,619,14,1595,962,56,274,49,29,5,15,9,53,129
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",50,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:00:00",1379,1366,10,3,0,629,626,0,3,0,617,12,1535,906,37,287,82,33,4,12,9,70,83
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.10",4,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:22:44",1525,1514,5,6,0,637,631,0,6,0,621,16,1668,1031,44,215,70,40,4,8,11,82,147
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.10",5,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:47:51",1718,1697,10,11,0,726,715,0,11,0,707,19,1902,1176,43,277,81,44,7,13,22,72,148
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.10",3,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:42:28",1762,1722,30,10,0,744,733,1,10,0,733,11,1947,1203,46,275,82,49,11,7,18,84,161
34,SIBIU,"ȘCOALA GIMNAZIALĂ NR.10",6,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:31:48",1268,1255,9,4,0,533,528,1,4,0,532,1,1397,864,22,202,56,18,6,6,10,76,136
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 10 CU STRUCTURA GRADINIŢA CU PROGRAM PRELUNGIT NR. 20",2,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:48:58",1854,1824,17,13,0,713,698,2,13,0,689,24,2027,1314,59,267,83,35,16,17,29,49,134
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 10 CU STRUCTURA GRADINIŢA CU PROGRAM PRELUNGIT NR. 20",1,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:39:54",1937,1916,17,4,0,656,652,0,4,0,639,17,2163,1507,40,260,70,52,9,9,23,64,112
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.13",13,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:58:38",1173,1166,0,7,0,459,452,0,7,0,448,11,1288,829,54,188,45,29,3,6,9,49,65
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.13",14,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:16",1196,1185,1,9,1,542,532,0,9,1,533,9,1306,764,50,249,58,31,10,10,7,28,90
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.13",12,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:00:54",1023,1016,4,3,0,454,451,0,3,0,441,8,1125,671,22,202,54,17,4,9,7,39,87
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 13 CU STRUCTURA ŞCOALA GIMNAZIALĂ NR. 12",8,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:28",1623,1613,8,2,0,705,703,0,2,0,694,11,1805,1100,39,295,71,34,7,18,18,71,141
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 13 CU STRUCTURA ŞCOALA GIMNAZIALĂ NR. 12",9,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:09:06",1475,1469,5,1,0,659,658,0,1,0,648,11,1622,963,38,271,95,37,9,20,18,53,107
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 13 CU STRUCTURA ŞCOALA GIMNAZIALĂ NR. 12",7,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:25",1629,1604,15,10,0,719,709,0,10,0,709,10,1785,1066,54,309,91,34,8,12,18,95,88
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.18",21,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:23:58",1758,1753,0,5,0,750,745,0,5,0,740,10,1970,1220,42,326,76,57,15,10,11,46,157
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.18",22,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:07",1678,1636,5,2,35,728,693,0,2,33,710,18,1830,1102,40,303,81,46,9,18,22,65,126
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.2",38,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:49",999,979,8,12,0,350,338,0,12,0,342,8,1108,758,32,110,31,33,4,5,8,43,76
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 21",88,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:41:53",1208,1192,6,10,0,517,507,0,10,0,508,9,1338,821,38,202,62,26,10,5,8,60,97
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 21",90,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:00:32",916,913,1,2,0,390,388,0,2,0,381,9,1010,620,33,152,45,24,2,5,2,45,73
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 21",91,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:43",1082,1068,0,14,0,415,401,0,14,0,404,6,1193,783,34,155,30,26,9,8,7,40,95
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 21",89,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:40:34",883,873,3,6,1,376,370,0,5,1,370,6,960,584,30,131,44,23,4,2,14,48,74
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.23",15,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:12:05",1855,1855,0,0,0,886,886,0,0,0,875,11,2100,1214,47,345,126,52,13,14,20,70,188
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.23",17,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:02:05",556,537,12,7,0,544,537,0,7,0,532,12,1738,1194,37,215,79,43,13,6,18,40,81
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.23",16,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:22:34",1769,1750,13,6,0,673,667,0,6,0,659,13,1950,1278,45,240,86,72,11,7,16,64,118
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 25",58,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:06:42",1213,1205,3,5,0,502,497,0,5,0,497,5,1332,830,28,212,53,28,7,15,22,52,80
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 25",61,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:50",1577,1569,3,5,0,674,669,0,5,0,663,11,1760,1086,43,295,79,32,7,15,24,73,95
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 25",60,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:43",1186,1171,9,6,0,537,529,2,6,0,528,9,1311,774,33,209,65,36,10,14,18,51,92
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 25",59,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:23:08",1213,1203,2,8,0,524,516,0,8,0,506,18,1352,828,38,243,48,23,5,5,21,45,78
34,SIBIU,"ȘCOALA GIMNAZIALĂ NR.2 SIBIU",36,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:24",1229,1212,6,10,1,473,460,2,10,1,463,10,1345,872,38,162,52,23,6,12,12,39,119
34,SIBIU,"ȘCOALA GIMNAZIALĂ NR.2 SIBIU",37,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:50:47",994,942,29,8,15,448,425,0,8,15,438,10,1068,620,29,185,52,26,9,5,3,25,104
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.4",71,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:06:09",1130,1122,5,3,0,507,503,1,3,0,501,6,1244,737,29,180,56,24,14,8,6,62,122
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.4",72,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:17",1411,1385,21,4,1,651,644,2,4,1,641,10,1548,897,41,298,69,26,5,7,8,70,117
