precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"SCOALA FOCŞĂNEI",394,"VADU PAŞII",49956,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:54:27",1438,1426,0,6,6,869,857,0,6,6,848,21,1606,737,41,338,414,0,0,15,40
10,BUZĂU,"ŞCOALA GĂVĂNEŞTI",343,SĂGEATA,49073,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:14:02",770,723,0,14,33,478,432,0,14,32,456,22,830,352,69,45,316,3,5,15,3
10,BUZĂU,"ŞCOALA GENERALĂ",120,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:50",561,554,1,6,0,354,348,0,6,0,334,20,610,256,33,59,232,2,1,3,4
10,BUZĂU,"ŞCOALA GENERALĂ BĂDILA",307,PÂRSCOV,48557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:54",651,643,0,6,2,299,291,0,6,2,278,21,710,411,26,85,142,0,3,12,10
10,BUZĂU,"ŞCOALA GENERALĂ CĂLDĂRĂŞTI",131,"ORAŞ POGOANELE",48744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:51",1430,1356,0,18,56,993,919,0,18,56,932,61,1568,575,394,93,401,5,9,9,21
10,BUZĂU,"ŞCOALA GENERALA CIORANCA",290,"MOVILA BANULUI",47774,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:33:16",192,184,1,4,3,136,129,0,4,3,127,9,210,74,11,53,58,0,0,3,2
10,BUZĂU,"SCOALA GENERALA DIN POTIRNICHESTI",318,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:32",429,415,3,9,2,221,210,0,9,2,214,7,460,239,24,37,109,7,0,16,21
10,BUZĂU,"ŞCOALA GENERALĂ GRECEANCA",172,BREAZA,45619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:21",743,730,0,3,10,367,354,0,3,10,341,26,820,453,40,57,190,1,1,26,26
10,BUZĂU,"SCOALA GENERALA MARACINENI",268,MĂRĂCINENI,47373,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:56:34",1470,1467,0,3,0,809,806,0,3,0,699,46,1610,801,81,82,456,11,0,0,69
10,BUZĂU,"ŞCOALA GENERALĂ MĂRĂCINENI",269,MĂRĂCINENI,47373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:53",1265,1261,0,4,0,616,612,0,4,0,582,34,1377,761,75,63,338,6,10,30,60
10,BUZĂU,"ŞCOALA GENERALĂ NR.2 POGOANELE",130,"ORAŞ POGOANELE",48744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:16:22",1417,1372,1,13,31,955,910,1,13,31,878,77,1511,556,311,144,321,10,4,31,57
10,BUZĂU,"ŞCOALA GENERALĂ PLEŞI",156,BISOCA,45245,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:48",317,313,0,4,0,203,199,0,4,0,199,4,400,197,10,41,143,1,1,2,1
10,BUZĂU,"ŞCOALA GENERALĂ POTOCENI",272,MĂRĂCINENI,47373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:22:19",1830,1823,1,3,3,988,982,0,3,3,941,47,2010,1022,104,129,572,6,20,36,74
10,BUZĂU,"SCOALA GENERALA PRUNENI",418,ZĂRNEŞTI,50415,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:31",296,268,1,22,5,218,190,1,22,5,205,9,325,111,8,113,69,1,3,4,7
10,BUZĂU,"ŞCOALA GENERALĂ ROBEŞTI",309,PÂRSCOV,48557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:18",465,454,0,6,5,258,247,0,6,5,253,5,520,262,21,50,150,1,6,14,11
10,BUZĂU,"ŞCOALA GENERALĂ SĂRILE",158,BISOCA,45245,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:52",368,363,0,5,0,209,204,0,5,0,168,41,400,191,11,43,111,0,1,1,1
10,BUZĂU,"ŞCOALA GENERALĂ, SATUL SUDIŢI",319,"POŞTA CÂLNĂU",48771,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:55:22",1443,1420,0,4,19,832,810,0,4,18,788,44,1504,672,72,168,414,6,20,68,40
10,BUZĂU,"ŞCOALA GENERALĂ ZILIŞTEANCA",320,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:30",1061,1043,1,5,12,610,593,0,5,12,580,30,1277,667,51,137,311,7,4,24,46
10,BUZĂU,"ŞCOALĂ GIMNAZIALĂ",127,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:23:56",1180,1174,0,6,0,670,664,0,6,0,633,37,1301,631,109,157,313,3,14,11,26
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ALBEŞTI",366,SMEENI,49545,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:24:56",689,683,0,6,0,348,342,0,6,0,327,21,700,352,48,45,208,2,3,11,10
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ALEXANDRU ODOBESCU",175,BUDA,45673,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:05:51",902,865,0,17,20,552,515,0,17,20,500,52,970,415,38,71,359,2,2,13,15
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ALUNIȘ",219,COLŢI,46439,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:52:05",117,109,0,8,0,88,80,0,8,0,81,7,121,33,4,9,66,0,0,0,2
10,BUZĂU,"ŞCOALA GIMNAZIALA BĂBENI ”ION ARISTOTEL”",381,TOPLICENI,49769,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:14",825,801,1,14,9,443,420,0,14,9,396,47,900,457,53,50,230,9,5,14,35
10,BUZĂU,"ŞCOALA GIMNAZIALA BISCA-CHIOJDULUI",201,CHIOJDU,46180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:25",904,854,0,16,34,619,569,0,16,34,596,23,980,361,28,117,431,3,5,10,2
10,BUZĂU,"SCOALA GIMNAZIALA BÎSCENII DE SUS",180,CALVINI,45753,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:28",726,688,0,8,30,505,468,0,8,29,423,42,800,335,43,123,215,4,4,15,19
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BOBOC",214,COCHIRLEANCA,46377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:48",1317,1309,0,8,0,805,797,0,8,0,776,29,1440,635,82,421,236,0,11,15,11
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BOLDU",162,BOLDU,45361,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:56",813,765,1,13,34,523,476,0,13,34,492,31,950,427,29,67,328,18,6,13,31
10,BUZĂU,"ŞCOALA GIMNAZIALĂ BOZIORU",163,BOZIORU,45389,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:41",537,447,0,68,22,410,320,0,68,22,370,40,509,99,21,107,217,7,2,14,2
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BRĂTILEȘTI",169,BRĂEŞTI,45539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:31",1015,994,0,4,17,683,662,0,4,17,628,55,1098,415,35,220,334,3,12,11,13
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CAPITAN AVIATOR MIRCEA T. BĂDULESCU”",60,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:49",1234,1225,5,4,0,501,497,0,4,0,477,24,1300,799,48,58,241,14,9,22,85
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CAPITAN AVIATOR MIRCEA T. BĂDULESCU”",61,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:54",1113,1104,1,8,0,506,498,0,8,0,478,28,1200,694,36,62,255,10,14,18,83
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CĂPITAN AVIATOR MIRCEA T. BĂDULESCU”",59,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:49",1365,1346,3,16,0,640,624,0,16,0,615,25,1500,860,60,86,293,8,19,42,107
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”CĂPITAN AVIATOR MIRCEA T. BĂDULESCU”",58,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:07:50",1244,1239,1,4,0,614,610,0,4,0,601,13,1400,786,60,89,297,8,8,29,110
10,BUZĂU,"ȘCOALA GIMNAZIALĂ C.A.ROSETTI",181,"C.A. ROSETTI",45815,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:56",647,645,0,2,0,412,410,0,2,0,385,27,710,298,42,108,204,5,3,13,10
10,BUZĂU,"ŞCOALA GIMNAZIALĂ CIUTA",267,MĂGURA,47337,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:26",679,663,0,5,11,490,474,0,5,11,449,41,683,193,76,24,324,0,3,14,8
10,BUZĂU,"SCOALA GIMNAZIALA COCHIRLEANCA NR.1",212,COCHIRLEANCA,46377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:54",1242,1219,0,17,6,779,756,0,17,6,726,53,1343,564,319,152,226,1,2,9,17
10,BUZĂU,"SCOALA GIMNAZIALA COCHIRLEANCA NR.2",213,COCHIRLEANCA,46377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:54",800,788,0,5,7,534,522,0,5,7,505,29,880,346,257,80,149,2,0,7,10
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COLȚI",218,COLŢI,46439,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:42",350,337,0,7,6,273,260,0,7,6,241,32,382,109,23,43,145,0,5,6,19
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COLȚII DE JOS",220,COLŢI,46439,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:36",231,222,0,5,4,169,160,0,5,4,151,18,237,68,14,41,82,1,4,3,6
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COMUNA BRĂDEANU",165,BRĂDEANU,45496,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:44",876,861,0,2,13,573,558,0,2,13,545,28,950,377,25,217,274,4,8,5,12
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COMUNA BRĂEŞTI",168,BRĂEŞTI,45539,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:55:19",356,336,0,5,15,276,256,0,5,15,226,30,402,146,12,51,152,0,4,0,7
10,BUZĂU,"ŞCOALA GIMNAZIALA COMUNA SIRIU, JUDETUL BUZAU,DIN SATUL LUNCA JARISTEI",361,SIRIU,49484,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:07:52",1393,1363,0,6,24,961,931,0,6,24,911,50,1500,539,68,199,557,9,12,42,24
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN POPESCU” FUNDENI",417,ZĂRNEŞTI,50415,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:21:57",1877,1831,3,16,27,1167,1130,0,16,21,1081,86,2000,833,89,438,371,7,20,30,126
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COSTEȘTI",222,COSTEŞTI,46484,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:52",1304,1292,2,10,0,719,709,0,10,0,674,45,1420,701,85,90,432,2,3,29,33
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COȚATCU",314,PODGORIA,48682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:15",967,936,0,9,22,589,558,0,9,22,561,28,1021,432,56,71,341,6,4,21,62
10,BUZĂU,"ȘCOALA GIMNAZIALĂ DR. ILIE PAVEL",82,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:44",1815,1810,0,5,0,735,730,0,5,0,657,78,2000,1265,77,103,424,7,4,38,4
10,BUZĂU,"SCOALA GIMNAZIALA ”DUMITRU I. IONESCU” CALVINI",178,CALVINI,45753,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:29:32",1555,1517,0,12,26,901,863,0,12,26,683,218,1680,779,56,205,323,0,5,18,76
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”DUMITRU N. CRISTEA” BEŞLII",275,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:27",390,365,1,9,15,256,232,0,9,15,236,20,421,165,24,39,157,1,0,5,10
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”EPISCOP DIONISIE ROMANO”",2,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:22",1415,1399,3,13,0,637,624,0,13,0,614,23,1500,863,61,101,279,9,12,19,133
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”EPISCOP DIONISIE ROMANO”",1,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:20",1502,1491,2,8,1,667,658,0,8,1,632,35,1600,933,69,83,317,15,22,38,88
10,BUZĂU,"ŞCOALA GIMNAZIALA FLORICA",231,FLORICA,50564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:30",1010,934,1,20,55,696,620,1,20,55,648,48,1084,388,64,80,440,3,4,27,30
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GĂLBINAŞI",232,GĂLBINAŞI,46769,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:03:56",1156,1129,0,9,18,722,695,0,9,18,693,29,1180,458,70,111,394,3,14,36,65
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",18,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:53",1187,1179,1,7,0,481,474,0,7,0,474,7,1300,819,50,59,256,7,12,24,66
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",16,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:11",1040,1033,0,7,0,420,413,0,7,0,403,17,1100,680,46,29,238,11,10,17,52
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",17,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:05:12",1150,1141,0,9,0,532,523,0,9,0,501,31,1300,768,66,68,278,6,9,15,59
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL GRIGORE BAŞTAN”",19,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:19:21",1133,1128,0,5,0,464,459,0,5,0,453,11,1200,736,58,51,246,8,8,28,54
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL ȘTEFAN GUȘĂ” SPĂTARU",226,COSTEŞTI,46484,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:00",1180,1169,3,7,1,644,636,0,7,1,612,32,1287,643,76,111,325,2,8,40,50
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",53,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:00",1117,1111,1,5,0,447,442,0,5,0,434,13,1200,753,36,55,250,5,10,24,54
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",54,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:11",1243,1234,1,8,0,590,582,0,8,0,559,31,1400,810,48,76,317,5,11,21,81
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",55,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:11",1098,1091,0,7,0,484,477,0,7,0,466,18,1200,716,44,69,245,7,4,25,72
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",56,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:47:54",1403,1399,0,4,0,629,625,0,4,0,587,42,1600,971,65,79,293,9,16,30,95
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",52,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:29",1401,1388,1,12,0,614,602,0,12,0,601,13,1600,986,61,81,313,4,16,32,94
10,BUZĂU,"ŞCOALA GIMNAZIALA GHERGHEASA",239,GHERGHEASA,46830,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:27",943,863,0,5,75,553,473,0,5,75,532,21,1034,481,45,33,396,37,2,12,7
10,BUZĂU,"SCOALA GIMNAZIALA GLODEANU SARAT",241,"GLODEANU SĂRAT",46867,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:51:25",1628,1587,0,28,13,1144,1103,0,28,13,1018,126,1752,608,108,438,371,1,6,21,73
10,BUZĂU,"ȘCOALA GIMNAZIALĂ GLODEANU-SILIȘTEA",245,GLODEANU-SILIŞTEA,46910,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:14",1035,972,0,63,0,738,675,0,63,0,672,66,1033,295,92,95,455,0,4,21,5
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GREBĂNU",250,GREBĂNU,47006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:56:09",1838,1764,0,20,54,1096,1022,0,20,54,1000,96,2000,904,116,298,524,7,6,36,13
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GURA BĂDICULUI",276,MÂNZĂLEŞTI,47630,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:19",338,330,1,4,3,192,185,0,4,3,177,15,371,179,12,25,112,23,2,1,2
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GURA DIMIENII",142,BECENI,45003,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:57",747,696,0,25,26,543,492,0,25,26,512,31,800,257,34,80,367,2,3,13,13
10,BUZĂU,"SCOALA GIMNAZIALA ING. OPRISAN IARCA UNGURIU",391,UNGURIU,50549,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:22",960,949,0,2,9,476,465,0,2,9,444,32,1053,577,32,29,294,4,7,11,67
10,BUZĂU,"SCOALA GIMNAZIALA ING. OPRISAN IARCA UNGURIU",390,UNGURIU,50549,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:09:53",925,911,0,1,13,475,461,0,1,13,456,19,1016,541,51,39,287,3,12,19,45
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",27,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:52",1431,1427,1,3,0,597,594,0,3,0,575,22,1600,1003,60,71,349,9,9,21,56
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",29,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:45:27",1532,1528,1,3,0,658,655,0,3,0,637,21,1700,1042,67,70,375,9,12,36,68
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",30,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:13:21",1262,1261,1,0,0,604,604,0,0,0,585,19,1400,796,45,47,373,17,13,23,67
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",28,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:32",1310,1302,1,7,0,602,595,0,7,0,581,21,1400,798,53,82,317,10,22,33,64
10,BUZĂU,"ȘCOALA GIMNAZIALĂ LUNCA",185,"C.A. ROSETTI",45815,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:30:17",771,761,0,10,0,549,539,0,10,0,490,59,840,291,59,310,97,1,6,10,7
10,BUZĂU,"ȘCOALA GIMNAZIALĂ MĂGURA",266,MĂGURA,47337,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:52:38",1045,996,0,4,45,749,700,0,4,45,722,27,1200,451,50,37,576,8,9,12,30
10,BUZĂU,"ȘCOALA GIMNAZIALĂ MĂTESTI",349,SĂPOCA,49206,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:30",1457,1416,1,6,34,938,898,0,6,34,893,45,1549,611,80,284,445,11,12,27,34
10,BUZĂU,"ŞCOALA GIMNAZIALĂ MEREI",279,MEREI,47453,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:06:11",930,918,1,5,6,452,441,0,5,6,420,32,1023,571,39,41,295,2,8,22,13
10,BUZĂU,"ȘCOALA GIMNAZIALA ”MIHAI L KOGĂLNICEANU”",79,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:29:52",1626,1626,0,0,0,603,603,0,0,0,563,40,1800,1197,61,240,182,4,13,41,22
10,BUZĂU,"ȘCOALA GIMNAZIALA ”MIHAI L KOGĂLNICEANU”",78,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:48",1526,1522,0,4,0,516,512,0,4,0,491,25,1700,1179,65,76,253,3,14,26,54
10,BUZĂU,"ȘCOALA GIMNAZIALA ”MIHAI L KOGĂLNICEANU”",80,"MUNICIPIUL BUZĂU",44818,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:00:13",1662,1660,0,2,0,604,602,0,2,0,523,81,1800,1196,43,153,183,56,23,52,13
10,BUZĂU,"ŞCOALA GIMNAZIALĂ MÎNZĂLEŞTI",274,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:59",585,563,0,6,16,384,363,0,6,15,368,16,643,259,36,40,272,6,1,5,8
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NĂENI",293,NĂENI,47854,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:12",482,455,0,22,5,358,331,0,22,5,331,27,500,142,53,127,102,2,0,5,42
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”NICOLAE IOAN JILINSCHI” VERNEȘTI",403,VERNEŞTI,50102,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:27",2064,2051,3,10,0,1027,1017,0,10,0,1022,5,2290,1263,86,100,680,12,19,41,84
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICOLAE TITULESCU„",63,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:45",1270,1257,3,10,0,542,532,0,10,0,531,11,1400,847,63,63,238,10,12,21,124
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICOLAE TITULESCU„",64,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:01",1385,1379,0,6,0,590,584,0,6,0,569,21,1500,910,66,56,269,10,12,43,113
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NICOLEŞTI",324,PUIEŞTI,48842,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:33:42",527,520,1,5,1,316,310,0,5,1,306,10,569,253,18,78,186,2,7,8,7
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICU CONSTANTINESCU”",41,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:06",1029,1020,0,9,0,444,435,0,9,0,432,12,1100,656,39,61,206,7,9,21,89
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICU CONSTANTINESCU”",43,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:40:00",1589,1579,2,7,1,699,691,0,7,1,678,21,1700,998,86,142,309,6,14,41,80
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”NICU CONSTANTINESCU”",42,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:27",914,909,2,3,0,412,409,0,3,0,395,17,1000,588,35,41,216,8,10,15,70
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR. 1",97,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:10:57",1105,1090,0,7,8,549,534,0,7,8,506,43,1200,651,43,93,285,7,10,33,35
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.11",4,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:54",1499,1485,0,14,0,718,704,0,14,0,673,31,1600,896,58,75,375,6,10,34,115
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.11",3,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:41",1241,1239,0,2,0,492,490,0,2,0,482,10,1400,908,58,62,245,5,17,26,69
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.11",5,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:40",1484,1478,0,6,0,704,698,0,6,0,676,28,1700,996,69,86,381,12,27,32,69
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.11",6,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:02",1311,1308,0,3,0,566,563,0,3,0,539,27,1400,834,46,65,319,6,11,39,53
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR.1 CĂTINA",189,CĂTINA,45959,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:47:00",581,544,0,14,23,418,381,0,14,23,404,14,614,196,38,126,226,2,1,6,5
10,BUZĂU,"SCOALA GIMNAZIALA NR.1 COMUNA PADINA",300,PADINA,48138,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:57:18",902,887,0,3,12,488,473,0,3,12,444,44,994,506,31,172,193,2,5,10,31
10,BUZĂU,"SCOALA GIMNAZIALA NR 1 VILCELELE",402,VÂLCELELE,50399,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:54",1147,1073,0,9,65,732,658,0,9,65,720,12,1177,445,11,5,646,50,3,3,2
