precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"CĂMIN CULTURAL CURMĂTURA",112,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:13:46",123,103,1,7,12,92,73,0,7,12,91,1,130,38,8,4,73,0,0,3,3
10,BUZĂU,"CĂMIN CULTURAL JOSENI",148,BERCA,45101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:14:21",698,683,0,7,8,392,377,0,7,8,377,15,763,371,46,32,235,1,4,19,40
10,BUZĂU,"CĂMIN CULTURAL MLĂJET",115,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:10",686,667,0,9,10,442,424,0,9,9,420,22,750,308,71,54,239,3,8,23,22
10,BUZĂU,"CĂMIN CULTURAL PĂLTINENI",116,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:12",630,610,0,6,14,407,387,0,6,14,388,19,700,293,37,46,246,3,5,19,32
10,BUZĂU,"CĂMIN CULTURAL PÎCLE",149,BERCA,45101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:50:17",118,110,0,8,0,57,49,0,8,0,52,5,121,64,13,6,15,0,0,3,15
10,BUZĂU,"CĂMIN CULTURAL TĂBĂRĂȘTI",234,GĂLBINAŞI,46769,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:47",647,628,0,7,12,416,397,0,7,12,399,17,725,309,21,27,284,0,4,28,35
10,BUZĂU,"CĂMIN CULTURAL VALEA NEHOIULUI",107,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:16",772,752,1,5,14,480,461,0,5,14,451,29,850,370,49,39,316,0,8,8,31
10,BUZĂU,"CĂMIN CULTURAL VINETIS",117,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:34:00",117,112,0,4,1,82,77,0,4,1,77,5,130,48,3,5,60,1,2,2,4
10,BUZĂU,"CĂMINUL CULTURAL",134,AMARU,44863,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:23:43",193,184,0,7,2,132,123,0,7,2,118,14,208,76,11,36,60,0,0,8,3
10,BUZĂU,"CĂMINUL CULTURAL",133,AMARU,44863,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:33",408,393,0,7,8,252,237,0,7,8,234,18,428,176,14,68,132,0,1,16,3
10,BUZĂU,"CAMINUL CULTURAL BAILE",138,"BALTA ALBĂ",44934,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:57",398,340,3,39,16,302,244,3,39,16,284,18,374,72,27,74,149,5,4,16,9
10,BUZĂU,"CĂMINUL CULTURAL BENTU",233,GĂLBINAŞI,46769,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:02:22",786,775,0,8,3,470,459,0,8,3,448,22,810,340,36,37,309,2,2,27,35
10,BUZĂU,"CĂMINUL CULTURAL BÎLHACU",183,"C.A. ROSETTI",45815,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:45:40",155,153,0,2,0,85,83,0,2,0,83,2,168,83,8,34,36,0,2,3,0
10,BUZĂU,"CĂMINUL CULTURAL BLĂJANI",159,BLĂJANI,45334,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:08",576,518,1,30,27,431,373,1,30,27,396,35,602,171,21,72,292,1,4,3,3
10,BUZĂU,"CĂMINUL CULTURAL BREAZA",171,BREAZA,45619,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:17",762,754,3,3,2,420,415,0,3,2,380,40,830,410,40,84,207,1,4,21,23
10,BUZĂU,"CAMINUL CULTURAL CHILIILE",198,CHILIILE,46108,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:18",212,186,0,3,23,163,137,0,3,23,163,0,240,77,4,19,135,0,1,1,3
10,BUZĂU,"CĂMINUL CULTURAL ”DIMITRIE GUSTI”",336,RUŞEŢU,49046,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:04",900,871,0,21,8,616,587,0,21,8,549,67,863,247,59,169,224,1,7,27,62
10,BUZĂU,"CĂMINUL CULTURAL DIN SATUL ALDENI",195,CERNĂTEŞTI,46019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:40",672,649,1,6,16,419,397,0,6,16,399,7,700,274,40,47,275,3,3,13,18
10,BUZĂU,"CĂMINUL CULTURAL DIN SATUL ZĂRNEŞTI SLĂNIC",197,CERNĂTEŞTI,46019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:29:39",1053,1043,0,6,4,604,594,0,6,4,566,38,1200,596,58,65,389,3,7,30,14
10,BUZĂU,"CĂMINUL CULTURAL LANURILE",425,ZIDURI,50479,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:08:52",551,527,0,0,24,334,312,0,0,22,307,27,568,234,19,48,214,11,1,5,9
10,BUZĂU,"CĂMINUL CULTURAL LUCIU",264,LUCIU,47300,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:55",1529,1517,0,7,5,844,832,0,7,5,767,77,1563,719,76,46,581,5,6,37,16
10,BUZĂU,"CAMINUL CULTURAL LUNCA",135,AMARU,44863,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:53",285,274,0,9,2,156,145,0,9,2,146,10,298,142,13,22,105,0,2,2,2
10,BUZĂU,"CAMINUL CULTURAL MOŞEŞTI",333,ROBEASCA,49019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:35",247,211,0,8,28,161,125,0,8,28,146,15,264,103,11,17,112,0,1,3,2
10,BUZĂU,"CĂMINUL CULTURAL MURGEȘTI",292,MURGEŞTI,47818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:28",700,665,0,14,21,524,489,0,14,21,481,43,727,203,47,68,333,7,3,12,11
10,BUZĂU,"CĂMINUL CULTURAL MUSCELUL CĂRĂMĂNEŞTI",221,COLŢI,46439,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:02:22",62,54,0,8,0,42,34,0,8,0,39,3,65,23,5,4,25,0,1,0,4
10,BUZĂU,"CĂMINUL CULTURAL PADINA",299,PADINA,48138,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:48:42",801,794,1,0,6,416,410,0,0,6,376,40,881,464,33,165,133,2,5,5,33
10,BUZĂU,"CAMINUL CULTURAL PINU",170,BRĂEŞTI,45539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:01",254,231,0,7,16,178,155,0,7,16,168,10,281,103,10,21,121,1,1,3,11
10,BUZĂU,"CĂMINUL CULTURAL PÎRSCOV",306,PÂRSCOV,48557,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:43:54",1185,1167,2,11,5,683,666,1,11,5,639,44,1270,587,68,212,276,3,15,24,41
10,BUZĂU,"CĂMINUL CULTURAL PÎRSCOV",305,PÂRSCOV,48557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:37",1219,1207,1,8,3,634,622,1,8,3,581,53,1326,692,51,213,253,1,8,23,32
10,BUZĂU,"CĂMINUL CULTURAL SĂRULEŞTI",350,SĂRULEŞTI,49233,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:23",984,984,0,0,0,543,543,0,0,0,489,54,1079,536,50,56,331,2,6,14,30
10,BUZĂU,"CĂMINUL CULTURAL SAT FURTUNEŞTI",255,"GURA TEGHII",47079,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:39",714,699,0,5,10,462,447,0,5,10,424,38,780,318,97,105,130,0,9,12,71
10,BUZĂU,"CAMINUL CULTURAL SAT GRAJDANA",373,TISĂU,49643,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:20",824,818,0,2,4,495,489,0,2,4,461,34,911,416,58,92,279,7,4,12,9
10,BUZĂU,"CAMINUL CULTURAL SATUL GURA TEGHII",254,"GURA TEGHII",47079,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:12:04",1080,1050,2,11,17,741,713,0,11,17,705,36,1180,439,195,176,223,9,4,32,66
10,BUZĂU,"CĂMINUL CULTURAL SOREŞTI",160,BLĂJANI,45334,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:47",234,205,0,17,12,197,168,0,17,12,185,12,240,43,14,20,127,1,3,3,17
10,BUZĂU,"CĂMINUL CULTURAL TRESTIA",230,COZIENI,46554,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:34",300,282,0,16,2,200,182,0,16,2,187,13,310,110,12,44,86,0,30,7,8
10,BUZĂU,"CĂMINUL CULTURAL VALEA SALCIEI",401,"VALEA SALCIEI",50068,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:18",549,512,0,6,31,436,399,0,6,31,377,20,563,166,10,166,156,9,6,11,19
10,BUZĂU,"CĂMINUL CULTURAL VISPEȘTI",173,BREAZA,45619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:09",542,541,0,0,1,277,276,0,0,1,254,23,593,316,43,54,111,2,1,16,27
10,BUZĂU,"CĂMINUL CULTURAL ZOIŢA",426,ZIDURI,50479,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:54",434,426,0,4,4,259,252,0,4,3,252,7,428,169,16,100,123,0,1,6,6
10,BUZĂU,"CĂMINUL DE NUNTI SMEENI",363,SMEENI,49545,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:37",1125,1121,0,4,0,582,578,0,4,0,541,41,1200,618,56,56,373,3,3,22,28
10,BUZĂU,"CAMPUS PENTRU COPII SF.SAVA - RECEA",157,BISOCA,45245,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:22",715,712,0,1,2,421,418,0,1,2,379,42,750,329,24,40,295,3,1,11,5
10,BUZĂU,"CANTINA DE AJUTOR SOCIAL",96,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:12",1200,1195,0,5,0,539,534,0,5,0,510,29,1300,761,67,66,298,13,13,31,22
10,BUZĂU,"CASA DE CULTURĂ AMARU",132,AMARU,44863,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:08",903,886,1,2,14,553,537,0,2,14,512,41,972,419,62,80,316,2,5,19,28
10,BUZĂU,"CASA DE CULTURĂ BERCA-PARTER",145,BERCA,45101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:38",1214,1206,0,7,1,652,644,0,7,1,622,30,1353,701,50,45,433,2,8,19,65
10,BUZĂU,"CASA DE CULTURĂ GEORGE BĂICULESCU NEHOIU",102,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:09",1088,1071,4,6,7,592,580,0,5,7,557,35,1200,608,51,109,295,9,6,21,66
10,BUZĂU,"CASA PRAZNICALĂ A PAROHIEI MIEREA",406,VERNEŞTI,50102,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:35",396,390,0,6,0,204,198,0,6,0,198,6,440,236,33,23,119,1,2,10,10
10,BUZĂU,"CENTRU CULTURAL CHIRLEȘTI",111,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:38",649,645,0,4,0,394,390,0,4,0,378,16,720,326,52,31,207,2,8,25,53
10,BUZĂU,"CENTRU CULTURAL LUNCA PRIPORULUI",113,"ORAŞ NEHOIU",47916,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:38",569,553,0,4,12,366,350,0,4,12,340,26,630,264,56,55,153,4,5,15,52
10,BUZĂU,"CENTRU EDUCAȚIONAL MULTIFUNCȚIONAL ”ÎMPREUNĂ”",287,MIHĂILEŞTI,47578,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:30",947,894,0,8,45,591,538,0,8,45,534,57,1032,441,65,88,341,4,7,19,10
10,BUZĂU,"CENTRUL DE RECUPERARE PENTRU COPII CU DIZABILITĂŢI",81,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:50",1884,1874,5,5,0,842,837,0,5,0,801,41,2100,1258,77,163,449,13,21,38,40
10,BUZĂU,"CENTRUL DE ZI « DOAMNA NEAGA » PENTRU COPII CU VÂRSTE CUPRINSE ÎNTRE 3-6 ANI",209,CISLĂU,46313,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:10",620,604,0,8,8,389,373,0,8,8,373,16,666,277,14,162,176,2,2,9,8
10,BUZĂU,"CLĂDIREA FOSTA SECŢIE CONFECŢIONAT ÎNCĂLŢĂMINTE DÂMBOVIŢA (LÂNGĂ BISERICA ORTODOXĂ) STR. VALEA NEHOIULUI",106,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:22:59",514,490,1,5,18,312,289,0,5,18,294,18,560,248,27,33,195,5,5,12,17
10,BUZĂU,"CLĂDIREA GRĂDINIŢEI CU PROGRAM NORMAL",335,RUŞEŢU,49046,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:37:35",884,868,0,8,8,598,582,0,8,8,509,89,864,266,54,168,203,3,10,30,41
10,BUZĂU,"CLĂDIRE CĂMIN CULTURAL CLONDIRU",389,ULMENI,49894,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:37",1328,1282,2,10,34,845,803,0,10,32,779,66,1366,521,60,336,279,4,11,35,54
10,BUZĂU,"CLĂDIRE CĂMIN CULTURAL SAT LOPĂTARI",259,LOPĂTARI,47186,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:59",845,812,0,3,30,606,573,0,3,30,586,20,930,324,33,80,319,0,14,22,118
10,BUZĂU,"CLĂDIRE SALA DE EDUCAȚIE FIZICĂ ȘCOLARA ULMENI",388,ULMENI,49894,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:03:33",1240,1219,1,9,11,684,664,0,9,11,633,51,1286,602,65,191,309,2,10,35,21
10,BUZĂU,"CLĂDIRE SEDIUL ADMINISTRATIV",206,CILIBIA,46251,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:52:41",1230,1176,5,25,24,850,801,0,25,24,755,95,1313,463,115,287,218,3,5,23,104
10,BUZĂU,"CLUBUL COPIILOR POGOANELE",129,"ORAŞ POGOANELE",48744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:36:58",1425,1374,0,14,37,914,863,0,14,37,853,61,1510,596,272,130,361,8,11,25,46
10,BUZĂU,"CLUBUL PRIMĂRIEI BOLDU",161,BOLDU,45361,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:28",932,911,0,5,16,595,574,0,5,16,550,45,947,352,35,97,352,14,5,23,24
10,BUZĂU,"COLEGIUL ECONOMIC ”REGELE MIHAI I”",57,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:15",1052,1042,5,5,0,443,438,0,5,0,424,19,1100,657,26,57,218,6,17,29,71
10,BUZĂU,"COLEGIUL NAŢIONAL ”ALEXANDRU VLAHUŢĂ”",89,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:13",1043,1033,0,9,1,432,422,0,9,1,401,31,1100,668,36,63,219,11,10,19,43
10,BUZĂU,"COLEGIUL NAŢIONAL ”ALEXANDRU VLAHUŢĂ”",90,"MUNICIPIUL RÂMNICU SĂRAT",44845,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:36:52",1220,1204,6,8,2,527,517,0,8,2,500,27,1300,773,51,109,250,13,16,28,33
10,BUZĂU,"COLEGIUL NAȚIONAL ”B. P. HASDEU”",34,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:45:59",1347,1338,4,0,5,608,599,4,0,5,574,34,1500,892,52,95,282,8,0,50,87
10,BUZĂU,"COLEGIUL NAȚIONAL ”MIHAI EMINESCU”",75,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:52:35",1742,1733,0,9,0,567,558,0,9,0,546,21,1900,1333,75,130,217,8,6,71,39
10,BUZĂU,"COLEGIUL NAȚIONAL PEDAGOGIC ”SPIRU HARET”",47,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:19",1535,1522,2,11,0,617,606,0,11,0,600,17,1700,1083,61,75,290,9,20,17,128
10,BUZĂU,"COLEGIUL NAȚIONAL PEDAGOGIC ”SPIRU HARET”",49,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:21:20",1227,1217,3,7,0,494,487,0,7,0,480,14,1400,906,26,56,277,4,10,34,73
10,BUZĂU,"COLEGIUL NAȚIONAL PEDAGOGIC ”SPIRU HARET”",48,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:29",1114,1110,2,2,0,495,493,0,2,0,474,21,1200,705,41,42,257,8,16,27,83
10,BUZĂU,"COLEGIUL NAȚIONAL PEDAGOGIC ”SPIRU HARET”",50,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:13:45",1544,1535,1,8,0,641,633,0,8,0,616,25,1700,1059,62,55,344,9,21,20,105
10,BUZĂU,"COLEGIUL UNIVERSITAR ECONOMIC",13,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:54:24",1555,1553,1,1,0,676,675,0,1,0,658,18,1800,1124,63,86,358,5,10,36,100
10,BUZĂU,"FOSTUL MAGAZIN TRESTIENI",310,PÂRSCOV,48557,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:23:32",33,23,0,10,0,17,7,0,10,0,17,0,50,33,4,0,9,1,0,0,3
10,BUZĂU,"GRĂDINIŢA CAŞOTA",246,GLODEANU-SILIŞTEA,46910,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:21",265,259,0,5,1,160,154,0,5,1,148,12,290,130,34,11,87,1,1,10,4
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL",123,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:27",363,361,0,2,0,194,192,0,2,0,183,11,397,203,29,43,86,4,5,7,9
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL",126,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:32",520,515,0,5,0,323,318,0,5,0,300,23,568,245,37,70,171,4,2,7,9
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL",242,"GLODEANU SĂRAT",46867,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:04:49",474,463,1,7,3,344,333,1,7,3,320,24,511,167,46,112,142,1,1,13,5
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL BRĂGĂREASA",360,SCUTELNICI,49439,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:40",520,483,0,18,19,341,304,0,18,19,326,15,530,189,10,26,251,14,1,18,6
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL BUDA",174,BUDA,45673,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:34:58",831,789,0,4,38,569,527,0,4,38,532,37,910,341,34,118,286,9,8,20,57
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL BUDIȘTENI",223,COSTEŞTI,46484,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:47",379,376,0,3,0,219,216,0,3,0,209,10,410,191,31,38,127,1,0,8,4
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL CĂPĂŢÂNEŞTI",271,MĂRĂCINENI,47373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:13:31",1633,1626,0,7,0,870,863,0,7,0,837,33,1790,920,99,98,538,6,11,40,45
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL CĂPĂȚÂNEȘTI",270,MĂRĂCINENI,47373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:38",1549,1540,4,3,2,827,822,0,3,2,768,59,1710,883,95,71,505,6,10,21,60
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL CERNATESTI",194,CERNĂTEŞTI,46019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:43",875,865,0,2,8,459,449,0,2,8,434,23,926,469,45,130,222,3,3,17,14
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL CHIOJDU",200,CHIOJDU,46180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:23",854,806,5,11,32,525,483,0,11,31,504,5,885,376,47,54,356,6,6,2,33
10,BUZĂU,"GRADINIŢĂ CU PROGRAM NORMAL COMUNA TISAU",378,TISĂU,49643,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:01:41",597,585,2,2,8,380,368,2,2,8,356,24,648,268,32,68,203,15,5,11,22
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL DÂMBROCA",342,SĂGEATA,49073,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:02",1016,966,0,7,43,675,625,0,7,43,650,25,1060,385,189,80,327,0,0,26,28
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL DEDULEŞTI",382,TOPLICENI,49769,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:47",756,729,1,16,10,474,447,1,16,10,432,42,790,316,46,45,256,16,30,19,20
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL DIN SATUL ŞARÎNGA",312,PIETROASELE,48487,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:10:37",1153,1100,4,17,32,634,584,1,17,32,590,44,1211,577,57,47,293,1,8,15,169
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL ILEANA",243,"GLODEANU SĂRAT",46867,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:29:21",329,316,0,13,0,235,222,0,13,0,214,21,351,116,14,95,68,0,4,9,24
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL LIMPEZIŞ",291,"MOVILA BANULUI",47774,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:46",790,765,1,7,17,562,538,0,7,17,520,42,860,298,6,39,436,0,9,19,11
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL LIPIA",283,MEREI,47453,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:59",1594,1552,1,19,22,973,931,1,19,22,936,37,1730,757,90,87,676,13,10,32,28
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL MITROPOLIA",166,BRĂDEANU,45496,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:21:38",320,317,0,3,0,215,212,0,3,0,203,12,350,135,15,98,86,0,2,1,1
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL MOISICA",368,SMEENI,49545,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:42",284,279,0,4,1,148,143,0,4,1,136,12,300,152,11,14,94,0,3,7,7
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL MOVILA BANULUI",289,"MOVILA BANULUI",47774,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:18",979,970,0,0,9,635,626,0,0,9,593,42,1091,456,60,78,412,2,4,29,8
