precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL VERDE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL MAKEDONARMÂNILOR DIN ROMÂNIA-voturi","OVANESIAN FELICIA-NADINA-voturi","POPESCU GEORGE-ANDREI-voturi","VOINEAGU EUGEN-voturi"
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”IOAN N.ROMAN” (ŞCOALA NR.25)",12,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:47",1045,1038,2,5,0,418,413,0,5,0,408,10,1100,682,56,76,98,5,10,4,9,6,106,2,15,11,6,4
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”IOAN N.ROMAN” (ŞCOALA NR.25)",13,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:49:09",1017,1003,4,10,0,461,451,0,10,0,447,14,1100,639,70,90,120,7,11,16,6,18,63,2,20,16,4,4
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”VIRGIL MADGEARU” (ŞCOALA NR.35)",148,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:15:49",722,706,9,7,0,300,292,1,7,0,285,15,800,500,49,78,49,6,15,10,8,2,45,2,1,10,7,3
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”VIRGIL MADGEARU” (ŞCOALA NR.35)",149,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:45:15",1036,1030,1,5,0,444,439,0,5,0,426,18,1100,656,50,118,92,4,23,5,1,6,88,0,6,18,7,8
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”VIRGIL MADGEARU” (ŞCOALA NR.35)",150,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:05",747,718,21,8,0,287,279,0,8,0,275,12,800,513,30,81,51,3,14,10,4,1,62,2,1,9,3,4
14,CONSTANŢA,"LICEUL TEORETIC ”DECEBAL”",146,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:16:20",432,426,0,6,0,191,185,0,6,0,188,3,500,309,22,47,47,2,6,1,3,3,40,2,1,11,1,2
14,CONSTANŢA,"LICEUL TEORETIC ”DECEBAL”",147,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:33:47",815,800,6,9,0,274,265,0,9,0,257,17,900,626,42,83,49,1,12,13,3,5,29,2,3,6,5,4
14,CONSTANŢA,"LICEUL TEORETIC ”DECEBAL”",145,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:10:52",536,526,2,8,0,194,186,0,8,0,189,5,600,406,42,41,28,3,8,2,3,3,37,1,5,10,3,3
14,CONSTANŢA,"LICEUL TEORETIC ”DECEBAL”",144,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:27:18",850,829,10,11,0,370,359,0,11,0,366,4,900,530,61,89,65,6,18,12,8,0,78,1,8,11,4,5
14,CONSTANŢA,"LICEUL TEORETIC ”GEORGE CĂLINESCU”",138,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:41",968,958,1,9,0,441,432,0,9,0,425,16,1100,659,62,98,84,4,18,16,11,11,94,2,3,16,5,1
14,CONSTANŢA,"LICEUL TEORETIC ”GEORGE CĂLINESCU”",136,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:44:47",1045,1025,8,10,2,468,456,0,10,2,451,17,1100,632,71,113,89,4,15,12,6,2,103,3,9,16,5,3
14,CONSTANŢA,"LICEUL TEORETIC ”GEORGE CĂLINESCU”",137,"MUNICIPIUL CONSTANŢA",60419,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:43:45",993,981,2,10,0,495,485,0,10,0,494,1,1100,605,80,113,109,6,34,14,7,8,86,4,4,16,6,7
14,CONSTANŢA,"LICEUL TEORETIC ” LUCIAN BLAGA”",47,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:31:48",1667,1663,0,4,0,697,693,0,4,0,678,19,1800,1103,131,191,107,6,23,21,13,9,127,6,4,18,7,15
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",53,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:41:37",1442,1435,0,7,0,625,618,0,7,0,599,26,1600,975,83,142,146,3,13,22,9,5,135,4,2,14,11,10
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",50,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:54",1565,1561,2,2,0,673,671,0,2,0,664,9,1700,1027,98,183,153,11,23,11,10,7,132,1,4,18,7,6
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",51,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:24:30",1597,1582,8,7,0,677,670,0,7,0,652,25,1705,1028,118,150,152,5,21,13,8,6,127,4,4,15,13,16
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",52,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:40:42",1419,1414,0,5,0,619,614,0,5,0,592,27,1600,981,99,149,119,3,22,15,10,8,111,2,2,24,17,11
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",48,"MUNICIPIUL CONSTANŢA",60419,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:11:30",1684,1676,4,4,0,613,609,0,4,0,591,22,1800,1187,126,143,126,5,18,13,4,6,103,5,2,19,11,10
14,CONSTANŢA,"LICEUL TEORETIC ”LUCIAN BLAGA”",49,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:07:18",1426,1416,2,8,0,623,615,0,8,0,592,31,1600,977,84,150,133,6,28,23,8,8,115,0,1,18,12,6
14,CONSTANŢA,"LICEUL TEORETIC ”OVIDIUS”",31,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 21:17:14",1196,1179,1,6,10,551,535,0,6,10,526,25,1300,749,69,126,114,9,29,17,3,9,102,4,10,22,5,7
14,CONSTANŢA,"LICEUL TEORETIC ”OVIDIUS”",30,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:29:26",1459,1452,3,4,0,597,593,0,4,0,588,9,1500,903,88,116,148,5,16,16,8,11,131,2,4,23,7,13
14,CONSTANŢA,"LICEUL TEORETIC ”TRAIAN”",18,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:09:13",1281,1276,0,4,1,580,575,0,4,1,565,15,1400,820,78,99,160,7,19,13,4,10,136,5,1,22,4,7
14,CONSTANŢA,"LICEUL TEORETIC ”TRAIAN”",17,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:14",413,405,3,5,0,197,191,1,5,0,187,10,698,501,28,34,55,2,11,4,2,4,37,2,0,5,1,2
14,CONSTANŢA,"LICEUL TEORETIC ”TRAIAN”",16,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:07:58",777,769,2,6,0,350,344,0,6,0,339,11,900,550,50,72,73,7,8,6,3,18,71,0,4,14,12,1
14,CONSTANŢA,"PALATUL COPIILOR",167,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:01:53",677,673,0,4,0,305,301,0,4,0,293,12,700,395,32,61,71,0,10,7,1,3,79,2,8,10,5,4
14,CONSTANŢA,"PALATUL COPIILOR",168,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:42:19",566,560,0,6,0,231,225,0,6,0,227,4,600,369,19,43,61,3,7,4,3,6,70,3,0,3,4,1
14,CONSTANŢA,"PRO GRUP EXCLUSIV AUTO ENB-SHOWROOM SEAT",208,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:48:53",1483,1476,0,7,0,639,632,0,7,0,617,22,1600,961,70,76,204,5,19,13,5,21,167,1,0,26,4,6
14,CONSTANŢA,"SC MAMAIA SA",211,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:33:00",673,620,45,8,0,247,239,0,8,0,243,4,700,453,29,56,68,1,7,10,5,2,51,2,6,4,1,1
14,CONSTANŢA,"SCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36)",126,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:15:31",1945,1938,0,6,1,704,697,0,6,1,665,39,2000,1296,158,252,98,12,18,25,4,7,66,1,5,13,2,4
14,CONSTANŢA,"SCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36)",127,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 15:47:59",1797,1790,0,7,0,742,735,0,7,0,715,27,1900,1158,95,172,135,6,27,9,11,11,183,5,10,35,8,8
14,CONSTANŢA,"SCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36)",128,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:53:12",1653,1645,3,5,0,741,736,0,5,0,715,26,1800,1059,105,162,164,9,27,14,5,16,163,8,8,20,7,7
14,CONSTANŢA,"SCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36)",129,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:41:56",1864,1853,0,11,0,788,777,0,11,0,772,16,1900,1112,90,181,168,8,22,15,11,8,202,3,19,25,11,9
14,CONSTANŢA,"ŞCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36 )",125,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:05:48",1937,1927,0,9,1,877,867,0,9,1,846,31,2000,1123,122,154,203,7,32,12,15,10,205,5,31,29,10,11
14,CONSTANŢA,"SCOALA GIMNAZIALA ”GRIGORE ANTIPA” (ŞCOALA NR. 15 )",56,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:18:35",847,837,2,8,0,325,316,1,8,0,316,9,901,576,59,72,83,3,7,11,8,4,50,1,4,5,5,4
14,CONSTANŢA,"SCOALA GIMNAZIALA ”GRIGORE ANTIPA” (ŞCOALA NR. 15 )",55,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:12:40",1817,1811,0,6,0,709,703,0,6,0,671,38,1900,1191,119,137,183,5,16,32,10,3,126,1,2,17,9,11
14,CONSTANŢA,"SCOALA GIMNAZIALA ”GRIGORE ANTIPA” (ŞCOALA NR. 15 )",54,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:48:20",1415,1410,1,4,0,645,641,0,4,0,618,27,1410,765,141,137,105,9,31,24,9,5,111,2,0,26,10,8
14,CONSTANŢA,"ŞCOALA GIMNAZIALA ”MARIN SORESCU” (SCOALA NR. 20 )",89,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:25",795,790,0,5,0,304,299,0,5,0,287,17,900,596,64,67,64,8,15,15,0,1,39,1,1,4,3,5
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 10 ”MIHAIL KOICIU”",112,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:55:24",1106,1096,3,5,2,564,557,0,5,2,550,14,1200,636,69,125,143,4,18,13,12,4,92,9,34,10,11,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 10 ”MIHAIL KOICIU”",115,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:23:30",1386,1380,0,6,0,561,555,0,6,0,549,12,1500,939,81,149,134,2,18,14,11,10,100,5,5,13,1,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 10 ”MIHAIL KOICIU”",111,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:06:28",1345,1338,0,7,0,561,554,0,7,0,537,24,1500,939,84,120,101,4,23,16,14,11,104,5,20,18,9,8
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 10 ”MIHAIL KOICIU”",114,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:19:09",1435,1430,1,4,0,618,614,0,4,0,589,29,1600,982,117,119,139,4,17,21,13,5,102,3,27,12,8,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 10 ”MIHAIL KOICIU”",113,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:54:57",1671,1664,3,4,0,784,780,0,4,0,753,31,1900,1116,133,176,171,18,28,13,5,11,123,12,16,27,12,8
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 11 ”DR.CONSTANTIN ANGELESCU”",205,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:17:04",1385,1375,1,9,0,663,654,0,9,0,644,19,1500,837,77,147,164,8,36,19,8,14,126,2,9,23,5,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 11 ”DR.CONSTANTIN ANGELESCU”",204,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:57:10",1213,1208,1,4,0,598,594,0,4,0,577,21,1300,702,77,106,172,8,15,5,5,6,115,6,25,23,7,7
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 12 ”B. P. HASDEU”",123,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:46:32",1627,1617,0,10,0,711,701,0,10,0,673,38,1800,1089,107,148,148,10,18,22,5,9,123,1,26,30,12,14
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 12 ”B. P. HASDEU”",124,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:30:06",1359,1350,2,7,0,525,518,0,7,0,507,18,1500,975,95,87,117,12,23,17,4,5,97,1,14,23,9,3
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.14",139,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:21:56",1992,1976,10,5,1,873,866,1,5,1,828,33,2000,1127,147,168,189,13,22,15,4,8,207,2,23,17,9,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.14",141,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:49:46",1396,1389,1,5,1,555,549,0,5,1,537,18,1500,945,106,138,117,5,11,13,4,3,118,4,5,6,3,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR.14",140,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:26:41",1749,1742,0,6,1,728,721,0,6,1,691,37,1900,1172,128,168,164,4,15,13,8,5,136,0,10,23,11,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 16 ”MARIN IONESCU DOBROGIANU”",46,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:54:13",1441,1434,1,6,0,639,633,0,6,0,607,32,1600,961,105,151,145,12,21,12,9,3,113,4,9,10,8,5
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 16 ”MARIN IONESCU DOBROGIANU”",45,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:18:29",1436,1421,2,13,0,540,527,0,13,0,525,15,1600,1060,93,133,112,13,19,14,10,6,86,2,1,16,14,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 16 ”MARIN IONESCU DOBROGIANU”",42,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:40:47",1535,1526,1,8,0,696,688,0,8,0,674,22,1700,1004,91,152,154,12,24,18,9,10,155,4,4,26,8,7
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 16 ”MARIN IONESCU DOBROGIANU”",44,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:38",1565,1541,3,21,0,677,673,0,4,0,652,25,1700,1023,86,144,150,6,23,28,8,9,140,8,2,24,11,13
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 16 ”MARIN IONESCU DOBROGIANU”",43,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:41",1502,1498,0,4,0,584,580,0,4,0,553,31,1600,1016,108,143,98,12,17,40,6,9,95,6,3,6,6,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 17 ”ION MINULESCU”",59,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:17:04",1653,1646,2,5,0,668,663,0,5,0,653,15,1800,1132,139,167,123,9,28,19,14,8,99,5,3,13,10,16
14,CONSTANŢA,"ŞCOALA GIMNAZIALA NR. 17 ”ION MINULESCU”",60,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:09:16",1573,1565,3,5,0,730,724,1,5,0,698,32,1700,970,145,162,154,5,26,26,5,3,123,3,3,19,11,13
