precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",153,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:22",1489,1478,1,10,0,508,498,0,10,0,493,15,1500,992,72,37,29,174,2,7,4,10,5,19,134
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA (ŞCOALA GIMNAZIALĂ NR.20 )",200,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:53",1868,1855,5,8,0,1028,1019,1,8,0,1006,22,1900,872,86,17,94,307,10,14,11,8,7,51,401
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",183,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:13:19",1324,1304,10,10,0,489,479,0,10,0,483,6,1400,911,53,19,23,155,3,12,9,3,2,15,189
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",184,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:40",1244,1231,3,10,0,430,420,0,10,0,416,14,1300,870,50,11,7,128,7,5,2,3,3,13,187
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",181,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:33",1323,1309,6,7,1,547,539,0,7,1,531,16,1400,853,44,17,20,195,3,9,5,7,6,20,205
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",182,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:06",1133,1116,1,16,0,417,401,0,16,0,409,8,1200,783,45,16,14,137,8,4,1,2,5,19,158
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",276,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:53",1398,1388,0,6,4,490,480,0,6,4,470,20,1500,1010,99,18,50,183,9,9,2,13,10,11,66
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",275,"ORAŞ JIMBOLIA",155494,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:50:33",1708,1682,9,12,5,596,576,3,12,5,557,39,2000,1404,137,46,45,202,9,13,4,9,6,9,77
37,TIMIŞ,"LICEUL TEHNOLOGIC ”SFÂNTUL NICOLAE” DETA",251,"ORAŞ DETA",155458,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:41:17",1671,1645,2,10,14,702,678,0,10,14,654,48,2000,1298,99,37,69,313,5,17,7,8,6,7,86
37,TIMIŞ,"LICEUL TEHNOLOGIC ”TRAIAN GROZĂVESCU” NĂDRAG",488,NĂDRAG,157898,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:13",1061,1047,1,8,5,570,557,0,8,5,539,31,1100,530,43,50,19,308,12,18,5,3,4,2,75
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",93,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:05",1460,1449,3,8,0,647,639,0,8,0,627,20,1500,853,68,28,46,195,8,15,3,7,8,16,233
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",94,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:48",1677,1645,9,14,9,725,702,0,14,9,711,14,1700,975,63,24,43,228,13,7,5,7,7,27,287
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",95,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:40:37",1556,1530,7,19,0,621,602,0,19,0,596,25,1600,979,70,21,22,223,7,5,8,5,5,14,216
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",96,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:51",1317,1308,0,9,0,506,497,0,9,0,499,7,1400,894,7,61,32,159,5,5,6,26,6,11,181
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",98,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:26",1114,1109,2,3,0,469,466,0,3,0,457,12,1200,731,52,21,34,159,4,8,7,6,0,16,150
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",97,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:34:34",1316,1314,0,2,0,393,391,0,2,0,374,19,1400,1007,55,38,14,131,4,1,5,2,4,8,112
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",53,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:49",1199,1178,10,11,0,549,537,1,11,0,538,11,1200,651,45,17,16,182,6,11,3,12,3,18,225
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",54,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:07",1547,1494,46,7,0,745,738,0,7,0,738,7,1600,855,64,36,14,219,10,16,5,4,11,31,328
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",81,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:15",1563,1541,10,12,0,719,706,1,12,0,696,23,1600,881,48,22,54,236,2,6,5,2,5,17,299
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",82,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:38",1445,1434,4,7,0,587,580,0,7,0,583,4,1500,913,39,18,51,179,4,14,7,7,1,24,239
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",79,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:14",1593,1582,7,4,0,788,784,0,4,0,775,13,1600,812,89,28,47,221,7,16,5,10,9,45,298
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",80,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:26",1429,1410,9,10,0,574,563,1,10,0,560,14,1500,926,59,26,42,178,5,8,6,8,3,23,202
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",195,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:22",952,943,0,9,0,381,372,0,9,0,371,10,1000,619,35,15,21,126,4,7,3,1,2,14,143
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",194,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:07",1292,1282,4,6,0,569,563,0,6,0,550,19,1300,731,46,23,30,206,12,13,4,6,4,19,187
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",197,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:02",1132,1126,2,4,0,459,455,0,4,0,444,15,1200,741,33,12,18,167,4,8,6,5,2,23,166
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",196,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:45",1060,1048,2,10,0,441,431,0,10,0,426,15,1100,659,56,14,26,140,4,8,0,6,2,19,151
37,TIMIŞ,"LICEUL TEORETIC",242,"ORAŞ BUZIAŞ",155403,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 14:35:45",1745,1719,5,7,14,761,737,3,7,14,717,44,1800,1039,70,19,19,384,9,99,14,4,4,14,81
37,TIMIŞ,"LICEUL TEORETIC ”ALEXANDRU MOCIONI ”CIACOVA",246,"ORAŞ CIACOVA",156357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:12:51",1059,1010,0,26,23,570,521,0,26,23,496,74,1100,530,27,26,24,341,8,7,5,3,3,1,51
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",432,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:17:37",1807,1776,12,19,0,816,797,0,19,0,798,18,2000,1184,106,35,16,246,10,10,4,9,29,40,293
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",430,GIROC,155314,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 10:15:22",1816,1747,48,21,0,737,716,0,21,0,724,13,2000,1263,58,20,15,212,6,11,10,8,16,51,317
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",431,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:22:51",1889,1858,18,13,0,856,843,0,13,0,842,14,2000,1144,56,23,16,341,5,7,5,3,18,30,338
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA” GIROC",425,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:53",1401,1384,5,11,1,780,768,0,11,1,753,27,1500,720,81,30,17,300,7,13,11,9,18,23,244
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA” GIROC",426,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:09",1483,1461,7,12,3,845,830,0,12,3,811,34,1600,755,86,32,20,332,12,11,2,8,35,28,245
37,TIMIŞ,"LICEUL TEORETIC DAVID VONIGA GIROC",427,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:40",1429,1416,0,11,2,795,782,0,11,2,780,15,1600,805,95,27,10,340,17,5,7,11,29,23,216
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",75,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:46",954,933,7,14,0,390,376,0,14,0,380,10,1000,610,28,11,23,143,0,4,2,1,0,13,155
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",73,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:44",862,839,9,14,0,428,413,1,14,0,411,17,1300,872,41,6,30,121,4,8,5,3,5,18,170
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",74,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:27",920,886,15,19,0,395,375,1,19,0,385,10,900,505,29,22,19,125,2,11,0,0,1,13,163
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",76,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:57",968,962,0,6,0,433,427,0,6,0,433,0,1000,567,29,24,37,126,5,4,2,3,5,21,177
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",78,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:49",920,857,12,22,29,380,348,2,22,8,371,9,1300,920,25,11,18,110,0,8,3,2,1,15,178
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",77,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:27",907,887,10,10,0,392,381,1,10,0,384,8,1000,608,30,6,28,111,3,7,2,4,3,12,178
37,TIMIŞ,"LICEUL TEORETIC ”IRIS”",132,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:40",1345,1331,4,10,0,560,549,1,10,0,526,34,1400,840,47,13,21,182,2,9,3,7,7,21,214
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON” (FOSTA ŞCOALA GIMNAZIALĂ NR.28) ” CORP B ”",114,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:46",849,837,1,11,0,313,302,0,11,0,302,11,900,587,39,9,13,104,3,5,3,7,2,11,106
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",193,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:14",925,901,11,13,0,370,357,0,13,0,358,12,1000,630,28,14,12,106,5,12,2,5,3,21,150
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",192,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 14:58:48",1084,1072,1,11,0,456,444,1,11,0,444,11,1100,644,37,10,17,150,2,9,4,7,9,30,169
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",191,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:57:55",1129,1108,12,9,0,477,467,1,9,0,466,11,1200,723,45,14,23,139,7,3,7,4,3,19,202
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",190,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:52",1023,1014,5,4,0,417,413,0,4,0,407,10,1200,783,43,20,11,141,3,6,4,4,1,21,153
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”",10,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:22",543,510,19,12,2,230,214,2,12,2,222,8,600,370,15,5,15,67,1,7,1,1,2,10,98
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",6,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 16:59:04",851,738,79,15,19,321,284,3,15,19,298,16,800,479,28,6,8,94,3,5,1,4,3,20,126
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",5,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:31",746,680,57,9,0,293,282,2,9,0,286,7,900,607,21,6,25,84,2,2,1,4,4,12,125
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”TIMIȘOARA",7,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:42",651,585,57,7,2,236,227,0,7,2,230,6,598,362,28,8,8,49,2,2,0,2,4,6,121
37,TIMIŞ,"LICEUL TEORETIC PECIU NOU",506,"PECIU NOU",158065,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:02",1441,1432,4,5,0,629,620,4,5,0,591,38,1500,871,72,50,18,348,5,7,7,4,2,2,76
37,TIMIŞ,"LICEUL TEORETIC PERIAM",510,PERIAM,158109,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:16",1487,1472,3,1,11,624,612,0,1,11,579,45,1600,976,79,52,10,331,4,25,5,4,4,5,60
37,TIMIŞ,"LICEUL TEORETIC PERIAM",511,PERIAM,158109,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:30:20",1576,1553,3,5,15,780,760,0,5,15,733,47,1568,788,105,49,12,422,1,13,8,7,1,2,113
37,TIMIŞ,"LICEUL TEORETIC RECAȘ",285,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:38:02",1838,1798,6,22,12,1023,989,0,22,12,971,52,2000,977,89,60,49,450,7,148,5,5,1,7,150
37,TIMIŞ,"LICEUL TEORETIC ”SFINȚII KIRIL ȘI METODII” DUDEȘTII VECHI",381,"DUDEŞTII VECHI",156712,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-15 18:04:11",1591,1551,4,23,13,1023,987,0,23,13,902,121,1700,677,123,55,74,500,9,17,9,9,6,5,95
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",154,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:53",1425,1381,28,14,2,650,634,0,14,2,623,27,1400,750,65,17,36,205,6,9,7,3,4,24,247
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",155,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:39",1143,1126,7,10,0,376,366,0,10,0,360,16,1200,824,56,15,10,97,2,5,3,5,2,17,148
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ŢEPEȘ” TIMIȘOARA (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.28)",108,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:20",1244,1188,36,20,0,518,498,0,20,0,511,7,1200,682,44,30,31,157,4,6,4,4,3,19,209
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE”",185,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:15",1301,1248,37,14,2,569,553,0,14,2,550,19,1300,731,43,20,18,145,9,15,5,5,4,35,251
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” ( FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",123,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:04:28",1093,1063,0,30,0,466,436,0,30,0,457,9,1300,834,37,21,16,155,8,13,3,3,4,17,180
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” (FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",122,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:40:01",1262,1242,8,11,1,498,486,0,11,1,485,13,1300,802,57,26,18,153,4,10,4,5,2,15,191
37,TIMIŞ,"PRIMĂRIA BANLOC",302,BANLOC,155591,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:56:35",1342,1305,5,15,17,750,717,1,15,17,641,109,1600,850,44,28,15,504,1,10,5,1,2,2,29
37,TIMIŞ,"PRIMARIA BARA",306,BARA,155662,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:07",273,153,3,112,5,244,125,2,112,5,229,15,400,156,13,11,19,113,2,5,0,0,1,1,64
37,TIMIŞ,"PRIMĂRIA BELINŢ",319,BELINŢ,155797,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:14:40",1110,1030,3,12,65,802,725,2,12,63,760,42,1402,600,44,22,11,470,1,13,2,4,0,3,190
37,TIMIŞ,"PRIMĂRIA BETHAUSEN",323,BETHAUSEN,155840,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-15 13:27:31",738,695,0,22,21,488,445,0,22,21,432,56,994,506,44,44,22,146,31,26,4,3,4,8,100
37,TIMIŞ,"PRIMĂRIA BRESTOVĂŢ",341,BRESTOVĂŢ,156151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:03",230,201,0,26,3,164,135,0,26,3,154,10,401,237,14,9,5,80,1,27,2,1,0,0,15
37,TIMIŞ,"PRIMĂRIA COMUNEI BEBA VECHE",315,"BEBA VECHE",155724,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:15",826,805,0,14,7,448,427,0,14,7,418,30,1300,852,62,16,16,299,1,3,0,1,0,2,18
37,TIMIŞ,"PRIMĂRIA COMUNEI CĂRPINIŞ",346,CĂRPINIŞ,156213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:17",1781,1765,3,8,5,673,660,0,8,5,626,47,2000,1327,84,28,26,343,32,5,7,8,0,4,89
37,TIMIŞ,"PRIMĂRIA COMUNEI GIULVĂZ",436,GIULVĂZ,157317,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:32:43",1075,1067,3,3,2,526,521,0,3,2,472,48,1400,880,59,37,13,240,8,12,0,4,5,5,89
37,TIMIŞ,"PRIMARIA COMUNEI LIVEZILE",458,LIVEZILE,159491,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:43",898,881,2,7,8,516,499,2,7,8,472,43,1000,485,72,27,7,322,2,3,4,2,1,3,29
37,TIMIŞ,"PRIMĂRIA COMUNEI SÂNPETRU MARE",561,"SÂNPETRU MARE",158733,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:32",961,943,0,3,15,507,489,0,3,15,468,39,1000,493,149,28,13,233,3,9,5,1,2,1,24
37,TIMIŞ,"PRIMĂRIA COMUNEI SÂNPETRU MARE",562,"SÂNPETRU MARE",158733,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:33",868,849,1,1,17,475,456,1,1,17,432,43,1000,525,122,23,7,225,4,8,3,6,3,3,28
37,TIMIŞ,"PRIMARIA COMUNEI TOMNATIC , CORP A",585,TOMNATIC,159473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:54",1674,1660,3,3,8,677,666,0,3,8,599,78,1700,1023,68,37,29,397,7,10,4,2,1,1,43
37,TIMIŞ,"PRIMARIA COMUNEI TOMNATIC , CORP B",586,TOMNATIC,159473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:31:54",1390,1373,3,1,13,611,597,0,1,13,547,59,1400,794,39,61,15,366,7,7,3,3,2,1,43
37,TIMIŞ,"PRIMĂRIA COMUNEI TRAIAN VUIA",595,"TRAIAN VUIA",159071,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 19:33:03",668,648,1,9,10,383,363,1,9,10,334,49,700,317,68,30,3,196,4,10,1,4,1,3,14
37,TIMIŞ,"PRIMARIA IECEA MARE",442,"IECEA MARE",159428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:54:43",1324,1152,2,152,18,827,657,0,152,18,763,64,1479,652,49,46,13,592,5,3,4,7,6,1,37
37,TIMIŞ,"PRIMARIA JAMU MARE",444,"JAMU MARE",157362,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:18",1161,1131,0,17,13,674,644,0,17,13,628,46,1400,726,48,34,11,468,8,9,4,7,0,4,35
37,TIMIŞ,"PRIMĂRIA MAŞLOC",467,MAŞLOC,157683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:53",859,836,1,7,15,508,486,0,7,15,453,55,900,392,87,32,13,254,4,14,7,3,9,3,27
37,TIMIŞ,"PRIMARIA ORAS GATAIA",269,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:23",1305,1288,0,12,5,544,527,0,12,5,513,31,1600,1056,63,19,68,308,3,5,3,1,2,5,36
37,TIMIŞ,"PRIMĂRIA ORAȘULUI CIACOVA",245,"ORAŞ CIACOVA",156357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:32:20",1329,1302,2,24,1,723,698,0,24,1,666,57,1600,877,52,20,33,465,6,8,3,3,2,3,71
37,TIMIŞ,"PRIMĂRIA ORAŞULUI SÂNNICOLAU MARE",293,"ORAŞ SÂNNICOLAU MARE",155528,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:02",1780,1764,7,3,6,896,884,3,3,6,866,30,2000,1104,82,20,50,390,10,123,8,2,2,11,168
37,TIMIŞ,"PRIMĂRIA RECAȘ",283,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:23:14",1954,1902,1,32,19,1014,963,0,32,19,929,85,2200,1186,73,76,35,475,5,154,7,2,4,8,90
37,TIMIŞ,"PRIMĂRIA SÂNMIHAIU ROMÂN",556,"SÂNMIHAIU ROMÂN",158699,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:12:48",1878,1861,3,10,4,987,973,0,10,4,954,33,1900,913,128,43,28,485,12,11,12,16,7,21,191
37,TIMIŞ,"PRIMĂRIA TOPOLOVĂŢU MARE",587,"TOPOLOVĂŢU MARE",158966,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:39:10",923,897,13,7,6,521,508,0,7,6,491,30,1000,479,109,50,29,161,6,19,4,1,4,6,102
37,TIMIŞ,"PRIMARIA VĂLCANI",608,VĂLCANI,159482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:05",1110,1085,0,1,24,528,503,0,1,24,479,49,1201,673,107,47,23,241,4,22,4,0,2,2,27
37,TIMIŞ,"PRIMĂRIA VECHECOŞTEIU",362,COŞTEIU,156473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:06",1221,1176,2,12,31,766,723,0,12,31,711,55,1300,534,59,37,21,397,5,14,2,10,0,6,160
