precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"ȘCOALA GIMNAZIALĂ „AUREL VLAICU” ARAD (ȘCOALA GIMNAZIALĂ „FRAȚII NEUMAN” ARAD - FOSTA ȘCOALĂ GENERALĂ NR. 10)",56,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:31:34",1068,1053,3,12,0,447,435,0,12,0,434,13,1170,723,55,127,72,69,4,87,20
2,ARAD,"ȘCOALA GIMNAZIALĂ ”AUREL VLAICU” ARAD (ȘCOALA GIMNAZIALĂ „FRAȚII NEUMANN” ARAD - FOSTA ȘCOALA GENERALĂ NR. 10)",53,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:06",1434,1417,6,11,0,432,421,0,11,0,415,17,1600,1168,62,95,93,47,18,73,27
2,ARAD,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU” (FOSTA ŞCOALĂ GENERALĂ NR. 18)",69,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:57",1128,1111,2,15,0,424,409,0,15,0,412,12,1260,836,56,82,122,47,7,80,18
2,ARAD,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU” (FOSTA ŞCOALĂ GENERALĂ NR. 18)",70,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:53",1319,1302,2,15,0,516,501,0,15,0,500,16,1480,964,70,126,116,53,13,100,22
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",26,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:46:43",1151,1135,6,10,0,439,429,0,10,0,421,17,1280,841,81,103,101,37,9,70,20
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",29,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:09:05",1111,1094,3,14,0,441,427,0,14,0,430,11,1250,809,60,118,111,17,8,96,20
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",28,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:16",1322,1307,4,11,0,540,529,0,11,0,526,14,1480,940,73,155,132,28,8,110,20
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",25,"MUNICIPIUL ARAD",9262,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:49:24",1270,1248,8,14,0,537,523,0,14,0,512,23,1410,875,83,157,104,23,16,101,28
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",30,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:29:40",1371,1341,21,8,1,567,558,0,8,1,545,22,1520,953,69,187,114,19,13,115,28
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",27,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:23",1288,1274,7,5,2,576,569,0,5,2,569,7,1440,864,100,161,130,32,7,115,24
2,ARAD,"ŞCOALA GIMNAZIALĂ CĂPĂLNAŞ",211,BIRCHIŞ,10006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:44",726,713,0,8,5,417,404,0,8,5,401,16,800,383,76,145,154,0,11,9,6
2,ARAD,"ŞCOALA GIMNAZIALĂ CHERELUȘ",375,ŞICULA,12242,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:35:41",772,736,4,9,23,526,494,0,9,23,510,16,810,284,116,191,170,2,5,6,20
2,ARAD,"ŞCOALA GIMNAZIALĂ CINTEI",434,ZĂRAND,12812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:02",1015,974,1,3,37,758,718,0,3,37,691,30,1060,339,78,481,51,2,2,56,21
2,ARAD,"ŞCOALA GIMNAZIALĂ CONOP",235,CONOP,10453,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:02:10",457,418,0,25,14,345,306,0,25,14,327,18,480,135,20,100,196,3,3,1,4
2,ARAD,"ȘCOALA GIMNAZIALĂ „DR. IOAN DANICICO”",356,SEMLAC,12037,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:42:25",1752,1726,5,5,16,835,813,1,5,16,792,43,1920,1085,129,451,121,11,5,27,48
2,ARAD,"ŞCOALA GIMNAZIALĂ FRUMUŞENI",267,FRUMUŞENI,12920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:09:51",1481,1467,6,0,8,804,794,2,0,8,771,33,1620,816,74,411,202,12,5,36,31
2,ARAD,"ȘCOALA GIMNAZIALĂ ”GABRIEL BROLA” BUTENI",224,BUTENI,10293,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:43:11",951,881,0,11,59,709,639,0,11,59,666,43,1030,321,63,357,194,5,11,8,28
2,ARAD,"ȘCOALA GIMNAZIALĂ „GHEORGHE GROZA”",318,MONEASA,11478,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:52",679,541,4,109,25,526,390,2,109,25,511,14,800,274,40,259,185,3,6,13,5
2,ARAD,"ȘCOALA GIMNAZIALĂ ”GHEORGHE POPOVICI” APATEU,",180,APATEU,9798,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:25",924,875,0,5,44,681,632,0,5,44,658,23,1010,329,82,206,336,3,2,16,13
2,ARAD,"ȘCOALA GIMNAZIALĂ ”GHEORGHE POPOVICI” APATEU,",181,APATEU,9798,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:39",921,894,0,1,26,599,572,0,1,26,577,22,1010,411,80,195,281,5,1,8,7
2,ARAD,"ŞCOALA GIMNAZIALĂ GROŞENI",186,ARCHIŞ,9832,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:02",630,607,1,5,17,464,442,0,5,17,449,15,690,226,35,112,291,1,0,6,4
2,ARAD,"ŞCOALA GIMNAZIALĂ GROŞII NOI",200,BÂRZAVA,10104,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:20",155,148,0,6,1,96,89,0,6,1,86,10,160,64,12,14,57,0,1,1,1
2,ARAD,"ŞCOALA GIMNAZIALĂ GURBA",376,ŞICULA,12242,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:48",895,861,0,13,21,677,643,0,13,21,611,32,990,347,103,340,100,4,32,11,21
2,ARAD,"ȘCOALA GIMNAZIALĂ HORIA",423,VLADIMIRESCU,9397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:05",1061,1054,7,0,0,462,462,0,0,0,439,23,1160,698,57,204,152,4,0,12,10
2,ARAD,"ŞCOALA GIMNAZIALĂ „ILARION FELEA” (FOSTA ŞCOALĂ GENERALĂ NR. 8)",73,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:35",1401,1389,3,7,2,315,306,0,7,2,303,12,1540,1225,80,38,125,9,4,29,18
2,ARAD,"ȘCOALA GIMNAZIALĂ INEU",126,"ORAŞ INEU",9538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:55",1393,1375,2,12,4,782,766,0,12,4,745,21,1517,751,95,325,223,27,28,27,20
2,ARAD,"ŞCOALA GIMNAZIALĂ ”IOSIF MOLDOVAN” (FOSTA ŞCOALA GENERALĂ NR. 3)",84,"MUNICIPIUL ARAD",9262,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:23:47",1845,1817,17,11,0,630,619,0,11,0,602,27,1970,1340,77,156,114,82,19,135,19
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",81,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 20:18:38",1093,1080,4,8,1,484,475,0,8,1,465,18,1230,744,65,143,100,17,14,99,27
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",80,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:58",1148,1138,2,8,0,424,416,0,8,0,405,19,1290,866,58,115,95,20,9,78,30
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",79,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:39:56",1556,1533,17,6,0,592,586,0,6,0,575,17,1650,1058,90,151,95,84,20,114,21
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",82,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:47",1253,1242,3,8,0,502,494,0,8,0,476,23,1390,888,76,116,105,39,13,105,22
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",83,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:32",1498,1462,27,8,1,486,477,0,8,1,480,6,1670,1184,77,94,98,93,7,82,29
2,ARAD,"ŞCOALA GIMNAZIALĂ ”IOSIF MOLDOVAN” (FOSTA ȘCOALĂ GENERALĂ NR. 3)",85,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:33:03",1417,1409,0,8,0,478,470,0,8,0,462,16,1630,1152,78,130,95,33,2,87,37
2,ARAD,"ŞCOALA GIMNAZIALĂ LIVADA",307,LIVADA,9333,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:05:26",1358,1342,5,9,2,755,744,0,9,2,739,16,1570,815,103,266,223,19,24,88,16
2,ARAD,"ŞCOALA GIMNAZIALĂ MĂDERAT",149,"ORAŞ PÂNCOTA",9654,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:00",1306,1278,1,16,11,612,585,0,16,11,589,23,1410,798,77,124,327,5,7,23,26
2,ARAD,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU” (FOSTA ŞCOALĂ GENERALĂ NR. 1)",90,"MUNICIPIUL ARAD",9262,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:33:43",1355,1294,37,12,12,542,518,0,12,12,531,11,1570,1027,85,118,124,79,14,85,26
2,ARAD,"ŞCOALA GIMNAZIALĂ ”MIHAI VELICIU”",371,ŞEPREUŞ,12224,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:34:52",1030,993,0,8,29,617,580,0,8,29,584,33,1124,507,184,215,130,6,5,27,17
2,ARAD,"ŞCOALA GIMNAZIALĂ ”MIHAI VELICIU”",372,ŞEPREUŞ,12224,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:28:14",1185,1157,0,10,18,639,611,0,10,18,588,51,1290,651,251,206,70,11,2,31,17
2,ARAD,"ŞCOALA GIMNAZIALĂ MOCREA",131,"ORAŞ INEU",9538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:29:52",585,572,0,13,0,299,286,0,13,0,283,16,642,343,19,201,43,8,6,0,6
2,ARAD,"ŞCOALA GIMNAZIALĂ NĂDAB",120,"ORAŞ CHIŞINEU-CRIŞ",9459,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:33:21",1490,1471,3,14,2,1056,1038,2,14,2,946,110,1620,564,184,289,323,26,10,55,59
2,ARAD,"ȘCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU” (FOSTA ŞCOALĂ GENERALĂ NR.11)",49,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:27:44",1520,1492,19,9,0,487,478,0,9,0,467,20,1630,1143,82,115,115,55,7,64,29
2,ARAD,"ȘCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU” (FOSTA ŞCOALĂ GENERALĂ NR.11)",50,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:05",1160,1153,2,5,0,403,398,0,5,0,384,19,1280,877,57,82,104,34,19,62,26
2,ARAD,"ȘCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU” (FOSTA ŞCOALĂ GENERALĂ NR.11)",48,"MUNICIPIUL ARAD",9262,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:22:23",1571,1556,5,10,0,583,573,0,10,0,557,26,1710,1127,75,140,110,84,7,113,28
2,ARAD,"ŞCOALA GIMNAZIALĂ NR. 2 VINGA",413,VINGA,12643,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:36",1379,1362,2,11,4,635,618,2,11,4,591,44,1500,865,97,273,99,12,73,20,17
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",310,MACEA,11398,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:49:00",1856,1813,19,8,16,907,880,3,8,16,885,22,2030,1123,158,526,127,14,7,21,32
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",313,MACEA,11398,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:22",1035,1028,0,7,0,346,339,0,7,0,312,34,1130,784,31,186,62,4,2,6,21
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",311,MACEA,11398,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 20:59:39",1884,1867,3,7,7,812,798,0,7,7,779,33,2070,1258,172,411,127,5,9,26,29
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",312,MACEA,11398,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:37",1166,1155,0,10,1,366,355,0,10,1,348,18,1270,904,54,173,82,2,3,12,22
2,ARAD,"ŞCOALA GIMNAZIALĂ „REGINA MARIA” (FOSTA ŞCOALĂ GENERALĂ NR. 12)",23,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:19",1199,1186,4,9,0,419,410,0,9,0,407,12,1300,881,63,88,105,42,7,84,18
2,ARAD,"ŞCOALA GIMNAZIALĂ „REGINA MARIA” (FOSTA ŞCOALĂ GENERALĂ NR. 12)",24,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:09",1278,1262,3,13,0,550,537,0,13,0,533,17,1430,880,69,140,125,50,19,114,16
2,ARAD,"ŞCOALA GIMNAZIALĂ „REGINA MARIA” (FOSTA ŞCOALĂ GENERALĂ NR. 12)",22,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:54:14",1326,1312,4,9,1,508,498,0,9,1,491,17,1490,982,72,101,124,37,12,122,23
2,ARAD,"ŞCOALA GIMNAZIALĂ SÂNLEANI",309,LIVADA,9333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:19",1500,1479,9,5,7,808,793,3,5,7,777,31,1630,822,120,222,217,80,14,97,27
2,ARAD,"ȘCOALA GIMNAZIALĂ SÂNTANA",162,"ORAŞ SÂNTANA",12091,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:29:05",1463,1455,0,5,3,555,547,0,5,3,539,16,1610,1055,118,255,115,4,7,26,14
2,ARAD,"ŞCOALA GIMNAZIALĂ SEBIŞ",171,"ORAŞ SEBIŞ",9690,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:51:13",1207,1183,0,14,10,576,552,0,14,10,542,34,1320,744,81,225,153,29,13,23,18
2,ARAD,"ȘCOALA GIMNAZIALĂ SECUSIGIU",348,SECUSIGIU,11940,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:24",938,932,0,1,5,530,524,0,1,5,509,21,1040,510,69,213,190,7,1,13,16
2,ARAD,"ȘCOALA GIMNAZIALĂ SEMLAC",357,SEMLAC,12037,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:35",1645,1620,10,6,9,740,725,0,6,9,687,53,1790,1050,108,411,102,11,2,21,32
2,ARAD,"ȘCOALA GIMNAZIALĂ ”SFÂNTA ANA” SÂNTANA",161,"ORAŞ SÂNTANA",12091,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:36",1049,1040,1,8,0,330,322,0,8,0,324,6,1140,810,55,133,73,5,11,23,24
2,ARAD,"ŞCOALA GIMNAZIALĂ ŞICLĂU",273,GRĂNICERI,10916,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:45:46",960,934,0,10,16,479,453,0,10,16,432,46,1050,571,91,102,207,4,3,3,22
2,ARAD,"ȘCOALA GIMNAZIALĂ ȘICULA",374,ŞICULA,12242,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:25:44",877,858,2,2,15,634,617,0,2,15,581,38,960,341,144,163,225,2,20,3,24
2,ARAD,"ȘCOALA GIMNAZIALĂ ŞIMAND",378,ŞIMAND,12340,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:51",1468,1425,4,2,37,821,782,0,2,37,792,29,1560,739,164,316,160,25,35,28,64
2,ARAD,"ȘCOALA GIMNAZIALĂ ȘIMAND - GRĂDINIȚA CU PROGRAM NORMAL NR.2",380,ŞIMAND,12340,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:36:28",815,772,2,13,28,436,395,0,13,28,405,31,850,414,94,153,98,8,15,13,24
2,ARAD,"ȘCOALA GIMNAZIALĂ SÎNPETRU GERMAN",352,SECUSIGIU,11940,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:04:59",886,877,1,6,2,473,464,1,6,2,457,16,960,487,46,215,150,12,3,12,19
2,ARAD,"ȘCOALA GIMNAZIALĂ „ȘTEFAN BOZIAN” ȘEITIN",370,ŞEITIN,12206,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:13:49",1287,1266,6,5,10,760,744,1,5,10,713,47,1390,630,57,348,274,7,5,9,13
2,ARAD,"ȘCOALA GIMNAZIALĂ TÂRNOVA",393,TÂRNOVA,12509,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:25:58",1559,1445,5,69,40,1002,892,1,69,40,949,53,1590,588,121,202,569,26,3,10,18
2,ARAD,"ŞCOALA GIMNAZIALĂ ”TEODOR PĂCĂŢIAN” USUSĂU",399,USUSĂU,10765,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:58",522,503,0,11,8,394,375,0,11,8,378,16,578,184,45,181,109,8,3,19,13
2,ARAD,"ŞCOALA GIMNAZIALĂ VARIAŞU MARE",305,IRATOŞU,11352,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:23",439,424,0,9,6,246,231,0,9,6,235,11,470,224,22,53,55,90,6,7,2
2,ARAD,"ŞCOALA GIMNAZIALĂ VARIAŞU MIC",306,IRATOŞU,11352,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:18",107,96,0,11,0,63,52,0,11,0,58,5,110,47,5,23,8,18,0,0,4
2,ARAD,"ŞCOALA GIMNAZIALĂ VĂRȘAND",335,PILU,11735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:27",840,805,5,11,19,589,558,1,11,19,559,30,880,291,40,195,264,8,4,35,13
2,ARAD,"ȘCOALA GIMNAZIALĂ VLADIMIRESCU",420,VLADIMIRESCU,9397,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 20:43:18",1454,1440,3,11,0,656,645,0,11,0,621,11,1580,948,91,360,80,11,5,46,28
2,ARAD,"ŞCOALA PRIMARĂ 1 PECICA",156,"ORAŞ PECICA",11584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:23",1711,1689,6,13,3,914,897,1,13,3,871,43,1860,946,291,449,65,8,1,25,32
2,ARAD,"ŞCOALA PRIMARĂ 2 PECICA",154,"ORAŞ PECICA",11584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:33",1358,1344,3,9,2,673,662,0,9,2,645,28,1490,817,94,203,26,280,4,25,13
2,ARAD,"ŞCOALA PRIMARĂ 3 PECICA",155,"ORAŞ PECICA",11584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:00",1624,1610,1,13,0,618,605,0,13,0,582,36,1790,1172,179,197,50,125,6,8,17
2,ARAD,"ŞCOALA PRIMARĂ BELOTINŢ",236,CONOP,10453,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:55",245,235,1,6,3,154,144,1,6,3,145,9,260,106,13,61,66,0,2,0,3
2,ARAD,"ŞCOALA PRIMARĂ BERECHIU",182,APATEU,9798,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:09",666,620,1,7,38,465,419,1,7,38,444,21,720,255,29,157,221,0,24,7,6
2,ARAD,"ȘCOALA PRIMARĂ BOCSIG CARTIER",214,BOCSIG,10195,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:53",196,190,0,4,2,196,190,0,4,2,188,8,358,162,44,60,63,7,1,8,5
2,ARAD,"ŞCOALA PRIMARĂ CĂPRIOARA",341,SĂVÂRŞIN,11842,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:11",221,186,0,6,29,146,111,0,6,29,142,4,240,94,12,82,35,0,1,2,10
2,ARAD,"ȘCOALA PRIMARĂ CHELMAC",237,CONOP,10453,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:35",240,215,0,19,6,181,156,0,19,6,174,7,240,59,10,44,104,5,1,5,5
2,ARAD,"ŞCOALA PRIMARĂ CHIŞLACA",243,CRAIVA,10532,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:42",614,572,1,20,21,403,362,0,20,21,374,29,660,257,26,99,237,0,1,3,8
2,ARAD,"ŞCOALA PRIMARĂ CIUNTEŞTI",244,CRAIVA,10532,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:39",118,106,0,7,5,90,78,0,7,5,88,2,120,30,8,31,47,0,1,0,1
2,ARAD,"ȘCOALA PRIMARĂ CUIED",226,BUTENI,10293,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:31:46",550,498,2,6,44,397,356,1,6,34,389,8,580,183,42,188,136,2,14,3,4
2,ARAD,"ŞCOALA PRIMARĂ DIN SATUL ZERINDU MIC",317,MIŞCA,11423,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:10",162,151,0,9,2,118,107,0,9,2,114,4,170,52,2,12,13,84,0,1,2
2,ARAD,"ŞCOALA PRIMARĂ DONCENI",173,"ORAŞ SEBIŞ",9690,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:59",132,120,0,11,1,82,70,0,11,1,80,2,130,48,15,36,19,0,0,6,4
2,ARAD,"ŞCOALA PRIMARĂ IERMATA",354,SELEUŞ,11995,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:50",332,318,0,7,7,231,217,0,7,7,227,4,350,119,72,102,39,0,4,3,7
2,ARAD,"ŞCOALA PRIMARA IERMATA NEAGRA",436,ZERIND,12849,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:56",474,467,3,1,3,282,278,0,1,3,275,7,520,238,6,110,7,143,1,3,5
2,ARAD,"ŞCOALA PRIMARĂ JULIȚA",405,"VĂRĂDIA DE MUREŞ",12572,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:52:07",303,257,0,37,9,208,163,0,37,8,204,4,300,92,63,43,87,1,3,5,2
2,ARAD,"ŞCOALA PRIMARĂ LUNCŞOARA",291,HĂLMĂGEL,11174,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:12",255,241,0,5,9,198,184,0,5,9,189,9,280,82,16,65,103,1,0,1,3
2,ARAD,"ŞCOALA PRIMARĂ MÂNDRULOC",425,VLADIMIRESCU,9397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:57",1234,1223,4,7,0,525,518,0,7,0,495,30,1360,835,86,250,81,11,3,42,22
2,ARAD,"ŞCOALA PRIMARĂ MĂRĂUŞ",246,CRAIVA,10532,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:40",235,207,0,12,16,186,158,0,12,16,179,7,250,64,13,67,98,0,0,1,0
2,ARAD,"ŞCOALA PRIMARĂ MILOVA",238,CONOP,10453,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:04",471,435,2,24,10,342,307,1,24,10,327,15,490,148,30,215,68,1,5,3,5
2,ARAD,"ŞCOALA PRIMARĂ MINIŞEL",390,TAUŢ,12457,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:43:45",121,109,0,10,2,96,84,0,10,2,88,8,120,24,14,47,22,1,1,1,2
2,ARAD,"ŞCOALA PRIMARĂ ODVOŞ",239,CONOP,10453,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:30",383,351,0,24,8,264,232,0,24,8,258,6,400,136,22,146,65,1,1,4,19
2,ARAD,"ŞCOALA PRIMARĂ PÂRNEŞTI",342,SĂVÂRŞIN,11842,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:12",136,126,0,5,5,102,92,0,5,5,99,3,140,38,17,47,32,0,0,0,3
2,ARAD,"ŞCOALA PRIMARĂ PRĂJEŞTI",172,"ORAŞ SEBIŞ",9690,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:52:01",213,195,1,11,6,133,116,0,11,6,129,4,220,87,12,68,37,1,1,8,2
2,ARAD,"ŞCOALA PRIMARĂ PRUNIŞOR",174,"ORAŞ SEBIŞ",9690,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:59",476,462,0,10,4,275,261,0,10,4,257,18,512,237,20,121,101,2,0,4,9
2,ARAD,"ŞCOALA PRIMARĂ RĂPSIG",216,BOCSIG,10195,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:03",564,553,0,0,11,362,351,0,0,11,345,17,594,228,43,180,110,1,1,2,8
2,ARAD,"ŞCOALA PRIMARĂ ROGOZ DE BELIU",247,CRAIVA,10532,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:21",102,89,0,9,4,81,68,0,9,4,79,2,100,19,3,18,53,0,0,4,1
