precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"AGENȚIA NAȚIONALĂ DE ADMINISTRARE FISCALĂ, FOSTA DIRECȚIE VAMALĂ",74,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:13",1023,993,21,9,0,353,344,0,9,0,342,11,1180,827,63,72,79,34,13,63,18
2,ARAD,"AGENȚIA NAȚIONALĂ DE ADMINISTRARE FISCALĂ, FOSTA DIRECȚIE VAMALĂ",75,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:02",1372,1227,139,6,0,465,459,0,6,0,456,9,1420,955,60,120,99,36,9,110,22
2,ARAD,"BIBLIOTECA ORAȘULUI SÂNTANA",165,"ORAŞ SÂNTANA",12091,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:56:53",1012,1005,0,4,3,276,269,0,4,3,255,21,1110,834,35,130,53,5,4,9,19
2,ARAD,"CĂMIN CULTURAL",303,IGNEŞTI,11307,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:42:02",187,170,0,15,2,154,137,0,15,2,144,10,188,34,69,65,9,0,0,0,1
2,ARAD,"CĂMIN CULTURAL",277,GURAHONŢ,10943,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:18:47",62,49,0,8,5,53,40,0,8,5,51,2,60,7,1,22,21,0,7,0,0
2,ARAD,"CĂMIN CULTURAL",276,GURAHONŢ,10943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:39",525,495,0,13,17,344,314,0,13,17,319,25,580,236,51,63,156,3,24,11,11
2,ARAD,"CĂMIN CULTURAL ALDEŞTI",193,BÂRSA,10051,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:37",445,415,0,8,22,312,282,0,8,22,304,8,460,148,37,111,141,1,2,6,6
2,ARAD,"CĂMIN CULTURAL COVĂSINȚ",240,COVĂSINŢ,10514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:30",1037,1002,3,4,28,483,449,2,4,28,447,36,1100,617,45,276,95,6,1,13,11
2,ARAD,"CĂMIN CULTURAL DOROBANŢI",260,DOROBANŢI,12912,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:02:38",1347,1293,0,13,41,819,765,0,13,41,797,22,1470,651,14,90,25,655,0,8,5
2,ARAD,"CĂMIN CULTURAL LAZURI",411,VÂRFURILE,12689,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:17",585,570,2,3,10,382,367,2,3,10,369,13,640,258,136,95,110,0,6,19,3
2,ARAD,"CĂMIN CULTURAL PĂIUŞENI",233,CHISINDIA,10417,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:20",286,264,0,7,15,235,215,0,6,14,230,5,312,77,31,101,86,1,3,5,3
2,ARAD,"CĂMIN CULTURAL PĂULIŞ",322,PĂULIŞ,11539,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:34:17",1548,1495,18,19,16,941,906,0,19,16,905,36,1670,729,321,431,87,11,6,19,30
2,ARAD,"CĂMIN CULTURAL SÂMBĂTENI",325,PĂULIŞ,11539,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:27:24",1699,1660,7,14,18,993,958,3,14,18,948,45,1846,853,518,269,93,3,5,33,27
2,ARAD,"CĂMIN CULTURAL SATU NOU",166,"ORAŞ SÂNTANA",12091,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:32",1077,1068,0,5,4,549,540,0,5,4,534,15,1180,631,104,260,112,10,15,20,13
2,ARAD,"CĂMIN CULTURAL SLATINA DE MUREŞ",203,BÂRZAVA,10104,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:25",129,117,0,7,5,83,71,0,7,5,79,4,130,47,4,12,60,1,1,0,1
2,ARAD,"CĂMIN CULTURAL ŢĂRMURE",289,HĂLMAGIU,11058,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:37",257,224,0,14,19,206,173,0,14,19,199,7,271,65,18,133,46,0,1,1,0
2,ARAD,"CAMIN CULTURAL ȚELA",191,BATA,9887,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:29",284,249,1,25,9,207,172,1,25,9,194,13,280,73,19,119,37,3,2,13,1
2,ARAD,"CĂMIN CULTURAL VALEA MARE",346,SĂVÂRŞIN,11842,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:28",169,154,0,7,8,110,95,0,7,8,105,5,180,70,23,53,22,1,1,1,4
2,ARAD,"CĂMIN CULTURAL VĂSOAIA",234,CHISINDIA,10417,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:09:21",48,33,0,15,0,38,23,0,15,0,37,1,40,2,4,18,12,1,0,2,0
2,ARAD,"CĂMIN CULTURAL ZĂBRANI",426,ZĂBRANI,12778,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:01:31",993,973,2,7,11,573,557,1,4,11,545,23,1070,502,90,187,155,9,3,84,17
2,ARAD,"CĂMIN CULTURAL ZIMANDCUZ",440,"ZIMANDU NOU",12876,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:59",1491,1473,8,6,4,682,672,0,6,4,651,31,1650,968,101,207,71,190,7,39,36
2,ARAD,"CĂMINUL CULTURAL ACIUŢA",337,PLEŞCUŢA,11762,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:25",175,162,3,10,0,135,122,3,10,0,129,6,180,45,8,88,28,1,0,2,2
2,ARAD,"CĂMINUL CULTURAL ADEA",359,"SINTEA MARE",12055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:45",840,810,6,5,19,520,494,2,5,19,482,38,910,390,16,104,100,180,5,5,72
2,ARAD,"CĂMINUL CULTURAL AGRIŞU MIC",295,HĂŞMAŞ,11236,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:17",172,153,0,15,4,133,114,0,15,4,124,8,170,38,59,35,27,0,1,1,1
2,ARAD,"CĂMINUL CULTURAL ALMAŞ",176,ALMAŞ,9743,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:02:45",1131,1083,4,10,34,760,717,1,8,34,733,27,1190,430,119,292,215,2,11,28,66
2,ARAD,"CĂMINUL CULTURAL ANDREI ȘAGUNA",439,"ZIMANDU NOU",12876,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:37",1190,1156,0,6,28,695,661,0,6,28,662,33,1300,605,92,361,76,52,5,45,31
2,ARAD,"CĂMINUL CULTURAL ARĂNEAG",395,TÂRNOVA,12509,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:16:47",391,346,1,33,11,274,230,0,33,11,266,8,380,106,12,149,92,3,1,2,7
2,ARAD,"CĂMINUL CULTURAL BACĂUL DE MIJLOC",189,BATA,9887,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:24",150,142,0,7,1,112,104,0,7,1,107,5,160,48,7,53,29,0,3,13,2
2,ARAD,"CĂMINUL CULTURAL BAIA",404,"VĂRĂDIA DE MUREŞ",12572,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:42",102,94,0,6,2,76,68,0,6,2,74,2,110,34,34,12,24,1,0,3,0
2,ARAD,"CĂMINUL CULTURAL BĂNEȘTI",284,HĂLMAGIU,11058,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:51",212,196,0,8,8,176,160,0,8,8,170,6,230,54,37,76,50,2,3,2,0
2,ARAD,"CĂMINUL CULTURAL BÂRZAVA",196,BÂRZAVA,10104,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:10:14",755,713,1,19,22,466,425,0,19,22,445,18,810,347,50,41,325,1,3,8,17
2,ARAD,"CĂMINUL CULTURAL BENEŞTI",205,BELIU,9930,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:51",110,98,1,7,4,78,66,1,7,4,71,7,110,32,13,34,19,0,0,2,3
2,ARAD,"CĂMINUL CULTURAL BERINDIA",225,BUTENI,10293,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:44:36",177,168,0,2,7,139,130,0,2,7,137,2,200,61,23,65,34,2,3,5,5
2,ARAD,"CĂMINUL CULTURAL BIRCHIŞ",210,BIRCHIŞ,10006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:11",530,502,0,19,9,333,305,0,19,9,315,18,570,237,133,122,41,2,0,8,9
2,ARAD,"CĂMINUL CULTURAL BOCHIA",206,BELIU,9930,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:53:31",49,41,0,6,2,32,24,0,6,2,32,0,50,18,2,23,4,0,2,0,1
2,ARAD,"CĂMINUL CULTURAL BOCSIG",213,BOCSIG,10195,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 20:21:20",1519,1488,0,9,22,971,940,0,9,22,925,45,1600,629,210,412,256,2,15,11,19
2,ARAD,"CĂMINUL CULTURAL BODROGU NOU",432,ZĂDĂRENI,12938,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:52:22",240,228,0,5,7,143,131,0,5,7,139,4,250,107,17,71,29,1,3,7,11
2,ARAD,"CĂMINUL CULTURAL BUCEAVA",218,BRAZII,10239,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:26",66,60,0,4,2,55,49,0,4,2,51,4,80,25,10,15,24,0,0,0,2
2,ARAD,"CĂMINUL CULTURAL BUHANI",252,DEZNA,10649,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:31",155,139,0,13,3,121,105,0,13,3,116,5,150,29,14,26,65,0,0,6,5
2,ARAD,"CĂMINUL CULTURAL BULCI",190,BATA,9887,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:35",81,69,5,6,1,45,38,0,6,1,41,4,80,35,3,20,14,0,0,3,1
2,ARAD,"CĂMINUL CULTURAL CAPORAL ALEXA",168,"ORAŞ SÂNTANA",12091,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:42",1199,1188,1,3,7,578,568,0,3,7,555,23,1320,742,155,240,99,2,20,9,30
2,ARAD,"CĂMINUL CULTURAL CĂRAND",228,CĂRAND,10346,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:54",491,464,0,14,13,348,321,0,14,13,336,11,520,173,21,116,166,7,6,11,9
2,ARAD,"CĂMINUL CULTURAL CHIER",396,TÂRNOVA,12509,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:59:16",1017,955,1,43,18,583,522,0,43,18,560,23,1050,467,80,141,317,3,5,0,14
2,ARAD,"CĂMINUL CULTURAL CIL",177,ALMAŞ,9743,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:47",447,430,0,5,12,277,260,0,5,12,259,18,490,213,33,123,78,3,6,6,10
2,ARAD,"CĂMINUL CULTURAL CLADOVA",324,PĂULIŞ,11539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:00",233,225,0,6,2,153,145,0,6,2,146,7,260,107,54,71,11,3,0,3,4
2,ARAD,"CĂMINUL CULTURAL CLIT",297,HĂŞMAŞ,11236,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:37",63,52,0,7,4,50,39,0,7,4,47,3,60,10,12,15,3,6,0,11,0
2,ARAD,"CĂMINUL CULTURAL COMĂNEŞTI",298,HĂŞMAŞ,11236,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:37",88,72,0,7,9,72,56,0,7,9,66,6,90,18,11,39,2,0,2,5,7
2,ARAD,"CĂMINUL CULTURAL CORBEŞTI",329,PETRIŞ,11664,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:41:04",155,143,1,8,3,110,99,0,8,3,106,4,160,50,13,51,36,0,0,4,2
2,ARAD,"CĂMINUL CULTURAL COROI",245,CRAIVA,10532,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:42",135,125,0,6,4,87,77,0,6,4,81,6,140,53,21,25,33,0,1,0,1
2,ARAD,"CĂMINUL CULTURAL COVĂSINŢ",241,COVĂSINŢ,10514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:41:36",1071,1038,0,10,23,630,597,0,10,23,630,0,1160,530,64,327,159,3,5,20,52
2,ARAD,"CĂMINUL CULTURAL CROCNA",257,DIECI,10701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:03",312,272,0,15,25,246,206,0,15,25,233,13,330,84,28,85,53,5,0,57,5
2,ARAD,"CĂMINUL CULTURAL CUVIN",270,GHIOROC,10872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:26",1366,1355,4,4,3,672,664,1,4,3,639,33,1490,818,91,421,74,8,7,24,14
2,ARAD,"CĂMINUL CULTURAL DEZNA",251,DEZNA,10649,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:42",702,619,0,61,22,543,462,0,61,20,517,26,680,137,60,162,252,4,4,24,11
2,ARAD,"CĂMINUL CULTURAL DIECI",256,DIECI,10701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:15",650,585,1,16,48,494,429,1,16,48,465,27,639,147,36,233,126,3,1,30,36
2,ARAD,"CĂMINUL CULTURAL DIN CARTIERUL TRAIAN",129,"ORAŞ INEU",9538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:16:21",1351,1342,2,1,6,827,818,2,1,6,804,23,1476,649,111,474,141,24,10,17,27
2,ARAD,"CĂMINUL CULTURAL DRAUŢ",397,TÂRNOVA,12509,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:30:14",736,647,3,51,35,535,448,1,51,35,503,32,710,175,29,207,252,2,1,8,4
2,ARAD,"CĂMINUL CULTURAL DUD",398,TÂRNOVA,12509,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:16",582,548,0,21,13,388,354,0,21,13,365,23,600,212,85,111,144,2,1,9,13
2,ARAD,"CĂMINUL CULTURAL DUMBRĂVIŢA",199,BÂRZAVA,10104,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:24",215,197,1,7,10,154,137,0,7,10,144,10,230,76,18,7,108,1,0,4,6
2,ARAD,"CĂMINUL CULTURAL FENIŞ",278,GURAHONŢ,10943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:44",85,69,0,8,8,68,52,0,8,8,65,3,90,22,1,28,23,1,3,4,5
2,ARAD,"CĂMINUL CULTURAL GALȘA",384,ŞIRIA,12368,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:56:17",1884,1863,0,3,18,879,858,0,3,18,834,45,2050,1171,103,565,78,14,11,22,41
2,ARAD,"CĂMINUL CULTURAL GURA VĂII",338,PLEŞCUŢA,11762,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:13:38",235,224,0,3,8,159,148,0,3,8,156,3,250,91,30,85,38,0,0,2,1
2,ARAD,"CĂMINUL CULTURAL HĂŞMAŞ",294,HĂŞMAŞ,11236,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:36",358,322,0,28,8,274,238,0,28,8,263,11,360,86,70,116,47,1,6,15,8
2,ARAD,"CĂMINUL CULTURAL HONŢIŞOR",279,GURAHONŢ,10943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:10",262,251,0,1,10,203,192,0,1,10,195,8,291,87,16,109,57,0,8,2,3
2,ARAD,"CĂMINUL CULTURAL HUNEDOARA TIMIȘANĂ",368,ŞAGU,12144,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:02:58",179,160,0,9,10,102,83,0,9,10,98,4,180,78,13,58,9,3,0,7,8
2,ARAD,"CĂMINUL CULTURAL IACOBINI",220,BRAZII,10239,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:35",180,159,1,12,8,136,115,1,12,8,133,3,190,54,18,75,35,0,1,1,3
2,ARAD,"CĂMINUL CULTURAL IGNEŞTI",300,IGNEŞTI,11307,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:24:57",218,205,0,5,8,169,156,0,5,8,161,8,228,59,40,72,35,2,0,10,2
2,ARAD,"CĂMINUL CULTURAL ILTEU",330,PETRIŞ,11664,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:45",201,184,6,10,1,119,105,3,10,1,115,4,200,81,5,48,47,0,1,2,12
2,ARAD,"CĂMINUL CULTURAL IOSAŞ",280,GURAHONŢ,10943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:15",176,163,0,4,9,131,118,0,4,9,126,5,200,69,8,42,62,0,6,5,3
2,ARAD,"CĂMINUL CULTURAL JOIA MARE",178,ALMAŞ,9743,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:43",149,140,0,6,3,100,91,0,6,3,97,3,150,50,20,38,25,0,1,2,11
2,ARAD,"CĂMINUL CULTURAL LAZ",253,DEZNA,10649,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:06:44",32,23,0,9,0,24,15,0,9,0,23,1,30,6,4,11,6,0,0,2,0
2,ARAD,"CĂMINUL CULTURAL LEASA",286,HĂLMAGIU,11058,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:09",202,154,1,28,19,168,120,1,28,19,166,2,170,2,15,133,15,2,1,0,0
2,ARAD,"CAMINUL CULTURAL LIVADA",308,LIVADA,9333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:22",699,684,5,10,0,444,434,0,10,0,437,7,750,306,60,135,112,6,10,99,15
2,ARAD,"CĂMINUL CULTURAL LUPEȘTI",406,"VĂRĂDIA DE MUREŞ",12572,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:57",194,177,0,8,9,155,138,0,8,9,149,6,210,55,32,50,63,2,1,1,0
2,ARAD,"CĂMINUL CULTURAL MĂDRIGEŞTI",221,BRAZII,10239,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:01",224,195,0,11,18,177,148,0,11,18,170,7,230,53,26,25,114,0,0,2,3
2,ARAD,"CĂMINUL CULTURAL MÂNERĂU",215,BOCSIG,10195,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:27",269,263,0,3,3,181,175,0,3,3,170,8,349,171,28,101,28,2,2,1,8
2,ARAD,"CĂMINUL CULTURAL MÂSCA",385,ŞIRIA,12368,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:41",758,745,0,8,5,415,402,0,8,5,405,10,830,415,45,259,78,0,6,6,11
2,ARAD,"CĂMINUL CULTURAL MINIŞ",271,GHIOROC,10872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:38",573,555,8,9,1,299,285,4,9,1,290,9,620,321,36,195,30,5,4,13,7
2,ARAD,"CĂMINUL CULTURAL MINIŞU DE SUS",391,TAUŢ,12457,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:25:08",50,41,0,9,0,33,24,0,9,0,32,1,50,17,11,12,9,0,0,0,0
2,ARAD,"CĂMINUL CULTURAL MIȘCA",314,MIŞCA,11423,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:38",1016,990,2,12,12,590,566,0,12,12,555,35,1090,500,70,158,246,53,3,16,9
2,ARAD,"CĂMINUL CULTURAL MORODA",355,SELEUŞ,11995,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:39",577,547,1,7,22,336,309,0,7,20,328,8,630,294,93,160,46,0,10,3,16
2,ARAD,"CĂMINUL CULTURAL MUNAR",349,SECUSIGIU,11940,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:40",432,420,1,7,4,300,289,0,7,4,287,12,460,160,15,83,158,8,4,11,8
2,ARAD,"CĂMINUL CULTURAL NĂDĂLBEȘTI",302,IGNEŞTI,11307,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:29",114,104,0,8,2,72,62,0,8,2,69,3,116,44,42,21,2,0,0,2,2
2,ARAD,"CĂMINUL CULTURAL NADĂŞ",392,TAUŢ,12457,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:12",576,527,0,14,35,506,457,0,14,35,437,20,630,173,187,152,86,2,2,2,6
2,ARAD,"CĂMINUL CULTURAL NEAGRA",254,DEZNA,10649,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:59",98,84,0,11,3,80,66,0,11,3,77,3,100,20,5,20,49,1,0,1,1
2,ARAD,"CĂMINUL CULTURAL NEUDORF",429,ZĂBRANI,12778,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:00:17",858,842,4,5,7,446,433,1,5,7,418,28,930,484,67,146,103,11,4,60,27
2,ARAD,"CĂMINUL CULTURAL NICOLAE BĂLCESCU",407,"VĂRĂDIA DE MUREŞ",12572,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:40",200,192,0,7,1,131,123,0,7,1,125,6,220,89,37,43,34,0,1,8,2
2,ARAD,"CĂMINUL CULTURAL OBÂRŞIA",331,PETRIŞ,11664,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:08:07",82,76,0,6,0,65,59,0,6,0,60,5,90,25,2,33,15,0,0,9,1
2,ARAD,"CĂMINUL CULTURAL OSTROV",212,BIRCHIŞ,10006,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:05:38",225,198,0,19,8,157,130,0,19,8,150,7,218,61,55,61,23,1,0,3,7
2,ARAD,"CĂMINUL CULTURAL PESCARI",281,GURAHONŢ,10943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:48",234,216,0,12,6,160,142,0,12,6,155,5,250,90,7,88,48,1,5,4,2
2,ARAD,"CĂMINUL CULTURAL POIENARI",287,HĂLMAGIU,11058,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:05:39",130,121,0,4,5,111,102,0,4,5,102,9,140,29,18,62,17,0,3,2,0
2,ARAD,"CĂMINUL CULTURAL RĂDEŞTI",179,ALMAŞ,9743,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:27:17",344,317,0,10,17,255,228,0,10,17,243,12,370,115,34,111,79,3,2,7,7
2,ARAD,"CĂMINUL CULTURAL REVETIŞ",258,DIECI,10701,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:34",307,270,0,15,22,209,172,0,15,22,198,11,295,86,21,102,54,2,3,9,7
2,ARAD,"CĂMINUL CULTURAL ROŞIA",259,DIECI,10701,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:15:45",53,35,0,18,0,41,23,0,18,0,41,0,45,4,2,24,6,0,1,2,6
2,ARAD,"CĂMINUL CULTURAL ROŞIA NOUĂ",332,PETRIŞ,11664,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:13",218,205,0,5,8,159,146,0,5,8,151,8,230,71,5,77,52,1,2,5,9
2,ARAD,"CĂMINUL CULTURAL SĂLĂJENI",175,"ORAŞ SEBIŞ",9690,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:36:44",138,125,0,11,2,80,67,0,11,2,79,1,141,61,15,32,28,1,0,2,1
2,ARAD,"CĂMINUL CULTURAL SÂNPAUL",388,ŞOFRONEA,9360,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:17",728,694,3,14,17,491,459,1,14,17,475,16,760,269,32,73,41,296,5,17,11
2,ARAD,"CĂMINUL CULTURAL SÂRBI",292,HĂLMĂGEL,11174,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:51",85,70,0,10,5,73,58,0,10,5,68,5,81,8,3,47,13,0,2,2,1
2,ARAD,"CĂMINUL CULTURAL SĂVÂRȘIN",340,SĂVÂRŞIN,11842,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:25:15",1274,1227,2,17,28,806,762,0,17,27,782,24,1377,571,211,356,158,7,5,25,20
2,ARAD,"CĂMINUL CULTURAL SECACI",207,BELIU,9930,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:04:33",128,119,0,4,5,90,82,0,4,4,85,5,130,40,14,36,24,0,0,11,0
2,ARAD,"CĂMINUL CULTURAL SECAŞ",222,BRAZII,10239,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:31:17",385,359,0,8,18,303,277,0,8,18,286,17,420,117,41,165,69,0,5,3,3
2,ARAD,"CĂMINUL CULTURAL SELIŞTE",333,PETRIŞ,11664,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:02:03",100,86,0,12,2,76,62,0,12,2,74,2,100,24,5,28,34,0,1,5,1
2,ARAD,"CĂMINUL CULTURAL SELIŞTEA",229,CĂRAND,10346,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:49:44",437,417,0,11,9,292,272,0,11,9,265,27,450,158,36,111,80,2,17,10,9
2,ARAD,"CĂMINUL CULTURAL ȘICULA",373,ŞICULA,12242,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:35",881,846,0,10,25,600,565,0,10,25,572,28,960,360,183,112,231,2,16,18,10
2,ARAD,"CĂMINUL CULTURAL ȘILINDIA",377,ŞILINDIA,12288,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:52",780,624,1,118,37,601,446,0,118,37,581,20,720,119,33,281,215,25,4,4,19
2,ARAD,"CĂMINUL CULTURAL ȘIRIA",381,ŞIRIA,12368,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:55",1370,1316,9,8,37,587,542,0,8,37,573,14,1490,903,76,382,50,7,11,19,28
2,ARAD,"CĂMINUL CULTURAL ȘIRIA",382,ŞIRIA,12368,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:00",1353,1340,1,0,12,473,461,0,0,12,449,24,1490,1017,42,314,39,2,9,18,25
2,ARAD,"CĂMINUL CULTURAL SLATINA DE CRIȘ",255,DEZNA,10649,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:17:28",112,88,1,18,5,89,66,0,18,5,86,1,100,13,6,19,55,0,0,2,4
2,ARAD,"CĂMINUL CULTURAL SOCODOR",362,SOCODOR,12126,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:27",1008,939,0,21,48,676,607,0,21,48,648,28,1040,364,58,434,122,6,7,6,15
2,ARAD,"CĂMINUL CULTURAL ŞOFRONEA",387,ŞOFRONEA,9360,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:48:22",1915,1876,6,12,21,1093,1060,0,12,21,1062,31,2050,957,285,361,119,188,9,56,44
