precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
39,VASLUI,"ŞCOALA PRIMARA VĂLENI",402,PĂDURENI,165185,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:07",811,788,0,3,20,373,350,0,3,20,350,23,900,527,169,15,150,0,0,16
39,VASLUI,"ȘCOALA PRIMARĂ VĂLENI",516,VIIŞOARA,166707,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:33",107,95,0,8,4,58,46,0,8,4,56,2,100,42,34,11,7,1,1,2
39,VASLUI,"ȘCOALA PRIMARĂ VILTOTEȘTI",517,VIIŞOARA,166707,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:44",148,130,0,8,10,80,62,0,8,10,74,6,200,120,63,3,6,0,0,2
39,VASLUI,"ŞCOALA PRIMARĂ ZGURA",394,OLTENEŞTI,165069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:12:57",67,58,0,9,0,43,34,0,9,0,41,2,100,57,6,4,29,1,0,1
39,VASLUI,"SCOALA PROFESIONALA SPECIALĂ ”SF.ECATERINA”",135,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:53",1536,1530,0,6,0,425,419,0,6,0,403,22,8085,5965,146,96,124,5,4,28
39,VASLUI,"ŞCOALA SUCEVENI",220,BOGDANA,162595,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:16:03",147,143,0,4,0,79,75,0,4,0,75,4,200,121,26,15,32,1,0,1
39,VASLUI,"ŞCOALA VALEA OANEI",357,IVĂNEŞTI,164393,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:56:19",208,195,0,5,8,91,83,0,0,8,83,8,300,209,47,17,10,6,0,3
39,VASLUI,"ŞCOALA VERDEŞ",221,BOGDANA,162595,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:13:12",156,155,0,1,0,78,77,0,1,0,73,5,200,122,26,17,30,0,0,0
39,VASLUI,"ŞCOALA VIZURENI",507,TUTOVA,166529,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:00",149,128,0,16,5,98,77,0,16,5,91,7,110,12,60,24,1,2,1,3
39,VASLUI,"SEDIUL PRIMARIEI",228,BOGDĂNIŢA,162791,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:00",165,150,0,12,3,118,103,0,12,3,110,8,202,84,13,58,29,3,2,5
39,VASLUI,"SERVICIUL PUBLIC DE ASISTENȚĂ SOCIALĂ NEGREȘTI",164,"ORAŞ NEGREŞTI",161856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:09",1968,1957,0,5,6,909,898,0,5,6,841,23,2200,1306,280,80,373,12,16,80
