precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.14",10,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:26",1023,1016,0,6,1,374,367,0,6,1,361,13,1200,826,125,60,96,12,7,61
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.15",12,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:51",1392,1385,1,6,0,486,480,0,6,0,459,27,1600,1114,171,54,87,17,22,108
39,VASLUI,"GRADINITA CU PROGRAM PRELUNGIT NR.17",39,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:09:46",1803,1792,3,7,1,451,444,0,7,0,432,19,2000,1549,162,71,101,13,12,73
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.3",47,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:33",1150,1144,0,5,1,445,439,0,5,1,398,47,1200,755,148,59,62,20,9,100
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 5",96,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:05",1058,1052,0,5,1,453,447,0,5,1,415,16,1200,747,166,54,83,9,25,78
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 5",97,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:57",841,833,0,8,0,322,314,0,8,0,296,26,900,578,129,35,57,8,14,53
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5",23,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:37:30",1712,1704,0,8,0,9,1,0,8,0,9,0,1800,1791,4,1,1,1,0,2
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5",21,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:43:08",1764,1757,0,7,0,9,2,0,7,0,8,1,2000,1991,2,1,1,1,0,3
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5",20,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:22",1767,1760,0,7,0,240,233,0,7,0,231,9,2000,1760,81,40,41,9,7,53
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5",22,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:19:20",737,729,0,8,0,53,45,0,8,0,51,2,800,747,14,11,6,3,2,15
39,VASLUI,"GRADINITA CU PROGRAM PRELUNGIT NR. 6",38,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:15:17",1629,1619,0,10,0,40,30,0,10,0,39,1,1700,1660,20,7,7,2,0,3
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",103,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:30",1464,1461,0,3,0,386,383,0,3,0,367,19,1700,1314,187,42,35,23,24,56
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",109,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:28",1307,1301,0,6,0,424,418,0,6,0,410,14,1400,976,217,48,51,15,24,55
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",104,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:33",1259,1217,0,9,33,453,411,0,9,33,426,27,1300,847,217,43,76,22,25,43
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",105,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:56",1276,1270,0,6,0,509,503,0,6,0,491,18,1300,791,254,65,64,11,25,72
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",106,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:02",1126,1121,0,5,0,328,323,0,5,0,312,16,1200,872,163,50,44,13,18,24
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",107,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:57",1159,1159,0,0,0,421,421,0,0,0,399,22,1200,779,208,40,56,22,15,58
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",108,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:31",1292,1285,1,6,0,447,441,0,6,0,428,19,1300,853,211,48,50,15,24,80
39,VASLUI,"GRĂDINIȚA DUMEŞTII VECHI",301,DUMEŞTI,163734,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:00",343,339,1,3,0,165,162,0,3,0,153,12,400,235,91,29,8,3,2,20
39,VASLUI,"GRĂDINIȚA MITOC",189,BANCA,162194,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:08",333,327,0,3,3,182,176,0,3,3,178,4,400,218,89,11,71,2,1,4
39,VASLUI,"GRĂDINIŢA NR. 1 DUMEŞTI",300,DUMEŞTI,163734,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:43",717,703,1,6,7,328,315,0,6,7,309,19,800,472,159,28,71,4,4,43
39,VASLUI,"GRĂDINIȚA NR. 2 ZORLENI",548,ZORLENI,167179,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:20:22",1478,1469,0,8,1,633,624,0,8,1,597,36,1600,967,464,35,48,9,1,40
39,VASLUI,"GRĂDINIŢA STRÂMTURA-MITOC",192,BANCA,162194,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:03:54",185,180,0,5,0,111,106,0,5,0,108,3,200,89,44,4,51,2,3,4
39,VASLUI,"IMOBIL FEDERALCOOP SAT VALEA TÂRGULUI",444,PUŞCAŞI,167320,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:28",133,116,0,12,5,92,75,0,12,5,88,4,200,108,69,5,4,2,3,5
39,VASLUI,"LICEUL CU PROGRAM SPORTIV",35,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:13:26",1826,1816,0,10,0,21,11,0,10,0,21,0,2000,1979,8,2,5,1,0,5
39,VASLUI,"LICEUL CU PROGRAM SPORTIV",36,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:44:30",780,771,0,9,0,18,9,0,9,0,18,0,800,782,6,4,4,0,1,3
39,VASLUI,"LICEUL CU PROGRAM SPORTIV",34,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:47",1806,1793,3,8,2,568,558,0,8,2,547,21,2000,1432,214,69,82,26,15,141
39,VASLUI,"LICEUL CU PROGRAM SPORTIV",37,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:48:48",1797,1790,0,7,0,9,2,0,7,0,9,0,2000,1991,5,1,2,1,0,0
39,VASLUI,"LICEUL PEDAGOGIC ”IOAN POPESCU”",129,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:17",1326,1321,1,4,0,466,462,0,4,0,444,22,1500,1034,211,68,67,19,31,48
39,VASLUI,"LICEUL PEDAGOGIC ”IOAN POPESCU”",128,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:33",1261,1254,0,7,0,452,445,0,7,0,438,14,1300,848,182,50,72,16,43,75
39,VASLUI,"LICEUL PEDAGOGIC ”IOAN POPESCU”",127,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:55",1056,1051,1,4,0,391,387,0,4,0,378,13,1200,809,171,41,54,15,17,80
39,VASLUI,"LICEUL PEDAGOGIC ”IOAN POPESCU”",130,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:30",1124,1119,0,4,1,383,378,0,4,1,363,20,1200,817,128,53,75,24,27,56
39,VASLUI,"LICEUL ”ŞTEFAN PROCOPIU”",74,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:05",1957,1949,1,6,1,569,562,0,6,1,549,19,2000,1432,198,73,133,17,12,116
39,VASLUI,"LICEUL ”ȘTEFAN PROCOPIU”",75,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:03:59",1061,1053,0,8,0,17,9,0,8,0,17,0,1200,1183,6,3,2,3,3,0
39,VASLUI,"LICEUL ”ȘTEFAN PROCOPIU”",76,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:36:55",1818,1812,0,6,0,36,30,0,6,0,32,4,2000,1964,13,5,1,0,1,12
39,VASLUI,"LICEUL ”ȘTEFAN PROCOPIU”",73,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:46:34",1730,1724,0,6,0,53,47,0,6,0,53,0,1800,1747,19,14,4,5,0,11
39,VASLUI,"LICEUL ”ȘTEFAN PROCOPIU”",77,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:21:34",1723,1717,0,6,0,24,18,0,6,0,22,2,1800,1776,10,5,2,3,0,2
39,VASLUI,"LICEUL ”ȘTEFAN PROCOPIU”",78,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:47",1872,1863,0,8,1,16,7,0,8,1,16,0,2000,1984,4,0,3,1,1,7
39,VASLUI,"LICEUL TEHNOLOGIC ”DIMITRIE CANTEMIR” SAT FĂLCIU",307,FĂLCIU,163832,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:54",999,974,2,8,15,484,463,0,8,13,466,18,1100,616,219,35,163,21,5,23
39,VASLUI,"LICEUL TEHNOLOGIC ”IOAN CORIVAN”",138,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:23",1833,1822,1,10,0,493,483,0,10,0,469,24,2001,1508,211,61,158,11,3,25
39,VASLUI,"LICEUL TEHNOLOGIC ”PETRU RAREŞ”",110,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:30",1000,996,1,3,0,385,382,0,3,0,366,19,1100,715,182,51,38,22,34,39
39,VASLUI,"LICEUL TEHNOLOGIC ”PETRU RAREŞ”",112,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:21",1426,1419,1,6,0,465,459,0,6,0,447,18,1600,1117,187,70,62,18,44,66
39,VASLUI,"LICEUL TEHNOLOGIC ”PETRU RAREŞ”",111,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:02",1344,1337,2,5,0,556,551,0,5,0,519,37,1400,844,262,64,73,29,30,61
39,VASLUI,"LICEUL TEHNOLOGIC ”PETRU RARES” - CENTRU",511,VETRIŞOAIA,166672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:32:16",1405,1342,0,7,56,825,762,0,7,56,802,23,1600,775,501,72,212,4,1,12
39,VASLUI,"LICEUL TEHNOLOGIC ”PETRU RAREȘ” VETRIȘOAIA",512,VETRIŞOAIA,166672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:50",811,759,0,7,45,517,465,0,7,45,500,17,900,383,328,30,130,4,4,4
39,VASLUI,"LICEUL TEHNOLOGIC, SAT PUIEŞTI",421,PUIEŞTI,165470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:08",1120,1099,0,8,13,607,586,0,8,13,558,42,1200,600,413,87,44,5,0,9
39,VASLUI,"LICEUL TEHNOLOGIC VLADIA",291,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:06",359,358,0,1,0,197,196,0,1,0,184,13,400,203,55,44,54,4,1,26
39,VASLUI,"LICEUL TEORETIC „EMIL RACOVIŢĂ”",45,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:02:26",1820,1812,3,5,0,622,617,0,5,0,585,37,2000,1378,225,115,91,10,37,107
39,VASLUI,"LICEUL TEORETIC ”MIHAIL KOGĂLNICEANU”",6,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:34",1659,1647,0,11,1,398,390,0,7,1,384,14,1700,1302,157,52,57,18,16,84
39,VASLUI,"LICEUL TEORETIC ”MIHAIL KOGĂLNICEANU”",5,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:35:23",1676,1669,0,7,0,238,231,0,7,0,229,9,1800,1562,92,24,46,8,7,52
39,VASLUI,"LICEUL TEORETIC ”MIHAIL KOGĂLNICEANU”",8,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:32:22",1749,1740,0,9,0,9,0,0,9,0,9,0,1800,1791,4,1,2,0,0,2
39,VASLUI,"LICEUL TEORETIC ”MIHAIL KOGĂLNICEANU”",7,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:50",1808,1801,0,7,0,39,32,0,7,0,37,2,2000,1961,13,0,13,2,0,9
39,VASLUI,"LICEUL TEORETIC ”MIHAIL KOGĂLNICEANU”",9,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:03:35",1656,1648,0,8,0,10,2,0,8,0,10,0,1700,1690,3,1,3,0,0,3
39,VASLUI,"LOCUINȚĂ PROPRIETATE PRIVATĂ VIERU MARIA",287,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:50:17",122,116,0,6,0,116,110,0,6,0,106,10,300,184,59,7,30,1,0,9
39,VASLUI,"MINI SALĂ SPORT",87,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:25:06",1688,1679,0,9,0,12,3,0,9,0,11,1,1700,1688,6,1,0,0,0,4
39,VASLUI,"P.A.P.I. - ACCES INTERNET, BORODEŞTI",407,POCHIDIA,167311,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:40",233,228,0,2,3,119,114,0,2,3,113,5,300,182,81,12,14,4,1,1
39,VASLUI,"ROMSILVA - RA - FILIALA VASLUI",24,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:12",1675,1661,2,8,4,602,590,0,8,4,564,34,1700,1102,214,70,124,25,7,124
39,VASLUI,"SALA CULTURALĂ MÎNZĂTEȘTI",377,MĂLUŞTENI,164829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:24",246,232,0,8,6,155,141,0,8,6,146,9,300,145,113,6,4,0,3,20
39,VASLUI,"SALA DE EDUCAŢIE FIZICĂ ŞCOLARĂ GHERMĂNEŞTI",292,DRÂNCENI,163618,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:22:33",1571,1543,1,13,14,768,741,0,13,14,741,27,1700,925,314,72,313,15,4,23
39,VASLUI,"SALA DE EDUCAŢIE FIZICĂ ŞCOLARĂ MUNTENII DE JOS",383,"MUNTENII DE JOS",164936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:13",2050,2043,0,3,4,978,971,0,3,4,926,45,2200,1222,258,104,460,29,0,75
39,VASLUI,"SALĂ DE FESTIVITĂȚI TUPILAȚI",321,GĂGEŞTI,163903,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:58",239,234,0,5,0,130,125,0,5,0,123,7,300,169,72,16,20,12,2,1
39,VASLUI,"SALA DE SPORT A ȘCOLII GIMNAZIALE ”EPISCOP IACOV ANTONOVICI”",101,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:43:33",1423,1419,0,4,0,473,469,0,4,0,433,40,1600,1127,207,50,66,22,20,68
39,VASLUI,"SALA DE SPORT A ȘCOLII GIMNAZIALE ”EPISCOP IACOV ANTONOVICI”",98,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:08",564,559,1,4,0,202,198,0,4,0,193,9,600,398,96,20,29,9,9,30
39,VASLUI,"SALA DE SPORT A ȘCOLII GIMNAZIALE ”EPISCOP IACOV ANTONOVICI”",100,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:44",1102,1096,2,4,0,362,358,0,4,0,337,25,1200,838,159,27,47,13,33,58
39,VASLUI,"SALA DE SPORT A ȘCOLII GIMNAZIALE ”EPISCOP IACOV ANTONOVICI”",99,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:00",1188,1181,0,7,0,448,441,0,7,0,429,19,1300,852,199,41,61,21,21,86
39,VASLUI,"SALA FESTIVITĂȚI LUPEȘTI",375,MĂLUŞTENI,164829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:53",333,299,0,18,16,225,191,0,18,16,220,5,328,103,162,12,5,4,4,33
39,VASLUI,"SALA MULTIFUNCŢIONALĂ SAT SUSENI",197,BĂCANI,162327,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:10",328,320,0,5,3,190,182,0,5,3,182,8,400,210,62,17,95,1,3,4
39,VASLUI,"SALA MULTIFUNCŢIONALĂ SAT VULPĂȘENI",198,BĂCANI,162327,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:14",167,162,0,5,0,89,84,0,5,0,82,7,200,111,13,23,36,2,7,1
39,VASLUI,"SALA SPORTURILOR",48,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:09:30",1405,1398,1,5,1,503,497,0,5,1,487,16,1600,1097,208,62,91,19,13,94
39,VASLUI,"SALA SPORTURILOR",50,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:35",1700,1690,2,8,0,346,338,0,8,0,334,12,1800,1454,116,41,69,15,9,84
39,VASLUI,"SALA SPORTURILOR",49,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:28",1588,1580,1,6,1,189,182,0,6,1,183,6,1700,1511,65,18,45,11,5,39
39,VASLUI,"”SALA TINERETULUI”",414,POGONEŞTI,167259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:23",175,164,0,9,2,114,103,0,9,2,108,6,200,86,47,6,28,4,4,19
39,VASLUI,"SC GOSCOM SA",86,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:29:29",1776,1769,0,7,0,62,55,0,7,0,62,0,2000,1938,32,6,11,2,2,9
39,VASLUI,"ŞCOALA BROŞTENI",351,IVĂNEŞTI,164393,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:08",479,456,0,5,18,222,199,0,5,18,207,15,500,278,127,43,15,16,0,6
39,VASLUI,"ŞCOALA CENTRU ȚUȚCANI",378,MĂLUŞTENI,164829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:23",400,372,0,14,14,241,214,0,14,13,225,16,400,159,154,14,14,4,2,37
39,VASLUI,"ŞCOALA CIORTOLOM",504,TUTOVA,166529,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:20:46",145,134,0,11,0,91,80,0,11,0,84,7,200,109,64,16,1,1,1,1
39,VASLUI,"ŞCOALA COROIU",505,TUTOVA,166529,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:09:06",179,171,0,7,1,95,87,0,7,1,91,4,200,105,58,21,5,1,1,5
39,VASLUI,"ŞCOALA COŞEȘTI",353,IVĂNEŞTI,164393,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:26",245,241,0,4,0,94,90,0,4,0,91,3,300,206,54,15,10,8,2,2
39,VASLUI,"ŞCOALA COȘEȘTI",352,IVĂNEŞTI,164393,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:54",264,247,0,6,11,92,75,0,6,11,88,4,285,193,42,19,16,6,2,3
39,VASLUI,"ȘCOALA CU CLASELE I-IV SILIȘTEA",345,IANA,164339,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:36",782,778,0,3,1,502,498,0,3,1,470,32,900,398,365,50,39,5,1,10
39,VASLUI,"ŞCOALA DEZAFECTATA BUDEŞTI",261,CREŢEŞTI,163208,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:28",142,134,0,5,3,87,79,0,5,3,85,2,200,113,42,3,38,1,0,1
39,VASLUI,"ŞCOALA DEZAFECTATĂ CHIRCEŞTI -VALE",381,MICLEŞTI,164892,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:49",344,343,0,0,1,161,160,0,0,1,154,7,400,239,57,16,81,0,0,0
39,VASLUI,"ŞCOALA FRASINU",417,POIENEŞTI,165336,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:18:26",309,294,0,11,4,169,154,0,11,4,155,14,300,131,115,20,12,3,1,4
39,VASLUI,"ŞCOALA FUNDU VĂII",418,POIENEŞTI,165336,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:09:41",62,55,0,7,0,43,36,0,7,0,43,0,100,57,31,6,4,1,0,1
39,VASLUI,"ȘCOALA GENERALĂ GHERGHELEU",243,CODĂEŞTI,163002,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:04:30",310,306,0,4,0,140,136,0,4,0,133,7,400,260,10,16,95,3,2,7
39,VASLUI,"ŞCOALA GENERALA NR. 7 ”CĂPITAN GRIGORE IGNAT”",91,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:24",818,813,1,4,0,270,266,0,4,0,261,9,900,630,106,40,43,16,20,36
39,VASLUI,"ŞCOALA GENERALA NR. 7 ”CĂPITAN GRIGORE IGNAT”",92,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:28",858,852,0,6,0,332,326,0,6,0,311,21,900,568,154,44,46,10,16,41
39,VASLUI,"ŞCOALA GHIREASCA",374,MĂLUŞTENI,164829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:29:46",144,129,0,6,9,84,69,0,6,9,71,13,200,116,22,5,8,4,1,31
39,VASLUI,"ŞCOALA GIMNAZIALĂ",70,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:26",1414,1411,0,3,0,521,518,0,3,0,509,12,1600,1079,225,104,67,22,8,83
39,VASLUI,"ŞCOALA GIMNAZIALĂ",71,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:32",1006,999,0,7,0,374,367,0,7,0,353,21,1000,626,177,59,39,6,5,67
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRA NECHITA”",56,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:10",1653,1642,0,0,11,347,347,0,0,0,337,10,1700,1353,105,55,65,12,13,87
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRA NECHITA”",57,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:46",1799,1797,0,2,0,418,416,0,2,0,407,11,2000,1582,143,74,70,15,17,88
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRA NICHITA”",58,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:39:42",1464,1461,0,3,0,4,1,0,3,0,4,0,1600,1596,1,1,0,1,0,1
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRA NICHITA”",59,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:06",1613,1610,0,3,0,472,469,0,3,0,455,17,1700,1228,164,75,83,15,16,102
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”",64,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:04",1676,1667,1,8,0,411,403,0,8,0,388,23,1700,1289,146,85,53,16,26,62
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”",66,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:56:47",1314,1304,0,9,1,47,37,0,9,1,47,0,1304,1257,17,5,12,0,1,12
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”",65,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:23",1648,1638,1,8,1,517,508,0,8,1,506,11,1700,1183,169,56,104,24,12,141
39,VASLUI,"ŞCOALA GIMNAZIALA, ALEXANDRU VLAHUŢĂ",176,"ALEXANDRU VLAHUŢĂ",162069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:34",679,639,0,4,36,366,326,0,4,36,361,5,700,334,239,93,15,6,4,4
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ANASTASIE FĂTU” BEREZENI- CORP 1",208,BEREZENI,162498,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:03",1032,1019,1,10,2,554,542,0,10,2,535,19,1100,546,232,172,116,4,5,6
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”ANASTASIE FĂTU” BEREZENI-CORP 2 SATU NOU",212,BEREZENI,162498,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:11",1151,1132,0,19,0,608,589,0,19,0,578,30,1300,692,172,270,123,6,3,4
