county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BIHARI EDÖMÉR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MÁTHÉ ÁRPÁD-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PASTOR NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","OLARU ELENA-MAURA-PARTIDUL SOCIAL DEMOCRAT-voturi","SIMON ANDRAS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","KERESZTES ISTVÁN-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","NAGY ISTVÁN-CSONGOR-voturi","FERENCZ ZOLTÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","RACOLŢA ALEXANDRU-ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","KOZMA ALBERT-voturi","BÁCS MÁRTON-CSABA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FODOR ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","KANYÓ ANTAL-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ILIE NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","BALÁZSI DÉNES-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BORZOS SAMUIL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TÓKOS ERNŐ-FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","TÁNCZOS FERENC-SZABOLCS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","DIMÉNY ZOLTÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","TUSA LEVENTE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ZSIGMOND ZOLTÁN-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","MÁGORI ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MATEI ZOLTÁN-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","RÁKOSI ÁRPÁD-voturi","CALOTĂ IONELA-RALUCA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TĂRAS SILVIU-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","KOCSIS BÉLA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MARTI ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MUZSNAI LÁSZLÓ-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","BARBU BOGDAN-PARTIDUL SOCIAL DEMOCRAT-voturi","SALAMON BALÁZS-voturi","ILYÉS BOTOND-JÁNOS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","RACOVIŢĂ LIVIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PORZSOLT LEVENTE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","LEPEDAT FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CUCU ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","KERESZTES DAN-SEBASTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MARAVELA CRIŞAN-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PĂLĂCEAN STELIAN-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","FODOR IMRE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BENKŐ ÁRPÁD-JENŐ-voturi","JÉNÁKI CSONGOR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","SZOTYORI ANGÉLA-GIZELLA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MOLNÁR ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","DEMETER FERENC-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","SORBÁN GYÖRGY-PARTIDUL NAȚIONAL LIBERAL-voturi","VITÁLYOS LAJOS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BOITIŞ GAVRIL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DULANYI-BALOGH SZILÁRD-UNIUNEA SALVAȚI ROMÂNIA-voturi","ANTAL ÁRPÁD-ANDRÁS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","OLTEAN PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi","KOLCZA ISTVÁN-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","ERŐSS BULCSÚ-FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","BOKOR TIBERIU-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","LUKÁCS LÁSZLÓ-FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","IMRE CSABA-voturi","PÉNZES ÁGOSTON-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BENEDEK-HUSZÁR JÁNOS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","DERZSI-RÁDULY KÁZMÉR-voturi","DEACONU ION-PARTIDUL NAȚIONAL LIBERAL-voturi","GYERŐ JÓZSEF-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","TABALAI GHEORGHE-UNIUNEA SALVAȚI ROMÂNIA-voturi","BORICEAN GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","URDĂ RAUL-ALIANȚA PENTRU ÎNTORSURA BUZĂULUI - USR PNL-voturi","MUREA MARCEL-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂNCILĂ LECA-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","MORAR CLAUDIU-SEVERIAN-voturi","KOVÁCS FERENC-PARTIDUL NAȚIONAL LIBERAL-voturi","BORDÁS ENIKŐ-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PÁLL ENDRE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","SZALLÓ JÁNOS-ADOLF-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","DOMBORA LEHEL-LAJOS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BALOGH TIBOR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","CRISTEA DORIN-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PRUNDAR GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","STOICA NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","TIMARU IOAN-PARTIDUL MIȘCAREA POPULARĂ-voturi","DARAGUS ATTILA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BACIU-ANDREI MARIAN-LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","LĂUTAR EMILIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DIMA MIHÁLY-PARTIDUL NAȚIONAL LIBERAL-voturi","KISGYÖRGY SÁNDOR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MARIN BOGDAN-ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","SCHIOPU GHEORGHE-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","SAMOILĂ GHEORGHE-voturi","IMETS LAJOS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BOC CONSTANDIN-PARTIDUL NAȚIONAL LIBERAL-voturi","FEJÉR LEVENTE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PAKÓ JÁNOS-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","GÁSPÁR FERENC-PARTIDUL SOCIAL DEMOCRAT-voturi","KISS AUGUSTIN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ILIA RAFAEL-CRISTIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi"
15,COVASNA,"MUNICIPIUL SFÂNTU GHEORGHE",63394,3,FINAL,UAT,P,P_CE,"2024-06-14 15:20:13",51581,50651,176,383,371,22793,22036,16,375,366,22229,564,56543,33750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,719,18417,1254,427,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"MUNICIPIUL TÂRGU SECUIESC",63740,3,FINAL,UAT,P,P_CE,"2024-06-14 12:52:30",16031,15836,32,103,60,6864,6701,0,103,60,6645,219,17585,10721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4636,374,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,OJDULA,64602,1,FINAL,UAT,P,P_CE,"2024-06-10 08:17:59",3006,2949,2,24,31,1402,1347,0,24,31,1235,167,3279,1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"ORAŞ BARAOLT",63447,2,FINAL,UAT,P,P_CE,"2024-06-13 11:57:21",7436,7331,12,32,61,3715,3621,1,32,61,3588,127,8114,4399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2266,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"ORAŞ COVASNA",63526,2,FINAL,UAT,P,P_CE,"2024-06-14 12:13:11",9129,9013,16,60,40,4223,4122,1,60,40,4015,208,9918,5695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,3190,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"ORAŞ ÎNTORSURA BUZĂULUI",63580,2,FINAL,UAT,P,P_CE,"2024-06-14 13:02:23",7396,7326,13,53,4,3700,3643,0,53,4,3561,139,8033,4333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,2375,266,194,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,OZUN,64639,2,FINAL,UAT,P,P_CE,"2024-06-14 14:22:54",3769,3702,14,19,34,1811,1758,0,19,34,1746,65,4122,2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,POIAN,64719,1,FINAL,UAT,P,P_CE,"2024-06-10 05:09:38",1396,1334,3,2,57,871,812,0,2,57,835,36,1531,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,RECI,64773,1,FINAL,UAT,P,P_CE,"2024-06-10 06:05:42",1848,1793,2,12,41,1019,966,0,12,41,983,36,2014,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,SÂNZIENI,64826,1,FINAL,UAT,P,P_CE,"2024-06-10 08:06:25",3573,3416,2,8,147,1927,1771,1,8,147,1848,79,3928,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"SITA BUZĂULUI",63688,1,FINAL,UAT,P,P_CE,"2024-06-10 08:23:45",3814,3780,5,21,8,2193,2163,1,21,8,2130,63,4184,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,475,1400,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,TURIA,64871,2,FINAL,UAT,P,P_CE,"2024-06-14 13:44:03",3092,2969,5,4,114,1503,1385,0,4,114,1451,52,3361,1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,VÂLCELE,64942,2,FINAL,UAT,P,P_CE,"2024-06-13 19:19:26",3489,3405,4,22,58,2330,2250,0,22,58,2131,199,3766,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,649,753,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"VALEA CRIŞULUI",64906,1,FINAL,UAT,P,P_CE,"2024-06-10 07:38:13",1958,1899,5,11,43,1045,988,3,11,43,976,69,2102,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"VALEA MARE",65099,1,FINAL,UAT,P,P_CE,"2024-06-10 07:12:11",938,902,1,31,4,611,575,1,31,4,597,14,993,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,7,49,0,0,0,0,0,0,0
15,COVASNA,VÂRGHIŞ,64997,1,FINAL,UAT,P,P_CE,"2024-06-10 10:40:31",1521,1443,5,7,66,814,740,1,7,66,787,27,1599,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,0,0,0,0
15,COVASNA,ZĂBALA,65048,1,FINAL,UAT,P,P_CE,"2024-06-10 15:41:54",3813,3720,7,35,51,1735,1647,2,35,51,1580,155,4110,2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,1167,184,0,0,0
15,COVASNA,ZAGON,65011,2,FINAL,UAT,P,P_CE,"2024-06-14 14:51:37",4089,3948,6,31,104,2505,2370,1,31,103,2399,106,4483,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,1850,171
