county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","SÎNICA DANIELA-voturi","SÎNICA DANIELA-mandate-faza-1","SÎNICA DANIELA-mandate-faza-2","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OAMENILOR TINERI-mandate-faza-1","PARTIDUL OAMENILOR TINERI-mandate-faza-2","GUZGAN VASILE-voturi","GUZGAN VASILE-mandate-faza-1","GUZGAN VASILE-mandate-faza-2","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-voturi","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-mandate-faza-1","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-mandate-faza-2","BĂRBĂSCU DANIEL-MIHAIL-voturi","BĂRBĂSCU DANIEL-MIHAIL-mandate-faza-1","BĂRBĂSCU DANIEL-MIHAIL-mandate-faza-2","MIRON ALEXANDRU-voturi","MIRON ALEXANDRU-mandate-faza-1","MIRON ALEXANDRU-mandate-faza-2","NECULA NECULAI-voturi","NECULA NECULAI-mandate-faza-1","NECULA NECULAI-mandate-faza-2","ENACHE MARICEL-voturi","ENACHE MARICEL-mandate-faza-1","ENACHE MARICEL-mandate-faza-2","AGAFIŢEI ROMEUO-EMIL-voturi","AGAFIŢEI ROMEUO-EMIL-mandate-faza-1","AGAFIŢEI ROMEUO-EMIL-mandate-faza-2","PARTIDUL NOUA DREAPTĂ-voturi","PARTIDUL NOUA DREAPTĂ-mandate-faza-1","PARTIDUL NOUA DREAPTĂ-mandate-faza-2","SÂRBU BOGDAN-IOAN-voturi","SÂRBU BOGDAN-IOAN-mandate-faza-1","SÂRBU BOGDAN-IOAN-mandate-faza-2","VLAŞIN ORANIA-voturi","VLAŞIN ORANIA-mandate-faza-1","VLAŞIN ORANIA-mandate-faza-2","RACOVIŢĂ IOAN-voturi","RACOVIŢĂ IOAN-mandate-faza-1","RACOVIŢĂ IOAN-mandate-faza-2","VOLOCARU ALECSANDRU-voturi","VOLOCARU ALECSANDRU-mandate-faza-1","VOLOCARU ALECSANDRU-mandate-faza-2","VOLOCARIU ADRIAN-voturi","VOLOCARIU ADRIAN-mandate-faza-1","VOLOCARIU ADRIAN-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","MIHAI PARASCHIV-VASILICĂ-voturi","MIHAI PARASCHIV-VASILICĂ-mandate-faza-1","MIHAI PARASCHIV-VASILICĂ-mandate-faza-2","ARSENE COSTICĂ-voturi","ARSENE COSTICĂ-mandate-faza-1","ARSENE COSTICĂ-mandate-faza-2","ANTONACHE IONEL-voturi","ANTONACHE IONEL-mandate-faza-1","ANTONACHE IONEL-mandate-faza-2","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-mandate-faza-1","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","MACOVEI NICOLAI-voturi","MACOVEI NICOLAI-mandate-faza-1","MACOVEI NICOLAI-mandate-faza-2"
39,VASLUI,BOGDĂNEŞTI,162693,2,FINAL,UAT,CL,CL_CE,"2024-06-14 15:49:34",2467,2369,1,46,51,1439,1341,1,46,51,1377,57,2610,1176,68,96,110,101,70,0,1,366,3,0,0,0,0,0,0,0,22,0,0,0,0,0,888,8,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,BOGDĂNIŢA,162791,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:06:32",1188,1134,0,38,16,709,655,0,38,16,667,40,1283,574,33,46,53,74,190,2,1,109,1,0,207,2,1,35,0,0,69,0,1,0,0,0,0,0,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,BOŢEŞTI,162871,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:28:16",1488,1439,1,10,38,822,773,1,10,38,787,35,1611,789,39,55,62,66,445,6,1,67,1,0,31,0,0,0,0,0,0,0,0,0,0,0,97,1,0,120,1,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,BUNEŞTI-AVEREŞTI,162924,2,FINAL,UAT,CL,CL_CE,"2024-06-14 20:24:38",1908,1829,0,24,55,1066,987,0,24,55,1023,43,2068,1002,51,71,81,93,268,2,1,404,4,0,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,CIOCANI,167268,1,FINAL,UAT,CL,CL_CE,"2024-06-12 09:14:45",1316,1295,0,20,1,801,780,0,20,1,752,49,1434,633,37,52,60,68,96,1,1,354,5,0,161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,CODĂEŞTI,163002,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:40:01",3348,3299,1,17,31,1592,1544,0,17,31,1516,76,3656,2064,75,106,121,111,745,6,1,352,3,0,198,1,1,0,0,0,159,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,COROIEŞTI,163057,2,FINAL,UAT,CL,CL_CE,"2024-06-14 16:00:07",1492,1472,0,20,0,527,507,0,20,0,511,16,1625,1098,25,35,40,44,93,2,0,318,7,0,0,0,0,42,0,1,40,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,COSTEŞTI,163137,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:48:51",2119,2084,0,33,2,1020,985,0,33,2,967,53,2320,1300,48,67,77,82,73,0,1,444,5,0,323,3,1,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,COZMEŞTI,167277,2,FINAL,UAT,CL,CL_CE,"2024-06-14 19:44:36",1671,1655,0,15,1,866,850,0,15,1,813,53,1825,959,40,56,65,72,70,0,1,464,6,0,206,2,1,0,0,0,0,0,0,0,0,0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,CREŢEŞTI,163208,3,FINAL,UAT,CL,CL_CE,"2024-06-15 11:28:56",1364,1246,2,49,67,850,733,1,49,67,809,41,1418,568,40,56,64,67,400,5,1,209,3,0,39,0,0,21,0,0,0,0,0,0,0,0,57,0,1,77,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,DĂNEŞTI,163253,2,FINAL,UAT,CL,CL_CE,"2024-06-14 16:56:35",1524,1488,0,13,23,824,788,0,13,23,777,47,1663,813,38,54,62,70,130,1,1,361,5,0,57,0,1,107,1,0,0,0,0,0,0,0,122,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,DELENI,163324,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:25:28",1784,1734,1,15,34,1017,970,0,15,32,984,33,1951,934,49,68,78,89,409,4,1,377,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,DELEŞTI,163379,2,FINAL,UAT,CL,CL_CE,"2024-06-15 11:06:15",1659,1634,1,22,2,857,832,1,22,2,819,38,1810,953,40,57,65,71,347,4,1,233,3,0,120,1,1,33,0,0,0,0,0,0,0,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,"DIMITRIE CANTEMIR",164277,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:21:44",1863,1844,0,10,9,1030,1011,0,10,9,970,60,2037,1007,48,67,77,85,471,5,0,417,4,1,55,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,DODEŞTI,167286,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:04:44",1324,1219,0,17,88,820,715,0,17,88,781,39,1443,623,39,54,62,71,43,0,1,511,7,1,48,0,1,0,0,0,0,0,0,0,0,0,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,DRAGOMIREŞTI,163486,2,FINAL,UAT,CL,CL_CE,"2024-06-15 14:55:25",3368,3329,1,36,2,1878,1840,0,36,2,1762,115,4105,2228,88,123,140,130,561,4,0,776,5,1,209,1,1,0,0,0,0,0,0,21,0,0,0,0,0,48,0,0,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,DRÂNCENI,163618,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:31:50",3809,3761,3,24,21,1735,1690,0,24,21,1690,45,4129,2378,84,118,135,125,789,6,0,675,5,0,84,0,1,54,0,0,0,0,0,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,DUDA-EPURENI,163681,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:13:45",3424,3324,0,27,73,1837,1737,0,27,73,1718,119,3700,1863,85,120,137,132,203,1,1,716,5,0,269,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,DUMEŞTI,163734,2,FINAL,UAT,CL,CL_CE,"2024-06-14 19:59:04",2750,2681,2,46,21,1316,1249,0,46,21,1231,85,3004,1688,61,86,98,94,122,1,0,642,6,1,172,1,1,0,0,0,0,0,0,70,0,1,0,0,0,0,0,0,225,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,EPURENI,163789,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:57:24",2291,2265,0,11,15,1055,1029,0,11,15,1000,55,2502,1447,50,70,80,90,140,1,0,860,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
