precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MANE MARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MATE MARTA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MARIAN CĂLIN-PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","NISTOR LAURENŢIU-PARTIDUL SOCIAL DEMOCRAT-voturi","APARASCHIVEI CONSTANTIN-DORU-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","MUZSIC ROBERT-EUGEN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PINTE IOANA-CRISTINA-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL ”MINERUL” GHELARI",368,GHELARI,86883,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:01",835,818,1,10,6,405,389,0,10,6,385,20,900,493,55,7,104,206,0,12,1
22,HUNEDOARA,"CĂMINUL CULTURAL MINTIA",513,VEŢEL,91982,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:12",923,908,7,6,2,529,518,3,6,2,512,17,1000,471,86,12,185,204,3,16,6
22,HUNEDOARA,"CĂMINUL CULTURAL NUCȘOARA",459,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:33",242,226,5,6,5,174,162,1,6,5,173,1,250,76,4,0,75,89,1,3,1
22,HUNEDOARA,"CĂMINUL CULTURAL OCOLIȘU MARE",309,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:51:48",182,171,0,10,1,133,122,0,10,1,131,2,192,59,14,9,38,68,0,2,0
22,HUNEDOARA,"CĂMINUL CULTURAL OCOLIŞU MIC",408,"ORĂŞTIOARA DE SUS",90342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:19:21",313,304,3,4,2,228,222,0,4,2,221,7,350,122,41,0,102,72,0,5,1
22,HUNEDOARA,"CĂMINUL CULTURAL OHABA",389,"LĂPUGIU DE JOS",89954,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:20",497,418,0,74,5,350,271,0,74,5,335,15,498,148,31,0,146,156,1,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL ORMINDEA",278,BĂIŢA,88092,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:23",459,443,4,4,8,281,269,1,4,7,278,3,500,215,26,9,107,122,1,11,2
22,HUNEDOARA,"CĂMINUL CULTURAL OSTROV",438,"RÂU DE MORI",90878,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:41",361,357,1,1,2,268,264,1,1,2,263,4,400,132,17,1,49,190,2,4,0
22,HUNEDOARA,"CĂMINUL CULTURAL PANC",361,DOBRA,89428,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:35:38",156,135,0,15,6,109,88,0,15,6,105,4,150,41,17,0,12,74,0,2,0
22,HUNEDOARA,"CAMINUL CULTURAL PAUCINESTI",454,SARMIZEGETUSA,91054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:16:44",151,137,0,9,5,120,106,0,9,5,118,2,150,30,9,6,22,76,0,5,0
22,HUNEDOARA,"CĂMINUL CULTURAL PĂULIŞ",479,ŞOIMUŞ,91330,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:27:44",566,555,0,10,1,355,344,0,10,1,351,4,620,265,40,1,166,123,2,15,4
22,HUNEDOARA,"CĂMINUL CULTURAL PEȘTEANA",355,DENSUŞ,89348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:19",312,282,4,18,8,239,210,3,18,8,231,4,290,51,7,3,130,88,0,1,2
22,HUNEDOARA,"CĂMINUL CULTURAL PEȘTENIȚA",356,DENSUŞ,89348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:26",225,213,0,8,4,163,151,0,8,4,162,1,176,13,17,1,76,59,1,8,0
22,HUNEDOARA,"CĂMINUL CULTURAL PESTIȘU MIC",409,"PESTIŞU MIC",90431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:16:52",214,188,3,22,1,160,137,0,22,1,156,4,200,40,13,4,54,78,1,5,1
22,HUNEDOARA,"CĂMINUL CULTURAL POGĂNEȘTI",523,ZAM,92177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:31:15",204,192,0,12,0,120,108,0,12,0,113,7,232,112,20,1,42,36,2,12,0
22,HUNEDOARA,"CĂMINUL CULTURAL POIANA",263,BALŞA,87843,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:06:34",77,63,0,8,6,66,52,0,8,6,64,2,80,14,2,0,38,23,0,1,0
22,HUNEDOARA,"CĂMINUL CULTURAL POIENI",357,DENSUŞ,89348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:18:52",81,48,0,24,9,81,48,0,24,9,81,0,90,9,3,1,13,64,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL POIENIŢA",264,BALŞA,87843,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:31:51",77,68,1,5,3,50,41,1,5,3,49,1,75,25,4,1,23,18,2,1,0
22,HUNEDOARA,"CĂMINUL CULTURAL POIENIȚA VOINII",329,BUNILA,89026,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:18:00",79,71,0,8,0,69,61,0,8,0,69,0,83,14,4,0,24,41,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL POPEŞTI",339,CÂRJIŢI,86749,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:07:22",134,114,0,19,1,87,67,0,19,1,85,2,126,38,16,4,32,23,6,3,1
22,HUNEDOARA,"CĂMINUL CULTURAL PRICAZ",498,TURDAŞ,91688,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:50",1107,1065,1,25,16,716,675,0,25,16,685,31,1180,464,70,4,255,345,1,7,3
22,HUNEDOARA,"CAMINUL CULTURAL RĂCHITOVA",433,RĂCHITOVA,90725,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:53",566,492,1,44,29,460,386,1,44,29,455,5,550,90,30,4,53,360,0,8,0
22,HUNEDOARA,"CĂMINUL CULTURAL RĂDULEȘTI",362,DOBRA,89428,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:31:33",143,134,0,8,1,95,86,0,8,1,89,6,148,53,12,5,8,59,0,2,3
22,HUNEDOARA,"CĂMINUL CULTURAL RAPOLŢEL",432,"RAPOLTU MARE",90663,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:02",181,174,0,6,1,114,107,0,6,1,108,6,200,86,43,3,20,32,0,9,1
22,HUNEDOARA,"CĂMINUL CULTURAL RÂU BĂRBAT",424,PUI,90538,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:14",187,145,0,27,15,143,101,0,27,15,123,4,160,33,5,1,30,85,0,2,0
22,HUNEDOARA,"CĂMINUL CULTURAL RÂU MIC",463,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:09:58",141,136,0,4,1,101,96,0,4,1,99,2,150,49,8,1,23,60,0,7,0
22,HUNEDOARA,"CĂMINUL CULTURAL RENGHET",212,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:13:35",168,157,0,9,2,124,113,0,9,2,120,4,200,76,10,2,62,44,0,2,0
22,HUNEDOARA,"CĂMINUL CULTURAL RIBIŢA",442,RIBIŢA,90805,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:20",523,469,0,23,31,400,346,0,23,31,384,16,557,157,31,5,130,208,0,8,2
22,HUNEDOARA,"CĂMINUL CULTURAL RIȘCA",256,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:14:19",177,167,0,8,2,133,123,0,8,2,131,2,188,55,23,2,66,32,3,3,2
22,HUNEDOARA,"CĂMINUL CULTURAL ROȘCANI",363,DOBRA,89428,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:51:52",580,528,1,23,28,387,336,0,23,28,371,16,581,194,62,4,31,260,1,8,5
22,HUNEDOARA,"CĂMINUL CULTURAL ROVINA",300,BRĂNIŞCA,88546,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:58",194,177,0,17,0,127,110,0,17,0,118,9,140,13,16,1,34,63,0,4,0
22,HUNEDOARA,"CĂMINUL CULTURAL ROVINA",323,BUCUREŞCI,88868,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:45:11",141,123,0,16,2,109,91,0,16,2,107,2,137,28,4,0,16,83,0,4,0
22,HUNEDOARA,"CĂMINUL CULTURAL RUDA",371,GHELARI,86883,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:26:25",115,104,1,9,1,68,58,0,9,1,63,5,108,40,3,0,11,47,0,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL RUDA-BRAD",58,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:22",157,151,0,6,0,67,61,0,6,0,62,5,252,185,12,1,21,21,1,3,3
22,HUNEDOARA,"CĂMINUL CULTURAL RUȘI",311,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:50:52",134,128,0,6,0,134,128,0,6,0,130,4,214,80,34,2,19,67,1,5,2
22,HUNEDOARA,"CĂMINUL CULTURAL SĂCĂMAȘ",384,ILIA,89856,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:22:36",187,164,10,7,6,109,96,0,7,6,107,2,192,83,19,1,11,67,1,6,2
22,HUNEDOARA,"CĂMINUL CULTURAL SĂCĂRÂMB",348,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:40:26",170,156,2,11,1,104,92,0,11,1,101,3,180,76,13,2,39,42,1,4,0
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLAȘU DE SUS",456,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:02",431,404,1,17,9,293,267,0,17,9,283,10,459,166,33,4,92,147,1,4,2
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLCIVA",524,ZAM,92177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:28:40",404,390,2,12,0,256,244,0,12,0,239,17,424,167,43,0,105,81,1,6,3
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLIŞTIOARA",510,VĂLIŞOARA,91937,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:20:56",232,226,0,5,1,157,151,0,5,1,155,2,264,107,28,2,38,83,2,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNPETRU",472,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:22:08",213,200,0,8,5,160,149,0,8,3,153,7,237,77,28,0,35,78,1,11,0
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTĂMĂRIA DE PIATRĂ",199,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:16",130,118,0,8,4,101,89,0,8,4,101,0,150,49,10,3,45,40,0,3,0
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTĂMĂRIA-ORLEA",466,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:33",636,619,0,8,9,452,435,0,8,9,438,14,690,238,86,19,82,199,1,48,3
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTANDREI",245,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:39:06",915,911,1,2,1,488,485,0,2,1,454,31,900,414,72,16,170,169,3,17,7
22,HUNEDOARA,"CĂMINUL CULTURAL SÂRBI",385,ILIA,89856,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:48",349,344,0,3,2,221,216,0,3,2,216,5,390,169,44,1,16,148,1,6,0
22,HUNEDOARA,"CAMINUL CULTURAL SARMIZEGETUSA",451,SARMIZEGETUSA,91054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:17",425,399,0,5,21,358,332,0,5,21,348,7,522,164,31,5,164,136,0,12,0
22,HUNEDOARA,"CĂMINUL CULTURAL SERECA",285,BERIU,88261,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:21",241,230,0,9,2,167,156,0,9,2,161,6,250,83,13,1,60,80,1,5,1
22,HUNEDOARA,"CĂMINUL CULTURAL ŞESURI",324,BUCUREŞCI,88868,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:00",339,304,0,22,13,284,249,0,22,13,282,2,363,79,11,0,177,86,1,7,0
22,HUNEDOARA,"CĂMINUL CULTURAL SILVAŞU DE JOS",220,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:43",243,212,0,23,8,243,212,0,23,8,239,4,350,107,25,2,108,75,2,23,4
22,HUNEDOARA,"CĂMINUL CULTURAL SILVAȘU DE SUS",221,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:05",253,240,0,9,4,202,189,0,9,4,189,13,308,106,19,1,104,48,0,15,2
22,HUNEDOARA,"CĂMINUL CULTURAL SÎNTUHALM",46,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:26",661,646,0,9,6,318,303,0,9,6,301,10,893,582,44,23,90,89,8,24,23
22,HUNEDOARA,"CĂMINUL CULTURAL ŞOIMUŞ",474,ŞOIMUŞ,91330,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:22",1090,1072,1,7,10,677,660,0,7,10,642,35,1200,523,82,10,366,154,7,15,8
22,HUNEDOARA,"CĂMINUL CULTURAL STÂNCEȘTI",364,DOBRA,89428,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:43:12",102,94,0,7,1,59,51,0,7,1,59,0,104,45,13,1,6,33,2,3,1
22,HUNEDOARA,"CĂMINUL CULTURAL ȘTEI",358,DENSUŞ,89348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:19:14",228,176,0,45,7,187,135,0,45,7,185,2,210,23,11,1,30,140,0,3,0
22,HUNEDOARA,"CĂMINUL CULTURAL STREISÎNGEORGIU",202,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:49",657,641,0,7,9,419,403,0,7,9,403,16,700,281,58,32,146,141,1,24,1
22,HUNEDOARA,"CĂMINUL CULTURAL TĂMĂŞASA",402,MĂRTINEŞTI,90262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:03:52",123,106,0,9,8,77,61,0,9,7,74,3,120,43,2,1,9,56,0,5,1
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRNAVA",301,BRĂNIŞCA,88546,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:58:24",89,75,0,14,0,57,43,0,14,0,50,7,400,43,4,0,23,21,0,0,2
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRNĂVIȚA",302,BRĂNIŞCA,88546,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:20",147,141,0,4,2,90,84,0,4,2,86,3,180,91,30,1,24,28,0,3,0
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRSA",295,BOŞOROD,88449,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:20:02",152,144,2,4,2,124,118,0,4,2,123,1,160,36,10,2,35,69,1,6,0
22,HUNEDOARA,"CĂMINUL CULTURAL TĂTĂRĂŞTI",333,BURJUC,89080,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:58:52",163,147,0,13,3,97,81,0,13,3,97,0,155,58,5,2,14,60,1,12,3
22,HUNEDOARA,"CĂMINUL CULTURAL TELIUCU INFERIOR",481,"TELIUCU INFERIOR",86936,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:26:03",1243,1198,0,15,30,723,678,0,15,30,698,25,1300,577,42,3,274,354,7,17,1
22,HUNEDOARA,"CĂMINUL CULTURAL TISA",334,BURJUC,89080,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:54:30",121,93,0,26,2,79,51,0,26,2,77,2,106,27,5,0,43,20,0,7,2
22,HUNEDOARA,"CĂMINUL CULTURAL TOMEŞTI",485,TOMEŞTI,91447,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:45",217,201,1,10,5,166,151,0,10,5,163,3,225,59,8,2,95,55,0,1,2
22,HUNEDOARA,"CĂMINUL CULTURAL TOPLIȚA",488,TOPLIŢA,91535,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:23",206,149,0,54,3,162,105,0,54,3,162,0,180,18,15,4,72,51,1,19,0
22,HUNEDOARA,"CĂMINUL CULTURAL TOPLIȚA MUREȘULUI",349,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:49:44",85,71,0,9,5,64,50,0,9,5,63,1,90,26,5,2,33,22,0,1,0
22,HUNEDOARA,"CĂMINUL CULTURAL TURDAŞ",497,TURDAŞ,91688,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:23",421,408,0,7,6,267,254,0,7,6,254,10,450,186,27,2,107,106,3,6,3
22,HUNEDOARA,"CĂMINUL CULTURAL UIBĂREŞTI",446,RIBIŢA,90805,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:34:45",60,48,0,8,4,47,35,0,8,4,46,1,52,5,5,0,15,26,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL URSICI",296,BOŞOROD,88449,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:10:50",55,46,0,9,0,35,26,0,9,0,35,0,54,19,6,2,13,8,0,6,0
22,HUNEDOARA,"CĂMINUL CULTURAL VĂLARI",492,TOPLIŢA,91535,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:25:46",51,25,0,24,2,48,22,0,24,2,48,0,53,5,2,3,16,27,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA DÎLJII",441,"RÂU DE MORI",90878,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:00",186,177,0,5,4,154,145,0,5,4,151,3,200,46,17,1,29,98,0,4,2
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA LUNGĂ",386,ILIA,89856,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:59",99,85,0,8,6,75,61,0,8,6,70,5,102,27,7,0,7,55,0,1,0
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA POIENII",518,VORŢA,92097,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:59:42",134,82,0,47,5,134,82,0,47,5,129,5,155,16,10,1,45,73,0,0,0
22,HUNEDOARA,"CĂMINUL CULTURAL VĂLIŞOARA",508,VĂLIŞOARA,91937,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:26:31",605,563,0,26,16,414,372,0,26,16,400,13,665,252,45,2,112,220,4,8,9
22,HUNEDOARA,"CĂMINUL CULTURAL VEŢEL",511,VEŢEL,91982,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:10:10",924,903,4,9,8,537,520,0,9,8,522,15,1000,463,107,12,166,200,3,18,16
22,HUNEDOARA,"CĂMINUL CULTURAL ”VIOREL BRANA” CRIŞAN",443,RIBIŢA,90805,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:47",329,294,1,14,20,268,233,1,14,20,263,5,345,77,20,6,86,148,0,1,2
22,HUNEDOARA,"CĂMINUL CULTURAL VISCA",519,VORŢA,92097,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:05",422,292,0,112,18,367,237,0,112,18,356,10,411,43,18,0,148,186,0,3,1
22,HUNEDOARA,"CĂMINUL CULTURAL VOIA",266,BALŞA,87843,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:35:18",79,64,0,3,12,57,42,0,3,12,55,2,70,13,4,0,37,12,1,0,1
22,HUNEDOARA,"CĂMINUL CULTURAL ZAM",520,ZAM,92177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:43",521,497,2,22,0,363,340,1,22,0,347,16,574,211,47,4,134,134,0,26,2
22,HUNEDOARA,"CĂMINUL CULTURAL ZĂVOI",465,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:07:10",111,105,0,5,1,85,79,0,5,1,83,2,115,30,5,5,29,42,0,2,0
22,HUNEDOARA,"CĂMINUL CULTURAL ZDRAPȚI",353,CRIŞCIOR,87362,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:19",716,706,2,4,4,429,421,0,4,4,412,16,800,372,47,2,138,212,1,8,4
22,HUNEDOARA,"CANTINA DE AJUTOR SOCIAL",169,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:35",1291,1286,0,5,0,524,519,0,5,0,500,24,1400,876,69,21,122,253,6,20,9
22,HUNEDOARA,"CANTINA DE AJUTOR SOCIAL (FOSTA CANTINA LICEU MINER)",44,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:43",1012,995,2,12,3,440,425,0,12,3,413,27,1100,660,64,22,110,134,13,44,26
22,HUNEDOARA,"CANTINA SOCIALĂ HAŢEG",218,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:13:26",1746,1671,10,32,33,1138,1070,3,32,33,1038,32,1800,662,161,19,343,413,10,80,12
22,HUNEDOARA,"CASA CĂSĂTORIILOR",193,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:38:31",1292,1272,0,12,8,618,598,0,12,8,598,20,1482,256,97,23,184,221,8,61,4
22,HUNEDOARA,"CASA COMUNALĂ CERBĂL-SALA DE ŞEDINŢĂ A CONSILIULUI LOCAL CERBĂL",340,CERBĂL,89151,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:03:24",188,166,1,19,2,133,112,0,19,2,124,9,155,22,10,2,5,103,0,3,1
22,HUNEDOARA,"CASA DE CULTURA",48,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:03:35",914,903,0,7,4,430,419,0,7,4,417,13,1040,610,54,9,111,202,2,23,16
22,HUNEDOARA,"CASA DE CULTURA",47,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:48",804,792,5,7,0,352,344,1,7,0,343,9,1036,684,21,10,109,157,2,37,7
22,HUNEDOARA,"CASA DE CULTURĂ",128,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:45",1537,1517,9,11,0,724,713,0,11,0,683,41,1700,976,104,10,168,323,12,59,7
22,HUNEDOARA,"CASA DE CULTURĂ „LADISLAU SCHMIDT”",222,"ORAŞ PETRILA",87077,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:05:33",1367,1359,0,7,1,547,539,0,7,1,521,26,1600,1053,116,19,46,280,17,32,11
22,HUNEDOARA,"CASA DE CULTURĂ URICANI",251,"ORAŞ URICANI",87139,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:46",1637,1622,0,6,9,667,653,0,6,8,637,30,1800,1133,76,0,79,452,0,17,13
22,HUNEDOARA,"CASA MAGHIARĂ DEVA ( FOSTA CASA ARMATEI)",32,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:35",1116,1096,10,8,2,550,539,1,8,2,535,15,1200,650,50,112,140,154,13,47,19
22,HUNEDOARA,"CASA MAGHIARĂ DEVA (FOSTA CASA ARMATEI)",33,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:23",1249,1219,16,14,0,631,617,0,14,0,610,21,1400,769,71,52,206,164,17,70,30
22,HUNEDOARA,"CASA PENSIONARILOR",161,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:47:29",1398,1392,0,6,0,521,515,0,6,0,485,36,1600,1079,133,29,61,222,7,16,17
22,HUNEDOARA,"CASA PENSIONARILOR",162,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:44",1023,1016,0,7,0,378,371,0,7,0,358,20,1100,722,126,18,27,158,6,13,10
22,HUNEDOARA,"CASA PENSIONARILOR LONEA",233,"ORAŞ PETRILA",87077,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:07",1190,1172,6,11,1,598,582,4,11,1,579,19,1200,602,108,19,35,367,20,24,6
22,HUNEDOARA,"CASA SATULUI UROI",247,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:44",528,510,10,8,0,297,289,0,8,0,286,11,515,218,35,3,117,106,2,13,10
22,HUNEDOARA,"CASA TINERETULUI CINCIȘAN",482,"TELIUCU INFERIOR",86936,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:08",539,516,0,12,11,369,346,0,12,11,358,11,550,181,27,2,158,168,2,1,0
22,HUNEDOARA,"CENTRUL CULTURAL DRĂGAN MUNTEAN",1,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:15:16",1681,1665,0,16,0,782,766,0,16,0,748,34,1800,1018,74,48,200,280,14,89,43
22,HUNEDOARA,"CENTRUL CULTURAL DRĂGAN MUNTEAN",2,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:52:09",1109,1097,0,12,0,498,486,0,12,0,485,10,1200,693,70,22,129,183,11,56,14
22,HUNEDOARA,"CENTRUL CULTURAL DRĂGAN MUNTEAN",3,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:48",1404,1385,12,7,0,643,636,0,7,0,628,15,1600,957,81,40,158,235,14,74,26
22,HUNEDOARA,"CENTRUL CULTURAL RECREATIV PLOSCA",484,"TELIUCU INFERIOR",86936,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:56:15",264,256,0,4,4,153,145,0,4,4,144,9,300,147,8,3,75,53,0,3,2
