precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"FOSTUL SEDIU AL ȘCOLII GIMNAZIALE, SAT ROMÂNI, ORAȘ BĂBENI",110,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:21",1052,1043,1,3,5,718,709,1,3,5,692,26,1160,442,371,184,1,88,15,12,2,1,1,17
40,VÂLCEA,"GRĂDINIȚA BULETA",295,MIHĂEŞTI,171325,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:21:57",1272,1225,0,33,14,801,754,0,33,14,759,37,1380,584,198,445,0,60,14,17,2,3,4,16
40,VÂLCEA,"GRĂDINIȚA CAPUL DEALULUI",105,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:44",754,738,2,8,6,387,373,0,8,6,354,33,820,433,74,131,2,75,13,36,5,1,5,12
40,VÂLCEA,"GRĂDINIŢA CĂZĂNEŞTI",89,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:20:30",1003,995,0,7,1,499,491,0,7,1,466,33,1100,601,73,255,8,62,25,18,5,6,2,12
40,VÂLCEA,"GRĂDINIŢA CUMPENE",370,SLĂTIOARA,173061,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:08",403,395,1,7,0,240,233,0,7,0,232,8,500,260,86,102,1,23,3,5,1,0,1,10
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL CU 4 GRUPE",128,"ORAŞ BERBEŞTI",168602,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:15:22",1056,1023,2,19,12,558,525,2,19,12,523,35,1140,582,108,306,0,26,33,4,0,0,30,16
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL IZVORU",204,CREŢENI,169306,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:22:40",449,439,1,3,6,282,272,1,3,6,267,15,480,198,91,112,0,41,16,2,0,0,1,4
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1- PARTER",132,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:29:38",983,976,1,6,0,357,351,0,6,0,335,22,1080,723,132,147,1,18,10,5,2,1,8,11
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 (GRĂDINIȚA CU PROGRAM NORMAL CU 4 GRUPE)",127,"ORAŞ BERBEŞTI",168602,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:14",867,856,0,10,1,370,359,0,10,1,350,20,950,580,78,193,0,28,13,4,2,2,17,13
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 8",103,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:09",596,588,0,8,0,223,215,0,8,0,176,47,638,415,43,12,3,16,2,96,0,0,1,3
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL ROȘIA",161,ALUNU,168229,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:50",429,422,0,7,0,289,282,0,7,0,260,29,460,171,39,180,1,31,5,0,0,0,2,2
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL SĂLIŞTE",283,MALAIA,171021,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:53:13",234,227,1,3,3,168,162,0,3,3,159,9,250,82,73,73,0,2,1,0,2,2,0,6
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL SAT BERCIOIU",176,BUDEŞTI,168791,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:21:37",309,300,1,7,1,195,186,1,7,1,191,4,330,135,102,61,0,14,5,3,0,1,0,5
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL SAT LINIA",177,BUDEŞTI,168791,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:30",575,559,2,12,2,280,266,0,12,2,263,17,620,340,110,105,2,15,17,4,1,0,3,6
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL, SAT LUNCA-SALA DE EVENIMENTE PARTER",183,BUJORENI,168880,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:53",671,663,0,6,2,332,324,0,6,2,317,15,730,398,162,115,4,13,14,7,0,2,0,0
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL STREMINOASA",205,CREŢENI,169306,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:43",486,466,0,12,8,314,294,0,12,8,291,23,510,196,56,214,0,11,2,2,1,3,2,0
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL ŢUŢURU",253,GRĂDIŞTEA,170346,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:17",1003,913,0,41,49,709,619,0,41,49,674,35,1060,351,93,495,0,30,13,1,3,3,2,34
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL ZGUBEA",356,ROŞIILE,172698,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:31",271,257,0,12,2,192,180,0,12,0,178,13,270,78,98,40,0,23,8,2,2,0,0,5
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT",133,"ORAŞ BREZOI",167794,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:10:41",943,939,0,4,0,471,467,0,4,0,356,115,1040,569,153,145,1,24,9,2,5,1,4,12
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”COZIA”",39,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:07",1073,1061,3,8,1,490,480,1,8,1,473,17,1170,680,90,212,3,72,40,22,3,9,9,13
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”COZIA”",38,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:09:49",1339,1317,3,19,0,627,607,1,19,0,611,16,1430,803,126,271,7,54,69,30,12,10,10,22
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",8,"MUNICIPIUL RÂMNICU VÂLCEA",167473,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:00:57",908,896,3,9,0,415,406,0,9,0,404,11,980,565,84,182,3,39,35,31,6,9,4,11
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",7,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:01",945,943,0,2,0,411,409,0,2,0,394,17,1050,639,65,191,1,48,33,25,4,5,4,18
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",6,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:37",923,916,0,7,0,412,405,0,7,0,397,15,1050,638,81,187,3,60,18,14,3,3,5,23
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 2",96,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:38",1226,1215,0,11,0,554,543,0,11,0,529,25,1340,786,151,174,3,75,28,69,6,2,6,15
40,VÂLCEA,"GRADINITA CU PROGRAM PRELUNGIT OSTROVENI",90,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:46",1284,1265,6,13,0,651,638,0,13,0,637,14,1340,689,111,353,4,57,44,30,4,3,9,22
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI I",59,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:26:07",1231,1219,0,12,0,542,530,0,12,0,510,32,1344,802,69,246,1,84,44,25,9,2,3,27
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT OSTROVENI II",69,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:44:22",1190,1179,0,11,0,471,460,0,11,0,459,12,1303,832,56,222,3,65,46,17,6,5,8,31
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT OSTROVENI II",68,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:11",969,963,0,6,0,379,373,0,6,0,373,6,1060,681,64,181,1,52,29,18,2,3,5,18
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI II",66,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:27",1261,1254,0,7,0,558,551,0,7,0,548,10,1390,832,91,267,1,84,54,18,9,6,7,11
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI II",67,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:47:43",1332,1327,0,5,0,561,556,0,5,0,542,19,1460,899,82,322,3,53,36,13,2,6,2,23
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT, SAT TĂTĂRANI, ORAȘ BĂBENI",112,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:29",472,461,1,7,3,273,263,0,7,3,263,10,510,237,121,92,1,28,9,4,1,1,2,4
40,VÂLCEA,"GRĂDINIȚA CU PROGROGRAM NORMAL SAT LINIA",178,BUDEŞTI,168791,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:28",917,907,2,8,0,461,453,0,8,0,447,14,1000,539,165,177,1,31,34,9,1,1,3,25
40,VÂLCEA,"GRĂDINIŢA DEZROBIŢI",229,FRÂNCEŞTI,169896,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:45",558,546,1,11,0,333,321,1,11,0,296,37,600,267,143,99,0,38,0,8,2,1,2,3
40,VÂLCEA,"GRĂDINIŢA DOBRUŞA DE SUS",398,ŞTEFĂNEŞTI,173748,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:03",464,439,0,13,12,326,302,0,13,11,305,21,500,174,70,193,0,23,6,5,1,1,0,6
40,VÂLCEA,"GRĂDINIŢA GRECI",285,MATEEŞTI,171067,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:42:05",470,423,0,21,26,319,275,0,21,23,296,23,500,181,73,181,0,13,11,3,2,1,1,11
40,VÂLCEA,"GRĂDINIŢA I.C. BRĂTIANU",97,"MUNICIPIUL DRĂGĂŞANI",167981,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 10:23:53",866,858,0,8,0,469,461,0,8,0,403,66,950,481,86,105,18,94,19,58,9,1,4,9
40,VÂLCEA,"GRĂDINIŢA IZBĂŞEŞTI",304,MILCOIU,171469,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:54",196,167,2,27,0,144,116,1,27,0,133,11,190,46,14,62,0,42,5,2,0,1,3,4
40,VÂLCEA,"GRĂDINIȚA MIHĂEȘTI",296,MIHĂEŞTI,171325,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:17:59",952,930,1,15,6,579,558,0,15,6,542,16,1030,472,150,316,0,29,12,20,0,2,0,13
40,VÂLCEA,"GRĂDINIŢA MILEŞTI",219,FĂUREŞTI,169583,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:22",509,485,0,12,12,305,281,0,12,12,290,15,540,235,187,65,0,16,5,5,0,0,2,10
40,VÂLCEA,"GRĂDINIŢA NEGRENI",230,FRÂNCEŞTI,169896,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:52:41",376,371,0,5,0,239,234,0,5,0,218,21,410,171,87,90,1,12,6,16,0,1,1,4
40,VÂLCEA,"GRĂDINIŢA ŞERBĂNEŞTI",399,ŞTEFĂNEŞTI,173748,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 13:21:09",679,634,0,22,23,482,437,0,22,23,412,70,690,208,105,255,1,26,10,1,3,4,1,6
40,VÂLCEA,"GRĂDINIŢA SILEA",321,ORLEŞTI,171879,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:11:33",845,821,0,6,18,531,507,0,6,18,501,30,900,369,252,165,0,22,7,35,1,0,1,18
40,VÂLCEA,"GRĂDINIŢA STUPĂREI",300,MIHĂEŞTI,171325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:31",780,762,0,12,6,422,405,0,12,5,397,25,830,408,104,226,2,37,4,9,2,0,0,13
40,VÂLCEA,"GRĂDINIŢA ULMETU",196,COPĂCENI,169182,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:50",1052,1029,0,23,0,679,656,0,23,0,644,35,1160,481,122,433,0,64,11,4,2,1,0,7
40,VÂLCEA,"GRĂDINIŢA VALEA MARE",420,"VALEA MARE",174085,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:27",546,489,0,46,11,364,307,0,46,11,347,17,540,176,178,132,0,22,9,1,1,1,0,3
40,VÂLCEA,"GRĂDINIŢA VIIŞOARA",233,FRÂNCEŞTI,169896,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:13",228,219,0,9,0,147,138,0,9,0,138,9,241,94,66,52,0,8,8,2,0,1,0,1
40,VÂLCEA,"GRUP ȘCOLAR PREDA BUZESCU",130,"ORAŞ BERBEŞTI",168602,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:41:35",879,868,0,4,7,472,461,0,4,7,429,43,960,488,120,190,1,26,28,1,3,0,51,9
40,VÂLCEA,"LICEUL CONSTANTIN BRÂNCOVEANU",147,"ORAŞ HOREZU",168041,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:48:35",1186,1167,3,14,2,660,642,2,14,2,622,38,1280,620,157,283,3,47,86,16,8,2,3,17
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",12,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:49",1178,1170,0,8,0,540,532,0,8,0,516,24,1300,760,87,254,2,79,38,25,7,2,4,18
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",11,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:16:03",947,940,0,7,0,427,420,0,7,0,414,13,1030,603,82,169,1,61,56,25,8,1,2,9
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",9,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:58",981,970,1,10,0,414,404,0,10,0,398,16,1070,656,72,183,0,57,38,20,3,3,3,19
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",13,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:10",778,767,0,11,0,329,318,0,11,0,322,7,840,511,65,149,3,38,31,14,3,2,6,11
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",10,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:12",1010,998,0,12,0,452,440,0,12,0,437,15,1100,648,89,198,2,75,28,20,5,2,4,14
40,VÂLCEA,"LICEUL ”GEORGE ŢĂRNEA”, ORAȘ BĂBENI",108,"ORAŞ BĂBENI",168372,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:47",993,987,2,4,0,506,505,0,1,0,497,9,1100,594,178,218,2,45,29,7,2,0,6,10
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",3,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:01",1251,1244,7,0,0,520,513,7,0,0,497,23,1380,860,83,231,1,91,42,28,1,3,5,12
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",5,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:40",1140,1133,1,6,0,509,503,0,6,0,496,13,1260,751,106,199,2,74,46,26,4,4,7,28
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",4,"MUNICIPIUL RÂMNICU VÂLCEA",167473,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:52",1178,1172,1,5,0,442,436,1,5,0,423,15,1310,872,71,191,3,67,35,25,9,4,5,13
40,VÂLCEA,"LICEUL TEHNOLOGIC BĂILE GOVORA",116,"ORAŞ BĂILE GOVORA",167641,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:58",792,699,1,83,9,638,545,1,83,9,612,26,850,212,190,352,5,16,27,5,1,0,3,13
40,VÂLCEA,"LICEUL TEHNOLOGIC BRĂTIANU",94,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:48",1328,1315,3,10,0,596,585,1,10,0,555,41,1450,854,135,193,1,106,18,69,6,4,9,14
40,VÂLCEA,"LICEUL TEHNOLOGIC BRĂTIANU",95,"MUNICIPIUL DRĂGĂŞANI",167981,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:42:30",1226,1216,2,8,0,541,533,0,8,0,482,59,1350,809,100,176,4,91,21,76,4,0,1,9
40,VÂLCEA,"LICEUL TEHNOLOGIC BRĂTIANU - ȘCOALA PROFESIONALĂ",101,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:01",1176,1165,0,11,0,603,592,0,11,0,544,59,1320,717,149,133,11,107,19,95,5,2,7,16
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",40,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:19",1012,996,4,10,2,431,421,0,8,2,414,17,1120,689,94,168,2,45,43,39,5,2,5,11
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",41,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:52",913,905,3,4,1,439,431,3,4,1,427,12,1010,571,97,197,1,35,48,23,6,2,2,16
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",42,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:30",1093,1083,2,8,0,547,538,1,8,0,501,46,1200,653,90,235,8,62,46,26,8,4,4,18
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEȘOIANU”",43,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:20",939,927,2,10,0,409,399,0,10,0,392,17,1020,611,58,199,4,62,24,10,17,3,2,13
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",62,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:06",814,806,0,8,0,331,323,0,8,0,316,15,890,559,55,173,1,42,19,10,4,5,2,5
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",61,"MUNICIPIUL RÂMNICU VÂLCEA",167473,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:56",731,721,0,10,0,289,279,0,10,0,278,11,800,511,49,142,2,40,18,7,4,5,1,10
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",64,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:00",731,725,0,6,0,335,329,0,6,0,327,8,830,495,48,157,1,62,18,18,4,6,1,12
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",60,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:36",817,809,3,5,0,330,325,0,5,0,324,6,890,560,66,158,0,35,27,11,4,5,6,12
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",65,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:07",783,776,0,7,0,319,312,0,7,0,311,8,860,541,52,159,0,39,27,13,8,1,1,11
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",63,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:27",1144,1139,0,5,0,510,505,0,5,0,494,16,1230,720,86,270,2,51,36,15,5,2,6,21
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",20,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:52",861,853,0,8,0,356,348,0,8,0,332,24,940,584,73,139,1,58,33,11,3,1,3,10
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",19,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:32",828,796,2,6,24,411,381,0,6,24,401,10,890,479,69,191,4,56,38,17,3,4,5,14
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",18,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:53",921,913,1,7,0,443,436,0,7,0,421,22,1010,567,99,167,1,52,43,28,6,4,6,15
40,VÂLCEA,"LICEUL TEHNOLOGIC JUSTINIAN MARINA",118,"ORAŞ BĂILE OLĂNEŞTI",167696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:48:05",1454,1422,1,22,9,924,893,0,22,9,895,29,1560,636,168,484,1,72,28,105,4,8,3,22
40,VÂLCEA,"LICEUL TEHNOLOGIC PETRACHE POENARU",122,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:51",755,744,0,10,1,358,347,0,10,1,342,16,820,462,220,69,1,34,3,4,2,1,1,7
40,VÂLCEA,"LICEUL TEHNOLOGIC PETRACHE POENARU",121,"ORAŞ BĂLCEŞTI",168452,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:42:10",999,986,1,8,4,510,498,0,8,4,490,20,1090,580,294,124,1,31,20,1,2,1,4,12
40,VÂLCEA,"LICEUL TEORETIC",287,MĂCIUCA,171101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:48",732,640,1,56,35,528,437,0,56,35,503,25,737,209,303,155,0,24,9,2,2,1,2,5
40,VÂLCEA,"LICEUL TEORETIC VIRGIL IERUNCA LĂDEȘTI",268,LĂDEŞTI,170685,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:53:32",818,688,1,89,40,579,450,0,89,40,567,12,760,181,89,377,1,32,11,42,1,1,3,10
40,VÂLCEA,"LOCALUL PRIMĂRIEI VOINEASA",428,VOINEASA,174254,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:12",634,618,0,8,8,421,405,0,8,8,392,29,680,259,123,164,0,18,20,52,0,0,5,10
40,VÂLCEA,"OCOLUL SILVIC LOVIŞTEA",349,RACOVIŢA,172509,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:48:41",132,120,0,12,0,117,105,0,12,0,117,0,150,33,57,52,1,4,1,1,0,0,0,1
40,VÂLCEA,"PASAJ PIETONAL",36,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:24",655,645,3,7,0,277,269,1,7,0,269,8,710,433,57,111,2,36,29,14,1,3,8,8
40,VÂLCEA,"PASAJ PIETONAL",35,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:49:02",812,804,0,8,0,394,386,0,8,0,383,11,880,486,74,189,4,38,44,19,5,3,4,3
40,VÂLCEA,"PASAJ PIETONAL",37,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:03",885,868,2,8,7,431,416,0,8,7,411,20,960,529,95,213,5,34,32,17,4,1,3,7
40,VÂLCEA,"PRIMĂRIA MILCOIU",302,MILCOIU,171469,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:12",310,273,1,35,1,230,193,1,35,1,215,15,310,80,52,99,0,21,13,8,3,0,6,13
40,VÂLCEA,"PRIMĂRIA ORAŞULUI BĂBENI",107,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:10",1721,1689,2,22,8,983,953,0,22,8,916,67,1870,887,233,408,8,144,54,29,7,2,10,21
40,VÂLCEA,"SALA DE SPORT DE LA LICEUL TEORETIC GRĂDIŞTEA",251,GRĂDIŞTEA,170346,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:15:10",352,314,0,22,16,224,186,0,22,16,215,9,360,136,34,135,0,22,20,1,1,0,0,2
40,VÂLCEA,"S.C. ALFA FARM S.R.L.",109,"ORAŞ BĂBENI",168372,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:20:25",787,781,0,6,0,467,461,0,6,0,450,17,850,383,237,160,1,25,9,6,0,1,4,7
40,VÂLCEA,"ŞCOALA BĂBUEŞTI",207,DĂEŞTI,169351,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:12",76,67,0,9,0,46,37,0,9,0,44,2,80,34,32,8,3,0,0,0,0,0,0,1
40,VÂLCEA,"ȘCOALA BĂRBUCENI",344,PRUNDENI,172457,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:27:58",887,863,0,12,12,484,460,0,12,12,468,16,970,486,100,300,1,25,6,10,4,2,9,11
40,VÂLCEA,"ŞCOALA BRATIA DIN DEAL",235,GALICEA,169994,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:58",308,300,0,5,3,225,217,0,5,3,221,4,340,115,41,144,0,26,3,2,0,1,0,4
