precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUNCACIU SORIN-TITUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOCANU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ROMAŞCANU LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PĂDUROIU VIOREL-MIRCEA-PARTIDUL S.O.S. ROMÂNIA-voturi","BĂDULESCU DORIN-VALERIU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR. 6",94,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:28",1762,1751,3,7,1,831,823,0,7,1,801,30,1900,1069,105,133,430,72,61
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR. 7",15,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:08",1604,1597,1,6,0,718,712,0,6,0,702,16,1800,1082,62,55,448,35,102
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NR. 7",14,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:43:03",1648,1640,0,6,2,688,680,0,6,2,662,18,1800,1112,61,58,416,40,87
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ODĂILE",297,ODĂILE,48021,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:34",545,527,0,6,12,334,316,0,6,12,322,12,598,264,26,38,250,4,4
10,BUZĂU,"ȘCOALA GIMNAZIALĂ OREAVUL",399,"VALEA RÂMNICULUI",50022,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:07:14",1830,1811,3,12,4,941,925,0,12,4,917,24,2000,1059,88,67,581,56,125
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PĂLTINIŞ",256,"GURA TEGHII",47079,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:50:46",477,456,1,10,10,350,329,1,10,10,336,14,500,150,111,94,100,4,27
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PĂNĂTĂU",302,PĂNĂTĂU,48227,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:31:24",1170,1167,1,1,1,681,678,1,1,1,655,26,1282,601,74,33,506,14,28
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”P.H. ZANGOPOL”",36,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:31",1132,1132,0,0,0,486,486,0,0,0,467,19,1300,814,59,42,291,38,37
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”P.H. ZANGOPOL”",35,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:54",893,890,2,0,1,355,352,2,0,1,342,13,1000,645,39,28,212,24,39
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”P.H. ZANGOPOL”",37,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:44",1464,1454,1,9,0,603,594,0,9,0,580,23,1600,989,54,36,392,35,63
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PIETROASELE",311,PIETROASELE,48487,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:24",814,782,0,5,27,814,782,0,5,27,800,14,1600,786,52,47,406,36,259
10,BUZĂU,"ŞCOALA GIMNAZIALA PITULICEA",244,"GLODEANU SĂRAT",46867,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:23",735,725,0,8,2,542,532,0,8,2,529,13,790,248,33,278,183,16,19
10,BUZĂU,"ȘCOALA GIMNAZIALĂ PLAIUL NUCULUI",261,LOPĂTARI,47186,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:28",531,516,0,2,13,359,346,0,2,11,347,12,571,212,13,35,157,4,138
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PLEȘCOI",150,BERCA,45101,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:17",817,809,1,3,4,416,409,0,3,4,402,6,892,484,25,29,268,11,69
10,BUZĂU,"ȘCOALA GIMNAZIALĂ PLEȘCOI",151,BERCA,45101,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:27",721,711,0,8,2,382,372,0,8,2,369,13,794,412,26,18,246,16,63
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PLEVNA",253,GREBĂNU,47006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:51",1153,1064,0,34,55,855,766,0,34,55,828,27,1242,387,34,90,654,30,20
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PODGORIA",313,PODGORIA,48682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:04:48",1280,1233,0,28,19,799,752,0,28,19,776,23,1407,608,54,53,472,32,165
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PUIEŞTII DE JOS",321,PUIEŞTI,48842,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:38",1017,1008,0,3,6,594,585,0,3,6,555,31,1110,524,22,211,265,11,46
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ROBEASCA",332,ROBEASCA,49019,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:33:36",547,501,0,4,42,373,329,0,4,40,353,20,600,227,15,112,202,16,8
10,BUZĂU,"ȘCOALA GIMNAZIALĂ SĂPOCA",348,SĂPOCA,49206,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:14:51",1516,1461,2,13,40,1017,969,0,13,35,986,31,1601,584,62,371,482,35,36
10,BUZĂU,"ŞCOALA GIMNAZIALĂ SAT AMARA",137,"BALTA ALBĂ",44934,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:26:37",1247,1123,2,75,47,921,798,1,75,47,868,53,1236,315,44,318,440,25,41
10,BUZĂU,"SCOALA GIMNAZIALĂ SAT BALTA TOCILA",352,SCORŢOASA,49313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:07",249,238,1,6,4,162,152,0,6,4,161,1,263,101,13,80,61,3,4
10,BUZĂU,"ŞCOALA GIMNAZIALĂ SAT CINDEŞTI",405,VERNEŞTI,50102,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:52",1316,1316,0,0,0,656,656,0,0,0,613,43,1460,804,48,159,353,23,30
10,BUZĂU,"ŞCOALA GIMNAZIALĂ SAT CÎNDEȘTI",404,VERNEŞTI,50102,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:26",1385,1381,0,4,0,707,703,0,4,0,648,59,1520,813,62,167,388,17,14
10,BUZĂU,"ŞCOALA GIMNAZIALA SAT HALEŞ, COMUNA TISAU",374,TISĂU,49643,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:33",752,738,0,10,4,467,453,0,10,4,439,28,825,358,64,74,272,11,18
10,BUZĂU,"ŞCOALA GIMNAZIALĂ SAT SCĂRIŞOARA, COMUNA CISLĂU",211,CISLĂU,46313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:47:44",1037,1006,0,9,22,716,685,0,9,22,689,27,1108,392,58,238,329,30,34
10,BUZĂU,"SCOALA GIMNAZIALA SCURTEŞTI",396,"VADU PAŞII",49956,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:26:51",1687,1667,1,11,8,1074,1054,1,11,8,1037,37,1808,734,87,353,518,34,45
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL APOSTOL ANDREI”",67,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:06",1394,1387,0,6,1,588,581,0,6,1,566,22,1500,912,52,56,342,37,79
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL APOSTOL ANDREI”",65,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:40:15",1216,1182,0,9,25,499,465,0,9,25,490,9,1700,1201,36,56,291,41,66
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL APOSTOL ANDREI”",68,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:09",1586,1575,1,10,0,694,684,0,10,0,657,37,1700,1006,65,62,384,46,100
10,BUZĂU,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL APOSTOL ANDREI”",66,"MUNICIPIUL BUZĂU",44818,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:57:22",1317,1311,1,5,0,508,503,0,5,0,492,14,1500,994,42,58,281,49,62
10,BUZĂU,"ŞCOALA GIMNAZIALA STĂNCEŞTI",397,"VADU PAŞII",49956,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:59:51",1207,1198,0,4,5,825,816,0,4,5,788,30,1297,479,57,308,384,15,24
10,BUZĂU,"SCOALA GIMNAZIALA STILPU",371,STÂLPU,49625,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:19",1395,1374,1,6,14,881,862,0,6,13,852,29,1507,626,86,90,602,18,56
10,BUZĂU,"ŞCOALA GIMNAZIALĂ TACHE ŞI ECATERINA TOCILESCU",410,"VINTILĂ VODĂ",50228,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:58",1233,1191,0,9,33,778,736,0,9,33,731,47,1311,533,64,75,508,24,60
10,BUZĂU,"ŞCOALA GIMNAZIALA TOPLICENI",380,TOPLICENI,49769,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:32:45",1027,999,0,20,8,554,526,0,20,8,534,20,1100,546,77,99,281,32,45
10,BUZĂU,"ŞCOALA GIMNAZIALA URSOAIA",416,VIPEREŞTI,50326,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:57",818,786,0,8,24,497,465,0,8,24,458,39,870,373,28,92,264,24,50
10,BUZĂU,"ŞCOALA GIMNAZIALĂ VĂCĂREASCA",249,GLODEANU-SILIŞTEA,46910,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:57:39",355,339,0,14,2,204,188,0,14,2,197,7,370,166,53,15,120,3,6
10,BUZĂU,"ŞCOALA GIMNAZIALĂ VALEA PĂRULUI",144,BECENI,45003,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:43",1101,1055,0,27,19,628,582,0,27,19,602,26,1155,527,31,68,456,18,29
10,BUZĂU,"SCOALA GIMNAZIALA VALEA RAMNICULUI",398,"VALEA RÂMNICULUI",50022,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:13:24",1790,1762,2,8,18,979,952,1,8,18,943,36,1976,997,67,83,667,70,56
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”VASILE ALDEA” ZOREȘTI",409,VERNEŞTI,50102,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:35",1102,1093,1,8,0,583,575,0,8,0,556,27,1195,612,66,45,365,43,37
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”VASILE CRISTOFOREANU”",85,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:37",1597,1592,0,5,0,744,739,0,5,0,725,19,1800,1056,59,125,409,49,83
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”VASILE CRISTOFOREANU”",84,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:20",1459,1450,0,9,0,584,575,0,9,0,547,20,1600,1019,49,88,330,33,47
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”VASILE CRISTOFOREANU”",83,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:17:14",1546,1538,0,6,2,717,709,0,6,2,678,37,1700,985,49,120,419,49,41
10,BUZĂU,"ŞCOALA GIMNAZIALA VIPEREŞTI",413,VIPEREŞTI,50326,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:52",940,911,0,13,16,608,579,0,13,16,557,51,1008,400,53,179,272,36,17
10,BUZĂU,"SCOALA GURA-FAGETULUI",383,TOPLICENI,49769,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:53:19",150,145,0,5,0,101,96,0,5,0,97,4,160,59,16,5,64,2,10
10,BUZĂU,"ŞCOALA GURA SĂRĂŢII",281,MEREI,47453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:31",149,142,0,5,2,81,74,0,5,2,80,1,160,79,17,3,55,4,1
10,BUZĂU,"ŞCOALA LUNCA FRUMOASA",308,PÂRSCOV,48557,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:09",874,856,0,17,1,522,504,0,17,1,502,19,920,399,47,128,283,14,30
10,BUZĂU,"ŞCOALA MĂCRINA",323,PUIEŞTI,48842,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:40:53",415,408,0,6,1,207,200,0,6,1,197,10,448,241,8,35,138,7,9
10,BUZĂU,"ŞCOALA NENCIULEŞTI",284,MEREI,47453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:30:06",243,238,0,5,0,118,113,0,5,0,116,2,270,152,17,12,78,4,5
10,BUZĂU,"SCOALA NR.2 SAT RAMNICELU",328,RÂMNICELU,48968,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:52:47",1455,1450,0,5,0,1062,1057,0,5,0,664,382,1620,558,152,214,211,78,9
10,BUZĂU,"ŞCOALA PARDOŞI",301,PARDOŞI,48165,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:11:04",291,261,0,19,11,206,176,0,19,11,202,4,301,95,6,3,186,4,3
10,BUZĂU,"ŞCOALA PIETRARU",229,COZIENI,46554,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:32:19",151,133,0,16,2,94,76,0,16,2,92,2,156,62,2,21,48,2,19
10,BUZĂU,"ŞCOALA PRIMARĂ",125,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:43:52",386,378,0,8,0,229,221,0,8,0,223,6,416,187,21,58,126,6,12
10,BUZĂU,"ŞCOALA PRIMARĂ",337,RUŞEŢU,49046,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:30:47",162,155,0,6,1,120,113,0,6,1,108,11,200,81,11,17,52,6,22
10,BUZĂU,"ŞCOALĂ PRIMARĂ",121,"ORAŞ PĂTÂRLAGELE",48325,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:27",245,238,0,7,0,136,129,0,7,0,129,7,262,126,28,19,68,9,5
10,BUZĂU,"ŞCOALA PRIMARĂ BECENI",140,BECENI,45003,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:07:04",810,772,0,22,16,519,481,0,22,16,508,11,870,351,36,67,376,9,20
10,BUZĂU,"ŞCOALA PRIMARĂ BEGU",303,PĂNĂTĂU,48227,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:03:16",176,168,1,7,0,111,104,0,7,0,104,6,190,80,8,4,91,1,0
10,BUZĂU,"SCOALA PRIMARA BÎSCENII DE JOS",179,CALVINI,45753,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:55:07",542,479,0,21,42,364,301,0,21,42,345,19,520,155,8,53,270,4,10
10,BUZĂU,"ŞCOALA PRIMARA CATIASU",202,CHIOJDU,46180,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:17",267,244,0,5,18,176,153,0,5,18,168,8,290,114,4,22,131,4,7
10,BUZĂU,"ŞCOALA PRIMARĂ COSTIENI",422,ZIDURI,50479,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:01",572,570,0,2,0,344,342,0,2,0,335,9,572,228,21,26,275,4,9
10,BUZĂU,"ȘCOALA PRIMARĂ COTORCA",248,GLODEANU-SILIŞTEA,46910,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:48",752,738,0,7,7,469,455,0,7,7,450,19,850,381,36,36,362,9,7
10,BUZĂU,"ŞCOALA PRIMARĂ COTU CIORII",184,"C.A. ROSETTI",45815,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:50",458,457,0,1,0,251,250,0,1,0,242,9,500,249,34,64,132,9,3
10,BUZĂU,"ŞCOALA PRIMARĂ CUCULEASA",423,ZIDURI,50479,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:19:12",367,362,0,5,0,246,241,0,5,0,236,10,400,154,6,35,182,5,8
10,BUZĂU,"ŞCOALA PRIMARĂ DEALUL VIEI",280,MEREI,47453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:32",621,610,2,2,7,329,320,0,2,7,310,19,670,341,40,20,222,15,13
10,BUZĂU,"ŞCOALA PRIMARA DIN SATUL FULGA",196,CERNĂTEŞTI,46019,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:41:09",362,356,0,5,1,215,209,0,5,1,210,5,400,185,16,16,170,5,3
10,BUZĂU,"ŞCOALA PRIMARĂ DIN SATUL MOVILA OII",207,CILIBIA,46251,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:36",296,255,0,31,10,239,198,0,31,10,234,5,300,61,25,43,136,5,25
10,BUZĂU,"ŞCOALA PRIMARĂ FINŢESTI",294,NĂENI,47854,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:29",471,454,1,13,3,376,360,0,13,3,349,27,500,124,13,152,112,7,65
10,BUZĂU,"ŞCOALA PRIMARĂ FIŞICI",164,BOZIORU,45389,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:36:10",301,262,0,36,3,227,188,0,36,3,212,15,245,18,12,75,113,9,3
10,BUZĂU,"ŞCOALA PRIMARĂ FLOREŞTI",141,BECENI,45003,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:00:30",178,158,0,9,11,125,105,0,9,11,122,3,200,75,8,10,103,1,0
10,BUZĂU,"SCOALA PRIMARA GARA BOBOCU",215,COCHIRLEANCA,46377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:28",178,172,0,6,0,178,172,0,6,0,174,4,340,162,24,38,103,7,2
10,BUZĂU,"ŞCOALA PRIMARĂ GOMOEȘTI",224,COSTEŞTI,46484,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:49:04",181,176,0,5,0,118,113,0,5,0,114,4,200,82,8,38,51,9,8
10,BUZĂU,"ŞCOALA PRIMARĂ HELIADE RĂDULESCU",424,ZIDURI,50479,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:58",625,603,1,6,15,357,336,0,6,15,341,16,604,247,22,46,265,5,3
10,BUZĂU,"ŞCOALA PRIMARĂ HOMEŞTI",251,GREBĂNU,47006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:53",856,814,0,28,14,523,481,0,28,14,496,27,910,387,23,116,337,16,4
10,BUZĂU,"ŞCOALA PRIMARĂ IZVORU DULCE",143,BECENI,45003,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:05",416,403,0,10,3,416,403,0,10,3,405,11,740,324,43,57,277,19,9
10,BUZĂU,"ŞCOALA PRIMARA LERA",203,CHIOJDU,46180,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:28",328,302,0,7,19,219,193,0,7,19,203,16,360,141,9,23,163,3,5
10,BUZĂU,"ŞCOALA PRIMARĂ LIVADA",252,GREBĂNU,47006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:55:57",630,565,0,41,24,435,370,0,41,24,423,12,620,185,15,117,271,12,8
10,BUZĂU,"ŞCOALA PRIMARA MĂRGINEANU",288,MIHĂILEŞTI,47578,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:24",672,643,0,8,21,448,419,0,8,21,436,12,728,280,93,44,275,19,5
10,BUZĂU,"ŞCOALA PRIMARA MUŞCEL",414,VIPEREŞTI,50326,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:09:36",87,73,0,12,2,50,36,0,12,2,49,1,80,30,1,14,33,0,1
10,BUZĂU,"SCOALA PRIMARA NEGOSINA",188,CĂNEŞTI,45888,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:26:34",143,130,0,3,10,113,100,0,3,10,106,7,160,47,6,3,89,2,6
10,BUZĂU,"ŞCOALA PRIMARĂ NEHOIAŞU",108,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:15:47",333,320,0,6,7,209,196,0,6,7,205,4,350,141,9,17,156,11,12
10,BUZĂU,"ŞCOALA PRIMARĂ NR.1 VALEA CĂTINEI",192,CĂTINA,45959,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:50",375,330,0,15,30,274,231,0,15,28,270,4,397,123,9,53,201,4,3
10,BUZĂU,"ŞCOALA PRIMARĂ NR.2 ZELETIN",193,CĂTINA,45959,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:02:46",169,162,0,7,0,54,47,0,7,0,51,3,178,124,3,5,43,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ OGRĂZILE",285,MEREI,47453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:29:33",578,571,2,5,0,268,263,0,5,0,249,19,630,362,27,13,178,16,15
10,BUZĂU,"ŞCOALA PRIMARA PLESCIOARA",204,CHIOJDU,46180,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:36:19",123,111,0,8,4,99,87,0,8,4,98,1,130,31,3,5,87,0,3
10,BUZĂU,"ŞCOALA PRIMARĂ PLEȘEȘTI",315,PODGORIA,48682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:41:18",294,282,0,6,6,151,139,0,6,6,149,2,311,160,9,6,98,3,33
10,BUZĂU,"ŞCOALA PRIMARA POENITELE",205,CHIOJDU,46180,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:07:45",166,129,0,13,24,121,84,0,13,24,112,9,167,46,2,7,100,1,2
10,BUZĂU,"ŞCOALA PRIMARA POŞTA",384,TOPLICENI,49769,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:41",429,412,0,14,3,244,227,0,14,3,226,18,444,200,28,43,120,21,14
10,BUZĂU,"SCOALA PRIMARA ROSIORU",216,COCHIRLEANCA,46377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:59:32",531,522,0,6,3,333,324,0,6,3,312,21,570,237,75,40,181,6,10
10,BUZĂU,"ȘCOALA PRIMARĂ SĂLCIOARA",240,GHERGHEASA,46830,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:10",786,755,0,1,30,473,442,0,1,30,455,18,866,393,20,45,369,12,9
10,BUZĂU,"ȘCOALA PRIMARĂ SĂLCIOARA",365,SMEENI,49545,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:36:53",552,547,0,3,2,264,259,0,3,2,252,12,600,336,17,25,166,6,38
10,BUZĂU,"ŞCOALA PRIMARĂ SĂSENII NOI",408,VERNEŞTI,50102,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:13:15",294,286,0,8,0,152,144,0,8,0,150,2,320,168,10,14,104,7,15
10,BUZĂU,"ŞCOALA PRIMARA SAT ARCANU",359,SCUTELNICI,49439,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:16",341,315,0,4,22,280,254,0,4,22,243,11,342,81,7,12,218,2,4
10,BUZĂU,"ŞCOALA PRIMARĂ SAT BĂLĂNEȘTI",228,COZIENI,46554,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:07:39",544,508,0,33,3,360,324,0,33,3,345,15,560,200,15,112,168,15,35
10,BUZĂU,"ŞCOALA PRIMARĂ SAT BECIU",353,SCORŢOASA,49313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:39:32",111,108,0,3,0,72,69,0,3,0,71,1,118,46,3,23,43,2,0
10,BUZĂU,"ŞCOALA PRIMARĂ SAT COCA ANTIMIREŞTI",411,"VINTILĂ VODĂ",50228,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:03:44",174,165,0,7,2,105,96,0,7,2,98,7,186,81,10,17,66,0,5
10,BUZĂU,"ŞCOALA PRIMARĂ SAT COLŢU PIETRII,COMUNA SIRIU,JUDETUL BUZĂU",362,SIRIU,49484,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:22",1155,1120,0,13,22,869,834,0,13,22,838,31,1260,391,62,135,596,23,22
10,BUZĂU,"ŞCOALA PRIMARĂ SAT GOLU GRABICINA",354,SCORŢOASA,49313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:39:08",236,226,0,3,7,171,161,0,3,7,156,5,248,87,5,60,87,1,3
10,BUZĂU,"ŞCOALA PRIMARĂ SAT GRABICINA DE JOS",355,SCORŢOASA,49313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:31:02",125,118,0,4,3,84,77,0,4,3,84,0,133,49,5,24,55,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ SAT GURA BÂSCEI, COMUNA CISLĂU",210,CISLĂU,46313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:58",351,343,0,4,4,212,204,0,4,4,209,3,379,167,16,84,91,6,12
10,BUZĂU,"ŞCOALA PRIMARĂ SAT GURA VĂII",356,SCORŢOASA,49313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:52:04",169,162,0,2,5,107,100,0,2,5,106,1,183,76,15,21,68,0,2
10,BUZĂU,"SCOALA PRIMARA, SAT IZVORANU, COMUNA TISAU",375,TISĂU,49643,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:49:58",66,57,0,9,0,66,57,0,9,0,66,0,100,34,2,29,27,3,5
10,BUZĂU,"ŞCOALA PRIMARĂ SAT LUNCILE",260,LOPĂTARI,47186,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:53:07",606,578,0,9,19,416,388,0,9,19,392,24,660,244,11,54,128,4,195
10,BUZĂU,"ŞCOALA PRIMARĂ SAT NICULEŞTI",412,"VINTILĂ VODĂ",50228,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:30:07",899,869,1,10,19,523,494,0,10,19,499,24,1000,477,42,90,307,18,42
10,BUZĂU,"ŞCOALA PRIMARĂ SAT PLOPEASA DE SUS",357,SCORŢOASA,49313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:20",135,120,0,12,3,84,69,0,12,3,82,2,135,51,1,26,51,2,2
