precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL SOCIALIST ROMÂN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GĂLBINAŞ SORIN-voturi"
9,BRĂILA,"GRĂDINIŢA NR. 39 „CĂSUȚA FERMECATĂ”",21,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:47:44",1034,1026,1,7,0,406,399,0,7,0,393,13,1200,794,33,213,54,16,19,2,28,2,10,16
9,BRĂILA,"GRĂDINIŢA NR. 39 „CĂSUȚA FERMECATĂ”",23,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:43",997,988,1,8,0,359,351,0,8,0,348,11,1100,741,29,219,37,15,18,3,14,0,2,11
9,BRĂILA,"GRĂDINIŢA NR. 39 „CĂSUȚA FERMECATĂ”",20,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:11:10",1150,1142,2,6,0,450,444,0,6,0,438,6,1305,855,41,245,47,13,31,5,33,2,5,16
9,BRĂILA,"GRĂDINIŢA NR. 39 „CĂSUȚA FERMECATĂ”",22,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:57:09",1013,1003,2,8,0,385,377,0,8,0,378,7,1099,714,51,209,46,10,24,0,25,1,5,7
9,BRĂILA,"GRĂDINIŢA NR. 61 „BOBOCEL”",6,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:39:14",1117,1112,1,4,0,466,462,0,4,0,444,22,1201,730,30,284,57,12,21,0,21,1,8,10
9,BRĂILA,"GRĂDINIŢA NR. 61 „BOBOCEL”",5,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:17:13",1053,1045,0,8,0,452,444,0,8,0,432,20,1101,649,51,255,55,8,16,5,20,2,13,7
9,BRĂILA,"GRĂDINIŢA NR. 8 „SCUFIȚA ROȘIE”",120,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:19:48",1090,1084,0,6,0,452,446,0,6,0,444,8,1200,748,52,249,54,14,20,1,33,0,5,16
9,BRĂILA,"GRĂDINIŢA NR. 8 „SCUFIȚA ROȘIE”",121,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:28:29",1115,1109,0,6,0,448,442,0,6,0,430,18,1200,752,34,262,39,19,24,4,24,2,5,17
9,BRĂILA,"LICEUL DE ARTĂ „HARICLEA DARCLEE”",64,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:12:12",1316,1310,0,6,0,483,477,0,6,0,465,18,1457,974,49,217,73,6,42,1,46,2,7,22
9,BRĂILA,"LICEUL DE ARTĂ „HARICLEA DARCLEE”",65,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:55:46",1275,1260,3,6,6,519,507,0,6,6,497,22,1400,881,63,261,55,10,20,3,55,0,1,29
9,BRĂILA,"LICEUL PEDAGOGIC „D.P. PERPESSICIUS”",98,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:15:19",974,969,1,4,0,421,417,0,4,0,406,15,1100,679,41,238,49,8,15,3,40,1,6,5
9,BRĂILA,"LICEUL PEDAGOGIC „D.P. PERPESSICIUS”",99,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:12",1344,1334,2,8,0,580,572,0,8,0,567,13,1450,870,52,348,41,10,24,1,66,3,10,12
9,BRĂILA,"LICEUL PEDAGOGIC „D.P. PERPESSICIUS”",100,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:54:49",1292,1287,0,5,0,553,548,0,5,0,538,15,1450,897,62,317,56,16,23,1,45,2,8,8
9,BRĂILA,"LICEUL TEHNOLOGIC „ANGHEL SALIGNY”",81,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:40:23",1128,1109,14,5,0,460,455,0,5,0,445,15,1250,790,46,239,63,7,26,3,35,3,6,17
9,BRĂILA,"LICEUL TEHNOLOGIC „ANGHEL SALIGNY”",83,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:30:35",1153,1139,2,12,0,502,490,0,12,0,472,18,1247,757,64,228,52,14,21,8,59,2,3,21
9,BRĂILA,"LICEUL TEHNOLOGIC „ANGHEL SALIGNY”",82,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:52:53",956,953,0,3,0,387,384,0,3,0,374,13,1050,663,43,187,49,7,32,2,32,0,2,20
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",135,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:48:34",1293,1283,2,8,0,519,511,0,8,0,510,9,1400,881,46,273,68,14,30,4,43,1,10,21
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",133,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:31:24",979,972,2,5,0,348,343,0,5,0,340,8,1100,752,25,209,42,5,13,6,25,2,3,10
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",137,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:08",1066,1055,1,10,0,345,335,0,10,0,326,19,1200,855,32,197,46,6,18,2,18,1,2,4
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",136,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:00:38",1095,1090,0,5,0,443,438,0,5,0,429,14,1200,757,25,282,38,13,14,2,30,2,5,18
9,BRĂILA,"LICEUL TEHNOLOGIC „CONSTANTIN BRÂNCOVEANU”",134,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:28:46",1501,1491,0,10,0,468,458,0,10,0,430,16,1650,1201,39,221,68,8,38,3,48,2,3,0
9,BRĂILA,"LICEUL TEHNOLOGIC „GRIGORE MOISIL”",66,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:12:04",1422,1406,0,6,10,543,527,0,6,10,532,11,1550,1007,44,252,87,6,36,5,47,3,12,40
9,BRĂILA,"LICEUL TEORETIC „NICOLAE IORGA”",61,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:20",761,745,0,9,7,287,271,0,9,7,277,10,850,563,25,137,43,6,17,1,37,1,3,7
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",53,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:41:22",1264,1256,3,4,1,504,499,0,4,1,490,11,1400,899,59,295,45,17,16,2,34,1,7,14
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",54,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:23",1194,1185,1,8,0,463,455,0,8,0,453,10,1300,837,41,274,45,9,30,0,32,2,6,14
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",52,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:15:38",1442,1435,1,6,0,567,561,0,6,0,554,13,1600,1033,71,292,87,9,22,6,46,1,4,16
9,BRĂILA,"LICEUL TEORETIC „PANAIT CERNA”",55,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:35:57",908,903,1,4,0,381,377,0,4,0,371,10,1000,619,50,222,38,11,10,2,26,0,5,7
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 11 „ION LUCA CARAGIALE”",123,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:47",1182,1172,1,8,1,420,411,0,8,1,400,14,1300,877,39,228,50,8,22,0,28,2,3,20
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 11 „ION LUCA CARAGIALE”",122,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:10:19",1079,1068,1,10,0,399,389,0,10,0,381,18,1150,751,33,206,54,9,35,6,30,0,1,7
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 13 „NEDELCU CHERCEA”",109,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:09:07",1196,1189,0,7,0,473,466,0,7,0,455,18,1300,823,53,249,57,12,24,4,33,1,11,11
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 13 „NEDELCU CHERCEA”",108,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 17:35:10",1219,1209,0,10,0,455,445,0,10,0,436,19,1350,885,66,215,55,16,23,2,29,0,10,20
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 17 „ECATERINA TEODOROIU”",68,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:05",1389,1363,3,8,15,577,554,0,8,15,558,19,1500,923,58,258,83,15,34,1,48,1,10,50
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 17 „ECATERINA TEODOROIU”",67,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:40:07",1186,1159,0,5,22,445,418,0,5,22,433,12,1300,855,51,237,47,13,15,0,33,0,6,31
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 18 „MIHU DRAGOMIR”",72,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:16:06",972,961,1,10,0,369,359,0,10,0,350,9,1050,691,37,204,29,6,21,5,21,3,6,18
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 18 „MIHU DRAGOMIR”",73,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:16:54",1139,1131,2,6,0,455,449,0,6,0,449,6,1250,795,37,251,45,9,31,2,43,2,15,14
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",127,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:15:50",1750,1746,0,4,0,724,720,0,4,0,697,27,1900,1176,44,398,83,12,73,7,25,12,5,38
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",126,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:52:19",1276,1271,0,5,0,474,469,0,5,0,459,15,1400,926,23,279,54,5,42,2,37,1,7,9
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",125,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:02:33",1167,1162,0,5,0,431,426,0,5,0,420,11,1300,869,37,234,64,6,33,4,23,4,6,9
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",124,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:51:32",1285,1280,0,4,1,482,477,0,4,1,464,18,1400,918,32,266,60,12,38,2,32,2,7,13
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 1 „VLAICU VODĂ”",7,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:36:33",1257,1252,0,5,0,531,526,0,5,0,519,12,1400,869,51,301,73,12,27,1,33,0,5,16
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 1 „VLAICU VODĂ”",8,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:44",1349,1340,2,7,0,589,582,0,7,0,568,21,1500,911,49,340,72,22,23,1,45,1,7,8
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",130,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:02",1257,1250,0,7,0,517,510,0,7,0,500,17,1400,883,47,300,52,9,19,5,39,3,8,18
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",131,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:57:13",1061,1052,0,9,0,439,430,0,9,0,431,8,1200,761,34,264,54,10,12,5,32,1,4,15
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",132,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:32:45",1234,1225,0,9,0,523,514,0,9,0,490,24,1348,825,37,316,59,19,16,2,22,0,7,12
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 21 „ALEXANDR SERGHEEVICI PUȘKIN”",128,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:56:54",1189,1186,0,3,0,353,350,0,3,0,343,7,1300,947,21,189,67,6,33,2,15,1,2,7
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 21 „ALEXANDR SERGHEEVICI PUȘKIN”",129,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:09",1229,1223,0,6,0,405,399,0,6,0,392,13,1401,996,23,229,56,11,27,2,24,4,6,10
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",114,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:44:05",1059,1053,0,6,0,421,415,0,6,0,408,13,1150,729,35,238,41,13,30,1,28,0,11,11
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",111,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:39:10",1345,1341,0,4,0,460,456,0,4,0,439,21,1500,1040,41,232,68,12,46,4,17,2,4,13
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",110,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:51:05",1246,1240,0,6,0,485,479,0,6,0,413,23,1400,964,43,271,50,11,6,0,20,2,6,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",113,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:14:09",1118,1112,0,6,0,441,435,0,6,0,426,15,1200,759,49,243,58,14,31,0,18,0,4,9
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",112,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:57:16",1140,1135,0,5,0,421,416,0,5,0,404,17,1250,829,31,241,53,6,22,5,32,0,6,8
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",101,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:07:54",906,900,0,6,0,303,297,0,6,0,297,6,1000,697,22,178,45,10,15,1,16,0,5,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",103,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:58:06",1079,1072,1,6,0,433,427,0,6,0,418,15,1200,767,50,239,57,9,13,3,32,1,3,11
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",102,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:18:57",1065,1057,0,8,0,357,349,0,8,0,345,12,1200,843,30,209,45,4,26,3,23,0,2,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",116,"MUNICIPIUL BRĂILA",42682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:04:59",1305,1297,1,7,0,488,481,0,7,0,470,18,1450,962,36,289,74,7,31,2,21,1,1,8
