precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi"
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” GRĂNICEŞTI",339,GRĂNICEŞTI,148970,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:01",1030,1027,0,2,1,395,392,0,2,1,371,24,1063,668,61,130,130,21,23,4,2
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ MILIȘĂUȚI",173,"ORAŞ MILIŞĂUŢI",146931,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:26:05",1456,1447,1,3,5,736,728,0,3,5,701,35,1600,864,134,272,49,19,224,1,2
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”MITROPOLIT IACOB PUTNEANUL”- CORP B",440,PUTNA,150043,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:42",887,877,1,1,8,417,408,0,1,8,391,26,1096,679,237,85,42,8,9,4,6
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”MITROPOLIT IACOB PUTNEANUL”- CORP B",439,PUTNA,150043,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:17",1189,1177,2,2,8,620,609,1,2,8,579,41,1200,580,342,157,45,7,18,9,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ MOIŞA",230,BOROAIA,147072,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:35",541,531,0,10,0,242,232,0,10,0,229,13,600,358,16,181,19,7,3,1,2
35,SUCEAVA,"ŞCOALA GIMNAZIALA NEGOSTINA",217,BĂLCĂUŢI,146995,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:11",1084,1044,0,10,30,658,618,0,10,30,629,29,1200,542,135,430,27,12,19,4,2
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NIGOTEȘTI",514,"VADU MOLDOVEI",150766,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:01",339,319,0,11,9,192,172,0,11,9,181,11,400,208,24,116,24,6,8,3,0
35,SUCEAVA,"SCOALA GIMNAZIALA NR.1",159,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:36:23",1954,1917,2,6,29,845,810,0,6,29,805,40,2114,1269,368,244,57,40,65,21,10
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR .1",7,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:54",1334,1324,2,8,0,614,606,0,8,0,583,31,1500,886,210,182,49,18,104,13,7
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.1",120,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:48",1522,1513,0,9,0,847,838,0,9,0,820,27,1600,753,334,315,64,20,72,8,7
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.1",119,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:30",965,955,2,5,3,537,529,0,5,3,525,12,1000,463,265,176,29,8,33,5,9
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 10, SALA A",46,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:09:48",1986,1980,1,5,0,913,908,0,5,0,893,20,2200,1287,291,313,87,49,124,16,13
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 10, SALA B",47,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:53",1996,1987,0,9,0,899,890,0,9,0,883,16,2206,1307,317,321,73,27,122,13,10
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.11, ”MIRON COSTIN”, SALA A",55,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:38:25",1952,1941,2,9,0,845,836,0,9,0,825,20,2100,1255,279,288,104,34,100,8,12
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.11, ”MIRON COSTIN”, SALA B",56,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:03:22",648,645,0,3,0,648,645,0,3,0,641,7,1800,1152,200,227,83,21,92,12,6
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.11, ”MIRON COSTIN”, SALA C",57,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:14:06",1621,1614,0,7,0,648,641,0,7,0,640,8,1800,1152,237,209,82,11,78,14,9
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.11, ”MIRON COSTIN”, SALA D",58,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:41",1834,1824,4,5,1,807,801,0,5,1,787,20,2000,1193,264,273,92,36,98,16,8
35,SUCEAVA,"SCOALA GIMNAZIALA NR.11 ”MIRON COSTIN”, SALA E",59,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:00",1536,1529,0,7,0,543,536,0,7,0,526,10,1700,1164,176,182,48,15,94,8,3
35,SUCEAVA,"SCOALA GIMNAZIALA NR. 1 ”LUCA ARBURE”, CORP B",205,ARBORE,146860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:21",1869,1853,2,4,10,851,837,0,4,10,809,42,2000,1149,233,480,45,22,21,6,2
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 1 ROTUNDA",170,"ORAŞ LITENI",149227,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:36",1141,1133,0,6,2,523,515,0,6,2,497,26,1250,727,346,88,37,10,11,4,1
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NR 1 VADU MOLDOVEI",507,"VADU MOLDOVEI",150766,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:46",892,858,0,6,28,555,521,0,6,28,531,24,900,345,80,323,81,23,17,6,1
35,SUCEAVA,"SCOALA GIMNAZIALA NR. 2",222,BILCA,147036,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:42",990,972,1,3,14,539,522,0,3,14,491,48,1080,541,249,173,33,22,9,0,5
35,SUCEAVA,"SCOALA GIMNAZIALA NR.2",112,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:06:04",1617,1608,4,4,1,654,649,0,4,1,639,15,2006,1352,283,209,69,34,27,10,7
35,SUCEAVA,"SCOALA GIMNAZIALA NR.2",353,"HORODNIC DE SUS",151479,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:29",1262,1261,1,0,0,591,591,0,0,0,519,72,1308,717,319,112,46,21,18,2,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.2",121,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:03",814,809,0,5,0,435,430,0,5,0,422,13,900,374,147,185,28,12,34,8,8
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NR.2",122,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:49:14",1167,1155,2,10,0,625,615,0,10,0,591,34,1206,581,224,266,30,16,40,6,9
35,SUCEAVA,"SCOALA GIMNAZIALA NR.2 ARBORE",206,ARBORE,146860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:44",1741,1731,1,5,4,746,737,0,5,4,703,43,2000,1254,142,487,35,16,15,5,3
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NR. 2 BOGDĂNEȘTI, LOCAL VECHI",225,BOGDĂNEŞTI,147054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:15",1400,1387,0,11,2,764,751,0,11,2,724,40,1600,836,169,398,122,12,18,1,4
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR 2 FRĂTĂUŢII NOI",322,"FRĂTĂUŢII NOI",148667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:40",1669,1662,0,5,2,562,555,0,5,2,482,80,1800,1238,169,115,22,13,142,15,6
35,SUCEAVA,"ŞCOALA GIMNAZIALA NR. 2 IASLOVAT",365,IASLOVĂŢ,151442,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:11",1606,1606,0,0,0,646,646,0,0,0,626,20,1800,1154,243,336,24,7,11,3,2
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NR 2 VADU MOLDOVEI",508,"VADU MOLDOVEI",150766,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:22",348,338,0,8,2,177,167,0,8,2,170,7,400,223,20,103,23,3,21,0,0
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NR.2 VICOVU DE JOS REMEZĂU",533,"VICOVU DE JOS",151077,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:52",984,974,0,5,5,411,401,0,5,5,387,24,1100,689,102,201,38,17,22,5,2
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NR.2 VICOVU DE JOS REMEZĂU",534,"VICOVU DE JOS",151077,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:31",1052,1035,0,4,13,489,472,0,4,13,470,19,1150,661,101,323,30,7,4,3,2
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 2 VICOVU DE SUS",196,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:36",1477,1477,0,0,0,570,570,0,0,0,557,13,1600,1030,226,246,56,13,6,7,3
35,SUCEAVA,"SCOALA GIMNAZIALA NR.3",355,"HORODNIC DE SUS",151479,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:09:24",1134,1133,1,0,0,481,480,1,0,0,440,41,1300,819,259,115,36,16,5,3,6
35,SUCEAVA,"SCOALA GIMNAZIALA NR.3 ARBORE",207,ARBORE,146860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:56",1166,1160,0,0,6,500,494,0,0,6,464,36,1300,800,99,312,25,16,5,5,2
35,SUCEAVA,"SCOALA GIMNAZIALA NR.3 MIHAI EMINESCU",110,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:29:32",1941,1928,0,13,0,770,757,0,13,0,740,30,2000,1230,289,280,61,42,43,14,11
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.3 SALA A",11,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:55:41",973,964,0,9,0,471,462,0,9,0,451,20,1100,69,163,158,32,17,70,8,3
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.3 SALA B",12,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:00",1116,1104,0,12,0,531,519,0,12,0,512,19,1200,669,153,175,47,11,99,21,6
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 3 VICOVU DE SUS",195,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:46",1564,1563,0,1,0,598,597,0,1,0,550,48,1700,1102,362,141,38,4,2,3,0
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 4 SALA A",20,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:01:12",1358,1347,2,9,0,636,627,0,9,0,613,23,1500,864,172,256,55,24,84,15,7
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 4, SALA B",21,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:51",1210,1197,1,12,0,596,584,0,12,0,555,29,1300,716,156,238,44,12,90,9,6
35,SUCEAVA,"SCOALA GIMNAZIALA NR.5 BOGDAN VODA",107,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:37:46",1631,1616,0,13,2,626,611,0,13,2,605,18,2000,1374,243,273,25,22,29,12,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 5 ”JEAN BART”",51,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:10:48",1465,1455,0,9,1,605,595,0,9,1,581,24,1600,995,183,207,64,20,76,11,20
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 6, SALA A",61,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:10:02",1436,1430,0,6,0,566,560,0,6,0,542,18,1600,1040,185,178,69,25,67,14,4
35,SUCEAVA,"SCOALA GIMNAZIALA NR.6 SALA B",62,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:52:45",1824,1816,1,7,0,510,503,0,7,0,487,23,2000,1490,147,150,58,33,83,10,6
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 8",22,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:07:08",1950,1938,2,10,0,863,853,0,10,0,822,41,2100,1237,228,355,87,31,106,9,6
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 9 ”ION CREANGĂ”, SALA A",37,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:25",1666,1660,0,4,2,804,798,0,4,2,779,25,1666,862,244,253,97,23,139,13,10
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 9 ”ION CREANGĂ”, SALA B",38,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:28",1771,1767,2,2,0,891,889,0,2,0,866,25,1900,1009,285,284,114,22,131,19,11
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 9 ”ION CREANGĂ”, SALA C",39,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:03",1750,1739,1,10,0,846,835,1,10,0,818,28,1900,1054,293,252,100,21,130,13,9
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 9 ”ION CREANGĂ”, SALA D",40,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:49:40",1747,1740,0,7,0,830,823,0,7,0,810,20,1900,1070,274,287,83,22,125,11,8
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 9 ”ION CREANGĂ”, SALA E",35,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:52:20",1840,1830,0,10,0,817,807,0,10,0,793,24,2000,1183,247,251,96,23,147,17,12
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 9 ”ION CREANGĂ”, SALA F",36,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:53",1785,1779,0,5,1,778,772,0,5,1,762,16,1900,1022,232,261,79,27,134,13,16
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NUMĂRUL 1 BOGDĂNEȘTI, LOCAL VECHI",224,BOGDĂNEŞTI,147054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:15",1874,1858,0,13,3,1035,1019,0,13,3,985,50,1975,940,265,574,111,0,24,7,4
35,SUCEAVA,"SCOALA GIMNAZIALA ONICENI",315,FORĂŞTI,148514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:02",774,762,1,3,8,401,390,0,3,8,381,20,840,439,130,181,38,7,19,5,1
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ” PAHOMIE C. VASILIU”",336,GRĂMEŞTI,148916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:08:31",1613,1577,2,2,32,871,836,1,2,32,822,49,1750,879,443,240,83,25,24,2,5
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ PĂLTINOASA",419,PĂLTINOASA,149753,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:16:31",1329,1306,2,8,13,858,837,0,8,13,828,30,1443,585,375,414,11,7,17,3,1
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ PANACI",414,PANACI,149682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:33:22",658,655,0,3,0,416,413,0,3,0,411,5,703,287,86,244,32,15,24,4,6
35,SUCEAVA,"SCOALA GIMNAZIALA PETIA",244,BUNEŞTI,147465,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:05",624,620,0,4,0,328,324,0,4,0,301,27,677,349,63,194,26,9,8,0,1
35,SUCEAVA,"SCOALA GIMNAZIALA ”PETRU COMARNESCU” CORP C",160,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:37:24",1692,1680,3,8,1,694,685,0,8,1,662,32,1853,1159,307,218,44,25,55,9,4
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ PETRU MUȘAT CORP C",186,"ORAŞ SIRET",146655,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:26",1047,1042,5,0,0,501,499,2,0,0,489,12,1100,599,250,174,27,13,19,1,5
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ PETRU MUȘAT CORP I",187,"ORAŞ SIRET",146655,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:01:29",1392,1382,2,2,6,648,639,1,2,6,615,33,1500,852,347,162,53,23,19,5,6
35,SUCEAVA,"SCOALA GIMNAZIALA PIRAIE",383,MĂLINI,149316,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:56",1606,1591,0,8,7,995,980,0,8,7,937,58,1700,705,246,605,61,15,8,1,1
35,SUCEAVA,"SCOALA GIMNAZIALA POIANA MARULUI",384,MĂLINI,149316,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:21",1042,1028,0,9,5,656,642,0,9,5,620,36,1100,444,81,487,36,6,7,2,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ PROBOTA",148,"ORAŞ DOLHASCA",148006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:46:35",1446,1433,0,13,0,717,704,0,13,0,678,39,1576,859,311,303,39,10,12,2,1
35,SUCEAVA,"SCOALA GIMNAZIALA REGINA ELISABETA NR.4",103,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:05",1869,1856,4,9,0,759,750,0,9,0,731,28,2000,1236,313,278,55,31,36,7,11
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ROMÂNEŞTI",344,GRĂNICEŞTI,148970,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:37",587,581,1,5,0,251,246,0,5,0,235,16,600,349,92,76,49,5,11,2,0
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ROŞCANI",169,"ORAŞ LITENI",149227,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:43",1016,1009,0,7,0,452,445,0,7,0,439,13,1116,664,226,111,43,25,26,2,6
35,SUCEAVA,"SCOALA GIMNAZIALA SAT TIBENI",456,"SATU MARE",150196,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:00",1163,1159,2,0,2,546,544,0,0,2,513,33,1300,754,160,240,54,28,25,4,2
35,SUCEAVA,"SCOALA GIMNAZIALA SATU MARE",455,"SATU MARE",150196,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:54",1231,1224,0,7,0,680,673,0,7,0,636,44,1348,668,201,305,59,32,27,6,6
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ SILIŞTEA",172,"ORAŞ LITENI",149227,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:21",639,629,0,9,1,236,226,0,9,1,233,3,694,458,146,40,25,8,9,2,3
35,SUCEAVA,"SCOALA GIMNAZIALA SIMINICEA",458,SIMINICEA,150221,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:38",874,872,0,2,0,430,428,0,2,0,417,13,960,530,150,221,13,20,11,2,0
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ SLĂTIOARA",474,STULPICANI,150356,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:56",472,467,0,5,0,267,262,0,5,0,261,6,512,245,222,28,5,2,2,1,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ STROIEŞTI, SALA DE CLASĂ",468,STROIEŞTI,150310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:51",989,985,0,4,0,540,536,0,4,0,522,18,1100,560,299,96,68,27,24,7,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ STROIEŞTI, SALA DE SPORT",467,STROIEŞTI,150310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:47",1137,1135,0,2,0,662,660,0,2,0,632,30,1200,538,390,109,70,19,26,12,6
35,SUCEAVA,"SCOALA GIMNAZIALA SUHA",382,MĂLINI,149316,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:14",1529,1500,1,6,22,957,929,0,6,22,912,45,1700,743,170,649,60,17,11,2,3
35,SUCEAVA,"SCOALA GIMNAZIALA ”TEODOR BALAN”",162,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:12:07",1712,1702,4,3,3,818,812,0,3,3,781,35,1877,1061,345,267,55,25,67,14,8
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ „TEODOR ŞTEFANELLI”",69,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:34",1753,1753,0,0,0,353,353,0,0,0,338,15,1900,1547,139,94,38,13,46,5,3
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ „THEODOR DARIE”",66,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:29",1580,1576,4,0,0,758,757,1,0,0,727,31,1675,917,375,125,78,21,104,14,10
35,SUCEAVA,"SCOALA GIMNAZIALĂ TODIREŞTI",491,TODIREŞTI,150524,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:48",1210,1204,1,5,0,729,723,1,5,0,705,24,1296,567,230,387,39,13,23,8,5
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”TRAIAN POPOVICI” COLACU",333,"FUNDU MOLDOVEI",148765,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:47",805,796,1,8,0,495,486,1,8,0,482,13,900,405,278,127,33,6,35,2,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ VALEA GLODULUI",548,VULTUREŞTI,151157,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:38",729,721,0,6,2,407,399,0,6,2,381,26,800,393,213,123,26,11,3,3,2
35,SUCEAVA,"SCOALA GIMNAZIALA VALENI-STANISOARA",385,MĂLINI,149316,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:49",648,635,0,2,11,429,416,0,2,11,413,16,700,271,48,341,8,4,4,5,3
35,SUCEAVA,"SCOALA GIMNAZIALĂ ”VASILE BUMBAC” COSTÎNA",492,TODIREŞTI,150524,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:12",980,974,3,2,1,558,553,2,2,1,539,19,1100,542,184,330,10,2,7,3,3
35,SUCEAVA,"ȘCOALA MERENI",178,"ORAŞ SALCEA",146370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:17",1400,1396,0,4,0,771,767,0,4,0,739,32,1600,829,451,125,65,44,40,5,9
35,SUCEAVA,"ȘCOALA MIHAI NICULĂIASA, SAT LĂMĂȘENI",444,RĂDĂŞENI,150070,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:28",998,993,0,3,2,558,553,0,3,2,534,24,1100,542,178,207,113,16,16,3,1
35,SUCEAVA,"ŞCOALA NR. 2 BAIA",211,BAIA,146904,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:04",1265,1262,0,3,0,525,522,0,3,0,502,23,1400,875,64,382,27,11,12,2,4
35,SUCEAVA,"ŞCOALA NR. 3 BAIA",212,BAIA,146904,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:44",1805,1800,0,5,0,761,756,0,5,0,712,49,1900,1139,92,541,19,22,28,5,5
35,SUCEAVA,"SCOALA PAISENI",266,"CORNU LUNCII",147786,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:54",649,640,0,3,6,334,325,0,3,6,316,12,700,372,38,246,16,9,4,1,2
35,SUCEAVA,"ȘCOALA POCOLENI",445,RĂDĂŞENI,150070,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:24:14",149,144,0,3,2,74,69,0,3,2,72,2,173,99,44,20,7,1,0,0,0
35,SUCEAVA,"ȘCOALA PRIMARĂ",229,BOROAIA,147072,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:20:50",474,472,0,2,0,228,226,0,2,0,211,17,600,372,24,136,12,17,19,1,2
35,SUCEAVA,"ŞCOALA PRIMARĂ BAHNA ARIN",435,PREUTEŞTI,149968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:58:54",223,213,0,10,0,144,134,0,10,0,125,19,300,155,54,63,5,0,3,0,0
35,SUCEAVA,"ŞCOALA PRIMARĂ BĂLINEŞTI",337,GRĂMEŞTI,148916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:34:59",590,571,0,5,14,294,275,0,5,14,275,19,650,356,65,182,16,4,6,2,0
35,SUCEAVA,"ȘCOALA PRIMARĂ BENIA",402,MOLDOVA-SULIŢA,149502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:33",515,501,0,7,7,302,288,0,7,7,284,18,560,258,186,70,17,2,6,3,0
35,SUCEAVA,"ȘCOALA PRIMARĂ BEREȘTI",348,HĂNŢEŞTI,151512,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:15",508,506,0,0,2,262,260,0,0,2,240,22,553,291,41,188,4,5,1,1,0
35,SUCEAVA,"ŞCOALA PRIMARĂ BODNĂRENI",208,ARBORE,146860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:05",286,279,0,7,0,112,105,0,7,0,112,0,300,188,8,94,6,3,1,0,0
