precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOBANU ADRIAN-GEORGE-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","LAZĂR COSTEL-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","RUGINĂ DAN-CIPRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BIRÓ BARNA-BOTOND-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","TŐKÉS LEHEL-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
21,HARGHITA,"CĂMIN CULTURAL VĂLENI",145,FELICENI,83197,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:02:46",293,286,2,5,0,150,145,0,5,0,143,7,300,150,1,0,1,115,26
21,HARGHITA,"CĂMIN CULTURAL VIDACUT",231,SĂCEL,85467,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:24:11",234,232,0,2,0,70,68,0,2,0,63,7,200,130,5,1,27,29,1
21,HARGHITA,"CAMINUL CULTURAL",159,LELICENI,86479,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:57",555,552,1,2,0,320,318,0,2,0,311,9,600,280,5,2,9,267,28
21,HARGHITA,"CAMINUL CULTURAL",160,LELICENI,86479,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:57",405,401,0,3,1,246,242,0,3,1,234,12,450,204,1,3,3,211,16
21,HARGHITA,"CĂMINUL CULTURAL",98,BILBOR,83936,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:17",1144,1128,0,1,15,723,707,0,1,15,693,30,1200,477,20,486,174,11,2
21,HARGHITA,"CĂMINUL CULTURAL",97,BILBOR,83936,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:26:41",1038,1013,1,2,22,650,626,0,2,22,618,32,1150,500,22,396,193,6,1
21,HARGHITA,"CĂMINUL CULTURAL",276,TUŞNAD,86188,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:58",861,841,1,4,15,462,443,0,4,15,428,34,900,438,5,0,2,405,16
21,HARGHITA,"CĂMINUL CULTURAL",277,TUŞNAD,86188,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:50:03",165,156,0,4,5,122,113,0,4,5,115,7,200,78,2,2,2,106,3
21,HARGHITA,"CĂMINUL CULTURAL",205,OCLAND,85243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:46",390,390,0,0,0,221,221,0,0,0,204,17,450,229,1,3,3,186,11
21,HARGHITA,"CĂMINUL CULTURAL",245,SÂNSIMION,85840,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:57",1205,1167,4,3,31,741,707,0,3,31,714,27,1300,559,2,1,7,682,22
21,HARGHITA,"CĂMINUL CULTURAL",244,SÂNSIMION,85840,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:50",741,721,0,5,15,426,406,0,5,15,410,16,800,374,2,5,7,380,16
21,HARGHITA,"CĂMINUL CULTURAL ARMĂŞENI",109,CIUCSÂNGEORGIU,83981,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:22",717,709,0,2,6,346,338,0,2,6,337,9,346,0,1,0,2,329,5
21,HARGHITA,"CĂMINUL CULTURAL ARMĂŞENI-NOI",110,CIUCSÂNGEORGIU,83981,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:53:07",264,258,1,4,1,166,161,0,4,1,153,13,300,134,0,0,2,146,5
21,HARGHITA,"CĂMINUL CULTURAL ATIA",122,CORUND,84175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:50:20",178,172,1,1,4,91,85,1,1,4,89,2,200,109,0,0,0,89,0
21,HARGHITA,"CÃMINUL CULTURAL ATID",88,ATID,83785,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:54:40",1086,1081,0,5,0,433,428,0,5,0,397,36,1000,567,5,5,16,339,32
21,HARGHITA,"CĂMINUL CULTURAL BECAŞ",217,PRAID,85341,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:43:54",99,94,0,5,0,56,51,0,5,0,53,3,300,244,0,1,3,39,10
21,HARGHITA,"CĂMINUL CULTURAL BETA",198,MUGENI,85127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:14:35",274,270,0,4,0,172,168,0,4,0,169,3,300,128,0,1,4,157,7
21,HARGHITA,"CĂMINUL CULTURAL BETEŞTI",81,"ORAŞ CRISTURU SECUIESC",83525,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:44",720,704,6,9,1,312,302,0,9,1,287,25,1000,688,2,6,5,184,90
21,HARGHITA,"CÃMINUL CULTURAL CEHEŢEL",262,ŞIMONEŞTI,85984,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:03",101,93,1,7,0,47,39,1,7,0,44,3,200,153,0,1,0,38,5
21,HARGHITA,"CĂMINUL CULTURAL CHINUȘU",184,MĂRTINIŞ,84923,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:46:45",120,113,2,5,0,70,64,1,5,0,70,0,200,130,0,0,0,63,7
21,HARGHITA,"CÃMINUL CULTURAL COBĂTEŞTI",263,ŞIMONEŞTI,85984,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:19",445,414,0,5,26,302,271,0,5,26,286,16,400,98,0,2,3,250,31
21,HARGHITA,"CÃMINUL CULTURAL CRISENI",89,ATID,83785,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:34:11",567,563,1,3,0,231,227,1,3,0,192,39,600,369,5,1,15,159,12
21,HARGHITA,"CÃMINUL CULTURAL CUSMED",90,ATID,83785,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:54:07",356,352,2,2,0,150,148,0,2,0,134,16,400,250,5,1,10,102,16
21,HARGHITA,"CĂMINUL CULTURAL DĂNEȘTI",128,DĂNEŞTI,84237,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:36:26",972,935,2,0,35,599,564,0,0,35,583,16,1000,401,1,0,2,562,18
21,HARGHITA,"CĂMINUL CULTURAL DĂNEȘTI",127,DĂNEŞTI,84237,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:25",897,873,0,0,24,529,505,0,0,24,518,11,1000,471,0,1,3,502,12
21,HARGHITA,"CĂMINUL CULTURAL DEJUŢIU",199,MUGENI,85127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:24:18",172,168,0,4,0,90,86,0,4,0,90,0,200,110,0,0,2,83,5
21,HARGHITA,"CĂMINUL CULTURAL EGHERSEC",113,CIUCSÂNGEORGIU,83981,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:23:14",91,86,0,4,1,45,40,0,4,1,44,1,200,155,0,0,0,43,1
21,HARGHITA,"CĂMINUL CULTURAL EGHERSEC-CINOD",112,CIUCSÂNGEORGIU,83981,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:15:45",149,144,3,2,0,79,77,0,2,0,75,4,200,121,0,1,6,67,1
21,HARGHITA,"CĂMINUL CULTURAL „FERENCZI LÁSZLÓ”",138,DITRĂU,84344,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:08:44",512,497,1,1,13,277,262,1,1,13,272,5,600,323,0,0,1,266,5
21,HARGHITA,"CĂMINUL CULTURAL IGHIU",280,ULIEŞ,86222,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:47:12",57,51,0,6,0,24,18,0,6,0,22,2,150,126,0,1,0,19,2
21,HARGHITA,"CĂMINUL CULTURAL LUTIŢA",201,MUGENI,85127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:18:31",611,600,0,2,9,377,366,0,2,9,370,7,600,223,0,2,0,345,23
21,HARGHITA,"CĂMINUL CULTURAL MĂRTINIȘ",181,MĂRTINIŞ,84923,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:17:30",554,514,5,0,35,284,265,1,0,18,275,9,500,216,1,1,5,253,15
21,HARGHITA,"CĂMINUL CULTURAL MĂTIŞENI",202,MUGENI,85127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:14:35",113,109,0,4,0,66,62,0,4,0,65,1,200,134,0,0,0,61,4
21,HARGHITA,"CÃMINUL CULTURAL MIHĂILENI",265,ŞIMONEŞTI,85984,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:43:42",431,415,0,2,14,287,271,0,2,14,282,5,400,113,0,2,2,236,42
21,HARGHITA,"CĂMINUL CULTURAL MUGENI",196,MUGENI,85127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:56",979,961,2,1,15,469,453,0,1,15,451,18,1000,531,4,3,4,365,75
21,HARGHITA,"CĂMINUL CULTURAL NICOLEȘTI",281,ULIEŞ,86222,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:55:16",185,180,0,5,0,96,91,0,5,0,94,2,150,54,0,1,0,88,5
21,HARGHITA,"CĂMINUL CULTURAL PĂULENI-CIUC",206,PĂULENI-CIUC,83375,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:31",565,560,2,2,1,353,349,1,2,1,343,10,600,247,3,0,9,271,60
21,HARGHITA,"CĂMINUL CULTURAL PETECU",282,ULIEŞ,86222,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:40:03",177,174,0,3,0,60,57,0,3,0,51,9,200,140,0,1,5,42,3
21,HARGHITA,"CAMINUL CULTURAL PRAID",216,PRAID,85341,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:23",1575,1551,8,4,12,705,689,0,4,12,673,32,1600,895,3,5,9,591,65
21,HARGHITA,"CÃMINUL CULTURAL RUGĂNEŞTI",266,ŞIMONEŞTI,85984,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:31:19",698,676,1,4,17,376,355,0,4,17,357,19,700,324,1,2,7,266,81
21,HARGHITA,"CAMINUL CULTURAL SATU MARE",227,"SATU MARE",86501,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:40:34",867,864,1,2,0,325,323,0,2,0,307,18,1000,675,0,2,3,296,6
21,HARGHITA,"CÃMINUL CULTURAL SICLOD",92,ATID,83785,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:25",142,138,3,1,0,62,61,0,1,0,55,7,250,188,0,0,0,53,2
21,HARGHITA,"CÃMINUL CULTURAL TĂRCEŞTI",267,ŞIMONEŞTI,85984,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:35",190,183,0,6,1,115,108,0,6,1,113,2,200,85,0,1,1,92,19
21,HARGHITA,"CÃMINUL CULTURAL TURDENI",268,ŞIMONEŞTI,85984,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:34:52",74,64,1,8,1,46,36,1,8,1,44,2,200,154,0,1,0,41,2
21,HARGHITA,"CĂMINUL CULTURAL TUȘNAD",275,TUŞNAD,86188,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:04",733,711,1,4,17,393,372,0,4,17,352,41,800,407,1,6,3,328,14
21,HARGHITA,"CĂMINUL CULTURAL ULIEȘ",278,ULIEŞ,86222,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:05:34",276,274,0,2,0,154,152,0,2,0,145,9,250,96,2,7,4,123,9
21,HARGHITA,"CĂMINUL CULTURAL VALEA RECE",167,"LUNCA DE JOS",84656,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:05",1230,1220,2,5,3,675,667,0,5,3,650,25,1300,625,1,0,9,592,48
21,HARGHITA,"CASĂ COMUNALĂ",133,DEALU,84264,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:06:24",592,585,2,5,0,295,290,0,5,0,295,0,700,405,2,0,6,276,11
21,HARGHITA,"CASA COMUNITARĂ",158,LĂZAREA,84594,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:32:35",157,150,2,5,0,82,77,0,5,0,80,2,300,218,1,1,5,65,8
21,HARGHITA,"CASĂ DE CULTURĂ",40,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:30:12",1283,1264,3,10,6,646,630,0,10,6,636,10,1600,954,4,0,14,558,60
21,HARGHITA,"CASA DE CULTURĂ A SINDICATELOR MIERCUREA-CIUC",3,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:59",1490,1476,5,9,0,635,626,0,9,0,616,19,1600,965,18,29,39,459,71
21,HARGHITA,"CASA DE CULTURĂ BĂLAN",69,"ORAŞ BĂLAN",83464,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:05",1293,1281,0,2,10,475,463,0,2,10,445,30,1400,920,57,44,82,254,8
21,HARGHITA,"CASA DE CULTURĂ MORĂRENI",176,LUPENI,84825,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:54",668,655,2,3,8,434,423,0,3,8,428,6,700,265,0,0,2,420,6
21,HARGHITA,"CASA DE CULTURĂ PĂLTINIŞ",177,LUPENI,84825,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:01",459,448,0,1,10,303,292,0,1,10,296,7,500,197,0,0,1,295,0
21,HARGHITA,"CASA DE CULTURĂ PLĂIEȘII DE JOS",209,"PLĂIEŞII DE JOS",85289,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:00",636,630,2,4,0,315,310,1,4,0,307,8,700,385,2,2,5,291,7
21,HARGHITA,"CASA DE CULTURĂ RACU",220,RACU,86495,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:20",909,872,1,0,36,541,505,0,0,36,531,10,1000,459,1,3,4,516,7
21,HARGHITA,"CASA DE CULTURĂ TOPLIȚA MIERCUREA-CIUC",22,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:33",1671,1660,5,6,0,878,871,1,6,0,852,26,1800,922,6,4,9,751,82
21,HARGHITA,"CASA DE RUGĂCIUNI DOBENI",200,MUGENI,85127,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:01",482,472,1,4,5,291,282,0,4,5,281,10,500,209,0,1,1,264,15
21,HARGHITA,"CASA SOCIALĂ",131,DEALU,84264,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:14:35",1554,975,0,579,0,975,975,0,0,0,970,5,1600,625,2,0,4,952,12
21,HARGHITA,"CENTRUL DE INFORMARE TURISTICĂ",226,"SATU MARE",86501,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:17",763,760,3,0,0,464,463,1,0,0,445,19,800,336,1,3,2,432,7
21,HARGHITA,"CENTRUL DE PLANIFICARE A FAMILIEI FILIAŞ",82,"ORAŞ CRISTURU SECUIESC",83525,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:27",926,915,0,8,3,491,480,0,8,3,456,35,1200,709,3,3,6,285,159
21,HARGHITA,"CLĂDIREA CĂMINULUI CULTURAL TOMEȘTI",270,TOMEŞTI,86453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:51",996,981,1,0,14,540,526,0,0,14,534,6,1100,560,1,0,3,516,14
21,HARGHITA,"CLĂDIREA CĂMINULUI CULTURAL TOMEȘTI",269,TOMEŞTI,86453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:05",1157,1137,3,0,17,623,606,0,0,17,614,9,1250,627,2,0,2,596,14
21,HARGHITA,"CLĂDIREA PRIMĂRIEI",164,"LUNCA DE JOS",84656,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:44:43",606,604,0,2,0,264,262,0,2,0,252,12,700,436,2,0,8,189,53
21,HARGHITA,"CLÃDIREA PRIMÃRIEI ŞIMONEŞTI",261,ŞIMONEŞTI,85984,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:36",1127,1095,1,6,25,586,554,1,6,25,550,36,1100,514,0,2,6,433,109
21,HARGHITA,"CLUBUL ELEVILOR BĂLAN",73,"ORAŞ BĂLAN",83464,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:19",1283,1277,0,5,1,417,411,0,5,1,391,26,1400,983,53,68,148,113,9
21,HARGHITA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU” TOPLIŢA",62,"MUNICIPIUL TOPLIŢA",83632,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:14",960,951,0,8,1,433,424,0,8,1,415,18,1000,567,23,138,141,106,7
21,HARGHITA,"COLEGIUL REFORMAT ”BACZKAMADARASI KIS GERGELY”",38,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:19",1707,1670,10,10,17,979,952,0,10,17,953,26,1800,821,2,4,8,880,59
21,HARGHITA,"COLEGIUL REFORMAT ”BACZKAMADARASI KIS GERGELY”",39,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:54:43",1043,1009,2,9,23,397,365,0,9,23,389,8,1100,703,2,2,3,353,29
21,HARGHITA,"COLEGIUL TEHNIC ”BATTHYÁNY IGNÁC”",33,"MUNICIPIUL GHEORGHENI",83561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:36",1919,1897,8,7,7,820,806,0,7,7,791,22,2000,1187,3,10,14,683,81
21,HARGHITA,COMPOSESORAT,104,CÂRŢA,84102,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:11:27",1389,1367,4,0,18,741,723,0,0,18,722,19,1500,759,3,1,0,701,17
21,HARGHITA,"COMUNA COZMENI",126,COZMENI,86446,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:25:39",458,456,1,0,1,229,228,0,0,1,221,8,500,271,1,0,8,204,8
21,HARGHITA,"COMUNA COZMENI",125,COZMENI,86446,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:54",1183,1165,3,7,8,588,572,1,7,8,539,49,1300,712,1,1,19,511,7
21,HARGHITA,"CORP DE CLĂDIRE CU 20 DE APARTAMENTE",34,"MUNICIPIUL GHEORGHENI",83561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:53:18",84,76,0,8,0,42,34,0,8,0,40,2,500,458,4,7,10,17,2
21,HARGHITA,"GRĂDINIŢA ”ARANYALMA” MIERCUREA-CIUC",17,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:03",1562,1534,7,19,2,528,506,1,19,2,517,11,1600,1072,18,37,45,379,38
21,HARGHITA,"GRĂDINIŢA CU PROGRAM NORMAL ALSZEG ZETEA",287,ZETEA,86366,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:09:09",1224,1215,5,4,0,600,596,0,4,0,568,32,1250,650,3,5,11,528,21
21,HARGHITA,"GRADINITA CU PROGRAM NORMAL ”CSIGABIGA” DITRĂU",135,DITRĂU,84344,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:36:49",847,835,1,3,8,424,413,0,3,8,408,16,900,476,2,0,2,388,16
21,HARGHITA,"GRĂDINIȚA CU PROGRAM NORMAL ORĂȘENI",187,MĂRTINIŞ,84923,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:12:43",214,209,0,5,0,131,126,0,5,0,130,1,200,69,0,1,1,122,6
21,HARGHITA,"GRĂDINIŢĂ DE COPII",119,CORUND,84175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:47",1366,1314,3,2,47,627,578,0,2,47,618,9,1500,573,0,0,6,607,5
21,HARGHITA,"GRĂDINITA DE COPII ALSZEG",223,REMETEA,85412,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:42",1380,1343,3,0,34,801,766,1,0,34,781,20,1600,799,1,2,4,755,19
21,HARGHITA,"GRADINIȚA DE COPII TULAMAROS",225,REMETEA,85412,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:21",1232,1185,4,1,42,724,681,0,1,42,719,5,1300,576,2,3,1,703,10
21,HARGHITA,"GRĂDINIȚA „KIPI-KOPI” STRUCTURA BETHLENFALVI",56,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:59",1704,1683,9,10,2,1017,1004,1,10,2,976,41,1800,783,2,7,12,902,53
21,HARGHITA,"GRĂDINIŢA „NAPRAFORGÓ” MIERCUREA-CIUC",10,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:55:50",1421,1418,2,1,0,661,660,0,1,0,639,22,1600,939,15,30,43,500,51
21,HARGHITA,"GRĂDINIȚA „VILLANYTELEP”",43,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:37",1245,1197,4,8,36,578,535,0,8,35,565,13,1300,722,4,4,3,522,32
21,HARGHITA,"GRĂDINIŢA VOINICEL NR.1 TOPLIŢA",60,"MUNICIPIUL TOPLIŢA",83632,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:19:49",1025,1021,2,2,0,445,443,0,2,0,409,36,1100,655,40,160,137,70,2
21,HARGHITA,"GRĂDINIŢA ”ZSIBONGÓ”",37,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:28",1200,1195,2,3,0,530,527,0,3,0,514,16,1300,770,3,5,19,453,34
21,HARGHITA,"LICEUL DE ARTE ”NAGY ISTVÁN” MIERCUREA-CIUC",2,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:21",1477,1462,2,11,2,670,658,0,10,2,659,11,1800,1130,35,34,49,475,66
21,HARGHITA,"LICEUL „MARIN PREDA” ODORHEIU SECUIESC",36,"MUNICIPIUL ODORHEIU SECUIESC",83133,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:56",1739,1725,7,7,0,946,937,2,7,0,928,18,1900,954,5,4,14,829,76
21,HARGHITA,"LICEUL MIRON CRISTEA SUBCETATE",254,SUBCETATE,85877,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:59",1419,1387,1,5,26,800,769,0,5,26,739,61,1550,750,156,202,348,25,8
21,HARGHITA,"LICEUL ”O.C.TĂSLĂUANU” TOPLIŢA",64,"MUNICIPIUL TOPLIŢA",83632,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:41",1206,1203,2,1,0,458,457,0,1,0,437,21,1300,842,29,181,136,85,6
21,HARGHITA,"LICEUL TEHNOLIGIC ”SZÉKELY KÁROLY” MIERCUREA-CIUC",19,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:16",1405,1384,10,10,1,632,621,0,10,1,617,15,1500,868,9,26,32,492,58
21,HARGHITA,"LICEUL TEHNOLIGIC ”SZÉKELY KÁROLY” MIERCUREA-CIUC",18,"MUNICIPIUL MIERCUREA-CIUC",83320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:00",1451,1433,0,14,4,621,603,0,14,4,603,18,1600,979,10,13,23,495,62
21,HARGHITA,"LICEUL TEHNOLOGIC CORBU CORP A",117,CORBU,84148,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:57",749,739,1,4,5,424,415,0,4,5,397,27,800,376,37,79,241,38,2
