county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-2","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-g8","PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi","PARTIDUL PATRIOȚII POPORULUI ROMÂN-mandate-faza-1","PARTIDUL PATRIOȚII POPORULUI ROMÂN-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-1","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","VAIDA NICOLAE-voturi","VAIDA NICOLAE-mandate-faza-1","VAIDA NICOLAE-mandate-faza-2","TURCAN CLAUDIU-PAŞCU-voturi","TURCAN CLAUDIU-PAŞCU-mandate-faza-1","TURCAN CLAUDIU-PAŞCU-mandate-faza-2","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-mandate-faza-1","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-mandate-faza-2","CORB FLORIN-voturi","CORB FLORIN-mandate-faza-1","CORB FLORIN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","VANCSA GHEORGHE-voturi","VANCSA GHEORGHE-mandate-faza-1","VANCSA GHEORGHE-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","PEK IOSIF-voturi","PEK IOSIF-mandate-faza-1","PEK IOSIF-mandate-faza-2","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OAMENILOR TINERI-mandate-faza-1","PARTIDUL OAMENILOR TINERI-mandate-faza-2","ALIANȚA PENTRU LUGAȘ-voturi","ALIANȚA PENTRU LUGAȘ-mandate-faza-1","ALIANȚA PENTRU LUGAȘ-mandate-faza-2","DEGĂU ALEXANDRU-SILVIU-voturi","DEGĂU ALEXANDRU-SILVIU-mandate-faza-1","DEGĂU ALEXANDRU-SILVIU-mandate-faza-2","CIARNĂU CLAUDIU-IOAN-voturi","CIARNĂU CLAUDIU-IOAN-mandate-faza-1","CIARNĂU CLAUDIU-IOAN-mandate-faza-2","ROXIN ALEXANDRU-TRAIAN-voturi","ROXIN ALEXANDRU-TRAIAN-mandate-faza-1","ROXIN ALEXANDRU-TRAIAN-mandate-faza-2","STAN MIHAELA-voturi","STAN MIHAELA-mandate-faza-1","STAN MIHAELA-mandate-faza-2","ALIC ARTHUR-AMADEUS-voturi","ALIC ARTHUR-AMADEUS-mandate-faza-1","ALIC ARTHUR-AMADEUS-mandate-faza-2","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-voturi","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-mandate-faza-2","BADEA CRISTIAN-MARCEL-voturi","BADEA CRISTIAN-MARCEL-mandate-faza-1","BADEA CRISTIAN-MARCEL-mandate-faza-2","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-1","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-2","MAIOR LIVIU-voturi","MAIOR LIVIU-mandate-faza-1","MAIOR LIVIU-mandate-faza-2","TIPEA IONUŢ-ALEXANDRU-voturi","TIPEA IONUŢ-ALEXANDRU-mandate-faza-1","TIPEA IONUŢ-ALEXANDRU-mandate-faza-2","HEGEDÜS HAJNALKA-KATALIN-voturi","HEGEDÜS HAJNALKA-KATALIN-mandate-faza-1","HEGEDÜS HAJNALKA-KATALIN-mandate-faza-2","PARTIDUL SATULUI ROMÂNESC-voturi","PARTIDUL SATULUI ROMÂNESC-mandate-faza-1","PARTIDUL SATULUI ROMÂNESC-mandate-faza-2","POPA IOAN-voturi","POPA IOAN-mandate-faza-1","POPA IOAN-mandate-faza-2","SZABÓ LÁSZLÓ-LEHEL-voturi","SZABÓ LÁSZLÓ-LEHEL-mandate-faza-1","SZABÓ LÁSZLÓ-LEHEL-mandate-faza-2","CUC FLORIN-FRANCISC-voturi","CUC FLORIN-FRANCISC-mandate-faza-1","CUC FLORIN-FRANCISC-mandate-faza-2","UNIUNEA NAȚIUNII ROMÂNE-voturi","UNIUNEA NAȚIUNII ROMÂNE-mandate-faza-1","UNIUNEA NAȚIUNII ROMÂNE-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","COTUNA DANTES-RAUL-voturi","COTUNA DANTES-RAUL-mandate-faza-1","COTUNA DANTES-RAUL-mandate-faza-2","VUŞCAN IOAN-CRISTIAN-voturi","VUŞCAN IOAN-CRISTIAN-mandate-faza-1","VUŞCAN IOAN-CRISTIAN-mandate-faza-2"
5,BIHOR,BRUSTURI,27757,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:50:36",2818,2653,5,108,52,1882,1722,0,108,52,1751,130,2947,1066,87,122,140,130,54,0,0,560,4,0,0,0,0,0,404,3,0,0,0,0,220,1,1,0,0,0,0,0,0,0,377,2,1,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,BUDUREASA,27846,2,FINAL,UAT,CL,CL_CE,"2024-06-15 11:36:12",2115,2059,3,30,23,1672,1618,1,30,23,1552,120,2276,604,77,108,124,141,118,0,1,496,3,1,0,0,0,0,705,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,BUDUSLĂU,27908,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:12:00",1592,1557,0,0,35,924,889,0,0,35,887,37,1748,824,44,62,70,80,0,0,0,0,0,0,787,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,BULZ,27935,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:17:32",1681,1631,2,15,33,1302,1254,0,15,33,1283,19,1801,499,64,89,102,116,95,0,1,569,4,1,0,0,0,0,477,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,BUNTEŞTI,27971,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:05:04",3615,3476,3,61,75,2875,2738,1,61,75,2815,57,3935,1063,140,197,225,213,424,1,1,1313,6,0,0,0,0,0,616,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,CĂBEŞTI,28077,3,FINAL,UAT,CL,CL_CE,"2024-06-28 14:18:08",1499,1441,2,30,26,1205,1148,1,30,26,1166,30,1592,391,58,81,93,97,35,0,0,401,4,0,0,0,0,0,676,6,1,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,CÂMPANI,28709,2,FINAL,UAT,CL,CL_CE,"2024-06-15 12:40:40",2001,1861,2,115,23,1643,1504,1,115,23,1616,27,2097,454,80,113,129,146,116,0,1,844,5,1,0,0,0,0,563,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,CĂPÂLNA,28139,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:00:41",1304,1114,0,127,63,1004,814,0,127,63,964,40,1290,261,48,67,77,107,48,0,0,449,4,0,74,0,0,1,278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,CĂRPINET,28193,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:39:02",1498,1390,17,36,55,1094,1003,0,36,55,1059,35,1621,527,52,74,84,94,102,1,0,184,1,1,0,0,0,0,751,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,CEFA,28246,2,FINAL,UAT,CL,CL_CE,"2024-06-17 09:56:19",1911,1846,2,11,52,1213,1148,2,11,52,1182,31,2046,833,59,82,94,107,60,0,1,864,8,0,0,0,0,0,258,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,CEICA,28335,2,FINAL,UAT,CL,CL_CE,"2024-06-16 13:44:03",2882,2672,1,171,38,1986,1777,0,171,38,1885,101,3002,1016,94,131,150,129,132,1,0,561,4,0,0,0,0,0,714,5,1,0,0,0,0,0,0,0,0,0,0,92,0,0,135,1,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,CETARIU,28415,4,FINAL,UAT,CL,CL_CE,"2024-06-28 15:03:55",1843,1781,0,36,26,1159,1097,0,36,26,1112,47,1952,793,55,77,88,97,0,0,0,94,0,1,363,3,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,CHERECHIU,28497,2,FINAL,UAT,CL,CL_CE,"2024-06-12 17:33:59",1844,1783,2,7,52,1174,1114,1,7,52,1127,47,2024,850,56,78,90,97,0,0,0,51,0,0,881,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,CHIŞLAZ,28530,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:06:28",2702,2476,1,161,64,1930,1705,0,161,64,1874,56,2738,808,93,131,149,136,62,0,0,964,7,0,687,5,0,0,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,CIUMEGHIU,28665,1,FINAL,UAT,CL,CL_CE,"2024-06-10 18:07:51",3470,3417,10,29,14,2230,2186,1,29,14,2057,170,3761,1534,102,143,164,158,419,2,1,684,4,0,328,2,0,0,519,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"COCIUBA MARE",28763,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:37:36",2454,2198,1,154,101,1601,1347,0,154,100,1563,38,2422,821,78,109,125,137,48,0,0,1209,8,1,0,0,0,0,306,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,COPĂCEL,28816,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:43:05",1899,1616,8,217,58,1332,1055,2,217,58,1275,54,1818,489,63,89,102,111,0,0,0,217,1,1,0,0,0,0,817,7,0,0,0,0,0,0,0,0,0,0,0,128,1,0,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"CRIŞTIORU DE JOS",28889,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:59:58",1091,955,1,105,30,832,696,1,105,30,797,35,1045,213,39,55,63,88,0,0,0,364,4,0,0,0,0,0,333,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,CURĂŢELE,28941,2,FINAL,UAT,CL,CL_CE,"2024-06-13 18:37:11",1991,1954,1,16,20,1493,1457,0,16,20,1459,34,2185,692,72,102,116,132,85,0,1,842,6,0,0,0,0,0,406,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,CURTUIŞENI,29001,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:28:57",2948,2929,3,16,0,1699,1683,0,16,0,1592,105,3233,1535,79,111,127,118,16,0,0,461,3,1,712,6,0,0,368,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,DERNA,29038,2,FINAL,UAT,CL,CL_CE,"2024-06-16 13:52:02",1982,1882,1,69,30,1105,1006,0,69,30,1060,45,2114,1009,53,74,84,87,52,0,0,203,2,0,0,0,0,0,678,7,1,0,0,0,85,0,0,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,DIOSIG,29092,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:45:03",5572,5486,7,69,10,2881,2800,2,69,10,2684,197,6061,3180,134,187,214,175,0,0,0,520,2,1,1902,10,1,0,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,DOBREŞTI,29154,2,FINAL,UAT,CL,CL_CE,"2024-06-12 17:33:18",4003,3899,2,52,50,2362,2260,0,52,50,2228,133,4312,1951,111,155,178,148,133,0,1,1209,8,0,0,0,0,0,420,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,1,0,0,0,0,269,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,DRĂGĂNEŞTI,29243,2,FINAL,UAT,CL,CL_CE,"2024-06-12 17:31:22",2463,2337,1,69,56,1878,1753,0,69,56,1831,47,2624,746,91,128,146,160,61,0,0,871,5,0,164,1,0,0,502,3,0,0,0,0,0,0,0,0,0,0,0,100,0,1,0,0,0,133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,DRĂGEŞTI,29341,2,FINAL,UAT,CL,CL_CE,"2024-06-16 13:38:36",2217,1909,3,242,63,1577,1272,0,242,63,1548,29,1902,325,77,108,123,134,65,0,0,1373,10,0,0,0,0,0,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,FINIŞ,29403,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:28:26",2918,2830,1,24,63,1978,1890,1,24,63,1900,78,3119,1141,95,133,152,146,162,1,0,440,3,0,508,3,1,0,620,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,GEPIU,32195,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:08:05",1867,1616,8,182,61,1310,1062,5,182,61,1278,32,1803,493,63,89,102,112,0,0,0,258,2,0,0,0,0,0,984,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
