precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD-PUSL-voturi","ALIANȚA MIȘCAREA, NOI PLOIEȘTENII - REPER-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",75,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:33",1283,1275,2,6,0,554,548,0,6,0,532,22,1400,846,84,51,89,5,28,140,90,45
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",74,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:26",1184,1175,4,5,0,490,485,0,5,0,469,21,1300,810,80,62,82,5,19,118,68,35
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",76,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:54",758,753,1,4,0,311,307,0,4,0,294,17,800,489,53,34,38,5,16,85,47,16
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",77,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:20",870,862,2,6,0,374,368,0,6,0,352,22,1000,626,51,40,65,1,15,63,74,43
31,PRAHOVA,"PALATUL CULTURII",2,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:43",882,849,25,7,1,357,349,0,7,1,350,7,900,543,50,26,63,11,18,87,49,46
31,PRAHOVA,"PALATUL CULTURII",1,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:44",1424,1414,2,8,0,504,496,0,8,0,477,27,1600,1096,79,45,106,13,18,101,74,41
31,PRAHOVA,"PALATUL CULTURII",3,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:07:53",952,936,4,12,0,418,406,0,12,0,397,21,1000,582,65,38,91,3,15,92,52,41
31,PRAHOVA,PRIMĂRIA,378,CIORANI,132681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:32",925,911,1,7,6,554,540,1,7,6,493,61,997,443,46,60,99,4,25,222,10,27
31,PRAHOVA,"PRIMĂRIA COMUNEI FLOREȘTI",424,FLOREŞTI,133330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:14",572,567,0,4,1,321,316,0,4,1,299,22,600,279,210,32,0,5,0,52,0,0
31,PRAHOVA,"PRIMĂRIA ORAŞ MIZIL",241,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:19",1013,1006,0,7,0,427,420,0,7,0,402,25,1213,786,62,49,37,4,29,181,9,31
31,PRAHOVA,"PRIMĂRIA ORAŞ MIZIL",240,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:48",997,991,0,5,1,430,424,0,5,1,414,16,1100,670,55,58,29,0,19,203,5,45
31,PRAHOVA,"PRIMĂRIA POIANA CÂMPINA-CLĂDIRE BIROURI",507,"POIANA CÂMPINA",131274,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:56:11",1203,1197,1,3,2,673,668,0,3,2,627,46,1300,627,331,81,70,6,27,91,8,13
31,PRAHOVA,"PRIMĂRIA TRĂISTENI",613,"VALEA DOFTANEI",136107,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:06",930,926,0,2,2,473,469,0,2,2,448,25,1022,549,70,85,38,0,12,230,8,5
31,PRAHOVA,"PUNCTUL DE LUCRU AL PRIMĂRIEI BRAZI DIN SATUL POPEŞTI",345,BRAZI,130712,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:25",1473,1443,1,9,20,782,753,0,9,20,725,57,1611,811,264,77,41,6,49,98,15,175
31,PRAHOVA,"SALA DE FESTIVITĂŢI A PRIMĂRIEI COMUNEI BRAZI",343,BRAZI,130712,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:21:20",669,633,0,18,18,418,382,0,18,18,393,25,698,280,134,55,15,13,14,30,9,123
31,PRAHOVA,"SALA DE SPORT A ŞCOLII GIMNAZIALE ”DUMITRU HERA” BĂTEŞTI",342,BRAZI,130712,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:10:58",1452,1410,1,22,19,802,761,0,22,19,751,51,1572,770,212,77,94,12,53,115,12,176
31,PRAHOVA,"SALA DE SPORT A ŞCOLII GIMNAZIALE ”PROFESOR OPREA MIHAI” SAT NEGOIEŞTI",344,BRAZI,130712,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:57:59",1568,1526,12,20,10,837,803,4,20,10,794,42,1692,855,227,64,75,5,51,136,34,202
31,PRAHOVA,"SALA DE SPORT BUCOV",353,BUCOV,130785,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:34",1697,1688,0,7,2,696,687,0,7,2,659,37,1804,1108,228,100,108,8,22,143,31,19
31,PRAHOVA,"SALA DE SPORT BUCOV",355,BUCOV,130785,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:20",1443,1438,5,0,0,649,649,0,0,0,620,29,1600,951,236,74,123,6,28,109,27,17
31,PRAHOVA,"SALA DE SPORT BUCOV",354,BUCOV,130785,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:00",1526,1523,0,3,0,698,695,0,3,0,626,46,1700,1025,336,75,63,4,28,95,16,9
31,PRAHOVA,"SALǍ DE SPORT CU TRIBUNǍ 180 LOCURI",183,"ORAŞ AZUGA",130954,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:02",1154,1132,0,19,3,720,698,0,19,3,681,39,1300,580,215,92,55,4,32,256,22,5
31,PRAHOVA,"SALA DE SPORT MIZIL",235,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:38",1567,1557,0,10,0,611,601,0,10,0,557,54,1700,1089,82,70,36,1,28,296,17,27
31,PRAHOVA,"SALA DE SPORT TINERETULUI",184,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:39",1042,1033,0,6,3,579,570,0,6,3,549,30,1278,699,109,64,78,4,27,219,6,42
31,PRAHOVA,"SALA DE UTILITATE PUBLICĂ",405,DUMBRĂVEŞTI,131461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:55",1267,1252,0,6,9,857,842,0,6,9,813,44,1420,563,427,52,21,6,31,269,4,3
31,PRAHOVA,"SALĂ MULTIFUNCȚIONALĂ BĂLTIȚA",485,MĂNEŞTI,134194,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:21",702,679,2,7,14,411,389,1,7,14,392,19,800,389,273,38,17,1,20,34,3,6
31,PRAHOVA,"SALA MULTIFUNCTIONALA COCOSESTI",495,PĂULEŞTI,130847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:47",937,926,4,5,2,688,681,0,5,2,665,23,1010,322,303,55,167,63,11,26,23,17
31,PRAHOVA,"SALĂ MULTIFUNCȚIONALĂ ZALHANAUA",487,MĂNEŞTI,134194,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:03",840,827,0,5,8,458,445,0,5,8,431,27,898,440,255,48,17,2,27,65,4,13
31,PRAHOVA,"SALA POLIVALENTĂ PLOPENI",248,"ORAŞ PLOPENI",131443,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:36",1044,1027,0,15,2,583,566,0,15,2,554,26,1100,520,221,67,34,16,15,187,9,5
31,PRAHOVA,"SALA POLIVALENTĂ PLOPENI",247,"ORAŞ PLOPENI",131443,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:04",1134,1117,0,15,2,634,617,0,15,2,620,14,1200,566,242,72,48,16,31,188,13,10
31,PRAHOVA,"S.C.APA NOVA S.R.L.",70,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 20:08:38",996,967,2,9,18,456,429,0,9,18,430,26,1100,644,75,41,99,10,15,94,68,28
31,PRAHOVA,"S.C.APA NOVA S.R.L.",71,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 20:37:28",880,828,1,10,41,318,267,0,10,41,286,32,900,582,46,50,24,3,20,86,30,27
31,PRAHOVA,"S.C. ”ELECTRICA” S.A.",18,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:53",1081,1065,6,10,0,428,418,0,10,0,408,20,1200,772,83,45,90,4,27,69,59,31
31,PRAHOVA,"ȘCOALA COADA IZVORULUI",486,MĂNEŞTI,134194,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:52",714,708,0,6,0,431,425,0,6,0,416,15,812,381,276,40,22,2,11,63,1,1
31,PRAHOVA,"SCOALA CU CLASELE I - IV",365,CEPTURA,132510,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:31:30",118,108,0,9,1,60,50,0,9,1,55,5,200,140,14,2,3,0,1,34,0,1
31,PRAHOVA,"ŞCOALA CU CLASELE I-IV",310,BĂLŢEŞTI,132271,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:27:54",1554,1499,1,29,25,953,908,1,29,15,910,43,1700,747,603,73,17,3,44,159,5,6
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV",376,CIORANI,132681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:09",963,954,0,4,5,544,535,0,4,5,502,42,1050,506,35,65,103,3,39,205,11,41
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV BELCIUG",397,DRĂGĂNEŞTI,133018,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:44:12",427,424,0,3,0,240,237,0,3,0,220,20,500,258,23,32,51,0,7,105,1,1
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV CORNU DE JOS",398,DRĂGĂNEŞTI,133018,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:16",479,471,0,4,4,267,259,0,4,4,246,21,500,233,26,17,31,7,13,142,6,4
31,PRAHOVA,"SCOALA CU CLASELE I - IV NISIPOASA",501,PLOPU,134390,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:04:34",700,675,1,11,13,485,460,1,11,13,462,23,700,215,290,25,13,0,8,118,4,4
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV TRESTIOARA",624,VÂLCĂNEŞTI,136198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:07",337,330,0,4,3,186,179,0,4,3,173,13,364,178,76,28,19,5,8,34,1,2
31,PRAHOVA,"SCOALA CU CLASELE I-VIII CATINA",425,FLOREŞTI,133330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:11:03",842,793,0,6,43,503,454,0,6,43,459,21,900,420,250,44,14,1,0,138,5,7
31,PRAHOVA,"ŞCOALA CU CLASELE I-VIII ”EROU INV.I.DRĂGĂNESCU”TRĂISTENI",614,"VALEA DOFTANEI",136107,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:24",990,984,0,6,0,518,512,0,6,0,495,23,1080,562,86,85,37,5,11,266,4,1
31,PRAHOVA,"SCOALA CU CLASELE I - VIII FLORESTI (LOCALUL NOU)",422,FLOREŞTI,133330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:08:30",1471,1466,1,4,0,832,828,0,4,0,795,37,1600,768,528,80,33,7,44,85,8,10
31,PRAHOVA,"SCOALA CU CLASELE I-VIII FLORESTI (LOCALUL VECHI)",423,FLOREŞTI,133330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:25",1133,1118,0,8,7,672,657,0,8,7,651,21,1200,528,353,70,47,12,47,100,12,10
31,PRAHOVA,"SCOALA CU CLASELE I-VIII ”NICHITA STANESCU” CEPTURA",363,CEPTURA,132510,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:18",908,904,0,2,2,458,454,0,2,2,430,28,1003,545,91,42,19,1,29,220,8,20
31,PRAHOVA,"SCOALA CU CLASELE I-VIII ”NICHITA STANESCU” CEPTURA",362,CEPTURA,132510,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:06",922,920,0,2,0,496,494,0,2,0,457,39,1003,507,110,66,19,3,21,214,6,18
31,PRAHOVA,"SCOALA CU CLASELE I - VIII ROTARI",366,CEPTURA,132510,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:20",587,582,0,4,1,287,282,0,4,1,262,25,600,313,35,17,8,0,9,184,4,5
31,PRAHOVA,"SCOALA CU CLS. I-IV ALUNIS VALE",292,ALUNIŞ,131988,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:09",711,678,0,22,11,511,478,0,22,11,486,25,800,289,52,87,115,2,17,202,3,8
31,PRAHOVA,"ŞCOALA DIN SATUL VALEA ANEI",556,STARCHIOJD,135315,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:50",388,383,0,5,0,195,190,0,5,0,175,20,400,205,41,49,3,0,5,77,0,0
31,PRAHOVA,"ȘCOALA ELEMENTARĂ ZÎMBROAIA",522,PREDEAL-SĂRARI,134755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:26:34",123,113,0,4,6,87,77,0,4,6,85,2,159,72,48,8,1,0,2,24,0,2
31,PRAHOVA,"ṢCOALA FILIPEṢTII DE TȊRG",417,"FILIPEŞTII DE TÂRG",133214,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:09:36",1145,1129,0,5,11,655,639,0,5,11,614,41,1272,617,356,56,47,6,31,95,0,23
31,PRAHOVA,"ṢCOALA GENERALǍ BRǍTǍṢANCA",418,"FILIPEŞTII DE TÂRG",133214,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:21:41",1707,1675,1,13,18,1192,1160,1,13,18,1133,59,1856,664,711,125,108,2,69,87,17,14
31,PRAHOVA,"ȘCOALA GENERALĂ CIORANII DE SUS",377,CIORANI,132681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:25:22",865,851,0,6,8,531,517,0,6,8,459,58,945,428,28,86,70,0,34,221,4,16
31,PRAHOVA,"ŞCOALA GENERALĂ CU CLASELE I-IV STĂNCEŞTI",581,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:33:32",844,838,1,5,0,406,401,0,5,0,392,14,898,492,74,57,67,15,19,133,0,27
31,PRAHOVA,"SCOALA GENERALA CU CL.I-VIII ARH.TOMA T.SOCOLESCU PAULESTI",493,PĂULEŞTI,130847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:55",1648,1607,17,21,3,1018,994,0,21,3,961,57,1820,802,317,120,129,14,30,291,41,19
31,PRAHOVA,"SCOALA GENERALA CU CLS.I-VIII VLAD MUSATESCU GAGENI",496,PĂULEŞTI,130847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:15",873,851,3,19,0,524,505,0,19,0,504,20,910,386,206,60,65,3,22,112,20,16
31,PRAHOVA,"ṢCOALA GENERALǍ MǍRGINENII DE JOS (ṢCOALA NOUǍ)",419,"FILIPEŞTII DE TÂRG",133214,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:55",1587,1567,0,7,13,844,824,0,7,13,804,40,1739,895,427,40,14,1,14,305,2,1
31,PRAHOVA,"ṢCOALA GENERALǍ MǍRGINENII DE JOS (ṢCOALA VECHE)",420,"FILIPEŞTII DE TÂRG",133214,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:42",1163,1146,1,2,14,625,608,1,2,14,607,18,1260,635,117,30,425,12,0,18,4,1
31,PRAHOVA,"SCOALA GENERALA NR.2 TELEGA-VALE",588,TELEGA,135789,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:30",1370,1354,0,11,5,820,804,0,11,5,795,25,1500,680,99,84,200,1,42,343,15,11
31,PRAHOVA,"ȘCOALA GENERALĂ NR.3 - (SALA DE SPORT)",180,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:01",1753,1731,2,9,11,868,847,1,9,11,822,46,1900,875,263,122,94,6,72,222,15,28
31,PRAHOVA,"ȘCOALA GENERALĂ NR.5 - (SALA DE CLASA)",172,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:42",1175,1164,0,9,2,595,584,0,9,2,493,29,1300,705,129,65,2,8,37,201,14,37
31,PRAHOVA,"ȘCOALA GENERALĂ NR.6 - (SALA DE CLASA)",176,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:16:22",1496,1482,0,14,0,715,701,0,14,0,671,44,1600,885,215,97,46,6,57,213,14,23
31,PRAHOVA,"ŞCOALA GENERALĂ PIETRIŞU",510,"POIANA CÂMPINA",131274,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:13",461,453,0,7,1,269,261,0,7,1,256,13,500,231,122,49,15,2,16,46,4,2
31,PRAHOVA,"SCOALA GENERALA TINTEA",195,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:53:54",1267,1260,2,5,0,677,672,0,5,0,633,44,1509,832,98,97,54,17,45,292,13,17
31,PRAHOVA,"SCOALA GIMANZIALA POIENARII BURCHII",511,"POIENARII BURCHII",134559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:54:00",956,933,0,14,9,623,600,0,14,9,595,15,1150,540,373,50,88,36,1,16,26,5
31,PRAHOVA,"ŞCOALA GIMAZIALĂ GHERGHIŢA, NUMĂRUL 125",429,GHERGHIŢA,133429,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:08",1016,952,3,5,56,722,660,1,5,56,681,41,1143,421,48,73,11,1,44,489,2,13
31,PRAHOVA,"SCOALA GIMNAZIALA",541,SALCIA,135128,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:47",798,739,0,39,20,526,467,0,39,20,501,25,803,277,364,49,10,2,9,57,8,2
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ",492,PĂCUREŢI,134336,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:05",634,616,1,11,6,431,413,1,11,6,403,28,689,258,142,121,13,3,17,100,6,1
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA” - (SALA DE CLASA-ETAJ 1)",177,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:57",1551,1543,3,4,1,727,721,1,4,1,712,15,1700,973,135,70,138,3,36,266,35,29
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA” - (SALA DE SPORT)",178,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:52:52",1600,1587,3,7,3,810,799,1,7,3,775,33,1700,892,216,81,126,14,42,249,27,20
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”ANDREI MUREȘANU”",149,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:43",1296,1283,6,7,0,526,519,0,7,0,508,18,1400,874,87,64,80,6,26,101,93,51
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”ANDREI MUREȘANU”",150,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:34",1255,1246,2,7,0,514,507,0,7,0,492,21,1400,887,84,53,97,5,38,97,86,32
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞANU” (ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞEANU)",138,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:42",1210,1202,3,4,1,455,450,0,4,1,428,27,1300,845,79,54,69,9,26,88,69,34
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞANU” (ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞEANU)",139,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:38",891,885,1,4,1,344,339,0,4,1,327,17,1000,656,57,30,74,1,12,90,37,26
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞANU” (ŞCOALA GIMNAZIALĂ ”ANDREI MUREŞEANU”)",137,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:05",1413,1407,3,3,0,606,603,0,3,0,574,32,1600,994,80,53,135,12,29,118,88,59
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",36,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:15",1215,1209,0,6,0,423,417,0,6,0,398,25,1300,877,82,77,37,8,35,87,48,24
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",38,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:04",734,731,0,3,0,227,224,0,3,0,214,13,800,573,46,54,14,3,14,37,33,13
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",37,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:00",1346,1341,2,3,0,486,483,0,3,0,433,53,1400,914,99,62,47,6,35,95,71,18
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”ANTON PANN”",39,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:42",1465,1458,1,6,0,536,530,0,6,0,498,38,1600,1064,121,81,51,6,54,95,55,35
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ATHANASIE JAN STOICESCU",303,"ARICEŞTII ZELETIN",132137,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:45",944,870,0,17,57,675,601,0,17,57,598,40,948,310,309,84,17,0,16,161,8,3
31,PRAHOVA,"SCOALA GIMNAZIALA BERCENI,SALA DE SPORT PARTER",325,BERCENI,130614,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:24:10",1343,1333,0,10,0,798,788,0,10,0,783,15,1500,702,464,79,80,1,57,85,8,9
31,PRAHOVA,"SCOALA GIMNAZIALA BORDENI",552,SCORŢENI,135164,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:19",775,747,0,15,13,510,482,0,15,13,491,19,833,323,204,43,39,2,21,164,9,9
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”B.P.HASDEU” - (SALA DE SPORT)",166,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:28",1230,1220,1,9,0,492,483,0,9,0,459,33,1300,808,115,60,48,8,29,170,8,21
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ BRAZI",340,BRAZI,130712,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:27",1006,954,0,28,24,680,628,0,28,24,641,39,1084,404,340,71,31,2,28,59,10,100
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ BREAZA DE JOS",206,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:55",906,900,1,5,0,477,472,0,5,0,458,19,1000,523,238,39,41,6,14,98,17,5
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ BREAZA DE JOS",207,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:28",982,970,1,10,1,490,478,1,10,1,465,25,1100,610,258,39,47,1,17,88,11,4
31,PRAHOVA,"SCOALA GIMNAZIALA BUGHEA DE JOS",446,"GURA VITIOAREI",131835,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:23",855,847,0,5,3,535,527,0,5,3,508,27,933,396,341,55,5,0,29,70,1,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CANDIANO POPESCU”",7,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:04",1213,1201,3,9,0,528,519,0,9,0,504,24,1300,772,101,56,96,14,17,125,58,37
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CANDIANO POPESCU”",8,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:48",1147,1123,1,6,17,363,340,0,6,17,339,24,1200,837,67,56,41,1,32,80,35,27
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”CANDIANO POPESCU” PLOIEȘTI",35,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:33:58",1576,1562,0,13,1,629,615,0,13,1,610,19,1721,1073,106,104,100,11,45,112,81,51
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CĂNUŢĂ IONESCU” ORAȘUL URLATI",271,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:01:06",1599,1585,2,9,3,820,807,1,9,3,776,42,1700,882,239,120,61,6,56,257,24,13
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ CĂRBUNEŞTI",361,CĂRBUNEŞTI,132486,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:35",1335,1309,1,5,20,808,783,0,5,20,753,55,1450,642,288,120,192,5,30,111,3,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ CENTRALĂ",162,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:12",1026,1017,1,6,2,426,418,0,6,2,417,9,1100,657,96,64,44,3,25,167,5,13
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ CENTRALĂ",163,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:51:50",1162,1149,3,8,2,530,520,0,8,2,500,30,1300,770,114,48,66,5,24,215,13,15
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CEZAR PETRESCU”",224,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:37:22",1231,1218,0,9,4,752,739,0,9,4,706,42,1316,568,165,63,127,6,73,248,12,12
