precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD-PUSL-voturi","ALIANȚA MIȘCAREA, NOI PLOIEȘTENII - REPER-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB, ŞCOALĂ PRIMARĂ STRUCTURĂ, SAT PODU CHEII, NR.12",352,BREBU,132404,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:04",136,125,0,11,0,103,92,0,11,0,102,1,169,66,48,18,1,2,1,31,1,0
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",64,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:29",1184,1181,1,2,0,514,512,0,2,0,486,28,1300,786,73,51,89,11,28,121,57,56
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",65,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:39",1257,1250,1,6,0,509,503,0,6,0,482,27,1300,791,79,73,84,3,16,123,57,47
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",197,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:22:15",976,949,1,9,17,582,556,0,9,17,554,26,1100,520,178,144,40,0,35,148,9,0
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",198,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:33",1120,1111,0,7,2,691,682,0,7,2,659,23,1200,508,213,176,42,6,36,166,10,10
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",199,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:04",1265,1239,0,17,9,717,691,0,17,9,699,18,1300,577,264,159,55,2,27,162,7,23
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MINERVA ALEXANDRESCU”",564,ŞOIMARI,135501,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:35:12",1348,1325,0,10,13,793,770,0,10,13,719,74,1516,723,68,159,72,4,25,287,0,104
31,PRAHOVA,"SCOALA GIMNAZIALA MISLEA",551,SCORŢENI,135164,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:51:07",1473,1437,2,9,25,844,808,2,9,25,822,16,1635,797,269,154,30,5,60,272,16,16
31,PRAHOVA,"SCOALA GIMNAZIALĂ ”MOISE VASILESCU”, SAT OLTENI, NR.147",585,TEIŞANI,135725,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:25:53",1391,1376,5,5,5,858,852,1,0,5,825,33,1500,641,424,100,61,5,21,176,14,24
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NESTOR URECHIA”",220,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:18",909,888,8,11,2,534,521,0,11,2,507,27,1000,466,116,46,116,3,36,177,7,6
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NESTOR URECHIA”",219,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:10:32",922,907,3,4,8,575,563,0,4,8,548,27,1012,437,140,52,94,2,58,187,6,9
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",127,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:37",973,964,0,9,0,398,389,0,9,0,371,27,1110,702,60,42,52,5,29,114,44,25
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",126,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:34:46",1381,1376,1,4,0,501,497,0,4,0,478,23,1500,999,68,53,58,12,36,147,70,34
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",125,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:31:02",1337,1330,0,6,1,518,511,0,6,1,491,27,1500,981,79,74,62,9,30,127,66,44
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",124,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:39",1334,1326,1,7,0,488,481,0,7,0,461,27,1500,1012,78,61,57,7,29,125,53,51
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",96,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:34",1259,1245,7,7,0,437,430,0,7,0,415,22,1300,863,61,49,67,8,25,97,48,60
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",97,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:01",1155,1147,0,8,0,464,456,0,8,0,452,12,1300,836,73,35,77,5,23,125,79,35
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",98,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:15:03",1216,1211,0,5,0,428,423,0,5,0,404,24,1300,872,49,54,51,3,32,114,62,39
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",23,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:14:43",1234,1226,1,7,0,544,537,0,7,0,518,26,1300,756,93,57,101,4,32,113,81,37
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",24,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:23:45",1316,1308,1,7,0,611,604,0,7,0,573,38,1400,789,113,62,124,8,18,124,66,58
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ NISTOREȘTI",215,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:50:20",1055,1046,1,8,0,510,502,0,8,0,492,18,1200,690,201,87,71,3,18,101,4,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ NR. 13 (FOSTA ŞCOALĂ GIMNAZIALĂ ”DIMITRIE BOLINTINEANU”)",31,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:50:33",966,957,0,8,1,405,396,0,8,1,392,12,1100,498,76,49,62,12,18,84,56,35
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ NR. 13 (FOSTA ŞCOALĂ GIMNAZIALĂ ”DIMITRIE BOLINTINEANU”)",30,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:29",1083,1078,0,5,0,460,455,0,5,0,439,21,1200,740,79,62,66,9,31,99,58,35
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ NR.1 MIZIL",237,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:56:53",973,964,4,5,0,373,368,0,5,0,354,19,1100,727,46,36,50,2,16,174,6,24
31,PRAHOVA,"ŞCOALA GIMNAZIALA NR.1 TELEGA",587,TELEGA,135789,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:34",1050,1040,1,7,2,586,577,0,7,2,538,48,1100,514,91,72,128,6,25,191,8,17
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ NR.2",201,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:14",901,889,0,7,5,575,563,0,7,5,545,30,1000,425,190,156,43,4,24,114,7,7
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ NR.2",202,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:36:43",1036,1022,0,10,4,642,628,0,10,4,619,23,1100,458,277,136,36,6,35,118,2,9
31,PRAHOVA,"ŞCOALA GIMNAZIALÃ OLOGENI",514,"POIENARII BURCHII",134559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:25",432,417,1,9,5,276,262,0,9,5,216,60,740,464,34,38,18,1,18,99,5,3
31,PRAHOVA,"SCOALA GIMNAZIALA PAREPA-RUSANI-COLCEAG-STRUCTURA",385,COLCEAG,132752,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:18",782,769,1,4,8,413,400,1,4,8,365,48,900,487,161,47,8,2,17,120,7,3
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”PLATON MOCANU”",392,DRAJNA,132896,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:32:50",1384,1371,0,9,4,808,795,0,9,4,762,46,1560,752,317,152,33,5,25,195,5,30
31,PRAHOVA,"SCOALA GIMNAZIALA POIANA COPACENI",449,"GURA VITIOAREI",131835,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:27",849,844,0,5,0,491,486,0,5,0,462,29,928,437,284,64,23,0,19,55,3,14
31,PRAHOVA,"SCOALA GIMNAZIALA ”PRINCIPESA MARIA”CORP A",255,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:21",644,625,0,13,6,387,368,0,13,6,369,18,705,318,99,69,57,3,15,102,12,12
31,PRAHOVA,"SCOALA GIMNAZIALA ”PRINCIPESA MARIA”CORP A",256,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:34",948,937,0,8,3,587,576,0,8,3,552,35,1100,513,175,85,59,11,15,169,18,20
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”PROF.DINU MIHAIL-DAN” SAT MAGULA, COMUNA TOMŞANI, JUDEŢUL PRAHOVA",596,TOMŞANI,135896,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:35:58",1320,1309,2,4,5,836,827,0,4,5,773,63,1392,556,81,101,34,2,38,499,11,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”PROFESOR CRISTEA STĂNESCU”",388,CORNU,132805,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:49",1431,1405,0,17,9,849,823,0,17,9,824,25,1510,661,51,60,61,18,21,596,10,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ PROFESOR ”NICOLAE SIMACHE”",123,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:15",1170,1164,0,6,0,481,475,0,6,0,451,30,1300,819,88,48,68,5,22,112,71,37
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ PROFESOR ”NICOLAE SIMACHE”",121,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:43",1054,1047,0,7,0,463,456,0,7,0,442,2,1100,635,78,59,62,3,23,125,46,46
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ PROFESOR ”NICOLAE SIMACHE”",122,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:20",1334,1326,2,6,0,515,509,0,6,0,486,28,1397,883,82,69,58,13,28,129,69,38
31,PRAHOVA,"SCOALA GIMNAZIALA PROVITA DE JOS",523,"PROVIŢA DE JOS",134853,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:43",867,855,1,7,4,487,476,0,7,4,462,25,901,414,54,97,13,5,24,257,5,7
31,PRAHOVA,"SCOALA GIMNAZIALA PUCHENII MOSNENI",532,"PUCHENII MARI",134942,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:07:26",1182,1176,3,2,1,657,654,0,2,1,600,57,1300,643,222,68,101,4,28,111,10,56
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”RADU STANIAN”",67,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:19",996,985,3,8,0,434,426,0,8,0,410,24,1100,666,67,57,72,1,13,112,52,36
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”RADU TUDORAN” BLEJOI, SAT BLEJOI, NR. 510",333,BLEJOI,130678,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:53",1652,1629,1,13,9,963,941,0,13,9,895,68,1800,837,220,136,97,8,36,314,33,51
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”RAREŞ VODĂ”",50,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:35:36",948,937,2,9,0,453,443,1,9,0,435,12,1000,547,86,56,79,6,21,97,52,38
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”REGINA ELISABETA”",223,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:19:46",1261,1240,4,13,4,774,757,0,13,4,731,43,1345,571,180,63,130,6,72,249,18,13
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ROMÂNEŞTI",320,BĂRCĂNEŞTI,130552,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:49:03",1570,1557,0,9,4,709,696,0,9,4,662,47,1713,1004,204,146,42,41,47,160,9,13
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SAT BUŞTENARI",590,TELEGA,135789,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:27:42",467,462,0,5,0,218,213,0,5,0,212,6,500,282,44,24,43,1,7,88,0,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ, SAT HĂBUD",560,ŞIRNA,135431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:46",630,620,1,5,4,404,394,1,5,4,381,23,700,296,118,29,51,1,8,170,2,2
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ SAT NEDELEA, COMUNA ARICEȘTII RAHTIVANI, NR. 491",300,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:47",1134,1131,0,3,0,723,720,0,3,0,695,28,1148,423,229,72,65,9,21,263,18,18
31,PRAHOVA,"SCOALA GIMNAZIALA SAT OSTROVU",293,ALUNIŞ,131988,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:19",763,737,0,11,15,523,498,0,11,14,492,31,800,277,45,61,106,4,24,242,7,3
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ SAT POIENARII APOSTOLI, COMUNA GORGOTA",434,GORGOTA,133508,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:31",1072,1068,1,3,0,544,541,0,3,0,513,31,1200,656,327,42,20,5,28,73,7,11
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ, SAT SOTRILE, NR 364",567,ŞOTRILE,135547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:59",791,762,0,6,23,538,509,0,6,23,504,28,800,268,122,58,13,2,13,293,1,2
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ SAT STOENEȘTI NR. 14",301,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:30:51",1163,1148,0,7,8,696,681,0,7,8,666,30,1300,604,95,132,34,9,22,362,8,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ, SAT TĂRICENI",561,ŞIRNA,135431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:18",830,826,1,1,2,467,464,0,1,2,450,17,900,433,199,43,101,5,13,85,3,1
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ, SAT TĂRICENI",562,ŞIRNA,135431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:18:16",668,664,0,2,2,396,392,0,2,2,376,20,700,304,193,37,74,0,12,53,6,1
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SCHIULEȘTI",459,IZVOARELE,133795,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:52",941,936,0,5,0,440,435,0,5,0,420,20,1062,622,67,81,16,2,19,228,1,6
31,PRAHOVA,"SCOALA GIMNAZIALA SCORTENI",549,SCORŢENI,135164,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:54:03",1167,1143,1,9,14,705,682,0,9,14,672,30,1233,531,258,105,39,1,40,219,5,5
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ SERGENT EROU GRIGORE IOAN DUMBRĂVEȘTI",404,DUMBRĂVEŞTI,131461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:11:24",1126,1118,3,1,4,758,751,2,1,4,716,42,1220,462,458,66,18,6,22,134,7,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ” SFÂNTA MARIA ”MIZIL",243,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:07",952,946,0,5,1,367,361,0,5,1,354,13,1000,633,37,71,32,3,34,130,11,36
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ” SFÂNTA MARIA ”MIZIL",244,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:03:48",1046,1042,0,3,1,487,483,0,3,1,458,14,1100,613,81,81,45,9,27,171,12,32
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ” SFÂNTUL NICOLAE ”MIZIL",236,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:30",1245,1238,0,7,0,527,520,0,7,0,489,38,1400,873,78,68,22,4,43,194,10,70
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",26,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:12",1360,1343,0,17,0,623,606,0,17,0,603,20,1400,777,107,0,160,18,14,158,102,44
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",28,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:35",1206,1198,2,6,0,527,521,0,6,0,497,30,1300,773,72,56,120,8,16,102,89,34
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",29,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:33",1209,1199,2,7,1,553,545,0,7,1,528,25,1300,747,74,72,124,11,30,119,73,25
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",27,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:19",1278,1254,15,8,1,563,554,0,8,1,535,28,1300,737,78,61,133,11,17,126,64,45
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ SFINȚII ÎMPĂRAȚI BALTA DOAMNEI",308,"BALTA DOAMNEI",132226,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:06",1166,1157,2,7,0,753,745,1,7,0,718,35,1234,481,84,52,27,8,36,312,10,189
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SLON",370,CERAŞU,132574,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:52:17",906,890,0,1,15,628,612,0,1,15,589,38,1000,373,403,39,14,0,8,119,1,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SLON",369,CERAŞU,132574,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:37",748,732,0,0,16,546,530,0,0,16,512,34,800,254,348,25,12,0,12,111,3,1
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SPECIALĂ NR. 1",59,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:48:04",786,778,1,7,0,283,276,0,7,0,260,23,900,617,54,49,22,4,15,56,27,33
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SPECIALĂ NR. 1",58,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:27:20",1124,1117,2,5,0,430,425,0,5,0,399,28,1200,773,92,61,39,3,52,71,46,35
31,PRAHOVA,"SCOALA GIMNAZIALA ”SPIREA SORESCU”ZAMFIRA",466,LIPĂNEŞTI,133964,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:12:32",957,939,1,7,10,576,559,0,7,10,541,35,1020,444,201,91,27,3,36,162,15,6
31,PRAHOVA,"SCOALA GIMNAZIALA STEFESTI",572,ŞTEFEŞTI,135618,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:22",1243,1216,1,2,24,730,703,1,2,24,690,40,1298,568,157,140,36,4,18,249,8,78
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ STREJNICU",579,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:55:08",1861,1853,0,5,3,976,968,0,5,3,919,56,2000,1024,248,100,173,17,37,252,24,68
31,PRAHOVA,"SCOALA GIMNAZIALA TALEA",574,TALEA,135654,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:03",826,798,0,4,24,627,599,0,4,24,599,28,892,265,141,70,18,2,23,336,2,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TĂTĂRANI",322,BĂRCĂNEŞTI,130552,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:55",1305,1275,24,4,2,687,681,0,4,2,650,37,1405,718,206,68,82,6,19,204,25,40
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TĂTĂRANI",321,BĂRCĂNEŞTI,130552,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:54",1183,1172,1,2,8,611,601,0,2,8,576,35,1314,703,191,76,63,9,21,180,15,21
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TIRGŞORU VECHI",582,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:41:32",1095,1082,1,12,0,590,578,0,12,0,555,35,1200,610,58,51,266,10,20,125,7,18
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”TOMA CARAGIU”",94,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:18",835,826,1,8,0,351,343,0,8,0,327,23,896,546,41,49,58,3,30,70,37,39
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”TOMA CARAGIU”",95,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:49",1204,1200,0,4,0,471,467,0,4,0,455,16,1300,829,65,57,70,6,23,100,82,52
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”TOMA CARAGIU”",93,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:30",1049,1045,0,4,0,389,385,0,4,0,378,11,1103,714,47,35,61,7,28,103,59,38
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TRAIAN SĂVULESCU IZVOARELE",455,IZVOARELE,133795,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:04:08",909,904,5,0,0,534,534,0,0,0,495,39,1000,466,49,63,14,2,27,332,4,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TRAIAN SĂVULESCU IZVOARELE",454,IZVOARELE,133795,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:18",1002,994,3,3,2,567,561,1,3,2,538,23,1100,539,67,76,30,1,36,305,8,15
31,PRAHOVA,"ȘCOALĂ GIMNAZIALĂ VADU SĂPAT, COMUNA VADU SĂPAT, SAT VADU SĂPAT",598,"VADU SĂPAT",136269,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:32:28",1409,1324,0,62,23,953,868,0,62,23,905,48,1434,481,387,56,83,6,32,329,4,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ VALEA BORULUI",371,CERAŞU,132574,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:59:29",665,644,0,2,19,473,452,0,2,19,448,25,729,256,274,35,6,1,11,112,6,3
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ VĂRBILĂU",617,VĂRBILĂU,136134,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:34",1116,1096,0,10,10,656,636,0,10,10,607,49,1122,466,111,105,112,2,20,241,6,10
31,PRAHOVA,"ȘCOALA GIMNAZIALӐ OLARI, SAT OLARI",488,OLARI,136250,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:42",551,543,0,8,0,314,306,0,8,0,285,29,590,276,16,21,4,2,18,218,1,5
31,PRAHOVA,"SCOALA GIMNAZILA BUDA",535,RÂFOV,135020,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:18",818,805,0,13,0,561,548,0,13,0,536,25,865,304,87,143,19,1,17,255,5,9
31,PRAHOVA,"SCOALA GROSANI",266,"ORAŞ SLĂNIC",131577,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:07",1340,1313,1,21,5,777,751,0,21,5,735,42,1439,662,113,124,85,1,32,328,5,47
31,PRAHOVA,"ŞCOALA MICĂ MĂNECIU",478,MĂNECIU,134096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:52:49",1235,1225,0,9,1,689,679,0,9,1,660,29,1400,711,316,62,26,3,25,210,11,7
31,PRAHOVA,"ŞCOALA MOCEŞTI",451,IORDĂCHEANU,133722,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:39",994,969,0,6,19,636,611,0,6,19,615,21,1100,464,390,72,8,3,12,123,6,1
31,PRAHOVA,"ŞCOALA NR. 19",66,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:17:41",1301,1293,0,8,0,643,635,0,8,0,548,87,1400,765,314,84,24,2,30,50,26,18
31,PRAHOVA,"SCOALA NUMARUL 3 LILIESTI",191,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:11",1367,1365,0,2,0,659,657,0,2,0,617,42,1634,975,89,103,39,6,71,278,14,17
31,PRAHOVA,"SCOALA NUMARUL 3 LILIESTI SALA NR. 2",192,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:25",1540,1534,1,5,0,845,839,1,5,0,803,42,1811,966,164,97,77,27,72,327,19,20
