precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 1 CRISTESTI CORPUL II",208,CRISTEŞTI,36907,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:15:50",1439,1386,0,6,47,785,732,0,6,47,738,47,1610,825,324,17,328,28,5,0,19,17
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR.1 DÂNGENI",224,DÂNGENI,37057,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:12",790,760,0,3,27,361,331,0,3,27,345,16,800,439,104,5,202,19,0,3,11,1
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR.1 DOROHOI",91,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:12",1169,1161,1,7,0,497,490,0,7,0,473,24,1300,803,144,7,242,36,3,2,15,24
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 1 HILISEU HORIA",270,HILIŞEU-HORIA,37672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:08",551,550,0,1,0,251,250,0,1,0,244,7,600,349,35,4,167,16,1,1,15,5
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR. 1 ORĂȘENI- DEAL, CORP B",222,CURTEŞTI,35759,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:26",960,957,0,3,0,482,479,0,3,0,459,23,1056,574,249,2,163,17,6,5,11,6
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR. 1 - ȘTIUBIENI",379,ŞTIUBIENI,39220,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:22:21",792,723,0,10,59,792,723,0,10,59,731,61,1610,818,151,8,298,180,7,28,14,45
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 1 UNGURENI",393,UNGURENI,39417,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:29",1113,1104,0,8,1,490,481,0,8,1,461,29,1209,719,206,6,159,58,3,4,8,17
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR.1 UNŢENI",399,UNŢENI,39532,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:22",951,922,1,6,22,490,462,0,6,22,430,60,1000,510,156,8,205,38,4,2,10,7
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.1 VLADENI DEAL",250,FRUMUŞICA,37324,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:03",1292,1289,0,3,0,606,603,0,3,0,549,57,1354,748,286,5,209,14,4,3,16,12
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR.1 VORNICENI",423,VORNICENI,39836,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:05:27",1019,1013,0,5,1,490,484,0,5,1,419,19,1100,631,166,5,152,19,4,3,7,63
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 2",55,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:00",1204,1199,0,5,0,429,424,0,5,0,406,23,1300,871,166,7,136,42,5,2,30,18
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 2",53,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:16:44",1124,1112,1,11,0,464,453,0,11,0,422,42,1200,736,218,5,115,41,9,2,18,14
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 2",56,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:33:03",1229,1225,2,2,0,423,421,0,2,0,405,18,1305,882,173,6,123,44,7,5,21,26
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 2",54,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:02",595,577,0,18,0,246,228,0,18,0,239,7,600,354,100,4,82,22,1,3,12,15
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.2 CODRENI",319,MILEANCA,38321,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:53",245,233,0,4,8,144,132,0,4,8,128,16,300,156,58,2,36,19,0,1,3,9
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR. 2 - DARABANI",116,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:40",991,980,0,5,6,379,368,0,5,6,359,20,1100,721,278,5,52,12,2,0,5,5
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 2 FRUMUSICA",245,FRUMUŞICA,37324,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:57",287,283,0,4,0,287,283,0,4,0,268,19,700,413,144,1,91,7,1,3,6,15
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR. 2 GURANDA",244,DURNEŞTI,37217,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:34",896,873,0,0,23,437,414,0,0,23,403,34,959,522,248,7,101,22,1,2,7,15
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 2 HILISEU CRISAN",272,HILIŞEU-HORIA,37672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:33",1101,1099,0,2,0,528,526,0,2,0,477,51,1200,672,82,20,280,44,1,6,40,4
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.2 IACOBENI",226,DÂNGENI,37057,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:57",995,956,0,11,28,495,456,0,11,28,473,22,1007,512,89,12,352,5,2,1,4,8
7,BOTOŞANI,"ŞCOALA GIMNAZIALA NR.2 MILETIN",338,PRĂJENI,38580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:37",499,486,0,8,5,287,274,0,8,5,242,32,566,292,48,4,163,8,1,0,3,15
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 2 SAT ONEAGA",210,CRISTEŞTI,36907,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:11:58",1117,1078,0,9,30,542,503,0,9,30,507,35,1200,658,100,13,310,58,0,0,18,8
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 2 SUHARAU",369,SUHARĂU,38982,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:59",531,526,0,0,5,265,260,0,0,5,231,34,600,335,56,4,103,41,2,7,10,8
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.2 TUDOR VLADIMIRESCU",152,ALBEŞTI,36131,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:07",773,767,0,2,4,399,393,0,2,4,364,35,812,413,150,19,172,8,1,1,11,2
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.2 TUDOR VLADIMIRESCU",151,ALBEŞTI,36131,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:44",725,722,0,1,2,400,397,0,1,2,369,31,800,400,152,5,192,11,2,2,4,1
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR. 2 UNGURENI",394,UNGURENI,39417,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:58",1054,1052,0,2,0,485,483,0,2,0,456,29,1210,725,214,5,164,53,0,0,9,11
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR.2 VATRA",282,HUDEŞTI,37770,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:18",823,795,0,1,27,479,451,0,1,27,447,32,920,441,215,11,196,16,0,4,1,4
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 3 BORZEŞTI",395,UNGURENI,39417,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:01",1102,1095,1,4,2,522,516,0,4,2,468,54,1200,678,116,5,266,75,2,1,2,1
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 3 IEZER",273,HILIŞEU-HORIA,37672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:57:57",476,472,2,2,0,238,235,1,2,0,234,4,498,260,41,1,154,19,0,0,16,3
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.3 RADENI",247,FRUMUŞICA,37324,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:46",794,780,0,11,3,361,347,0,11,3,329,32,903,542,131,2,153,14,3,8,7,11
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR.3 TUDOR VLADIMIRESCU",157,AVRĂMENI,36202,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:36",630,619,0,3,8,336,325,0,3,8,312,24,716,380,72,25,173,20,2,1,2,17
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.4 STORESTI",248,FRUMUŞICA,37324,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:06",880,872,0,6,2,377,369,0,6,2,356,21,902,525,144,3,167,26,1,2,9,4
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.5 SENDRENI",249,FRUMUŞICA,37324,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:23",592,588,0,4,0,256,252,0,4,0,226,30,700,444,126,1,88,5,1,0,3,2
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 7",7,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:44",994,986,0,8,0,423,415,0,8,0,409,14,1105,682,164,1,171,24,5,6,14,24
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 7",6,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:43",1064,1053,4,7,0,435,428,0,7,0,417,18,1188,753,164,5,188,26,4,3,10,17
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ ”PETRE ŞUŞTER”",341,RĂCHIŢI,35839,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:03",1271,1253,0,8,10,736,718,0,8,10,699,37,1397,661,472,4,129,21,5,3,10,55
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”PETRU ZAMFIRESCU”",130,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:10",491,483,0,7,1,214,206,0,7,1,199,15,569,355,155,0,21,13,0,0,1,9
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ PROF. OCTAVIAN IONESCU VORNICENI",421,VORNICENI,39836,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:48",1451,1444,1,4,2,715,708,1,4,2,645,70,1600,85,232,6,278,21,4,3,6,95
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „SFÂNTA MARIA”",14,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:52",1294,1287,0,7,0,482,475,0,7,0,465,17,1401,919,156,2,189,36,12,11,17,42
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „SFÂNTA MARIA”",13,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:34:34",1356,1350,0,6,0,549,543,0,6,0,519,30,1504,955,188,3,214,44,4,6,22,38
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „SFÂNTA MARIA”",15,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:13",1216,1209,1,6,0,464,458,0,6,0,437,26,1300,836,169,5,168,45,11,3,11,25
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „SFÂNTUL NICOLAE”",68,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:46",910,896,0,7,7,384,370,0,7,7,364,20,1000,616,169,7,122,37,5,2,10,12
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „SFÂNTUL NICOLAE”",67,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:12:31",1263,1256,0,6,1,577,570,0,6,1,546,18,1405,840,255,4,171,44,9,1,22,40
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „SFÂNTUL NICOLAE”",69,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:57:47",1269,1259,3,7,0,541,534,0,7,0,519,22,1400,859,205,6,180,36,8,9,36,39
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” DOROHOI",89,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:10",1312,1301,4,7,0,533,526,0,7,0,508,25,1412,879,180,8,225,39,6,5,20,25
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ”SPIRU HARET” DOROHOI",90,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:23",910,902,1,6,1,412,405,0,6,1,399,13,998,586,138,7,174,32,2,1,15,30
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ȘTEFAN CEL MARE”",39,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:51:31",1076,1074,0,2,0,383,381,0,2,0,368,15,1206,823,161,2,144,23,9,5,8,16
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ȘTEFAN CEL MARE”",38,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:23",1036,1028,1,7,0,392,385,0,7,0,383,9,1200,808,158,3,158,30,3,2,10,19
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ȘTEFAN CEL MARE”",36,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:29",565,561,0,4,0,229,225,0,4,0,222,7,700,471,85,4,89,23,2,1,3,15
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ȘTEFAN CEL MARE”",37,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:47:33",1029,1020,0,9,0,447,438,0,9,0,426,21,1100,651,191,6,154,26,8,5,15,21
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ȘTEFAN CEL MARE”",34,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:49",892,887,0,5,0,370,365,0,5,0,352,18,1009,639,161,2,126,21,3,1,19,19
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ȘTEFAN CEL MARE”",35,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:12",1367,1358,0,9,0,583,574,0,9,0,562,21,1486,903,230,6,224,39,10,4,26,23
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ” ȘTEFAN CEL MARE” DOROHOI",94,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:19",971,971,0,0,0,435,435,0,0,0,421,14,1100,665,159,10,173,32,3,2,28,14
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE” DOROHOI",93,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:02",1036,1024,4,5,3,387,379,0,5,3,369,18,1106,719,121,1,188,19,4,3,13,20
7,BOTOŞANI,"SCOALA GORBANESTI",256,GORBĂNEŞTI,37459,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:50",746,735,0,7,4,439,428,0,7,4,396,43,800,361,118,8,246,11,3,0,8,2
7,BOTOŞANI,"SCOALA GOROVEI",403,VĂCULEŞTI,39612,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:24:59",32,26,0,6,0,22,16,0,6,0,22,0,32,10,5,1,11,4,0,0,0,1
7,BOTOŞANI,"SCOALA GRIVITA",185,CORDĂRENI,36649,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:35",380,366,0,5,9,219,205,0,5,9,196,23,400,181,46,3,116,17,0,1,8,5
7,BOTOŞANI,"ȘCOALA GRIVIȚA",328,PĂLTINIŞ,38492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:55",1378,1365,0,9,4,171,158,0,9,4,157,14,1500,1329,52,5,35,56,3,2,2,2
7,BOTOŞANI,"SCOALA IPOTEȘTI",304,"MIHAI EMINESCU",38063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:55",529,513,2,2,12,348,333,1,2,12,336,12,600,252,48,7,247,13,3,3,9,6
7,BOTOŞANI,"ŞCOALAL BAJURA",118,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:41",1507,1492,0,5,10,612,597,0,5,10,571,41,1600,988,437,6,89,19,3,0,7,10
7,BOTOŞANI,"SCOALA LIBERTATEA",173,CĂLĂRAŞI,36499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:49",347,340,0,2,5,214,207,0,2,5,193,21,406,192,21,2,135,15,3,0,3,14
7,BOTOŞANI,"ŞCOALA LIŞMĂNIŢA",120,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:42",531,520,0,11,0,257,246,0,11,0,240,17,689,432,192,1,32,7,0,1,5,2
7,BOTOŞANI,"SCOALA LIVENI",300,MANOLEASA,37958,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:55",565,558,2,5,0,226,221,0,5,0,208,18,600,374,53,5,119,19,0,1,9,2
7,BOTOŞANI,"SCOALA LOTURI",301,MANOLEASA,37958,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:24:21",162,155,0,7,0,78,71,0,7,0,73,5,200,122,14,2,48,4,0,0,3,2
7,BOTOŞANI,"ȘCOALA MĂNĂSTIREA DOAMNEI",221,CURTEŞTI,35759,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:25",1322,1312,2,3,5,704,696,0,3,5,681,23,1400,696,338,11,234,48,3,7,13,27
7,BOTOŞANI,"SCOALA MANOLEASA",297,MANOLEASA,37958,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:38",523,514,1,0,8,251,242,1,0,8,221,21,550,308,28,4,154,9,7,3,9,7
7,BOTOŞANI,"SCOALA ”MIHAIL SADOVEANU”, CORP B",286,IBĂNEŞTI,37823,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:15",702,686,0,5,11,394,378,0,5,11,380,14,800,406,251,7,86,21,0,0,12,3
7,BOTOŞANI,"SCOALA ”MIHAIL SADOVEANU”, CORP B",285,IBĂNEŞTI,37823,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:48",744,729,0,5,10,460,445,0,5,10,433,27,800,340,262,13,119,21,0,5,8,5
7,BOTOŞANI,"SCOALA MIHALASENI",314,MIHĂLĂŞENI,38241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:21",1703,1684,0,3,16,374,355,0,3,16,354,20,1862,1488,152,4,185,6,1,1,4,1
7,BOTOŞANI,"ȘCOALA MLENĂUȚI",281,HUDEŞTI,37770,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:54",538,519,0,3,16,289,270,0,3,16,277,12,600,311,148,6,96,12,0,4,5,6
7,BOTOŞANI,"SCOALA MURGUTA",236,DOBÂRCENI,37100,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:04",400,394,0,6,0,255,249,0,6,0,240,15,433,178,68,1,134,24,0,4,1,8
7,BOTOŞANI,"SCOALA NASTASE",315,MIHĂLĂŞENI,38241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:59",343,326,0,2,15,201,184,0,2,15,181,20,400,199,45,2,120,12,0,0,2,0
7,BOTOŞANI,"SCOALA NEGRESTI",316,MIHĂLĂŞENI,38241,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:13",410,388,0,2,20,245,223,0,2,20,226,3,400,171,55,5,141,14,1,1,7,2
7,BOTOŞANI,"SCOALA NR.1 BUCECEA",108,"ORAŞ BUCECEA",36453,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:02",779,754,1,10,14,390,365,1,10,14,368,22,810,420,124,5,196,22,2,2,13,4
7,BOTOŞANI,"SCOALA NR. 1 ROMA",354,ROMA,38811,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:38",1446,1435,1,0,10,717,707,0,0,10,665,52,1600,883,413,9,154,26,1,10,11,41
7,BOTOŞANI,"SCOALA NR.2 BUCECEA",110,"ORAŞ BUCECEA",36453,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:57",1551,1532,0,2,17,724,705,0,2,17,682,42,1700,976,151,7,443,42,3,4,29,3
7,BOTOŞANI,"SCOALA NR.2 ROMA",355,ROMA,38811,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:28",989,970,0,3,16,593,574,0,3,16,538,44,1105,523,280,13,193,16,3,4,9,20
7,BOTOŞANI,"SCOALA O. BANCILA",191,CORNI,36756,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:05",1284,1283,1,0,0,572,572,0,0,0,511,61,1400,828,85,7,296,53,4,3,13,50
7,BOTOŞANI,"SCOALA O. BANCILA",192,CORNI,36756,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:24",878,875,1,2,0,424,422,0,2,0,392,32,1211,787,74,3,261,32,3,1,9,9
7,BOTOŞANI,"SCOALA PLESANI",174,CĂLĂRAŞI,36499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:13",496,481,0,6,9,280,265,0,6,9,239,25,580,315,31,4,141,41,4,2,8,8
7,BOTOŞANI,"SCOALA PODENI",189,CORLĂTENI,36676,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:30",326,320,0,4,2,180,174,0,4,2,163,17,348,168,34,2,92,17,4,2,11,1
7,BOTOŞANI,"SCOALA POIANA 2",167,BRĂEŞTI,36373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:09",364,350,0,5,9,364,350,0,5,9,218,32,390,140,48,3,81,71,10,1,2,2
7,BOTOŞANI,"ŞCOALA POPENI",168,BRĂEŞTI,36373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:04:35",220,208,0,9,3,146,134,0,9,3,139,7,220,74,33,0,90,6,6,0,3,1
7,BOTOŞANI,"SCOALA PRIMARA BADIUTI",140,"ORAŞ ŞTEFĂNEŞTI",39168,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:50",849,824,0,11,14,431,406,0,11,14,383,48,900,469,287,3,71,12,1,0,7,2
7,BOTOŞANI,"SCOALA PRIMARA ”DUMITRU POMPAS” BALINTI",265,HAVÂRNA,37547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:11",345,342,0,1,2,113,110,0,1,2,107,6,406,293,46,0,41,15,0,1,3,1
7,BOTOŞANI,"ȘCOALA PRIMARĂ ”GHEORGHE PRICOP”",129,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:43",467,458,0,5,4,201,192,0,5,4,194,7,500,299,153,1,19,10,1,0,6,4
7,BOTOŞANI,"ȘCOALA PRIMARĂ „IOAN ŞI NATALIA CORBU” DĂMILENI",215,CRISTINEŞTI,36952,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:23",260,241,0,12,7,157,141,0,9,7,142,15,300,143,48,6,57,20,0,0,8,3
7,BOTOŞANI,"SCOALA PRIMARĂ NR 1",358,ROMÂNEŞTI,38848,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:03",487,468,0,6,13,266,247,0,6,13,244,22,506,240,125,4,103,3,0,0,5,4
7,BOTOŞANI,"SCOALA PRIMARA NR.1 ALBESTI",146,ALBEŞTI,36131,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:11",617,600,0,9,8,391,374,0,9,8,341,50,650,259,142,21,156,6,0,5,8,3
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 1 CUCUTENI",243,DURNEŞTI,37217,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:32",660,637,0,3,20,411,388,0,3,20,397,14,700,289,276,8,83,15,1,1,9,4
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR. 1 HORIA",323,MITOC,38376,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:11",380,379,0,0,1,208,207,0,0,1,191,17,446,238,63,6,111,6,1,1,2,1
7,BOTOŞANI,"SCOALA PRIMARA NR. 1 SAT CRISTESTI , DENUMIRE UZUALA SCOALA DIN GHILANESTI",209,CRISTEŞTI,36907,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:05",476,451,0,8,17,281,256,0,8,17,268,13,503,222,122,2,108,17,1,3,13,2
7,BOTOŞANI,"SCOALA PRIMARĂ NR.1 TIMUȘ SAT TIMUȘ",156,AVRĂMENI,36202,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:53:55",558,531,0,15,12,336,309,0,15,12,326,8,600,264,53,3,220,26,1,0,5,18
7,BOTOŞANI,"SCOALA PRIMARĂ NR. 2",239,DRĂGUŞENI,37173,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:31",889,889,0,0,0,211,211,0,0,0,176,35,1001,790,42,3,120,4,0,1,3,3
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 2 BOZIENI",136,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:08",229,216,0,9,4,115,102,0,9,4,110,5,300,185,15,2,82,7,0,0,1,3
7,BOTOŞANI,"SCOALA PRIMARA NR.2 BUIMACENI",147,ALBEŞTI,36131,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:37",608,603,0,3,2,362,357,0,3,2,323,34,650,293,162,11,128,14,0,2,4,2
7,BOTOŞANI,"SCOALA PRIMARA NR.2 CERCHEJENI",164,BLÂNDEŞTI,39983,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:18",653,628,1,11,13,383,358,1,11,13,347,36,700,317,111,7,101,82,1,2,6,37
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR. 2 COTU",183,COPĂLĂU,36569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:30:06",493,480,0,0,13,248,235,0,0,13,237,11,531,283,140,0,71,11,1,0,8,6
