county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-1","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-1","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-2","SACASTI-TIVADAR OCTAVIAN-VASILE-voturi","SACASTI-TIVADAR OCTAVIAN-VASILE-mandate-faza-1","SACASTI-TIVADAR OCTAVIAN-VASILE-mandate-faza-2","SILAGHI IOAN-voturi","SILAGHI IOAN-mandate-faza-1","SILAGHI IOAN-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-mandate-g9","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g9","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","CĂTANĂ IOAN-voturi","CĂTANĂ IOAN-mandate-faza-1","CĂTANĂ IOAN-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","PAP SÁNDOR-voturi","PAP SÁNDOR-mandate-faza-1","PAP SÁNDOR-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-1","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-2","HORVAT EUGEN-voturi","HORVAT EUGEN-mandate-faza-1","HORVAT EUGEN-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","BREAZDĂU GHEORGHE-CIPRIAN-voturi","BREAZDĂU GHEORGHE-CIPRIAN-mandate-faza-1","BREAZDĂU GHEORGHE-CIPRIAN-mandate-faza-2","VAIDA IOAN-voturi","VAIDA IOAN-mandate-faza-1","VAIDA IOAN-mandate-faza-2","ILIEŞ BOGDAN-voturi","ILIEŞ BOGDAN-mandate-faza-1","ILIEŞ BOGDAN-mandate-faza-2","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-1","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-2","MATEI IULIANA-LOREDANA-voturi","MATEI IULIANA-LOREDANA-mandate-faza-1","MATEI IULIANA-LOREDANA-mandate-faza-2","ALIANȚA ELECTORALĂ PSD PRO ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PRO ROMÂNIA-mandate-faza-1","ALIANȚA ELECTORALĂ PSD PRO ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-2","CRIŞAN GAVRIL-voturi","CRIŞAN GAVRIL-mandate-faza-1","CRIŞAN GAVRIL-mandate-faza-2","BÎRJAC GAVRIL-voturi","BÎRJAC GAVRIL-mandate-faza-1","BÎRJAC GAVRIL-mandate-faza-2","MUREŞAN ALEXANDRU-TEOFIL-voturi","MUREŞAN ALEXANDRU-TEOFIL-mandate-faza-1","MUREŞAN ALEXANDRU-TEOFIL-mandate-faza-2"
33,SĂLAJ,CARASTELEC,140477,1,FINAL,UAT,CL,CL_CE,"2024-06-10 04:12:56",836,804,2,11,19,522,492,0,11,19,508,14,876,354,25,35,40,56,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,CHIEŞD,140501,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:07:58",1961,1940,1,20,0,1077,1057,0,20,0,1043,34,2123,1046,52,73,83,92,113,1,0,442,4,1,0,0,0,0,0,0,0,201,2,0,56,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,CIZER,140547,2,FINAL,UAT,CL,CL_CE,"2024-06-13 15:58:44",1895,1731,1,139,24,1284,1121,0,139,24,1238,46,1932,648,61,86,99,102,410,4,0,445,4,0,0,0,0,0,118,1,0,155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,COŞEIU,140583,2,FINAL,UAT,CL,CL_CE,"2024-06-13 15:34:44",1050,913,2,98,37,772,636,1,98,37,733,22,1029,257,36,51,58,77,242,3,0,103,1,0,0,0,0,0,0,0,0,53,0,1,302,3,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,CRASNA,140627,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:44:22",5293,5114,22,44,113,3365,3206,2,44,113,3280,85,5761,2396,164,229,262,210,478,2,0,211,1,0,0,0,0,0,0,0,0,0,0,0,2471,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,CREACA,140672,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:00:12",2299,2230,3,49,17,1409,1342,1,49,17,1358,51,2463,1054,67,95,108,111,716,6,0,308,2,1,0,0,0,0,38,0,0,203,1,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,CRIŞENI,140823,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:02:30",2809,2691,7,57,54,1962,1851,0,57,54,1924,38,3005,1043,96,134,153,113,664,5,1,490,4,0,0,0,0,0,89,0,0,58,0,0,317,2,1,81,0,0,64,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,CRISTOLŢ,140770,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:01:25",1012,906,0,84,22,778,672,0,84,22,759,19,1005,227,37,53,60,78,327,4,0,290,3,1,0,0,0,0,0,0,0,21,0,0,0,0,0,43,0,0,0,0,0,0,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,CUZĂPLAC,140869,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:03:37",1290,1146,0,116,28,1011,867,0,116,28,952,59,1299,288,47,66,76,104,480,4,1,143,1,0,0,0,0,0,51,0,0,196,1,1,71,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,DOBRIN,140958,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:33:06",1384,1326,1,22,35,786,729,0,22,35,765,21,1455,669,38,53,61,69,97,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,578,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,DRAGU,141027,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:05:44",961,869,0,73,19,602,510,0,73,19,541,60,969,367,27,37,43,55,371,6,1,95,1,1,22,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"FILDU DE JOS",141081,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:05:27",1045,946,1,71,27,819,721,0,71,27,774,45,1093,274,38,54,61,83,304,3,0,230,2,1,0,0,0,0,0,0,0,76,0,1,145,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
