precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GENTEA CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CODREA IONEL-DRAGOŞ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COTEŢ MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","CHIVESCU REMUS-GEORGE-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PÂRVU IOANA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","MOŞTEANU LIVIU-IONUŢ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"COLEGIUL TEHNIC ”DIMITRIE DIMA”",78,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:16:06",1897,1888,2,7,0,710,703,0,7,0,693,17,2000,1275,273,120,203,9,16,72
3,ARGEŞ,"DIRECŢIA APELOR ARGEŞ-VEDEA",50,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:08",1171,1167,0,4,0,514,510,0,4,0,496,14,1300,790,178,60,151,7,10,90
3,ARGEŞ,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ A MUNICIPIULUI PITEȘTI",67,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:08:53",1963,1940,10,13,0,762,749,0,13,0,744,18,2100,1338,296,47,229,13,31,128
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL ”ISTEŢEL” ( FOSTA GRĂDINIŢĂ NR.4)",83,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:48:03",1739,1733,0,6,0,723,717,0,6,0,702,21,2000,1277,284,62,181,10,13,152
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ALBĂ CA ZĂPADA” ( FOSTA GRĂDINIŢĂ NR. 10)",26,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:30",1650,1644,3,3,0,582,579,0,3,0,576,6,1800,1218,224,70,174,5,17,86
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ” ARIPI DESCHISE” ( FOSTA GRĂDINIŢĂ NR.14)",84,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:43:30",1668,1657,3,8,0,708,700,0,8,0,699,9,1800,1092,312,45,192,10,17,123
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ” ARMONIA” ( FOSTA GRĂDINIŢĂ NR.8)",74,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:04:57",1672,1667,0,5,0,624,619,0,5,0,610,14,2000,1376,214,67,228,10,11,80
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ” FLOARE DE COLŢ” ( FOSTA GRĂDINIŢĂ NR.5)",70,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:33:40",1153,1137,6,10,0,500,490,0,10,0,482,18,1300,800,198,32,154,11,10,77
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMINIŞUL PĂDURII” (FOSTĂ GRĂDINIŢĂ NR. 6)",15,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:39",1574,1568,2,4,0,664,660,0,4,0,642,22,1700,1036,291,40,194,4,17,96
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMINIŞUL PĂDURII” (FOSTĂ GRĂDINIŢĂ NR. 6)",14,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:11:58",1304,1293,1,10,0,567,557,0,10,0,547,20,1400,833,210,38,178,9,10,102
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ” MICUL PRINŢ” (FOSTA GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",9,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:09:41",2113,2106,0,7,0,904,897,0,7,0,891,13,2300,1396,389,51,260,5,17,169
3,ARGEŞ,"LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUŞI” ( FOST LICEU TEHNOLOGIC DE INDUSTRIALIZAREA LEMNULUI)",82,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:05:47",1551,1547,0,4,0,653,649,0,4,0,634,19,1800,1147,232,43,220,12,11,116
3,ARGEŞ,"LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUŞI” ( FOST LICEU TEHNOLOGIC DE INDUSTRIALIZAREA LEMNULUI)",81,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:54:55",1540,1537,0,3,0,641,638,0,3,0,621,20,1800,1159,264,38,169,10,3,137
3,ARGEŞ,"LICEUL TEHNOLOGIC ”DACIA” (FOST GRUP ŞCOLAR INDUSTRIAL CONSTRUCŢII MAŞINI)",16,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:39:28",1431,1417,5,9,0,646,637,0,9,0,621,25,1584,938,237,36,189,11,13,135
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINIO”",33,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:28:52",1819,1810,0,8,1,818,809,0,8,1,796,22,2000,1182,291,87,244,13,23,138
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINIO”",32,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:05:49",1702,1694,0,8,0,666,658,0,8,0,648,18,2000,1334,248,53,194,10,12,131
3,ARGEŞ,"LICEUL TEORETIC ” ION CANTACUZINO”",34,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:49:22",1636,1631,0,5,0,598,593,0,5,0,578,20,1776,1178,235,46,194,12,17,74
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINO” (INTRAREA D)",35,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:55:50",1570,1557,2,7,4,661,649,1,7,4,649,12,1700,1039,273,53,177,8,12,126
3,ARGEŞ,"SC APĂ CANAL 2000 SA",30,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:30:09",2065,2053,3,9,0,799,790,0,9,0,779,19,2300,1502,269,78,283,17,15,117
3,ARGEŞ,"SC APĂ CANAL 2000 SA",29,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:45:58",1832,1822,1,9,0,752,743,0,9,0,728,22,2000,1250,263,60,237,11,13,144
3,ARGEŞ,"S.C. LISA DRAXLMAIER S.A.",31,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:57:32",1713,1701,3,9,0,700,691,0,9,0,689,10,1900,1177,242,60,216,6,23,142
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU” (FOSTĂ ŞCOALA NR. 15 )",28,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-11 12:38:23",1657,1648,1,8,0,644,636,0,8,0,635,9,1900,1256,230,68,221,6,13,97
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU” (FOSTĂ ŞCOALA NR. 15 )",27,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:19:49",1603,1598,0,5,0,601,596,0,5,0,584,17,1800,1199,198,69,191,11,22,93
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU DAVILA” (FOSTĂ ŞCOALĂ NR.14)",41,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:57:04",1728,1722,3,3,0,733,730,0,3,0,710,20,1900,1170,256,63,233,6,16,136
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU DAVILA” (INTRAREA B) (FOSTA ŞCOALĂ NR.14)",21,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:11:45",1069,1058,4,7,0,417,410,0,7,0,408,9,1200,783,155,33,133,6,6,75
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”I. L. CARAGIALE” (FOSTĂ ŞCOALĂ NR.16)",85,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:51:46",1470,1459,0,10,1,568,557,0,10,1,552,16,1600,1032,234,54,136,2,8,118
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”I. L. CARAGIALE” (FOSTĂ ŞCOALĂ NR.16)",86,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:24",1616,1609,1,6,0,641,635,0,6,0,628,13,1800,1159,229,36,189,8,17,149
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”I. L. CARAGIALE” (FOSTĂ ŞCOALĂ NR.16)",87,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:48:30",1527,1517,0,10,0,666,656,0,10,0,652,14,1700,1034,267,42,173,10,14,146
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ION MINULESCU” (FOSTA ŞCOALĂ NR.2)",75,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:06:34",1300,1293,0,6,1,495,488,0,6,1,481,13,1600,1106,170,38,152,32,13,76
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ION MINULESCU” (FOSTA ŞCOALĂ NR.2)",76,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:47:06",1524,1515,2,7,0,666,659,0,7,0,635,31,1700,31,297,54,151,12,21,100
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ION PILLAT” ( FOSTĂ ŞCOALĂ NR.3)",3,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:51:25",1030,1010,8,12,0,419,407,0,12,0,394,13,1200,781,154,24,132,7,5,72
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MARIN PREDA” (FOSTA ŞCOALĂ NR.10)",43,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:27:50",1329,1324,2,3,0,578,575,0,3,0,567,11,1500,922,211,41,206,7,8,94
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MARIN PREDA” (FOSTA ŞCOALĂ NR.10)",42,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:51",1696,1674,15,7,0,724,717,0,7,0,701,23,1800,1076,336,31,172,9,17,136
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MARIN PREDA” (FOSTA ŞCOALĂ NR.10)",44,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:20:09",1526,1506,5,14,1,679,664,0,14,1,659,20,1700,1021,244,62,187,12,21,133
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MATEI BASARAB” ( FOSTA ŞCOALA NR. 19)",37,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:12:41",2186,2155,18,13,0,1007,994,0,13,0,990,17,2300,1293,356,80,321,14,17,202
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MATEI BASARAB” ( FOSTA ŞCOALA NR. 19)",36,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:34:08",1907,1899,5,3,0,780,777,0,3,0,759,20,2000,1221,294,63,245,10,15,132
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „MATEI BASARAB” (FOSTA ŞCOALĂ NR.19)",38,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:15:51",1770,1760,6,4,0,752,748,0,4,0,735,17,1900,1148,276,50,231,4,11,163
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” (FOSTA ŞCOALA NR.11)",69,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:59:36",1342,1337,0,5,0,522,517,0,5,0,510,12,1500,978,220,39,153,9,17,72
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” (FOSTA ŞCOALA NR.11)",68,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:08:52",1433,1430,0,3,0,568,565,0,3,0,554,0,1600,1013,205,45,189,8,7,100
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",13,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:03:03",1653,1644,0,9,0,706,697,0,9,0,687,19,1800,1094,295,46,222,10,10,104
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",11,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:26:35",1710,1700,1,9,0,670,661,0,9,0,656,14,1900,1230,276,46,179,7,26,122
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",10,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:55:49",1732,1721,2,9,0,749,740,0,9,0,726,14,1900,1160,252,48,255,15,20,136
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",12,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:03:32",1846,1840,1,5,0,717,712,0,5,0,704,13,2000,1283,278,56,230,7,15,118
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” MIRCEA ELIADE” ( FOSTĂ ŞCOALĂ NR.18)",57,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:22:11",1583,1575,0,8,0,588,580,0,8,0,572,15,1700,1112,272,32,146,12,7,103
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” MIRCEA ELIADE” ( FOSTĂ ŞCOALĂ NR.18)",58,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:10:23",1517,1512,0,5,0,606,601,0,5,0,590,16,1700,1094,248,54,183,5,9,91
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",8,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:31:54",1722,1712,7,3,0,700,697,0,3,0,673,27,1900,1200,270,73,175,8,20,127
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",7,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:29:16",1569,1561,1,7,0,570,563,0,7,0,552,18,1700,1130,208,69,170,11,12,82
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",6,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:47",1679,1674,1,4,0,585,581,0,4,0,569,16,1900,1315,237,42,156,11,11,112
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",5,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:59:22",1623,1619,0,4,0,628,624,0,4,0,617,11,1700,1065,235,52,185,11,19,115
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",24,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:32:20",1613,1608,0,4,1,639,634,0,4,1,616,23,1800,1161,245,47,210,15,11,88
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",22,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:16",1649,1645,1,3,0,660,657,0,3,0,641,19,1900,1240,244,60,211,6,10,110
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",23,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:19:28",1531,1522,3,6,0,490,484,0,6,0,479,11,1700,1210,183,71,113,6,24,82
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",25,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:01:43",1768,1742,20,6,0,707,701,0,6,0,694,13,1900,1193,261,47,236,9,15,126
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”(FOSTĂ ŞCOALĂ NR.5)",52,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:02:08",1310,1306,0,4,0,536,532,0,4,0,511,25,1500,964,186,34,162,9,9,111
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”(FOSTĂ ŞCOALĂ NR.5)",53,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:48:34",1004,995,1,8,0,423,414,1,8,0,390,24,1200,786,165,28,120,2,4,71
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE SIMONIDE” (FOSTĂ ŞCOALĂ NR.1)",47,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 16:37:10",998,991,0,7,0,443,436,0,7,0,443,0,1200,757,183,17,135,8,5,95
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE SIMONIDE” (FOSTĂ ŞCOALĂ NR.1)",48,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:26:28",1484,1467,12,5,0,612,607,0,5,0,602,10,1600,988,227,37,190,8,14,126
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE SIMONIDE” (FOSTĂ ŞCOALĂ NR.1)",49,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:52",855,847,3,5,0,390,385,0,5,0,382,8,1000,610,148,18,110,7,10,89
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE SIMONIDE”, (FOSTA ŞCOALĂ NR.1), (INTRAREA D)",51,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:56:31",1597,1584,8,5,0,622,617,0,5,0,609,13,1700,1078,243,55,167,11,8,125
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TRAIAN” ( FOSTĂ ŞCOALĂ NR.4)",89,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:55:10",1616,1611,0,5,0,705,700,0,5,0,693,12,1700,995,289,62,206,14,7,115
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TRAIAN” ( FOSTĂ ŞCOALĂ NR.4)",88,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 12:43:02",1287,1284,0,3,0,593,590,0,3,0,570,23,1376,783,229,34,190,10,15,92
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",60,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:11:56",1695,1693,0,2,0,704,702,0,2,0,676,28,1900,1192,290,50,181,9,15,131
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",59,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:06:54",1597,1591,1,5,0,578,573,0,5,0,564,14,1700,1122,252,50,156,7,5,94
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",62,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:12:54",1620,1614,1,5,0,626,621,0,5,0,612,14,1900,1274,261,50,169,4,14,114
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",61,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:11:07",2091,2080,6,5,0,884,879,0,5,0,860,24,2300,1416,352,63,261,12,18,154
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR MUŞATESCU” (FOSTA ŞCOALA NR. 17) (INTRAREA A)",79,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:43:24",1227,1220,1,6,0,412,406,0,6,0,402,10,1400,988,155,38,117,9,7,76
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „TUDOR MUŞATESCU” (FOSTĂ ŞCOALĂ NR.17) (INTRAREA B)",80,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:52:31",1237,1231,1,5,0,409,404,0,5,0,397,12,1400,963,165,45,107,7,8,65
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR VLADIMIRESCU” ( FOSTĂ ŞCOALĂ NR.20)",56,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:27:17",1609,1604,2,3,0,694,691,0,3,0,667,27,1700,1006,274,64,179,10,13,127
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” ( FOSTĂ ŞCOALĂ NR.20)",55,"MUNICIPIUL PITEŞTI",13169,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:01",1473,1466,0,7,0,623,616,0,7,0,598,20,1700,1077,264,41,170,3,9,111
