county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","MURĂRESCU ALEXANDRA MIHAELA-voturi","MURĂRESCU ALEXANDRA MIHAELA-mandate-faza-1","MURĂRESCU ALEXANDRA MIHAELA-mandate-faza-2","SÁRKÖZI MIHAI-voturi","SÁRKÖZI MIHAI-mandate-faza-1","SÁRKÖZI MIHAI-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-1","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","UNIUNEA SÂRBILOR DIN ROMÂNIA-voturi","UNIUNEA SÂRBILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA SÂRBILOR DIN ROMÂNIA-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","KISS ILDIKO-voturi","KISS ILDIKO-mandate-faza-1","KISS ILDIKO-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-2","ŞODINCA CIPRIAN-voturi","ŞODINCA CIPRIAN-mandate-faza-1","ŞODINCA CIPRIAN-mandate-faza-2","UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA-voturi","UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-mandate-faza-2","MOGOŞ RADU-NICU-voturi","MOGOŞ RADU-NICU-mandate-faza-1","MOGOŞ RADU-NICU-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","GHERASIM ALIN-DUMITRU-voturi","GHERASIM ALIN-DUMITRU-mandate-faza-1","GHERASIM ALIN-DUMITRU-mandate-faza-2","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-faza-2","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-g8","UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA-voturi","UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA-mandate-faza-1","UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA-mandate-faza-2","STEOP DAVID-voturi","STEOP DAVID-mandate-faza-1","STEOP DAVID-mandate-faza-2"
2,ARAD,MACEA,11398,1,FINAL,UAT,CL,CL_CE,"2024-06-11 01:09:38",5941,5863,22,32,24,2431,2372,3,32,24,2326,105,6552,4121,116,162,186,152,1475,9,1,440,2,1,372,2,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,MIŞCA,11423,2,FINAL,UAT,CL,CL_CE,"2024-06-27 18:51:17",2948,2857,7,37,47,1851,1766,1,37,47,1747,104,3141,1290,87,122,139,134,311,2,0,298,2,0,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,MONEASA,11478,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:39:14",904,741,4,126,33,706,545,2,126,33,691,14,810,104,34,48,55,76,351,4,1,231,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,"MUNICIPIUL ARAD",9262,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:08:58",143139,140612,1237,1040,250,54414,53112,23,1030,249,52764,1588,157630,103258,2638,3693,4221,2005,12000,5,1,11369,5,1,7352,3,1,10605,5,0,2222,0,0,0,0,0,0,0,0,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4810,2,0,972,0,0,0,0,0,0,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,OLARI,11502,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:34:31",1589,1532,1,21,35,946,889,1,21,35,900,46,1731,785,45,63,72,81,523,6,0,200,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,"ORAŞ CHIŞINEU-CRIŞ",9459,1,FINAL,UAT,CL,CL_CE,"2024-06-11 15:15:09",6756,6583,16,85,72,4448,4295,2,81,70,4232,170,7280,2846,211,296,338,260,1101,4,0,839,3,0,232,0,1,292,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,4,1,444,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,"ORAŞ CURTICI",9495,2,FINAL,UAT,CL,CL_CE,"2024-06-27 17:32:15",7084,7059,6,11,8,2724,2705,0,11,8,2598,123,7791,5070,129,181,207,173,1439,8,0,321,1,1,282,1,1,387,2,0,169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,"ORAŞ INEU",9538,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:31:19",7691,7596,13,62,20,4392,4306,4,62,20,4242,134,8411,4035,212,296,339,268,2652,9,1,982,3,1,391,1,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,"ORAŞ LIPOVA",9574,3,FINAL,UAT,CL,CL_CE,"2024-06-27 17:08:11",9063,8925,30,76,32,4686,4577,1,76,32,4538,148,10142,5456,226,317,363,266,1691,6,0,1837,6,1,643,2,1,367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,"ORAŞ NĂDLAC",9627,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:27:31",6423,6297,15,29,82,3334,3220,3,29,82,3234,100,7058,3724,161,226,258,209,1028,4,1,1115,5,0,191,0,1,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,"ORAŞ PÂNCOTA",9654,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:25:10",6543,6393,15,62,73,3222,3086,1,62,73,3098,124,7072,3850,154,216,247,204,667,3,0,2121,10,1,273,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,"ORAŞ PECICA",11584,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:15:59",11529,11354,34,85,56,5556,5411,6,84,55,5348,208,12621,7063,267,374,427,303,2130,7,0,347,1,0,1789,5,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,"ORAŞ SÂNTANA",12091,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:25:01",12698,12597,14,59,28,4617,4527,3,59,28,4423,181,13943,9339,221,309,353,260,2315,8,1,842,3,0,1039,3,1,0,0,0,0,0,0,0,0,0,0,0,0,227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,"ORAŞ SEBIŞ",9690,1,FINAL,UAT,CL,CL_CE,"2024-06-10 19:49:48",5231,5109,4,76,42,2610,2491,1,76,42,2506,104,5640,3030,125,175,200,167,1416,8,0,774,4,1,316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,PĂULIŞ,11539,1,FINAL,UAT,CL,CL_CE,"2024-06-10 21:06:16",3697,3591,26,44,36,2195,2111,4,44,36,2103,92,4022,1827,105,147,168,158,835,5,0,175,1,0,1050,6,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,"PEREGU MARE",11637,2,FINAL,UAT,CL,CL_CE,"2024-06-13 20:12:13",1517,1478,2,9,28,871,833,1,9,28,843,28,1643,772,42,59,67,74,230,3,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,PETRIŞ,11664,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:30:42",1182,1087,8,64,23,811,720,4,64,23,773,37,1212,402,38,54,61,83,344,4,0,244,2,1,52,0,0,0,0,0,0,0,0,58,0,1,55,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,PILU,11735,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:49:48",1790,1702,5,43,40,1302,1218,1,43,40,1261,41,1862,560,63,88,100,112,537,4,1,543,4,1,67,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,PLEŞCUŢA,11762,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:54:04",945,886,3,36,20,708,650,3,35,20,684,23,977,270,34,47,54,73,380,5,0,171,2,0,62,0,1,0,0,0,0,0,0,44,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,ŞAGU,12144,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:37:33",3511,3380,7,50,74,1938,1813,1,50,74,1885,53,3760,1822,94,131,150,145,1244,8,1,206,1,0,207,1,0,228,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,SĂVÂRŞIN,11842,1,FINAL,UAT,CL,CL_CE,"2024-06-10 19:21:01",2389,2249,3,59,78,1551,1415,0,59,77,1500,51,2556,1005,75,105,120,131,804,6,0,284,2,0,357,2,1,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,SECUSIGIU,11940,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:15:35",4803,4729,6,45,23,2607,2537,2,45,23,2488,119,5261,2654,124,174,199,163,902,5,1,1040,6,1,222,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,ŞEITIN,12206,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:57:50",2520,2463,11,17,29,1517,1469,2,17,29,1443,74,2713,1196,72,101,115,109,621,5,1,664,6,0,134,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,SELEUŞ,11995,1,FINAL,UAT,CL,CL_CE,"2024-06-10 18:08:08",2385,2276,2,23,84,1686,1582,0,23,81,1653,33,2596,910,82,115,132,150,1046,6,1,257,1,1,350,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,SEMLAC,12037,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:25:38",3397,3346,15,11,25,1575,1538,1,11,25,1468,107,3722,2147,73,102,117,103,966,9,0,217,2,0,164,1,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,ŞEPREUŞ,12224,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:32:50",2215,2150,0,18,47,1256,1191,0,18,47,1183,73,2425,1169,59,82,94,107,400,3,1,185,1,1,419,3,1,0,0,0,0,0,0,0,0,0,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,ŞICULA,12242,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:34:09",3425,3301,6,34,84,2437,2319,0,34,84,2292,89,3724,1336,114,160,183,173,827,4,1,644,3,1,614,3,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,ŞILINDIA,12288,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:06:52",780,624,1,118,37,601,446,0,118,37,588,13,737,136,29,41,47,64,305,4,1,278,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,ŞIMAND,12340,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:02:01",3534,3405,7,20,102,2083,1961,0,20,102,1983,100,3741,1658,99,138,158,149,873,5,1,341,2,0,394,2,1,0,0,0,0,0,0,0,0,0,40,0,0,172,1,0,0,0,0,0,0,0,0,0,0,163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,"SINTEA MARE",12055,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:49:52",2977,2905,7,15,50,1835,1768,2,15,50,1721,114,3267,1432,86,120,137,132,614,4,1,572,4,0,0,0,0,0,0,0,192,1,0,0,0,0,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,ŞIRIA,12368,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:27:48",7178,7051,13,28,86,2913,2799,0,28,86,2758,155,7867,4954,137,193,220,176,2317,13,0,332,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,ŞIŞTAROVĂŢ,12402,2,FINAL,UAT,CL,CL_CE,"2024-06-13 19:13:05",382,329,5,44,4,283,232,3,44,4,278,5,365,82,13,19,22,30,105,3,1,101,3,0,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,SOCODOR,12126,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:40:04",1977,1832,0,51,94,1365,1220,0,51,94,1298,67,2034,669,64,90,103,116,924,7,1,245,2,0,116,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,ŞOFRONEA,9360,1,FINAL,UAT,CL,CL_CE,"2024-06-10 21:50:10",2643,2570,9,26,38,1584,1519,1,26,38,1551,31,2812,1228,77,108,124,115,469,4,0,96,0,1,366,3,0,0,0,0,29,0,0,0,0,0,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,TÂRNOVA,12509,1,FINAL,UAT,CL,CL_CE,"2024-06-11 00:07:15",5266,4880,11,230,145,3447,3070,2,230,145,3347,100,5366,1919,167,234,267,220,1018,4,1,1872,8,0,204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,1,0,0,0,0,0,0
2,ARAD,TAUŢ,12457,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:29:42",1377,1222,2,80,73,1062,909,0,80,73,979,34,1390,377,48,68,78,107,374,3,0,192,1,1,399,3,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,USUSĂU,10765,1,FINAL,UAT,CL,CL_CE,"2024-06-10 17:44:07",1099,1043,2,40,14,804,749,1,40,14,764,40,1193,389,38,53,61,82,398,4,1,156,1,1,101,1,0,0,0,0,20,0,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,"VĂRĂDIA DE MUREŞ",12572,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:36:55",1380,1234,1,77,68,947,805,0,75,67,920,27,1461,514,46,64,73,83,264,3,0,302,3,0,244,2,1,0,0,0,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARAD,VÂRFURILE,12689,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:08:18",2101,2017,11,20,53,1377,1301,3,20,53,1351,26,2275,898,67,94,108,117,425,3,1,484,4,0,297,2,0,0,0,0,0,0,0,89,0,1,17,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
