precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA CROAȚILOR DIN ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”DECEBAL”",84,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:50:17",1263,1253,0,10,0,451,441,0,10,0,424,27,1383,932,60,123,168,3,9,26,35
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”DECEBAL”",85,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:02",1265,1259,0,6,0,395,389,0,6,0,371,24,1390,995,67,108,146,1,4,24,21
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC „IOSIF CORIOLAN BURACU” PRIGOR",299,PRIGOR,53577,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:19",776,739,0,20,17,593,556,0,20,17,522,37,811,252,63,165,252,4,3,12,23
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ” MIHAI NOVAC” ORAVIŢA",135,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:09",1143,1128,1,9,5,456,442,0,9,5,430,26,1146,688,57,94,195,8,2,42,32
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”NICOLAE STOICA DE HATEG”",277,MEHADIA,53274,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:28:57",913,863,2,30,18,530,484,0,30,16,502,28,949,419,70,120,273,0,2,21,16
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”NICOLAE STOICA DE HATEG”",276,MEHADIA,53274,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:05",1305,1207,4,58,36,880,784,2,58,36,832,48,1324,444,0,307,495,2,3,12,13
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”SF. DIMITRIE” TEREGOVA",337,TEREGOVA,54270,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:02",1124,1055,0,22,47,757,688,0,22,47,726,31,1164,407,107,192,410,5,1,9,2
11,CARAŞ-SEVERIN,"LICEUL TEOLOGIC BAPTIST",47,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:56",995,988,0,6,1,353,346,0,6,1,340,13,1091,738,37,178,76,10,2,11,26
11,CARAŞ-SEVERIN,"LICEUL TEOLOGIC BAPTIST",48,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:39",803,794,0,9,0,244,235,0,9,0,230,14,877,633,17,127,53,0,2,10,21
11,CARAŞ-SEVERIN,"LICEUL TEOLOGIC BAPTIST",45,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:35",1259,1251,0,7,1,436,428,0,7,1,421,15,1201,765,36,228,97,7,5,18,30
11,CARAŞ-SEVERIN,"LICEUL TEOLOGIC BAPTIST",46,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:53",1093,1086,2,5,0,376,371,0,5,0,363,13,1199,823,30,189,93,1,2,45,3
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”DIACONOVICI TIETZ” - ȘCOALA CU CLS I-IV",68,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:20:35",408,401,0,7,0,88,81,0,7,0,86,2,441,353,15,39,22,0,1,6,3
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”EFTIMIE MURGU” BOZOVICI",180,BOZOVICI,51573,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:11",710,652,1,5,52,387,329,1,5,52,370,17,725,338,39,53,257,2,1,7,11
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”GENERAL DRAGALINA”",133,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:54",798,790,2,6,0,343,337,0,6,0,323,20,874,531,39,107,114,4,5,27,27
11,CARAŞ-SEVERIN,"LICEUL TEORETIC TATA OANCEA",113,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:31",819,803,0,11,5,343,327,0,11,5,319,13,885,553,33,90,170,2,1,14,9
11,CARAŞ-SEVERIN,"LICEUL TEORETIC TATA OANCEA",112,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:45",1074,1058,0,11,5,428,412,0,11,5,416,12,1165,737,42,110,216,1,2,24,21
11,CARAŞ-SEVERIN,"LICEUL TEORETIC TATA OANCEA",114,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:37",1236,1205,1,11,19,507,476,1,11,19,476,26,1327,819,43,183,203,4,2,27,14
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”TRAIAN VUIA”",36,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:12",975,970,1,4,0,313,309,0,4,0,309,4,1067,754,27,184,69,1,0,12,16
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”TRAIAN VUIA”",33,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:03",883,876,1,6,0,236,230,0,6,0,217,19,967,731,40,92,49,2,3,5,26
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”TRAIAN VUIA”",32,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:08",1188,1180,1,7,0,262,255,0,7,0,256,6,1310,1048,44,106,63,2,2,24,15
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”TRAIAN VUIA”",37,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:40",821,814,0,7,0,171,164,0,7,0,158,13,910,739,29,74,21,3,4,11,16
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”TRAIAN VUIA”",35,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:31",1028,1019,3,6,0,340,334,0,6,0,331,9,1123,783,27,183,79,8,3,5,26
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”TRAIAN VUIA”",34,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:39",1322,1315,0,7,0,392,385,0,7,0,370,22,1449,1057,28,191,78,4,3,23,43
11,CARAŞ-SEVERIN,"OCOLUL SILVIC",361,ZĂVOI,54617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:53:34",87,66,2,19,0,60,39,2,19,0,56,4,75,15,4,39,12,0,0,0,1
11,CARAŞ-SEVERIN,"OCOLUL SILVIC ”BANATUL MONTAN” REGIE AUTONOMĂ",3,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:58",1055,1045,0,10,0,293,283,0,10,0,280,13,1153,860,37,138,66,4,2,13,20
11,CARAŞ-SEVERIN,"OFICIUL PRIMĂRIEI RUSCA",338,TEREGOVA,54270,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:03",999,936,0,10,53,675,612,0,10,53,647,28,1033,358,66,167,384,3,3,14,10
11,CARAŞ-SEVERIN,"PRIMĂRIA VECHE",282,NAIDĂŞ,53345,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:04",725,650,0,45,30,514,439,0,45,30,476,38,706,192,54,86,229,1,6,17,83
11,CARAŞ-SEVERIN,"PROTOPOPIAT ORTODOX ROMÂN",103,"ORAŞ BĂILE HERCULANE",50923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:21",216,203,0,11,2,131,118,0,11,2,126,5,223,92,15,42,57,0,0,4,8
11,CARAŞ-SEVERIN,"SALA DE SPORT",353,VERMEŞ,54537,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:18",801,742,0,31,28,615,556,0,31,28,577,38,816,201,39,283,218,7,1,15,14
11,CARAŞ-SEVERIN,"ŞCOALA CU CLASELE I - IV",186,BUCHIN,51699,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:12:09",812,783,3,12,14,410,384,0,12,14,382,27,856,447,43,116,175,3,0,17,28
11,CARAŞ-SEVERIN,"ŞCOALA CU CLASELE I - IV",184,BREBU,51626,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:03",275,170,0,83,22,218,113,0,83,22,202,16,364,146,29,88,68,2,5,10,0
11,CARAŞ-SEVERIN,"ŞCOALA CU CLASELE I - IV",256,GORUIA,52954,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:08",163,125,0,34,4,118,80,0,34,4,109,9,169,51,13,28,63,1,0,3,1
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ",279,MEHADIA,53274,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:09",686,618,0,39,29,447,379,0,39,29,429,18,677,230,61,183,149,0,0,10,26
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ",280,MEHADIA,53274,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:15:28",590,527,0,41,22,409,346,0,41,22,398,11,579,170,56,102,224,0,0,7,9
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ",278,MEHADIA,53274,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:25",202,189,0,10,3,137,124,0,10,3,132,5,209,72,21,37,63,0,0,3,8
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ",303,PRIGOR,53577,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:45",136,129,0,3,4,95,88,0,3,4,86,9,142,47,16,32,30,1,1,3,3
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ CL. I-IV INELEȚ",226,CORNEREVA,52160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:33:57",66,62,0,4,0,40,36,0,4,0,38,2,77,37,0,8,30,0,0,0,0
11,CARAŞ-SEVERIN,"ȘCOALA GENERALĂ CU CLASELE I-IV CIUTA",285,OBREJA,53372,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:11:04",304,291,0,11,2,193,180,0,11,2,185,8,320,127,19,43,82,0,0,3,38
11,CARAŞ-SEVERIN,"ȘCOALA GENERALĂ CU CLASELE I-IV IAZ",286,OBREJA,53372,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:59",644,602,2,31,9,428,388,0,31,9,410,18,673,245,112,119,154,0,0,11,14
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ RUGINOSU",216,COPĂCELE,52062,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:28:11",99,90,0,6,3,74,65,0,6,3,73,1,120,46,24,12,32,0,0,4,1
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA",235,DOGNECEA,52696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:14:46",621,590,1,12,18,331,301,0,12,18,329,2,659,328,4,8,309,5,0,3,0
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ",206,CIUDANOVIŢA,52035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:50",385,364,0,17,4,246,225,0,17,4,230,16,378,132,14,48,135,0,1,17,15
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”ATANASIE COJOCARU” POJEJENA",294,POJEJENA,53513,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:23",923,862,1,14,46,508,447,1,14,46,487,21,953,445,57,126,283,3,2,10,6
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ BĂNIA",161,BĂNIA,51305,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:54:37",957,874,0,53,30,754,671,0,53,30,704,50,997,243,59,99,405,104,5,13,19
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ BERLIŞTE",166,BERLIŞTE,51387,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:41",299,285,0,11,3,175,161,0,11,3,162,13,305,130,12,14,117,1,0,2,16
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ BIGĂR",171,BERZASCA,51449,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:16:52",179,167,2,8,2,58,48,0,8,2,52,6,185,127,2,13,33,1,0,1,2
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ CĂRBUNARI",197,CĂRBUNARI,51840,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:00",526,454,0,54,18,408,336,0,54,18,387,21,563,155,86,87,171,8,2,12,21
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA CICLOVA ROMANA",199,"CICLOVA ROMÂNĂ",51948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:01",986,941,2,17,26,591,547,1,17,26,566,24,1034,444,55,355,110,5,0,22,19
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ CLOCOTICI",270,LUPAC,53167,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:30",439,408,2,25,4,408,378,1,25,4,361,43,750,342,23,139,40,83,1,20,55
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ COPĂCELE",214,COPĂCELE,52062,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:56",319,277,0,32,10,198,156,0,32,10,183,15,346,148,31,38,98,0,0,3,13
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ CORNUȚEL",290,PĂLTINIŞ,53425,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:29",1025,892,1,106,26,690,557,1,106,26,646,44,1037,347,60,71,467,3,2,28,15
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ CORONINI",227,CORONINI,53489,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:46:31",1182,1141,0,27,14,890,849,0,27,14,858,32,1257,367,35,17,229,464,37,21,55
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ CUPTOARE",220,CORNEA,52115,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:06",507,475,0,14,18,369,337,0,14,18,331,38,520,151,63,152,85,1,1,23,6
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ DELINEȘTI",291,PĂLTINIŞ,53425,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:00",405,349,0,46,10,292,236,0,46,10,286,6,468,176,17,163,94,1,1,8,2
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ FÂRLIUG",242,FÂRLIUG,52785,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:00:06",780,611,0,111,58,584,415,0,111,58,499,24,672,91,41,260,168,1,0,13,16
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ GRUNI",225,CORNEREVA,52160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:07:06",838,801,0,6,31,533,496,0,6,31,499,34,891,358,15,109,352,0,1,6,16
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ LUPAC",269,LUPAC,53167,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:02",737,709,0,23,5,459,431,0,23,5,417,42,787,328,38,57,246,51,2,20,3
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ MACIOVA",209,"CONSTANTIN DAICOVICIU",51877,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:31:54",421,394,1,18,8,246,220,0,18,8,229,17,434,188,23,45,150,2,1,3,5
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ „MARIUS ȘANDRU”, REȘIȚA",13,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:17",934,930,0,4,0,362,358,0,4,0,355,7,1026,664,36,182,71,2,5,8,51
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ MĂURENI",274,MĂURENI,53247,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:04",1584,1542,5,3,34,817,779,1,3,34,790,27,1702,885,78,85,558,2,4,46,17
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ MEHADICA",281,MEHADICA,53327,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:03:40",466,385,0,53,28,466,385,0,53,28,400,50,580,130,46,163,150,3,0,21,17
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA ”MIHAI NOVAC” SASCA MONTANA",313,"SASCA MONTANĂ",53791,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:15",447,367,1,61,18,273,193,1,61,18,266,7,449,175,16,98,125,0,1,2,24
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ ”MIHAI PEIA”",25,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:01",730,730,0,0,0,259,259,0,0,0,255,4,804,545,15,140,65,7,0,6,22
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ ”MIHAI PEIA”",26,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:44",862,847,2,9,4,295,282,0,9,4,277,18,959,664,27,137,65,4,4,13,27
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ ”MIHAI PEIA”",24,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:32",837,823,2,11,1,344,332,0,11,1,325,7,908,576,26,182,66,5,3,12,31
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1",90,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:07",968,958,0,5,5,410,400,0,5,5,387,23,1056,646,66,174,108,0,7,22,10
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1",119,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:22",1203,1185,1,9,8,488,472,0,9,7,458,23,1308,827,55,157,207,5,3,13,18
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR.1",110,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:24:28",1357,1319,3,9,26,500,464,1,9,26,478,22,1453,953,43,190,210,6,2,17,10
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 12",63,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:08",1048,1044,0,4,0,306,302,0,4,0,298,8,1148,842,42,153,70,2,1,13,17
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 12",62,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:48",1205,1199,0,6,0,427,421,0,6,0,414,13,1200,773,40,224,97,4,1,14,34
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 12",61,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:43",1146,1124,1,8,13,408,387,0,8,13,400,8,1241,833,32,220,92,5,3,13,35
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 12",64,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:39",931,925,0,6,0,319,313,0,6,0,306,13,1024,705,39,129,108,3,3,4,20
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 (BETON)",4,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:40",598,588,3,7,0,210,203,0,7,0,205,5,651,441,19,122,38,5,3,3,15
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 (BETON)",5,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:10",1010,1004,1,5,0,295,290,0,5,0,284,11,1112,817,36,148,65,1,3,14,17
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 BOCŞA",108,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:07",1331,1312,4,10,5,552,537,0,10,5,501,36,1451,914,34,178,239,5,3,26,16
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 BOCŞA",109,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:47",1090,1072,1,9,8,460,446,0,9,5,441,15,1184,728,39,166,188,2,2,28,16
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 BOCŞA - SALA DE SPORT",111,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:45",1313,1298,1,1,13,569,554,1,1,13,532,37,1431,862,55,208,225,2,3,25,14
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 (CASA MUNCITOREASCĂ)",7,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:00:03",997,988,2,7,0,213,206,0,7,0,200,13,1094,881,33,90,47,2,1,10,17
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 (CASA MUNCITOREASCĂ)",6,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:30",1387,1383,0,4,0,453,449,0,4,0,440,13,1528,1075,50,239,91,4,3,14,39
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ NR.1 CELNIC ( FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL NR. 2 ORAȘUL NOU)",96,"ORAŞ ANINA",50889,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:46",605,595,0,9,1,200,190,0,9,1,192,8,658,458,27,64,76,1,3,12,9
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR.1 OȚELU ROȘU - SALA DE SPORT",153,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:04",336,327,0,8,1,137,128,0,8,1,132,4,361,224,13,27,74,0,0,3,15
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",12,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:51",1110,1104,1,4,1,458,453,0,4,1,445,8,1220,762,30,240,118,5,3,18,31
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",82,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:14",1359,1348,1,10,0,543,533,0,10,0,516,26,1487,945,69,167,200,3,9,31,37
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",11,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:52",1177,1156,5,6,10,480,464,0,6,10,466,14,1205,725,34,267,121,2,4,8,30
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",10,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:52:35",1045,1033,8,4,0,361,356,1,4,0,334,24,1141,780,44,159,92,4,1,9,25
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",83,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:06",993,981,2,10,0,430,420,0,10,0,404,26,1084,654,47,104,178,2,7,25,41
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2 BOCŞA",116,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:30:22",1355,1338,0,9,8,632,615,0,9,8,552,80,1473,841,30,302,203,4,1,8,4
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ NR.2 STEIERDORF",100,"ORAŞ ANINA",50889,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:29:16",1080,1053,3,11,13,436,410,2,11,13,402,34,1053,617,56,171,129,3,7,21,15
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ NR.3 BRĂDET",102,"ORAŞ ANINA",50889,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:47",311,306,0,4,1,130,125,0,4,1,122,8,339,209,10,78,31,0,0,2,1
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ NR. 3 ORAVIŢA",132,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:20",976,965,0,8,3,410,399,0,8,3,394,16,1016,606,63,120,140,6,7,31,27
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 5",1,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:44:13",1262,1229,1,26,6,395,363,0,26,6,348,15,1356,993,44,180,81,3,2,18,20
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR.5",2,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:24",553,544,1,8,0,167,159,0,8,0,164,3,620,453,17,73,60,1,0,4,9
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP A",52,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:49",972,963,2,7,0,308,301,0,7,0,300,8,1064,756,22,170,75,0,3,8,22
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP A",49,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:47",1224,1216,0,8,0,433,425,0,8,0,420,11,1210,779,48,239,89,8,1,15,20
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP A",50,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:55",1026,1020,0,6,0,290,284,0,6,0,280,10,1132,842,18,158,57,3,2,19,23
