precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA CROAȚILOR DIN ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",236,DOGNECEA,52696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:24:59",90,74,0,4,12,64,48,0,4,12,61,3,80,16,1,9,50,0,0,0,1
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",316,"SASCA MONTANĂ",53791,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:14",294,266,0,17,11,226,198,0,17,11,215,11,319,91,22,108,74,1,0,3,7
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",239,"EFTIMIE MURGU",53700,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:41",1287,1222,2,14,49,915,852,0,14,49,874,41,1342,427,138,520,135,10,3,25,43
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",185,"BREBU NOU",51662,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:19",518,333,7,176,2,341,163,0,176,2,329,12,554,213,18,133,137,2,1,2,36
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",292,PĂLTINIŞ,53425,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:27",83,55,0,27,1,62,34,0,27,1,59,3,113,51,2,33,23,0,0,0,1
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",207,CIUDANOVIŢA,52035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:54:04",111,87,0,21,3,92,69,0,20,3,91,1,102,10,1,18,72,0,0,0,0
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",253,GLIMBOCA,52936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:19:07",1615,1511,10,36,58,934,866,1,9,58,894,25,1678,759,68,479,258,3,3,38,45
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",107,"ORAŞ BĂILE HERCULANE",50923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:13",494,474,3,14,3,312,294,1,14,3,298,14,527,215,32,96,135,1,1,17,16
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",238,DOMAŞNEA,52721,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:24",343,299,0,21,23,266,222,0,21,23,249,17,330,64,125,50,55,0,1,8,10
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",283,NAIDĂŞ,53345,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:25",231,192,2,17,20,176,139,0,17,20,166,7,206,33,10,24,85,2,0,4,41
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",314,"SASCA MONTANĂ",53791,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:47:45",110,90,0,18,2,85,67,0,18,0,82,3,131,46,5,32,42,0,0,3,0
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",237,DOMAŞNEA,52721,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:40",831,702,1,83,45,634,506,0,83,45,606,28,822,188,47,304,222,1,0,15,17
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL APADIA",183,BREBU,51626,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:15",256,188,0,54,14,201,133,0,54,14,184,17,220,19,13,105,59,0,1,0,6
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ARMENIȘ",157,ARMENIŞ,51243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:16:09",1108,1052,0,41,15,815,759,0,41,15,785,30,1158,343,88,288,378,1,2,15,13
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL BĂUȚARUL DE JOS",163,BĂUŢAR,51332,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:20",676,629,0,29,18,461,414,0,29,18,446,15,696,235,65,171,171,1,0,26,12
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL BELOBREȘCA",295,POJEJENA,53513,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:30",513,465,4,8,36,289,241,4,8,36,269,20,513,224,45,46,157,4,3,10,4
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL BOGÂLTIN",222,CORNEREVA,52160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:35",304,286,0,9,9,185,167,0,9,9,176,9,320,135,9,36,115,4,0,2,10
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL BORLOVA",346,"TURNU RUIENI",54412,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:43:57",1201,1175,0,24,2,823,797,0,24,2,787,36,1295,472,122,272,346,2,2,20,23
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL BUCOVA",165,BĂUŢAR,51332,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:46",754,722,0,15,17,504,472,0,15,17,492,12,793,289,43,355,67,2,2,18,5
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL CARAȘOVA",193,CARAŞOVA,51804,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:07:38",858,822,7,17,12,505,474,2,17,12,464,39,913,410,12,143,161,114,1,2,31
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL CIREȘA",155,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:50",652,641,0,0,11,326,315,0,0,11,311,11,707,381,37,55,185,1,5,14,14
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL CUPTOARE",66,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:50:19",267,258,2,7,0,104,97,0,7,0,102,2,287,183,13,43,35,2,1,1,7
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL-DALBOSET",229,DALBOŞEŢ,52570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:23",806,737,2,25,42,590,523,0,25,42,576,11,860,273,29,143,343,21,0,0,40
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL DOGNECEA",234,DOGNECEA,52696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:16",931,893,0,14,24,551,513,0,14,24,508,0,998,490,13,13,475,4,1,0,2
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL EZERIȘ",240,EZERIŞ,52758,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:26",542,522,1,5,14,306,286,1,5,14,292,14,590,284,37,68,157,2,0,7,21
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL FENEȘ",158,ARMENIŞ,51243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:48",470,449,0,10,11,323,302,0,10,11,311,12,495,172,32,193,76,1,0,3,6
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL FIZEȘ",175,BERZOVIA,51500,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:07",614,602,0,11,1,313,301,0,11,1,297,15,662,349,72,133,41,2,2,7,40
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL GÂRBOVĂȚ",162,BĂNIA,51305,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:07",500,448,0,37,15,349,297,0,37,15,347,2,493,144,20,177,117,12,1,15,5
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL IABLANIŢA",259,IABLANIŢA,53023,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:10",648,603,0,19,26,448,403,0,19,26,426,22,662,214,44,186,153,8,4,10,21
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL JUPA",91,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:13",535,526,2,7,0,310,303,0,7,0,301,9,583,273,60,87,107,1,3,17,26
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL LĂPUŞNICU MARE",265,"LĂPUŞNICU MARE",53103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:34",1061,831,0,185,45,805,575,0,185,45,757,16,1112,339,150,330,225,4,2,23,23
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL MĂGURA",359,ZĂVOI,54617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:09:05",469,443,0,12,14,298,272,0,12,14,293,5,490,192,14,242,28,1,2,5,1
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL MAL",156,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:35",299,287,2,9,1,203,193,0,9,1,197,6,318,115,10,17,159,1,2,3,5
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL MĂRU",360,ZĂVOI,54617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:52",887,876,3,7,1,547,539,0,7,1,531,16,966,419,69,300,136,2,0,19,5
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL MILCOVENI",168,BERLIŞTE,51387,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:14",215,194,0,14,7,138,117,0,14,7,135,3,213,75,16,28,75,2,1,2,11
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL MOCERIŞ",266,"LĂPUŞNICU MARE",53103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:01",506,420,0,64,22,405,319,0,64,22,385,20,556,151,22,87,225,7,1,11,32
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL OHABA-MÂTNIC",215,COPĂCELE,52062,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:27",196,133,0,55,8,196,133,0,55,8,187,0,272,82,50,19,107,0,0,8,3
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL PADINA MATEI",252,GÂRNIC,52909,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:32",764,703,1,38,22,519,458,1,38,22,499,20,777,258,61,119,192,10,3,7,107
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL PETNIC",261,IABLANIŢA,53023,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:34",510,455,0,25,30,480,425,0,25,30,425,32,624,164,84,73,198,5,3,22,40
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL RĂCĂȘDIA",306,RĂCĂŞDIA,53675,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:21:45",1357,1292,6,40,19,782,719,4,40,19,743,39,1433,651,90,353,161,3,2,23,111
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL RĂCHITOVA",144,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:48",290,279,0,11,0,152,141,0,11,0,143,9,308,156,33,29,66,1,1,8,5
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL-RAVENSCA",330,"ŞOPOTU NOU",54163,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:37:50",111,103,1,7,0,46,39,0,7,0,41,5,114,68,0,6,30,3,0,1,1
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL SADOVA NOUĂ",323,SLATINA-TIMIŞ,54056,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:05:54",185,174,0,3,8,118,107,0,3,8,116,2,190,72,13,19,77,2,0,1,4
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL SADOVA VECHE",324,SLATINA-TIMIŞ,54056,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:32:17",315,306,2,2,5,126,118,1,2,5,121,5,336,210,23,29,56,1,0,8,4
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL SCĂIUȘ",246,FÂRLIUG,52785,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:50",267,226,0,32,9,214,173,0,32,9,211,3,257,43,11,139,42,15,0,0,4
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL SF. ELENA",228,CORONINI,53489,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:04",498,478,3,17,0,290,273,0,17,0,232,58,527,237,19,63,141,0,0,5,4
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL SOCENI",241,EZERIŞ,52758,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:01",595,567,0,4,24,370,342,0,4,24,353,17,621,251,27,63,243,1,0,5,14
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ȘOPOTU NOU",329,"ŞOPOTU NOU",54163,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:11",287,255,0,16,16,212,180,0,16,16,208,4,277,65,13,92,52,4,1,40,6
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ȘOPOTU VECHI",230,DALBOŞEŢ,52570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:13",539,487,0,11,41,352,300,0,11,41,333,19,526,174,37,59,206,0,2,21,8
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL SUB MARGINE",160,ARMENIŞ,51243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:47",147,138,0,7,2,125,116,0,7,2,120,5,150,25,10,54,49,0,0,0,7
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ȘUȘCA",298,POJEJENA,53513,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:32:28",350,332,2,10,6,190,174,0,10,6,176,14,366,176,36,48,82,0,1,6,3
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL TEREGOVA",336,TEREGOVA,54270,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:14:36",1233,1120,2,38,73,857,745,1,38,73,833,24,1239,382,81,242,485,9,2,8,6
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL TOPLEŢ",343,TOPLEŢ,54387,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:51",1163,1127,1,30,5,697,662,0,30,5,640,57,1238,541,117,149,284,1,5,26,58
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL TURNU RUIENI",345,"TURNU RUIENI",54412,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:48:35",732,702,3,16,11,514,485,2,16,11,483,31,777,263,51,196,193,3,1,15,24
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL VALEA MARE",247,FÂRLIUG,52785,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:13",113,90,0,20,3,91,68,0,20,3,87,4,122,31,5,60,17,0,1,2,2
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL VALEAPAI",305,RAMNA,53639,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:12",381,308,2,60,11,278,208,1,58,11,262,16,340,62,60,137,52,0,0,6,7
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL VĂRĂDIA",351,VĂRĂDIA,54500,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:06:09",746,641,0,83,22,520,415,0,83,22,463,29,696,204,46,227,174,2,0,9,5
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL VOISLOVA",362,ZĂVOI,54617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:35:36",444,437,0,2,5,260,253,0,2,5,255,4,481,222,26,137,74,0,1,5,12
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL VRANI",356,VRANI,54573,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:03",720,671,2,14,33,463,416,0,14,33,436,27,735,272,38,194,171,1,4,6,22
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL-ZAVOI",358,ZĂVOI,54617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:50",1509,1483,5,8,13,803,781,1,8,13,773,30,1628,825,103,357,262,5,1,28,17
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ZERVEȘTI",348,"TURNU RUIENI",54412,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:44",464,448,1,11,4,296,281,0,11,4,281,15,494,198,71,75,119,0,3,6,7
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ZLAGNA",349,"TURNU RUIENI",54412,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:27:03",269,258,0,9,2,214,203,0,9,2,208,6,283,69,6,51,139,1,0,4,7
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ZORILE",217,COPĂCELE,52062,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:07:18",349,294,0,44,11,230,175,0,44,11,200,30,359,126,40,24,89,1,1,15,30
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ZORLENCIOR",364,"ZORLENŢU MARE",54699,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:35:11",143,94,0,45,4,143,94,0,45,4,137,6,206,63,10,81,43,0,0,3,0
11,CARAŞ-SEVERIN,"CANTINA DE AJUTOR SOCIAL",149,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:50",885,831,0,16,38,406,352,0,16,38,393,13,905,499,42,93,183,5,0,22,48
11,CARAŞ-SEVERIN,"CASA CULTURALĂ BĂUŢARUL DE SUS",164,BĂUŢAR,51332,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:02",685,643,0,12,30,456,414,0,12,30,437,19,707,251,29,278,116,0,0,9,5
11,CARAŞ-SEVERIN,"CASA CULTURALĂ ”DUMBRĂVIȚA” MARGA",273,MARGA,53210,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:48",918,882,3,9,24,574,541,0,9,24,558,16,970,396,70,115,329,1,2,28,13
11,CARAŞ-SEVERIN,"CASA CULTURALĂ PETR. GLASER",251,GÂRNIC,52909,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:38",416,383,14,15,4,164,137,9,14,4,138,26,428,264,8,63,33,1,2,1,30
11,CARAŞ-SEVERIN,"CASA DE CULTURĂ",121,"ORAŞ MOLDOVA NOUĂ",51056,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:37:34",875,860,0,4,11,478,463,0,4,11,403,25,949,443,31,118,203,11,2,13,25
11,CARAŞ-SEVERIN,"CASA DE CULTURĂ",202,CIUCHICI,51984,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:20",422,389,0,23,10,422,389,0,23,10,256,17,367,94,30,69,142,0,1,5,9
11,CARAŞ-SEVERIN,"CASA DE CULTURĂ",145,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:18",887,875,0,9,3,341,329,0,9,3,311,30,967,626,45,63,133,2,3,24,41
11,CARAŞ-SEVERIN,"CASA DE CULTURĂ",146,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:04",704,699,0,5,0,291,286,0,5,0,278,13,773,482,40,44,155,2,5,13,19
11,CARAŞ-SEVERIN,"CASA DE CULTURĂ",203,CIUCHICI,51984,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:44:30",87,56,0,26,5,87,56,0,26,5,82,5,103,16,7,18,53,0,1,0,3
11,CARAŞ-SEVERIN,"CASA MUNICIPALĂ DE CĂSĂTORII",16,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:48:19",1255,1242,6,7,0,492,485,0,7,0,482,8,1448,956,30,280,107,12,0,11,42
11,CARAŞ-SEVERIN,"CASA MUNICIPALĂ DE CĂSĂTORII",15,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:11:36",1108,1102,0,6,0,482,476,0,6,0,471,1,1220,734,33,263,96,8,2,17,52
11,CARAŞ-SEVERIN,"CASA MUNICIPALĂ DE CULTURĂ ”GEORGE SURU”",76,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:35:28",1170,1152,7,10,1,564,553,0,10,1,538,25,1278,715,72,156,232,6,3,11,58
11,CARAŞ-SEVERIN,"CASA PAROHIALĂ",341,"TICVANIU MARE",54305,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:40:34",322,289,0,24,9,202,169,0,24,9,171,31,321,119,19,20,80,7,1,20,24
11,CARAŞ-SEVERIN,"CASA PARTICULARĂ NR.5",331,"ŞOPOTU NOU",54163,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:40:28",99,90,0,7,2,79,70,0,7,2,75,4,98,19,4,59,8,2,0,2,0
11,CARAŞ-SEVERIN,"CENTRU DE INFORMARE TURISTICĂ",170,BERZASCA,51449,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:24",1167,1101,1,45,20,633,568,0,45,20,593,40,1209,576,102,114,328,5,4,21,19
11,CARAŞ-SEVERIN,"CENTRU DE ZI PENTRU PERSOANE VÂRSTNICE SLATINA-TIMIȘ",321,SLATINA-TIMIŞ,54056,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:09:42",1447,1368,5,10,64,857,783,0,10,64,853,3,1514,658,180,112,497,16,2,12,34
11,CARAŞ-SEVERIN,"CENTRUL AGRICOL DEZEŞTI",243,FÂRLIUG,52785,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:24",168,109,0,47,12,168,109,0,47,12,160,7,220,53,6,55,90,1,1,0,7
11,CARAŞ-SEVERIN,"CENTRUL CULTURAL PENTRU TINERET",120,"ORAŞ MOLDOVA NOUĂ",51056,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:17:27",1253,1233,0,8,12,659,639,0,8,12,627,30,1359,702,53,228,271,5,5,15,50
11,CARAŞ-SEVERIN,"CENTRUL CULTURAL SÂRBESC ”SFÂNTUL SAVA” BAZIAȘ",326,SOCOL,54109,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:58:10",61,42,1,18,0,47,29,0,18,0,46,1,57,10,2,7,36,0,0,0,1
11,CARAŞ-SEVERIN,"CENTRUL DE AFACERI ANINA",93,"ORAŞ ANINA",50889,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:13",814,793,1,11,9,364,343,1,11,9,338,26,878,514,41,170,88,3,2,15,19
11,CARAŞ-SEVERIN,"CENTRUL DE AFACERI - BIROUL TAXE ȘI IMPOZITE",123,"ORAŞ MOLDOVA NOUĂ",51056,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:37",1109,1089,1,14,5,489,470,0,14,5,458,31,1221,732,50,126,246,4,1,9,22
11,CARAŞ-SEVERIN,"CENTRUL DE ZI ANINA",97,"ORAŞ ANINA",50889,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:49:00",634,618,0,11,5,291,275,0,11,5,260,31,680,389,36,135,65,4,2,8,10
11,CARAŞ-SEVERIN,"CENTRUL LOCAL DE INFORMARE ȘI PROMOVARE TURISTICĂ GORUIA",254,GORUIA,52954,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:51",364,310,0,43,11,299,245,0,43,11,288,11,373,74,56,96,80,7,6,26,17
11,CARAŞ-SEVERIN,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",221,CORNEREVA,52160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:15",387,354,0,13,20,252,219,0,13,20,242,10,421,169,7,81,140,1,2,4,7
