precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ȘTEFAN CEL MARE",41,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:39",1330,1318,6,6,0,606,600,0,6,0,589,17,1500,894,1,15,10,16,5,35,52,257,198
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ȘTEFAN CEL MARE",42,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:27",899,881,2,15,1,423,407,0,15,1,415,7,1000,578,4,32,7,8,3,38,39,165,119
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ TELCIŞOR",296,TELCIU,35054,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:34:41",872,856,0,5,11,468,452,0,5,11,393,59,950,482,11,18,1,2,2,86,78,55,140
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”TEODOR COTUŢIU” DUMBRĂVIŢA",247,SPERMEZEU,34547,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:49:58",630,611,0,4,15,355,336,0,4,15,325,30,700,345,1,2,1,2,0,39,2,79,199
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ TIHA BÎRGĂULUI",297,"TIHA BÂRGĂULUI",35090,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:45:01",1366,1348,2,5,11,701,685,0,5,11,651,50,1500,799,7,10,8,4,1,98,24,382,117
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ TUREAC",300,"TIHA BÂRGĂULUI",35090,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:53:43",566,558,0,8,0,237,229,0,8,0,211,26,600,363,4,7,0,1,1,69,6,65,58
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ TUREAC",301,"TIHA BÂRGĂULUI",35090,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:55:06",1632,1621,3,4,4,751,743,0,4,4,697,54,1800,1049,4,12,4,0,5,148,5,322,197
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ” VALEA SPINULUI”",75,"ORAŞ NĂSĂUD",32544,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:43:59",1032,1025,2,5,0,534,529,0,5,0,460,74,1100,566,0,10,0,6,0,51,18,123,252
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”VICTOR MOTOGNA” BREAZA",197,NEGRILEŞTI,179659,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:24",838,801,2,6,29,505,471,0,6,28,472,33,850,345,21,6,3,0,1,44,12,251,134
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ APATIU",109,CHIOCHIŞ,33015,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:18:09",224,220,0,3,1,153,149,0,3,1,140,13,230,77,0,14,1,2,0,17,1,48,57
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ BUDEŞTI-FÎNAŢE",98,BUDEŞTI,32768,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:56:49",235,222,0,2,11,164,151,0,2,11,154,10,250,86,0,8,1,0,1,17,5,77,45
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ CHEŢIU",112,CHIOCHIŞ,33015,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:20:26",257,245,0,3,9,172,160,0,3,9,162,10,263,91,0,10,0,0,0,14,1,81,56
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ CUŞMA",164,LIVEZILE,33541,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:22",541,525,0,15,1,330,314,0,15,1,302,28,580,250,1,6,1,0,0,19,5,258,12
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DOBRICEL",246,SPERMEZEU,34547,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:54:39",401,390,0,5,6,272,261,0,5,6,223,49,450,178,1,3,0,1,0,22,5,105,86
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DOMNEŞTI",184,MĂRIŞELU,33765,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:05:49",753,745,4,4,0,424,420,0,4,0,394,30,799,373,2,8,2,0,3,64,19,245,51
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DUMBRAVA",166,LIVEZILE,33541,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:44:26",375,369,0,6,0,206,200,0,6,0,202,4,396,190,2,5,1,0,0,33,3,126,32
6,BISTRIŢA-NĂSĂUD,"ȘCOALA PRIMARĂ FIGA",68,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:21:41",456,425,1,10,20,301,273,0,10,18,285,16,511,210,2,7,1,0,1,15,7,211,41
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ FÎNTÎNELE",179,MATEI,33658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:50:12",462,432,1,16,13,344,315,0,16,13,321,23,466,122,0,121,2,1,1,7,3,157,29
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ FLOREŞTI",200,NIMIGEA,33989,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:28:23",427,413,0,6,8,291,277,0,6,8,247,44,450,159,3,11,1,2,1,27,5,124,73
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ HĂLMĂSĂU",248,SPERMEZEU,34547,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:45:08",217,210,0,5,2,144,137,0,5,2,133,11,250,106,1,2,0,0,1,6,0,32,91
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”LUCIAN VALEA”",252,ŞANŢ,34618,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:04:50",272,262,0,9,1,217,207,0,9,1,207,10,300,83,1,5,0,6,0,30,16,69,80
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ LUNCA",270,ŞIEUŢ,34850,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:59:01",315,299,0,3,13,246,230,0,3,13,214,32,350,104,2,8,1,0,0,12,17,146,28
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MALIN",210,NUŞENI,34075,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:05:45",352,320,3,5,24,251,222,0,5,24,236,15,380,129,0,97,0,1,0,11,3,88,36
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MANIC",114,CHIOCHIŞ,33015,7,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:06:18",178,174,0,1,3,124,120,0,1,3,118,6,179,55,0,5,0,0,0,17,3,60,33
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MINTIU",201,NIMIGEA,33989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:30",360,343,0,6,11,200,183,0,6,11,193,7,400,200,1,5,0,1,0,12,4,138,32
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MOGOŞENI",204,NIMIGEA,33989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:16",301,290,0,5,6,204,193,0,5,6,169,24,350,157,0,5,0,0,0,15,21,80,48
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MORUŢ",180,MATEI,33658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:52:01",160,151,0,7,2,96,87,0,7,2,87,9,160,64,2,5,0,0,0,5,1,62,12
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”NICOLAE BĂLAN” BLĂJENII DE SUS",275,ŞINTEREAG,34903,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:27:51",287,278,0,7,2,168,159,0,7,2,150,18,300,132,2,3,1,0,0,17,9,91,27
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ NIMIGEA DE SUS",205,NIMIGEA,33989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:34",465,444,1,3,17,304,284,0,3,17,289,15,500,196,1,7,0,19,0,19,11,168,64
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ PIATRA",120,CHIUZA,33122,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:19:12",414,394,1,11,8,259,240,0,11,8,252,7,399,140,2,7,0,1,1,71,7,104,59
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ POSMUŞ",255,ŞIEU,34645,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:12",549,538,1,6,4,303,293,0,6,4,270,33,600,297,0,13,3,1,0,37,4,157,55
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ RUŞTIOR",271,ŞIEUŢ,34850,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:02:55",492,475,0,5,12,370,353,0,5,12,345,25,530,160,4,26,1,9,3,33,22,166,81
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SĂRATA",52,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:03",1021,1009,8,4,0,467,461,2,4,0,433,34,1150,683,4,129,4,2,2,59,20,91,122
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SÎNNICOARĂ",115,CHIOCHIŞ,33015,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:39:36",98,86,0,9,3,68,56,0,9,3,62,6,100,32,0,5,0,0,1,1,2,35,18
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SÎNTIOANA",187,MĂRIŞELU,33765,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:03:52",366,361,0,4,1,218,213,0,4,1,201,17,400,182,1,5,1,1,0,15,13,134,31
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ STRÎMBA",152,"JOSENII BÂRGĂULUI",33382,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:33:02",394,386,0,8,0,188,180,0,8,0,178,10,400,212,1,5,15,2,2,41,6,71,35
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ STRUGURENI",116,CHIOCHIŞ,33015,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:44:35",164,154,0,5,5,113,103,0,5,5,110,3,175,62,0,87,0,0,0,3,0,13,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SUSENII BÎRGĂULUI",222,"PRUNDU BÂRGĂULUI",34235,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:27",1148,1133,1,8,6,628,614,0,8,6,599,29,1299,671,2,15,23,4,3,80,36,372,64
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢAGU",99,BUDEŞTI,32768,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:02:24",501,480,0,7,14,326,305,0,7,14,287,38,500,175,0,16,1,1,0,25,14,143,87
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ TĂURE",206,NIMIGEA,33989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:55",347,336,0,2,9,187,176,0,2,9,167,20,350,163,0,3,1,0,0,7,7,92,57
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢENTEA",117,CHIOCHIŞ,33015,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:47:07",78,75,1,2,0,54,52,0,2,0,50,4,85,31,0,3,0,0,0,4,3,13,27
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢIGĂU",158,LECHINŢA,33435,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:49:54",348,331,0,10,7,242,225,0,10,7,237,5,374,132,0,160,5,5,0,2,2,45,18
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”VALEA BABII”",228,REBRIŞOARA,34280,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:59:49",140,132,0,5,3,95,87,0,5,3,86,9,200,105,0,8,1,1,0,10,2,44,20
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ VALEA POENII",167,LIVEZILE,33541,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:02:52",130,125,0,5,0,92,87,0,5,0,83,9,140,48,1,2,0,0,1,13,0,60,6
6,BISTRIŢA-NĂSĂUD,"ȘCOALA PROFESIONALĂ SPECIALĂ ”SFÂNTA MARIA” BISTRIŢA",7,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:49",1233,1218,4,10,1,566,555,0,10,1,553,13,1355,789,5,44,17,16,6,39,37,208,181
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PROFESIONALĂ ”TIBERIU MORARIU”",238,SALVA,34397,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:04:01",1254,1182,1,52,19,921,849,1,52,19,872,43,1300,379,3,12,3,2,4,63,28,317,440
6,BISTRIŢA-NĂSĂUD,"SOCIETATEA AGRICOLĂ",185,MĂRIŞELU,33765,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:00:14",104,85,0,16,3,104,85,0,16,3,80,2,134,52,1,64,0,0,0,3,3,6,3
6,BISTRIŢA-NĂSĂUD,"UNIVERSITATEA ”BABEŞ-BOLYAI” CLUJ-NAPOCA, EXTENSIA UNIVERSITARĂ BISTRIŢA",30,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:27:31",1459,1453,0,6,0,539,533,0,6,0,521,8,1600,1061,3,23,10,12,3,39,50,203,178
6,BISTRIŢA-NĂSĂUD,"UNIVERSITATEA ”BABEŞ-BOLYAI” CLUJ-NAPOCA, EXTENSIA UNIVERSITARĂ BISTRIŢA",29,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:37:24",1716,1705,0,11,0,688,677,0,11,0,679,9,1900,1212,7,44,16,11,8,84,58,265,186
