precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RÎMBU VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","AXINTE CĂTĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","HARŞOVSCHI LUCIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","HARASIM CONSTANTIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","NEŞCULESCU ANDREI-IONUŢ-PARTIDUL S.O.S. ROMÂNIA-voturi","ANDRONACHE MARIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MUNTEANU TEODORA-voturi"
35,SUCEAVA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ” SPIRU HARET”, SALA B",18,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-12 14:06:15",950,917,0,23,10,479,446,0,23,10,461,5,1000,521,215,31,122,0,11,75,7
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",28,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:55:00",1635,1620,3,11,1,809,797,0,11,1,804,5,1800,991,410,47,181,7,18,130,11
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",29,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-12 14:02:31",1782,1774,3,5,0,708,703,0,5,0,691,12,1900,1192,303,69,169,2,22,116,10
35,SUCEAVA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",27,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:56:53",1741,1733,0,7,1,316,308,0,7,1,311,5,1900,1584,92,46,99,6,22,40,6
35,SUCEAVA,"COLEGIUL NAȚIONAL ”MIHAI EMINESCU”",30,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:38:25",1473,1462,2,9,0,611,602,0,9,0,605,6,1600,989,269,38,164,3,12,109,10
35,SUCEAVA,"COLEGIUL NAŢIONAL ”PETRU RAREŞ” SALA A",2,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-12 13:54:25",1536,1498,13,25,0,738,713,0,25,0,721,17,1600,862,369,49,158,4,12,113,16
35,SUCEAVA,"COLEGIUL NAŢIONAL ”PETRU RAREŞ” SALA B",3,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:39:39",1518,1507,4,7,0,613,606,0,7,0,609,4,1600,987,342,30,113,6,19,87,12
35,SUCEAVA,"COLEGIUL NAŢIONAL ”ŞTEFAN CEL MARE”",4,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-12 14:00:29",1604,1586,2,16,0,695,678,1,16,0,685,9,1700,1005,335,50,172,9,12,93,14
35,SUCEAVA,"COLEGIUL NAȚIONAL ”ȘTEFAN CEL MARE”",5,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:13:25",821,814,0,7,0,280,273,0,7,0,274,6,900,620,136,13,60,5,8,45,7
35,SUCEAVA,"COLEGIUL TEHNIC ”A.I.CUZA” SALA A, CALEA UNIRII, NR.49",48,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:54:07",1747,1742,2,3,0,643,640,0,3,0,634,9,2000,1357,243,59,207,6,18,89,12
35,SUCEAVA,"COLEGIUL TEHNIC ”A.I.CUZA” SALA B, CALEA UNIRII, NR.49",49,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:38:03",1450,1441,0,9,0,668,659,0,9,0,658,10,1600,932,275,63,202,6,15,86,11
35,SUCEAVA,"COLEGIUL TEHNIC ”AL. I. CUZA” SALA C",50,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:08:56",1188,1183,0,5,0,539,534,0,5,0,531,8,1300,761,210,46,184,4,12,66,9
35,SUCEAVA,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ, SALA A",31,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:04",1751,1725,14,11,1,773,761,0,11,1,762,11,1900,1127,383,66,175,2,17,105,14
35,SUCEAVA,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ, SALA B",32,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:31:08",1804,1790,0,11,3,774,760,0,11,3,756,18,2000,1226,350,48,187,6,24,122,19
35,SUCEAVA,"COLEGIUL TEHNIC „PETRU MUŞAT”",33,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-12 14:08:25",1056,1048,0,8,0,293,285,0,8,0,269,16,1198,905,96,29,92,5,15,27,5
35,SUCEAVA,"COLEGIUL TEHNIC ”SAMUIL ISOPESCU”",8,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-12 13:56:19",1279,1196,0,62,21,671,609,0,41,21,628,43,1300,629,293,56,149,3,9,98,20
35,SUCEAVA,"DIRECŢIA SILVICĂ SUCEAVA",16,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:12:01",1046,1009,3,21,13,477,443,0,21,13,456,21,1300,823,211,23,135,5,15,55,12
35,SUCEAVA,"GARA BURDUJENI",44,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:54",1657,1649,1,7,0,250,243,0,7,0,230,20,2200,1950,90,28,70,2,10,26,4
35,SUCEAVA,"GARA BURDUJENI",45,"MUNICIPIUL SUCEAVA",146263,3,PART,PRCNCT,P,P_SV,"2024-06-12 14:13:35",1929,1919,2,8,0,632,624,0,8,0,612,19,2100,1468,222,57,213,3,12,99,6
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 12 ”ŢĂNDĂRICĂ”",54,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-12 14:08:16",1648,1642,3,3,0,709,706,0,3,0,698,9,1800,1091,254,58,236,8,14,113,15
35,SUCEAVA,"GRADINIŢA CU PROGRAM NORMAL NR. 5",23,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:21:13",1641,1635,0,6,0,681,675,0,6,0,663,18,1800,1119,313,73,157,3,14,89,14
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.7",63,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:08",1320,1313,0,7,0,567,560,0,7,0,560,7,1519,952,229,34,114,7,29,137,10
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.8",64,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-12 14:18:12",1699,1691,0,8,0,668,660,0,8,0,648,12,1800,1132,201,53,238,2,15,128,11
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 9 ”NOROCEL” SALA A",41,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:09:55",1947,1931,0,16,0,548,532,0,16,0,542,6,2100,1552,167,47,222,3,19,72,12
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.9 ”NOROCEL” SALA B",42,"MUNICIPIUL SUCEAVA",146263,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:52:23",1968,1956,1,11,0,840,829,0,11,0,822,18,2100,1260,290,90,265,4,24,131,18
35,SUCEAVA,"GRADINIŢA CU PROGRAM PRELUNGIT NR.1 ”GULIVER”",24,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:21:49",1199,1188,2,9,0,549,540,0,9,0,540,9,1300,751,273,47,126,2,6,81,5
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.7 ”ABC ”",19,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:15:05",1496,1487,0,9,0,568,559,0,9,0,557,11,1600,1032,322,28,125,0,3,69,10
35,SUCEAVA,"LICEUL CU PROGRAM SPORTIV SALA A",25,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:02",1456,1452,0,4,0,618,614,0,4,0,603,15,1600,982,272,38,154,10,12,105,12
35,SUCEAVA,"LICEUL CU PROGRAM SPORTIV SALA B",26,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:47:25",1678,1669,0,9,0,693,684,0,9,0,679,14,1800,1107,334,46,183,6,18,75,17
35,SUCEAVA,"PRIMĂRIA BURDUJENI",60,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:25:22",1349,1335,0,13,1,606,592,0,13,1,588,18,1500,894,202,58,215,9,33,57,14
35,SUCEAVA,"PRIMĂRIA MUNICIPIULUI SUCEAVA",1,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:44:08",1755,1738,3,13,1,855,841,0,13,1,837,18,1900,1045,386,59,217,7,13,133,22
35,SUCEAVA,"ŞCOALA GENERALĂ NR. 7 ”GRIGORE GHICA VOIEVOD”",65,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:05",1853,1840,5,7,1,814,806,0,7,1,797,17,2000,1186,244,80,191,15,29,226,12
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR .1",7,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:41:54",1334,1324,2,8,0,614,606,0,8,0,577,37,1500,886,273,44,138,3,11,93,15
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 10, SALA A",46,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:09:48",1986,1980,1,5,0,913,908,0,5,0,896,17,2200,1287,338,66,316,4,25,137,10
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 10, SALA B",47,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:53",1996,1987,0,9,0,899,890,0,9,0,889,10,2198,1299,332,72,322,5,20,126,12
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.11, ”MIRON COSTIN”, SALA A",55,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:38:25",1952,1941,2,9,0,845,836,0,9,0,835,10,2100,1255,281,79,321,7,18,110,19
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.11, ”MIRON COSTIN”, SALA B",56,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-12 14:11:08",1667,1663,1,3,0,648,645,0,3,0,633,15,1800,1152,238,68,198,13,15,94,7
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.11, ”MIRON COSTIN”, SALA C",57,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:14:07",1621,1614,0,7,0,648,641,0,7,0,642,6,1800,1152,237,61,240,4,10,80,10
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.11, ”MIRON COSTIN”, SALA D",58,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:40:41",1834,1824,4,5,1,807,801,0,5,1,793,14,2000,1193,320,68,281,6,18,93,7
35,SUCEAVA,"SCOALA GIMNAZIALA NR.11 ”MIRON COSTIN”, SALA E",59,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-12 14:00:40",1536,1529,0,7,0,543,536,0,7,0,529,7,1700,1157,180,40,206,2,10,83,8
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.3 SALA A",11,"MUNICIPIUL SUCEAVA",146263,3,PART,PRCNCT,P,P_SV,"2024-06-12 13:56:59",973,964,0,9,0,471,462,0,9,0,458,13,1104,633,232,25,110,5,8,71,7
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR.3 SALA B",12,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:24:33",1116,1104,0,12,0,531,519,0,12,0,522,9,1200,669,259,40,117,5,7,83,11
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 4 SALA A",20,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:01:12",1358,1347,2,9,0,636,627,0,9,0,616,20,1500,864,295,54,158,6,12,80,11
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 4, SALA B",21,"MUNICIPIUL SUCEAVA",146263,3,PART,PRCNCT,P,P_SV,"2024-06-12 14:08:24",1210,1197,1,12,0,596,584,0,12,0,554,30,1300,704,270,47,114,3,6,105,9
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 5 ”JEAN BART”",51,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-12 14:12:01",1465,1455,0,9,1,605,595,0,9,1,593,2,1600,995,228,53,186,9,14,85,18
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 6, SALA A",61,"MUNICIPIUL SUCEAVA",146263,2,PART,PRCNCT,P,P_SV,"2024-06-12 14:07:11",1436,1430,0,6,0,566,560,0,6,0,547,13,1600,1034,199,54,187,4,20,73,10
35,SUCEAVA,"SCOALA GIMNAZIALA NR.6 SALA B",62,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:52:45",1824,1816,1,7,0,510,503,0,7,0,491,19,2000,1490,170,44,158,9,24,76,10
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 8",22,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:07:08",1950,1938,2,10,0,863,853,0,10,0,847,16,2100,1237,455,64,173,7,18,117,13
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 9 ”ION CREANGĂ”, SALA A",37,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:15:25",1666,1660,0,4,2,804,798,0,4,2,788,16,1666,862,323,109,171,5,14,150,16
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 9 ”ION CREANGĂ”, SALA B",38,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:34:29",1771,1767,2,2,0,891,889,0,2,0,885,6,1900,1009,326,190,211,5,15,118,20
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 9 ”ION CREANGĂ”, SALA C",39,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:11:03",1750,1739,1,10,0,846,835,1,10,0,835,11,1900,1054,318,146,198,5,17,142,9
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 9 ”ION CREANGĂ”, SALA D",40,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:49:40",1747,1740,0,7,0,830,823,0,7,0,815,15,1900,1070,363,112,175,5,17,124,19
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 9 ”ION CREANGĂ”, SALA E",35,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:52:20",1840,1830,0,10,0,817,807,0,10,0,801,16,2000,1183,295,154,173,3,16,144,16
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 9 ”ION CREANGĂ”, SALA F",36,"MUNICIPIUL SUCEAVA",146263,3,PART,PRCNCT,P,P_SV,"2024-06-12 13:59:19",1785,1779,0,5,1,778,772,0,5,1,766,12,1900,1122,337,114,183,2,7,113,10
35,SUCEAVA,"UNIVERSITATEA ”ŞTEFAN CEL MARE”",15,"MUNICIPIUL SUCEAVA",146263,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:54:00",788,758,3,27,0,375,348,0,27,0,365,10,1000,625,170,23,103,2,7,52,8
