precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHELARU FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","NICHITA RAFAEL-PARTIDUL NAȚIONAL LIBERAL-voturi","LISTARF ANA-MARIA-UNIUNEA SALVAȚI ROMÂNIA-voturi","AELENEI EVDOCHIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RAD BOGDAN-DANIEL-PARTIDUL ECOLOGIST ROMÂN-voturi","TIMOFEI GHEORGHE-PARTIDUL S.O.S. ROMÂNIA-voturi","MATEI GEANI-PARTIDUL NEAMUL ROMÂNESC-voturi","DUMITRAŞCU COSTEL-AURELIAN-PARTIDUL MIȘCAREA POPULARĂ-voturi","CEABUCA NICOLAE-NARCIS-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ „GEORGE ENESCU”",315,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:26:03",1551,1547,0,3,1,720,716,0,3,1,713,6,1709,990,216,140,65,38,4,28,131,80,11
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ „GEORGE ENESCU”",314,"ORAŞ NĂVODARI",60507,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:51:02",1407,1400,0,7,0,595,588,0,7,0,579,16,1544,949,190,97,49,31,9,31,109,48,15
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ „GEORGE ENESCU”",317,"ORAŞ NĂVODARI",60507,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:20:48",982,969,5,8,0,429,420,1,8,0,420,9,1070,641,136,61,38,14,3,30,90,40,8
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ „GEORGE ENESCU”",316,"ORAŞ NĂVODARI",60507,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:44:17",1913,1903,4,6,0,941,935,0,6,0,907,34,2081,1140,293,136,66,53,8,51,204,66,30
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ „GRIGORE MOISIL”",319,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:22:56",1812,1805,2,4,1,832,827,0,4,1,807,25,1994,1162,280,154,47,48,5,51,174,42,6
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ „GRIGORE MOISIL”",321,"ORAŞ NĂVODARI",60507,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:22",1287,1277,0,6,4,552,542,0,6,4,531,21,1409,857,146,77,53,34,5,30,145,39,2
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ „GRIGORE MOISIL”",320,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:52:32",1532,1523,0,8,1,672,663,0,8,1,644,17,1690,1029,224,99,36,27,8,31,136,70,13
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ „GRIGORE MOISIL”",322,"ORAŞ NĂVODARI",60507,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:12:15",961,953,0,7,1,431,423,0,7,1,407,15,1051,414,140,63,20,20,3,24,118,15,4
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ „TUDOR ARGHEZI”",325,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,P,P_SV,"2024-06-10 14:29:50",1137,1127,1,7,2,539,530,0,7,2,522,14,1245,709,175,72,50,25,7,16,111,59,7
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ „TUDOR ARGHEZI”",326,"ORAŞ NĂVODARI",60507,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:39",785,773,0,12,0,299,287,0,12,0,281,13,853,559,102,35,11,19,3,18,79,11,3
14,CONSTANŢA,"ȘCOALA PRIMARĂ NR.1 PENINSULA NĂVODARI",334,"ORAŞ NĂVODARI",60507,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:20:33",597,589,0,8,0,242,234,0,8,0,226,15,647,406,37,20,11,11,3,11,125,5,3
