county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","RĂCIANU DANIEL-voturi","RĂCIANU DANIEL-mandate-faza-1","RĂCIANU DANIEL-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","GAFIŢA-CIUDIN VASILE-voturi","GAFIŢA-CIUDIN VASILE-mandate-faza-1","GAFIŢA-CIUDIN VASILE-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","TRADIȚIE, ONOARE, DISCIPLINĂ, EXCELENȚĂ-voturi","TRADIȚIE, ONOARE, DISCIPLINĂ, EXCELENȚĂ-mandate-faza-1","TRADIȚIE, ONOARE, DISCIPLINĂ, EXCELENȚĂ-mandate-faza-2","OBREJA GHEORGHE-voturi","OBREJA GHEORGHE-mandate-faza-1","OBREJA GHEORGHE-mandate-faza-2","DRĂGĂNESCU DUMITRU-voturi","DRĂGĂNESCU DUMITRU-mandate-faza-1","DRĂGĂNESCU DUMITRU-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","ROMÂNIA SOCIALISTĂ-voturi","ROMÂNIA SOCIALISTĂ-mandate-faza-1","ROMÂNIA SOCIALISTĂ-mandate-faza-2","DĂMOC ŞTEFAN-voturi","DĂMOC ŞTEFAN-mandate-faza-1","DĂMOC ŞTEFAN-mandate-faza-2","PARTIDUL PROGRESIST-voturi","PARTIDUL PROGRESIST-mandate-faza-1","PARTIDUL PROGRESIST-mandate-faza-2","PETRESCU DRAGOMIR-voturi","PETRESCU DRAGOMIR-mandate-faza-1","PETRESCU DRAGOMIR-mandate-faza-2","ILADE VASILE-voturi","ILADE VASILE-mandate-faza-1","ILADE VASILE-mandate-faza-2","PARTIDUL ROMÂNIA NOASTRĂ-voturi","PARTIDUL ROMÂNIA NOASTRĂ-mandate-faza-1","PARTIDUL ROMÂNIA NOASTRĂ-mandate-faza-2","UNGUREANU MIHAI-voturi","UNGUREANU MIHAI-mandate-faza-1","UNGUREANU MIHAI-mandate-faza-2","LEHĂDUŞ ALIN-ŞTEFAN-voturi","LEHĂDUŞ ALIN-ŞTEFAN-mandate-faza-1","LEHĂDUŞ ALIN-ŞTEFAN-mandate-faza-2","LUCA-MOISE FLORENTINA-voturi","LUCA-MOISE FLORENTINA-mandate-faza-1","LUCA-MOISE FLORENTINA-mandate-faza-2","ACATRINEI DIANA-NICOLETA-voturi","ACATRINEI DIANA-NICOLETA-mandate-faza-1","ACATRINEI DIANA-NICOLETA-mandate-faza-2","UNIUNEA ARMENILOR DIN ROMÂNIA-voturi","UNIUNEA ARMENILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA ARMENILOR DIN ROMÂNIA-mandate-faza-2","ŢUŢU SORIN-voturi","ŢUŢU SORIN-mandate-faza-1","ŢUŢU SORIN-mandate-faza-2","ANDONESCU ANTOANETA-voturi","ANDONESCU ANTOANETA-mandate-faza-1","ANDONESCU ANTOANETA-mandate-faza-2","BĂDÎNGĂ CRISTINEL AUREL-voturi","BĂDÎNGĂ CRISTINEL AUREL-mandate-faza-1","BĂDÎNGĂ CRISTINEL AUREL-mandate-faza-2","VRÎNCEANU MARIA-voturi","VRÎNCEANU MARIA-mandate-faza-1","VRÎNCEANU MARIA-mandate-faza-2","PINTILIE CORNELIU-voturi","PINTILIE CORNELIU-mandate-faza-1","PINTILIE CORNELIU-mandate-faza-2","MAFTIŢA VIORICA-voturi","MAFTIŢA VIORICA-mandate-faza-1","MAFTIŢA VIORICA-mandate-faza-2","CEOMEICĂ IOAN-voturi","CEOMEICĂ IOAN-mandate-faza-1","CEOMEICĂ IOAN-mandate-faza-2","BRAIŞ VASILE-voturi","BRAIŞ VASILE-mandate-faza-1","BRAIŞ VASILE-mandate-faza-2","MONU MIHAELA-voturi","MONU MIHAELA-mandate-faza-1","MONU MIHAELA-mandate-faza-2","ANGHEL VASILE-voturi","ANGHEL VASILE-mandate-faza-1","ANGHEL VASILE-mandate-faza-2","DEDIU BRÎNDUŞA-PAULA-voturi","DEDIU BRÎNDUŞA-PAULA-mandate-faza-1","DEDIU BRÎNDUŞA-PAULA-mandate-faza-2"
29,NEAMŢ,BORCA,121652,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:22:04",5063,5031,1,28,3,2899,2868,0,28,3,2804,95,5500,2601,140,196,224,179,1125,6,0,0,0,0,1337,7,1,223,1,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,BORLEŞTI,121732,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:58:58",7531,7466,4,55,6,3416,3354,1,55,6,3269,147,8200,4784,163,228,261,194,1667,8,1,106,0,0,966,4,1,285,1,0,156,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,BOTEŞTI,121796,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:46:39",4118,4103,2,12,1,1777,1762,2,12,1,1706,71,4400,2623,85,119,136,124,283,2,0,194,1,1,794,6,0,162,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,BOZIENI,121876,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:08:08",2166,2132,0,15,19,1142,1108,0,15,19,1098,44,2400,1258,54,76,87,99,847,8,1,0,0,0,251,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,BRUSTURI,121938,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:54:01",3183,3121,2,33,27,1700,1639,1,33,27,1615,85,3600,1900,80,113,129,118,361,3,0,0,0,0,767,6,1,291,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,CÂNDEŞTI,122061,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:38:36",3321,3251,0,29,41,1701,1638,0,22,41,1634,66,3609,1906,81,114,130,121,599,4,1,0,0,0,522,4,0,462,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,CEAHLĂU,122025,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:16:55",2063,1981,1,20,61,1251,1189,0,20,42,1199,39,2200,962,59,83,95,107,853,7,1,0,0,0,235,2,0,95,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,CORDUN,120888,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:53:58",6910,6791,5,20,94,3450,3335,1,20,94,3340,102,7300,3858,167,233,267,222,1922,8,1,317,1,0,834,3,1,267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,COSTIŞA,122132,2,FINAL,UAT,CL,CL_CE,"2024-06-13 11:14:13",2903,2853,1,18,31,1545,1498,0,18,29,1486,59,3200,1655,74,104,118,114,218,1,1,0,0,0,900,7,1,368,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,CRĂCĂOANI,122187,2,FINAL,UAT,CL,CL_CE,"2024-06-13 11:29:42",3431,3384,0,31,16,1930,1883,0,31,16,1859,71,3704,1774,92,130,148,130,625,4,1,0,0,0,695,5,0,167,1,0,85,0,0,214,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,DĂMUC,122249,2,FINAL,UAT,CL,CL_CE,"2024-06-13 11:01:23",2398,2358,0,23,17,1458,1418,0,23,17,1403,53,2540,1084,70,98,112,127,560,4,1,0,0,0,286,2,0,557,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
