precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL COASTA",266,ŞIEU-ODORHEI,34770,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:20:12",157,147,0,8,2,96,86,0,8,2,90,6,179,83,1,0,0,3,15,39,14,18,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL COLIBIȚA",88,"BISTRIŢA BÂRGĂULUI",32633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:46",245,238,1,6,0,124,118,0,6,0,115,9,300,176,0,6,0,4,23,65,6,10,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL COMLOD",192,MILAŞ,33881,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:35:07",130,114,0,14,2,85,69,0,14,2,76,9,130,45,1,0,0,6,36,20,2,11,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL CRAINIMĂT",260,ŞIEU-MĂGHERUŞ,34690,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:18:46",887,884,0,3,0,447,444,0,3,0,405,42,950,503,2,0,1,5,225,82,27,54,9
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL DUMBRĂVENI",123,CICEU-GIURGEŞTI,32955,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:18:44",485,420,0,24,41,485,420,0,24,41,335,37,492,120,1,2,0,7,66,192,27,40,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL FELDRU",136,FELDRU,33248,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:47:07",1346,1331,1,5,9,670,656,0,5,9,611,59,1450,780,21,2,5,19,245,218,33,67,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL FELEAC",209,NUŞENI,34075,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:12:49",259,235,1,6,17,190,167,0,6,17,174,16,280,90,0,0,1,1,37,98,30,5,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL FÎNAŢE",308,URMENIŞ,35312,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:14",159,152,0,7,0,104,97,0,7,0,101,3,187,83,0,0,0,4,38,34,4,21,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL GALAŢII BISTRIŢEI",139,"GALAŢII BISTRIŢEI",33275,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:44:35",530,514,1,4,11,310,295,0,4,11,300,10,585,275,3,0,1,19,33,212,15,16,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ”GHERASIM DOMIDE” RODNA",232,RODNA,34333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:43",1437,1426,1,3,7,852,841,1,3,7,780,72,1600,748,2,4,4,52,97,385,128,102,6
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL GLEDIN",195,MONOR,33952,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:30",391,363,0,9,19,294,266,0,9,19,275,19,400,106,0,2,1,5,20,130,91,26,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL JIMBOR",113,CHIOCHIŞ,33015,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:10:49",343,337,0,1,5,212,206,0,1,5,204,7,340,128,0,0,2,40,46,89,10,17,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LIVEZILE",162,LIVEZILE,33541,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:14:51",1212,1188,3,17,4,629,607,1,17,4,601,28,1338,709,5,1,11,12,67,370,51,78,6
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LIVIU REBREANU",76,"ORAŞ NĂSĂUD",32544,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:45:53",569,560,0,5,4,347,338,0,5,4,324,23,600,253,1,0,0,4,173,124,3,19,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LUNCA ILVEI",168,"LUNCA ILVEI",33603,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:51:02",1499,1495,1,1,2,780,777,0,1,2,719,61,1622,842,3,2,8,31,298,195,63,114,5
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LUNCA ILVEI",169,"LUNCA ILVEI",33603,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:52:54",1178,1170,3,0,5,659,654,0,0,5,610,49,1300,641,4,1,4,13,207,236,61,81,3
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LUŞCA",77,"ORAŞ NĂSĂUD",32544,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:48:11",550,543,1,6,0,293,287,0,6,0,269,24,601,308,1,0,3,6,174,59,10,16,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL MĂGURA ILVEI",181,"MĂGURA ILVEI",33729,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:49:54",1329,1266,0,1,62,851,788,0,1,62,771,80,1450,599,2,2,20,29,164,382,23,146,3
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL MĂLUŢ",91,BRANIŞTEA,32660,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:31:36",460,451,0,3,6,315,306,0,3,6,296,19,499,184,0,14,4,7,82,166,9,11,3
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL MICEŞTII DE CÎMPIE",188,"MICEŞTII DE CÂMPIE",33845,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:43:19",260,217,0,26,17,196,153,0,26,17,177,19,250,54,6,0,33,9,36,72,7,13,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL MIREŞ",119,CHIUZA,33122,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:16:24",117,111,0,6,0,85,79,0,6,0,81,4,120,35,0,0,0,4,31,27,2,17,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL MOCOD",203,NIMIGEA,33989,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:50:47",486,464,1,6,15,306,285,0,6,15,282,24,500,194,2,0,0,9,75,148,23,23,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL MONOR",194,MONOR,33952,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:43",685,649,0,11,25,492,456,0,11,25,449,43,700,208,0,0,10,21,45,194,80,94,5
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL OCNIŢA",288,TEACA,34985,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:59:18",764,753,0,7,4,440,429,0,7,4,393,47,800,360,3,0,2,7,151,176,30,24,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ORHEIU BISTRIŢEI",106,CETATE,32884,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:08:30",722,718,0,3,1,452,448,0,3,1,413,39,802,350,0,1,3,11,162,138,19,75,4
6,BISTRIŢA-NĂSĂUD,"CAMINUL CULTURAL OROSFAIA",193,MILAŞ,33881,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:48",228,207,0,17,4,228,207,0,17,4,212,16,290,62,0,0,2,5,122,51,9,23,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL PINTICU",289,TEACA,34985,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:06:49",602,597,0,5,0,294,289,0,5,0,235,59,650,356,0,6,1,12,46,108,17,43,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL RUSU BÎRGĂULUI",151,"JOSENII BÂRGĂULUI",33382,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:30:35",771,764,1,5,1,417,411,0,5,1,396,21,850,433,4,1,3,6,69,148,40,110,15
6,BISTRIŢA-NĂSĂUD,"CAMINUL CULTURAL RUSU DE SUS",211,NUŞENI,34075,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:41:11",227,215,1,5,6,169,158,0,5,6,165,4,240,71,2,3,1,2,27,100,10,16,4
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SĂLCUŢA",241,"SÂNMIHAIU DE CÂMPIE",34477,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:38:40",93,79,0,7,7,74,60,0,7,7,67,7,100,26,2,1,0,6,14,34,3,5,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SĂRĂŢEL",261,ŞIEU-MĂGHERUŞ,34690,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:15:34",487,476,1,7,3,236,226,0,7,3,216,19,499,263,2,0,0,8,94,66,10,30,6
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SĂSARM",121,CHIUZA,33122,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:24:59",569,546,1,13,9,375,353,0,13,9,337,16,575,216,0,1,4,11,119,120,21,56,5
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŞIEU-MĂGHERUŞ",257,ŞIEU-MĂGHERUŞ,34690,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:28:22",995,987,0,6,2,524,516,0,6,2,487,37,1097,573,6,2,3,14,261,109,19,73,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŞIEU-SFÂNTU",278,ŞINTEREAG,34903,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:02:21",403,385,1,6,11,275,257,1,6,11,270,5,400,125,0,0,1,33,41,146,33,10,6
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SÎNGEORZU- NOU",156,LECHINŢA,33435,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:43:38",821,804,3,6,8,415,401,0,6,8,398,17,900,485,5,0,0,7,85,245,19,36,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SÎNIACOB",157,LECHINŢA,33435,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:46:31",197,182,0,10,5,135,120,0,10,5,133,2,200,65,2,0,0,2,12,107,2,8,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SÎNMIHAIU DE CÎMPIE",239,"SÂNMIHAIU DE CÂMPIE",34477,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:25:03",578,537,0,25,16,433,392,0,25,16,388,45,572,139,2,0,3,18,96,224,7,36,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŞOIMUŞ",256,ŞIEU,34645,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:52:06",115,109,0,6,0,86,80,0,6,0,82,4,139,53,0,0,0,2,3,66,0,11,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŞOPTERIU",309,URMENIŞ,35312,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:46",285,277,0,8,0,177,169,0,8,0,156,21,300,123,1,2,1,6,58,62,11,15,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŢĂGŞORU",100,BUDEŞTI,32768,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 09:15:39",205,189,0,12,4,136,120,0,12,4,119,17,200,64,1,0,0,3,42,56,1,15,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL TÂRLIȘUA",279,TÂRLIŞUA,35152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:12",1038,988,0,4,46,667,617,0,4,46,632,35,1080,413,1,11,4,20,156,389,7,38,6
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL TEACA",284,TEACA,34985,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:49:35",865,860,0,2,3,421,416,0,2,3,385,36,950,529,2,4,4,50,96,149,33,45,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL TONCIU",143,"GALAŢII BISTRIŢEI",33275,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:55:19",204,192,0,8,4,117,105,0,8,4,111,6,215,98,1,1,0,89,6,13,1,0,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL VERMEŞ",159,LECHINŢA,33435,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:52:43",737,721,0,6,10,370,354,0,6,10,337,33,800,430,2,0,0,9,25,259,11,30,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL VIILE TECII",290,TEACA,34985,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:59:47",877,860,1,7,9,424,408,0,7,9,380,44,950,526,2,4,3,27,61,144,37,100,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL VISUIA",190,"MICEŞTII DE CÂMPIE",33845,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:49:00",306,287,0,14,5,234,215,0,14,5,205,29,318,84,6,1,15,17,62,65,19,20,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ZORENI",243,"SÂNMIHAIU DE CÂMPIE",34477,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:28:58",231,215,0,11,5,175,159,0,11,5,154,21,240,65,1,0,0,12,28,88,2,22,1
6,BISTRIŢA-NĂSĂUD,"CASA DE CULTURĂ ”LIVIU REBREANU”",70,"ORAŞ NĂSĂUD",32544,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:27:31",1370,1359,0,10,1,721,710,0,10,1,689,32,1550,829,7,2,2,13,361,187,34,67,16
6,BISTRIŢA-NĂSĂUD,"CASA DE CULTURĂ SIGMIR",53,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:21:43",961,951,3,7,0,482,475,0,7,0,461,18,1050,571,16,4,2,24,143,184,27,55,6
6,BISTRIŢA-NĂSĂUD,"CASA DE LOCUIT",283,TÂRLIŞUA,35152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:14",173,163,0,7,3,137,127,0,7,3,129,8,200,63,1,1,1,4,36,72,3,10,1
6,BISTRIŢA-NĂSĂUD,"CENTRU CULTURAL MIJLOCENII BÂRGĂULUI",150,"JOSENII BÂRGĂULUI",33382,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:28:31",1360,1351,2,1,6,727,720,0,1,6,689,38,1500,773,3,2,3,12,96,245,103,158,67
6,BISTRIŢA-NĂSĂUD,"CENTRUL CULTURAL CATEHETIC SF. ARHIDIACON STEFAN",173,MAIERU,33621,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:50:06",1546,1540,0,0,6,960,954,0,0,6,888,72,1693,733,12,0,4,50,185,395,24,212,6
6,BISTRIŢA-NĂSĂUD,"CENTRUL CULTURAL MUNICIPAL GEORGE COȘBUC",1,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:34:04",1332,1301,4,21,6,641,614,0,21,6,617,24,1650,1009,26,7,4,44,156,271,53,46,10
6,BISTRIŢA-NĂSĂUD,"CENTRUL CULTURAL PRUNDU BÂRGĂULUI",221,"PRUNDU BÂRGĂULUI",34235,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:36:54",1552,1543,0,6,3,866,857,0,6,3,816,41,1700,843,8,5,4,17,93,562,31,88,8
6,BISTRIŢA-NĂSĂUD,"CENTRUL DE INFORMARE TURISTICA",214,PARVA,34155,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:34:11",965,945,0,0,20,616,596,0,0,20,548,68,1050,434,3,0,2,32,40,304,21,146,0
6,BISTRIŢA-NĂSĂUD,"CENTRUL DE INFORMARE TURISTICĂ",292,TELCIU,35054,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:23:13",1002,992,1,3,6,593,584,0,3,6,536,57,1100,507,1,3,10,26,159,111,119,101,6
6,BISTRIŢA-NĂSĂUD,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",94,"BUDACU DE JOS",32704,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:20:26",837,824,2,3,8,571,560,0,3,8,535,36,900,329,3,1,4,14,53,334,12,111,3
6,BISTRIŢA-NĂSĂUD,"CENTRUL MISIONAR DE TINERET ”IOAN BUNEA” SÂNGEORZ-BĂI",83,"ORAŞ SÂNGEORZ-BĂI",32599,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:01:44",1490,1479,1,7,3,730,720,0,7,3,687,43,1600,870,1,4,4,11,358,208,44,53,4
6,BISTRIŢA-NĂSĂUD,"CLUBUL COPIILOR BECLEAN",62,"ORAŞ BECLEAN",32483,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:10:20",778,764,1,11,2,363,350,0,11,2,349,14,850,487,3,2,1,38,100,137,26,33,9
6,BISTRIŢA-NĂSĂUD,"CLUBUL COPIILOR BECLEAN",61,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:08:31",727,715,1,10,1,362,351,0,10,1,351,11,800,438,4,6,0,39,91,136,39,31,5
6,BISTRIŢA-NĂSĂUD,"COLEGIUL NAŢIONAL ”ANDREI MUREŞANU”",23,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:31:33",1304,1281,0,21,2,596,575,0,21,0,575,21,1400,804,28,4,6,25,156,241,50,45,20
