precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA REPER SENS URS.PDF PENTRU SECTORUL 3-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",537,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:13:31",1372,1366,1,5,0,583,578,0,5,0,554,24,1533,950,276,61,33,16,28,140
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",533,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:32:24",1777,1764,0,13,0,823,810,0,13,0,801,22,1938,1115,341,104,69,12,42,233
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",532,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:09:57",1289,1284,1,4,0,571,567,0,4,0,552,19,1431,860,270,55,42,15,19,151
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",530,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:43:54",1383,1374,4,5,0,617,612,0,5,0,596,21,1518,901,275,55,43,16,30,177
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",536,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:31:56",1668,1663,0,5,0,774,769,0,5,0,750,24,1829,1055,350,77,68,32,35,188
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",437,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:24:11",1429,1411,10,8,0,477,469,0,8,0,462,15,1561,1084,175,48,40,33,27,139
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",441,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:37:35",1473,1457,10,6,0,681,675,0,6,0,657,24,1457,776,282,59,42,19,36,219
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",436,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:54:43",1424,1397,21,6,0,607,601,0,6,0,582,10,1542,935,216,59,66,0,27,214
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",433,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-13 20:31:47",1784,1725,39,20,0,806,782,4,20,0,786,18,1895,1091,270,61,81,18,27,329
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",439,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:40:02",1296,1279,2,12,3,661,646,0,12,3,641,17,1409,748,258,57,71,26,28,201
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",438,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:44:31",1615,1603,0,9,3,800,788,0,9,3,775,15,1762,972,279,73,66,27,32,298
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",435,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 00:58:44",1453,1413,31,9,0,650,641,0,9,0,638,8,1603,957,231,59,61,13,29,245
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",440,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:24:44",1468,1436,16,15,1,679,663,0,15,1,666,13,1588,909,226,72,57,21,38,252
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",434,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:04:06",1414,1399,8,6,1,505,498,6,0,1,491,11,1554,1050,183,42,45,22,24,175
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",432,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:05:06",1475,1435,32,8,0,667,657,2,8,0,629,38,1575,908,223,61,74,26,20,225
