precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STÂNGĂ GEORGE-CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","FOTEA COSTEL-PARTIDUL SOCIAL DEMOCRAT-voturi","TONIŢĂ MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞTEFAN VASILE-PARTIDUL PRO ROMÂNIA-voturi","MITROFAN LIVIU-ROMÂNIA SOCIALISTĂ-voturi","IORDĂCHIŢĂ GABRIELA-VIOLETA-PARTIDUL S.O.S. ROMÂNIA-voturi","MARIN ROMEO-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","DOBROVICI-BACALBAŞA NICOLAE-PARTIDUL CONSERVATOR DEMOCRAT-voturi","POTEC NICOLAE-PETRIŞOR-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
18,GALAŢI,"CĂMINUL CULTURAL FÂRȚĂNEȘTI",297,FÂRŢĂNEŞTI,76255,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:08",1445,1440,0,3,2,659,654,0,3,2,632,19,1591,940,27,557,27,3,2,13,1,1,1
18,GALAŢI,"CĂMINUL CULTURAL ION PANAIT-POET 1941-2009",376,PISCU,76996,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:14:00",1180,1156,1,7,16,612,588,1,7,16,563,49,1300,688,58,356,39,37,12,9,15,2,35
18,GALAŢI,"CĂMINUL CULTURAL JORĂȘTI",331,JORĂŞTI,76638,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:26:41",840,827,0,6,7,495,482,0,6,7,463,32,906,411,166,264,17,1,1,11,1,0,2
18,GALAŢI,"CĂMINUL CULTURAL RĂDEŞTI",385,RĂDEŞTI,77561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:08:49",878,854,0,12,12,514,490,0,12,12,478,36,936,422,59,368,21,2,2,11,1,10,4
18,GALAŢI,"CĂMINUL CULTURAL SUCEVENI",402,SUCEVENI,77288,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:36",928,863,0,11,54,559,494,0,11,54,531,28,957,398,92,381,17,6,3,11,3,0,18
18,GALAŢI,"CĂMINUL CULTURAL VIILE",298,FÂRŢĂNEŞTI,76255,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:20",1211,1208,0,3,0,568,565,0,3,0,554,14,1325,757,14,513,11,1,0,9,2,0,4
18,GALAŢI,"CĂMINUL CULTURAL ZĂRNEȘTI",333,JORĂŞTI,76638,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:02",274,268,0,4,2,168,162,0,4,2,159,9,295,127,55,95,3,1,0,3,1,0,1
18,GALAŢI,"CASA DE CULTURA „ION CREANGĂ” BERESTI",211,"ORAŞ BEREŞTI",75338,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:16",1238,1174,1,25,38,803,740,0,25,38,775,28,1335,521,398,360,5,1,2,8,1,0,0
18,GALAŢI,"CASA PRAZNICALĂ PAROHIA CĂRĂPCEȘTI",270,COROD,75953,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:00",656,652,0,3,1,334,330,0,3,1,318,16,800,464,47,254,13,0,0,2,2,0,0
18,GALAŢI,"CENTRU COMUNITAR INTEGRAT DE SERVICII SOCIALE, MEDICALE SI CONEXE",280,CUDALBI,76157,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:58:02",1814,1761,0,16,37,933,880,0,16,37,835,98,1600,667,229,515,47,10,0,15,1,0,18
18,GALAŢI,"CENTRUL DE FORMARE PROFESIONALĂ",395,"SLOBOZIA CONACHI",77180,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:23",1237,1197,1,9,30,663,624,0,9,30,646,17,1353,690,123,437,35,27,1,13,4,1,5
18,GALAŢI,"CENTRUL SOCIAL MULTIFUNCTIONAL INTEGRAT PENTRU PERSOANE VARSTNICE TIGANESTI",355,MUNTENI,75258,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:13",819,790,0,7,22,460,431,0,7,22,446,14,900,440,49,351,17,1,0,24,1,0,3
18,GALAŢI,"CLADIREA GRADINITA NR.1",324,INDEPENDENŢA,76585,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:53",929,917,1,6,5,501,490,0,6,5,482,19,1016,515,52,323,27,10,0,23,4,3,40
18,GALAŢI,"COLEGIUL DE INDUSTRIE ALIMENTARĂ ”ELENA DOAMNA” (GRUP ȘCOLAR ”ELENA DOAMNA”)",43,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:55",1572,1541,0,12,19,537,506,0,12,19,518,19,600,63,42,287,43,10,8,37,19,11,61
18,GALAŢI,"COLEGIUL DE INDUSTRIE ALIMENTARĂ ”ELENA DOAMNA” (GRUP ȘCOLAR ”ELENA DOAMNA”)",42,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:59",1731,1714,1,11,5,605,588,1,11,5,576,26,2000,1398,64,335,42,14,8,24,30,2,57
18,GALAŢI,"COLEGIUL ECONOMIC ”VIRGIL MADGEARU” (GRUP ȘCOLAR ECONOMIC ADMINISTRATIV ”VIRGIL MADGEARU”)",59,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:03",1772,1762,0,10,0,651,641,0,10,0,630,21,2000,1349,51,428,44,7,3,24,17,10,46
18,GALAŢI,"COLEGIUL ECONOMIC ”VIRGIL MADGEARU” (GRUP ȘCOLAR ECONOMIC ADMINISTRATIV ”VIRGIL MADGEARU”)",58,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:50",1944,1916,0,6,22,459,431,0,6,22,441,18,2000,1541,30,301,32,11,4,12,13,3,35
18,GALAŢI,"COLEGIUL ECONOMIC ”VIRGIL MADGEARU” (GRUP ȘCOLAR ECONOMIC ADMINISTRATIV ”VIRGIL MADGEARU”)",55,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:00:19",1937,1899,0,7,31,223,185,0,7,31,217,6,2000,1777,19,112,23,5,2,22,15,2,17
18,GALAŢI,"COLEGIUL ECONOMIC ”VIRGIL MADGEARU” (GRUP ȘCOLAR ECONOMIC ADMINISTRATIV ”VIRGIL MADGEARU”)",56,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:12",1897,1843,0,4,50,158,104,0,4,50,154,4,2000,1830,19,94,16,3,1,1,4,2,14
18,GALAŢI,"COLEGIUL ECONOMIC ”VIRGIL MADGEARU” (GRUP ȘCOLAR ECONOMIC ADMINISTRATIV ”VIRGIL MADGEARU”)",57,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:17:18",1848,1811,0,5,32,139,102,0,5,32,133,6,2000,1861,11,80,17,1,0,7,3,2,12
18,GALAŢI,"COLEGIUL NAȚIONAL ”ALEXANDRU IOAN CUZA” (GRĂDINIȚA NR. 59 - FOSTA ȘCOALĂ GENERALĂ NR. 8)",52,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:00",1396,1386,2,7,1,600,592,0,7,1,590,10,1600,1000,34,406,35,4,6,18,12,3,72
18,GALAŢI,"COLEGIUL NAȚIONAL ”ALEXANDRU IOAN CUZA” (GRĂDINIȚA NR. 59 - FOSTA ȘCOALĂ GENERALĂ NR. 8)",53,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:40:32",1316,1304,3,8,1,488,479,0,8,1,409,18,1600,1112,47,289,24,4,5,28,7,5,0
18,GALAŢI,"COLEGIUL NAȚIONAL ”ALEXANDRU IOAN CUZA” (GRĂDINIȚA NR. 59 - FOSTA ȘCOALĂ GENERALĂ NR. 8)",51,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:51",1188,1181,0,6,1,537,530,0,6,1,512,25,1200,663,34,328,28,9,2,12,18,5,76
18,GALAŢI,"COLEGIUL NAȚIONAL ”ALEXANDRU IOAN CUZA” (GRĂDINIȚA NR. 59 - FOSTA ȘCOALĂ GENERALĂ NR. 8)",54,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:12:29",1912,1904,1,7,0,412,405,0,7,0,400,10,2000,1493,33,252,31,7,4,20,11,6,36
18,GALAŢI,"COLEGIUL NAŢIONAL CALISTRAT HOGAŞ",207,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:19",1919,1914,1,4,0,185,181,0,4,0,179,6,2130,1945,54,96,16,0,1,3,1,2,6
18,GALAŢI,"COLEGIUL NAŢIONAL CALISTRAT HOGAŞ",206,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:54:28",1925,1914,0,10,1,179,168,0,10,1,169,10,2120,1941,57,84,8,7,0,4,2,2,5
18,GALAŢI,"COLEGIUL NAŢIONAL CALISTRAT HOGAŞ",208,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:29",1930,1921,0,9,0,268,259,0,9,0,264,4,2150,0,70,160,14,2,0,10,0,4,4
18,GALAŢI,"COLEGIUL NAȚIONAL ”COSTACHE NEGRI” (LICEUL PEDAGOGIC ”COSTACHE NEGRI”)",22,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:56:31",1368,1359,2,7,0,564,557,0,7,0,535,29,1600,1036,48,353,24,7,4,21,18,7,53
18,GALAŢI,"COLEGIUL NAȚIONAL ”COSTACHE NEGRI” (LICEUL PEDAGOGIC ”COSTACHE NEGRI”)",20,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:49",1459,1451,0,8,0,596,588,0,8,0,565,18,1600,871,64,352,39,10,3,22,12,9,54
18,GALAŢI,"COLEGIUL NAȚIONAL ”COSTACHE NEGRI” (LICEUL PEDAGOGIC ”COSTACHE NEGRI”)",18,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:10",1242,1203,29,10,0,522,512,0,10,0,493,12,1600,1095,45,320,33,4,3,10,12,8,58
18,GALAŢI,"COLEGIUL NAȚIONAL ”COSTACHE NEGRI” (LICEUL PEDAGOGIC ”COSTACHE NEGRI”)",21,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:15",1357,1348,1,6,2,563,555,0,6,2,542,19,1600,1039,57,315,36,9,4,19,10,7,85
18,GALAŢI,"COLEGIUL NAȚIONAL ”COSTACHE NEGRI” (LICEUL PEDAGOGIC ”COSTACHE NEGRI”)",19,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:28",1478,1457,13,8,0,596,588,0,8,0,578,18,1600,1004,56,379,33,7,3,24,12,9,55
18,GALAŢI,"COLEGIUL NAŢIONAL DE AGRICULTURĂ ŞI ECONOMIE",190,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:39:43",1148,1139,0,7,2,540,531,0,7,2,527,13,1290,750,171,282,35,7,0,12,3,0,17
18,GALAŢI,"COLEGIUL NAŢIONAL DE AGRICULTURĂ ŞI ECONOMIE",189,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:40:00",931,925,0,5,1,364,358,0,5,1,353,11,1020,656,146,170,15,2,2,11,3,3,1
18,GALAŢI,"COLEGIUL NAȚIONAL ”MIHAIL KOGĂLNICEANU”",12,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:19:13",1523,1508,5,9,1,608,598,0,9,1,577,31,1600,992,53,330,32,8,7,29,16,14,88
18,GALAŢI,"COLEGIUL NAȚIONAL ”MIHAIL KOGĂLNICEANU”",11,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:52:54",1401,1395,1,5,0,557,552,0,5,0,547,7,1600,1032,60,310,22,9,5,17,18,11,95
18,GALAŢI,"COLEGIUL NAȚIONAL ”MIHAIL KOGĂLNICEANU”",14,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:31",1122,1115,1,6,0,435,429,0,6,0,423,12,1200,765,36,268,23,7,2,12,16,5,54
18,GALAŢI,"COLEGIUL NAȚIONAL ”MIHAIL KOGĂLNICEANU”",13,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:36",1068,1050,5,11,2,314,301,0,11,2,288,26,1200,886,30,172,24,3,3,18,17,2,19
18,GALAŢI,"COLEGIUL NAŢIONAL SPIRU HARET",188,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:56",664,656,0,8,0,248,240,0,8,0,242,6,720,471,64,136,9,7,1,10,0,3,12
18,GALAŢI,"COLEGIUL NAŢIONAL SPIRU HARET",187,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:19",1161,1151,0,7,3,550,540,0,7,3,534,16,1270,720,181,272,23,6,1,19,2,0,30
18,GALAŢI,"COLEGIUL NAȚIONAL ”VASILE ALECSANDRI”",29,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:43",1299,1274,19,6,0,550,544,0,6,0,537,13,1600,1050,63,320,42,7,2,18,19,1,65
18,GALAŢI,"COLEGIUL NAȚIONAL ”VASILE ALECSANDRI”",28,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:21",1242,1234,2,6,0,480,474,0,6,0,461,19,1200,320,36,259,29,9,5,18,12,4,89
18,GALAŢI,"COLEGIUL NAȚIONAL ”VASILE ALECSANDRI”",27,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:53:35",894,886,0,8,0,381,373,0,8,0,371,10,800,409,45,199,36,4,5,24,12,2,44
18,GALAŢI,"CREȘĂ SCHELA",391,SCHELA,77153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:10:13",1428,1395,0,4,29,870,837,0,4,29,843,27,1540,670,217,460,38,9,0,14,10,2,93
18,GALAŢI,"CREȘĂ SCHELA",392,SCHELA,77153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:50",1223,1205,0,3,15,731,713,0,3,15,721,10,1350,619,186,411,28,5,3,14,9,2,63
18,GALAŢI,"DIPENSAR BLÂNZI",268,COROD,75953,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:34",964,953,1,9,1,418,408,0,9,1,399,19,1200,782,94,286,12,2,0,4,1,0,0
18,GALAŢI,GRĂDINIȚĂ,253,BUCIUMENI,75819,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:40",313,303,0,7,3,190,180,0,7,3,178,12,358,168,21,142,9,1,0,3,0,0,2
18,GALAŢI,"GRĂDINIȚA ”ALBA CA ZĂPADA” BRĂNEȘTI",438,VLĂDEŞTI,77536,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:43",795,767,0,6,22,389,361,0,6,22,361,28,851,462,27,231,93,1,1,5,1,0,2
18,GALAŢI,"GRĂDINIȚA BĂNEASA",233,BĂNEASA,75686,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:47:42",696,638,0,13,45,696,638,0,13,45,655,41,1200,504,99,498,43,3,0,9,0,0,3
18,GALAŢI,"GRADINITA COPII",433,VÂNĂTORI,75150,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:20",1794,1767,9,18,0,902,883,1,18,0,890,12,1928,1026,96,620,49,6,6,26,14,5,68
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL ALEGRETO",201,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:34",945,934,3,8,0,385,376,1,8,0,371,14,1040,655,116,182,32,8,2,23,3,2,3
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL CĂLMĂȚUI",321,GRIVIŢA,76558,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:29",545,530,0,8,7,268,253,0,8,7,247,21,601,216,82,137,4,3,0,10,1,0,10
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL CRUCEANU",386,RĂDEŞTI,77561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:29:42",249,243,0,6,0,152,146,0,6,0,147,5,285,133,15,122,3,0,0,3,0,2,2
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL CU DOUĂ SĂLI DE GRUPĂ",435,VÂRLEZI,77509,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:32:00",859,787,0,24,48,552,480,0,24,48,534,18,807,255,179,324,18,0,0,10,2,0,1
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL FÎNTÎNI",364,NICOREŞTI,76807,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:13",472,460,0,10,2,259,247,0,10,2,240,19,512,253,79,87,56,1,0,10,1,0,6
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NICOREȘTI",361,NICOREŞTI,76807,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:03",1155,1133,2,19,1,592,591,0,0,1,569,23,1270,678,212,177,153,3,2,11,2,3,6
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR.1",292,DRĂGUŞENI,76175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:28",711,708,0,3,0,331,328,0,3,0,313,18,791,460,56,182,63,3,0,4,2,1,2
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR.1",291,DRĂGUŞENI,76175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:38",462,460,0,2,0,256,254,0,2,0,251,5,507,251,62,158,20,2,0,5,3,0,1
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL NR.1",209,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:06",770,766,0,4,0,276,272,0,4,0,269,7,860,584,140,92,15,4,0,7,1,4,6
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",293,DRĂGUŞENI,76175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:09",244,237,0,7,0,129,122,0,7,0,123,6,262,133,18,89,9,1,2,1,0,0,3
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",272,COSMEŞTI,76040,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:13",700,681,0,3,16,345,326,0,3,16,329,16,750,405,87,158,21,16,1,9,2,0,35
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",294,DRĂGUŞENI,76175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:53",447,442,0,5,0,190,185,0,5,0,184,6,486,286,21,110,50,1,0,1,0,0,1
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",295,DRĂGUŞENI,76175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:53:05",226,219,0,7,0,139,132,0,7,0,131,8,244,105,19,102,9,0,0,0,0,0,1
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",273,COSMEŞTI,76040,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:59",947,918,1,7,21,460,432,0,7,21,434,26,1000,512,51,227,98,7,0,17,9,0,25
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR.1",419,ŢEPU,77377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:14",800,728,0,47,25,662,590,0,47,25,587,22,800,191,45,357,56,1,2,9,112,0,5
