county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-voturi","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-mandate-faza-1","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","DEI IACOB-voturi","DEI IACOB-mandate-faza-1","DEI IACOB-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-faza-2","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-mandate-g8","POTRIVITU VALENTIN-voturi","POTRIVITU VALENTIN-mandate-faza-1","POTRIVITU VALENTIN-mandate-faza-2","CACARAN CRISTIAN-voturi","CACARAN CRISTIAN-mandate-faza-1","CACARAN CRISTIAN-mandate-faza-2","CHICIUC ADRIAN-voturi","CHICIUC ADRIAN-mandate-faza-1","CHICIUC ADRIAN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi","PARTIDUL PATRIOȚII POPORULUI ROMÂN-mandate-faza-1","PARTIDUL PATRIOȚII POPORULUI ROMÂN-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","CIORAN DORINA-voturi","CIORAN DORINA-mandate-faza-1","CIORAN DORINA-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","MACHEDON MARIAN-voturi","MACHEDON MARIAN-mandate-faza-1","MACHEDON MARIAN-mandate-faza-2","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OAMENILOR TINERI-mandate-faza-1","PARTIDUL OAMENILOR TINERI-mandate-faza-2","MANOLACHI GICĂ-voturi","MANOLACHI GICĂ-mandate-faza-1","MANOLACHI GICĂ-mandate-faza-2"
38,TULCEA,CIUCUROVA,160225,1,FINAL,UAT,CL,CL_CE,"2024-06-11 11:51:20",1703,1677,0,24,2,846,820,0,24,2,763,78,1855,1014,38,53,61,67,405,6,0,172,2,0,0,0,0,39,0,1,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,CRIŞAN,160261,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:32:46",960,941,7,7,5,583,571,0,7,5,548,35,1043,460,27,38,43,60,99,1,1,280,4,1,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,33,0,1,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,DĂENI,160305,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:39:10",1552,1497,0,17,38,912,857,0,17,38,871,41,1696,784,43,60,69,79,650,8,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,DOROBANŢU,160323,2,FINAL,UAT,CL,CL_CE,"2024-06-12 14:53:44",1102,1030,0,26,46,589,517,0,26,46,571,18,1140,551,28,39,45,60,23,0,0,340,5,1,64,1,0,0,0,0,0,0,0,0,0,0,144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,FRECĂŢEI,160387,2,FINAL,UAT,CL,CL_CE,"2024-06-21 09:55:15",2560,2455,4,55,46,1715,1613,1,55,46,1653,59,3229,1517,82,115,132,105,560,5,0,812,7,1,0,0,0,67,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,GRECI,160430,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:43:30",4115,4089,5,19,2,1885,1864,0,19,2,1795,90,4526,2641,89,125,143,133,771,5,1,823,6,0,50,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,GRINDU,160458,2,FINAL,UAT,CL,CL_CE,"2024-06-13 18:43:05",1069,995,0,19,55,709,635,0,19,55,699,10,1172,463,34,48,55,77,370,4,1,86,1,0,0,0,0,200,2,1,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,HAMCEARCA,160476,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:44:56",1071,971,0,65,35,756,656,0,65,35,731,25,1111,355,36,51,58,81,267,3,0,399,4,1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,HORIA,160528,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:08:36",1143,1066,1,23,53,716,640,0,23,53,691,25,1186,459,34,48,55,76,51,0,1,392,5,0,0,0,0,0,0,0,0,0,0,0,0,0,248,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,"I. C. BRĂTIANU",161525,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:51:22",937,908,0,25,4,602,573,0,25,4,579,23,1005,403,28,40,46,64,456,7,0,123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,IZVOARELE,160564,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:17:02",1682,1493,1,126,62,1217,1030,1,125,61,1164,53,1773,556,58,81,93,101,562,5,1,551,5,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,JIJILA,160617,2,FINAL,UAT,CL,CL_CE,"2024-06-21 10:08:10",4399,4386,1,8,4,2104,2092,0,8,4,2040,64,4849,2745,102,142,163,130,837,6,0,858,6,1,88,0,0,0,0,0,0,0,0,0,0,0,257,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,JURILOVCA,160644,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:18:25",3485,3434,5,30,16,1727,1681,0,30,16,1680,47,3841,2114,84,117,134,119,71,0,0,1433,12,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,LUNCAVIŢA,160680,2,FINAL,UAT,CL,CL_CE,"2024-06-13 18:51:41",3531,3480,1,40,10,2023,1972,1,40,10,1915,107,3787,1765,95,134,153,139,463,3,0,1344,9,1,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,MAHMUDIA,160724,2,FINAL,UAT,CL,CL_CE,"2024-06-11 14:42:40",2127,2067,2,15,43,1110,1053,0,15,42,1081,28,2281,637,54,75,86,93,171,1,1,749,8,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,MALIUC,160779,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:49:11",754,726,2,15,11,478,451,1,15,11,467,11,804,326,23,32,37,51,383,7,0,84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,"MIHAI BRAVU",160831,2,FINAL,UAT,CL,CL_CE,"2024-06-21 09:25:55",2111,2033,7,26,45,1072,1003,0,26,43,1034,38,2302,1230,51,72,82,94,206,2,0,672,7,0,0,0,0,0,0,0,0,0,0,0,0,0,156,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,"MIHAIL KOGĂLNICEANU",160877,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:37:40",2541,2410,1,66,64,1776,1646,0,66,64,1717,59,2713,937,85,120,137,129,899,6,1,599,4,1,0,0,0,36,0,0,0,0,0,0,0,0,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,"MUNICIPIUL TULCEA",159614,2,FINAL,UAT,CL,CL_CE,"2024-06-21 09:41:10",67892,67318,145,324,105,27368,26944,4,315,105,26673,695,75080,47712,1333,1867,2133,1168,7090,6,0,9283,7,1,0,0,0,1335,1,0,0,0,0,0,0,0,4531,3,1,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2309,1,1,942,0,0,878,0,0,0,0,0,0,0,0
38,TULCEA,MURIGHIOL,160911,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:05:04",2773,2746,1,25,1,1483,1457,0,25,1,1411,72,3035,1275,70,98,112,100,465,4,1,486,4,1,0,0,0,67,0,0,0,0,0,0,0,0,142,1,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,NALBANT,160993,1,FINAL,UAT,CL,CL_CE,"2024-06-11 14:12:55",2090,2026,2,27,35,1166,1104,0,27,35,1107,59,2242,1076,55,77,88,100,519,5,0,484,4,1,0,0,0,0,0,0,0,0,0,0,0,0,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,NICULIŢEL,161035,2,FINAL,UAT,CL,CL_CE,"2024-06-21 10:26:03",3595,3581,2,3,9,1634,1625,0,3,6,1579,50,3949,2319,78,110,126,121,289,2,0,675,5,1,0,0,0,86,0,1,0,0,0,0,0,0,240,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,2,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,NUFĂRU,161053,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:26:29",2328,2274,0,27,27,1262,1208,0,27,27,1229,33,2505,1243,61,86,98,111,398,3,0,449,4,0,68,0,1,127,1,0,0,0,0,0,0,0,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,"ORAŞ BABADAG",159650,2,FINAL,UAT,CL,CL_CE,"2024-06-13 18:29:30",7722,7481,1,206,34,3843,3603,0,206,34,3621,222,8375,4532,181,253,289,204,1705,8,0,1488,7,0,0,0,0,85,0,0,56,0,0,0,0,0,287,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,"ORAŞ ISACCEA",159687,1,FINAL,UAT,CL,CL_CE,"2024-06-10 16:20:02",4087,4025,2,21,39,2242,2182,0,21,39,2156,71,4456,2229,107,150,172,146,453,3,0,617,4,0,64,0,0,78,0,0,22,0,0,0,0,0,838,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,"ORAŞ MĂCIN",159730,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:55:03",8507,8430,11,45,21,3736,3670,0,45,21,3549,160,9336,5627,177,248,283,236,980,4,0,1330,5,1,0,0,0,0,0,0,0,0,0,0,0,0,372,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,1,0,0,0,0,0,0,0,0,0,0,582,2,0,0,0,0
38,TULCEA,"ORAŞ SULINA",159767,2,FINAL,UAT,CL,CL_CE,"2024-06-21 10:01:33",3187,3098,4,34,51,1719,1634,0,34,51,1665,52,3451,1734,83,116,133,122,280,2,0,542,4,1,141,1,0,0,0,0,0,0,0,0,0,0,245,2,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,2,0,0,0,0,0,0,0,0,0,0,126,1,0,0,0,0,0,0,0,0,0,0
38,TULCEA,OSTROV,161106,2,FINAL,UAT,CL,CL_CE,"2024-06-21 10:19:37",1555,1504,2,13,36,885,836,0,13,36,838,47,1664,779,41,58,67,76,351,4,0,366,4,1,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,PARDINA,161133,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:19:56",493,447,1,37,8,358,313,0,37,8,348,10,484,126,17,24,27,38,95,2,0,183,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,TULCEA,PECENEAGA,161151,2,FINAL,UAT,CL,CL_CE,"2024-06-13 15:52:32",1339,1264,0,13,62,927,852,0,13,62,909,18,1456,529,45,63,72,81,234,2,1,599,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
