precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","ROMÂNIA SOCIALISTĂ-voturi","FORȚA DREPTEI-voturi","PARTIDUL ACUM-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","STOICA CONSTANTIN-MIRCEA-voturi","BUŞE DANIEL-voturi","ŢIGARET BOGDAN-FLORIN-voturi"
40,VÂLCEA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”MATEI BASARAB”",14,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:36:27",977,967,1,9,0,377,368,0,9,0,372,5,1070,693,155,27,76,52,0,17,5,4,10,5,4,3,1,1,8,4
40,VÂLCEA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”MATEI BASARAB”",16,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:48:17",977,974,0,3,0,416,413,0,3,0,405,11,1040,622,157,33,56,84,1,15,2,4,24,3,5,5,3,2,1,10
40,VÂLCEA,"DADP - SEDIU, BL A17",34,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:55:32",1995,1987,3,5,0,915,910,0,5,0,893,22,2200,1285,361,64,165,185,1,20,6,6,39,5,11,3,1,7,4,15
40,VÂLCEA,"DIRECȚIA ADMINISTRĂRII DOMENIULUI PUBLIC",70,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:17:18",1153,1085,2,9,57,648,581,1,9,57,635,13,1190,542,268,32,128,141,1,3,2,3,22,4,5,6,4,4,2,10
40,VÂLCEA,"GRĂDINIŢA CĂZĂNEŞTI",89,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:27:48",1003,995,0,7,1,1003,995,0,7,1,475,25,1100,600,228,22,100,72,4,11,5,3,12,1,1,2,2,5,0,7
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”COZIA”",39,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:18:07",1073,1061,3,8,1,490,480,1,8,1,477,13,1170,680,198,35,80,86,4,7,3,8,19,5,9,4,6,4,1,8
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”COZIA”",38,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:09:48",1339,1317,3,19,0,627,607,1,19,0,616,11,1430,803,257,50,81,98,2,6,6,4,32,13,13,7,9,8,9,21
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",8,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:51:16",908,896,3,9,0,415,406,0,9,0,403,12,980,565,137,36,56,84,2,9,6,7,24,0,8,2,5,7,2,18
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",7,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:15:01",945,943,0,2,0,411,409,0,2,0,396,15,1050,639,173,33,55,69,0,16,3,5,18,1,6,6,4,1,3,3
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",6,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:46:38",923,916,0,7,0,412,405,0,7,0,400,12,1050,638,157,13,87,85,1,16,0,1,14,3,5,3,1,2,2,10
40,VÂLCEA,"GRADINITA CU PROGRAM PRELUNGIT OSTROVENI",90,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:17:43",1284,1265,6,13,0,651,638,0,13,0,639,12,1340,689,310,51,109,94,3,18,0,4,27,4,3,4,2,1,4,5
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI I",59,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:47",1231,1219,0,12,0,542,530,0,12,0,531,11,1345,803,245,35,96,80,1,20,6,2,16,4,8,1,3,6,0,8
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT OSTROVENI II",69,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:06:55",1190,1179,0,11,0,471,460,0,11,0,456,15,1303,831,194,47,85,52,0,22,6,3,17,6,1,7,4,3,4,5
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT OSTROVENI II",68,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:28:12",969,963,0,6,0,379,373,0,6,0,376,3,1060,681,173,25,62,57,3,17,4,2,13,1,3,3,2,4,0,7
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI II",66,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:16:12",1261,1254,0,7,0,558,551,0,7,0,544,14,1390,832,240,47,110,78,2,15,6,9,13,5,4,4,4,4,2,1
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI II",67,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:08:56",1332,1327,0,5,0,561,556,0,5,0,543,18,1460,899,297,32,74,72,4,20,4,2,12,4,3,4,0,1,6,8
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",12,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:50",1178,1170,0,8,0,540,532,0,8,0,529,11,1300,760,214,37,109,89,1,15,6,4,20,11,4,1,4,3,6,5
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",11,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:21:04",947,940,0,7,0,427,420,0,7,0,413,14,1030,603,144,48,80,84,2,2,3,3,17,4,5,3,5,3,6,4
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",9,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:58",981,970,1,10,0,414,404,0,10,0,399,15,1070,656,169,33,66,68,0,13,4,2,23,7,2,2,2,2,2,4
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",13,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:09",778,767,0,11,0,329,318,0,11,0,323,6,840,511,132,23,46,64,0,8,2,2,18,6,9,3,0,4,2,4
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",10,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:06",1010,998,0,12,0,452,440,0,12,0,437,15,1100,648,173,25,92,96,0,10,3,2,14,4,2,7,2,3,1,3
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",3,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:15:01",1251,1244,7,0,0,520,513,7,0,0,503,17,1380,860,197,43,97,92,1,16,2,1,20,5,6,2,5,3,3,10
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",5,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:41:59",1140,1133,1,6,0,509,503,0,6,0,497,12,1260,745,194,37,94,90,0,21,4,5,22,6,7,1,2,2,5,7
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",4,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:21:10",1178,1172,1,5,0,442,436,1,5,0,424,12,1310,868,172,33,82,72,0,8,6,2,23,6,3,6,5,1,1,4
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",40,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:19",1012,996,4,10,2,431,421,0,8,2,419,12,1120,689,164,46,52,77,3,4,3,1,22,15,9,8,0,3,3,9
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",41,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:53:52",913,905,3,4,1,439,431,3,4,1,429,10,1010,571,168,46,53,93,1,4,7,3,22,4,8,3,1,3,3,10
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",42,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:16:30",1093,1083,2,8,0,547,538,1,8,0,509,36,1200,655,220,40,91,77,9,19,4,6,19,2,4,7,2,1,6,2
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEȘOIANU”",43,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:58:20",939,927,2,10,0,409,399,0,10,0,382,27,1020,611,177,24,64,55,3,15,18,1,5,4,2,1,1,4,1,7
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",62,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:22:06",814,806,0,8,0,331,323,0,8,0,317,14,890,559,158,14,55,56,1,9,3,5,4,1,3,1,1,1,1,4
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",61,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:04:59",731,721,0,10,0,289,279,0,10,0,275,14,800,497,132,20,39,43,0,9,3,3,9,1,0,2,1,3,3,7
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",64,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:00",731,725,0,6,0,335,329,0,6,0,323,12,830,495,143,19,54,45,1,7,1,6,18,3,6,1,3,6,2,8
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",60,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:37",817,809,3,5,0,330,325,0,5,0,324,6,890,560,143,22,44,66,0,11,0,3,11,2,2,4,1,1,1,13
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",65,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:43:08",783,776,0,7,0,319,312,0,7,0,312,7,860,541,148,29,48,53,0,8,6,3,7,1,2,0,1,1,2,3
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",63,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:01:27",1144,1139,0,5,0,510,505,0,5,0,503,7,1230,720,261,28,75,82,0,14,6,3,18,2,1,4,2,3,1,3
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",20,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:44:09",861,853,0,8,0,356,348,0,8,0,345,11,940,584,134,24,77,75,2,3,1,1,16,0,1,0,1,4,3,3
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",19,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:13:31",828,796,2,6,24,411,381,0,6,24,402,9,890,479,168,38,76,58,0,8,0,2,19,9,4,1,1,5,4,9
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",18,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:58:53",921,913,1,7,0,443,436,0,7,0,428,15,1010,567,150,41,74,84,1,14,3,5,16,4,3,3,2,7,4,17
40,VÂLCEA,"PASAJ PIETONAL",36,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:24",655,645,3,7,0,277,269,1,7,0,275,2,710,433,107,25,43,52,3,10,3,1,13,3,4,4,2,0,0,5
40,VÂLCEA,"PASAJ PIETONAL",35,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:19:49",812,804,0,8,0,394,386,0,8,0,375,16,880,486,176,35,47,59,1,4,3,3,18,6,6,5,2,1,0,9
40,VÂLCEA,"PASAJ PIETONAL",37,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:06:03",885,868,2,8,7,431,416,0,8,7,422,9,960,529,195,34,51,77,2,10,8,3,17,4,5,1,4,2,1,8
40,VÂLCEA,"ŞCOALA COPĂCELU",88,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:00:33",1607,1597,1,5,4,800,791,0,5,4,773,27,1760,960,392,42,106,142,1,15,3,3,21,7,2,6,7,5,5,16
40,VÂLCEA,"ŞCOALA FEŢENI",48,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:06:18",194,186,0,8,0,99,91,0,8,0,97,2,210,111,58,5,11,13,0,4,0,0,1,1,0,1,1,0,0,2
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",72,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:20:28",942,929,2,11,0,398,387,0,11,0,389,9,1030,632,170,25,50,73,0,11,9,1,18,3,2,9,5,2,3,8
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",75,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:40:31",719,708,3,8,0,309,300,1,8,0,303,6,780,471,155,11,38,50,0,9,3,2,13,6,1,8,0,3,2,2
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",73,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:54:34",1169,1156,0,12,1,576,563,0,12,1,560,16,1270,694,241,43,105,97,3,11,4,2,6,5,15,3,3,7,2,13
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",74,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:30:47",988,976,1,11,0,425,414,0,11,0,410,15,1080,655,175,36,68,72,1,5,3,5,18,3,0,1,3,8,2,10
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",76,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:50:40",1066,1056,1,9,0,427,418,0,9,0,407,20,1160,733,197,20,69,74,0,11,2,4,12,4,2,3,2,3,1,3
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",77,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:41:24",1259,1256,0,3,0,562,559,0,3,0,541,19,1390,830,239,31,82,100,2,19,7,6,14,4,10,2,5,10,3,7
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",71,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:48:43",1485,1475,2,8,0,662,654,0,8,0,646,16,1630,968,302,42,107,112,2,9,20,2,22,6,4,5,2,5,1,5
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ COLONIE",87,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:48",1032,1023,1,8,0,541,532,1,8,0,473,68,1140,599,293,10,48,64,11,13,17,0,12,0,0,2,1,2,0,0
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ GORANU",46,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:03:37",1031,1023,0,7,1,449,441,0,7,1,433,16,1120,671,218,28,52,80,0,12,5,8,10,6,8,0,3,2,0,1
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ GORANU",45,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:53:28",1395,1389,0,6,0,541,535,0,6,0,516,25,1530,989,202,43,84,87,7,17,5,6,28,6,8,4,4,1,5,9
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”IOAN GH. DUCA”",24,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:15:51",760,747,3,10,0,321,311,0,10,0,307,14,850,529,125,20,46,63,2,7,1,3,16,1,6,2,4,2,3,6
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”IOAN GH. DUCA”",27,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:54:27",829,823,0,6,0,349,343,0,6,0,342,7,910,561,137,33,46,58,2,9,2,2,26,6,5,4,5,0,1,6
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”IOAN GH. DUCA”",23,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:27:35",946,936,0,10,0,415,405,0,10,0,402,13,1030,615,154,51,68,77,0,10,4,2,16,2,1,2,1,2,4,8
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”IOAN GH. DUCA”",25,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:43:14",816,807,2,6,1,365,358,0,6,1,356,8,880,516,116,29,59,89,0,16,1,2,19,4,2,2,4,3,2,8
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”IOAN GH. DUCA”",21,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:53",947,940,3,4,0,403,399,0,4,0,392,11,1030,627,153,34,59,74,1,10,5,3,17,6,6,5,3,3,4,9
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”IOAN GH. DUCA”",26,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:36:59",1026,1015,2,8,1,430,421,0,8,1,420,10,1120,690,170,39,62,82,1,8,4,1,20,4,11,1,3,4,5,5
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”IOAN GH. DUCA”",22,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:07:27",922,918,2,2,0,428,426,0,2,0,416,12,1010,582,169,42,52,78,0,11,5,3,17,2,7,8,4,1,4,13
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ MIHAI EMINESCU",57,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:34:19",1347,1337,0,10,0,679,669,0,10,0,671,8,1530,851,305,69,132,98,1,7,7,0,13,5,12,4,5,5,4,4
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ MIHAI EMINESCU",58,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:45:15",1085,1075,1,9,0,456,447,0,9,0,445,11,1210,754,210,29,74,73,0,10,0,5,26,1,4,4,2,3,1,3
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ MIHAI EMINESCU",56,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:46:27",560,550,0,10,0,560,550,0,10,0,537,23,1300,740,244,48,77,98,1,7,3,2,19,10,11,5,1,2,4,5
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",82,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:08:41",933,925,0,8,0,398,390,0,8,0,391,7,1020,622,193,31,60,66,1,13,3,3,6,3,6,1,0,1,0,4
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",80,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:55:46",915,907,0,7,1,400,392,0,7,1,393,7,1000,600,183,23,46,71,3,22,1,1,13,6,5,6,0,3,1,9
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",81,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:54:19",966,959,0,6,1,403,396,0,6,1,394,9,1060,657,195,27,59,70,0,16,1,2,13,0,4,0,1,1,0,5
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",84,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:07:51",1379,1376,0,3,0,638,635,0,3,0,615,23,1520,882,261,40,118,116,1,16,2,9,31,3,3,1,5,3,3,3
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",78,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:18:30",891,885,1,5,0,349,344,0,5,0,339,10,980,631,153,21,59,53,1,4,3,2,11,5,2,2,4,5,0,14
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",79,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:33:29",932,919,1,12,0,412,400,0,12,0,400,12,1010,598,176,28,80,69,1,11,2,2,11,4,2,1,1,3,5,4
