county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","CORĂBIAN ADRIANA-MARIA-voturi","CORĂBIAN ADRIANA-MARIA-mandate-faza-1","CORĂBIAN ADRIANA-MARIA-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","SÎMBOUAN VIOREL-voturi","SÎMBOUAN VIOREL-mandate-faza-1","SÎMBOUAN VIOREL-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","SÎMBOAN ALEXANDRU-TEODOR-voturi","SÎMBOAN ALEXANDRU-TEODOR-mandate-faza-1","SÎMBOAN ALEXANDRU-TEODOR-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","POENAR IOAN-voturi","POENAR IOAN-mandate-faza-1","POENAR IOAN-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","ROMAN CRISTIAN-VASILE-voturi","ROMAN CRISTIAN-VASILE-mandate-faza-1","ROMAN CRISTIAN-VASILE-mandate-faza-2","SÎNGEORZAN ŞTEFAN-voturi","SÎNGEORZAN ŞTEFAN-mandate-faza-1","SÎNGEORZAN ŞTEFAN-mandate-faza-2","SÂNGEORZAN VASILE-voturi","SÂNGEORZAN VASILE-mandate-faza-1","SÂNGEORZAN VASILE-mandate-faza-2","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA ELECTORALĂ PSD PNL-mandate-faza-1","ALIANȚA ELECTORALĂ PSD PNL-mandate-faza-2","FELECAN IOAN-GABRIEL-voturi","FELECAN IOAN-GABRIEL-mandate-faza-1","FELECAN IOAN-GABRIEL-mandate-faza-2","BULŢA VIOREL-voturi","BULŢA VIOREL-mandate-faza-1","BULŢA VIOREL-mandate-faza-2","TAHÎŞ IOAN-voturi","TAHÎŞ IOAN-mandate-faza-1","TAHÎŞ IOAN-mandate-faza-2","MĂGUREAN ALEXANDRU-DACIAN-voturi","MĂGUREAN ALEXANDRU-DACIAN-mandate-faza-1","MĂGUREAN ALEXANDRU-DACIAN-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","TODEREL IOAN-voturi","TODEREL IOAN-mandate-faza-1","TODEREL IOAN-mandate-faza-2","TANCOVICI SILVIU-OVIDIU-voturi","TANCOVICI SILVIU-OVIDIU-mandate-faza-1","TANCOVICI SILVIU-OVIDIU-mandate-faza-2","FETTI ROMANA-IULIA-voturi","FETTI ROMANA-IULIA-mandate-faza-1","FETTI ROMANA-IULIA-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","MAGDEA MIRCEA-FLORIN-voturi","MAGDEA MIRCEA-FLORIN-mandate-faza-1","MAGDEA MIRCEA-FLORIN-mandate-faza-2","VLAŞIN GELU-voturi","VLAŞIN GELU-mandate-faza-1","VLAŞIN GELU-mandate-faza-2"
6,BISTRIŢA-NĂSĂUD,COŞBUC,33177,2,FINAL,UAT,CL,CL_CE,"2024-06-27 16:33:31",1613,1578,1,4,30,931,897,0,4,30,869,62,1732,801,43,60,69,79,331,4,0,168,2,0,111,1,0,0,0,0,0,0,0,51,0,0,80,1,0,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,DUMITRA,33202,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:19:40",4358,4284,7,23,44,2498,2431,0,23,44,2407,91,4733,2235,120,168,192,156,973,6,0,563,3,1,342,2,0,0,0,0,342,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,DUMITRIŢA,179686,2,FINAL,UAT,CL,CL_CE,"2024-06-17 09:59:32",2654,2582,3,16,53,1532,1462,1,16,53,1427,105,2840,1308,71,99,114,101,800,7,1,153,1,1,198,1,1,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,FELDRU,33248,2,FINAL,UAT,CL,CL_CE,"2024-06-28 09:50:07",6133,6058,7,32,36,3035,2966,1,32,36,2910,125,6598,3563,145,203,232,186,1374,7,0,1008,5,1,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,1,1,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"GALAŢII BISTRIŢEI",33275,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:10:27",2011,1959,1,24,27,1129,1078,0,24,27,1096,33,2132,1003,54,76,87,88,782,8,1,79,0,1,47,0,0,0,0,0,69,0,0,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"ILVA MARE",33337,2,FINAL,UAT,CL,CL_CE,"2024-06-27 16:43:12",1898,1840,1,2,55,1279,1222,0,2,55,1223,55,2062,784,61,85,97,99,565,5,1,467,4,1,65,0,0,59,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"ILVA MICĂ",33364,2,FINAL,UAT,CL,CL_CE,"2024-06-27 14:55:37",2650,2577,1,5,67,1527,1455,0,5,67,1484,43,2834,1307,74,103,118,108,1169,10,1,159,1,0,71,0,0,0,0,0,0,0,0,0,0,0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"JOSENII BÂRGĂULUI",33382,1,FINAL,UAT,CL,CL_CE,"2024-06-10 18:15:18",4217,4179,5,20,13,2328,2294,1,20,13,2243,85,4625,2297,112,157,179,149,816,5,0,296,1,1,675,4,1,0,0,0,263,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,LECHINŢA,33435,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:43:40",4890,4781,4,48,57,2606,2501,0,48,57,2520,86,5314,2708,126,176,201,160,1657,10,1,372,2,0,176,1,0,0,0,0,66,0,0,199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,LEŞU,33514,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:47:59",2290,2190,1,24,75,1503,1403,1,24,75,1461,42,2450,947,73,102,116,132,765,5,1,505,3,1,0,0,0,0,0,0,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,LIVEZILE,33541,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:52:09",4100,4013,9,65,13,2265,2186,1,65,13,2199,66,4478,2213,109,153,175,146,1818,12,0,145,0,1,0,0,0,0,0,0,236,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"LUNCA ILVEI",33603,2,FINAL,UAT,CL,CL_CE,"2024-06-28 09:55:44",2677,2665,4,1,7,1439,1431,0,1,7,1383,56,2922,1483,69,96,110,106,188,1,1,810,7,1,133,1,0,0,0,0,252,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"MĂGURA ILVEI",33729,2,FINAL,UAT,CL,CL_CE,"2024-06-28 11:58:37",1666,1584,1,1,80,1087,1005,1,1,80,1029,58,1821,734,51,72,82,91,527,5,1,181,1,1,121,1,0,0,0,0,0,0,0,0,0,0,56,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,MAIERU,33621,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:31:14",6301,6259,6,1,35,3969,3933,0,1,35,3796,155,6893,2942,189,265,303,220,1550,7,0,715,3,0,626,2,1,0,0,0,0,0,0,0,0,0,174,0,0,414,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,MĂRIŞELU,33765,2,FINAL,UAT,CL,CL_CE,"2024-06-27 15:30:58",1980,1938,4,29,9,1199,1161,0,29,9,1134,43,2129,952,56,79,90,103,724,7,0,134,1,0,101,0,1,0,0,0,0,0,0,67,0,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,MATEI,33658,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:03:35",1919,1834,1,37,47,1385,1301,0,37,47,1299,81,2066,686,64,90,103,109,536,4,1,342,3,0,32,0,0,0,0,0,59,0,0,326,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
