precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOBOTARU DRAGOŞ-FĂNICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","HALICI NICUŞOR-PARTIDUL SOCIAL DEMOCRAT-voturi","BADIU GEORGEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞTEFAN ION-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ROMAN VICTOR-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","VASILIU CARMEN-PARTIDUL S.O.S. ROMÂNIA-voturi"
41,VRANCEA,"CĂMIN CULTURAL FARAOANELE",333,VÂRTEŞCOIU,178689,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:12:58",992,974,0,6,12,559,541,0,6,12,528,31,1071,512,44,433,22,11,1,17
41,VRANCEA,"CĂMIN CULTURAL GOLEŞTI",176,GOLEŞTI,174824,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:37",1631,1618,1,2,10,771,761,0,2,8,749,22,1785,1014,137,368,91,111,6,36
41,VRANCEA,"CAMIN CULTURAL NANESTI",222,NĂNEŞTI,176855,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:12:56",1034,978,0,6,50,571,515,0,6,50,549,22,1077,506,306,177,27,32,3,4
41,VRANCEA,"CĂMIN CULTURAL NEICU",99,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:39",504,498,0,6,0,248,242,0,6,0,233,15,553,305,61,107,27,26,1,11
41,VRANCEA,"CAMIN CULTURAL PĂULEȘTI",236,PĂULEŞTI,178910,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:39",583,570,0,2,11,377,364,0,2,11,357,20,640,263,120,194,4,37,1,1
41,VRANCEA,"CAMIN CULTURAL PAUNESTI",242,PĂUNEŞTI,177236,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:56",1079,1073,0,6,0,470,464,0,6,0,428,42,1169,699,200,62,46,39,71,10
41,VRANCEA,"CAMIN CULTURAL POIANA CRISTEI, PRIMARIA COMUNEI POIANA CRISTEI",247,"POIANA CRISTEI",177263,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:02:39",970,934,0,10,26,639,603,0,10,26,584,55,1024,385,90,303,45,128,1,17
41,VRANCEA,"CAMIN CULTURAL PRAHUDA",235,PALTIN,177101,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:03",428,419,0,1,8,262,253,0,1,8,253,9,458,196,76,149,18,2,1,7
41,VRANCEA,"CAMIN CULTURAL(SALA FESTIVITATI)",105,BÂRSEŞTI,175224,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:45:52",1145,1056,0,42,47,786,697,0,42,47,760,24,1216,432,355,320,53,20,3,9
41,VRANCEA,"CĂMIN CULTURAL SAT SPINEȘTI",357,VRÂNCIOAIA,178750,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:18:48",624,595,0,4,25,337,308,0,4,25,325,11,656,320,45,263,4,7,1,5
41,VRANCEA,"CĂMIN CULTURAL TĂTĂRANU",300,TĂTĂRANU,177986,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:33",1150,1106,0,9,35,558,514,0,9,35,532,26,1219,661,90,349,31,62,0,0
41,VRANCEA,"CĂMIN CULTURAL VERDEA",262,RĂCOASA,177405,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:32",556,540,1,3,12,336,320,1,3,12,308,28,607,271,62,136,81,9,13,7
41,VRANCEA,"CAMIN CULTURAL VIRTESCOIU",331,VÂRTEŞCOIU,178689,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:11:18",1275,1263,2,2,8,666,655,1,2,8,631,35,1401,735,101,401,56,37,3,33
41,VRANCEA,"CAMINUL CULTURAL",117,BORDEŞTI,175439,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-17 20:30:47",972,929,0,12,31,582,539,0,12,31,550,32,1049,467,179,204,31,114,2,20
41,VRANCEA,"CAMINUL CULTURAL",190,HOMOCEA,176445,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:14",1679,1653,0,7,19,466,440,0,7,19,440,26,1840,1374,315,36,25,4,14,46
41,VRANCEA,"CAMINUL CULTURAL",194,HOMOCEA,176445,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:43",990,974,0,3,13,514,498,0,3,13,488,26,1093,579,272,97,37,12,23,47
41,VRANCEA,"CĂMINUL CULTURAL",283,"SLOBOZIA CIORĂŞTI",177726,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:45",1069,1029,4,6,30,558,521,1,6,30,527,31,1166,608,62,332,64,30,2,37
41,VRANCEA,"CĂMINUL CULTURAL BOGZA",274,SIHLEA,177600,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:14:50",684,660,0,9,15,300,276,0,9,15,288,12,729,429,148,106,18,13,1,2
41,VRANCEA,"CAMINUL CULTURAL BUDESTI",149,COTEŞTI,175885,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:16:39",1476,1443,1,5,27,830,797,1,5,27,794,36,1621,786,136,260,116,246,4,32
41,VRANCEA,"CĂMINUL CULTURAL CÂNDEȘTI",153,DUMBRĂVENI,175938,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:10",1147,1120,2,13,12,643,617,1,13,12,611,32,1237,594,199,303,50,25,7,27
41,VRANCEA,"CĂMINUL CULTURAL ”DIMITRIE CANTEMIR”",210,MERA,176686,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:18:36",1064,1034,1,6,23,683,653,1,6,23,644,39,959,276,339,235,44,9,8,9
41,VRANCEA,"CĂMINUL CULTURAL HĂULIȘCA",238,PĂULEŞTI,178910,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:48",524,514,0,3,7,331,321,0,3,7,317,14,573,242,73,211,15,11,7,0
41,VRANCEA,"CĂMINUL CULTURAL „NICOLAE CIORĂSCU” GUGEŞTI",180,GUGEŞTI,176301,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:25",1594,1581,0,2,11,695,682,0,2,11,660,35,1743,1048,79,448,70,42,3,18
41,VRANCEA,"CĂMINUL CULTURAL RĂCOASA",258,RĂCOASA,177405,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:27",905,884,1,7,13,462,442,0,7,13,449,13,986,520,118,228,74,21,2,6
41,VRANCEA,"CAMINUL CULTURAL STRAOANE DE JOS",289,STRĂOANE,177799,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:06",1097,1093,2,2,0,555,553,0,2,0,531,24,1218,663,180,263,45,26,4,13
41,VRANCEA,"CAMINUL CULTURAL STRAOANE DE SUS",290,STRĂOANE,177799,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:30",710,702,1,7,0,364,356,1,7,0,357,7,777,413,70,175,79,26,0,7
41,VRANCEA,"CĂMINUL CULTURAL VASILE ȚIROIU BOLOTEȘTI",111,BOLOTEŞTI,175368,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:41",606,588,2,7,9,305,289,0,7,9,294,11,650,345,173,50,45,18,1,7
41,VRANCEA,"CASA OBŞTII TULNICI",310,TULNICI,178117,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:34",1165,1142,1,16,6,600,578,0,16,6,548,32,1260,680,365,119,36,15,1,12
41,VRANCEA,"CASA OBŞTII TULNICI",309,TULNICI,178117,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:30",1151,1138,0,9,4,595,582,0,9,4,561,34,1256,661,368,136,31,12,2,12
41,VRANCEA,"CASA PRAZNICALĂ CIOLĂNEȘTI",168,FITIONEŞTI,176150,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:07:10",140,129,1,10,0,80,70,0,10,0,80,0,141,61,27,29,7,16,0,1
41,VRANCEA,"CASA PRAZNICALĂ FITIONEȘTI",166,FITIONEŞTI,176150,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:06",656,644,1,8,3,358,347,0,8,3,341,17,705,347,66,150,35,68,12,10
41,VRANCEA,"CASA PRAZNICALĂ GHIMICEȘTI",169,FITIONEŞTI,176150,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:17:23",312,301,0,11,0,167,156,0,11,0,149,18,331,164,23,49,17,46,2,12
41,VRANCEA,"CENTRU COMUNITAR MULTIFUNCȚIONAL CORBIȚA",145,CORBIŢA,175787,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:32",257,255,0,2,0,147,145,0,2,0,141,2,279,135,47,79,6,4,2,3
41,VRANCEA,"CENTRU DE ZI, CANTINĂ SOCIALĂ ȘI ÎNGRIJIRE LA DOMICILIU PENTRU PERSOANE VÂRSTNICE",140,CIORĂŞTI,175590,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:51:10",279,270,0,4,5,185,176,0,4,5,164,12,296,120,118,10,32,2,0,2
41,VRANCEA,"CENTRUL DE RECUPERARE PENTRU PERSOANE CU HANDICAP",96,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:15",410,398,1,10,1,249,238,0,10,1,243,6,442,193,79,62,43,45,1,13
41,VRANCEA,"CENTRU PENTRU EDUCAȚIE TIMPURIE ”LUMEA COPIILOR”",89,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:45:52",779,769,0,8,2,470,460,0,8,2,462,8,863,393,107,244,38,58,6,9
41,VRANCEA,"COLEGIUL NAŢIONAL ”AL. I. CUZA”",22,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:53:23",853,838,2,8,5,354,341,0,8,5,345,9,927,573,149,83,32,69,5,7
41,VRANCEA,"COLEGIUL NAȚIONAL „EMIL BOTTA” - CORP B - SALA DE FESTIVITĂȚI",60,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:47",866,856,1,9,0,357,348,0,9,0,345,12,958,601,104,148,39,15,27,12
41,VRANCEA,"COLEGIUL NAȚIONAL PEDAGOGIC „SPIRU HARET” FOCȘANI",41,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:52:35",1608,1601,1,6,0,757,751,0,6,0,745,12,1768,1011,278,238,64,120,15,30
41,VRANCEA,"COLEGIUL NAŢIONAL ”UNIREA”",30,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:24:29",1096,1083,3,8,2,419,409,0,8,2,408,11,1200,781,134,156,30,64,4,20
41,VRANCEA,"COLEGIUL TEHNIC AUTO „TRAIAN VUIA”",8,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:56",679,670,2,7,0,337,330,0,7,0,331,6,745,408,139,97,32,53,4,6
41,VRANCEA,"COLEGIUL TEHNIC AUTO „TRAIAN VUIA”",9,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:38:57",1044,1035,1,8,0,480,472,0,8,0,468,12,1139,659,174,145,32,90,10,17
41,VRANCEA,"COLEGIUL TEHNIC ”EDMOND NICOLAU”",34,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:36",1139,1131,0,8,0,491,483,0,8,0,481,10,1254,763,184,152,27,87,10,21
41,VRANCEA,"COLEGIUL TEHNIC „GHEORGHE ASACHI” FOCȘANI",23,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:09:00",1314,1310,0,3,1,560,556,0,3,1,541,19,1472,912,198,168,49,108,2,16
41,VRANCEA,"COLEGIUL TEHNIC „GHEORGHE ASACHI” FOCȘANI",24,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:48",1573,1560,3,10,0,624,613,1,10,0,607,17,1750,1126,224,205,50,91,6,31
41,VRANCEA,"COLEGIUL TEHNIC ”GHEORGHE BALŞ” A",69,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:01:10",1398,1392,0,6,0,660,654,0,6,0,631,29,1535,875,192,185,59,30,141,24
41,VRANCEA,"COLEGIUL TEHNIC ”GHEORGHE BALŞ” B",70,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:20",1206,1198,0,7,1,506,498,0,7,1,483,23,1324,818,141,140,40,15,119,28
41,VRANCEA,"COLEGIUL TEHNIC „ION MINCU” FOCȘANI",26,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:47",944,937,0,7,0,419,412,0,7,0,393,17,1041,622,157,128,24,59,13,12
41,VRANCEA,"COLEGIUL TEHNIC „ION MINCU” FOCȘANI",27,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:19",860,853,0,7,0,359,352,0,7,0,345,13,943,585,109,93,63,61,6,13
41,VRANCEA,"COLEGIUL TEHNIC „ION MINCU” FOCȘANI",25,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:43",994,984,0,8,2,392,382,0,8,2,385,7,1085,693,126,125,49,60,4,21
41,VRANCEA,"COLEGIUL TEHNIC ”VALERIU D. COTEA”",21,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:36:16",1283,1251,3,11,18,573,549,0,11,13,561,12,1371,691,214,182,47,76,11,31
41,VRANCEA,"CONSILIUL LOCAL TĂNĂSOAIA",296,TĂNĂSOAIA,177879,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:34",689,653,0,10,26,445,409,0,10,26,429,16,768,323,70,110,70,149,20,10
41,VRANCEA,"CONSILIUL LOCAL URECHEŞTI",318,URECHEŞTI,178279,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:19",1740,1727,1,12,0,866,853,1,12,0,829,37,1898,1032,559,139,71,32,5,23
41,VRANCEA,CREȘĂ,172,GAROAFA,176212,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:06",580,574,0,6,0,296,290,0,6,0,287,9,635,339,174,46,32,24,2,9
41,VRANCEA,"CᾸMIN CULTURAL SLOBOZIA BOTEṢTI",206,MĂICĂNEŞTI,176613,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:47",213,191,1,14,7,124,103,0,14,7,118,6,222,98,106,9,1,2,0,0
41,VRANCEA,"DIRECŢIA JUDEŢEANĂ A SPORTURILOR VRANCEA",37,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:50:25",1364,1350,1,13,0,564,551,0,13,0,547,17,1494,930,178,191,56,87,8,27
41,VRANCEA,"DIRECŢIA SANITAR-VETERINARĂ",55,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:35:30",1829,1812,0,10,7,858,841,0,10,7,818,40,2002,1144,300,265,63,142,9,39
41,VRANCEA,"DIRECTIA SILVICĂ VRANCEA",1,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:36",1326,1313,0,13,0,595,582,0,13,0,568,20,1450,855,185,215,45,83,7,33
41,VRANCEA,"DISPENSARUL UMAN MIRCEŞTII VECHI",328,VÂNĂTORI,178607,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:35",279,272,1,6,0,143,136,1,6,0,141,2,299,156,40,50,25,19,2,5
41,VRANCEA,"FOSTA SCOALA GENERALA BORDEASCA NOUA",301,TĂTĂRANU,177986,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:56",349,320,0,16,13,170,141,0,16,13,155,15,354,184,26,113,7,9,0,0
41,VRANCEA,"FOSTA SCOALA GENERALA MARTINESTI",304,TĂTĂRANU,177986,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:10:34",522,504,2,4,12,277,259,2,4,12,246,13,557,298,44,168,14,5,3,12
41,VRANCEA,"FOSTA SCOALA GENERALA NR. 1 BORDEASCA VECHE",303,TĂTĂRANU,177986,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:00",839,829,0,1,9,412,402,0,1,9,394,18,922,510,113,236,17,17,3,8
41,VRANCEA,"FOSTA SCOALA PRIMARA VIJIITOAREA",305,TĂTĂRANU,177986,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:51",99,89,0,10,0,99,89,0,10,0,94,5,187,88,26,49,6,7,1,5
41,VRANCEA,GRĂDINIȚĂ,131,CÂRLIGELE,175732,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:54:53",545,517,0,7,21,336,308,0,7,21,320,16,599,261,29,241,15,23,7,5
41,VRANCEA,"GRĂDINIŢA CIORANI",256,PUFEŞTI,177352,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:52",811,802,1,8,0,435,427,0,8,0,413,22,882,447,56,116,185,30,16,10
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL CHIOJDENI",132,CHIOJDENI,175509,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:20:45",532,506,0,12,14,331,305,0,12,14,314,17,553,222,117,181,8,5,1,2
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL DUMBRAVA",97,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:45",405,400,1,4,0,188,184,0,4,0,174,13,438,250,58,63,28,20,1,4
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL GOLOGANU",178,GOLOGANU,178938,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:00:01",1136,1115,0,8,13,647,626,0,8,13,609,38,1239,592,84,278,128,97,9,13
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL JILIȘTE",284,"SLOBOZIA CIORĂŞTI",177726,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:52",587,574,1,6,6,314,301,1,6,6,293,21,633,319,20,189,47,26,3,8
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL JORĂŞTI",326,VÂNĂTORI,178607,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:49:50",1290,1282,0,6,2,656,648,0,6,2,616,40,1411,755,154,212,86,118,6,40
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL LĂMOTEȘTI",215,MILCOVUL,176748,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:41",885,876,0,2,7,486,477,0,2,7,453,23,965,489,111,196,27,100,7,12
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL MILCOVUL",213,MILCOVUL,176748,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:19",1003,994,1,0,8,539,531,0,0,8,525,14,1094,555,92,259,39,123,5,7
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL MILCOVUL",214,MILCOVUL,176748,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:17",1047,1036,1,1,9,547,537,0,1,9,535,12,1148,601,90,238,37,151,7,12
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1",98,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:17",701,688,1,12,0,367,355,0,12,0,356,11,758,391,120,91,57,65,6,17
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 FITIONEȘTI",167,FITIONEŞTI,176150,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:44",511,505,0,4,2,294,288,0,4,2,277,17,558,264,66,105,32,48,14,12
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 NĂRUJA",225,NĂRUJA,176891,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:47",971,935,0,6,30,637,601,0,6,30,600,18,1062,442,53,481,46,10,3,7
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 POPEȘTI",253,POPEŞTI,178901,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:57",904,897,0,5,2,524,517,0,5,2,504,20,994,470,133,192,114,32,5,28
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 SURAIA",295,SURAIA,177842,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:54:31",1604,1572,2,14,16,799,768,1,14,16,764,35,1720,921,431,211,23,76,5,18
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 GUGEŞTI",182,GUGEŞTI,176301,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:00",877,858,2,8,9,403,386,0,8,9,383,20,955,552,65,232,43,24,3,16
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 (STRUCTURA CARAGEA)",88,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:31:49",914,899,0,13,2,458,443,0,13,2,444,14,1000,542,100,249,31,37,12,15
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 FOCȘANI",57,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:46",1549,1543,0,6,0,672,666,0,6,0,654,18,1700,1028,238,216,50,121,6,23
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 (STRUCTURA UNIREA)",90,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:42",1622,1611,1,6,4,727,717,0,6,4,695,32,1786,1059,139,348,91,82,6,29
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL PALTIN",234,PALTIN,177101,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:50:38",1120,1085,0,6,29,759,724,0,6,29,717,42,1183,335,227,427,29,15,1,18
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL RĂDULEŞTI",330,VÂNĂTORI,178607,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:14",707,701,1,5,0,346,340,1,5,0,317,29,775,429,91,129,56,24,5,12
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL RUCĂRENI",286,SOVEJA,177762,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:05",698,665,1,10,22,413,381,0,10,22,391,22,747,334,258,92,11,23,6,1
