precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NEGOIŢĂ ROBERT SORIN-ALIANȚA ELECTORALĂ PSD PNL-voturi","NIŢĂ ALEXANDRU-MARCO-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NEGRILĂ VASILE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GHEORGHE DANIEL-PAUL-ROMEO-PARTIDUL S.O.S. ROMÂNIA-voturi","JUDELE ŞTEFAN-LUCIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CICEALĂ ANA-MARIA-voturi"
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.88",475,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:32:21",1295,1280,1,14,0,563,549,0,14,0,552,11,1409,846,272,23,10,14,134,99
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.88",478,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:59:39",1395,1381,1,12,1,706,693,0,12,1,695,11,1600,894,354,18,9,12,154,148
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.88",477,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:14:41",1222,1207,3,12,0,567,555,0,12,0,549,16,1337,772,290,22,9,19,117,92
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",535,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:02:44",1408,1405,0,3,0,608,605,0,3,0,592,16,1600,980,380,24,15,4,97,72
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",529,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:03:00",1539,1519,5,14,1,689,674,0,14,1,681,8,1673,8,392,31,10,12,142,94
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",534,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:59:23",1664,1659,2,3,0,731,728,0,3,0,724,7,1829,1098,430,25,16,20,124,109
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",531,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:06:51",1706,1697,1,6,2,813,805,0,6,2,796,17,1869,1056,482,31,10,17,126,130
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",537,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:13:31",1372,1366,1,5,0,583,578,0,5,0,570,9,1600,1017,367,31,9,15,85,63
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",533,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:32:24",1777,1764,0,13,0,823,810,0,13,0,811,12,1938,1115,470,36,5,17,145,138
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",532,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:09:57",1289,1284,1,4,0,571,567,0,4,0,561,10,1431,860,357,25,6,10,93,70
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",530,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 02:43:55",1383,1374,4,5,0,617,612,0,5,0,610,7,1600,983,344,24,9,19,125,89
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",536,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:31:56",1668,1663,0,5,0,774,769,0,5,0,756,13,1829,1055,478,33,8,19,103,115
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",437,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:24:11",1429,1411,10,8,0,477,469,0,8,0,470,7,1600,1123,242,33,22,7,96,70
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",441,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:37:36",1473,1457,10,6,0,681,675,0,6,0,669,12,1457,776,365,35,20,13,137,99
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",436,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:54:44",1424,1397,21,6,0,607,601,0,6,0,596,8,1600,993,282,39,12,6,146,111
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",433,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-13 20:31:52",1784,1725,39,20,0,806,782,4,20,0,769,35,1895,1091,338,26,16,12,214,163
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",439,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:40:02",1296,1279,2,12,3,661,646,0,12,3,641,18,1409,747,344,39,14,13,131,100
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",438,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:44:31",1615,1603,0,9,3,800,788,0,9,3,783,13,1762,966,388,33,14,10,189,149
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",435,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-12 00:58:44",1453,1413,31,9,0,650,641,0,9,0,645,5,1600,947,301,35,8,17,150,134
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",440,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:24:44",1468,1436,16,15,1,679,663,0,15,1,671,8,1600,921,304,33,16,18,163,137
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",434,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:04:08",1414,1399,8,6,1,505,498,6,0,1,484,12,1600,1104,240,23,15,19,97,90
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.95;",432,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:05:06",1475,1435,32,8,0,667,657,2,8,0,635,32,1600,933,290,36,10,14,181,104
