precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi"
30,OLT,"SCOALA GIMNAZIALA SPECIALA",69,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:43",1693,1675,4,12,2,755,741,0,12,2,691,64,1868,1113,80,420,146,14,31
30,OLT,"ŞCOALA GIMNAZIALĂ ŞTEFAN PROTOPOPESCU",10,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:13",1664,1653,0,11,0,779,768,0,11,0,763,16,1827,1048,71,352,231,37,72
30,OLT,"ŞCOALA GIMNAZIALĂ ŞTEFAN PROTOPOPESCU",11,"MUNICIPIUL SLATINA",125347,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 20:22:08",1649,1634,2,12,1,734,721,0,12,1,714,20,1808,1074,86,287,267,37,37
30,OLT,"ȘCOALA GIMNAZIALĂ STREJEȘTI",319,STREJEŞTI,129139,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:54",804,785,0,19,0,548,529,0,19,0,506,42,860,312,71,234,181,7,13
30,OLT,"ŞCOALA GIMNAZIALĂ TĂTULEŞTI",330,TĂTULEŞTI,129317,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:08",569,412,0,97,60,423,266,0,97,60,412,11,480,57,41,211,127,11,22
30,OLT,"SCOALA GIMNAZIALA TEIS",78,"ORAŞ BALŞ",125418,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:47",653,639,0,13,1,383,369,0,13,1,366,17,690,306,53,246,43,7,17
30,OLT,"SCOALA GIMNAZIALA TOPANA",338,TOPANA,129503,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:58",282,231,1,37,13,220,170,0,37,13,213,7,260,40,20,155,24,2,12
30,OLT,"ŞCOALA GIMNAZIALĂ TRAIAN",343,TRAIAN,129567,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:02",1222,1188,0,5,29,807,773,0,5,29,732,75,1331,524,117,214,313,23,65
30,OLT,"ŞCOALA GIMNAZIALĂ TRAIAN",342,TRAIAN,129567,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:34:41",1132,1091,0,6,35,735,694,0,6,35,669,66,1235,500,133,150,300,35,51
30,OLT,"SCOALA GIMNAZIALA URSOAIA",231,ICOANA,127322,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:09:20",512,471,0,17,24,404,363,0,17,24,389,15,546,142,73,139,154,19,4
30,OLT,"SCOALA GIMNAZIALAVIRGIL MAZILESCU",81,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:14",984,974,3,4,3,420,413,0,4,3,393,27,1062,642,52,209,91,11,30
30,OLT,"ŞCOALA GIMNAZIALĂ VIRGIL MAZILESCU",82,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:00",1090,1068,4,12,6,515,496,1,12,6,496,19,1171,656,65,293,93,10,35
30,OLT,"ŞCOALA GIMNAZIALĂ VIRGIL MAZILESCU",83,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:29",884,869,1,10,4,410,396,0,10,4,374,36,941,531,59,199,66,8,42
30,OLT,"ȘCOALA GIMNAZIALĂ VLĂDILA",371,VLĂDILA,130026,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:08:14",818,792,1,3,22,504,478,1,3,22,474,30,900,396,53,284,111,13,13
30,OLT,"ȘCOALA GIMNAZIALĂ VLĂDILA",372,VLĂDILA,130026,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:15",772,736,0,2,34,475,439,0,2,34,464,10,842,367,63,300,77,10,14
30,OLT,"ŞCOALA GIMNAZIALĂ VLAICU VODĂ",22,"MUNICIPIUL SLATINA",125347,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:53:39",1400,1379,0,4,17,655,634,0,4,17,631,24,1536,881,67,251,245,25,43
30,OLT,"ŞCOALA GIMNAZIALĂ VLAICU VODĂ",23,"MUNICIPIUL SLATINA",125347,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 13:39:57",1191,1134,2,5,50,602,547,0,5,50,583,19,1254,652,78,240,183,26,56
30,OLT,"ŞCOALA GIMNAZIALĂ VLAICU VODĂ",24,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:19:33",1373,1363,0,6,4,684,674,0,6,4,664,20,1510,826,78,254,257,22,53
30,OLT,"ȘCOALA GIMNAZIALĂ ”VOIEVOD BRÂNCOVEANU”",140,BRÂNCOVENI,126022,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:42:41",850,803,4,37,6,571,528,0,37,6,542,29,890,319,61,338,98,18,27
30,OLT,"SCOALA GIMNAZIALA VULPENI",378,VULPENI,130124,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:11",823,743,2,46,32,548,470,0,46,32,516,32,815,267,76,332,33,37,38
30,OLT,"SCOALA GIMNAZIALA VULPENI-STRUCTURA GROPSANI",376,VULPENI,130124,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:51",665,609,0,22,34,485,429,0,22,34,462,23,705,220,155,279,12,5,11
30,OLT,"SCOALA GOJGAREI",340,TOPANA,129503,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:55:03",127,90,0,32,5,109,72,0,32,5,108,1,115,6,16,89,3,0,0
30,OLT,"ŞCOALA JIENI",295,RUSĂNEŞTI,128588,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:44",964,942,0,6,16,560,538,0,6,16,516,44,1040,480,75,251,157,15,18
30,OLT,"ŞCOALA MIHĂEŞTI",245,MIHĂEŞTI,127536,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:18",691,617,0,33,41,466,392,0,33,41,459,7,675,209,30,215,190,11,13
30,OLT,"ŞCOALA MIRCEŞTI",332,TĂTULEŞTI,129317,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:54",172,116,1,42,13,135,80,0,42,13,130,5,149,14,18,67,21,6,18
30,OLT,"ŞCOALA MOVILENI",253,MOVILENI,127689,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:32",1009,964,1,20,24,622,577,1,20,24,616,6,1080,458,122,433,20,41,0
30,OLT,"ŞCOALA NOUA",235,IZBICENI,127368,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:10:39",1310,1292,0,6,12,940,922,0,6,12,930,10,1430,490,84,368,127,6,345
30,OLT,"ŞCOALA OBOGA DE JOS",263,OBOGA,127812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:03:17",434,401,0,23,10,266,233,0,23,10,258,8,439,173,11,227,7,7,6
30,OLT,"ŞCOALA POIANA",286,RADOMIREŞTI,128472,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:41:57",204,197,0,5,2,131,124,0,5,2,124,7,216,85,13,86,11,11,3
30,OLT,"ŞCOALA PRIMARĂ",281,POBORU,128301,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:52",220,215,0,5,0,144,139,0,5,0,137,7,235,91,16,109,11,0,1
30,OLT,"ȘCOALA PRIMARĂ",250,MORUNGLAV,127625,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:40:57",1180,1113,0,36,31,804,737,0,36,31,747,57,1220,416,63,302,361,9,12
30,OLT,"ŞCOALA PRIMARĂ IZVORU",203,GĂNEASA,127064,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 10:24:03",590,560,0,16,14,481,451,0,16,14,469,12,627,146,18,417,27,3,4
30,OLT,"ŞCOALA PRIMARĂ LISA",304,SCHITU,128659,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:18",304,299,0,5,0,181,176,0,5,0,172,9,329,148,24,125,8,4,11
30,OLT,"ŞCOALA PRIMARĂ MALU-ROŞU",244,MĂRUNŢEI,127493,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:09:27",125,115,0,9,1,81,71,0,9,1,72,9,128,47,10,44,15,2,1
30,OLT,"ŞCOALA PRIMARĂ PETCULEŞTI",216,GRĂDINARI,127171,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:48",953,921,0,26,6,632,600,0,26,6,615,17,1010,378,536,51,26,1,1
30,OLT,"ȘCOALA PRIMARĂ, SAT.DIENCI",380,VULTUREŞTI,130231,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:08:21",602,531,0,56,15,602,531,0,56,15,580,22,832,230,61,386,116,15,2
30,OLT,"ŞCOALA PRIMARĂ TOMENI",272,"OSICA DE SUS",127983,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:39",382,374,0,8,0,220,212,0,8,0,203,17,405,185,8,167,23,3,2
30,OLT,"ŞCOALA PRIMARĂ VIIŞOARA",241,MĂRUNŢEI,127493,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:19",847,793,0,43,11,627,573,0,43,11,552,24,886,310,68,380,80,14,10
30,OLT,"ȘCOALA ROȘIENII MARI",190,DOBRUN,126825,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:28:51",613,595,0,3,15,407,389,0,3,15,398,9,654,247,38,320,31,5,4
30,OLT,"ŞCOALA STOBORĂŞTI",345,TUFENI,129585,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:33",918,902,0,5,11,464,448,0,5,11,442,22,1005,541,130,244,44,15,9
30,OLT,"SCOALA UNGURENI",341,TOPANA,129503,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:15:13",105,78,0,24,3,89,62,0,24,3,84,5,89,0,19,59,1,0,5
30,OLT,"ŞCOALA VECHE",233,IZBICENI,127368,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:20",906,896,0,3,7,630,620,0,3,7,613,17,995,365,47,306,87,7,166
30,OLT,"ŞCOALĂ VECHE",284,RADOMIREŞTI,128472,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:05:23",570,554,0,12,4,347,331,0,12,4,325,19,612,268,38,251,19,15,2
30,OLT,"ȘCOALA VECHE - CORP 1",346,URZICA,129629,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:30",1206,1122,0,9,75,771,687,0,9,75,731,40,1225,454,129,130,438,19,15
30,OLT,"SCOALA VECHE FRUNZARU",314,SPRÂNCENATA,129040,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:24:32",500,476,0,18,6,365,341,0,18,6,336,29,523,158,52,215,61,3,5
30,OLT,"SCOALA VECHE STĂVARU",347,URZICA,129629,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:30:29",602,552,0,17,33,399,349,0,17,33,385,14,605,205,58,88,223,12,4
30,OLT,"ȘCOALA VÎLCELE",358,VÂLCELE,129987,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:14:33",1276,1221,0,19,36,866,811,0,19,36,826,40,1380,514,117,493,181,24,11
30,OLT,"SCOALA ZANOAGA",177,DĂNEASA,126585,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:19",331,319,0,4,8,215,203,0,4,8,206,9,360,145,18,145,4,8,31
30,OLT,"SEDIU FOSTĂ BRIGADĂ AGRICOLĂ",130,BĂRĂŞTI,125757,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:06",80,48,0,29,3,69,37,0,29,3,63,6,84,15,2,38,22,0,1
30,OLT,"SEDIUL FOSTEI C.A.P.",292,ROTUNDA,128560,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:19",1175,1142,2,14,17,839,808,0,14,17,791,48,1242,403,444,318,14,2,13
30,OLT,"SEDIUL FOSTEI C.A.P.",291,ROTUNDA,128560,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:40",1074,1020,0,23,31,775,721,0,23,31,747,28,1115,340,432,288,17,2,8
30,OLT,"SPĂLĂTORIE SOCIALĂ",79,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:04:00",1402,1384,0,14,4,613,595,0,14,4,549,61,1528,918,74,273,130,21,51
30,OLT,"SPATIUL COMERCIAL DUDE GHEORGHE",269,"OSICA DE SUS",127983,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:03",980,937,0,11,32,653,610,0,11,32,628,25,1025,372,103,275,230,7,13
