precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
14,CONSTANŢA,"CĂMIN CULTURAL GALIȚA",511,OSTROV,62538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:07",598,591,0,7,0,279,272,0,7,0,256,23,600,321,39,132,74,7,0,3,0,1
14,CONSTANŢA,"CĂMIN CULTURAL GÎRLIȚA",512,OSTROV,62538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:10:47",222,216,0,6,0,149,143,0,6,0,145,4,300,151,14,24,89,9,0,9,0,0
14,CONSTANŢA,"CAMIN CULTURAL IVRINEZU MARE",520,PEŞTERA,62707,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:03",716,708,2,5,1,366,360,0,5,1,340,26,800,434,49,107,145,22,2,11,2,2
14,CONSTANŢA,"CAMIN CULTURAL LIPNITA",468,LIPNIŢA,62057,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:40",426,417,0,2,7,426,417,0,2,7,396,30,800,374,38,185,136,5,2,16,0,14
14,CONSTANŢA,"CĂMIN CULTURAL NEGREȘTI",403,COBADIN,61318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:53",359,349,0,8,2,188,178,0,8,2,175,13,400,212,42,65,53,5,2,6,1,1
14,CONSTANŢA,"CĂMIN CULTURAL OSTROV",507,OSTROV,62538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:43",1132,1128,0,2,2,667,663,0,2,2,597,33,1200,570,91,221,198,17,1,60,3,6
14,CONSTANŢA,"CĂMIN CULTURAL OSTROV",506,OSTROV,62538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:03",847,842,1,3,1,482,478,0,3,1,452,22,900,418,76,190,130,11,2,30,7,6
14,CONSTANŢA,"CĂMIN CULTURAL PECINEAGA",517,PECINEAGA,62672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:34:13",1365,1345,3,2,15,765,748,0,2,15,722,43,1481,716,90,145,363,64,10,33,8,9
14,CONSTANŢA,"CĂMIN CULTURAL PEŞTERA",519,PEŞTERA,62707,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:02",1509,1503,1,4,1,782,777,0,4,1,751,31,1700,918,133,348,199,27,7,30,0,7
14,CONSTANŢA,"CĂMIN CULTURAL SAT CIOCÎRLIA",397,CIOCÂRLIA,61283,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:15:53",1327,1267,1,35,24,896,837,0,35,24,851,45,1400,499,60,467,245,22,3,50,4,0
14,CONSTANŢA,"CĂMIN CULTURAL SAT CIOCÎRLIA DE SUS",398,CIOCÂRLIA,61283,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:49",1259,1231,0,5,23,868,840,0,5,23,805,44,1300,429,73,449,150,23,10,90,3,7
14,CONSTANŢA,"CĂMIN CULTURAL SIMINOC",308,"ORAŞ MURFATLAR",62360,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:35",1058,1046,0,7,5,639,627,0,7,5,618,21,1200,561,78,403,63,24,4,38,4,4
14,CONSTANŢA,"CĂMIN CULTURAL TĂTARU",411,COMANA,61452,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:52",547,537,2,3,5,282,273,1,3,5,258,24,600,318,67,149,29,7,1,2,1,2
14,CONSTANŢA,"CAMIN CULTURAL VULTURU",561,VULTURU,63170,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:34",570,563,0,1,6,338,331,0,1,6,313,25,600,262,26,24,241,9,2,9,0,2
14,CONSTANŢA,"CĂMINUL CULTURAL",494,"MIHAIL KOGĂLNICEANU",62191,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:04",380,372,0,8,0,380,372,0,8,0,360,20,700,320,61,216,52,15,0,9,0,7
14,CONSTANŢA,"CĂMINUL CULTURAL CANLIA",469,LIPNIŢA,62057,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:43",399,395,0,4,0,218,214,0,4,0,211,7,400,182,23,108,68,5,1,1,1,4
14,CONSTANŢA,"CĂMINUL CULTURAL CĂSCIOARELE",388,CERCHEZU,61167,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:03",227,221,0,5,1,147,141,0,5,1,137,10,300,153,8,28,40,6,0,55,0,0
14,CONSTANŢA,"CĂMINUL CULTURAL CERCHEZU",387,CERCHEZU,61167,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:46",409,388,0,13,8,262,241,0,13,8,247,15,400,138,28,49,118,5,5,38,3,1
14,CONSTANŢA,"CĂMINUL CULTURAL DOBROMIR -",437,DOBROMIR,61737,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:56",790,778,0,4,8,523,511,0,4,8,419,104,800,277,0,179,215,5,17,1,1,1
14,CONSTANŢA,"CĂMINUL CULTURAL DUMBRĂVENI",443,DUMBRĂVENI,63161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:45",385,332,0,29,24,305,252,0,29,24,291,12,400,97,27,188,67,1,3,1,0,4
14,CONSTANŢA,"CĂMINUL CULTURAL LUMINA",478,LUMINA,63152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:48:13",1658,1637,0,19,2,864,845,0,17,2,826,38,1800,912,140,265,235,53,30,75,15,13
14,CONSTANŢA,"CĂMINUL CULTURAL NISIPARI-SALA DE SPECTACOLE",386,CASTELU,61121,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:48:35",1665,1601,1,35,28,1113,1050,0,35,28,1041,72,1700,587,142,357,493,22,2,18,4,3
14,CONSTANŢA,"CĂMINUL CULTURAL TICHILEȘTI",452,HORIA,63278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:10:33",248,242,0,5,1,124,118,0,5,1,118,6,300,176,9,74,26,3,0,5,0,1
14,CONSTANŢA,"CĂMINUL CULTURAL VIROAGA",390,CERCHEZU,61167,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:51",363,338,0,16,9,240,215,0,16,9,215,25,398,158,10,48,92,7,0,55,1,2
14,CONSTANŢA,"CAMPUS SOCIAL ”HENRI COANDĂ”",210,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:20:42",1809,1800,0,9,0,634,625,0,9,0,556,78,1800,1166,123,82,233,58,14,35,8,3
14,CONSTANŢA,"CASA AGRONOMULUI MĂGURA",389,CERCHEZU,61167,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:02",78,63,0,12,3,56,41,0,12,3,52,4,100,44,1,11,29,4,0,7,0,0
14,CONSTANŢA,"CASA CĂSĂTORIILOR",327,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:08:22",1383,1375,0,7,1,625,617,0,7,1,583,27,1500,890,108,110,166,50,13,66,43,27
14,CONSTANŢA,"CASA DE CULTURA",294,"ORAŞ HÂRŞOVA",60801,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:37:33",702,691,2,7,2,408,399,0,7,2,395,13,800,392,99,138,118,10,1,20,5,4
14,CONSTANŢA,"CASA DE CULTURĂ",306,"ORAŞ MURFATLAR",62360,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:23",1429,1420,0,6,3,807,798,0,6,3,777,21,1600,767,558,83,68,20,3,35,4,6
14,CONSTANŢA,"CASA DE CULTURĂ",329,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:11",1627,1619,2,6,0,706,700,0,6,0,672,34,1800,1094,130,154,175,44,8,90,42,29
14,CONSTANŢA,"CASA DE CULTURĂ",335,"ORAŞ NEGRU VODĂ",62397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:15:46",1203,1178,1,17,7,657,633,0,17,7,623,34,1203,546,201,250,98,26,6,28,2,12
14,CONSTANŢA,"CASA DE CULTURĂ",328,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:09:46",1401,1359,30,10,2,663,651,0,10,2,636,27,1500,837,107,149,172,34,11,93,31,39
14,CONSTANŢA,"CASA DE CULTURĂ ”I.N.ROMAN”",239,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:23",801,793,1,6,1,350,343,0,6,1,331,19,900,550,42,143,81,16,7,23,8,11
14,CONSTANŢA,"CASA MUNICIPALĂ DE CULTURĂ",212,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:38",1528,1518,0,8,2,742,732,0,8,2,693,46,1700,961,118,203,203,34,13,81,24,17
14,CONSTANŢA,"CENTRU DE TINERET",559,"VALU LUI TRAIAN",63125,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:51",1929,1919,0,9,1,1018,1008,0,9,1,990,28,2100,1082,83,734,76,37,7,43,7,3
14,CONSTANŢA,"CENTRUL CULTURAL ”GABRIEL COTABIȚĂ” POIANA",348,"ORAŞ OVIDIU",60687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:37:48",1054,1042,0,11,1,614,602,0,11,1,588,14,1100,498,118,290,61,59,3,45,8,4
14,CONSTANŢA,"CENTRUL CULTURAL OVIDIU",346,"ORAŞ OVIDIU",60687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:22:44",1808,1792,1,11,4,943,928,0,11,4,902,41,1900,957,125,446,185,34,11,78,14,9
14,CONSTANŢA,"CENTRUL DE AFACERI NĂVODARI",332,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:31:55",1617,1578,22,17,0,529,512,0,17,0,514,4,1701,1174,94,162,75,27,9,109,19,19
14,CONSTANŢA,"CENTRUL DE AFACERI NĂVODARI",333,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:37:46",1551,1520,17,14,0,730,716,0,14,0,712,18,1712,978,136,196,118,35,15,159,24,29
14,CONSTANŢA,"CENTRUL DE PERFECȚIONARE AL MARINEI CIVILE",110,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:12",1448,1436,4,8,0,609,601,0,8,0,594,15,1600,926,73,201,103,21,7,146,34,9
14,CONSTANŢA,"CENTRUL DE PERFECȚIONARE AL MARINEI CIVILE",108,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:26",1957,1950,0,6,1,838,831,0,6,1,787,44,2000,1169,126,275,118,37,17,170,31,13
14,CONSTANŢA,"CENTRUL DE PERFECȚIONARE AL MARINEI CIVILE",109,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:28:59",1686,1682,1,3,0,709,706,0,3,0,688,16,1900,1191,108,203,160,22,11,159,13,12
14,CONSTANŢA,"CENTRUL JUDEŢEAN DE RESURSE ŞI ASISTENŢĂ EDUCAŢIONALĂ",180,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:04",1018,1008,1,9,0,497,488,0,9,0,476,21,1100,603,52,168,96,13,7,98,24,18
14,CONSTANŢA,"CENTRUL JUDEŢEAN DE RESURSE ŞI ASISTENŢĂ EDUCAŢIONALĂ",178,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:11",1134,1126,3,5,0,508,503,0,5,0,491,17,1200,692,60,171,86,6,12,109,36,11
14,CONSTANŢA,"CENTRUL JUDEŢEAN DE RESURSE ŞI ASISTENŢĂ EDUCAŢIONALĂ",179,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:15",942,921,7,14,0,470,456,0,14,0,452,18,1000,528,53,157,73,14,2,113,24,16
14,CONSTANŢA,"CENTRUL PENTRU TINERET",490,"MIHAIL KOGĂLNICEANU",62191,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:57",1383,1368,2,5,8,630,617,0,5,8,597,33,1500,870,81,407,41,32,4,23,6,3
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",120,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:34",712,705,0,7,0,300,293,0,7,0,287,13,796,496,42,88,68,7,5,51,17,9
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",118,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:57",868,858,1,9,0,381,372,0,9,0,366,15,900,504,65,94,86,20,7,62,13,19
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",119,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:36",978,968,2,7,1,431,423,0,7,1,417,14,1100,669,66,103,97,25,11,78,29,8
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",117,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:06:57",1510,1498,1,10,1,611,600,0,10,1,585,26,1600,989,84,138,149,30,18,119,34,13
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",116,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:19",1060,1054,1,5,0,454,449,0,5,0,437,17,1200,476,68,140,83,14,5,99,19,9
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA ”DELFINUL” (ŞCOALA AJUTATOARE NR. 1)",121,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:22",1527,1519,4,4,0,614,610,0,4,0,600,14,1700,1086,71,182,150,21,12,117,28,19
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA ”DELFINUL” (ŞCOALA AJUTATOARE NR. 1)",122,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:35",1523,1517,1,5,0,584,579,0,5,0,560,20,1700,1115,83,181,100,24,19,109,30,14
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA”MARIA MONTESSORI” (ŞCOALA AJUTATOARE NR. 2)",92,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:09",1549,1538,4,7,0,588,581,0,7,0,566,22,1700,1112,107,133,114,50,13,111,29,9
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA”MARIA MONTESSORI” (ŞCOALA AJUTATOARE NR. 2)",94,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:36:01",1007,1003,0,4,0,380,376,0,4,0,375,5,1100,720,56,115,54,15,11,88,22,14
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA”MARIA MONTESSORI” (ŞCOALA AJUTATOARE NR. 2)",93,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:36",783,771,1,11,0,365,360,0,5,0,361,4,900,535,55,92,76,14,8,90,15,11
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA”MARIA MONTESSORI” (ŞCOALA AJUTATOARE NR. 2)",95,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:00:12",819,809,2,8,0,353,345,0,8,0,343,10,900,547,58,89,75,20,7,73,15,6
14,CONSTANŢA,"CENTRU PENTRU TINERET",523,"POARTA ALBĂ",62761,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:15",1717,1482,0,5,230,1047,812,0,5,230,791,36,1600,553,176,472,75,22,1,30,6,9
14,CONSTANŢA,"CENTRU PENTRU TINERET",522,"POARTA ALBĂ",62761,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:31:34",1682,1674,0,5,3,926,918,0,5,3,897,29,1800,874,170,582,66,31,5,34,5,4
14,CONSTANŢA,"CLĂDIRE VESTIARE TEREN FOTBAL (STADION)",556,"VALU LUI TRAIAN",63125,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:17",1878,1870,1,6,1,962,955,0,6,1,921,41,2100,1138,80,674,79,28,9,32,9,10
14,CONSTANŢA,"CLUB PENSIONARI",336,"ORAŞ NEGRU VODĂ",62397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:28",1230,1214,0,10,6,654,638,0,10,6,624,30,1300,646,254,231,89,13,5,20,4,8
14,CONSTANŢA,"CLUB SPITAL MANGALIA",232,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:41:02",840,827,0,10,3,450,438,0,10,2,429,21,900,447,79,155,112,20,4,34,11,14
14,CONSTANŢA,"CLUBUL SINDICATULUI „PETROCHIMISTUL”",324,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:09",1224,1218,1,5,0,555,550,0,5,0,515,40,1300,745,109,110,130,38,11,70,29,18
14,CONSTANŢA,"COLEGIUL COMERCIAL ”CAROL I”",8,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:17",842,811,26,5,0,364,359,0,5,0,355,9,898,534,38,100,64,11,7,107,21,7
