precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MÎNZÎNĂ ION-PARTIDUL SOCIAL DEMOCRAT-voturi","VELCESCU FLORIN-BOGDAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PERIANU RADU-VALERIU-PARTIDUL NAȚIONAL LIBERAL-voturi","MĂRĂŞOIU DORIN-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","LAZĂR ION-CORNEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SOARE EMANUEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALEXANDRESCU INGRID-ELENA-PARTIDUL S.O.S. ROMÂNIA-voturi"
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NAE A GHICA” - SALA DE SPORT",455,RUCĂR,18527,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:44:25",1008,979,0,9,20,758,729,0,9,20,744,10,1068,314,226,41,305,1,2,153,16
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ NANU MUSCEL",92,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:17:17",1082,1077,0,5,0,561,556,0,5,0,544,17,1200,639,171,44,86,3,29,192,19
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",8,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:54",1722,1712,7,3,0,700,697,0,3,0,676,24,1900,1200,228,96,129,16,17,136,54
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",7,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:21:13",1569,1561,1,7,0,570,563,0,7,0,559,11,1700,1130,190,100,118,10,12,105,24
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",6,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:46",1679,1674,1,4,0,585,581,0,4,0,569,16,1900,1315,195,63,143,13,10,120,25
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",5,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 15:14:24",1623,1619,0,4,0,628,624,0,4,0,596,17,1700,1072,216,66,121,14,16,138,25
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",24,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:32:20",1613,1608,0,4,1,639,634,0,4,1,618,21,1800,1161,249,65,153,10,15,99,27
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",22,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:56:27",1649,1645,1,3,0,660,657,0,3,0,645,15,1900,1240,227,71,154,3,16,142,32
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",23,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:19:28",1531,1522,3,6,0,490,484,0,6,0,477,13,1700,1210,181,58,106,7,17,86,22
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",25,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:43",1768,1742,20,6,0,707,701,0,6,0,682,25,1900,1193,221,65,194,11,19,143,29
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NICOLAE CRISTESCU” SALA DE SPORT",185,"ORAŞ TOPOLOVENI",13757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:08:57",1071,1064,1,6,0,601,595,0,6,0,557,44,1023,422,261,61,106,38,3,64,24
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE CRISTESCU” TOPOLOVENI",184,"ORAŞ TOPOLOVENI",13757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:02:27",889,887,0,2,0,442,440,0,2,0,434,8,1008,566,184,53,95,23,9,49,21
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE CRISTESCU” TOPOLOVENI",183,"ORAŞ TOPOLOVENI",13757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:27:18",864,848,5,8,3,497,486,0,8,3,487,10,862,365,230,45,72,44,5,55,36
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”(FOSTĂ ŞCOALĂ NR.5)",52,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 15:29:16",1297,1293,0,4,0,536,532,0,4,0,507,19,1500,964,144,54,140,7,14,134,14
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”(FOSTĂ ŞCOALĂ NR.5)",53,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 15:17:49",1004,995,1,8,0,423,414,1,8,0,394,20,1200,777,136,37,106,6,5,90,14
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE SIMONIDE” (FOSTĂ ŞCOALĂ NR.1)",47,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 15:11:10",998,991,0,7,0,443,436,0,7,0,441,0,1200,757,170,21,101,10,8,109,22
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE SIMONIDE” (FOSTĂ ŞCOALĂ NR.1)",48,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:49:02",1454,1437,12,5,0,612,607,0,5,0,598,14,1600,988,185,54,152,6,11,159,31
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE SIMONIDE” (FOSTĂ ŞCOALĂ NR.1)",49,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:23:26",855,847,3,5,0,390,385,0,5,0,372,18,1000,610,125,26,95,7,10,93,16
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE SIMONIDE”, (FOSTA ŞCOALĂ NR.1), (INTRAREA D)",51,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:53:01",1597,1584,8,5,0,622,617,0,5,0,610,12,1700,1078,202,66,153,9,12,145,23
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ NR.1 ALBEȘTII DE MUSCEL, STRADA MAGISTRAT SORIN MOISESCU NR.360",194,"ALBEŞTII DE MUSCEL",13891,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:48:43",861,821,0,7,33,647,607,0,7,33,581,27,919,272,91,76,344,1,2,52,15
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ NR. 1 BUGHEA DE SUS",260,"BUGHEA DE SUS",20063,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:04:02",1706,1685,0,0,21,1045,1024,0,0,21,918,124,1840,795,275,49,401,2,4,147,40
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ NR.1 ”CAROL I”",128,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:40",1479,1455,14,10,0,615,605,0,10,0,590,25,1600,985,189,90,158,7,13,100,33
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ NR.1 ”CAROL I”",127,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:17",1207,1198,4,5,0,517,512,0,5,0,498,19,1300,783,171,67,150,6,10,80,14
3,ARGEŞ,"ŞCOALĂ GIMNAZIALĂ NR.1 COCU",303,COCU,15652,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:20",492,470,1,21,0,350,329,0,21,0,334,16,508,158,117,63,51,3,2,86,12
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ NR. 1 CORBENI",307,CORBENI,15741,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:51",1219,1211,0,7,1,656,648,0,7,1,629,27,1345,689,359,82,104,0,7,38,39
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ NR.1 LEREȘTI, SAT LEREȘTI",362,LEREŞTI,16908,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:31",1306,1284,1,4,17,831,810,0,4,17,804,27,1432,601,525,54,119,1,7,74,24
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ NR.1 LEREȘTI, SAT VOINEȘTI",364,LEREŞTI,16908,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:39:38",1257,1222,1,7,27,836,802,0,7,27,811,25,1367,531,538,79,76,2,17,74,25
3,ARGEŞ,"ŞCOALA GIMNAZIALA NR.1 MICEȘTI",384,MICEŞTI,17209,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:31:05",1521,1513,6,0,2,1085,1083,0,0,2,1051,34,1656,571,314,368,95,85,13,128,48
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ NR.1 MIOVENI (COLIBAȘI)",163,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:39:18",1313,1300,3,10,0,830,820,0,10,0,799,31,1400,570,286,106,128,7,109,129,34
3,ARGEŞ,"ŞCOALA GIMNAZIALA NR.1 POIENARII DE MUSCEL",433,"POIENARII DE MUSCEL",17968,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:45:26",1093,1068,0,7,18,669,644,0,7,18,651,18,1200,531,280,210,118,4,0,27,12
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ NR.2 ”REGINA MARIA” ( I )",116,"MUNICIPIUL CURTEA DE ARGEŞ",13622,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:37:18",1430,1428,0,2,0,575,573,0,2,0,562,13,1600,1025,229,72,110,10,9,99,33
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ NR.2 ”REGINA MARIA” ( II )",117,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:32",1157,1155,0,2,0,480,478,0,2,0,469,11,1300,820,164,61,78,15,18,104,29
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ NR.2 ”REGINA MARIA” ( III )",118,"MUNICIPIUL CURTEA DE ARGEŞ",13622,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:12:16",1599,1582,2,2,13,739,724,0,2,13,673,66,1750,1011,276,71,129,11,11,137,38
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ NR.4 ” MIRCEA CEL BATRÂN”",126,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:45",1228,1220,4,4,0,534,530,0,4,0,510,24,1350,816,225,54,114,7,10,81,19
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ NR.6 ”BASARAB I”",122,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:45:03",1328,1324,0,4,0,531,527,0,4,0,514,17,1450,919,232,49,105,10,4,85,29
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”OPREA IORGULESCU” - I",90,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:18:54",703,687,0,14,2,371,355,0,14,2,371,0,800,429,113,27,67,1,12,144,7
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”OPREA IORGULESCU” - II",91,"MUNICIPIUL CÂMPULUNG",13490,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:02:42",765,760,0,5,0,402,397,0,5,0,386,16,800,398,119,33,54,0,7,167,6
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ PROF. DR. VASILE VASILESCU",310,CORBENI,15741,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:01",1222,1220,0,2,0,729,727,0,2,0,700,29,1343,614,566,44,29,3,7,21,30
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ PROF. DR. VASILE VASILESCU",309,CORBENI,15741,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:03",805,800,0,4,1,462,457,0,4,1,446,16,882,420,318,44,47,0,6,18,13
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ŞERBOENI",266,BUZOEŞTI,14940,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:57:56",1210,1200,0,10,0,736,726,0,10,0,706,30,1300,564,291,111,194,12,39,39,20
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ SLĂNIC",200,ANINOASA,13999,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:18",938,903,0,16,19,662,627,0,16,19,662,0,1004,342,290,51,266,3,2,27,23
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”THEODOR AMAN” - I",99,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:36:55",1326,1323,0,3,0,683,680,0,3,0,666,17,1500,817,182,57,92,1,6,313,15
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”THEODOR AMAN” - II",100,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:00:17",1026,1018,0,8,0,477,469,0,8,0,461,16,1200,723,137,48,40,2,6,212,16
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”THEODOR AMAN” - III",101,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:23",1220,1215,0,5,0,498,493,0,5,0,484,14,1400,902,137,47,39,3,8,239,11
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ TOMŞANCA",267,BUZOEŞTI,14940,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:05",280,275,0,5,0,194,189,0,5,0,181,13,330,136,116,17,28,3,1,6,10
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TRAIAN” ( FOSTĂ ŞCOALĂ NR.4)",89,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:25:46",1616,1611,0,5,0,705,700,0,5,0,692,13,1700,995,247,76,171,13,10,145,30
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TRAIAN” ( FOSTĂ ŞCOALĂ NR.4)",88,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:19:02",1287,1284,0,3,0,593,590,0,3,0,572,21,1325,732,200,52,161,13,16,110,20
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",60,"MUNICIPIUL PITEŞTI",13169,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 15:50:54",1695,1693,0,2,0,704,702,0,2,0,675,29,1900,1196,249,64,154,8,16,146,38
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",59,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:22:22",1597,1591,1,5,0,578,573,0,5,0,559,17,1700,1124,224,75,109,4,5,109,33
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",62,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:06",1620,1614,1,5,0,626,621,0,5,0,606,20,1900,1274,224,69,136,8,12,128,29
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR ARGHEZI” ( FOSTĂ ŞCOALĂ NR.7)",61,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:11:07",2091,2080,6,5,0,884,879,0,5,0,857,27,2300,1416,296,86,214,15,18,183,45
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR MUŞATESCU” (FOSTA ŞCOALA NR. 17) (INTRAREA A)",79,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:50:11",1190,1183,1,6,0,413,407,0,6,0,400,13,1400,987,136,44,86,12,11,78,33
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „TUDOR MUŞATESCU” (FOSTĂ ŞCOALĂ NR.17) (INTRAREA B)",80,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:36:46",1237,1231,1,5,0,409,404,0,5,0,396,13,1400,991,158,60,80,6,7,67,18
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” TUDOR VLADIMIRESCU” ( FOSTĂ ŞCOALĂ NR.20)",56,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:17",1609,1604,2,3,0,694,691,0,3,0,668,26,1700,1006,238,83,142,8,15,152,30
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” ( FOSTĂ ŞCOALĂ NR.20)",55,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:01",1473,1466,0,7,0,623,616,0,7,0,597,19,1700,1077,225,67,139,7,8,132,19
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” ( FOSTĂ ŞCOALĂ NR.20)",54,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:29:25",1646,1633,0,12,1,730,717,0,12,1,709,21,1800,1070,227,183,150,79,10,20,40
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ VALEA IAŞULUI",507,"VALEA IAŞULUI",19695,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:02",823,815,0,5,3,494,486,0,5,3,480,14,863,369,184,68,100,2,8,102,16
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ VULPEŞTI",262,BUZOEŞTI,14940,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:00:47",783,779,0,4,0,468,464,0,4,0,451,17,900,432,251,49,68,40,1,22,20
3,ARGEŞ,"ŞCOALA GIM.”PROF.UNIV.DR.ION STOIA” CĂLDĂRARU",268,CĂLDĂRARU,15064,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:34",693,664,0,7,22,465,436,0,7,22,453,12,752,287,254,13,157,1,1,9,18
3,ARGEŞ,"ŞCOALA GLAVACIOC",484,"ŞTEFAN CEL MARE",19114,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:24",333,327,0,6,0,169,163,0,6,0,160,9,364,195,115,7,15,0,12,3,8
3,ARGEŞ,"ŞCOALA GLÎMBOCEL",237,BOGAŢI,14584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:55:56",157,148,0,9,0,102,93,0,9,0,97,5,160,58,49,13,14,11,0,3,7
3,ARGEŞ,"ŞCOALA GLÎMBOCELU",238,BOGAŢI,14584,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:39:19",600,590,0,10,0,347,337,0,10,0,341,6,650,303,152,32,77,56,0,5,19
3,ARGEŞ,"SCOALA GLODU",275,CĂLINEŞTI,15108,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:01:14",580,571,0,9,0,342,333,0,9,0,324,18,800,458,181,37,54,8,0,38,6
3,ARGEŞ,"ȘCOALA GODENI, NR.26",347,GODENI,16551,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:05:10",966,952,0,3,11,616,602,0,3,11,598,18,1052,436,264,52,57,6,4,192,23
3,ARGEŞ,"ŞCOALA GROŞI",213,BĂBANA,14085,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:58:21",392,371,0,13,8,263,242,0,13,8,251,12,411,148,97,23,109,1,1,11,9
3,ARGEŞ,"ŞCOALA GURA PRAVĂŢ",513,"VALEA MARE-PRAVĂŢ",13524,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:18:59",1026,1016,0,9,1,829,819,0,9,1,739,90,1120,291,637,16,62,1,4,3,16
3,ARGEŞ,"ŞCOALA IANCULEŞTI",486,ŞUICI,19141,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:39:54",210,205,0,5,0,123,118,0,5,0,117,6,213,90,72,8,22,0,1,14,0
3,ARGEŞ,"ŞCOALA I - IV SĂLIŞTEA",501,UDA,19392,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:44",410,383,0,25,2,287,260,0,25,2,280,7,400,113,201,8,55,0,14,0,2
3,ARGEŞ,"ŞCOALA I-IV VALEA CETĂŢUIA",293,CETĂŢENI,15402,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:55",748,742,0,6,0,468,462,0,6,0,414,54,860,392,378,4,11,3,0,0,18
3,ARGEŞ,"ŞCOALA I-VIII UDA",498,UDA,19392,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:13:49",479,464,0,4,11,324,309,0,4,11,315,9,535,211,206,14,75,0,2,13,5
3,ARGEŞ,"ŞCOALA IZVORU DE SUS",518,VEDEA,19793,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:37",278,264,0,13,1,169,155,0,13,1,145,24,301,132,54,21,29,0,4,32,5
3,ARGEŞ,"ŞCOALA LINTEŞTI",320,COTMEANA,15983,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:43:47",316,305,0,11,0,209,198,0,11,0,201,8,350,141,132,7,8,1,38,12,3
3,ARGEŞ,"ŞCOALA LUCIENI",354,HÂRTIEŞTI,16659,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:34",297,274,0,14,9,240,217,0,14,9,237,3,308,68,151,13,60,1,0,4,8
3,ARGEŞ,"ŞCOALA MĂLURENI",369,MĂLURENI,17049,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:04:08",477,462,0,4,11,303,288,0,4,11,289,14,500,197,97,43,35,0,84,24,6
3,ARGEŞ,"ŞCOALA MĂNICEŞTI",216,BĂICULEŞTI,14165,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:38",620,614,2,4,0,380,375,1,4,0,368,12,700,320,127,32,185,1,3,12,8
3,ARGEŞ,"ŞCOALA MARTALOGI",350,HÂRSEȘTI,16613,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:09",549,530,0,6,13,327,308,0,6,13,309,18,609,282,237,19,32,1,0,3,17
3,ARGEŞ,"ŞCOALA MÎNDRA",226,BÂRLA,14450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:05",615,598,0,7,10,362,345,0,7,10,345,17,650,288,129,20,175,1,3,10,7
3,ARGEŞ,"ŞCOALA MÎRGHIA DE SUS",368,"LUNCA CORBULUI",16944,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:50",324,317,0,7,0,179,172,0,7,0,171,8,400,221,102,30,25,0,3,4,7
3,ARGEŞ,"ŞCOALA MOZACU",412,NEGRAŞI,17726,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:44:15",229,219,0,9,1,160,150,0,9,1,152,8,239,79,84,3,46,1,0,12,6
3,ARGEŞ,"ŞCOALA NEGRAŞI",409,NEGRAŞI,17726,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:11:08",549,533,0,11,5,376,360,0,11,5,353,23,598,222,177,21,125,3,2,19,6
3,ARGEŞ,"ŞCOALA NIGRIŞOARA",469,SLOBOZIA,18741,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:21",248,241,0,4,3,176,169,0,4,3,171,5,297,121,58,9,98,1,0,3,2
3,ARGEŞ,"ŞCOALA NR.1 - STRUCTURĂ A ŞCOLII GIMNAZIALE „NICOLAE BĂLCESCU” (FOSTA ŞCOALA GIMNAZIALĂ NR.9)",19,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:04:32",1544,1529,7,6,2,677,669,0,6,2,648,29,1700,1023,217,55,170,7,14,154,31
3,ARGEŞ,"ŞCOALA NR.1 - STRUCTURĂ A ŞCOLII GIMNAZIALE „NICOLAE BĂLCESCU” (FOSTA ŞCOALA GIMNAZIALĂ NR.9)",18,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:30:13",1582,1575,1,5,1,719,713,0,5,1,694,25,1700,981,231,67,202,9,16,140,29
3,ARGEŞ,"ŞCOALA NR.2 - STRUCTURĂ A ŞCOLII GIMNAZIALE „TUDOR VLADIMIRESCU” (FOSTA ȘCOALĂ NR.8)",66,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:17",1611,1591,5,15,0,770,755,0,15,0,748,22,1700,930,257,81,187,8,16,170,29
3,ARGEŞ,"ŞCOALA OLTEANCA",328,DAVIDEŞTI,16285,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:07:50",441,435,0,4,2,441,435,0,4,2,419,16,857,416,354,21,13,3,1,17,10
3,ARGEŞ,"ŞCOALA PĂDUREŢI",367,"LUNCA CORBULUI",16944,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:45:47",755,752,1,0,2,341,339,0,0,2,329,12,800,459,219,51,32,2,3,12,10
3,ARGEŞ,"ŞCOALA PETREŞTI",318,COŞEŞTI,15901,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:13",694,686,0,6,2,417,409,0,6,2,407,10,800,383,265,62,63,1,2,0,14
3,ARGEŞ,"ŞCOALA PISCANI",335,DÂRMĂNEŞTI,16365,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:37",773,769,0,4,0,442,438,0,4,0,432,10,850,408,234,54,39,4,3,73,25
3,ARGEŞ,"ŞCOALA POPEŞTI",436,POPEŞTI,18162,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:08:14",423,411,0,12,0,264,252,0,12,0,249,15,449,185,172,17,43,2,1,10,4
