precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRESCU IULIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","AXINIA ADRIAN-GEORGE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NANU VIRGILIU-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","IONESCU GEORGE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PETRACHE ADRIAN-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","NĂSULEA GHEORGHE-PARTIDUL S.O.S. ROMÂNIA-voturi","NEAGU MIHAI-CRISTIAN-ALIANȚA MIȘCAREA, NOI PLOIEȘTENII - REPER-voturi","MUŞUROIA GABRIEL-MIHAIL-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN DUHOVNICUL” BĂNEŞTI",314,BĂNEŞTI,132315,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:12",1075,1036,2,20,17,612,575,0,20,17,588,24,1200,588,251,54,200,45,6,16,8,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN GRIGORESCU”",47,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:31:54",1195,1187,0,8,0,496,488,0,8,0,468,23,1200,709,59,63,112,74,59,2,61,38
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN GRIGORESCU”",49,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:36",1183,1176,0,7,0,493,486,0,7,0,461,32,1300,804,62,57,123,76,5,43,62,33
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN GRIGORESCU”",48,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:10",1037,1034,0,3,0,381,378,0,3,0,360,21,1100,719,46,46,92,55,29,20,47,25
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”IOAN MOGA”",412,"FILIPEŞTII DE PĂDURE",133161,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:33:19",1200,1183,0,14,3,681,664,0,14,3,647,34,1300,615,114,135,293,67,2,13,12,11
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",135,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:37:03",1090,1081,0,6,3,464,455,0,6,3,427,28,1200,745,52,45,132,63,10,16,68,41
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",133,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:41:46",1184,1174,6,4,0,516,512,0,4,0,500,16,1300,784,54,42,173,109,10,17,57,38
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",132,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:50:22",1336,1327,0,9,0,499,490,0,9,0,477,22,1500,1001,58,66,131,74,8,27,67,46
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",134,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:51:45",1146,1136,1,3,6,470,461,0,3,6,452,18,1200,730,45,41,128,96,14,11,65,52
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",136,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:35",1246,1236,3,7,0,537,529,1,7,0,501,36,1400,863,61,45,115,103,5,13,99,60
31,PRAHOVA,"SCOALA GIMNAZIALA ION IONESCU VALEA CALUGAREASCA",600,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:41:10",933,933,0,0,0,435,435,0,0,0,416,19,1000,565,215,43,92,31,4,14,13,4
31,PRAHOVA,"SCOALA GIMNAZIALA ION IONESCU VALEA CALUGAREASCA",599,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:44",1358,1348,4,5,1,629,623,0,5,1,606,23,1574,945,235,40,211,53,8,28,18,13
31,PRAHOVA,"SCOALA GIMNAZIALA ”LAURENTIU FULGA”",428,FULGA,133394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:20:23",1324,1272,3,24,25,886,837,1,24,24,841,39,1376,496,443,41,223,101,2,23,6,2
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ MĂGURENI,CORP A, SAT MĂGURENI, NR.982",473,MĂGURENI,134050,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:43",1310,1299,0,10,1,763,753,0,10,0,723,40,1400,637,252,55,319,40,6,32,4,15
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MĂNĂSTIREANU MIHAI” PREDEAL",520,PREDEAL-SĂRARI,134755,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:23:02",705,699,0,0,6,435,429,0,0,6,412,23,800,365,214,38,124,17,2,10,1,6
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MĂNECIU-PĂMÎNTENI, NR.1229",483,MĂNECIU,134096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:45:32",1541,1535,0,0,6,777,771,0,0,6,748,29,1655,878,307,104,256,35,1,23,12,10
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MĂNECIU-PĂMÎNTENI, NR.267",481,MĂNECIU,134096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:36:40",859,849,2,7,1,490,482,0,7,1,472,18,900,318,217,64,122,24,6,18,11,10
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MĂNECIU-PĂMÎNTENI, NR.267",482,MĂNECIU,134096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:02:12",944,937,0,6,1,494,487,0,6,1,475,19,1000,506,205,53,158,32,4,8,9,6
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB CORP A, SAT BREBU MÎNĂSTIREI, NR.799",348,BREBU,132404,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:20:45",1494,1473,1,17,3,946,925,1,17,3,904,42,1600,654,355,71,386,40,4,18,9,21
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB CORP B, SAT BREBU MÎNĂSTIREI, NR.803",347,BREBU,132404,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:31",890,866,0,21,3,577,553,0,21,3,556,21,900,323,208,50,224,35,4,14,5,16
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB, ŞCOALĂ GIMNAZIALĂ PIETRICEAUA, SAT PIETRICEAUA, NR.1",351,BREBU,132404,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:36",867,863,0,3,1,510,506,0,3,1,494,16,1000,490,216,55,186,16,0,14,2,5
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB, ŞCOALĂ PRIMARĂ STRUCTURĂ, NR.2, SAT BREBU MEGIEŞESC, NR.53",349,BREBU,132404,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:50:16",1450,1424,2,23,1,912,887,1,23,1,885,27,1600,688,255,65,457,65,2,20,5,16
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB, ŞCOALĂ PRIMARĂ STRUCTURĂ, SAT BREBU MEGIEŞESC, NR.278",350,BREBU,132404,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:55",1040,1023,0,16,1,679,662,0,16,1,661,18,1100,420,263,52,264,36,4,18,7,17
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB, ŞCOALĂ PRIMARĂ STRUCTURĂ, SAT PODU CHEII, NR.12",352,BREBU,132404,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:17:04",136,125,0,11,0,103,92,0,11,0,98,5,169,66,40,11,43,1,0,3,0,0
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",64,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:29",1184,1181,1,2,0,514,512,0,2,0,489,25,1300,786,48,48,156,77,9,28,63,60
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",65,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:39",1257,1250,1,6,0,509,503,0,6,0,480,29,1300,791,63,63,137,88,3,16,63,47
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",197,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:22:47",976,949,1,9,17,582,556,0,9,17,559,22,1100,519,158,132,175,45,3,31,9,6
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",198,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:33",1120,1111,0,7,2,691,682,0,7,2,662,23,1200,515,204,169,181,47,3,34,12,12
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL”",199,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:20:04",1265,1239,0,17,9,717,691,0,17,9,691,26,1300,572,228,138,196,57,10,26,17,19
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MINERVA ALEXANDRESCU”",564,ŞOIMARI,135501,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:35:12",1348,1325,0,10,13,793,770,0,10,13,749,44,1514,721,44,137,320,81,2,33,9,123
31,PRAHOVA,"SCOALA GIMNAZIALA MISLEA",551,SCORŢENI,135164,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:51:08",1473,1437,2,9,25,844,808,2,9,25,814,30,1627,783,248,129,303,46,3,56,7,22
31,PRAHOVA,"SCOALA GIMNAZIALĂ ”MOISE VASILESCU”, SAT OLTENI, NR.147",585,TEIŞANI,135725,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:25:54",1391,1376,5,5,5,858,852,1,0,5,834,24,1500,641,419,86,204,61,8,26,12,18
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NESTOR URECHIA”",220,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:58:18",909,888,8,11,2,534,521,0,11,2,505,29,1000,454,105,29,190,117,2,44,14,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NESTOR URECHIA”",219,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:10:32",922,907,3,4,8,575,563,0,4,8,549,26,1012,437,124,45,206,99,5,56,7,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",127,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:37",973,964,0,9,0,398,389,0,9,0,374,24,1100,702,47,36,132,51,7,28,52,21
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",126,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:34:46",1381,1376,1,4,0,501,497,0,4,0,480,21,1500,999,63,43,165,65,12,31,72,29
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",125,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:31:02",1337,1330,0,6,1,518,511,0,6,1,490,28,1500,980,58,69,132,76,6,24,79,46
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",124,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:06:39",1334,1326,1,7,0,488,481,0,7,0,460,25,1500,998,70,51,144,62,7,18,63,45
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",96,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:34",1259,1245,7,7,0,437,430,0,7,0,415,22,1300,863,50,47,104,63,6,24,56,65
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",97,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:57:01",1155,1147,0,8,0,464,456,0,8,0,453,11,1300,836,49,34,151,85,5,18,74,37
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",98,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:15:05",1216,1211,0,5,0,428,423,0,5,0,407,21,1300,872,48,43,130,42,4,31,66,43
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",23,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:14:44",1234,1226,1,7,0,544,537,0,7,0,512,32,1300,756,81,55,123,105,9,27,77,35
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",24,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:23:45",1316,1308,1,7,0,611,604,0,7,0,572,39,1400,789,76,52,148,134,14,22,72,54
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ NISTOREȘTI",215,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:50:20",1055,1046,1,8,0,510,502,0,8,0,492,18,1200,690,192,79,116,66,7,17,7,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ NR. 13 (FOSTA ŞCOALĂ GIMNAZIALĂ ”DIMITRIE BOLINTINEANU”)",31,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:50:33",966,957,0,8,1,405,396,0,8,1,395,10,1100,688,58,38,103,69,14,16,61,36
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ NR. 13 (FOSTA ŞCOALĂ GIMNAZIALĂ ”DIMITRIE BOLINTINEANU”)",30,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:38:29",1083,1078,0,5,0,460,455,0,5,0,431,29,1200,740,59,50,125,64,11,22,58,42
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ NR.1 MIZIL",237,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:56:53",973,964,4,5,0,373,368,0,5,0,354,18,1100,725,34,30,185,51,5,14,7,28
31,PRAHOVA,"ŞCOALA GIMNAZIALA NR.1 TELEGA",587,TELEGA,135789,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:35",1050,1040,1,7,2,586,577,0,7,2,556,30,1100,514,81,68,210,142,6,20,11,18
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ NR.2",201,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:15",901,889,0,7,5,575,563,0,7,5,563,12,1000,425,185,150,140,39,4,27,12,6
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ NR.2",202,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:36:43",1036,1022,0,10,4,642,628,0,10,4,626,16,1100,458,261,137,131,50,4,25,10,8
31,PRAHOVA,"ŞCOALA GIMNAZIALÃ OLOGENI",514,"POIENARII BURCHII",134559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:25",432,417,1,9,5,276,262,0,9,5,223,53,516,240,32,25,98,37,4,15,9,3
31,PRAHOVA,"SCOALA GIMNAZIALA PAREPA-RUSANI-COLCEAG-STRUCTURA",385,COLCEAG,132752,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:18",782,769,1,4,8,413,400,1,4,8,378,35,901,488,139,44,151,15,2,15,7,5
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”PLATON MOCANU”",392,DRAJNA,132896,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:32:50",1384,1371,0,9,4,808,795,0,9,4,771,37,1561,753,302,149,222,25,5,28,8,32
31,PRAHOVA,"SCOALA GIMNAZIALA POIANA COPACENI",449,"GURA VITIOAREI",131835,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:27",849,844,0,5,0,491,486,0,5,0,469,22,928,437,273,52,86,19,0,18,4,17
31,PRAHOVA,"SCOALA GIMNAZIALA ”PRINCIPESA MARIA”CORP A",255,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:21",644,625,0,13,6,387,368,0,13,6,374,13,660,273,97,53,122,62,6,11,9,14
31,PRAHOVA,"SCOALA GIMNAZIALA ”PRINCIPESA MARIA”CORP A",256,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:34",948,937,0,8,3,587,576,0,8,3,550,37,1100,513,161,75,181,62,12,19,25,15
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”PROF.DINU MIHAIL-DAN” SAT MAGULA, COMUNA TOMŞANI, JUDEŢUL PRAHOVA",596,TOMŞANI,135896,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:35:58",1320,1309,2,4,5,836,827,0,4,5,804,32,1400,564,61,67,576,39,5,33,15,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”PROFESOR CRISTEA STĂNESCU”",388,CORNU,132805,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:49",1431,1405,0,17,9,849,823,0,17,9,830,19,1506,657,40,38,661,47,12,18,11,3
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ PROFESOR ”NICOLAE SIMACHE”",123,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:15",1170,1164,0,6,0,481,475,0,6,0,457,24,1300,819,65,42,141,70,6,24,73,36
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ PROFESOR ”NICOLAE SIMACHE”",121,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:43",1054,1047,0,7,0,463,456,0,7,0,441,3,1100,634,55,57,151,58,4,23,54,39
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ PROFESOR ”NICOLAE SIMACHE”",122,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:22",1334,1326,2,6,0,515,509,0,6,0,487,28,1400,885,65,61,158,64,10,23,74,32
31,PRAHOVA,"SCOALA GIMNAZIALA PROVITA DE JOS",523,"PROVIŢA DE JOS",134853,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:43",867,855,1,7,4,487,476,0,7,4,463,24,901,414,43,84,282,12,6,28,3,5
31,PRAHOVA,"SCOALA GIMNAZIALA PUCHENII MOSNENI",532,"PUCHENII MARI",134942,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:07:26",1182,1176,3,2,1,657,654,0,2,1,612,45,1300,643,213,38,138,102,2,27,10,82
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”RADU STANIAN”",67,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:19",996,985,3,8,0,434,426,0,8,0,417,17,1100,666,52,48,136,70,4,12,61,34
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”RADU TUDORAN” BLEJOI, SAT BLEJOI, NR. 510",333,BLEJOI,130678,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:53",1652,1629,1,13,9,963,941,0,13,9,911,52,1800,837,179,126,355,116,13,33,35,54
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”RAREŞ VODĂ”",50,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:35:36",948,937,2,9,0,453,443,1,9,0,434,13,1000,537,56,49,116,87,9,20,57,40
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”REGINA ELISABETA”",223,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:19:45",1261,1240,4,13,4,774,757,0,13,4,740,34,1545,771,154,60,282,145,10,68,13,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ROMÂNEŞTI",320,BĂRCĂNEŞTI,130552,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:03",1570,1557,0,9,4,709,696,0,9,4,659,50,1718,1009,192,138,189,45,38,34,11,12
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SAT BUŞTENARI",590,TELEGA,135789,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:27:42",467,462,0,5,0,218,213,0,5,0,208,10,500,282,37,15,103,41,0,7,2,3
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ, SAT HĂBUD",560,ŞIRNA,135431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:46",630,620,1,5,4,404,394,1,5,4,386,18,700,296,107,22,191,50,3,7,5,1
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ SAT NEDELEA, COMUNA ARICEȘTII RAHTIVANI, NR. 491",300,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:35:47",1134,1131,0,3,0,723,720,0,3,0,695,28,1150,425,229,72,263,65,9,21,18,18
31,PRAHOVA,"SCOALA GIMNAZIALA SAT OSTROVU",293,ALUNIŞ,131988,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:19",763,737,0,11,15,523,498,0,11,14,494,29,800,277,62,61,231,110,1,17,7,5
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ SAT POIENARII APOSTOLI, COMUNA GORGOTA",434,GORGOTA,133508,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:30",1072,1068,1,3,0,544,541,0,3,0,519,25,1200,656,318,35,88,26,3,27,9,13
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ, SAT SOTRILE, NR 364",567,ŞOTRILE,135547,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:59",791,762,0,6,23,538,509,0,6,23,514,18,800,268,113,32,343,10,1,13,0,2
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ SAT STOENEȘTI NR. 14",301,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:30:51",1163,1148,0,7,8,696,681,0,7,8,667,29,1300,604,84,111,390,26,12,28,13,3
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ, SAT TĂRICENI",561,ŞIRNA,135431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:32:21",830,826,1,1,2,467,464,0,1,2,451,16,900,433,185,27,98,115,3,15,6,2
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ, SAT TĂRICENI",562,ŞIRNA,135431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:18:20",668,664,0,2,2,396,392,0,2,2,383,13,700,304,179,30,72,81,0,11,7,3
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SCHIULEȘTI",459,IZVOARELE,133795,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:52",941,936,0,5,0,440,435,0,5,0,423,17,1050,610,49,59,263,16,4,18,3,11
31,PRAHOVA,"SCOALA GIMNAZIALA SCORTENI",549,SCORŢENI,135164,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:54:03",1167,1143,1,9,14,705,682,0,9,14,677,28,1232,527,223,87,270,43,4,35,7,8
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ SERGENT EROU GRIGORE IOAN DUMBRĂVEȘTI",404,DUMBRĂVEŞTI,131461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:11:25",1126,1118,3,1,4,758,751,2,1,4,743,15,1220,462,480,49,155,21,8,17,10,3
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ” SFÂNTA MARIA ”MIZIL",243,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:43:07",952,946,0,5,1,367,361,0,5,1,358,9,1000,625,34,67,140,35,4,24,9,45
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ” SFÂNTA MARIA ”MIZIL",244,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:03:48",1046,1042,0,3,1,487,483,0,3,1,467,20,1100,613,75,62,197,50,4,31,15,33
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ” SFÂNTUL NICOLAE ”MIZIL",236,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:30",1245,1238,0,7,0,527,520,0,7,0,497,30,1400,873,67,75,214,23,5,23,6,84
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",26,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:12",1360,1343,0,17,0,623,606,0,17,0,576,47,1400,777,70,41,165,160,5,14,100,21
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",28,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:35",1206,1198,2,6,0,527,521,0,6,0,496,31,1300,773,46,61,127,122,7,14,87,32
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",29,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:33",1209,1199,2,7,1,553,545,0,7,1,529,24,1300,747,57,59,130,128,12,25,94,24
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL VASILE”",27,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:19",1278,1254,15,8,1,563,554,0,8,1,528,35,1300,737,63,54,141,129,8,17,68,48
