precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASLAU LEONTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VERES ATTILA-CSABA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","CHEŞA ILIE-PARTIDUL SOCIAL DEMOCRAT-voturi","BIBARŢ LAURENŢIU-CĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","LĂBĂŞAN BOGDAN-PARTIDUL S.O.S. ROMÂNIA-voturi","GALEA CRISTIAN-AUREL-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","WIENER ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","COTUNA DĂNUŢ-TUDOR-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
2,ARAD,"COLEGIUL NAŢIONAL „VASILE GOLDIŞ” (FOSTA ŞCOALĂ GENERALĂ NR. 4)",5,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:19:33",1143,1116,15,9,3,494,482,0,9,3,479,15,1290,479,47,48,87,122,13,22,134,6
2,ARAD,"COLEGIUL NAŢIONAL „VASILE GOLDIŞ” (FOSTA ŞCOALĂ GENERALĂ NR. 4)",4,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:15:03",1214,1177,24,13,0,496,483,0,13,0,481,15,1410,914,50,24,111,116,12,24,135,9
2,ARAD,"COLEGIUL NAŢIONAL „VASILE GOLDIŞ” (FOSTA ŞCOALĂ GENERALĂ NR. 4)",7,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:19:29",837,812,12,13,0,354,341,0,13,0,337,5,970,628,33,23,69,74,8,13,111,6
2,ARAD,"COLEGIUL NAŢIONAL „VASILE GOLDIŞ” (FOSTA ŞCOALĂ GENERALĂ NR. 4)",6,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:36:14",839,813,13,13,0,328,315,0,13,0,316,10,980,654,33,36,69,88,9,18,60,3
2,ARAD,"DIRECŢIA DE ASISTENŢĂ SOCIALĂ ARAD",31,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:32",1533,1514,9,9,1,672,662,0,9,1,649,23,1650,978,88,8,116,212,17,39,155,14
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „ELEFĂNŢELUL ALFA” ARAD",87,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:20:36",1321,1310,1,10,0,479,469,0,10,0,460,14,1460,473,71,30,69,149,18,21,97,5
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „ELEFĂNŢELUL ALFA” ARAD",86,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:13:20",1158,1151,0,7,0,332,325,0,7,0,326,6,1300,968,27,27,60,118,11,20,56,7
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „FURNICUŢA” ARAD",67,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:18",1593,1577,0,16,0,558,542,0,16,0,549,9,1700,1142,55,37,129,141,21,21,133,12
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „FURNICUŢA” ARAD",68,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:49:06",1351,1342,1,7,1,540,532,0,7,1,529,11,1490,950,48,53,108,127,13,46,125,9
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „GRĂDINIŢA PRIETENIEI” ARAD",64,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:00:19",1380,1362,5,13,0,465,452,0,13,0,454,11,1540,1075,36,24,96,139,25,20,106,8
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „GRĂDINIŢA PRIETENIEI” ARAD",63,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:57:08",1593,1576,1,16,0,570,554,0,16,0,553,13,1710,1140,57,52,114,170,26,22,106,6
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 11 ARAD",42,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:34:53",1325,1314,0,11,0,610,599,0,11,0,595,15,1470,860,73,48,83,161,10,32,178,10
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 14 ARAD",100,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:55:44",1253,1225,10,18,0,456,438,0,18,0,449,7,1360,904,36,29,78,114,20,19,141,12
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 14 ARAD (GRĂDINIȚA CU PROGRAM NORMAL NR. 26)",101,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:28",476,460,10,6,0,196,190,0,6,0,195,1,520,324,19,16,25,58,8,8,57,4
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 14 ARAD (GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 3)",109,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:01:14",1624,1607,9,8,0,618,610,0,8,0,600,18,1730,1112,81,17,137,165,16,43,130,11
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 7",33,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:14:44",1369,1356,0,13,0,491,478,0,13,0,474,17,1500,1009,78,30,108,128,14,19,92,5
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 7",32,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:02:59",1386,1371,4,11,0,574,563,0,11,0,557,17,1560,986,53,31,109,157,14,31,156,6
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 8",55,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:55:32",1801,1788,3,7,3,746,736,0,7,3,721,25,1936,1190,66,79,79,257,20,51,149,20
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „PALATUL FERMECAT” ARAD",52,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:32:17",1505,1495,1,9,0,516,507,0,9,0,501,15,1640,1124,54,28,120,129,26,34,105,5
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „PALATUL FERMECAT” ARAD",51,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:27:31",1537,1527,4,6,0,594,588,0,6,0,584,10,1650,1056,66,49,123,175,18,36,109,8
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „PALATUL FERMECAT” ARAD (GRĂDINIȚA CU PROGRAM NORMAL NR. 8)",54,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:15:15",1958,1940,11,7,0,909,902,0,7,0,885,24,2120,1211,66,80,153,232,35,57,249,13
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „PALATUL FERMECAT” ARAD ( GRĂDINIȚA CU PROGRAM NORMAL NR. 9 - ACTIVITATE SUSPENDATĂ)",43,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 19:46:05",747,683,1,36,27,329,293,0,9,27,315,14,1590,1261,36,10,77,91,15,27,57,2
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „PALATUL FERMECAT” ARAD (GRĂDINIŢA CU PROGRAM SĂPTĂMÂNAL NR. 2 ARAD)",44,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:35:13",1063,1036,3,7,17,385,361,0,7,17,373,12,1230,845,50,11,85,109,17,16,81,4
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „PITICOT” ARAD (GRĂDINIȚA CU PROGRAM NORMAL NR. 12)",77,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:29:08",1051,1042,0,9,0,313,304,0,9,0,305,8,1170,857,46,20,46,100,20,9,60,4
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „PITICOT” ARAD (GRĂDINIȚA CU PROGRAM NORMAL NR. 12)",76,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:53:44",1599,1592,2,5,0,474,469,0,5,0,462,12,1720,1246,54,29,106,127,34,16,88,8
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „PRICHINDEL” ARAD",21,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:19:42",1501,1490,2,9,0,650,641,0,9,0,636,14,1640,990,58,46,128,177,11,36,169,11
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „PRICHINDEL”ARAD",34,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:04",1445,1432,4,8,1,635,625,1,8,1,618,17,1580,945,67,60,108,169,18,26,162,8
2,ARAD,"LICEUL CU PROGRAM SPORTIV (FOSTA ŞCOALĂ GENERALĂ NR. 9)",59,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:11:05",1276,1265,1,7,3,455,445,0,7,3,430,13,1420,977,45,12,113,115,25,33,82,5
2,ARAD,"LICEUL CU PROGRAM SPORTIV (FOSTA ŞCOALĂ GENERALĂ NR. 9)",58,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:44:14",1529,1517,7,5,0,591,586,0,5,0,568,23,1640,1017,76,41,76,174,22,75,93,11
2,ARAD,"LICEUL CU PROGRAM SPORTIV (FOSTA ŞCOALĂ GENERALĂ NR. 9)",60,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:07",1673,1663,5,5,0,592,587,0,5,0,580,12,1800,1208,76,29,108,168,29,90,70,10
2,ARAD,"LICEUL CU PROGRAM SPORTIV (FOSTA ŞCOALĂ GENERALĂ NR. 9)",61,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:15:20",1254,1248,2,4,0,466,461,1,4,0,447,16,1390,924,55,39,89,118,18,56,67,5
2,ARAD,"LICEUL CU PROGRAM SPORTIV (FOSTA ŞCOALĂ GENERALĂ NR. 9)",62,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:47:04",1424,1410,5,9,0,532,523,0,9,0,522,10,1570,1038,51,26,97,153,28,73,88,6
2,ARAD,"LICEUL NAȚIONAL DE INFORMATICĂ",14,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:52:48",1239,1228,0,10,1,495,484,0,10,1,482,13,1370,872,37,33,84,145,21,29,129,4
2,ARAD,"LICEUL TEHNOLOGIC „AUREL VLAICU” ARAD",99,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:45:14",931,901,21,9,0,392,383,0,9,0,383,9,1030,638,38,27,64,90,8,15,136,5
2,ARAD,"LICEUL TEHNOLOGIC DE CONSTRUCȚII ȘI PROTECȚIA MEDIULUI ARAD",72,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:30:51",1530,1496,22,11,1,490,478,0,11,1,467,11,1660,1170,50,26,98,156,14,23,96,4
2,ARAD,"LICEUL TEHNOLOGIC DE CONSTRUCȚII ȘI PROTECȚIA MEDIULUI ARAD",71,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:51:21",1371,1352,8,11,0,501,490,0,11,0,493,8,1500,999,61,25,74,181,23,19,102,8
2,ARAD,"LICEUL TEHNOLOGIC DE CONSTRUCȚII ȘI PROTECȚIA MEDIULUI ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 6)",65,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:14",1444,1431,4,9,0,518,509,0,9,0,503,15,1590,1072,45,50,119,143,13,25,100,8
2,ARAD,"LICEUL TEHNOLOGIC DE CONSTRUCȚII ȘI PROTECȚIA MEDIULUI ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 6)",66,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:44:48",1528,1516,3,9,0,562,553,0,9,0,550,12,1690,1128,61,32,120,150,20,24,125,18
2,ARAD,"LICEUL TEHNOLOGIC DE ELECTRONICĂ ŞI AUTOMATIZĂRI „CAIUS IACOB”",11,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:38",1221,1204,5,12,0,479,467,0,12,0,468,11,1370,891,42,43,73,135,6,28,133,8
2,ARAD,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ARAD",91,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:30:47",1462,1438,15,9,0,561,552,0,9,0,541,20,1650,1089,65,64,63,155,23,27,136,8
2,ARAD,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ARAD",92,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:27:08",841,823,12,6,0,305,299,0,6,0,298,7,990,685,40,19,59,68,10,8,86,8
2,ARAD,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO „HENRI COANDĂ”",89,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:37",935,920,11,4,0,370,366,0,4,0,365,5,1070,700,36,51,64,87,9,12,103,3
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD",97,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:45:02",955,944,2,9,0,376,365,2,9,0,363,13,1050,674,41,36,89,73,3,8,109,4
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD",94,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:03:31",1225,1213,4,7,1,276,268,1,6,1,265,11,1370,1094,41,34,51,74,16,6,42,1
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD",96,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:36:03",1169,1147,17,5,0,362,357,0,5,0,347,15,1290,928,46,36,68,73,17,26,75,6
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD",95,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:26",1423,1410,6,7,0,437,430,0,7,0,424,13,1570,1133,46,48,76,121,15,20,93,5
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD (LICEUL TEHNOLOGIC „IULIU MOLDOVAN” ARAD - FOST GRUP ŞCOLAR FORESTIER)",110,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:14:37",1518,1503,9,6,0,533,526,1,6,0,526,0,1630,1104,84,31,136,136,17,16,98,8
2,ARAD,"LICEUL TEOLOGIC BAPTIST „ALEXA POPOVICI”",12,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:40:12",743,737,0,5,1,317,311,0,5,1,311,6,840,523,24,27,49,73,5,2,127,4
2,ARAD,"LICEUL TEOLOGIC BAPTIST „ALEXA POPOVICI”",13,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:21",888,872,6,10,0,365,355,0,10,0,359,6,990,625,32,22,76,87,6,9,125,2
2,ARAD,"LICEUL TEORETIC „ADAM MULLER GUTTENBRUNN”",105,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:12:23",987,980,3,4,0,339,334,1,4,0,331,8,1090,751,24,12,62,130,10,19,66,8
2,ARAD,"LICEUL TEORETIC „ADAM MULLER GUTTENBRUNN” ARAD",106,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:37",1099,1075,14,9,1,397,386,1,9,1,386,11,1220,823,53,14,83,111,18,27,77,3
2,ARAD,"LICEUL TEORETIC ”ADAM MULLER GUTTENBRUNN” ARAD (CORP P+1E - CLASA PREGĂTITOARE C)",107,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:38:49",916,904,3,9,0,328,328,0,0,0,314,14,1020,692,25,21,65,101,14,19,61,8
2,ARAD,"LICEUL TEORETIC ”ADAM MULLER GUTTENBRUNN” ARAD (CORP P+1E - SALA DE RELIGIE)",108,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:24:15",868,857,1,10,0,311,301,0,10,0,308,3,960,649,46,3,70,91,15,23,57,3
2,ARAD,"LICEUL TEORETIC „ADAM MULLER GUTTENBRUNN” ARAD (FOSTA ȘCOALĂ GENERALĂ NR. 20)",103,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:26:32",1768,1747,11,10,0,795,785,0,10,0,760,35,1905,1110,94,42,115,221,13,25,241,9
2,ARAD,"LICEUL TEORETIC ”ADAM MULLER GUTTENBRUNN” ARAD (SALA DE SPORT)",104,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:20:03",719,706,6,7,0,290,282,1,7,0,286,4,790,500,27,13,61,89,9,19,66,2
2,ARAD,"PATINOARUL MUNICIPAL ARAD",102,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:37:18",855,820,29,6,0,393,387,0,6,0,386,7,910,517,37,14,53,117,5,23,129,8
2,ARAD,"POLICLINICA MUNICIPALĂ (CABINET PLANNING FAMILIAL)",2,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:04:39",1052,1003,35,13,1,422,406,2,13,1,413,9,1060,638,28,32,74,112,7,13,144,3
2,ARAD,"PRIMĂRIA MUNICIPIULUI ARAD, DIRECȚIA VENITURI",98,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:47",1420,1408,6,6,0,441,435,0,6,0,427,14,1560,1119,47,46,77,123,14,13,100,7
2,ARAD,"SALA SPORTURILOR",15,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:05",929,904,18,7,0,394,387,0,7,0,386,8,1020,626,26,42,70,94,4,18,127,5
2,ARAD,"SALA SPORTURILOR",16,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:11:41",858,838,7,13,0,431,416,2,13,0,418,13,950,519,27,22,79,109,7,10,159,5
2,ARAD,"ŞCOALA GIMNAZIALĂ „ADAM NICOLAE” (FOSTA ŞCOALĂ GENERALĂ NR. 7)",113,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:34:11",1429,1403,11,11,4,586,571,0,11,4,571,10,1570,984,63,31,100,198,19,38,107,15
2,ARAD,"ŞCOALA GIMNAZIALĂ „ADAM NICOLAE” (FOSTA ŞCOALĂ GENERALĂ NR. 7)",112,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:37:33",1283,1266,14,3,0,479,476,0,3,0,459,17,1420,944,68,23,91,152,20,22,70,13
2,ARAD,"ŞCOALA GIMNAZIALĂ „ADAM NICOLAE” (FOSTA ŞCOALĂ GENERALĂ NR. 7)",111,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:27:44",1665,1632,2,7,24,543,510,2,7,24,517,23,1770,1204,87,27,115,179,31,16,52,10
2,ARAD,"ŞCOALA GIMNAZIALĂ „ARON COTRUŞ”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 13)",37,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:24:10",1153,1144,2,5,2,494,487,0,5,2,480,14,1340,846,63,10,117,122,16,26,120,6
2,ARAD,"ŞCOALA GIMNAZIALĂ „ARON COTRUŞ”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 13)",35,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:03:34",1187,1172,10,5,0,498,493,0,5,0,494,4,1310,812,61,36,73,127,16,35,141,5
2,ARAD,"ŞCOALA GIMNAZIALĂ „ARON COTRUŞ”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 13)",40,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:11:46",1206,1183,4,9,10,580,561,0,9,10,563,17,1370,790,67,25,109,145,15,42,150,10
2,ARAD,"ŞCOALA GIMNAZIALĂ „ARON COTRUŞ”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 13)",36,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:25:30",1489,1478,2,9,0,613,604,0,9,0,587,26,1610,997,55,33,106,196,17,42,125,13
2,ARAD,"ŞCOALA GIMNAZIALĂ „ARON COTRUŞ”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 13)",38,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:44",1649,1626,15,7,1,722,714,0,7,1,698,24,1700,978,55,52,128,206,30,58,165,4
2,ARAD,"ŞCOALA GIMNAZIALĂ „ARON COTRUŞ”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 13)",39,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:43",811,798,5,8,0,302,293,1,8,0,294,8,910,608,26,27,61,81,16,25,54,4
2,ARAD,"ŞCOALA GIMNAZIALĂ „ARON COTRUŞ”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 13)",41,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:30:05",1380,1374,0,6,0,593,587,0,6,0,584,9,1580,987,60,36,114,192,5,44,130,3
2,ARAD,"ŞCOALA GIMNAZIALĂ „AUREL VLAICU”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 21)",47,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:41:30",1138,1125,1,11,1,468,455,1,11,1,455,13,1270,802,49,43,84,114,13,29,116,7
2,ARAD,"ŞCOALA GIMNAZIALĂ „AUREL VLAICU”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 21)",45,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:02:27",1225,1214,1,10,0,515,505,0,10,0,505,10,1350,835,44,50,108,142,18,30,103,10
2,ARAD,"ŞCOALA GIMNAZIALĂ „AUREL VLAICU”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 21)",46,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:00:36",959,948,0,10,1,424,413,0,10,1,413,11,1095,671,46,30,96,92,10,19,117,3
