precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SAELELE",260,SAELELE,155145,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:51",1202,1129,0,5,68,715,642,0,5,68,705,10,1250,535,11,30,616,6,42
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ(ŞCOALA NOUĂ)",238,PIETROŞANI,153589,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:07:42",1112,1025,0,31,56,769,685,0,31,53,736,33,1130,361,14,70,253,3,396
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ(ŞCOALA VECHE)",237,PIETROŞANI,153589,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:03:00",928,866,1,24,37,676,614,1,24,37,649,27,1010,334,21,46,252,8,322
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SLĂVEŞTI",303,"TĂTĂRĂŞTII DE JOS",154585,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:46:13",718,684,0,22,12,439,406,0,21,12,410,29,750,311,28,31,238,58,55
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ SLOBOZIA MÂNDRA",287,"SLOBOZIA MÂNDRA",154344,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:08:54",643,550,0,35,58,418,325,0,35,58,404,14,600,182,10,16,353,4,21
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ SLOBOZIA MÂNDRA",288,"SLOBOZIA MÂNDRA",154344,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:02:38",727,635,0,39,53,462,370,0,39,53,438,24,700,238,6,20,374,7,31
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SMÎRDIOASA",289,SMÂRDIOASA,154380,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:27:28",1460,1422,2,11,25,967,931,0,11,25,932,35,1580,613,13,75,562,8,274
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE”",18,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:58",772,758,2,11,1,347,335,0,11,1,337,10,880,533,9,43,190,29,66
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE”",19,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:17",924,912,0,11,1,425,413,0,11,1,398,27,1010,585,10,34,195,37,122
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SUHAIA",295,SUHAIA,154460,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:46:36",824,770,0,30,24,627,573,0,30,24,609,18,850,223,13,12,215,6,363
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TĂTĂRĂŞTII DE JOS",301,"TĂTĂRĂŞTII DE JOS",154585,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:22:45",1109,1086,2,17,4,664,643,0,17,4,596,68,1200,536,41,45,337,69,104
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ TĂTĂRĂȘTII DE SUS",304,"TĂTĂRĂŞTII DE SUS",154665,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:54:42",1044,962,1,40,41,734,653,0,40,41,701,33,1100,366,17,24,287,8,365
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ TĂTĂRĂȘTII DE SUS",305,"TĂTĂRĂŞTII DE SUS",154665,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:31:27",1158,1070,0,59,29,1158,1070,0,59,29,746,22,1200,432,15,39,228,9,455
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TELEORMANU",206,MÂRZĂNEŞTI,153339,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:28:11",692,622,0,32,38,494,424,0,32,38,482,12,720,226,13,14,262,6,187
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TRAIAN, STRADA PRINCIPALĂ NR. 188",307,TRAIAN,154736,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:37",759,736,0,4,19,366,343,0,4,19,336,30,810,444,9,64,224,8,31
36,TELEORMAN,"SCOALA GIMNAZIALA ”VASILE RACOTTA”",297,ŞTOROBĂNEASA,154497,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:21:48",1346,1266,1,36,43,917,838,0,36,43,880,37,1440,523,0,360,481,0,39
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ VEDEA",323,VEDEA,154852,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:08",463,452,0,0,11,296,285,0,0,11,288,8,510,214,0,12,221,4,51
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ZAHARIA STANCU”",36,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:39",1055,1051,2,2,0,410,408,0,2,0,397,13,1150,740,15,53,202,94,33
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ZAHARIA STANCU”",35,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:23:28",1126,1124,0,1,1,484,482,0,1,1,472,12,1240,756,14,41,249,128,40
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ZIMNICELE",215,NĂSTURELU,153400,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:29:36",746,707,0,25,14,546,507,0,25,14,518,28,800,253,22,47,376,4,69
36,TELEORMAN,"ŞCOALA MICĂ",245,PLOSCA,153605,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 21:26:25",1154,1141,0,6,7,762,749,0,6,7,748,14,1250,488,15,55,321,34,323
36,TELEORMAN,"ŞCOALA PRIMARĂ",334,ZÂMBREASCA,154978,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:13:32",390,348,0,3,39,270,228,0,3,39,259,11,400,130,8,20,187,6,38
36,TELEORMAN,"ȘCOALA PRIMARĂ CĂTUNU",247,POENI,153696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:16",333,316,0,8,9,252,235,0,8,9,237,15,350,98,6,30,119,5,77
36,TELEORMAN,"ŞCOALA PRIMARĂ GĂLĂTENI",180,GĂLĂTENI,153026,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:42:58",1324,1237,0,48,39,946,859,0,48,39,892,54,1350,404,10,43,341,5,493
36,TELEORMAN,"ȘCOALA PRIMARĂ NR.4",84,"ORAŞ ZIMNICEA",151978,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:47:38",1408,1390,0,10,8,717,699,0,10,8,697,20,1530,813,18,70,490,31,88
36,TELEORMAN,"ȘCOALA PRIMARĂ NR.4",83,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:03",1309,1281,0,9,19,702,674,0,9,19,676,26,1410,708,24,60,470,29,93
36,TELEORMAN,"ŞCOALA PRIMARĂ ŞOIMU",290,SMÂRDIOASA,154380,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:25",321,310,0,8,3,223,212,0,8,3,215,8,260,37,2,30,100,4,79
36,TELEORMAN,"ŞCOALA RĂSFIRAŢI",243,PLOSCA,153605,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 21:20:37",1333,1316,0,4,13,919,902,0,4,13,886,33,1470,551,11,68,304,26,477
36,TELEORMAN,"ŞCOLA GIMNAZIALĂ NR. 1 CIUPERCENI",146,COSMEŞTI,152582,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:45",1165,1088,1,27,49,806,730,0,27,49,776,30,1200,394,1,43,652,0,80
36,TELEORMAN,"ŞCOLALA GIMNAZIALĂ CĂLMĂȚUIU (FOST LOCAL AL ȘCOLII CU CLASELE I-IV)",130,CĂLMĂŢUIU,152412,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:30:07",185,169,0,8,8,122,106,0,8,8,116,6,180,58,1,9,101,1,4
36,TELEORMAN,"S.C. URBANA SERV S.R.L.",85,"ORAŞ ZIMNICEA",151978,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:02:28",1428,1406,1,8,13,738,717,0,8,13,691,47,1540,802,14,39,550,10,78
36,TELEORMAN,"SEDIUL ADMINISTRATIV DIN SATUL SECARA",152,CRÂNGU,152662,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:10",271,223,0,20,28,203,155,0,20,28,193,9,270,68,12,6,127,0,48
36,TELEORMAN,"SEDIUL FOSTEI PRIMĂRII COMUNALE BRATCOV",292,STEJARU,154415,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:38",104,85,0,12,7,76,57,0,12,7,74,1,100,25,1,11,59,0,3
36,TELEORMAN,"SPAŢII BIROURI, STRADA PRINCIPALĂ NR. 116",306,TRAIAN,154736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:52",634,602,1,12,19,352,322,1,12,17,334,18,650,298,5,68,215,15,31
