precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL VALEA MORII",119,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:43",158,148,0,9,1,91,81,0,9,1,82,9,160,69,15,25,32,6,1,3,0,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT",72,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:01",1240,1228,7,5,0,497,492,0,5,0,482,15,1400,903,35,70,93,206,11,44,9,14
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT",71,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:12:37",984,972,3,6,3,390,381,0,6,3,380,10,1100,709,32,68,63,165,9,29,10,4
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT – ” 14 MAI ”",56,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:00",1023,1010,0,10,3,434,421,0,10,3,421,13,1100,666,21,63,41,253,3,23,9,8
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT – ” 14 MAI ”",55,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:15",1454,1434,7,7,6,561,548,0,7,6,550,11,1600,1039,28,90,55,300,5,47,15,10
32,"SATU MARE","GRĂDINIȚA CU PROGRAM PRELUNGIT ARDUD",91,"ORAŞ ARDUD",136848,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:45",940,929,0,7,4,487,476,0,7,4,472,15,1041,554,94,100,148,51,7,45,7,20
32,"SATU MARE","GRADINITA CU PROGRAM PRELUNGIT ”DRAGA MEA” (GRADINITA ”DRAGA MEA”(",1,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:18",1905,1886,2,15,2,673,656,0,15,2,636,37,2100,1427,66,120,72,300,4,41,30,3
32,"SATU MARE","GRADINITA CU PROGRAM PRELUNGIT ”DRAGA MEA” (GRADINITA ”DRAGA MEA”(",2,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:11:19",1565,1551,3,8,3,660,649,0,8,3,649,11,1700,1040,46,104,124,283,7,45,7,33
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12",54,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:58",1365,1260,2,47,56,507,444,0,10,53,487,20,1400,893,28,58,35,308,9,36,9,4
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR.13",32,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:54",1167,1160,0,7,0,523,516,0,7,0,498,25,1300,777,24,79,64,288,2,33,2,6
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",33,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:08:42",1098,1086,4,8,0,488,480,0,8,0,475,13,1200,712,28,68,71,255,4,35,6,8
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",34,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:45:35",1243,1235,0,7,1,556,548,0,7,1,543,13,1300,744,26,69,51,318,5,44,24,6
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 9",28,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:36",1277,1263,2,10,2,426,414,0,10,2,413,13,1400,955,20,57,49,219,9,30,17,12
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 9",27,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:05",1240,1231,2,6,1,468,461,0,6,1,444,23,1400,933,25,73,46,252,4,26,11,7
32,"SATU MARE","GRĂDINIŢA DABOLŢ",208,HALMEU,137764,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:10",345,330,2,10,3,182,168,1,10,3,170,12,370,188,21,13,12,117,0,6,1,0
32,"SATU MARE","GRADINITA DE COPII",241,MOFTIN,138208,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:44",431,420,4,7,0,231,222,2,7,0,205,26,400,169,11,118,43,17,1,1,3,11
32,"SATU MARE","GRĂDINIŢA DE COPII ŞANDRA",142,BELTIUG,136964,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:34",233,225,1,7,0,93,85,1,7,0,87,6,251,158,3,22,47,8,1,4,2,0
32,"SATU MARE","GRĂDINIȚA ”GEORGE TOPÂRCEANU”",258,PĂULEŞTI,138431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:35",636,618,1,12,5,366,353,1,7,5,341,25,700,334,12,34,107,180,0,3,2,3
32,"SATU MARE","GRĂDINIŢA LIVADA MICĂ",100,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:47",250,243,0,4,3,104,97,0,4,3,97,7,265,161,17,23,22,16,1,4,12,2
32,"SATU MARE","GRĂDINIŢA MESTEACĂN",209,HALMEU,137764,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:50",377,367,1,8,1,143,134,0,8,1,130,13,413,270,21,29,31,11,3,3,6,26
32,"SATU MARE","GRĂDINIŢA NR.15",51,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:01",1604,1586,11,3,4,851,844,0,3,4,828,23,1800,949,29,88,67,568,4,42,11,19
32,"SATU MARE","GRADINITA NR. II MICULA",235,MICULA,138164,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:25:17",1503,1481,0,2,20,729,707,0,2,20,669,58,1600,873,143,172,70,241,5,13,19,6
32,"SATU MARE","GRĂDINIŢA SANISLĂU",277,SANISLĂU,138663,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:43:49",1338,1312,4,6,16,726,704,1,6,15,619,107,1430,704,52,59,38,445,2,5,15,3
32,"SATU MARE","GRĂDINIŢA SUDURĂU",283,SANTĂU,138734,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:32:18",160,151,1,7,1,92,83,1,7,1,82,10,194,102,3,5,56,17,0,1,0,0
32,"SATU MARE","LICEUL CU PROGRAM SPORTIV",58,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:37:33",1201,1178,3,13,7,611,591,0,13,7,592,17,1290,679,13,50,94,376,6,42,4,7
32,"SATU MARE","LICEUL REFORMAT ( LICEUL TEOLOGIC REFORMAT)",63,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:27:32",975,926,18,18,13,510,490,0,7,13,503,7,1100,590,19,48,55,335,4,31,4,7
32,"SATU MARE","LICEUL ROMANO-CATOLIC”JOSEPHUS CALASANTIUS”",75,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:29",1570,1565,0,4,1,687,682,0,4,1,639,44,1700,1017,48,158,64,320,2,14,14,19
32,"SATU MARE","LICEUL TEHNOLOGIC",89,"ORAŞ ARDUD",136848,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:15",1464,1438,3,17,6,638,615,0,17,6,623,15,1538,900,94,101,124,213,4,38,17,32
32,"SATU MARE","LICEUL TEHNOLOGIC ANGHEL SALIGNY TURT, CORPUL A",314,TURŢ,139170,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:32",1521,1514,0,6,1,630,623,0,6,1,594,36,1668,1038,73,120,178,14,19,183,6,1
32,"SATU MARE","LICEUL TEHNOLOGIC ANGHEL SALIGNY TURT, CORPUL B",315,TURŢ,139170,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:43",1288,1285,0,1,2,536,533,0,1,2,488,48,1414,878,76,120,140,0,7,134,7,4
32,"SATU MARE","LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUȘ ” (GRUP SCOLAR ”CONSTANTIN BRANCUS ” SATU MARE)",57,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:51",1340,1303,6,14,17,648,623,1,9,15,641,7,1400,752,31,86,123,303,9,63,15,11
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",41,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:39",1310,1300,2,6,2,564,557,0,6,1,548,16,1400,836,39,83,76,275,16,41,14,4
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",42,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:55",1314,1310,0,4,0,595,591,0,4,0,580,15,1400,805,34,109,82,291,6,43,6,9
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",43,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:05",1225,1211,1,12,1,543,530,0,12,1,533,10,1300,757,29,68,70,271,11,56,21,7
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",44,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:11",1599,1589,0,8,2,721,713,0,6,2,710,11,1800,1079,42,89,125,342,7,73,23,9
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",45,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:35",1296,1286,4,5,1,562,556,0,5,1,553,9,1400,838,36,82,82,281,9,41,13,9
32,"SATU MARE","LICEUL TEHNOLOGIC ”SIMION BĂRNUŢIU”",77,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:07",1533,1525,1,6,1,769,761,1,6,1,745,17,1700,938,28,60,82,532,5,25,3,10
32,"SATU MARE","LICEUL TEOLOGIC”NICOLAE STEINHARDT ”",53,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:32:43",1476,1457,1,6,12,672,654,0,6,12,655,17,1600,928,31,84,82,384,7,47,13,7
32,"SATU MARE","LICEUL TEOLOGIC”NICOLAE STEINHARDT ”",52,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:24",1463,1453,3,5,2,511,503,1,5,2,491,20,1601,1090,23,64,66,283,3,36,8,8
32,"SATU MARE","LICEUL TEOLOGIC ROMANO-CATOLIC ” HÁM JÁNOS ”",62,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:06",813,785,8,16,4,327,311,1,11,4,323,4,1001,478,19,62,54,150,3,18,7,10
32,"SATU MARE","LICEUL TEORETIC",109,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:17",1269,1252,0,11,6,447,430,0,11,6,420,27,1400,953,37,231,56,22,1,42,7,24
32,"SATU MARE","LICEUL TEORETIC",108,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:58",1410,1385,0,4,21,547,522,0,4,21,525,22,1500,953,43,234,89,30,6,56,20,47
32,"SATU MARE","LICEUL TEORETIC",110,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:02",1287,1277,2,7,1,517,509,0,7,1,493,24,1400,883,24,318,47,13,2,46,8,35
32,"SATU MARE","LICEUL TEORETIC CAREI",83,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:04",1555,1540,2,12,1,581,567,1,12,1,563,18,1700,1119,23,96,68,337,7,12,6,14
32,"SATU MARE","LICEUL TEORETIC GERMAN ” JOHANN ETTINGER ”",21,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:51:32",1742,1736,0,6,0,740,734,0,6,0,727,13,1900,1144,50,95,148,331,6,60,22,15
32,"SATU MARE","MAGAZIN TIP P",259,PĂULEŞTI,138431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:34:05",191,180,0,11,0,112,101,0,11,0,104,8,200,88,6,12,76,4,0,5,1,0
32,"SATU MARE","MUZEUL MUNICIPAL CAREI",86,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:07:24",1942,1928,1,10,3,861,848,0,10,3,823,38,2101,1240,45,106,120,506,11,15,7,13
32,"SATU MARE",PRIMĂRIA,319,TURULUNG,139214,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:51:50",941,920,3,10,8,480,461,1,10,8,432,48,1012,532,15,23,7,383,1,1,2,0
32,"SATU MARE","PRIMARIA AGRIS",123,AGRIŞ,179873,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:13",898,882,0,6,10,580,564,0,6,10,531,49,992,412,12,27,20,448,4,9,6,5
32,"SATU MARE","PRIMARIA BÂRSĂU",135,BÂRSĂU,137103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:37:07",1370,1269,0,58,43,964,863,0,58,43,903,61,1578,614,79,396,337,4,52,25,6,4
32,"SATU MARE","PRIMARIA BOTIZ",154,BOTIZ,137185,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:52",1481,1475,2,0,4,636,632,0,0,4,610,26,1634,998,38,86,178,226,3,57,17,5
32,"SATU MARE","PRIMARIA CALINESTI OAS",156,CĂLINEŞTI-OAŞ,137229,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:04",1379,1347,2,13,17,774,744,0,13,17,701,73,1450,676,131,188,176,20,62,107,7,10
32,"SATU MARE","PRIMARIA COM. CAMARZANA",161,CĂMĂRZANA,137274,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:25",1062,1011,2,7,42,468,417,2,7,42,375,42,1200,783,35,76,175,4,1,3,7,74
32,"SATU MARE","PRIMARIA COMUNEI",203,"GHERŢA MICĂ",137746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:41",1594,1572,1,1,20,588,567,0,1,20,560,28,1731,1143,97,217,167,1,1,20,12,45
32,"SATU MARE","PRIMARIA COMUNEI BOGDAND",150,BOGDAND,137130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:16",780,753,0,3,24,436,409,0,3,24,412,24,800,364,2,7,4,396,1,1,1,0
32,"SATU MARE","PRIMĂRIA COMUNEI CĂPLENI",164,CĂPLENI,136553,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:44:27",1204,1178,3,1,22,690,667,0,1,22,665,25,1308,618,5,16,3,639,0,2,0,0
32,"SATU MARE","PRIMARIA COMUNEI DOBA",193,DOBA,137611,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:43",1037,1022,0,5,10,631,616,0,5,10,560,71,1123,492,46,81,241,154,7,14,15,2
32,"SATU MARE","PRIMARIA COMUNEI DOROLT",198,DOROLŢ,137675,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:09",1547,1509,13,4,21,859,833,1,4,21,795,62,1689,832,27,39,13,691,2,10,5,8
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",264,PIŞCOLT,138574,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:11:19",905,880,0,1,24,565,540,0,1,24,514,51,992,427,41,98,205,126,2,14,8,20
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",265,PIŞCOLT,138574,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:15",876,858,0,2,16,559,541,0,2,16,497,62,973,414,18,156,120,179,6,4,2,12
32,"SATU MARE","PRIMARIA COMUNEI SUPUR",295,SUPUR,138921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:41",1009,989,0,16,4,577,557,0,16,4,541,36,1020,443,55,244,194,22,0,13,11,2
32,"SATU MARE","PRIMARIA COMUNEI TIREAM",311,TIREAM,139107,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:33",1427,1399,2,4,22,746,720,0,4,22,677,69,1500,754,58,104,49,441,3,2,18,2
32,"SATU MARE","PRIMĂRIA COMUNEI VETIŞ",331,VETIŞ,139358,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:54",1306,1289,2,9,6,700,685,0,9,6,657,43,1430,730,41,171,56,353,5,17,8,6
