precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POP DARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OPRIŞ DUMITRU-CRISTIAN-FORȚA DREPTEI-voturi","POP NADIA-MARIA-PARTIDUL VERTICALA NOUĂ-voturi","CÎMPEAN CORNELIA-PARTIDUL PATRIOȚILOR-voturi","ROPAN MIHAI-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PONDE ELENA-SIMONA-PARTIDUL ECOLOGIST ROMÂN-voturi","IVAN DAN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","FILIP MARIANA-FLORENTINA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","IVAŞCO ALINA-PARTIDUL S.O.S. ROMÂNIA-voturi","PINTÉR ZSOLT-ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ŞTEŢCO GABRIEL-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ZETEA GABRIEL-VALER-PARTIDUL SOCIAL DEMOCRAT-voturi","MORARIU CĂLIN-TEODOR-PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL TRESTIA",276,CERNEŞTI,107582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:17",589,572,0,5,12,431,414,0,5,12,406,25,600,169,32,3,3,0,1,1,136,1,12,3,38,175,1
26,MARAMUREŞ,"CANTINA DE AJUTOR SOCIAL",220,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:04:24",1463,1453,0,10,0,683,673,0,10,0,660,23,1600,917,31,2,3,2,0,1,8,21,12,7,222,350,1
26,MARAMUREŞ,"CANTON DE EXPLOATARE ABA SOMEŞ-TISA",379,REMEŢI,108552,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:13",154,144,0,9,1,72,62,0,9,1,66,6,200,128,0,0,0,0,0,3,4,0,1,11,35,12,0
26,MARAMUREŞ,"CANTONUL SILVIC",179,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:53",233,220,0,13,0,142,129,0,13,0,139,3,300,158,17,3,5,0,1,4,5,3,5,4,61,31,0
26,MARAMUREŞ,"CASA DE CULTURĂ",155,"ORAŞ SĂLIŞTEA DE SUS",108892,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:37:53",1559,1543,1,6,9,702,687,0,6,9,651,51,1700,998,55,167,1,1,30,12,25,19,8,1,58,270,4
26,MARAMUREŞ,"CASA DE CULTURĂ",164,"ORAŞ ŞOMCUTA MARE",109176,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 10:21:13",869,850,4,11,4,473,458,0,11,4,450,23,900,427,38,2,11,4,0,5,30,0,11,20,102,226,1
26,MARAMUREŞ,"CASA DE CULTURĂ",158,"ORAŞ SEINI",108963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:49",1750,1711,7,5,27,856,824,0,5,27,834,22,2000,1144,32,5,17,2,3,9,21,4,21,35,154,519,12
26,MARAMUREŞ,"CASA DE CULTURĂ ”TELEKI SÁNDOR ”",283,COLTĂU,179846,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:30:38",1879,1842,2,9,26,1177,1142,0,9,26,859,300,2100,941,35,3,7,2,64,5,18,4,17,550,79,73,2
26,MARAMUREŞ,"CASA ORĂŞENEASCĂ DE CULTURĂ",187,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:56:21",1459,1440,4,14,1,794,779,0,14,1,783,11,1678,884,99,2,2,3,16,21,24,6,4,60,246,297,3
26,MARAMUREŞ,"CENTRUL COMUNITAR ROMANII",84,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:48",1116,1105,1,10,0,375,364,1,10,0,329,46,1200,825,37,15,10,1,8,9,18,0,27,30,42,129,3
26,MARAMUREŞ,"CENTRUL CULTURAL CERNEȘTI",271,CERNEŞTI,107582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:45",674,662,0,8,4,429,417,0,8,4,414,15,700,271,55,1,17,1,15,1,88,1,7,3,89,134,2
26,MARAMUREŞ,"CENTRUL CULTURAL ION ȘIUGARIU",178,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:37:31",860,847,0,13,0,513,500,0,13,0,497,16,900,387,21,10,11,0,4,8,16,6,13,152,196,60,0
26,MARAMUREŞ,"CENTRUL DE CULTURĂ ȘI ARTĂ",204,"ORAŞ ULMENI",109265,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:27",1161,1125,4,13,19,666,634,0,13,19,658,8,1200,534,48,43,32,1,0,13,18,4,6,37,117,329,10
26,MARAMUREŞ,"CENTRUL MULTIFUNCŢIONAL",339,"MIREŞU MARE",108268,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:55",503,496,0,3,4,294,287,0,3,4,289,5,600,306,25,1,9,0,0,1,7,0,11,0,56,179,0
26,MARAMUREŞ,"CENTRUL MULTIFUNCȚIONAL",210,"ORAŞ ULMENI",109265,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:22:37",767,748,1,9,9,455,437,0,9,9,447,8,800,345,3,5,1,0,0,2,0,3,2,12,11,408,0
26,MARAMUREŞ,"CENTRUL „PHOENIX”",71,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:12:34",1332,1321,1,10,0,430,420,0,10,0,389,41,1500,1070,42,17,50,1,3,11,47,6,18,18,59,114,3
26,MARAMUREŞ,"CENTRUL „SALVAȚI FAMILIA”",83,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:53:28",1948,1935,2,11,0,780,769,0,11,0,769,11,2100,1320,44,23,108,6,8,16,131,7,18,44,181,178,5
26,MARAMUREŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ",188,"ORAŞ TÂRGU LĂPUŞ",106817,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:03:32",1426,1399,0,12,15,804,777,0,12,15,793,11,1500,696,94,4,12,1,13,23,13,2,6,60,243,322,0
26,MARAMUREŞ,"CENTRUL „SFÂNTUL FRANCISC DE ASSISI”",79,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:14:58",1380,1370,2,8,0,475,467,0,8,0,459,16,1500,1025,40,11,52,1,14,13,64,5,15,26,91,120,7
26,MARAMUREŞ,"CENTRUL SOCIAL „ASSOC”",46,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:41:08",1397,1380,11,6,0,597,591,0,6,0,585,12,1600,1003,40,11,72,4,7,13,100,5,7,31,122,167,6
26,MARAMUREŞ,"CENTRUL SOCIAL DE ASIGURARE A SERVICIILOR SOCIALE",337,"MIREŞU MARE",108268,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:24",403,391,0,10,2,260,248,0,10,2,254,6,403,143,12,0,3,0,1,1,5,0,3,1,43,185,0
26,MARAMUREŞ,"CENTRUL UNIVERSITAR NORD - „FACULTATEA DE LITERE”",14,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:24:58",1330,1310,10,9,1,610,599,1,9,1,594,16,1461,851,17,17,66,4,2,23,102,4,11,107,107,131,3
26,MARAMUREŞ,"CENTRUL UNIVERSITAR NORD - „FACULTATEA DE LITERE”",15,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 23:21:49",863,838,16,8,1,437,428,0,8,1,430,7,1000,563,13,24,37,1,9,6,62,2,6,73,93,99,5
26,MARAMUREŞ,"CENTRUL UNIVERSITAR NORD - „FACULTATEA TEHNICĂ”",7,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 22:42:21",1250,1234,1,15,0,478,463,0,15,0,468,10,485,7,28,11,56,0,5,20,59,5,13,54,80,132,5
26,MARAMUREŞ,"CLĂDIREA ADMINISTRATIVĂ BISERICA ”DUMINICA MIRONOSIȚELOR”",370,RECEA,106407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:24",686,673,0,8,5,444,431,0,8,5,432,12,800,356,35,8,41,2,3,5,34,2,7,11,171,111,2
26,MARAMUREŞ,"CLĂDIRE ADMINISTRATIVĂ",278,CICÂRLĂU,107662,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:39:42",271,257,1,8,5,163,150,0,8,5,155,8,300,137,14,8,0,0,0,0,7,1,3,5,36,81,0
26,MARAMUREŞ,"CLĂDIRE POST POLIȚIE, CLĂDIRE ARHIVĂ, CLĂDIRE BIROURI",251,"BOCICOIU MARE",107350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:38",512,503,1,3,5,288,279,1,3,5,273,15,600,312,108,0,0,1,3,1,9,3,6,33,23,86,0
26,MARAMUREŞ,"CLUBUL TINERETULUI",389,RUSCOVA,108696,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 19:09:39",1612,1591,0,2,19,614,593,0,2,19,573,41,1750,1136,45,2,0,2,2,0,18,5,19,0,390,90,0
26,MARAMUREŞ,"CLUBUL TINERETULUI",386,"RONA DE SUS",108632,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:40:48",630,609,1,5,15,377,357,0,5,15,361,16,700,323,9,1,0,1,0,4,14,4,11,90,84,143,0
26,MARAMUREŞ,"COLEGIUL ECONOMIC „PINTEA VITEAZUL”",150,"ORAŞ CAVNIC",106782,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:02:41",1679,1611,2,9,57,914,848,0,9,57,896,18,1800,886,91,4,29,0,2,87,114,4,11,16,340,195,3
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „DRAGOȘ VODĂ”",96,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:08",808,803,2,3,0,338,335,0,3,0,323,15,900,562,32,5,9,2,0,2,10,1,3,33,83,141,2
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „DRAGOȘ VODĂ”",97,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:43:10",1427,1412,3,12,0,525,513,0,12,0,509,16,1600,1075,67,5,3,3,2,5,29,5,21,102,115,149,3
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „DRAGOȘ VODĂ”",95,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:50:16",885,874,2,6,3,350,341,0,6,3,335,15,1000,650,22,3,4,1,0,7,40,2,12,36,67,141,0
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „GHEORGHE ȘINCAI”",62,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:22:21",1548,1534,7,4,3,715,708,0,4,3,699,16,1700,985,32,22,53,2,5,10,118,5,9,115,141,176,11
26,MARAMUREŞ,"COLEGIUL NAȚIONAL „VASILE LUCACIU”",63,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:04:12",1257,1241,7,9,0,511,502,0,9,0,494,17,1400,889,22,15,37,4,5,8,74,16,10,96,98,101,8
26,MARAMUREŞ,"COLEGIUL TEHNIC „ANGHEL SALIGNY”",69,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:55:16",1562,1536,12,14,0,741,727,0,14,0,725,16,1700,959,22,17,50,5,5,12,125,5,10,101,174,186,13
26,MARAMUREŞ,"COLEGIUL TEHNIC „AUREL VLAICU”",6,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:00:22",1725,1712,6,7,0,673,666,0,7,0,664,9,1900,1227,52,25,67,3,6,13,59,4,16,100,123,188,8
26,MARAMUREŞ,"COLEGIUL TEHNIC „AUREL VLAICU”",5,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 11:18:18",1859,1847,2,10,0,560,550,0,10,0,514,46,2000,1440,47,16,48,1,6,15,62,5,17,23,81,190,3
26,MARAMUREŞ,"COLEGIUL TEHNIC „COSTIN D. NENIȚESCU”",86,"MUNICIPIUL BAIA MARE",106318,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 13:08:05",1313,1303,4,5,1,611,605,0,5,1,582,28,1487,876,23,16,63,3,7,11,56,4,13,126,131,123,6
26,MARAMUREŞ,"COLEGIUL TEHNIC „COSTIN D. NENIȚESCU”",85,"MUNICIPIUL BAIA MARE",106318,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 13:36:55",1248,1239,1,8,0,408,399,1,8,0,347,42,1400,992,37,2,35,1,3,5,35,5,19,22,69,112,2
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",118,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:32",1172,1163,1,6,2,530,522,0,6,2,501,29,1200,670,30,7,13,0,0,2,12,6,8,177,115,127,4
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",121,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:47",1241,1213,1,11,16,581,554,0,11,16,567,14,1400,819,50,1,28,1,2,10,44,5,10,81,176,153,6
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",120,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:21",1056,1046,1,8,1,412,403,0,8,1,401,11,1100,688,42,3,19,3,1,10,22,5,5,58,128,105,0
26,MARAMUREŞ,"COLEGIUL TEHNIC DE TRANSPORTURI AUTO",119,"ORAŞ BAIA SPRIE",106684,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:43:55",1228,1215,3,6,4,602,592,0,6,4,566,36,1300,698,28,5,22,1,3,8,31,5,6,151,178,125,3
26,MARAMUREŞ,"COLEGIUL TEHNIC „GEORGE BARIȚIU”",64,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 21:46:32",1306,1284,9,13,0,630,617,0,13,0,618,12,1426,796,31,27,59,4,2,6,107,6,9,84,131,145,7
26,MARAMUREŞ,"DISPENSAR UMAN",416,"SUCIU DE SUS",109041,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:58",806,781,1,19,5,518,494,0,19,5,504,14,900,382,82,46,6,2,2,13,21,3,2,5,147,173,2
26,MARAMUREŞ,"ECHIPAMENT CONTAINER MODULAR",2,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:42:04",919,908,1,10,0,435,425,0,10,0,419,16,1000,565,38,12,56,4,4,11,46,3,9,25,79,123,9
26,MARAMUREŞ,"FOSTUL DISPENSAR",203,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:00",221,212,0,7,2,133,124,0,7,2,130,3,300,167,11,0,0,0,1,5,5,4,0,0,63,41,0
26,MARAMUREŞ,"FOSTUL SEDIUL AL PRIMĂRIEI",261,BOTIZA,107485,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:15",1958,1890,0,11,57,1127,1059,0,11,57,1094,33,1947,820,126,0,0,1,5,1,33,71,13,0,143,699,2
26,MARAMUREŞ,"GAL BAIA MARE",70,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:43",1300,1290,0,10,0,484,474,0,10,0,458,26,1500,1016,32,16,51,2,2,12,50,2,24,26,99,138,4
26,MARAMUREŞ,"GOSPODĂRIE INDIVIDUALĂ",345,MOISEI,108348,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:33:02",1213,1191,1,6,15,695,674,0,6,15,661,34,1300,605,69,9,2,1,0,2,17,6,17,2,250,286,0
26,MARAMUREŞ,GRĂDINIŢA,377,REMEŢI,108552,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:19:56",809,800,1,1,7,369,361,0,1,7,346,23,900,531,41,1,0,0,2,14,13,0,10,5,156,101,3
26,MARAMUREŞ,GRĂDINIŢA,223,"ORAŞ VIŞEU DE SUS",106979,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 20:57:29",759,747,0,11,1,412,400,0,11,1,403,9,788,376,15,0,0,0,1,6,5,9,8,3,234,121,1
26,MARAMUREŞ,GRĂDINIŢĂ,202,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:39:02",593,587,0,6,0,334,328,0,6,0,326,8,600,266,33,0,0,1,3,3,7,1,1,0,90,185,2
26,MARAMUREŞ,GRĂDINIȚA,199,"ORAŞ TÂRGU LĂPUŞ",106817,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 10:14:52",629,620,1,8,0,349,341,0,8,0,340,9,700,351,30,2,5,3,15,1,2,2,3,3,108,166,0
26,MARAMUREŞ,GRĂDINIȚA,201,"ORAŞ TÂRGU LĂPUŞ",106817,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 22:27:35",1225,1217,1,4,3,624,617,0,4,3,604,19,1400,776,33,2,0,2,1,6,18,3,8,7,236,286,2
26,MARAMUREŞ,GRĂDINIȚA,181,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:43",588,583,0,5,0,301,296,0,5,0,290,11,600,299,22,5,11,0,3,2,17,10,5,0,144,69,2
26,MARAMUREŞ,GRĂDINIȚA,343,MOISEI,108348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:33",1073,1059,0,5,9,620,606,0,5,9,591,29,1200,580,37,2,1,2,0,6,14,8,16,3,236,266,0
26,MARAMUREŞ,GRĂDINIȚĂ,255,"BOGDAN VODĂ",107403,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:38:51",1936,1837,1,24,74,1116,1017,1,24,74,1029,87,2100,984,76,3,6,1,1,4,25,8,5,2,583,313,2
26,MARAMUREŞ,"GRĂDINIȚA 9 MAI",185,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:06",359,352,0,7,0,202,195,0,7,0,196,6,400,198,36,3,4,0,0,6,14,0,3,2,104,24,0
26,MARAMUREŞ,"GRĂDINIȚA CIOCOTIȘ",273,CERNEŞTI,107582,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:20:21",837,801,2,15,19,558,522,2,15,19,529,29,900,342,39,6,9,3,3,4,266,3,1,1,70,122,2
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL ,3 GRUPE",333,LĂPUŞ,108222,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:44:37",1517,1465,4,7,41,941,891,2,7,41,914,27,1700,759,54,5,1,0,1,7,27,8,19,3,631,155,3
26,MARAMUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL GROŞII ŢIBLEŞULUI",327,"GROŞII ŢIBLEŞULUI",179622,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:31:46",928,906,0,14,8,580,558,0,14,8,570,9,999,419,59,2,0,1,1,4,14,3,3,2,371,109,1
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 12",54,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:41:11",1602,1589,7,6,0,738,732,0,6,0,713,25,1800,1062,42,13,75,6,5,12,111,5,22,126,123,164,9
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT",166,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:36",947,933,1,7,6,555,542,0,7,6,534,21,1000,445,53,4,16,1,3,4,27,0,9,15,98,303,1
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOARE DE COLŢ”",36,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:46:18",1304,1294,0,10,0,528,518,0,10,0,509,19,1500,972,41,15,55,5,8,11,80,2,22,42,90,132,6
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „MICUL PRINŢ”",25,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:41:39",1344,1333,0,11,0,516,505,0,11,0,497,19,1500,984,34,19,58,3,4,10,65,2,12,46,109,130,5
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 25",31,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:49",1162,1150,3,7,2,459,450,0,7,2,451,8,1300,841,30,12,69,4,0,7,63,5,11,28,68,149,5
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 25",30,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 21:16:46",1324,1318,1,5,0,496,491,0,5,0,481,10,1400,904,40,18,75,0,7,9,63,5,14,30,92,122,6
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 27",80,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:27",1653,1643,1,9,0,655,646,0,9,0,636,19,1900,1245,54,14,83,4,6,18,105,12,19,40,125,147,9
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 28",29,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 11:38:18",1312,1296,0,15,1,488,472,0,15,1,473,15,1400,912,42,9,48,2,7,14,58,6,12,39,83,147,6
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 34",35,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 12:07:09",1316,1299,6,11,0,559,547,1,11,0,540,19,1500,941,28,21,83,2,5,16,84,3,26,37,98,126,11
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",20,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 10:04:29",1423,1406,8,9,0,666,657,0,9,0,649,17,1600,934,43,25,54,1,9,6,105,0,8,58,162,166,12
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „OTILIA CAZIMIR”",77,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:12:57",1424,1414,4,6,0,598,592,0,6,0,577,21,1600,1002,32,24,69,4,4,11,77,8,15,25,132,171,5
26,MARAMUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT „OTILIA CAZIMIR”",78,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 23:10:28",1250,1240,0,10,0,411,401,0,10,0,395,16,1400,989,32,13,41,1,7,11,33,8,24,28,84,109,4
26,MARAMUREŞ,"GRĂDINIŢA DE COPII",252,"BOCICOIU MARE",107350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:40",1362,1316,2,7,37,715,671,0,7,37,683,32,1400,685,250,4,1,0,1,21,22,6,11,6,91,269,1
26,MARAMUREŞ,"GRĂDINIȚA HOȘTEZE",177,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:23",940,930,0,10,0,525,515,0,10,0,500,14,1000,485,46,21,33,4,2,14,59,2,7,33,168,102,9
26,MARAMUREŞ,"GRĂDINIŢA NR.1",390,RUSCOVA,108696,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:49:26",1742,1704,0,7,31,689,651,0,7,31,628,61,1850,1161,52,0,4,1,5,3,22,2,31,3,389,115,1
26,MARAMUREŞ,"GRĂDINIȚA NR. 1",111,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:38:06",825,816,0,9,0,301,292,0,9,0,294,7,900,599,31,3,4,0,0,6,14,2,5,26,88,114,1
26,MARAMUREŞ,"GRĂDINIȚA NR. 1",110,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:30",984,970,1,13,0,397,384,0,13,0,381,16,1000,603,41,4,3,1,1,7,16,2,13,62,87,143,1
26,MARAMUREŞ,"GRĂDINIȚA NR. 12",90,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:07:15",1434,1421,2,9,2,499,488,0,9,2,478,21,1600,1101,63,11,7,7,5,6,27,3,27,61,108,152,1
26,MARAMUREŞ,"GRĂDINIŢA NR. 5",213,"ORAŞ VIŞEU DE SUS",106979,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:37:37",1043,1026,2,6,9,484,469,0,6,9,457,27,1200,716,14,2,0,0,0,2,2,12,8,2,186,227,2
26,MARAMUREŞ,"GRĂDINIŢA NR. 5",212,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:52",1058,1048,0,6,4,479,469,0,6,4,460,19,1200,721,28,2,1,0,0,1,9,15,12,2,149,240,1
26,MARAMUREŞ,"GRĂDINIȚA NR. 9",101,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:07",1511,1505,2,4,0,640,636,0,4,0,619,21,1600,960,68,15,6,1,4,14,19,1,12,120,143,212,4
26,MARAMUREŞ,"GRĂDINIȚA PROGRAM PRELUNGIT NR. 4",160,"ORAŞ SEINI",108963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:39",1911,1871,5,13,22,911,876,1,13,21,886,25,2067,1156,37,5,25,3,1,6,18,2,23,194,149,423,0
