precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BRUYNSEELS RAMONA-IOANA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TUŢĂ GEORGE-CRISTIAN-ALIANȚA ELECTORALĂ PSD PNL-voturi","HATMANU IULIAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","GHIDĂNAC FLORIN-BLOCUL SUVERANIST ROMÂN-voturi","ARMAND CLOTILDE-MARIE-BRIGITTE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","NEGOIŢĂ GHEORGHE-LIVIU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PODARU DAN-NICULAE-PARTIDUL ECOLOGIST ROMÂN-voturi","ANDREI FLORIN-MIRCEA-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","TUDORACHE DANIEL-voturi"
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",51,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:16:57",1208,1200,0,8,0,642,634,0,8,0,630,5,1340,705,39,191,16,1,275,44,7,8,49
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",47,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:41:49",855,833,15,4,3,448,441,0,4,3,441,7,940,492,28,143,22,1,181,29,3,6,28
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",53,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 11:59:40",1119,1103,2,12,2,541,526,1,12,2,527,14,1220,6,43,186,6,1,222,21,7,5,36
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",52,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:52:34",1427,1338,79,10,0,716,706,0,10,0,702,14,1560,844,43,245,25,3,272,40,14,9,51
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",49,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 16:04:06",1669,1630,30,9,0,875,866,0,9,0,865,10,1830,934,59,298,23,1,375,42,15,12,40
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",44,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:48:58",1293,1287,1,5,0,673,667,1,5,0,649,13,1440,765,43,228,36,3,254,38,0,10,37
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",48,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:17:52",911,886,18,7,0,445,438,0,7,0,437,8,1000,555,26,170,14,1,158,25,7,6,30
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",50,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:38:54",1310,1289,5,16,0,692,676,0,16,0,678,14,1430,738,53,237,20,4,259,36,5,11,53
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",45,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:53:15",1485,1481,1,2,1,719,715,1,2,1,704,15,1710,991,29,281,21,0,240,62,5,22,44
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",43,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:28:48",1348,1335,0,13,0,761,748,0,13,0,746,12,1480,720,31,285,25,1,285,57,7,8,47
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”NICOLAE GRIGORESCU”",26,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-12 05:45:32",2067,2057,0,10,0,937,927,0,10,0,911,15,2299,1373,70,329,29,1,347,61,8,9,57
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”NICOLAE GRIGORESCU”",27,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-12 09:54:40",1966,1940,12,14,0,981,967,0,14,0,960,10,2170,1189,38,401,20,5,370,55,13,7,51
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",93,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:24:01",1330,1299,18,12,1,650,636,1,12,1,643,7,1450,800,44,207,27,1,266,43,11,10,34
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",91,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:29:52",1200,1176,13,10,1,556,544,1,10,1,550,6,1324,768,50,179,20,0,203,50,5,8,35
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",92,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:25:34",940,913,14,13,0,438,425,0,13,0,432,6,1020,582,24,140,16,0,168,41,6,2,35
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",94,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:03:14",1178,1157,9,11,1,565,553,0,11,1,553,12,1290,725,42,227,18,1,192,35,4,2,32
44,"Sector 1","ȘCOALA GIMNAZIALĂ ”NICOLAE TITULESCU”",95,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:17:25",1405,1353,32,20,0,727,707,0,20,0,721,6,1520,793,36,240,28,1,335,24,7,11,39
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.13",11,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:39:41",973,965,2,6,0,412,406,0,6,0,398,14,1060,648,38,153,6,0,79,31,10,6,75
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.13",10,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 15:05:25",1781,1738,8,5,30,864,829,1,5,29,848,16,1930,1066,82,253,33,3,245,93,12,4,123
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.13",9,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 11:47:08",1087,1083,0,4,0,511,507,0,4,0,493,17,1190,660,50,177,14,1,97,55,9,7,83
44,"Sector 1","ȘCOALA GIMNAZIALĂ NR.13",8,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:55:50",1082,1073,5,4,0,580,575,1,4,0,569,11,1180,600,44,198,23,1,206,53,2,3,39
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.153",152,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:38:53",1458,1454,0,4,0,476,472,0,4,0,445,31,1620,1144,91,145,4,4,56,59,3,3,80
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.162",139,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:12:46",1239,1233,1,5,0,505,500,0,5,0,496,9,1370,865,55,197,7,1,104,54,5,6,67
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.162",140,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:53:49",1559,1550,3,6,0,634,628,0,6,0,619,15,1710,1070,48,250,11,4,99,85,18,6,98
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.178",21,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:23:53",1267,1230,26,11,0,662,651,0,11,0,649,13,1410,747,48,242,17,4,214,47,7,4,66
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.178",22,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 12:08:41",1020,992,14,12,2,521,507,0,12,2,508,13,1110,589,30,216,5,0,169,29,6,4,49
44,"Sector 1","ȘCOALA GIMNAZIALĂ NR.178",20,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:24:55",1289,1279,1,7,2,651,641,1,7,2,635,13,1400,747,50,253,13,1,194,34,7,9,74
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.179",13,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 16:29:01",2027,1981,12,7,27,1070,1034,2,7,27,1049,21,2220,1147,87,319,21,3,402,69,9,15,124
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.179",14,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:21:41",1009,993,4,12,0,496,483,1,12,0,484,12,1130,634,29,155,18,0,209,22,4,4,43
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.179",15,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 12:50:39",1843,1831,3,9,0,938,929,0,9,0,920,15,2020,1085,46,320,24,3,367,58,14,17,71
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.179",12,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:07:58",1398,1387,6,5,0,632,627,0,5,0,621,8,1530,897,50,239,17,2,193,44,12,5,59
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.181",158,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:42:22",1181,1149,26,6,0,634,602,26,6,0,588,19,1310,703,63,231,7,2,130,37,6,10,102
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.181",161,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 23:19:52",1018,1010,1,7,0,465,458,0,7,0,450,15,1120,655,33,201,18,0,113,10,8,8,59
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.181",160,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:54:22",1484,1463,10,11,0,741,730,0,11,0,728,13,1630,885,49,291,22,3,221,48,9,9,76
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.181",159,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 13:24:44",1357,1351,0,5,1,587,581,0,5,1,572,15,1510,923,51,269,7,3,118,28,3,11,82
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",150,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:05:31",1904,1863,30,11,0,930,919,0,11,0,926,4,2070,1140,89,319,29,2,328,55,11,17,76
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",145,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 11:36:14",1389,1349,27,13,0,571,558,0,13,0,551,20,1540,960,41,262,12,4,119,37,10,6,60
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",147,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:22:20",1214,1192,12,10,0,504,493,1,10,0,493,11,1340,836,64,207,15,4,114,28,2,14,45
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",149,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 15:57:53",1228,1216,0,12,0,617,605,0,12,0,605,12,1371,754,56,190,23,0,247,33,11,8,37
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",148,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 12:05:08",1400,1377,21,2,0,566,564,0,2,0,550,16,1559,993,58,203,11,3,135,35,8,6,91
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.183",146,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:01:17",1314,1306,0,8,0,505,497,0,8,0,487,18,1460,955,54,216,8,3,108,36,4,4,54
44,"Sector 1","ȘCOALA GIMNAZIALĂ NR.183",151,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 12:34:34",1537,1499,29,8,1,690,681,0,8,1,676,14,1680,990,54,238,15,1,211,42,11,11,93
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.184",153,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:13:23",1919,1898,12,9,0,851,842,0,9,0,837,14,2103,1252,78,366,16,2,235,45,10,5,80
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.184",155,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 11:40:07",1276,1264,4,4,4,572,564,0,4,4,556,16,1410,838,47,237,13,1,146,33,7,8,64
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.184",156,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:25:29",1305,1296,0,9,0,547,538,0,9,0,538,9,1430,883,49,214,8,0,123,51,8,7,78
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.184",154,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 13:54:33",1775,1772,1,2,0,720,718,0,2,0,696,24,1948,1228,101,261,16,0,159,54,4,6,95
44,"Sector 1","ȘCOALA GIMNAZIALĂ NR.184",157,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:53:03",1627,1622,0,4,1,799,794,0,4,1,782,12,1790,988,64,276,15,5,264,66,4,10,78
44,"Sector 1","SCOALA GIMNAZIALĂ NR. 192",162,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 12:32:43",1688,1675,8,5,0,805,799,1,5,0,784,21,1890,1083,54,281,22,2,280,53,9,14,69
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.192",164,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 11:32:24",1407,1391,6,9,1,640,629,1,9,1,624,16,1560,918,53,211,16,2,231,28,8,5,70
44,"Sector 1","ȘCOALA GIMNAZIALĂ NR.192",163,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 14:08:39",1603,1585,7,10,1,796,785,0,10,1,781,1,1750,955,38,249,20,4,345,63,8,14,40
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.5",72,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:11:00",1223,1013,190,19,1,445,423,2,19,1,436,9,1350,905,32,138,17,2,158,48,7,1,33
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.5",73,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:14:20",701,627,63,11,0,278,267,0,11,0,274,4,738,460,19,97,15,0,101,15,5,7,15
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.6",31,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:24:26",987,966,18,0,3,539,535,1,0,3,523,16,1090,551,29,189,16,0,195,38,5,9,42
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.6",32,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:16:18",1115,1094,16,5,0,552,546,1,5,0,546,6,1239,687,35,200,17,1,190,42,6,10,45
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.7",38,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:36:17",1402,1383,3,16,0,745,729,0,16,0,735,10,1530,785,46,292,19,0,241,63,13,12,49
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.7",37,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:47:34",1419,1411,0,8,0,687,679,0,8,0,669,18,1570,883,32,232,11,2,266,40,8,6,72
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.7",36,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 04:17:55",1243,1215,21,7,0,615,608,0,7,0,606,9,1390,775,35,237,11,0,227,46,11,4,35
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",126,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:51:10",1439,1317,109,12,1,688,675,0,12,1,688,0,1600,912,54,247,21,3,238,46,10,6,63
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",125,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:53:57",1400,1354,32,12,2,720,706,0,12,2,704,16,1540,820,38,277,25,2,261,51,15,4,31
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",127,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:09:52",999,963,15,21,0,526,504,1,21,0,509,17,1090,563,29,226,14,1,164,30,8,2,35
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",128,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:57:32",1083,1066,8,8,1,530,521,0,8,1,518,12,1190,660,35,218,17,0,163,46,4,8,27
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",124,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:07:16",1333,1315,4,13,1,680,666,0,13,1,661,19,1450,770,54,230,22,2,249,55,7,8,34
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”PIA BRĂTIANU”",54,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-11 21:50:32",1322,1247,56,17,2,689,670,0,17,2,680,9,1430,741,38,266,16,2,268,42,8,11,29
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”PIA BRĂTIANU”",55,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:31:15",1263,1185,65,13,0,598,584,1,13,0,585,13,1380,782,27,210,29,2,254,43,4,4,12
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",114,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:02:10",1367,1349,0,18,0,576,558,0,18,0,564,12,1600,1024,47,200,25,4,192,39,10,12,35
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",113,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:31:15",955,923,24,7,1,386,378,0,7,1,373,13,1070,684,40,106,11,2,131,35,10,4,34
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",111,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 08:26:25",950,908,33,9,0,396,387,0,9,0,391,5,1040,644,29,163,17,2,106,26,5,5,38
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",115,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:46:50",933,906,0,17,10,398,381,0,7,10,395,3,1030,632,31,141,10,0,130,34,4,4,41
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",112,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 03:34:15",876,871,0,5,0,369,364,0,5,0,358,6,980,616,20,113,20,0,139,30,4,7,25
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”SF.NICOLAE”",129,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:40:46",1406,1386,12,8,0,656,647,1,8,0,642,12,1550,896,47,247,11,0,236,44,2,3,52
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”SF.NICOLAE”",130,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:31:08",1235,1215,10,10,0,539,529,0,10,0,527,12,1350,811,28,201,8,1,192,42,7,6,42
44,"Sector 1","ŞCOALA GIMNAZIALĂ SPECIALĂ NR.8",24,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 13:57:42",1886,1878,1,6,1,902,894,1,6,1,887,15,2110,1208,56,293,24,3,370,67,7,17,50
44,"Sector 1","ŞCOALA GIMNAZIALĂ SPECIALĂ NR.8",23,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 11:14:43",1572,1546,13,13,0,663,650,0,13,0,645,18,1710,1047,50,222,18,3,214,47,11,7,73
44,"Sector 1","ȘCOALA GIMNAZIALĂ SPECIALĂ NR.8",25,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 12:05:48",1968,1921,33,14,0,970,953,3,14,0,931,11,2160,1218,43,340,29,0,413,33,8,10,55
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”TITU MAIORESCU”",62,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:49:40",1414,1354,46,14,0,671,655,2,14,0,658,13,1540,869,46,273,14,2,256,43,12,6,6
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”TITU MAIORESCU”",63,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:04:27",1320,1281,27,10,2,601,588,1,10,2,590,10,1440,837,44,223,14,1,229,38,7,5,29
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”URUGUAY”",107,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:48:25",907,864,28,15,0,414,399,0,15,0,398,16,1000,586,25,110,16,1,173,35,4,3,31
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”URUGUAY”",108,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 10:54:15",1356,1328,12,15,1,669,653,0,15,1,656,13,1470,800,55,201,21,2,264,49,15,6,43
44,"Sector 1","ȘCOALA GIMNAZIALĂ ”URUGUAY”",106,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:17:24",1083,1077,0,4,2,395,389,0,4,2,377,17,1200,806,56,129,9,1,106,31,7,4,34
44,"Sector 1","ȘCOALA GIMNAZIALĂ ”URUGUAY”",105,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 06:05:46",983,962,13,8,0,363,355,0,8,0,356,7,1080,717,31,88,17,0,134,40,9,9,28
44,"Sector 1","UNIVERSITATEA DE ARHITECTURĂ ŞI URBANISM ION MINCU",71,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:27:59",1039,933,93,13,0,370,355,2,13,0,360,10,1150,780,37,116,7,0,134,25,10,3,28
44,"Sector 1","UNIVERSITATEA DE ARHITECTURĂ ŞI URBANISM ION MINCU",70,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:50:56",1358,846,506,6,0,336,329,1,6,0,322,14,1450,1114,25,113,10,2,131,25,2,2,12
44,"Sector 1","UNIVERSITATEA DE ŞTIINŢE AGRONOMICE ŞI MEDICINĂ VETERINARĂ BUCUREŞTI",34,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 07:16:26",847,793,45,6,3,373,364,0,6,3,365,7,920,548,26,135,14,0,146,13,7,3,21
44,"Sector 1","UNIVERSITATEA DE ȘTIINȚE AGRONOMICE ȘI MEDICINĂ VETERINARĂ BUCUREȘTI",33,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 09:57:34",1690,1605,56,22,7,835,804,2,22,7,822,12,1810,975,52,271,24,3,346,58,10,15,43
44,"Sector 1","UNIVERSITATEA NAŢIONALĂ DE MUZICĂ DIN BUCUREŞTI",82,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 13:56:29",874,830,31,13,0,399,384,2,13,0,396,3,950,548,34,130,14,2,147,31,9,6,23
44,"Sector 1","UNIVERSITATEA NAŢIONALĂ DE MUZICĂ DIN BUCUREŞTI",81,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2024-06-10 05:39:39",876,851,17,8,0,335,325,2,8,0,325,10,978,643,34,88,16,1,124,31,6,9,16
