precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NICA BOGDAN-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","SĂRARU ALEXANDRU-FLORIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VOLOSEVICI ANDREI-LIVIU-PARTIDUL SOCIAL DEMOCRAT-voturi","ENESCU RĂZVAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TOMA-COCHINESCU CRISTINA-PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi","BECIU NARCIS-CĂTĂLIN-PARTIDUL NAȚIONAL DE CENTRU-voturi","DORU MARIAN-PARTIDUL PATRIOȚILOR-voturi","DOLNICEANU SIMONA-ELENA-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","URZEALĂ IONUŢ-MIHAIL-PARTIDUL ECOLOGIST ROMÂN-voturi","POLIŢEANU MIHAI-LAURENŢIU-voturi"
31,PRAHOVA,"COLEGIUL ”SPIRU HARET”(FOST LICEUL DE CONSTRUCTII MASINI)",72,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-11 12:39:36",853,831,2,5,15,330,310,0,5,15,319,10,900,571,66,30,57,32,10,7,2,37,5,73
31,PRAHOVA,"DIRECŢIA GENERALĂ DE ASISTENŢĂ SOCIALĂ ŞI PROTECŢIA COPILULUI PRAHOVA",83,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:26",1226,1219,0,7,0,506,499,0,7,0,484,22,1300,794,86,30,111,51,13,8,7,39,11,128
31,PRAHOVA,"DIRECŢIA GENERALĂ DE ASISTENŢĂ SOCIALĂ ŞI PROTECŢIA COPILULUI PRAHOVA",82,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:05",1227,1221,0,6,0,462,456,0,6,0,442,20,1300,838,68,42,95,38,15,6,3,35,13,127
31,PRAHOVA,"DIRECŢIA JUDEŢEANĂ PENTRU SPORT ŞI TINERET PRAHOVA",11,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:40",1120,1112,2,6,0,442,436,0,6,0,432,10,1200,758,97,43,85,54,13,3,8,42,5,82
31,PRAHOVA,"DIRECŢIA JUDEŢEANĂ PENTRU SPORT ŞI TINERET PRAHOVA",12,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:12:37",1252,1239,0,5,8,514,501,0,5,8,490,24,1400,733,92,34,93,64,15,3,7,60,9,113
31,PRAHOVA,"GARA PLOIEŞTI TRIAJ",157,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:36:42",171,165,0,6,0,73,67,0,6,0,68,5,200,127,15,17,17,3,1,0,0,2,1,12
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",130,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:02:05",1002,996,1,3,2,378,373,0,3,2,368,10,1100,722,60,22,86,47,3,3,3,38,7,99
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",128,"MUNICIPIUL PLOIEŞTI",130534,3,PART,PRCNCT,P,P_SV,"2024-06-10 16:32:20",1210,1202,1,6,1,464,457,0,6,1,442,22,1300,836,97,27,98,29,7,3,8,36,11,126
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",129,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:09:21",862,853,1,8,0,322,314,0,8,0,306,16,898,576,48,23,71,45,6,0,3,25,4,81
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",99,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:26:25",838,831,2,5,0,365,360,0,5,0,353,12,900,535,58,21,59,54,15,5,7,25,12,97
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",100,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:48",790,782,0,8,0,328,320,0,8,0,315,13,900,572,25,28,67,26,11,5,2,34,13,104
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",101,"MUNICIPIUL PLOIEŞTI",130534,4,PART,PRCNCT,P,P_SV,"2024-06-11 16:41:11",1281,1273,3,4,1,412,407,0,4,1,382,30,1400,988,58,32,92,28,14,1,3,36,20,98
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 (FOSTA GRADINITA DE COPII NR. 4)",46,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 21:41:28",784,758,0,10,16,398,372,0,10,16,353,5,800,402,78,29,57,49,11,2,1,47,5,74
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 50 (FOSTA GRĂDINIŢĂ NR. 50)",89,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:30",1103,1092,0,11,0,464,453,0,11,0,454,10,1200,736,77,25,87,39,9,10,5,55,7,140
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 50 (FOSTA GRĂDINIŢĂ NR. 50)",88,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:42",1029,1024,0,5,0,471,466,0,5,0,443,28,1100,629,88,38,98,37,16,2,4,44,8,108
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 23",131,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 21:42:58",981,972,1,8,0,353,345,0,8,0,350,3,1100,747,65,29,79,37,4,0,3,22,10,101
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 28 (GRADINITA NR. 28)",19,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:51:21",934,923,0,11,0,407,396,0,11,0,396,11,1000,593,96,35,60,51,10,4,2,42,8,88
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",90,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:42",1071,1061,1,9,0,413,404,0,9,0,395,18,1200,787,91,36,67,32,8,1,7,37,8,108
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",91,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:46",835,832,0,3,0,355,352,0,3,0,349,6,900,545,50,28,75,34,9,5,2,36,8,102
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",92,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:46",1316,1307,0,7,2,514,505,0,7,2,506,8,1400,886,95,36,94,82,17,3,6,55,1,117
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",106,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:52:55",863,860,0,3,0,381,378,0,3,0,364,17,900,519,95,12,52,48,10,1,4,31,10,101
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",108,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-11 17:20:29",836,827,0,9,0,343,334,0,9,0,337,6,900,557,43,22,74,25,14,4,7,26,11,111
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",107,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:10",751,746,0,5,0,345,340,0,5,0,338,7,800,455,59,20,71,40,5,1,4,37,7,94
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",102,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:45:12",1247,1247,0,0,0,478,478,0,0,0,466,12,1404,926,85,28,91,52,14,2,9,48,16,121
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",103,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:06:42",1328,1314,0,14,0,504,490,0,14,0,488,16,1400,896,67,31,117,35,25,3,8,55,8,139
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",105,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:10:22",942,938,0,4,0,312,308,0,4,0,300,12,1000,688,41,27,76,27,14,3,1,32,7,72
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",104,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:04:23",1048,1042,0,6,0,418,412,0,6,0,401,17,1200,782,68,29,85,37,14,2,11,44,7,104
31,PRAHOVA,"LICEUL TEHNOLOGIC ”1 MAI”",60,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:29:12",1412,1396,0,16,0,582,566,0,16,0,565,17,1500,918,81,44,150,52,10,2,5,57,11,153
31,PRAHOVA,"LICEUL TEHNOLOGIC ”1 MAI”",61,"MUNICIPIUL PLOIEŞTI",130534,4,PART,PRCNCT,P,P_SV,"2024-06-10 19:17:14",1810,1805,1,4,0,681,677,0,4,0,652,29,1800,1119,187,80,150,43,12,9,15,45,10,101
31,PRAHOVA,"LICEUL TEHNOLOGIC ADMINISTRATIV ŞI DE SERVICII ”VICTOR SLĂVESCU” ( FOSTA SCOALA NR. 32)",55,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:10:16",1099,1091,2,6,0,469,463,0,6,0,455,14,1200,731,117,28,81,42,9,2,14,53,6,103
31,PRAHOVA,"LICEUL TEHNOLOGIC ADMINISTRATIV ŞI DE SERVICII ”VICTOR SLĂVESCU” ( FOSTA SCOALA NR. 32)",54,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:22:51",1107,1091,9,6,1,462,455,0,6,1,447,15,1200,738,99,30,79,52,6,5,4,42,12,118
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY”",45,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:33",1130,1124,1,5,0,331,326,0,5,0,322,9,1200,869,69,49,52,12,5,9,5,18,4,99
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",155,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:36",1161,1157,0,4,0,484,480,0,4,0,463,21,1300,816,80,33,93,69,15,3,6,27,4,133
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",153,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 22:53:04",1289,1267,0,6,16,470,448,0,6,16,454,16,1400,930,81,30,94,41,6,1,10,49,7,135
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",151,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:26:55",1240,1233,0,7,0,448,441,0,7,0,436,12,1400,952,65,39,81,49,15,6,6,40,13,122
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",152,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:57:23",1311,1304,0,7,0,527,520,0,7,0,516,11,1400,873,81,32,93,64,15,1,1,36,13,180
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",154,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:46:42",1267,1251,1,14,1,483,468,0,14,1,463,1,1400,917,72,29,100,44,11,3,4,38,10,152
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ELIE RADU” (FOST COLEGIUL TEHNIC ”ELIE RADU”)",119,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:45:34",1288,1278,0,9,1,481,471,0,9,1,456,25,1400,919,111,23,118,47,15,1,11,28,13,89
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ELIE RADU” (FOST COLEGIUL TEHNIC ”ELIE RADU”)",120,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:22",805,797,1,7,0,357,350,0,7,0,344,13,900,543,74,19,82,28,24,1,5,25,7,79
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ELIE RADU” (FOST COLEGIUL TEHNIC ”ELIE RADU”)",118,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:46",1526,1523,0,3,0,592,589,0,3,0,578,14,1600,1008,123,42,109,74,18,3,10,39,15,145
31,PRAHOVA,"LICEUL TEHNOLOGIC ”LAZĂR EDELEANU” (FOST COLEGIUL TEHNIC ”LAZĂR EDELEANU”, FOST LICEUL DE CHIMIE)",63,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:05:30",1546,1534,2,10,0,592,582,0,10,0,567,25,1600,1008,135,42,119,66,12,3,9,59,13,109
31,PRAHOVA,"LICEUL TEHNOLOGIC ”LAZĂR EDELEANU” (FOST COLEGIUL TEHNIC ”LAZĂR EDELEANU”, FOST LICEUL DE CHIMIE)",62,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:12:13",1213,1193,6,14,0,546,532,0,14,0,535,11,1300,754,96,39,99,61,21,1,6,60,9,143
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TOMA N. SOCOLESCU” (FOST COLEGIUL TEHNIC ”TOMA N. SOCOLESCU”)",116,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:01",940,931,3,6,0,397,391,0,6,0,386,11,1000,603,73,29,67,46,13,4,6,45,9,94
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TOMA N. SOCOLESCU” (FOST COLEGIUL TEHNIC ”TOMA N. SOCOLESCU”)",117,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:33:37",643,636,0,7,0,260,253,0,7,0,256,4,700,440,66,15,46,46,3,0,2,18,8,52
31,PRAHOVA,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET” (FOST GRUPUL SCOLAR DE ARTE SI MESERII ”SPIRU HARET”)",13,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:14:12",1063,1052,3,8,0,410,402,0,8,0,402,8,1100,690,99,32,66,39,12,3,10,37,4,100
31,PRAHOVA,"MUZEUL JUDEŢEAN DE ISTORIE ŞI ARHEOLOGIE PRAHOVA",15,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:16",681,663,5,10,3,255,242,0,10,3,245,9,700,445,43,19,54,34,12,1,1,28,6,47
31,PRAHOVA,"OCOLUL SILVIC",20,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:59",1306,1297,2,6,1,564,557,0,6,1,545,19,1400,836,124,24,79,74,16,12,6,52,13,145
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",73,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-11 09:50:44",1875,1856,9,10,0,797,787,0,10,0,777,19,1900,1104,159,40,116,92,33,5,8,78,10,236
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",75,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:33",1283,1275,2,6,0,554,548,0,6,0,539,15,1400,846,108,28,97,59,26,3,6,56,6,150
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",74,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:26",1184,1175,4,5,0,490,485,0,5,0,468,22,1300,810,95,29,87,62,12,1,8,38,6,130
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",76,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:54",758,753,1,4,0,311,307,0,4,0,305,6,800,489,61,24,59,33,6,1,0,20,5,96
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",77,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:21",870,862,2,6,0,374,368,0,6,0,360,14,1000,626,62,26,61,35,12,2,2,39,6,115
31,PRAHOVA,"PALATUL CULTURII",2,"MUNICIPIUL PLOIEŞTI",130534,2,PART,PRCNCT,P,P_SV,"2024-06-10 20:29:46",886,853,25,7,1,357,349,0,7,1,350,7,900,543,41,20,82,55,19,4,0,51,5,73
31,PRAHOVA,"PALATUL CULTURII",1,"MUNICIPIUL PLOIEŞTI",130534,3,PART,PRCNCT,P,P_SV,"2024-06-10 15:31:47",1424,1414,2,8,0,504,496,0,8,0,492,12,1600,1096,110,28,66,79,34,1,4,50,4,116
31,PRAHOVA,"PALATUL CULTURII",3,"MUNICIPIUL PLOIEŞTI",130534,4,PART,PRCNCT,P,P_SV,"2024-06-11 16:32:00",952,936,4,12,0,418,406,0,12,0,406,12,1000,582,91,24,70,68,8,2,3,38,6,96
31,PRAHOVA,"S.C.APA NOVA S.R.L.",70,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 20:08:38",996,967,2,9,18,456,429,0,9,18,437,19,1100,644,93,23,60,69,14,19,7,42,3,107
31,PRAHOVA,"S.C.APA NOVA S.R.L.",71,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,P,P_SV,"2024-06-10 20:37:28",880,828,1,10,41,318,267,0,10,41,294,24,900,582,39,31,67,12,8,0,46,24,10,57
