precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL VERDE-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",5,"ORAŞ BRAGADIRU",179221,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:40:38",1483,1469,4,10,0,713,702,1,10,0,693,20,1600,887,83,333,48,3,10,13,7,21,175
25,ILFOV,"SCOALA GIMNAZIALA NR.1 BRANESTI",150,BRĂNEŞTI,101298,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:10",1341,1328,0,13,0,727,714,0,13,0,700,27,1500,773,78,510,22,3,6,14,4,12,51
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",21,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:32:13",1711,1672,2,21,16,970,932,1,21,16,915,55,1900,930,111,505,37,0,9,12,73,28,140
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",22,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:53:55",1812,1781,2,9,20,1012,983,0,9,20,919,93,2000,988,106,549,49,11,8,10,71,17,98
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",20,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:07:16",1651,1616,2,18,15,935,902,0,18,15,910,25,1800,865,96,538,61,6,3,7,60,29,110
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",184,CIOROGÂRLA,101957,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:09:11",1957,1908,4,35,10,1197,1152,0,35,10,1147,50,2200,1003,159,766,32,4,8,9,7,29,133
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",183,CIOROGÂRLA,101957,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:15",1580,1473,53,43,11,982,939,0,43,0,939,43,1600,618,73,701,37,3,3,5,5,13,99
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",127,"1 DECEMBRIE",102543,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:34:49",2008,1972,17,16,3,968,949,0,16,3,938,30,2200,1232,253,431,42,5,12,9,23,12,151
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",128,"1 DECEMBRIE",102543,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:13:35",1892,1867,3,16,6,894,872,0,16,6,858,36,2050,1156,253,393,58,4,8,3,36,15,88
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",130,"1 DECEMBRIE",102543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:49:59",1575,1560,0,14,1,795,780,0,14,1,764,31,1709,914,248,317,54,5,1,1,60,12,66
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",129,"1 DECEMBRIE",102543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:45:30",1671,1650,3,13,5,921,903,0,13,5,859,62,1800,879,255,394,51,0,10,8,50,14,77
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1 MOARA VLASIEI",248,"MOARA VLĂSIEI",104243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:45",1875,1857,0,13,5,990,972,0,13,5,954,36,1997,1007,97,739,34,2,2,10,6,7,57
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",251,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:18:30",1523,1492,3,28,0,804,776,0,28,0,779,25,1600,796,87,424,36,5,7,5,10,18,187
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA",250,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:08:51",1361,1319,7,35,0,818,782,1,35,0,796,22,1500,682,56,438,16,4,8,3,2,28,241
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -",252,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:48:06",1399,1375,2,22,0,845,822,1,22,0,820,25,1500,655,76,531,21,4,5,8,7,21,147
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -CORP B",253,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:38:19",1702,1677,0,25,0,1031,1006,0,25,0,979,52,1800,769,79,741,30,1,6,15,5,19,83
25,ILFOV,"SCOALA GIMNAZIALA NR.1 MOGOSOAIA -CORP B",254,MOGOŞOAIA,179463,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:54",1781,1733,0,48,0,1000,952,0,48,0,980,20,1928,928,74,377,23,7,9,7,2,6,475
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",64,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:54:45",1691,1676,6,9,0,680,669,2,9,0,640,37,1900,1223,96,396,36,2,6,15,7,8,74
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",66,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:42:05",1856,1843,2,10,1,816,805,0,10,1,785,31,2000,1184,123,465,48,8,12,11,5,15,98
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",71,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:32",1519,1507,8,4,0,611,607,0,4,0,593,18,1700,1089,92,301,33,8,10,12,2,7,128
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",67,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:52:21",1882,1874,1,7,0,831,824,0,7,0,802,29,2050,1219,136,473,58,2,8,15,3,16,91
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",69,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:32",1508,1493,7,8,0,707,699,0,8,0,680,27,1650,943,92,425,41,3,13,7,4,13,82
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",65,"ORAŞ PANTELIMON",179515,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:57:37",1765,1750,3,12,0,762,750,0,12,0,729,33,1900,1138,113,382,32,5,10,11,6,13,157
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",72,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:05",1076,1063,5,8,0,480,472,0,8,0,473,7,1200,720,111,236,26,4,10,12,1,17,56
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",74,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:07",1782,1740,30,12,0,643,631,0,12,0,629,14,1900,1257,102,264,20,4,11,13,1,12,202
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",73,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:39:14",1524,1503,8,13,0,569,556,0,13,0,538,19,1600,1043,76,209,20,5,13,4,9,10,192
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",63,"ORAŞ PANTELIMON",179515,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:33:47",1567,1552,3,11,1,650,638,0,11,1,621,27,1700,1050,82,374,32,4,8,21,9,12,79
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",70,"ORAŞ PANTELIMON",179515,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:56",1558,1550,1,7,0,738,731,0,7,0,690,48,1700,962,113,465,36,4,5,10,3,11,43
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 PANTELIMON",68,"ORAŞ PANTELIMON",179515,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:30:18",1242,1236,0,6,0,528,522,0,6,0,493,35,1400,872,82,296,24,2,12,6,4,11,56
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",273,"ŞTEFĂNEŞTII DE JOS",105419,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:47:07",1169,1124,1,33,11,883,838,1,33,11,805,77,1250,368,63,580,96,1,1,3,7,12,42
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",276,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:14:26",1275,1240,0,21,14,1002,967,0,21,14,907,95,1400,398,81,714,62,3,1,8,7,11,20
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 ȘTEFĂNEȘTII DE JOS",274,"ŞTEFĂNEŞTII DE JOS",105419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:21:30",1274,1240,0,21,13,1005,971,0,21,13,860,145,1400,395,100,629,80,4,0,8,0,8,31
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP A",280,TUNARI,105570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:14:34",1850,1761,0,78,11,1182,1093,0,78,11,1158,24,1900,718,91,875,19,2,2,8,0,13,148
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP B",282,TUNARI,105570,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:47:03",1841,1786,0,53,2,1022,967,0,53,2,999,23,1950,928,108,529,16,2,16,8,0,9,311
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 TUNARI - CORP C",281,TUNARI,105570,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:42:25",1558,1523,0,26,9,963,928,0,26,9,927,36,1651,688,80,648,25,2,8,8,3,5,148
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 TUNARI - SALA DE SPORT",279,TUNARI,105570,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:42:01",2039,1951,0,76,12,1240,1152,0,76,12,1208,32,2150,910,102,879,23,3,7,6,2,13,173
25,ILFOV,"SCOALA GIMNAZIALA NR.2",197,CORBEANCA,102160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:58:16",1274,1221,16,36,1,816,778,1,36,1,762,54,1349,533,153,225,32,1,39,23,6,11,272
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",233,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:42:22",1190,1183,0,7,0,565,558,0,7,0,534,31,1300,735,87,362,25,4,4,3,6,8,35
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",122,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:32:07",1900,1863,6,21,10,988,957,0,21,10,946,42,2200,1212,97,621,51,3,22,11,7,29,105
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",123,"ORAŞ VOLUNTARI",179551,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:56:53",1909,1824,44,36,5,1067,1026,0,36,5,1021,46,2100,1033,142,662,31,12,10,2,3,32,127
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",234,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:30",939,929,0,10,0,506,496,0,10,0,483,23,1011,505,69,324,17,0,9,5,0,5,54
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2",124,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:13:53",1793,1767,0,17,9,1004,978,0,17,9,958,46,2000,996,118,567,59,5,17,21,9,21,141
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",160,CERNICA,101742,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:37",1325,1309,0,14,2,771,755,0,14,2,731,40,1450,679,67,586,35,2,2,4,2,7,26
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",161,CERNICA,101742,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:13",1344,1326,0,16,2,768,750,0,16,2,726,42,1447,679,51,613,23,2,1,9,1,9,17
25,ILFOV,"ȘCOALA GIMNAZIALA NR.2",198,CORBEANCA,102160,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:35:26",1417,1380,3,33,1,930,895,1,33,1,873,57,1541,611,123,210,31,9,35,19,9,9,428
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",245,JILAVA,179383,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:12:05",863,821,0,15,27,602,560,0,15,27,543,59,900,298,67,395,38,2,3,6,3,23,6
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",244,JILAVA,179383,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:39:30",1308,1291,4,11,2,738,725,0,11,2,697,41,1400,662,108,482,30,1,7,7,4,14,44
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",26,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:11:44",1449,1435,0,5,9,878,864,0,5,9,847,31,1600,722,114,492,18,5,4,9,48,19,138
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",25,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:21:43",1275,1250,5,13,7,750,730,0,13,7,722,28,1300,550,97,363,36,7,13,8,69,23,106
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",27,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:32:55",1695,1644,6,16,29,1180,1135,0,16,29,1152,28,1850,670,169,648,51,6,10,7,77,36,148
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 2 BUFTEA",28,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:02:41",1577,1541,1,21,14,981,945,1,21,14,942,39,1750,769,121,521,50,0,12,13,82,27,116
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",211,DOBROEŞTI,179310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:12:03",1798,1752,8,38,0,786,748,0,38,0,761,25,1950,1164,97,290,21,7,57,34,4,26,225
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",213,DOBROEŞTI,179310,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:02:41",1944,1895,23,26,0,611,585,0,26,0,602,9,2100,1489,112,129,31,4,27,40,20,15,224
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",212,DOBROEŞTI,179310,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:46:39",1667,1641,11,15,0,730,715,0,15,0,715,15,1802,1072,81,282,28,4,32,21,5,14,248
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 CREŢEŞTI",287,VIDRA,105936,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:59:18",1133,1128,0,1,4,586,581,0,1,4,546,34,1250,664,84,368,32,3,8,8,4,16,23
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 CREŢEŞTI",288,VIDRA,105936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:35:27",991,989,0,2,0,461,459,0,2,0,434,25,1100,639,87,280,19,3,8,4,2,2,29
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 2 DÂRVARI",185,CIOROGÂRLA,101957,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:14",1860,1835,1,17,7,1166,1142,0,17,7,1044,122,2058,892,93,838,35,3,3,14,4,10,44
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 MOARA VLASIEI",247,"MOARA VLĂSIEI",104243,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:44:06",1903,1887,2,5,9,1033,1019,0,5,9,993,40,2100,1067,139,706,36,5,7,2,5,16,77
25,ILFOV,"SCOALA GIMNAZIALA NR.2 PERIS",257,PERIŞ,104546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:19",1068,1054,4,7,3,666,655,1,7,3,627,39,1150,484,144,231,22,3,2,6,17,8,194
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2 PERIȘ",259,PERIŞ,104546,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:38:50",1012,999,0,12,1,651,638,0,12,1,603,43,1100,449,112,258,31,3,5,10,33,21,130
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",109,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:51",1716,1660,50,6,0,720,713,1,6,0,703,17,1900,1180,74,229,22,3,25,11,6,10,323
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",106,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:04",2165,1859,299,7,0,660,652,1,7,0,648,12,2100,1440,70,203,8,1,11,15,9,10,321
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",107,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:28",1894,1676,202,16,0,622,604,2,16,0,605,17,1800,1178,59,230,0,2,16,25,6,5,262
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",99,"ORAŞ POPEŞTI-LEORDENI",179533,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 22:43:26",1638,1590,5,37,6,1134,1091,0,37,6,1105,29,1700,566,204,773,43,28,13,9,11,12,12
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",232,GLINA,179347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:01:32",1551,1541,0,10,0,822,812,0,10,0,745,76,1697,875,186,496,18,5,2,8,2,15,13
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",108,"ORAŞ VOLUNTARI",179551,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 11:28:57",1849,1769,63,16,1,773,756,0,16,1,741,32,2000,1227,102,353,39,11,24,14,9,20,169
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 3",98,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:13:23",1894,1824,13,45,12,1328,1270,1,45,12,1290,38,2000,672,334,698,31,2,15,8,5,24,173
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",158,CERNICA,101742,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:32",1579,1535,1,42,1,889,846,0,42,1,849,40,1700,811,74,657,56,5,4,4,2,10,37
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",157,CERNICA,101742,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:50:58",1272,1247,0,18,7,732,707,0,18,7,710,22,1400,668,63,563,42,5,5,6,2,7,17
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3",111,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:40",2009,1889,108,12,0,731,716,3,12,0,709,22,2200,1469,77,274,14,2,22,10,2,12,296
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3",110,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:07",1997,1849,139,8,1,739,729,1,8,1,725,14,2100,1361,68,225,20,2,15,12,6,15,362
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 ”AL. DIMITRIE GHICA ”",249,"MOARA VLĂSIEI",104243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:28:56",1614,1605,3,6,0,934,928,0,6,0,904,30,1805,871,85,696,34,2,6,2,5,14,60
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3 BUFTEA",32,"ORAŞ BUFTEA",100576,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:21:30",643,613,1,21,8,429,400,0,21,8,396,12,700,291,43,238,17,1,3,0,23,9,62
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 3 BUFTEA",31,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:34:24",1769,1726,4,29,10,1184,1145,0,29,10,1155,29,1900,716,161,637,57,3,11,15,83,30,158
25,ILFOV,"SCOALA GIMNAZIALA NR.3, ŞINDRILIŢA",229,GĂNEASA,103130,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:51",1168,1157,2,9,0,924,915,0,9,0,847,77,1273,349,82,713,15,3,5,6,2,12,9
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 SINTEŞTI",290,VIDRA,105936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:05",1137,1133,0,4,0,589,585,0,4,0,352,164,1266,750,29,306,0,0,6,0,0,4,7
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 SINTEŞTI",289,VIDRA,105936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:41:00",846,838,0,6,2,390,382,0,6,2,368,22,900,510,59,259,15,0,2,4,1,5,23
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 4 BUFTEA",29,"ORAŞ BUFTEA",100576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:54:51",1127,1092,0,19,16,771,736,0,19,16,710,61,1200,429,102,448,24,3,6,3,45,22,57
25,ILFOV,"SCOALA GIMNAZIALA ” PETRU RARES”",167,CHIAJNA,179249,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:14:17",1975,1920,23,32,0,853,821,0,32,0,835,18,2100,1247,68,349,37,7,47,17,6,15,289
25,ILFOV,"SCOALA GIMNAZIALA ”PETRU RARES”",170,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:33",1990,1946,22,22,0,628,606,0,22,0,619,9,2100,1472,55,219,38,2,40,5,10,12,238
25,ILFOV,"SCOALA GIMNAZIALA ”PETRU RARES””",168,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:01:41",1972,1924,27,21,0,631,610,0,21,0,617,14,2100,1469,56,190,20,4,34,9,6,18,280
25,ILFOV,"SCOALA GIMNAZIALA” PETRU RARES”",169,CHIAJNA,179249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:47",1991,1955,18,18,0,689,671,0,18,0,671,18,2150,1461,60,207,33,0,35,8,5,12,311
25,ILFOV,"ȘCOALA GIMNAZIALĂ ”PROF.ION IONIȚĂ ” BURIAȘ",262,PERIŞ,104546,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:26:22",1055,1036,0,18,1,765,746,0,18,1,712,53,1153,388,99,297,49,7,9,17,59,72,103
25,ILFOV,"ŞCOALA MOARA DOMNEASCĂ",227,GĂNEASA,103130,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:18:34",578,559,1,18,0,429,411,0,18,0,413,14,600,171,49,307,14,0,5,4,1,7,26
25,ILFOV,"ŞCOALA PITEASCA",228,GĂNEASA,103130,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 01:20:56",1159,1141,2,16,0,894,878,0,16,0,792,102,1250,356,89,665,9,0,4,2,1,8,14
25,ILFOV,"ȘCOALA PRIMARĂ NR. 1",224,DRAGOMIREŞTI-VALE,102605,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:54",1033,883,1,134,15,770,621,0,134,15,753,17,1024,254,58,596,21,3,1,10,3,5,56
25,ILFOV,"ŞCOALĂ PRIMARĂ NR.1 CLINCENI",186,CLINCENI,102035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:21",1641,1613,0,21,7,1002,974,0,21,7,963,39,1800,798,144,610,74,5,6,10,7,19,88
25,ILFOV,"ŞCOALA PRIMARĂ NR. 1 SĂFTICA",142,BALOTEŞTI,100969,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:19:01",1299,1282,11,4,2,682,675,1,4,2,660,21,1459,777,108,365,33,1,7,14,5,15,112
25,ILFOV,"ŞCOALA PRIMARĂ NR. 1 SITARU",236,GRĂDIŞTEA,103443,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:04:07",878,840,1,6,31,589,552,0,6,31,556,10,981,415,61,382,15,2,2,0,4,9,81
25,ILFOV,"SCOALA PRIMARA NR 1 VARTEJU",49,"ORAŞ MĂGURELE",179409,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:52",1102,1091,2,7,2,601,592,0,7,2,578,23,1200,599,74,349,34,2,5,10,1,14,89
25,ILFOV,"ŞCOALA PRIMARA NR. 1 VIDRA",285,VIDRA,105936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:44:21",1412,1404,4,3,1,676,672,0,3,1,640,31,1550,874,68,444,28,3,6,9,2,13,67
25,ILFOV,"ŞCOALA PRIMARA NR. 1 VIDRA",284,VIDRA,105936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:26:21",629,628,0,1,0,326,325,0,1,0,308,18,700,374,60,211,8,1,6,3,1,6,12
25,ILFOV,"SCOALA PRIMARA NR. 2",144,BERCENI,101145,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:27:49",1879,1711,5,140,23,1197,1034,0,140,23,1160,36,1900,703,111,654,41,5,28,15,10,31,265
25,ILFOV,"SCOALA PRIMARA NR. 2",145,BERCENI,101145,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 01:00:02",1905,1719,2,150,34,1406,1222,0,150,34,1354,52,1900,490,212,967,29,4,13,11,5,18,95
25,ILFOV,"ŞCOALA PRIMARĂ NR. 2 BALOTEŞTI",139,BALOTEŞTI,100969,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 23:47:16",1567,1550,12,5,0,892,885,2,5,0,849,43,1700,808,74,417,25,7,21,8,4,9,284
