county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","STOIAN FLORIAN-voturi","STOIAN FLORIAN-mandate-faza-1","STOIAN FLORIAN-mandate-faza-2","OLTEANU MIRCEA-voturi","OLTEANU MIRCEA-mandate-faza-1","OLTEANU MIRCEA-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","GHERA MITICĂ-EUGEN-voturi","GHERA MITICĂ-EUGEN-mandate-faza-1","GHERA MITICĂ-EUGEN-mandate-faza-2","GHEORGHE MARIAN-voturi","GHEORGHE MARIAN-mandate-faza-1","GHEORGHE MARIAN-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","DOBRE DAN-GEORGE-voturi","DOBRE DAN-GEORGE-mandate-faza-1","DOBRE DAN-GEORGE-mandate-faza-2","IORDAN SERGIU-MIHAI-voturi","IORDAN SERGIU-MIHAI-mandate-faza-1","IORDAN SERGIU-MIHAI-mandate-faza-2","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-1","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","ALBU PAUL-voturi","ALBU PAUL-mandate-faza-1","ALBU PAUL-mandate-faza-2","ALMĂJANU RALUCA-GABRIELA-voturi","ALMĂJANU RALUCA-GABRIELA-mandate-faza-1","ALMĂJANU RALUCA-GABRIELA-mandate-faza-2","MARDALE SANDU-NICU-voturi","MARDALE SANDU-NICU-mandate-faza-1","MARDALE SANDU-NICU-mandate-faza-2","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-1","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","DOBRE FLORIN-voturi","DOBRE FLORIN-mandate-faza-1","DOBRE FLORIN-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-mandate-faza-2","COMAN IONUŢ-voturi","COMAN IONUŢ-mandate-faza-1","COMAN IONUŢ-mandate-faza-2"
36,TELEORMAN,BUJORU,152314,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:41:36",1517,1360,0,83,74,1305,1148,0,83,74,1110,32,1473,331,55,77,88,100,521,5,0,589,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,BUZESCU,152332,1,FINAL,UAT,CL,CL_CE,"2024-06-11 10:24:09",3646,3351,1,139,155,2320,2030,0,139,151,2150,73,3735,1512,107,150,172,165,1433,8,1,582,3,0,135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,CĂLINEŞTI,152350,2,FINAL,UAT,CL,CL_CE,"2024-06-14 10:59:22",2637,2285,0,248,104,2035,1683,0,248,104,1999,36,2535,500,99,139,159,181,765,4,0,1234,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,CĂLMĂŢUIU,152412,2,FINAL,UAT,CL,CL_CE,"2024-06-22 13:03:10",1343,1217,0,55,71,928,802,0,55,71,893,35,1380,452,44,62,71,96,713,7,0,23,0,0,157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,"CĂLMĂŢUIU DE SUS",152467,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:54:49",1653,1525,1,32,95,1198,1072,0,31,95,1144,54,1662,464,57,80,91,104,546,5,0,598,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,CERVENIA,152500,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:11:07",2259,2199,5,18,37,1341,1286,0,18,37,1273,68,2461,1120,63,89,101,110,637,5,1,58,0,0,578,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,CIOLĂNEŞTI,152528,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:14:19",2035,1914,0,32,89,1260,1139,0,32,89,1216,44,2101,841,60,85,97,106,593,5,1,379,3,0,201,1,1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,CIUPERCENI,151709,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:54:39",1270,1109,1,97,63,928,767,1,97,63,899,29,1264,336,44,62,71,95,523,5,0,337,3,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,CONŢEŞTI,152564,2,FINAL,UAT,CL,CL_CE,"2024-06-22 15:46:32",2604,2456,0,35,113,1665,1517,0,35,113,1604,61,2701,1036,80,112,128,141,1359,9,1,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,COSMEŞTI,152582,1,FINAL,UAT,CL,CL_CE,"2024-06-12 14:37:05",2058,1920,1,39,98,1518,1381,0,39,98,1478,40,2096,578,73,103,118,134,1274,9,0,120,0,1,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,CRÂNGENI,152617,1,FINAL,UAT,CL,CL_CE,"2024-06-11 12:57:32",2052,1958,0,15,79,1171,1084,0,15,72,1063,79,2149,969,53,74,85,96,327,3,1,604,6,0,0,0,0,0,0,0,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,CRÂNGU,152662,2,FINAL,UAT,CL,CL_CE,"2024-06-11 17:29:49",1219,1055,0,79,85,667,503,0,79,85,653,12,1172,507,32,45,52,72,542,7,0,111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,CREVENICU,151932,2,FINAL,UAT,CL,CL_CE,"2024-06-13 20:21:13",1160,1031,0,61,68,867,738,0,61,68,839,23,1129,267,41,58,67,91,604,6,1,19,0,0,216,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,DIDEŞTI,152724,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:03:34",948,849,0,45,54,669,570,0,45,54,659,10,925,256,32,46,52,70,21,0,0,555,7,1,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,DOBROTEŞTI,152760,1,FINAL,UAT,CL,CL_CE,"2024-06-10 21:49:06",3448,3322,0,52,74,1897,1774,0,52,71,1829,68,3636,1739,91,128,146,134,1419,10,1,87,0,0,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,DRACEA,155109,2,FINAL,UAT,CL,CL_CE,"2024-06-22 19:58:59",1285,1160,1,30,94,724,600,0,30,94,712,12,1305,581,35,49,56,79,107,1,0,605,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,DRĂCŞENEI,152797,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:13:53",1239,1128,0,17,94,883,772,0,17,94,845,38,1347,464,42,59,67,90,576,6,0,238,2,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,"DRĂGĂNEŞTI DE VEDE",152868,1,FINAL,UAT,CL,CL_CE,"2024-06-10 16:44:30",1704,1595,0,43,66,1182,1073,0,43,66,1161,19,1771,591,58,81,92,93,603,6,0,429,4,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,DRĂGĂNEŞTI-VLAŞCA,152902,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:45:53",3328,2941,1,214,172,1913,1532,0,214,167,1891,22,3359,1446,94,132,151,138,1796,13,0,37,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,FÂNTÂNELE,155118,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:16:11",1302,1157,2,93,50,985,842,0,93,50,963,22,1267,282,48,67,77,107,631,5,1,332,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,FRĂSINET,155127,2,FINAL,UAT,CL,CL_CE,"2024-06-22 13:38:44",1898,1822,1,27,48,1402,1326,1,27,48,1341,61,2058,656,67,93,107,121,781,6,0,421,3,1,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,FRUMOASA,152993,2,FINAL,UAT,CL,CL_CE,"2024-06-13 20:43:15",1522,1447,0,30,45,1114,1039,0,30,45,1044,70,1624,510,52,73,83,94,494,5,0,312,3,1,0,0,0,0,0,0,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TELEORMAN,FURCULEŞTI,152948,1,FINAL,UAT,CL,CL_CE,"2024-06-12 13:35:16",2665,2475,0,103,87,1554,1378,0,89,87,1479,64,2797,1241,73,103,118,109,714,6,0,624,5,1,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
