precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ȘTEFAN CEL MARE",41,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:39",1330,1318,6,6,0,606,600,0,6,0,589,17,1500,894,15,35,257,198,10,52,1,5,16
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ȘTEFAN CEL MARE",42,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:27",899,881,2,15,1,423,407,0,15,1,415,7,1000,578,32,38,165,119,7,39,4,3,8
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ TELCIŞOR",296,TELCIU,35054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:13",872,856,0,5,11,468,452,0,5,11,393,59,950,481,18,86,55,140,1,78,11,2,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”TEODOR COTUŢIU” DUMBRĂVIŢA",247,SPERMEZEU,34547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:10",630,611,0,4,15,355,336,0,4,15,325,30,700,345,2,39,79,199,1,2,1,0,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ TIHA BÎRGĂULUI",297,"TIHA BÂRGĂULUI",35090,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:25",1366,1348,2,5,11,701,685,0,5,11,651,50,1500,799,10,98,382,117,8,24,7,1,4
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ TUREAC",300,"TIHA BÂRGĂULUI",35090,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:19",566,558,0,8,0,237,229,0,8,0,211,26,600,363,7,69,65,58,0,6,4,1,1
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ TUREAC",301,"TIHA BÂRGĂULUI",35090,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:17",1632,1621,3,4,4,751,743,0,4,4,697,54,1800,1049,12,148,322,197,4,5,4,5,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ” VALEA SPINULUI”",75,"ORAŞ NĂSĂUD",32544,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:14",1032,1025,2,5,0,534,529,0,5,0,460,65,1100,575,10,51,123,252,0,18,0,0,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”VICTOR MOTOGNA” BREAZA",197,NEGRILEŞTI,179659,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:24",838,801,2,6,29,505,471,0,6,28,472,33,850,345,6,44,251,134,3,12,21,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ APATIU",109,CHIOCHIŞ,33015,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:44:34",224,220,0,3,1,153,149,0,3,1,140,13,230,77,14,17,48,57,1,1,0,0,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ BUDEŞTI-FÎNAŢE",98,BUDEŞTI,32768,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:33",235,222,0,2,11,164,151,0,2,11,154,10,250,86,8,17,77,45,1,5,0,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ CHEŢIU",112,CHIOCHIŞ,33015,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:05",262,250,0,3,9,172,160,0,3,9,162,10,263,91,10,14,81,56,0,1,0,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ CUŞMA",164,LIVEZILE,33541,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:22",541,525,0,15,1,330,314,0,15,1,302,28,580,250,6,19,258,12,1,5,1,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DOBRICEL",246,SPERMEZEU,34547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:44",401,390,0,5,6,272,261,0,5,6,223,49,450,178,3,22,105,86,0,5,1,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DOMNEŞTI",184,MĂRIŞELU,33765,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:40",757,749,4,4,0,424,420,0,4,0,394,30,799,352,8,64,245,51,2,19,2,3,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DUMBRAVA",166,LIVEZILE,33541,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:44:26",375,369,0,6,0,206,200,0,6,0,202,4,396,190,5,33,126,32,1,3,2,0,0
6,BISTRIŢA-NĂSĂUD,"ȘCOALA PRIMARĂ FIGA",68,"ORAŞ BECLEAN",32483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:04",456,425,1,10,20,301,273,0,10,18,285,16,511,210,7,15,211,41,1,7,2,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ FÎNTÎNELE",179,MATEI,33658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:15",462,432,1,16,13,344,315,0,16,13,321,23,466,122,121,7,157,29,2,3,0,1,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ FLOREŞTI",200,NIMIGEA,33989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:07",427,413,0,6,8,291,277,0,6,8,247,44,450,159,11,27,124,73,1,5,3,1,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ HĂLMĂSĂU",248,SPERMEZEU,34547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:07:45",217,210,0,5,2,144,137,0,5,2,133,11,250,106,2,6,32,91,0,0,1,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”LUCIAN VALEA”",252,ŞANŢ,34618,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:10",272,262,0,9,1,217,207,0,9,1,207,10,300,83,5,30,69,80,0,16,1,0,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ LUNCA",270,ŞIEUŢ,34850,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:14",315,299,0,3,13,246,230,0,3,13,214,32,350,104,8,12,146,28,1,17,2,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MALIN",210,NUŞENI,34075,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:05:45",352,320,3,5,24,251,222,0,5,24,236,15,380,129,97,11,88,36,0,3,0,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MANIC",114,CHIOCHIŞ,33015,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:32:22",124,120,0,1,3,124,120,0,1,3,118,6,179,55,5,17,60,33,0,3,0,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MINTIU",201,NIMIGEA,33989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:30",360,343,0,6,11,200,183,0,6,11,193,7,400,200,5,12,138,32,0,4,1,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MOGOŞENI",204,NIMIGEA,33989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:16",301,290,0,5,6,204,193,0,5,6,169,24,350,157,5,15,80,48,0,21,0,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MORUŢ",180,MATEI,33658,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:35:06",160,151,0,7,2,96,87,0,7,2,87,9,160,64,5,5,62,12,0,1,2,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”NICOLAE BĂLAN” BLĂJENII DE SUS",275,ŞINTEREAG,34903,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:34",287,278,0,7,2,168,159,0,7,2,150,18,300,132,3,17,91,27,1,9,2,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ NIMIGEA DE SUS",205,NIMIGEA,33989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:34",465,444,1,3,17,304,284,0,3,17,289,15,500,196,7,19,168,64,0,11,1,0,19
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ PIATRA",120,CHIUZA,33122,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:44",414,394,1,11,8,259,240,0,11,8,252,7,399,140,7,71,104,59,0,7,2,1,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ POSMUŞ",255,ŞIEU,34645,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:00",549,538,1,6,4,303,293,0,6,4,270,33,600,297,13,37,157,55,3,4,0,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ RUŞTIOR",271,ŞIEUŢ,34850,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:31:48",492,475,0,5,12,370,353,0,5,12,345,25,530,160,26,33,166,81,1,22,4,3,9
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SĂRATA",52,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:03",1021,1009,8,4,0,467,461,2,4,0,433,34,1150,683,129,59,91,122,4,20,4,2,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SÎNNICOARĂ",115,CHIOCHIŞ,33015,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:45:32",98,86,0,9,3,68,56,0,9,3,62,6,100,32,5,0,35,18,2,1,0,1,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SÎNTIOANA",187,MĂRIŞELU,33765,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:53",366,361,0,4,1,218,213,0,4,1,201,17,400,182,5,15,134,31,1,13,1,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ STRÎMBA",152,"JOSENII BÂRGĂULUI",33382,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:32",394,386,0,8,0,188,180,0,8,0,178,10,400,212,5,41,71,35,15,6,1,2,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ STRUGURENI",116,CHIOCHIŞ,33015,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:37",164,154,0,5,5,113,103,0,5,5,110,3,175,62,87,3,13,7,0,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SUSENII BÎRGĂULUI",222,"PRUNDU BÂRGĂULUI",34235,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:27",1148,1133,1,8,6,628,614,0,8,6,599,29,1299,671,15,80,372,64,23,36,2,3,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢAGU",99,BUDEŞTI,32768,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:20",501,480,0,7,14,326,305,0,7,14,287,38,500,175,16,25,143,87,1,14,0,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ TĂURE",206,NIMIGEA,33989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:55",347,336,0,2,9,187,176,0,2,9,167,20,350,163,3,7,92,57,1,7,0,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢENTEA",117,CHIOCHIŞ,33015,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:17:18",78,75,1,2,0,54,52,0,2,0,50,4,85,31,3,4,13,27,0,3,0,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ŢIGĂU",158,LECHINŢA,33435,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:56",348,331,0,10,7,242,225,0,10,7,237,5,374,132,160,2,45,18,5,2,0,0,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”VALEA BABII”",228,REBRIŞOARA,34280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:20",140,132,0,5,3,95,87,0,5,3,86,9,200,105,8,10,44,20,1,2,0,0,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ VALEA POENII",167,LIVEZILE,33541,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:02:52",130,125,0,5,0,92,87,0,5,0,83,9,140,48,2,13,60,6,0,0,1,1,0
6,BISTRIŢA-NĂSĂUD,"ȘCOALA PROFESIONALĂ SPECIALĂ ”SFÂNTA MARIA” BISTRIŢA",7,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:49",1233,1218,4,10,1,566,555,0,10,1,553,13,1355,789,44,39,208,181,17,37,5,6,16
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PROFESIONALĂ ”TIBERIU MORARIU”",238,SALVA,34397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:07:42",1254,1182,1,52,19,921,849,1,52,19,872,43,1300,385,12,63,317,440,3,28,3,4,2
6,BISTRIŢA-NĂSĂUD,"SOCIETATEA AGRICOLĂ",185,MĂRIŞELU,33765,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:46:10",104,85,0,16,3,104,85,0,16,3,80,2,134,52,64,3,6,3,0,3,1,0,0
6,BISTRIŢA-NĂSĂUD,"UNIVERSITATEA ”BABEŞ-BOLYAI” CLUJ-NAPOCA, EXTENSIA UNIVERSITARĂ BISTRIŢA",30,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:32",1459,1453,0,6,0,539,533,0,6,0,521,8,1600,1071,23,39,203,178,10,50,3,3,12
6,BISTRIŢA-NĂSĂUD,"UNIVERSITATEA ”BABEŞ-BOLYAI” CLUJ-NAPOCA, EXTENSIA UNIVERSITARĂ BISTRIŢA",29,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:39:23",1716,1705,0,11,0,688,677,0,11,0,679,9,1900,1193,44,84,265,186,16,58,7,8,11
