precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",624,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 02:16:29",1680,1675,1,4,0,169,165,0,4,0,164,5,1867,1698,53,26,25,2,15,16,12,4,11
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.55;",640,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 01:59:44",2804,2798,0,6,0,87,81,0,6,0,86,1,3158,3071,16,8,7,0,5,17,21,2,10
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 56",362,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:14:37",1127,1116,0,11,0,502,491,0,11,0,484,18,1500,998,121,47,45,7,17,19,182,9,37
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 56",361,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:50:59",1352,1337,0,15,0,643,628,0,15,0,626,17,1500,857,131,76,42,12,24,44,237,16,44
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1063,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:14:56",1176,1164,3,8,1,568,559,0,8,1,557,11,1200,632,141,121,49,12,24,21,145,11,33
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1060,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:26:39",1134,1120,10,4,0,517,512,1,4,0,491,26,1100,583,119,73,31,12,25,43,142,20,26
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1058,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:39:38",881,873,2,6,0,408,402,0,6,0,391,17,900,492,98,68,39,11,10,28,97,14,26
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1061,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:19:52",1353,1348,2,2,1,633,630,0,2,1,617,16,1400,767,162,144,41,18,18,42,143,13,36
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1062,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:02:04",1297,1267,20,9,1,648,638,0,9,1,630,18,1300,652,144,108,64,14,11,28,213,16,32
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1059,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:21:26",1125,1115,5,5,0,563,558,0,5,0,543,3,1100,554,167,88,50,12,14,40,133,9,30
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.6",31,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:24:26",987,966,18,0,3,539,535,1,0,3,519,20,1090,551,138,86,32,10,15,48,137,14,39
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.6",32,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 09:16:18",1115,1094,16,5,0,552,546,1,5,0,544,7,1240,688,130,93,40,18,16,26,179,13,29
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",250,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:55:28",1251,1218,27,6,0,510,504,0,6,0,492,18,1400,890,177,50,27,13,13,42,139,8,23
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",245,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:46:56",1492,1488,0,4,0,586,582,0,4,0,569,17,1620,1017,187,42,46,9,27,38,170,15,35
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",248,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:17:49",1472,1465,0,7,0,602,595,0,7,0,544,58,1600,957,160,48,40,3,40,45,139,40,29
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",249,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:16:53",1527,1370,149,8,0,547,539,0,8,0,533,14,1600,1053,150,65,55,2,45,35,128,11,42
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",246,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:34:38",1345,1299,41,5,0,446,441,0,5,0,426,20,1600,1154,160,41,42,5,35,44,70,12,17
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",247,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:10:46",1256,1240,9,7,0,603,596,0,7,0,583,20,1400,797,216,70,46,8,26,54,120,11,32
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",251,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:26:37",1075,1065,2,8,0,452,444,0,8,0,444,8,1200,748,150,37,42,5,27,37,98,12,36
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",274,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 15:38:30",1466,1453,5,8,0,514,506,0,8,0,509,5,1600,1086,162,55,46,6,40,43,121,9,27
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",273,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:57:35",1195,1187,2,6,0,517,511,0,6,0,497,20,1300,783,172,39,42,7,27,34,133,14,29
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",276,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:51:37",1730,1720,5,5,0,646,641,0,5,0,626,20,2000,1354,210,65,51,9,42,87,110,19,33
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",275,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:23:27",1283,1277,6,0,0,562,562,0,0,0,546,16,1600,1038,149,57,52,11,16,20,205,8,28
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",272,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:17:48",1633,1624,1,8,0,644,636,0,8,0,628,16,2000,1356,206,60,62,15,51,52,124,18,40
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.67;",661,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:02:41",1540,1530,0,10,0,669,659,0,10,0,649,20,1702,1033,200,76,65,11,37,43,149,22,46
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.67;",662,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 11:42:49",1753,1730,18,5,0,695,690,0,5,0,685,10,1933,1238,273,73,60,11,33,34,132,33,36
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.7",38,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:36:17",1402,1383,3,16,0,745,729,0,16,0,725,20,1530,785,207,110,54,18,18,30,219,20,49
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.7",37,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:47:34",1419,1411,0,8,0,687,679,0,8,0,662,25,1570,883,169,110,54,14,13,29,209,18,46
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.7",36,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:17:53",1243,1215,21,7,0,615,608,0,7,0,603,12,1390,775,163,97,35,12,12,30,205,18,31
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 71",349,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 21:09:48",1187,1135,37,12,3,457,436,6,12,3,444,13,1300,843,105,50,45,15,12,15,152,11,39
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 71",348,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:15:09",1207,1179,24,4,0,476,472,0,4,0,462,14,1300,824,115,69,41,12,18,25,140,10,32
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",266,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:21:12",1451,1439,9,3,0,563,560,0,3,0,549,14,1503,940,175,58,43,13,30,39,125,22,44
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",262,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:14:37",1349,1336,9,4,0,648,644,0,4,0,624,24,1600,952,206,73,30,8,24,50,189,13,31
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",264,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-11 01:13:16",1933,1885,29,19,0,891,872,0,19,0,876,15,2000,1109,204,102,44,13,36,28,356,20,73
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",265,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 11:43:36",2175,2140,21,7,7,893,858,21,7,7,817,31,2300,1446,262,86,72,3,55,60,208,22,49
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",263,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:13:34",1522,1489,27,6,0,661,655,0,6,0,644,17,1600,939,200,61,34,21,32,41,187,24,44
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",261,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:13:57",1331,1319,6,6,0,525,519,0,6,0,518,7,1600,1075,171,47,58,5,43,52,101,17,24
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",652,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:45:58",1803,1800,0,3,0,598,595,0,3,0,596,2,2000,1402,237,57,59,5,41,57,93,6,41
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",654,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 02:38:09",1475,1464,4,7,0,171,164,0,7,0,165,6,1631,1460,61,15,17,7,8,15,32,3,7
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",651,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:25:19",1572,1565,2,5,0,355,350,0,5,0,343,12,1733,1378,153,30,31,1,24,27,53,13,11
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",658,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 00:03:51",1854,1846,0,8,0,12,4,0,8,0,11,1,2063,2051,1,2,2,1,0,0,5,0,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",655,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 02:25:01",1655,1649,0,6,0,85,79,0,6,0,80,5,1829,1744,30,12,13,3,6,9,4,1,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",653,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 00:13:55",1566,1563,0,3,0,69,66,0,3,0,67,2,1764,1695,25,8,4,0,5,5,20,0,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",657,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 00:38:41",1816,1812,0,4,0,16,12,0,4,0,16,0,2010,1994,3,2,0,1,0,0,9,0,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",656,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:36:41",1600,1592,1,7,0,393,390,0,3,0,386,7,1753,1360,146,35,40,7,19,47,47,20,25
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.78;",660,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 00:48:08",1933,1925,0,8,0,10,2,0,8,0,10,0,2146,2136,3,1,2,0,0,0,0,0,4
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.78;",659,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 00:57:06",1886,1879,0,7,0,10,3,0,7,0,10,0,2093,2083,2,3,1,0,0,1,2,0,1
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 79",673,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 10:13:08",1001,966,17,14,4,449,431,0,14,4,437,12,1200,749,111,58,48,7,7,17,140,8,41
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 79",672,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:57:45",886,861,20,5,0,372,367,0,5,0,368,4,1000,628,98,52,38,4,11,24,96,10,35
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 79",674,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-12 00:50:15",1342,1308,19,14,1,561,546,0,14,1,540,21,1500,939,101,71,45,9,27,37,192,15,43
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",408,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:54:00",1117,1100,3,13,1,579,564,1,13,1,564,14,1234,655,100,45,36,6,17,18,261,7,74
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",409,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:22:05",1014,1002,3,9,0,485,476,0,9,0,470,15,1101,616,99,74,31,10,25,19,155,14,43
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",403,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:32:18",1114,1095,7,12,0,387,374,1,12,0,368,19,1210,823,118,47,21,5,13,19,103,13,29
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",402,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:16:07",1237,1219,11,7,0,584,577,0,7,0,573,11,1342,755,191,58,58,7,25,27,146,13,48
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",405,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:28:38",1435,1420,5,8,2,709,698,1,8,2,696,13,1587,878,207,91,33,18,15,52,210,21,49
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",406,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:17:39",1003,986,0,16,1,470,453,0,16,1,439,14,1088,635,133,42,24,11,12,27,142,7,41
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",404,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-13 22:57:18",1936,1841,86,9,0,868,859,0,9,0,842,26,2023,1154,205,102,56,9,32,41,296,26,75
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",407,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:07:28",970,956,7,7,0,425,417,1,7,0,417,8,1075,650,102,52,36,10,11,29,128,19,30
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",414,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:23:54",1814,1775,25,13,1,980,966,0,13,1,928,38,1958,992,207,115,77,11,24,66,298,31,99
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",412,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:30:14",1372,1351,7,13,1,701,687,0,13,1,675,20,1489,789,163,87,52,13,36,37,210,19,58
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",417,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 10:30:49",1329,1305,6,18,0,613,595,0,18,0,602,11,1431,818,147,75,36,14,15,26,216,11,62
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",418,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-11 13:22:59",1171,1142,17,12,0,603,591,0,12,0,596,7,1252,648,151,70,43,11,21,27,208,11,54
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",411,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:49:41",1564,1553,0,11,0,639,628,0,11,0,615,13,1712,1084,140,73,51,14,30,25,209,14,59
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",416,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:53:24",1414,1407,3,4,0,670,666,0,4,0,656,14,1552,882,183,88,41,13,17,35,211,10,58
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",410,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 09:55:32",1817,1769,19,29,0,924,894,1,29,0,908,16,1949,1025,252,112,71,19,23,42,295,16,78
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",415,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-11 22:33:46",1453,1421,19,13,0,658,645,0,13,0,643,15,1561,903,159,80,51,8,16,32,206,25,66
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",413,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:25:45",1034,997,19,15,3,481,469,1,8,3,469,12,1095,614,123,49,40,9,28,28,142,9,41
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",606,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:21:47",1737,1722,6,9,0,749,740,0,9,0,731,18,1920,1171,230,80,53,15,26,59,193,25,50
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",611,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:21:12",1524,1511,3,9,1,662,652,0,9,1,644,18,1659,997,193,71,61,8,21,31,195,16,48
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",608,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:48:02",1464,1456,3,5,0,616,611,0,5,0,593,23,1621,1005,186,58,60,12,28,33,152,16,48
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",607,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:13:46",1376,1356,2,17,1,576,558,0,17,1,550,26,1492,916,181,62,51,7,33,28,135,20,33
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",609,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:36:08",1919,1913,1,5,0,860,855,0,5,0,824,36,2114,1250,241,80,61,11,28,42,246,27,88
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",612,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-12 00:36:53",1990,1981,2,6,1,872,865,0,6,1,850,22,2165,1293,230,105,54,15,30,50,259,27,80
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",610,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 09:52:52",1912,1892,7,13,0,957,944,0,13,0,925,32,2079,1122,189,92,54,15,27,33,376,22,117
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",605,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-12 07:40:22",2040,2014,8,18,0,1026,1007,1,18,0,1004,20,2164,1140,211,118,54,23,41,48,347,28,134
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",446,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-12 00:44:00",1321,1311,1,9,0,583,574,0,9,0,571,12,1443,571,205,61,42,8,13,27,145,23,47
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",444,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 08:06:39",1201,1189,5,7,0,539,531,1,7,0,525,14,1321,782,150,54,36,10,18,27,173,14,43
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",445,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:47:51",1321,1309,4,8,0,564,556,0,8,0,545,19,1446,882,160,63,52,6,28,50,130,21,35
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",442,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-11 23:38:07",1442,1425,9,8,0,670,662,0,8,0,647,23,1592,922,174,64,50,16,28,34,205,19,57
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",443,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:21:14",1334,1313,0,21,0,409,388,0,21,0,383,26,1445,1036,115,33,25,9,31,33,101,9,27
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84;",447,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:06:36",1086,1073,4,9,0,425,416,0,9,0,415,10,1195,770,122,43,41,6,16,33,109,11,34
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 85",364,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 08:26:45",528,513,8,7,0,528,513,8,7,0,501,11,1300,780,121,62,30,6,8,33,183,11,47
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 85",363,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:28:27",976,960,11,5,0,460,455,0,5,0,448,12,1200,740,117,60,36,7,18,15,153,15,27
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 85",366,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:27:15",1055,1042,5,6,2,495,487,0,6,2,479,13,1200,708,119,61,24,9,14,17,182,8,45
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 85",365,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:59:20",1189,1178,7,4,0,549,545,0,4,0,528,20,1300,752,121,61,39,11,18,32,189,15,42
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",449,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:00:18",1783,1763,7,13,0,842,829,0,13,0,816,26,1945,1103,190,92,59,17,30,30,284,29,85
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",454,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:03:06",1600,1584,7,9,0,718,709,0,9,0,699,16,1740,1025,159,89,40,18,17,22,270,18,66
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",451,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 09:20:15",1544,1533,3,8,0,692,684,0,8,0,670,22,1689,997,177,75,64,6,27,26,206,24,65
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",453,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:37:53",1268,1246,9,13,0,569,554,2,13,0,550,14,1386,812,138,57,60,10,20,20,166,23,56
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",452,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:27:05",1522,1513,2,7,0,618,611,0,7,0,603,15,1663,1045,160,81,50,15,21,30,181,18,47
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",448,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:55:06",1257,1244,0,11,2,576,563,0,11,2,548,27,1382,801,129,72,41,8,19,17,195,14,53
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",450,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:35:06",1551,1536,4,10,1,704,693,0,10,1,684,20,1687,983,173,77,63,13,33,37,205,22,61
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.88",479,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:38:14",1424,1412,2,10,0,722,712,0,10,0,690,32,1554,832,186,69,44,6,16,17,253,28,71
