precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
41,VRANCEA,"CENTRU DE ZI, CANTINĂ SOCIALĂ ȘI ÎNGRIJIRE LA DOMICILIU PENTRU PERSOANE VÂRSTNICE",140,CIORĂŞTI,175590,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:10",279,270,0,4,5,185,176,0,4,5,158,18,296,120,113,10,29,2,1,3
41,VRANCEA,"CENTRUL DE RECUPERARE PENTRU PERSOANE CU HANDICAP",96,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:14",410,398,1,10,1,249,238,0,10,1,244,5,442,193,84,54,45,45,1,15
41,VRANCEA,"CENTRU PENTRU EDUCAȚIE TIMPURIE ”LUMEA COPIILOR”",89,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:45:51",779,769,0,8,2,470,460,0,8,2,459,11,863,393,99,252,35,54,6,13
41,VRANCEA,"COLEGIUL NAŢIONAL ”AL. I. CUZA”",22,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:53:23",853,838,2,8,5,354,341,0,8,5,343,11,927,573,124,99,34,62,9,15
41,VRANCEA,"COLEGIUL NAȚIONAL „EMIL BOTTA” - CORP B - SALA DE FESTIVITĂȚI",60,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:47",866,856,1,9,0,357,348,0,9,0,347,10,958,601,117,149,41,11,18,11
41,VRANCEA,"COLEGIUL NAȚIONAL PEDAGOGIC „SPIRU HARET” FOCȘANI",41,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:36",1608,1601,1,6,0,757,751,0,6,0,737,20,1768,1011,234,269,72,107,21,34
41,VRANCEA,"COLEGIUL NAŢIONAL ”UNIREA”",30,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:24:29",1096,1083,3,8,2,419,409,0,8,2,403,16,1200,781,108,182,31,56,4,22
41,VRANCEA,"COLEGIUL TEHNIC AUTO „TRAIAN VUIA”",8,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:57",679,670,2,7,0,337,330,0,7,0,327,10,745,408,120,109,32,50,4,12
41,VRANCEA,"COLEGIUL TEHNIC AUTO „TRAIAN VUIA”",9,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:57",1044,1035,1,8,0,480,472,0,8,0,465,15,1139,659,175,162,40,55,14,19
41,VRANCEA,"COLEGIUL TEHNIC ”EDMOND NICOLAU”",34,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:37",1139,1131,0,8,0,491,483,0,8,0,475,16,1254,763,160,174,29,77,12,23
41,VRANCEA,"COLEGIUL TEHNIC „GHEORGHE ASACHI” FOCȘANI",23,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:09:00",1314,1310,0,3,1,560,556,0,3,1,543,17,1472,912,156,201,54,98,8,26
41,VRANCEA,"COLEGIUL TEHNIC „GHEORGHE ASACHI” FOCȘANI",24,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:48",1573,1560,3,10,0,624,613,1,10,0,609,15,1750,1126,207,236,56,73,7,30
41,VRANCEA,"COLEGIUL TEHNIC ”GHEORGHE BALŞ” A",69,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:01:13",1398,1392,0,6,0,660,654,0,6,0,628,32,1535,875,201,207,57,13,122,28
41,VRANCEA,"COLEGIUL TEHNIC ”GHEORGHE BALŞ” B",70,"MUNICIPIUL ADJUD",174860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:24",1206,1198,0,7,1,506,498,0,7,1,485,21,1324,818,159,146,35,14,102,29
41,VRANCEA,"COLEGIUL TEHNIC „ION MINCU” FOCȘANI",26,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:47",944,937,0,7,0,419,412,0,7,0,397,15,1041,629,161,124,31,60,7,14
41,VRANCEA,"COLEGIUL TEHNIC „ION MINCU” FOCȘANI",27,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:19",860,853,0,7,0,359,352,0,7,0,343,16,943,584,109,101,59,48,4,22
41,VRANCEA,"COLEGIUL TEHNIC „ION MINCU” FOCȘANI",25,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:43",994,984,0,8,2,392,382,0,8,2,381,11,1085,693,116,137,52,51,6,19
41,VRANCEA,"COLEGIUL TEHNIC ”VALERIU D. COTEA”",21,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:36:16",1283,1251,3,11,18,573,549,0,11,13,549,17,1371,801,174,213,51,69,12,30
41,VRANCEA,"CONSILIUL LOCAL TĂNĂSOAIA",296,TĂNĂSOAIA,177879,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:37",689,653,0,10,26,445,409,0,10,26,418,27,768,323,73,126,72,117,18,12
41,VRANCEA,"CONSILIUL LOCAL URECHEŞTI",318,URECHEŞTI,178279,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:23",1740,1727,1,12,0,866,853,1,12,0,831,35,1898,1032,579,149,60,21,2,20
41,VRANCEA,CREȘĂ,172,GAROAFA,176212,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:08",580,574,0,6,0,296,290,0,6,0,283,13,635,339,179,63,29,7,0,5
41,VRANCEA,"CᾸMIN CULTURAL SLOBOZIA BOTEṢTI",206,MĂICĂNEŞTI,176613,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:38",213,191,1,14,7,124,103,0,14,7,115,9,222,98,100,9,3,2,1,0
41,VRANCEA,"DIRECŢIA JUDEŢEANĂ A SPORTURILOR VRANCEA",37,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:50:26",1364,1350,1,13,0,564,551,0,13,0,546,18,1494,930,163,216,58,74,11,24
41,VRANCEA,"DIRECŢIA SANITAR-VETERINARĂ",55,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:35:30",1829,1812,0,10,7,858,841,0,10,7,832,26,2002,1144,302,296,75,118,10,31
41,VRANCEA,"DIRECTIA SILVICĂ VRANCEA",1,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:32",1326,1313,0,13,0,595,582,0,13,0,561,28,1450,855,161,240,53,61,11,35
41,VRANCEA,"DISPENSARUL UMAN MIRCEŞTII VECHI",328,VÂNĂTORI,178607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:36",279,272,1,6,0,143,136,1,6,0,138,4,299,156,43,55,22,14,2,2
41,VRANCEA,"FOSTA SCOALA GENERALA BORDEASCA NOUA",301,TĂTĂRANU,177986,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:53",349,320,0,16,13,170,141,0,16,13,158,12,366,196,24,115,8,8,2,1
41,VRANCEA,"FOSTA SCOALA GENERALA MARTINESTI",304,TĂTĂRANU,177986,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:10:26",522,504,2,4,12,277,259,2,4,12,230,28,560,302,48,172,6,4,0,0
41,VRANCEA,"FOSTA SCOALA GENERALA NR. 1 BORDEASCA VECHE",303,TĂTĂRANU,177986,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:00",839,829,0,1,9,412,402,0,1,9,392,20,922,510,102,247,18,13,6,6
41,VRANCEA,"FOSTA SCOALA PRIMARA VIJIITOAREA",305,TĂTĂRANU,177986,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:52",99,89,0,10,0,99,89,0,10,0,94,5,186,87,26,51,6,7,2,2
41,VRANCEA,GRĂDINIȚĂ,131,CÂRLIGELE,175732,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:06",545,517,0,7,21,336,308,0,7,21,325,11,599,261,28,257,18,10,3,9
41,VRANCEA,"GRĂDINIŢA CIORANI",256,PUFEŞTI,177352,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:52",811,802,1,8,0,435,427,0,8,0,403,31,882,448,59,123,175,22,13,11
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL CHIOJDENI",132,CHIOJDENI,175509,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:45",532,506,0,12,14,331,305,0,12,14,321,10,553,222,125,186,3,3,2,2
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL DUMBRAVA",97,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:45",405,400,1,4,0,188,184,0,4,0,179,9,438,250,64,59,26,26,1,3
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL GOLOGANU",178,GOLOGANU,178938,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:01",1136,1115,0,8,13,647,626,0,8,13,620,27,1239,592,104,293,130,63,14,16
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL JILIȘTE",284,"SLOBOZIA CIORĂŞTI",177726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:52",587,574,1,6,6,314,301,1,6,6,290,24,633,319,24,205,36,12,6,7
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL JORĂŞTI",326,VÂNĂTORI,178607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:49:48",1290,1282,0,6,2,656,648,0,6,2,611,45,1411,755,152,216,105,91,8,39
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL LĂMOTEȘTI",215,MILCOVUL,176748,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:41",885,876,0,2,7,486,477,0,2,7,452,28,965,485,118,210,34,70,7,13
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL MILCOVUL",213,MILCOVUL,176748,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:17",1003,994,1,0,8,539,531,0,0,8,516,23,1094,555,106,291,39,67,7,6
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL MILCOVUL",214,MILCOVUL,176748,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:21",1047,1036,1,1,9,547,537,0,1,9,536,11,1148,601,114,271,40,96,3,12
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1",98,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:16",701,688,1,12,0,367,355,0,12,0,354,13,758,391,103,107,62,58,4,20
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 FITIONEȘTI",167,FITIONEŞTI,176150,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:44",511,505,0,4,2,294,288,0,4,2,276,18,558,264,69,105,30,46,14,12
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 NĂRUJA",225,NĂRUJA,176891,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:48",971,935,0,6,30,637,601,0,6,30,603,15,1062,442,51,493,46,7,0,6
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 POPEȘTI",253,POPEŞTI,178901,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:57",904,897,0,5,2,524,517,0,5,2,504,20,994,470,144,203,110,19,4,24
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 SURAIA",295,SURAIA,177842,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:31",1604,1572,2,14,16,799,768,1,14,16,752,47,1720,921,443,216,16,48,10,19
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 GUGEŞTI",182,GUGEŞTI,176301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:08",877,858,2,8,9,403,386,0,8,9,384,19,955,552,71,236,34,20,6,17
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 (STRUCTURA CARAGEA)",88,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:47",914,899,0,13,2,458,443,0,13,2,440,18,1000,542,103,248,27,32,6,24
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 FOCȘANI",57,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:49",1549,1543,0,6,0,672,666,0,6,0,640,32,1700,1028,228,244,58,71,17,22
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 (STRUCTURA UNIREA)",90,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:50",1622,1611,1,6,4,727,717,0,6,4,693,34,1786,1059,127,382,89,55,12,28
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL PALTIN",234,PALTIN,177101,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:50:37",1120,1085,0,6,29,759,724,0,6,29,728,31,1183,424,231,435,25,12,5,20
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL RĂDULEŞTI",330,VÂNĂTORI,178607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:13",707,701,1,5,0,346,340,1,5,0,318,28,775,429,92,140,49,17,4,16
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL RUCĂRENI",286,SOVEJA,177762,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:05",698,665,1,10,22,413,381,0,10,22,393,20,747,334,261,95,12,14,8,3
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL SATU NOU",95,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:50",775,764,0,11,0,771,760,0,11,0,385,19,842,438,92,119,85,51,8,30
41,VRANCEA,"GRADINITA CU PROGRAM NORMAL STUPINA",208,MĂICĂNEŞTI,176613,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:28",276,259,0,11,6,202,185,0,11,6,190,12,285,83,161,20,3,4,2,0
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL VARNIȚA",261,RĂCOASA,177405,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:03",462,447,1,7,7,213,201,0,5,7,198,15,489,276,37,90,40,26,1,4
